 6010 ; Бона иностранная Перу ;  ;  ;  ;  ; 7 ; Димон777 ; 41 
 5807 ; 10 крон ; 1937 ; Эстония ;  ;  ; 21 ; стадник ; 510 
 5808 ; 1 рубль ; 1919 ; Латвия. Разменный знак ;  ;  ; 55 ; val211 ; 561 
 5809 ; 3 рубля ; 1919 ; Латвия. Разменный знак ;  ;  ; 86 ; flutter ; 669 
 5570 ; Бона иностранная ;  ;  ;  ;  ; 6 ; Consul2009 ; 39 
 5571 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Beliy86 ; 15 
 5572 ; Бона иностранная ;  ;  ;  ;  ; 35 ; середа ; 113 
 5573 ; Бона иностранная ;  ;  ;  ;  ; 3 ; ъхз ; 86 
 5574 ; Бона иностранная ;  ;  ;  ;  ; 8 ; mega ; 153 
 5575 ; Бона иностранная ;  ;  ;  ;  ; 8 ; акто_то ; 33 
 5576 ; Бона иностранная ;  ;  ;  ;  ; 21 ; nikfed ; 510 
 5577 ; Бона иностранная ;  ;  ;  ;  ; 6 ; велес ; 31 
 5578 ; Бона иностранная ;  ;  ;  ;  ; 10 ; трутень ; 41 
 5579 ; Бона иностранная ;  ;  ;  ;  ; 7 ; вулканолог ; 60 
 5580 ; Бона иностранная ;  ;  ;  ;  ; 3 ; вулканолог ; 57 
 5581 ; Бона иностранная ;  ;  ;  ;  ; 22 ; mega ; 200 
 5582 ; Бона иностранная ;  ;  ;  ;  ; 14 ; Yamilov ; 159 
 5583 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Yamilov ; 122 
 5584 ; Бона иностранная ;  ;  ;  ;  ; 21 ; страус ; 65 
 5585 ; Бона иностранная ;  ;  ;  ;  ; 5 ; maksbelov ; 57 
 5586 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Consul2009 ; 31 
 5587 ; Бона иностранная ;  ;  ;  ;  ; 13 ; teso ; 75 
 5588 ; Бона иностранная ;  ;  ;  ;  ; 10 ; стадник ; 42 
 5589 ; Бона иностранная ;  ;  ;  ;  ; 26 ; derk02 ; 181 
 5590 ; Бона иностранная ;  ;  ;  ;  ; 6 ; maksbelov ; 204 
 5591 ; Бона иностранная ;  ;  ;  ;  ; 3 ; mega ; 101 
 5592 ; Бона иностранная ;  ;  ;  ;  ; 11 ; flutter ; 122 
 5593 ; Бона иностранная ;  ;  ;  ;  ; 11 ; mega ; 255 
 5594 ; Бона иностранная ;  ;  ;  ;  ; 7 ; ъхз ; 99 
 5595 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Beliy86 ; 14 
 5596 ; Бона иностранная ;  ;  ;  ;  ; 9 ; середа ; 136 
 5597 ; Бона иностранная ;  ;  ;  ;  ; 17 ; середа ; 135 
 5598 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Monata ; 47 
 5599 ; Бона иностранная ;  ;  ;  ;  ; 14 ; курт ; 79 
 5600 ; Бона иностранная ;  ;  ;  ;  ; 6 ; курт ; 18 
 5601 ; Бона иностранная ;  ;  ;  ;  ; 39 ; ъхз ; 265 
 5602 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Beliy86 ; 43 
 5603 ; Бона иностранная ;  ;  ;  ;  ; 8 ; divergent ; 26 
 5604 ; Бона иностранная ;  ;  ;  ;  ; 3 ; ъхз ; 34 
 5605 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Consul2009 ; 31 
 5606 ; Бона иностранная ;  ;  ;  ;  ; 15 ; Экзот ; 2042 
 5607 ; Бона иностранная ;  ;  ;  ;  ; 10 ; divergent ; 26 
 5608 ; Бона иностранная ;  ;  ;  ;  ; 12 ; divergent ; 41 
 5609 ; Бона иностранная ;  ;  ;  ;  ; 12 ; pref ; 45 
 5610 ; Бона иностранная ;  ;  ;  ;  ; 13 ; flutter ; 101 
 5611 ; Бона иностранная ;  ;  ;  ;  ; 8 ; Consul2009 ; 26 
 5612 ; Бона иностранная ;  ;  ;  ;  ; 11 ; divergent ; 41 
 5613 ; Бона иностранная ;  ;  ;  ;  ; 13 ; ъхз ; 206 
 5614 ; Бона иностранная ;  ;  ;  ;  ; 9 ; sheriff 0 ; 59 
 5615 ; Бона иностранная ;  ;  ;  ;  ; 24 ; flutter ; 105 
 5616 ; Бона иностранная ;  ;  ;  ;  ; 15 ; doiu33 ; 306 
 5617 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Beliy86 ; 23 
 5618 ; Бона иностранная ;  ;  ;  ;  ; 13 ; SS2008 ; 57 
 5619 ; Бона иностранная ;  ;  ;  ;  ; 20 ; stabah ; 90 
 5520 ; Бона иностранная ;  ;  ;  ;  ; 18 ; Gib es zurück! ; 28 
 5521 ; Бона иностранная ;  ;  ;  ;  ; 30 ; Beliy86 ; 33 
 5522 ; Бона иностранная ;  ;  ;  ;  ; 5 ; велес ; 29 
 5523 ; Бона иностранная ;  ;  ;  ;  ; 23 ; Gib es zurück! ; 45 
 5524 ; Бона иностранная ;  ;  ;  ;  ; 24 ; курт ; 44 
 5525 ; Бона иностранная ;  ;  ;  ;  ; 8 ; divergent ; 31 
 5526 ; Бона иностранная ;  ;  ;  ;  ; 39 ; Consul2009 ; 43 
 5527 ; Бона иностранная ;  ;  ;  ;  ; 56 ; flutter ; 128 
 5528 ; Бона иностранная ;  ;  ;  ;  ; 28 ; Dmitry21 ; 73 
 5529 ; Бона иностранная ;  ;  ;  ;  ; 10 ; Beliy86 ; 13 
 5530 ; Бона иностранная ;  ;  ;  ;  ; 31 ; Consul2009 ; 38 
 5531 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Monata ; 62 
 5532 ; Бона иностранная ;  ;  ;  ;  ; 16 ; flutter ; 60 
 5533 ; Бона иностранная ;  ;  ;  ;  ; 26 ; divergent ; 28 
 5534 ; Бона иностранная ;  ;  ;  ;  ; 9 ; flutter ; 79 
 5535 ; Бона иностранная ;  ;  ;  ;  ; 22 ; divergent ; 48 
 5536 ; Бона иностранная ;  ;  ;  ;  ; 20 ; divergent ; 82 
 5537 ; Бона иностранная ;  ;  ;  ;  ; 28 ; Beliy86 ; 40 
 5538 ; Бона иностранная ;  ;  ;  ;  ; 9 ; sheriff 0 ; 50 
 5539 ; Бона иностранная ;  ;  ;  ;  ; 8 ; divergent ; 46 
 5540 ; Бона иностранная ;  ;  ;  ;  ; 6 ; Beliy86 ; 14 
 5541 ; Бона иностранная ;  ;  ;  ;  ; 34 ; derk02 ; 104 
 5542 ; Бона иностранная ;  ;  ;  ;  ; 9 ; divergent ; 37 
 5543 ; Бона иностранная ;  ;  ;  ;  ; 6 ; Beliy86 ; 33 
 5544 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Beliy86 ; 14 
 5545 ; Бона иностранная ;  ;  ;  ;  ; 9 ; divergent ; 36 
 5546 ; Бона иностранная ;  ;  ;  ;  ; 9 ; archy ; 101 
 5547 ; Бона иностранная ;  ;  ;  ;  ; 23 ; flutter ; 107 
 5548 ; Бона иностранная ;  ;  ;  ;  ; 26 ; mega ; 83 
 5549 ; Бона иностранная ;  ;  ;  ;  ; 9 ; maksbelov ; 28 
 5550 ; Бона иностранная ;  ;  ;  ;  ; 24 ; середа ; 280 
 5551 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Beliy86 ; 23 
 5552 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Папа с рацией ; 87 
 5553 ; Бона иностранная ;  ;  ;  ;  ; 5 ; mega ; 100 
 5554 ; Бона иностранная ;  ;  ;  ;  ; 5 ; mega ; 122 
 5555 ; Бона иностранная ;  ;  ;  ;  ; 32 ; mega ; 311 
 5556 ; Бона иностранная ;  ;  ;  ;  ; 25 ; mega ; 250 
 5557 ; Бона иностранная ;  ;  ;  ;  ; 28 ; стадник ; 356 
 5558 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Consul2009 ; 57 
 5559 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Beliy86 ; 15 
 5560 ; Бона иностранная ;  ;  ;  ;  ; 8 ; Sterh ; 37 
 5561 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Beliy86 ; 19 
 5562 ; Бона иностранная ;  ;  ;  ;  ; 11 ; ъхз ; 173 
 5563 ; Бона иностранная ;  ;  ;  ;  ; 6 ; курт ; 41 
 5564 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Beliy86 ; 19 
 5565 ; Бона иностранная ;  ;  ;  ;  ; 5 ; курт ; 32 
 5566 ; Бона иностранная ;  ;  ;  ;  ; 8 ; pref ; 38 
 5567 ; Бона иностранная ;  ;  ;  ;  ; 13 ; divergent ; 48 
 5568 ; Бона иностранная ;  ;  ;  ;  ; 28 ; середа ; 185 
 5569 ; Бона иностранная ;  ;  ;  ;  ; 9 ; ъхз ; 42 
 5400 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 28 ; sharapov.s21 ; 816 
 5401 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 52 ; Salych ; 419 
 5402 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 53 ; Volniy ; 1219 
 5403 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 38 ; Volniy ; 816 
 5404 ; 1 рубль ; 1918 ; Закавказье ;  ;  ; 57 ; FoxSF ; 261 
 5405 ; 10000 рублей ; 1992 ; банкнота ;  ;  ; 29 ; Salych ; 227 
 5406 ; 50000 рублей ; 1995 ; банкнота ;  ;  ; 35 ; MAMON ; 663 
 5407 ; 10 рублей ; 1997 ; банкнота ;  ;  ; 34 ; феникс55 ; 867 
 5408 ; Бона 10 копеек "АРКТИКУГОЛЬ" ;  ;  ;  ;  ; 76 ; bva150979 ; 296 
 5409 ; Бона 1 рубль "АРКТИКУГОЛЬ" ;  ;  ;  ;  ; 76 ; k212 ; 700 
 5410 ; Бона 3 рубля "АРКТИКУГОЛЬ" ;  ;  ;  ;  ; 73 ; ЛАВ-13 ; 567 
 5411 ; Бона 5 рублей "АРКТИКУГОЛЬ" ;  ;  ;  ;  ; 16 ; ЛАВ-13 ; 510 
 5412 ; Бона 10 рублей "АРКТИКУГОЛЬ" ;  ;  ;  ;  ; 21 ; k212 ; 700 
 5413 ; Лот чеков Внешэкономбанка СССР 5 шт ;  ;  ;  ;  ; 66 ; RusScat ; 714 
 5414 ; Облигация в 125 рублей ; 1894 ;  ;  ;  ; 31 ; flutter ; 514 
 5415 ; Облигация 5х125 рублей ; 1894 ;  ;  ;  ; 41 ; ТРОЛ ; 816 
 5416 ; Облигация на 1000 марок ; 1886 ;  ;  ;  ; 20 ; flutter ; 431 
 5417 ; Расписка Индия ;  ;  ;  ;  ; 27 ; цеховик ; 306 
 5418 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 14 ; Gib es zurück! ; 114 
 5419 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 29 ; CASABLANCA ; 100 
 5420 ; 1000 рублей ; 1992 ; билет ;  ;  ; 24 ; Salych ; 105 
 5421 ; 1000 рублей ; 1992 ; билет ;  ;  ; 16 ; курт ; 102 
 5422 ; 500 рублей ; 1992 ; билет ;  ;  ; 9 ; sheriff 0 ; 55 
 5423 ; 50 рублей ; 1961 ; билет ;  ;  ; 12 ; курт ; 41 
 5424 ; Бона 100 рублей. Сочи 2014. Серия аа ;  ;  ;  ;  ; 26 ; chief28 ; 199 
 5425 ; Бона 100 рублей. Сочи 2014. Серия Аа ;  ;  ;  ;  ; 26 ; chief28 ; 199 
 5426 ; Бона 100 рублей. Сочи 2014. Серия Аа ;  ;  ;  ;  ; 18 ; chief28 ; 199 
 5427 ; Бона 100 рублей. Сочи 2014. Серия АА ;  ;  ;  ;  ; 29 ; AMyznikov ; 202 
 5428 ; Бона 100 рублей. Сочи 2014. Серия АА ;  ;  ;  ;  ; 22 ; chief28 ; 199 
 5429 ; Лот бон (5шт) ;  ;  ;  ;  ; 17 ; курт ; 340 
 5430 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 19 ; BADDY ; 275 
 5501 ; Бона иностранная ;  ;  ;  ;  ; 13 ; divergent ; 84 
 5502 ; Бона иностранная ;  ;  ;  ;  ; 18 ; flutter ; 33 
 5503 ; Бона иностранная ;  ;  ;  ;  ; 7 ; велес ; 36 
 5504 ; Бона иностранная ;  ;  ;  ;  ; 7 ; flutter ; 21 
 5505 ; Бона иностранная ;  ;  ;  ;  ; 45 ; Sterh ; 51 
 5506 ; Бона иностранная ;  ;  ;  ;  ; 12 ; Beliy86 ; 24 
 5507 ; Бона иностранная ;  ;  ;  ;  ; 20 ; Beliy86 ; 27 
 5508 ; Бона иностранная ;  ;  ;  ;  ; 16 ; divergent ; 29 
 5509 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Monata ; 29 
 5510 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Beliy86 ; 12 
 5511 ; Бона иностранная ;  ;  ;  ;  ; 23 ; murew ; 69 
 5512 ; Бона иностранная ;  ;  ;  ;  ; 20 ; страус ; 133 
 5513 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Алексей007 ; 36 
 5514 ; Бона иностранная ;  ;  ;  ;  ; 14 ; Папа с рацией ; 35 
 5515 ; Бона иностранная ;  ;  ;  ;  ; 12 ; Beliy86 ; 15 
 5516 ; Бона иностранная ;  ;  ;  ;  ; 15 ; трутень ; 136 
 5517 ; Бона иностранная ;  ;  ;  ;  ; 7 ; трутень ; 88 
 5518 ; Бона иностранная ;  ;  ;  ;  ; 7 ; murew ; 122 
 5519 ; Бона иностранная ;  ;  ;  ;  ; 17 ; mega ; 97 
 5350 ; Лот бон 3 шт ; 1918 ;  ;  ;  ; 68 ; ЛАВ-13 ; 1253 
 5351 ; 250 рублей ; 1919 ; Туркестан ;  ;  ; 51 ; val211 ; 889 
 5352 ; 20000 рублей ; 1922 ; Бухарская Республика ;  ;  ; 50 ; val211 ; 880 
 5353 ; 20000 рублей ; 1921 ; Бухарская Республика ;  ;  ; 28 ; ЛАВ-13 ; 578 
 5354 ; 5000 рублей ; 1919 ; Армения ;  ;  ; 85 ; flutter ; 555 
 5355 ; 50 рублей ; 1919 ; Азербайджан ;  ;  ; 61 ; val211 ; 381 
 5356 ; 3 рубля ; 1918 ; Азербайджан ;  ;  ; 74 ; FoxSF ; 416 
 5357 ; Бона 50 рублей Баку ; 1918 ;  ;  ;  ; 47 ; val211 ; 260 
 5358 ; 25 рублей ; 1918 ; Азербайджан ;  ;  ; 5 ; FoxSF ; 220 
 5359 ; 100000 рублей ; 1922 ; Азербайджан ;  ;  ; 11 ; natalka ; 173 
 5360 ; 50000 рублей ; 1921 ; Азербайджан ;  ;  ; 52 ; dmivanych ; 499 
 5361 ; 25000 рублей ; 1921 ; Азербайджан ;  ;  ; 28 ; dmivanych ; 434 
 5362 ; 250 рублей ; 1919 ; Азербайджан ;  ;  ; 15 ; bva150979 ; 410 
 5363 ; Лот бон 3 шт ;  ;  ;  ;  ; 21 ; елец ; 283 
 5364 ; Лот бон 4 шт ;  ;  ;  ;  ; 76 ; VAPK ; 1326 
 5365 ; 1 рубль ; 1918 ; Закавказье ;  ;  ; 68 ; flutter ; 958 
 5366 ; 3 рубля ; 1918 ; Закавказье ;  ;  ; 56 ; flutter ; 571 
 5367 ; 100 рублей ; 1918 ; Закавказье ;  ;  ; 14 ; ЛАВ-13 ; 227 
 5368 ; 250 рублей ; 1918 ; Закавказье ;  ;  ; 19 ; flutter ; 226 
 5369 ; 10 рублей ; 1919 ;  ;  ;  ; 16 ; masterovoi ; 2652 
 5370 ; Лот бон 4 шт ; 1921 ;  ;  ;  ; 57 ; val211 ; 614 
 5371 ; Лот бон 4 шт ; 1919 ;  ;  ;  ; 57 ; курт ; 513 
 5372 ; Лот бон 4 шт ;  ;  ;  ;  ; 19 ; mart_si ; 612 
 5373 ; Лот бон 2 шт ; 1918 ;  ;  ;  ; 62 ; Salych ; 429 
 5374 ; 5000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 63 ; strutikut ; 567 
 5375 ; 25000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 34 ; natalka ; 310 
 5376 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ; XF+ ; 35 ; всё моё ; 907 
 5377 ; 1 рубль ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 7 ; pref ; 33 
 5378 ; 3 рубля ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 9 ; AMyznikov ; 55 
 5379 ; 5 рублей ; 1920 ; Расчетные знаки РСФСР образца 1920 г. ;  ;  ; 73 ; dinkini ; 260 
 5380 ; 50 рублей ; 1920 ; Расчетные знаки РСФСР образца 1920 г. ;  ;  ; 80 ; flutter ; 302 
 5381 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 18 ; blinks ; 510 
 5382 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 17 ; taa ; 79 
 5383 ; 25 копеек ; 1919 ;  ;  ;  ; 48 ; всё моё ; 1461 
 5384 ; 50 копеек ; 1919 ;  ;  ;  ; 41 ; всё моё ; 1265 
 5385 ; 25 рублей ; 1919 ;  ;  ;  ; 59 ; air ; 1580 
 5386 ; 10 рублей ; 1918 ;  ;  ;  ; 57 ; жулик ; 900 
 5387 ; 25 рублей ; 1918 ;  ;  ;  ; 29 ; azsilver ; 419 
 5388 ; Бона 10 рублей г.Одесса ; 1917 ;  ;  ;  ; 55 ; нв1975 ; 1899 
 5389 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 26 ; tss ; 165 
 5390 ; 10000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 45 ; Volniy ; 2550 
 5391 ; Лот деньги-марки 10 шт ;  ;  ;  ;  ; 27 ; moneta1924 ; 500 
 5392 ; Лот деньги-марки 16 шт ;  ;  ;  ;  ; 15 ; persik ; 653 
 5393 ; Лот деньги-марки 25 шт ;  ;  ;  ;  ; 35 ; uz ; 628 
 5394 ; Лот деньги-марки 25 шт ;  ;  ;  ;  ; 14 ; vfuflfy49 ; 714 
 5395 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 41 ; flutter ; 1152 
 5396 ; 500 гривень ; 1918 ; Украина.Державный Кредитовий бiлет. ;  ;  ; 15 ; flutter ; 665 
 5397 ; 25 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 71 ; Fliege1 ; 1801 
 5398 ; Лот бон 1 и 5 рублей ; 1934 ;  ;  ;  ; 27 ; спарта ; 918 
 5399 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 36 ; Andrew1961 ; 485 
 5100 ; Лот бон (12 шт.) ;  ;  ;  ;  ; 23 ; AMyznikov ; 267 
 5301 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 24 ; BADDY ; 918 
 5302 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 42 ; avilych ; 898 
 5303 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 43 ; meloman ; 1250 
 5304 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 35 ; Salych ; 469 
 5305 ; 10 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 19 ; FoxSF ; 153 
 5306 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 7 ; FoxSF ; 51 
 5307 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 11 ; Knight1972 ; 119 
 5308 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 23 ; акто_то ; 153 
 5309 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 18 ; Глеб ; 113 
 5310 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 11 ; karal ; 111 
 5311 ; 1 копейка ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 11 ; ЛАВ-13 ; 102 
 5312 ; 2 копейки ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 24 ; ЛАВ-13 ; 167 
 5313 ; 3 копейки ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 37 ; Рубчик ; 189 
 5314 ; Лот бон 2 шт. 5 и 50 копеек ;  ;  ;  ;  ; 14 ; jugla ; 147 
 5315 ; 5 рублей ; 1898 ; Тимашев 1903. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 30 ; mmmm ; 4079 
 5316 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ; AU ; 21 ; ЛАВ-13 ; 171 
 5317 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ; AU ; 32 ; svv ; 255 
 5318 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 14 ; majkl ; 122 
 5319 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 14 ; FoxSF ; 153 
 5320 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 37 ; FoxSF ; 152 
 5321 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 26 ; FoxSF ; 153 
 5322 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 26 ; FoxSF ; 153 
 5323 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 34 ; Salych ; 467 
 5324 ; 1000 рублей ; 1917 ; Денежные знаки ;  ; XF+ ; 36 ; zuza ; 465 
 5325 ; 1000 рублей ; 1917 ; Денежные знаки ;  ; XF+ ; 23 ; Глеб ; 465 
