 6032 ; Бона иностранная Камбоджия ;  ;  ;  ; AU ; 16 ; джон08 ; 42 
 5629 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Pirin88 ; 102 
 5630 ; Бона иностранная ;  ;  ;  ;  ; 8 ; FonPaul ; 44 
 5631 ; Бона иностранная ;  ;  ;  ;  ; 13 ; СЁМА ; 201 
 5632 ; Бона иностранная ;  ;  ;  ;  ; 10 ; FonPaul ; 44 
 5633 ; Бона иностранная ;  ;  ;  ;  ; 6 ; merkava79 ; 32 
 5634 ; Бона иностранная ;  ;  ;  ;  ; 14 ; gdrg2 ; 51 
 5635 ; Бона иностранная ;  ;  ;  ;  ; 13 ; FonPaul ; 61 
 5636 ; Бона иностранная ;  ;  ;  ;  ; 9 ; ML ; 356 
 5637 ; Бона иностранная ;  ;  ;  ;  ; 11 ; gdrg2 ; 104 
 5638 ; Бона иностранная ;  ;  ;  ;  ; 10 ; FonPaul ; 45 
 5639 ; Бона иностранная ;  ;  ;  ;  ; 12 ; FonPaul ; 50 
 5640 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Бармалей ; 50 
 5641 ; Бона иностранная ;  ;  ;  ;  ; 19 ; gdrg2 ; 134 
 5642 ; Бона иностранная ;  ;  ;  ;  ; 17 ; Бостон ; 116 
 5643 ; Бона иностранная ;  ;  ;  ;  ; 13 ; wwn ; 34 
 5644 ; Бона иностранная ;  ;  ;  ;  ; 8 ; gdrg2 ; 51 
 5645 ; Бона иностранная ;  ;  ;  ;  ; 8 ; gdrg2 ; 51 
 5646 ; Бона иностранная ;  ;  ;  ;  ; 20 ; 333985 ; 46 
 5647 ; Бона иностранная ;  ;  ;  ;  ; 9 ; доллар  капут ; 34 
 5648 ; Бона иностранная ;  ;  ;  ;  ; 39 ; kop ; 134 
 5649 ; Бона иностранная ;  ;  ;  ;  ; 15 ; FonPaul ; 148 
 5550 ; Бона иностранная ;  ;  ;  ;  ; 12 ; IEV ; 137 
 5551 ; Бона иностранная ;  ;  ;  ;  ; 13 ; SS2008 ; 41 
 5552 ; Бона иностранная ;  ;  ;  ;  ; 30 ; джон08 ; 93 
 5553 ; Бона иностранная ;  ;  ;  ;  ; 13 ; середа ; 50 
 5554 ; Бона иностранная ;  ;  ;  ;  ; 11 ; середа ; 37 
 5555 ; Бона иностранная ;  ;  ;  ;  ; 27 ; 333985 ; 77 
 5556 ; Бона иностранная ;  ;  ;  ;  ; 23 ; 333985 ; 82 
 5557 ; Бона иностранная ;  ;  ;  ;  ; 14 ; stabah ; 41 
 5558 ; Бона иностранная ;  ;  ;  ;  ; 8 ; середа ; 30 
 5559 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Bambr ; 114 
 5560 ; Бона иностранная ;  ;  ;  ;  ; 14 ; джон08 ; 101 
 5561 ; Бона иностранная ;  ;  ;  ;  ; 33 ; strutikut ; 183 
 5562 ; Бона иностранная ;  ;  ;  ;  ; 16 ; джон08 ; 101 
 5563 ; Бона иностранная ;  ;  ;  ;  ; 11 ; SS2008 ; 123 
 5564 ; Бона иностранная ;  ;  ;  ;  ; 22 ; Jek327 ; 41 
 5565 ; Бона иностранная ;  ;  ;  ;  ; 10 ; aleks51 ; 99 
 5566 ; Бона иностранная ;  ;  ;  ;  ; 8 ; середа ; 41 
 5567 ; Бона иностранная ;  ;  ;  ;  ; 28 ; tss ; 323 
 5568 ; Бона иностранная ;  ;  ;  ;  ; 10 ; середа ; 40 
 5569 ; Бона иностранная ;  ;  ;  ;  ; 31 ; AID57 ; 303 
 5570 ; Бона иностранная ;  ;  ;  ;  ; 17 ; maksbelov ; 126 
 5571 ; Бона иностранная ;  ;  ;  ;  ; 26 ; nikfed ; 150 
 5572 ; Бона иностранная ;  ;  ;  ;  ; 14 ; курт ; 28 
 5573 ; Бона иностранная ;  ;  ;  ;  ; 25 ; maksbelov ; 62 
 5574 ; Бона иностранная ;  ;  ;  ;  ; 14 ; середа ; 114 
 5575 ; Бона иностранная ;  ;  ;  ;  ; 20 ; середа ; 51 
 5576 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Brat123456 ; 60 
 5577 ; Бона иностранная ;  ;  ;  ;  ; 51 ; max2008 ; 777 
 5578 ; Бона иностранная ;  ;  ;  ;  ; 8 ; ML ; 41 
 5579 ; Бона иностранная ;  ;  ;  ;  ; 13 ; середа ; 36 
 5580 ; Бона иностранная ;  ;  ;  ;  ; 31 ; джон08 ; 141 
 5581 ; Бона иностранная ;  ;  ;  ;  ; 15 ; Brat123456 ; 124 
 5582 ; Бона иностранная ;  ;  ;  ;  ; 17 ; gdrg2 ; 79 
 5583 ; Бона иностранная ;  ;  ;  ;  ; 15 ; wwn ; 36 
 5584 ; Бона иностранная ;  ;  ;  ;  ; 12 ; середа ; 44 
 5585 ; Бона иностранная ;  ;  ;  ;  ; 13 ; ML ; 84 
 5586 ; Бона иностранная ;  ;  ;  ;  ; 63 ; alex1974 ; 236 
 5587 ; Бона иностранная ;  ;  ;  ;  ; 13 ; AndrCh58 ; 200 
 5588 ; Бона иностранная ;  ;  ;  ;  ; 4 ; доллар  капут ; 57 
 5589 ; Бона иностранная ;  ;  ;  ;  ; 11 ; SS2008 ; 55 
 5590 ; Бона иностранная ;  ;  ;  ;  ; 21 ; доллар  капут ; 33 
 5591 ; Бона иностранная ;  ;  ;  ;  ; 21 ; доллар  капут ; 33 
 5592 ; Бона иностранная ;  ;  ;  ;  ; 28 ; merkava79 ; 40 
 5593 ; Бона иностранная ;  ;  ;  ;  ; 9 ; доллар  капут ; 35 
 5594 ; Бона иностранная ;  ;  ;  ;  ; 24 ; джон08 ; 119 
 5595 ; Бона иностранная ;  ;  ;  ;  ; 8 ; Rober ; 31 
 5596 ; Бона иностранная ;  ;  ;  ;  ; 8 ; Rober ; 31 
 5597 ; Бона иностранная ;  ;  ;  ;  ; 19 ; doc2 ; 101 
 5598 ; Бона иностранная ;  ;  ;  ;  ; 10 ; gdrg2 ; 51 
 5599 ; Бона иностранная ;  ;  ;  ;  ; 7 ; gdrg2 ; 53 
 5483 ; Лист банкнот Украины: 1 гривена (6шт) ;  ;  ;  ;  ; 7 ; DATR ; 306 
 5501 ; Бона иностранная ;  ;  ;  ;  ; 16 ; Майкл ; 100 
 5502 ; Бона иностранная ;  ;  ;  ;  ; 14 ; flutter ; 40 
 5503 ; Бона иностранная ;  ;  ;  ;  ; 14 ; flutter ; 41 
 5504 ; Бона иностранная ;  ;  ;  ;  ; 31 ; flutter ; 204 
 5505 ; Бона иностранная ;  ;  ;  ;  ; 18 ; flutter ; 204 
 5506 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Monata ; 50 
 5507 ; Бона иностранная ;  ;  ;  ;  ; 6 ; merkava79 ; 21 
 5508 ; Бона иностранная ;  ;  ;  ;  ; 23 ; архыз ; 225 
 5509 ; Бона иностранная ;  ;  ;  ;  ; 25 ; nikfed ; 200 
 5510 ; Бона иностранная ;  ;  ;  ;  ; 13 ; джон08 ; 51 
 5511 ; Бона иностранная ;  ;  ;  ;  ; 12 ; Pirin88 ; 35 
 5512 ; Бона иностранная ;  ;  ;  ;  ; 18 ; середа ; 115 
 5513 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Jek327 ; 45 
 5514 ; Бона иностранная ;  ;  ;  ;  ; 3 ; doc2 ; 100 
 5515 ; Бона иностранная ;  ;  ;  ;  ; 13 ; джон08 ; 50 
 5516 ; Бона иностранная ;  ;  ;  ;  ; 13 ; 333985 ; 36 
 5517 ; Бона иностранная ;  ;  ;  ;  ; 48 ; avs ; 827 
 5518 ; Бона иностранная ;  ;  ;  ;  ; 14 ; Brat123456 ; 102 
 5519 ; Бона иностранная ;  ;  ;  ;  ; 11 ; IEV ; 101 
 5520 ; Бона иностранная ;  ;  ;  ;  ; 15 ; flutter ; 153 
 5521 ; Бона иностранная ;  ;  ;  ;  ; 15 ; flutter ; 153 
 5522 ; Бона иностранная ;  ;  ;  ;  ; 9 ; ZIMOGOR ; 107 
 5523 ; Бона иностранная ;  ;  ;  ;  ; 9 ; flutter ; 50 
 5524 ; Бона иностранная ;  ;  ;  ;  ; 21 ; flutter ; 89 
 5525 ; Бона иностранная ;  ;  ;  ;  ; 17 ; aleks51 ; 92 
 5526 ; Бона иностранная ;  ;  ;  ;  ; 17 ; flutter ; 62 
 5527 ; Бона иностранная ;  ;  ;  ;  ; 20 ; flutter ; 50 
 5528 ; Бона иностранная ;  ;  ;  ;  ; 9 ; середа ; 40 
 5529 ; Бона иностранная ;  ;  ;  ;  ; 7 ; доллар  капут ; 43 
 5530 ; Бона иностранная ;  ;  ;  ;  ; 18 ; середа ; 57 
 5531 ; Бона иностранная ;  ;  ;  ;  ; 6 ; aleks51 ; 36 
 5532 ; Бона иностранная ;  ;  ;  ;  ; 15 ; джон08 ; 123 
 5533 ; Бона иностранная ;  ;  ;  ;  ; 15 ; Запруда ; 31 
 5534 ; Бона иностранная ;  ;  ;  ;  ; 7 ; я8844 ; 24 
 5535 ; Бона иностранная ;  ;  ;  ;  ; 16 ; Rober ; 30 
 5536 ; Бона иностранная ;  ;  ;  ;  ; 21 ; можетмнесгодиться ; 31 
 5537 ; Бона иностранная ;  ;  ;  ;  ; 19 ; Brat123456 ; 70 
 5538 ; Бона иностранная ;  ;  ;  ;  ; 5 ; середа ; 31 
 5539 ; Бона иностранная ;  ;  ;  ;  ; 16 ; aleks51 ; 131 
 5540 ; Бона иностранная ;  ;  ;  ;  ; 21 ; gdrg2 ; 73 
 5541 ; Бона иностранная ;  ;  ;  ;  ; 12 ; середа ; 51 
 5542 ; Бона иностранная ;  ;  ;  ;  ; 9 ; ML ; 36 
 5543 ; Бона иностранная ;  ;  ;  ;  ; 10 ; Rober ; 25 
 5544 ; Бона иностранная ;  ;  ;  ;  ; 5 ; доллар  капут ; 37 
 5545 ; Бона иностранная ;  ;  ;  ;  ; 18 ; Monata ; 153 
 5546 ; Бона иностранная ;  ;  ;  ;  ; 6 ; merkava79 ; 32 
 5547 ; Бона иностранная ;  ;  ;  ;  ; 6 ; merkava79 ; 34 
 5548 ; Бона иностранная ;  ;  ;  ;  ; 24 ; u10257 ; 332 
 5549 ; Бона иностранная ;  ;  ;  ;  ; 26 ; ек ; 246 
 5433 ; 1 сом ; б/г ; Кыргызстан ;  ; AU ; 27 ; СТРЕКОЗА ; 72 
 5434 ; 1 сом ; б/г ; Кыргызстан ;  ; AU ; 21 ; Hamlet ; 53 
 5435 ; 1 сом ; 1999 ; Кыргызстан ;  ; AU ; 15 ; val211 ; 41 
 5436 ; 200 сум ; 1997 ; Узбекистан ;  ; AU ; 39 ; K.V.N. ; 124 
 5437 ; 100 сум ; 1994 ; Узбекистан ;  ; AU ; 31 ; K.V.N. ; 83 
 5438 ; 50 сум ; 1994 ; Узбекистан ;  ; AU ; 29 ; K.V.N. ; 73 
 5439 ; 25 сум ; 1994 ; Узбекистан ;  ; AU ; 29 ; K.V.N. ; 69 
 5440 ; Лот бон 5 шт. Узбекистан ; 1992 ;  ;  ; AU ; 52 ; K.V.N. ; 305 
 5441 ; Лот бон 4 шт. Украина ; 1991 ;  ;  ; AU ; 25 ; K.V.N. ; 227 
 5442 ; 5000 украинских карбованцев ; 1995 ; Украина Купон ;  ; AU ; 27 ; Рубчик ; 293 
 5443 ; 10000 украинских карбованцев ; 1995 ; Украина Купон ;  ; AU ; 24 ; strutikut ; 340 
 5444 ; 20000 украинских карбованцев ; 1995 ; Украина Купон ;  ; AU ; 48 ; K.V.N. ; 515 
 5445 ; Лот бон 4 шт. Украина ; 1992-2005 ;  ;  ; AU ; 58 ; K.V.N. ; 408 
 5446 ; Бона 25 крон ; 2007 ;  ;  ; AU ; 24 ; elion3 ; 408 
 5447 ; 20 крон ; 1932 ; Эстония ;  ; AU ; 55 ; 462 ; 1326 
 5448 ; 50 марок золотом ; 1909 ; Финляндия билет ;  ;  ; 74 ; спарта ; 18000 
 5449 ; 50 рублей ; 1918 ; Заемные билеты.Общество Владикавказской ж/д ;  ;  ; 72 ; АЙСБЕРГНАШ ; 1906 
 5450 ; 1000 рублей ; 1919 ;  ;  ;  ; 87 ; спарта ; 1644 
 5451 ; 1000 рублей ; 1919 ;  ;  ;  ; 78 ; всё моё ; 3532 
 5452 ; 100 рублей ; 1918 ; 2 подписи Гос.кредитные билеты(не выпущены) ;  ;  ; 69 ; Бармалей ; 2290 
 5453 ; 100 рублей ; 1919 ;  ;  ;  ; 68 ; Ритм ; 4624 
 5454 ; Лот деньги-марки ;  ;  ;  ;  ; 17 ; ЛАВ-13 ; 204 
 5455 ; Лот деньги-марки ;  ;  ;  ;  ; 12 ; Бостон ; 199 
 5456 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 54 ; swydeger ; 417 
 5457 ; 10 червонцев ; 1937 ; Билет ;  ;  ; 16 ; NAG ; 408 
 5458 ; 3 рубля ; 1947 ; Гос.казначейский билет ;  ;  ; 41 ; flutter ; 407 
 5459 ; 1000 рублей ; 1992 ; билет ;  ;  ; 12 ; kronk ; 101 
 5460 ; 1000 рублей ; 1992 ; билет ;  ;  ; 11 ; stok ; 92 
 5461 ; Бона 100 рублей. Сочи 2014. Серия Аа ;  ;  ;  ;  ; 23 ; 12457801 ; 204 
 5462 ; Бона 100 рублей. Сочи 2014. Серия аа ;  ;  ;  ;  ; 15 ; Levon.Koins ; 202 
 5463 ; Бона 100 рублей. Сочи 2014. Серия АА ;  ;  ;  ;  ; 14 ; gavrspb ; 201 
 5464 ; Облигация на 200 рублей ; 1938 ;  ;  ;  ; 51 ; Грач ; 1652 
 5465 ; Лот облигаций 2 шт. ОБРАЗЕЦ ; 1992 ;  ;  ;  ; 29 ; K.V.N. ; 1561 
 5466 ; Лотерейный билет ; 1934 ;  ;  ;  ; 11 ; K.V.N. ; 714 
 5467 ; Лотерейный билет ; 1941 ;  ;  ;  ; 14 ; solder13 ; 306 
 5468 ; Лотерейный билет ; 1941 ;  ;  ;  ; 7 ; K.V.N. ; 161 
 5469 ; Бона иностранная Ковно ; 1918 ;  ;  ;  ; 27 ; Первый Самураец ; 2142 
 5470 ; Бона иностранная Терезиенштадт ;  ;  ;  ;  ; 32 ; Первый Самураец ; 1648 
 5471 ; Бона иностранная Терезиенштадт ;  ;  ;  ;  ; 20 ; Первый Самураец ; 949 
 5472 ; Бона иностранная Терезиенштадт ;  ;  ;  ;  ; 26 ; Первый Самураец ; 926 
 5473 ; Бона иностранная Терезиенштадт ;  ;  ;  ;  ; 23 ; Первый Самураец ; 420 
 5474 ; Бона иностранная Терезиенштадт ;  ;  ;  ;  ; 20 ; Первый Самураец ; 926 
 5475 ; Бона иностранная Терезиенштадт ;  ;  ;  ;  ; 25 ; Первый Самураец ; 464 
 5476 ; Бона иностранная Немецкая Восточная Африка ;  ;  ;  ;  ; 43 ; kont ; 2346 
 5477 ; Бона иностранная Немецкая Восточная Африка ;  ;  ;  ;  ; 33 ; flutter ; 826 
 5478 ; Бона иностранная Болгария ;  ;  ;  ;  ; 52 ; doc2 ; 930 
 5479 ; Бона иностранная Болгария ;  ;  ;  ;  ; 55 ; von_Schwarz ; 3060 
 5480 ; Лот бон 2 шт. Ровно ; 1942 ;  ;  ;  ; 31 ; камсигал ; 465 
 5481 ; Лист банкнот Украины: 10 гривен (15шт) ;  ;  ;  ;  ; 23 ; DATR ; 666 
 5482 ; Лист банкнот Украины: 5 гривен (15шт) ;  ;  ;  ;  ; 15 ; von_Schwarz ; 612 
 5383 ; 1000 рублей ; 1992 ; билет ;  ; AU ; 18 ; cr2952 ; 320 
 5384 ; 5000 рублей ; 1992 ; банкнота ;  ; AU ; 24 ; kronk ; 265 
 5385 ; 10000 рублей ; 1992 ; банкнота ;  ;  ; 44 ; S-har ; 612 
 5386 ; 10000 рублей ; 1992 ; Приднестровье ;  ; AU ; 26 ; bva150979 ; 466 
 5387 ; 5000 рублей ; 1992 ; Приднестровье ;  ; AU ; 22 ; bva150979 ; 363 
 5388 ; 100 рублей ; 1991 ; Приднестровье ;  ; AU ; 25 ; bva150979 ; 354 
 5389 ; Лот бон 3 шт. Приднестровье ; 1993 ;  ;  ; AU ; 36 ; K.V.N. ; 134 
 5390 ; Лот бон 4 шт. Приднестровье ; 1994-2000 ;  ;  ; AU ; 26 ; K.V.N. ; 207 
 5391 ; 50000 рублей ; 1995 ; Беларусь ;  ; AU ; 30 ; gelius ; 226 
 5392 ; 500000 рублей ; 1998 ; Беларусь ;  ; AU ; 63 ; svv ; 2301 
 5393 ; 1000000 рублей ; 1999 ; Беларусь ;  ; AU ; 32 ; svv ; 2210 
 5394 ; 500 драмов ; 1999 ; Армения ;  ; AU ; 29 ; svv ; 992 
 5395 ; 100 драмов ; 1998 ; Армения ;  ; AU ; 14 ; 462 ; 200 
 5396 ; 50 драмов ; 1998 ; Армения ;  ; AU ; 35 ; 462 ; 181 
 5397 ; 500 драмов ; 1993 ; Армения ;  ; AU ; 25 ; WCN ; 1285 
 5398 ; 200 драмов ; 1993 ; Армения ;  ; AU ; 22 ; svv ; 793 
 5399 ; 100 драмов ; 1993 ; Армения ;  ; AU ; 21 ; svv ; 453 
 5400 ; 25 драмов ; 1993 ; Армения ;  ; AU ; 25 ; 462 ; 167 
 5401 ; 10 купонов ; 1992 ; Грузия ;  ; AU ; 20 ; СЁМА ; 204 
 5402 ; 50 купонов ; 1992 ; Грузия ;  ; AU ; 15 ; svv ; 191 
 5403 ; 20000 купонов ; 1994 ; Грузия ;  ; AU ; 44 ; gdrg2 ; 119 
 5404 ; 100000 купонов ; 1994 ; Грузия ;  ; AU ; 15 ; K.V.N. ; 223 
 5405 ; 1000000 купонов ; 1994 ; Грузия ;  ; AU ; 18 ; K.V.N. ; 221 
 5406 ; 1 лари ; 1995 ; Грузия ;  ; AU ; 50 ; Bambr ; 294 
 5407 ; 2 лари ; 1995 ; Грузия ;  ; AU ; 53 ; Bambr ; 294 
 5408 ; 1000 манат ; 1993 ; Азербайджан ;  ; AU ; 37 ; strutikut ; 1007 
 5409 ; 50 манат ; 1993 ; Азербайджан ;  ; AU ; 39 ; svv ; 453 
 5410 ; 10 манат ; 1992 ; Азербайджан ;  ; AU ; 14 ; strutikut ; 308 
 5411 ; 5 манат ; 1993 ; Азербайджан ;  ; AU ; 16 ; strutikut ; 272 
 5412 ; 1 манат ; 1992 ; Азербайджан ;  ; AU ; 18 ; strutikut ; 161 
 5413 ; 1 манат ; 1993 ; Азербайджан ;  ; AU ; 17 ; СЁМА ; 340 
 5414 ; 1 манат ; б/г ; Туркменистан ;  ; AU ; 35 ; serg07_67 ; 80 
 5415 ; 5 манат ; б/г ; Туркменистан ;  ; AU ; 18 ; serg07_67 ; 80 
 5416 ; 10 манат ; б/г ; Туркменистан ;  ; AU ; 15 ; СЁМА ; 129 
 5417 ; 20 манат ; 1995 ; Туркменистан ;  ; AU ; 23 ; sibirian ; 66 
 5418 ; Лот бон 5 шт. Таджикистан ; 1994 ;  ;  ; AU ; 38 ; K.V.N. ; 199 
 5419 ; 100 рубл ; 1994 ; Таджикистан ;  ; AU ; 33 ; serg07_67 ; 80 
 5420 ; 200 рубл ; 1994 ; Таджикистан ;  ;  ; 34 ; serg07_67 ; 83 
 5421 ; 500 рубл ; 1994 ; Таджикистан ;  ;  ; 23 ; serg07_67 ; 92 
 5422 ; 1 дирам ; 1999 ; Таджикистан ;  ; AU ; 9 ; val211 ; 59 
 5423 ; 20 дирам ; 1999 ; Таджикистан ;  ; AU ; 42 ; strutikut ; 222 
 5424 ; 50 дирам ; 1999 ; Таджикистан ;  ; AU ; 32 ; середа ; 93 
 5425 ; 3 тенге ; 1993 ; Казахстан ;  ; AU ; 18 ; strutikut ; 222 
 5426 ; 5 тенге ; 1993 ; Казахстан ;  ; AU ; 32 ; strutikut ; 222 
 5427 ; 10 тенге ; 1993 ; Казахстан ;  ; AU ; 14 ; strutikut ; 355 
 5428 ; 20 тенге ; 1993 ; Казахстан ;  ; AU ; 13 ; strutikut ; 490 
 5429 ; Лот бон 3 шт. Кыргызтан ;  ;  ;  ; AU ; 27 ; СТРЕКОЗА ; 70 
 5430 ; 5 сом ; б/г ; Кыргызстан ;  ; AU ; 22 ; середа ; 69 
 5431 ; 10 сом ; 1997 ; Кыргызстан ;  ; AU ; 24 ; Hamlet ; 51 
 5432 ; 20 сом ; б/г ; Кыргызстан ;  ; AU ; 38 ; alex241 ; 98 
 5333 ; 2 гривни ; 1918 ; Украина.Державный Кредитовий бiлет. ;  ;  ; 15 ; gdrg2 ; 91 
 5334 ; 50 карбованцев ; 1918 ; Украина. Знак Державноi скарбницi ;  ;  ; 15 ; SANGOLD1 ; 140 
