 3214 ; Бона иностранная ;  ;  ;  ;  ; 52 ; derk02 ; 104 
 2771 ; Игровой жетон ;  ;  ; Ж/м ; XF ; 41 ; Qersej ; 73 
 2772 ; Монетовидный жетон.  2 евро. Ватикан ; 2003 ;  ; Би/м ; AU/Unc ; 31 ; wagner ; 159 
 2773 ; Монетовидный жетон. 1 евро. Ватикан ; 2003 ;  ; Би/м ; AU/Unc ; 44 ; Mike! ; 104 
 2774 ; Монетовидный жетон. 50 центов. Ватикан ; 2003 ;  ; Латунь ; AU/Unc ; 8 ; Mike! ; 63 
 2775 ; Монетовидный жетон. 20 центов. Ватикан ; 2003 ;  ; Латунь ; AU/Unc ; 7 ; vc57 ; 57 
 2776 ; Монетовидный жетон. 10 центов. Ватикан ; 2003 ;  ; Латунь ; AU/Unc ; 5 ; Rober ; 33 
 2777 ; Монетовидный жетон. 5 центов. Ватикан ; 2003 ;  ; Cu/St ; AU/Unc ; 3 ; vc57 ; 31 
 2778 ; Монетовидный жетон. 2 цента. Ватикан ; 2003 ;  ; Cu/St ; AU/Unc ; 3 ; vc57 ; 31 
 2779 ; Монетовидный жетон. 1 цент. Ватикан ; 2003 ;  ; Cu/St ; AU/Unc ; 3 ; vc57 ; 31 
 2780 ; Жетон. Международный день экономии. Германия ; 1965 ;  ; Ж/м ; AU ; 27 ; Dom Perignon ; 101 
 2781 ; Жетон. Международный день экономии. Германия ; 1968 ;  ; Ж/м ; XF+ ; 32 ; Dom Perignon ; 101 
 2782 ; Жетон. Занусси ;  ;  ; Ж/м ; AU ; 4 ; Mike! ; 15 
 2783 ; Жетон. Иоган-Вольфганг Гёте. Германия ;  ;  ; Б/м ; AU ; 15 ; Dom Perignon ; 101 
 2784 ; Жетон. Иоган Лор.IX Первенство мира по футболу. Мексика 1970г ;  ;  ; Б/м ; XF+ ; 44 ; Dom Perignon ; 101 
 2785 ; Жетон. Токен. 10 пенни ;  ;  ; Ж/м ; VF- ; 25 ; Qersej ; 94 
 2786 ; Монетовидный жетон ;  ;  ; Ж/м ; XF+ ; 15 ; Qersej ; 96 
 2787 ; Монетовидный жетон. 10 ;  ;  ; Ж/м ; VF-XF ; 70 ; Qersej ; 101 
 2788 ; Монетовидный жетон ;  ;  ; Ж/м ; XF ; 27 ; Qersej ; 96 
 2789 ; Игровой жетон ;  ;  ; Ж/м ; XF ; 10 ; Qersej ; 92 
 2790 ; Игровой жетон ;  ;  ; Ж/м ; XF+ ; 12 ; Qersej ; 95 
 2791 ; Жетон. Токен. 5 пенни ;  ;  ; Ж/м ; VF-XF ; 10 ; NAF-NAF ; 77 
 2792 ; Игровой жетон ;  ;  ; Ж/м ; XF+ ; 11 ; Qersej ; 83 
 2793 ; Игровой жетон ;  ;  ; Ж/м ; VF+ ; 69 ; Qersej ; 99 
 2794 ; Жетон ;  ;  ; Ж/м ; VF+ ; 57 ; sokol333 ; 85 
 2795 ; Набор монет Острова Мэна:50,20,10,5,2 пенса, 1,1/2 пенни (7шт) ; 1982 ;  ; Cu-Ni,Br ; AU ; 81 ; sina ; 614 
 2796 ; Набор монет ГДР "40 лет ГДР". Томас Мюнцер: 5 марок (2шт)+ жетон. Упаковка ; 1989А ;  ; Cu-Ni ; AU ; 44 ; Abbat ; 603 
 2797 ; Набор монет ГДР "Транспорт": 5 марок (2шт)+ жетон. Упаковка ; 1988А ;  ; Cu-Ni ; AU ; 69 ; st-micke ; 714 
 2798 ; Набор монет ГДР "750 лет Берлину": 5 марок (4шт)+ жетон. Упаковка ; 1987А ;  ; Cu-Ni ; AU ; 82 ; igor_vk ; 1054 
 2799 ; Набор монет Южной Кореи "Мировой кубок по футболу": 1000,500,100,50,10,5,1 вон (7шт). Упаковка ; 2001 ;  ; Латунь,Al, ; Unc ; 4 ; Mike! ; 347 
 2800 ; Набор монет Кипра: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2008 ;  ; Би/м,Cu/St ; AU ; 2 ; Mike! ; 333 
 2801 ; Набор монет Люксенбурга(8шт):2,1евро,50,20,10,5,2,1 евроцента ; 2008 ;  ; Би/м/лат,S ; AU ; 13 ; cash ; 411 
 2802 ; Набор монет Мальты(8шт):2,1евро 50,20,10,5,2,1евроцента ; 2008 ;  ; Би/м,лат,  ; AU ; 11 ; Tarkus ; 402 
 2803 ; Набор монет Кипра (8шт): 2,1евро 50,20,10,5,2,1 евроцент.Упаковка ; 2008 ;  ; Би/м, лат, ; AU ; 6 ; zx123 ; 327 
 2804 ; 1/4 доллара. США.Штат Миссури В капсуле NGC ; 2003 ;  ; Cu/Ni ; AU ; 17 ; 4А ; 153 
 2805 ; Набор монет Великобритании (6шт): 1/2 кроны, 2шиллинга, 6пенсов, 3пенса, 1пенни, 1/2пенни. В пластиковой капсуле ; 1967 ;  ; Cu/Ni,Br ; AU ; 21 ; dsidorov ; 412 
 2806 ; Набор монет Великобритании (7шт): 50пенсов, 20пенсов, 10пенсов, 5пенсов, 2пенса, 1пенни, 1 фунт ; 2008 ;  ; Cu/Ni,Cu/S ; AU ; 8 ; alex751 ; 510 
 2807 ; Набор монет Великобритании (5шт): 10пенсов, 5пенсов, 2пенса, 1пенни, 1/2 пенни ; 1968-1971 ;  ; Cu/Ni,Br ; AU ; 9 ; дачник ; 255 
 2808 ; Набор монет Великобритании (9шт): 1/2 кроны, 1пенни, 1шиллинг, 1/2 пенни, 2шиллинга, 1шиллинг, фартинг, 3пенса, 6пенсов. Упаковка ; 1953 ;  ; Cu/Ni,Br,A ; AU ; 21 ; rizovtpl ; 1530 
 2809 ; Набор монет Великобритании (7шт): 50пенсов, 10пенсов, 5пенсов, 2пенса, 1пенни, 1/2пенни+Жетон. В пластиковой капсуле ; 1971 ;  ; Cu/Ni,Br ; AU ; 37 ; k212 ; 705 
 2810 ; Лот монет Германии: 10 пфеннигов (30шт) ; 1917-1921 ;  ; Zn,Fe ; F/VF- ; 51 ; alno51 ; 258 
 2811 ; Лот монет Германии: 10 пфеннигов (22шт) ; 1940-1944 ;  ; Zn ; F/VF- ; 85 ; o.k. ; 408 
 2812 ; Лот монет Германии: 5 пфеннигов (60шт) ; 1915-1922 ;  ; Fe ; F/VF- ; 57 ; Григорий ; 365 
 2813 ; Лот монет Германии: 5 пфеннигов (14шт) ; 1940-1941 ;  ; Zn ; F-VF ; 44 ; o.k. ; 255 
 2714 ; 10 фен. Китай ; 20 век ;  ; Cu-Ni ; VF- ; 14 ; vc57 ; 68 
 2715 ; 1 франк. Франция ; 1866 ;  ; Ag ; VF ; 21 ; TRT_TT ; 459 
 2716 ; 1 франк. Франция ; 1874 ;  ; Cu-Ni ; AU ; 42 ; Бендер ; 55 
 2717 ; 1 франк. Франция ; 1943 ;  ; Al ; F-VF ; 6 ; Shrrv ; 15 
 2718 ; 10 сентаво. Боливия ; 1893 ;  ; Cu-Ni ; VF- ; 37 ; AndrCh58 ; 48 
 2719 ; 5 центов. США ; 1923 ;  ; Cu-Ni ; VF ; 8 ; GBK ; 39 
 2720 ; 50 сентимов. Франция ; 1946 ;  ; Al ; F-VF ; 20 ; alno51 ; 22 
 2721 ; 50 крон. Чехословакия. Сталин ; 1949 ;  ; Ag ; AU ; 58 ; GBK ; 720 
 2722 ; 50 крон. Чехословакия. Словакское восстание ; 1947 ;  ; Ag ; AU ; 36 ; igor_vk ; 308 
 2723 ; 50 крон. Чехословакия. 3-я годовщина Пражского  восстания ; 1948 ;  ; Ag ; AU ; 41 ; aleks-2007 ; 301 
 2724 ; 10 шиллингов. Австрия ; 1972 ;  ; Ag ; XF+ ; 29 ; Алек ; 305 
 2725 ; 1 флорин. Австрия ; 1878 ;  ; Ag ; VF-XF ; 16 ; Mike! ; 360 
 2726 ; 1 форинт. Венгрия ; 1879 ;  ; Ag ; VF+ ; 35 ; GBK ; 340 
 2727 ; 1000 метикас. Мозамбик ; 1994 ;  ; Cu-Ni ; XF ; 7 ; smel ; 40 
 2728 ; 1 доллар. США. Эзенхауэр. 200 лет юбилею ; 1976 ;  ; Cu-Ni ; AU ; 25 ; avp ; 85 
 2729 ; 1/2 доллара. США. Кеннеди. 200 лет юбилею ; 1976 ;  ; Cu-Ni ; AU ; 4 ; дед морос ; 48 
 2730 ; 50 лей. Румыния ; 1937 ;  ; Cu-Ni ; XF ; 69 ; vladimirov ; 359 
 2731 ; 20 сентаво. Мексика ; 1942 ;  ; Ag ; AU ; 11 ; hugo ; 322 
 2732 ; 20 сентаво. Мексика ; 1937 ;  ; Ag ; AU ; 30 ; hugo ; 308 
 2733 ; 20 сентаво. Мексика ; 1939 ;  ; Ag ; XF ; 16 ; aleks-2007 ; 126 
 2734 ; 20 сентаво. Мексика ; 1941 ;  ; Ag ; AU ; 11 ; hugo ; 513 
 2735 ; 3 пенса. ЮАР ; 1956 ;  ; Ag ; XF ; 8 ; aleks-2007 ; 117 
 2736 ; 3 пенса. Родезия ; 1968 ;  ; Cu-Ni ; XF- ; 22 ; Dom Perignon ; 36 
 2737 ; 3 пенса. Родезия ; 1970 ;  ; Cu-Ni ; AU ; 18 ; Sterh ; 27 
 2738 ; 3 пенса. Южная Родезия ; 1952 ;  ; Cu-Ni ; XF- ; 5 ; shest ; 57 
 2739 ; 15 монго. Монголия ; 20 век ;  ; Cu-Ni ; VF-XF ; 25 ; zx123 ; 22 
 2740 ; 1000 вон. Южная Корея. Олимпийские игры ; 1982 ;  ; Cu-Ni ; AU ; 24 ; alex751 ; 232 
 2741 ; 1 цент. Остров Принца Эдуарда ; 1871 ;  ; Br ; VF+ ; 37 ; Arhara ; 697 
 2742 ; 10 марок. Финляндия. Урхо Кекконен ; 1975 ;  ; Ag ; AU ; 12 ; Синоптик ; 465 
 2743 ; 10 марок. Финляндия. 60 лет независимости ; 1977 ;  ; Ag ; AU ; 25 ; alno51 ; 510 
 2744 ; 10 пенни. Финляндия ; 1919 ;  ; Cu ; XF ; 18 ; tavitrof ; 17 
 2745 ; 10 пенни. Финляндия ; 1922 ;  ; Cu ; XF- ; 16 ; Shrrv ; 17 
 2746 ; 10 пенни. Финляндия ; 1929 ;  ; Cu ; VF-XF ; 16 ; stroitel61 ; 18 
 2747 ; 10 пенни. Финляндия ; 1934 ;  ; Cu ; VF-XF ; 7 ; Shrrv ; 14 
 2748 ; 10 пенни. Финляндия ; 1935 ;  ; Cu ; VF+ ; 14 ; stroitel61 ; 14 
 2749 ; 10 пенни. Финляндия ; 1936 ;  ; Cu ; XF- ; 10 ; alno51 ; 18 
 2750 ; 10 пенни. Финляндия ; 1937 ;  ; Cu ; VF-XF ; 13 ; Sterh ; 14 
 2751 ; 10 пенни. Финляндия ; 1940 ;  ; Cu ; VF ; 7 ; В1951 ; 18 
 2752 ; 10 пенни. Финляндия ; 1941 ;  ; Cu ; VF ; 18 ; alex995 ; 18 
 2753 ; 10 пенни. Финляндия ; 1942 ;  ; Cu ; XF ; 14 ; alno51 ; 26 
 2754 ; 10 пенни. Финляндия ; 1943 ;  ; Cu ; XF+ ; 16 ; tavitrof ; 27 
 2755 ; 10 пенни. Финляндия ; 1943 ;  ; Fe ; XF ; 15 ; tavitrof ; 25 
 2756 ; 10 пенни. Финляндия ; 1944 ;  ; Fe ; XF ; 10 ; 542 ; 34 
 2757 ; 5 пенни. Финляндия ; 1937 ;  ; Cu ; VF+ ; 5 ; alex995 ; 11 
 2758 ; 5 пенни. Финляндия ; 1938 ;  ; Cu ; VF- ; 13 ; alno51 ; 18 
 2759 ; 5 пенни. Финляндия ; 1941 ;  ; Cu ; XF ; 25 ; tavitrof ; 33 
 2760 ; 5 пенни. Финляндия ; 1942 ;  ; Cu ; AU ; 52 ; Bigmouse ; 105 
 2761 ; 1 пенни. Финляндия ; 1919 ;  ; Cu ; AU ; 7 ; Bigmouse ; 75 
 2762 ; 1 пенни. Финляндия ; 1920 ;  ; Cu ; AU ; 5 ; rizovtpl ; 72 
 2763 ; 1 пенни. Финляндия ; 1921 ;  ; Cu ; AU ; 5 ; СВл ; 82 
 2664 ; 1 пенни. Ирландия ; 1996 ;  ; Fe/Cu ; AU ; 11 ; alex995 ; 16 
 2665 ; 5 центов. Британский Цейлон ; 1910 ;  ; Cu/Ni ; VF+ ; 29 ; TRT_TT ; 167 
 2666 ; 2 новых пенса. Джерси ; 1971 ;  ; Cu ; XF ; 10 ; alno51 ; 42 
 2667 ; 1 доллар. Фиджи ; 1995 ;  ; Латунь ; XF ; 28 ; нд2674 ; 41 
 2668 ; 1/4 анны. Британская Индия ; 1919 ;  ; Cu ; F-VF ; 13 ; alno51 ; 67 
 2669 ; 1/2 пенни. Великобритания ; 1862 ;  ; Cu ; F-VF ; 15 ; alno51 ; 53 
 2670 ; 2 пенни. Остров Мэн ; 2002 ;  ; Fe/Cu ; AU ; 8 ; агент ; 50 
 2671 ; 1 пенни. Остров Мэн ; 2008 ;  ; Fe/Cu ; AU ; 4 ; Lena6975 ; 37 
 2672 ; 200000 карбованцев. Украина. Леся Украинка (1871-1913) ; 1996 ;  ; Cu/Ni ; Proof ; 49 ; Синоптик ; 423 
 2673 ; 100 йен. Япония ; 1958 ;  ; Ag ; XF+ ; 29 ; Al777 ; 365 
 2674 ; 10 центов. Британский Гон-Конг ; 1893 ;  ; Ag ; VF+ ; 30 ; bolik ; 324 
 2675 ; 2 мил. Палестина ; 1927 ;  ; Br ; VF+ ; 52 ; tss ; 128 
 2676 ; 5 пиастров. Сирия ; 1935 ;  ; Al-Br ; VF-XF ; 48 ; murka1973 ; 255 
 2677 ; Фартинг. Великобритания ; 1826 ;  ; Cu ; F-VF ; 21 ; alex751 ; 313 
 2678 ; Модель 1/2 гинеи. Великобритания. Георг III ; 1768 ;  ; Br ; VF ; 56 ; murka1973 ; 419 
 2679 ; 1 пайса. Бенгалия ; 1815-1821 ;  ; Cu ; VF- ; 35 ; murka1973 ; 105 
 2680 ; 1 песо. Мексика ; 1961 ;  ; Ag ; XF+ ; 38 ; aleks-2007 ; 301 
 2681 ; 1 рупия. Британская Индия ; 1944 ;  ; Ag ; VF ; 16 ; aleks-2007 ; 286 
 2682 ; 3 пенса. Австралия ; 1955 ;  ; Ag ; VF+ ; 26 ; aleks-2007 ; 201 
 2683 ; 50 центов. Восточная Африка ; 1922 ;  ; Ag ; F+ ; 25 ; Andre_ssin ; 66 
 2684 ; 10 центов. Малайя ; 1939 ;  ; Ag ; XF+ ; 15 ; suhua ; 308 
 2685 ; 6 пенсов. Австралия ; 1960 ;  ; Ag ; XF+ ; 17 ; aleks-2007 ; 255 
 2686 ; 1 шиллинг. Восточная Африка ; 1921 ;  ; Ag ; VF+ ; 52 ; aleks-2007 ; 244 
 2687 ; 1/4 рупии. Британская Африка ; 1943 ;  ; Ag ; VF ; 63 ; vitapool ; 206 
 2688 ; 1 риал. Иран ; 1324лх ;  ; Ag ; AU ; 13 ; оскол ; 308 
 2689 ; 3 пенса. Великобритания ; 1936 ;  ; Ag ; VF-XF ; 34 ; aleks-2007 ; 255 
 2690 ; 1/2 рупии. Британская Индия ; 1943 ;  ; Ag ; VF+ ; 13 ; aleks-2007 ; 249 
 2691 ; 1/4 рупии. Британская Индия ; 1917 ;  ; Ag ; VF ; 16 ; aleks-2007 ; 225 
 2692 ; 3 пенса. Великобритания ; 1920 ;  ; Ag ; VF- ; 26 ; skif ; 50 
 2693 ; 1 флорин. Австралия ; 1954 ;  ; Ag ; VF-XF ; 74 ; димитрий ; 272 
 2694 ; 1 рупия. Британская Индия ; 1907 ;  ; Ag ; VF-XF ; 7 ; Arhara ; 500 
 2695 ; 1 флорин. Австралия. Здание Австралийского парламента ; 1927 ;  ; Ag ; VF+ ; 11 ; vitapool ; 359 
 2696 ; 1 шиллинг. Новая Гвинея ; 1935 ;  ; Ag ; XF- ; 52 ; GBK ; 193 
 2697 ; 1 шиллинг. Австралия ; 1958 ;  ; Ag ; VF ; 16 ; vitapool ; 250 
 2698 ; 6 пенсов. Британская Индия ; 1937 ;  ; Ag ; VF+ ; 9 ; aleks-2007 ; 204 
 2699 ; 50 центов. Австралия ; 1966 ;  ; Ag ; AU ; 20 ; udaw ; 345 
 2700 ; 1 флорин. Австралия ; 1951 ;  ; Ag ; AU ; 6 ; alex751 ; 350 
 2701 ; 1 шиллинг. Новая Зеландия ; 1935 ;  ; Ag ; VF ; 70 ; aleks-2007 ; 260 
 2702 ; 10 пиастров. Египет. Суэцкий канал ; 1976 ;  ; Cu-Ni ; XF ; 2 ; alno51 ; 84 
 2703 ; 5 пиастров. Египет. Международный промышленный рынок ; 1968 ;  ; Cu-Ni ; AU ; 14 ; crazybober ; 36 
 2704 ; 5 пиастров. Египет. 75 лет национальному банку Египта ; 1973 ;  ; Cu-Ni ; AU ; 10 ; crazybober ; 50 
 2705 ; 100 франков. Франция ; 1955 ;  ; Cu-Ni ; VF-XF ; 8 ; asru ; 51 
 2706 ; 10 франков. Франция ; 1931 ;  ; Ag ; VF+ ; 43 ; alno51 ; 310 
 2707 ; 10 франков. Франция ; 1979 ;  ; Ni/Латунь ; VF-XF ; 8 ; Andronnikov ; 17 
 2708 ; 10 злотых. Польша ; 1960 ;  ; Cu-Ni ; VF ; 4 ; alex995 ; 16 
 2709 ; 5 франков. Французская Новая Каледония ; 1952 ;  ; Al ; AU ; 9 ; vc57 ; 111 
 2710 ; 5 франков. Франция ; 1972 ;  ; Cu-Ni ; VF- ; 7 ; Andronnikov ; 16 
 2711 ; 2 франка. Французская Новая Каледония ; 1971 ;  ; Al ; VF-XF ; 25 ; shest ; 114 
 2712 ; 2 франка. Французская Полинезия ; 1977 ;  ; Al ; VF+ ; 8 ; tau ; 51 
 2713 ; 2 франка. Франция ; 1943 ;  ; Al ; F-VF ; 16 ; Andronnikov ; 18 
 2614 ; 10 центов. Нидерланды ; 1917 ;  ; Ag ; VF ; 14 ; Sterh ; 24 
 2615 ; 3 пенса. Великобритания ; 1920 ;  ; Ag ; F-VF ; 3 ; Blagorodie ; 21 
 2616 ; 10 центов. Нидерланды ; 1914 ;  ; Ag ; F-VF ; 3 ; alex995 ; 23 
 2617 ; 200 рейс. Бразилия ; 1934 ;  ; Cu/Ni ; F-VF ; 10 ; vc57 ; 59 
 2618 ; 5 эре. Норвегия ; 1969 ;  ; Cu ; AU ; 15 ; kergudu ; 16 
 2619 ; 2 марки. ФРГ ; 1973J ;  ; Cu/Ni ; XF ; 17 ; 542 ; 92 
 2620 ; 1 марка. ФРГ ; 1950G ;  ; Cu/Ni ; AU ; 23 ; alno51 ; 64 
 2621 ; 1 марка. ФРГ ; 1975G ;  ; Cu/Ni ; XF- ; 17 ; 542 ; 108 
 2622 ; 1 франк. Бельгия ; 1922 ;  ; Cu/Ni ; VF ; 24 ; Rober ; 33 
 2623 ; 10 франков. Франция ; 1948 ;  ; Cu/Ni ; AU ; 13 ; Бендер ; 127 
 2624 ; 10 франков. Бельгия ; 1974 ;  ; Ni ; AU ; 23 ; alno51 ; 35 
 2625 ; 50 центов. Новая Зеландия ; 1982 ;  ; Ni ; AU ; 22 ; Zhurae ; 101 
 2626 ; 2 1/2 эскудо. Португалия ; 1946 ;  ; Ag ; VF- ; 62 ; aleks-2007 ; 75 
 2627 ; 2 1/2 эскудо. Португалия ; 1943 ;  ; Ag ; F-VF ; 15 ; skif ; 25 
 2628 ; 2 1/2 эскудо. Португалия ; 1942 ;  ; Ag ; VF ; 8 ; aleks-2007 ; 128 
 2629 ; 2 1/2 эскудо. Ангола ; 1953 ;  ; Ci/Ni ; VF ; 16 ; dsidorov ; 30 
 2630 ; 1 шиллинг. Ирландия ; 1928 ;  ; Ag ; VF- ; 19 ; aleks-2007 ; 227 
 2631 ; 20 сантимов. Уругвай ; 1942 ;  ; Ag ; VF- ; 17 ; aleks-2007 ; 174 
 2632 ; 25 центов. Нидерланды ; 1944 ;  ; Ag ; VF-XF ; 21 ; aleks-2007 ; 163 
 2633 ; 25 центов. Нидерланды ; 1914 ;  ; Ag ; F-VF ; 8 ; sina ; 140 
 2634 ; 25 центов. Нидерланды ; 1895? ;  ; Ag ; F-VF ; 8 ; sina ; 155 
 2635 ; 10 сентаво. Филиппины ; 1941 ;  ; Ag ; XF- ; 48 ; aleks-2007 ; 69 
 2636 ; 20 сентаво. Филиппины ; 1944 ;  ; Ag ; XF ; 26 ; aleks-2007 ; 208 
 2637 ; 10 сентаво. Филиппины ; 1944 ;  ; Ag ; XF+ ; 52 ; aleks-2007 ; 75 
 2638 ; 10 сентаво. Куба ; 1915 ;  ; Ag ; VF+ ; 28 ; aleks-2007 ; 250 
 2639 ; 50 сантимов. Бельгия ; 1866 ;  ; Ag ; VF- ; 29 ; aleks-2007 ; 114 
 2640 ; 50 центов. Франция ; 1871 ;  ; Ag ; F-VF ; 17 ; alno51 ; 36 
 2641 ; 1/10 гульдена. Нидерландская Индия ; 1942 ;  ; Ag ; XF- ; 28 ; aleks-2007 ; 79 
 2642 ; 2 марки. Германия. Пауль фон Гинденбург ; 1938А ;  ; Ag ; XF ; 17 ; СВл ; 465 
 2643 ; 1/2 доллара. США. Кеннеди ; 1981D ;  ; Cu-Ni ; XF+ ; 31 ; ten137 ; 45 
 2644 ; 2 лита. Литва ; 1925 ;  ; Ag ; AU ; 38 ; aleks-2007 ; 240 
 2645 ; 500 рейс. Бразилия ; 1913 ;  ; Ag ; AU ; 27 ; нд2674 ; 315 
 2646 ; 50 пенни. Ирландия. 1000 лет Дублину ; 1988 ;  ; Cu/Ni ; XF ; 46 ; sina ; 296 
 2647 ; 10 пенни. Остров Мэн ; 1983 ;  ; Cu/Ni ; XF+ ; 27 ; vc57 ; 122 
 2648 ; 1 доллар. Каррибы ; 2000 ;  ; Cu/Ni ; VF-XF ; 32 ; alno51 ; 80 
 2649 ; 10 пенсов. Джерси ; 1984 ;  ; Cu/Ni ; XF ; 25 ; 542 ; 114 
 2650 ; 5 новых пенсов. Джерси ; 1986 ;  ; Cu/Ni ; XF+ ; 21 ; 542 ; 29 
 2651 ; 6 пенсов. Фиджи ; 1965 ;  ; Cu/Ni ; AU ; 6 ; vc57 ; 101 
 2652 ; 5 центов. Нидерландская Индия ; 1913 ;  ; Cu/Ni ; VF- ; 11 ; Shrrv ; 20 
 2653 ; 1 цент. Цейлон ; 1910 ;  ; Cu ; VF ; 32 ; smel ; 177 
 2654 ; 10 центов. Барбадос ; 1998 ;  ; Cu/Ni ; XF- ; 11 ; Dom Perignon ; 22 
 2655 ; 50 центов. Британский Цейлон ; 1943 ;  ; Латунь ; VF+ ; 5 ; alex751 ; 158 
 2656 ; 1 франк. Бельгийское Конго ; 1944 ;  ; Латунь ; VF- ; 17 ; нд2674 ; 75 
 2657 ; 10 центов. Цейлон ; 1944 ;  ; Cu ; VF- ; 21 ; tigris ; 42 
 2658 ; 1 пенни. Джерси ; 1986 ;  ; Cu ; XF ; 2 ; alno51 ; 26 
 2659 ; 1 анна. Британская Индия ; 1941 ;  ; Cu/Ni ; VF+ ; 19 ; alno51 ; 99 
 2660 ; 1 цент. Кюрасао ; 1944 ;  ; Cu ; VF ; 6 ; нд2674 ; 37 
 2661 ; 25 центов. Нидерландские Антиллы ; 1980 ;  ; St ; XF+ ; 9 ; Dom Perignon ; 18 
 2662 ; 1 анна. Британская Индия ; 1914 ;  ; Cu/Ni ; VF-XF ; 23 ; GBK ; 151 
 2663 ; 1 цент. Британская Малайя ; 1943 ;  ; Латунь ; VF- ; 32 ; alno51 ; 101 
 2564 ; Фартинг. Великобритания ; 1942 ;  ; Br ; XF+ ; 6 ; Andre_ssin ; 35 
 2565 ; Фартинг. Великобритания ; 1943 ;  ; Br ; XF+ ; 10 ; Rober ; 36 
 2566 ; Фартинг. Великобритания ; 1944 ;  ; Br ; AU ; 11 ; alex1974 ; 74 
 2567 ; Фартинг. Великобритания ; 1945 ;  ; Br ; XF- ; 13 ; alex1974 ; 48 
 2568 ; Фартинг. Великобритания ; 1946 ;  ; Br ; XF+ ; 11 ; asru ; 32 
 2569 ; Фартинг. Великобритания ; 1947 ;  ; Br ; XF+ ; 5 ; alex1974 ; 31 
 2570 ; Фартинг. Великобритания ; 1948 ;  ; Br ; XF+ ; 5 ; alex1974 ; 31 
 2571 ; Фартинг. Великобритания ; 1949 ;  ; Br ; AU ; 5 ; alex1974 ; 51 
 2572 ; Фартинг. Великобритания ; 1950 ;  ; Br ; AU ; 5 ; alex1974 ; 51 
 2573 ; Фартинг. Великобритания ; 1951 ;  ; Br ; AU ; 19 ; alno51 ; 62 
 2574 ; Фартинг. Великобритания ; 1952 ;  ; Br ; XF+ ; 6 ; alex751 ; 82 
 2575 ; Фартинг. Великобритания ; 1953 ;  ; Br ; AU ; 10 ; alex751 ; 158 
 2576 ; Фартинг. Великобритания ; 1954 ;  ; Br ; AU ; 13 ; alex1974 ; 67 
