 4816 ; 2 доллара. США ; 1917 ;  ;  ;  ; 53 ; lamazo ; 2521 
 4111 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ; AU ; 26 ; ек ; 87 
 4112 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ; AU ; 61 ; zuza ; 101 
 4113 ; 100 рублей ; 1918 ; Туркестан ;  ; AU ; 113 ; lvd ; 2374 
 4114 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 51 ; tehnadzor ; 301 
 4115 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 12 ; verunk1 ; 305 
 4116 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 11 ; Злой 2 ; 306 
 4117 ; 10000 рублей ; 1919 ;  ;  ; AU ; 57 ; verunk1 ; 502 
 4118 ; 10000 рублей ; 1919 ;  ;  ; AU ; 44 ; у44 ; 379 
 3500 ; Лот монет Польши: 4шт ; 1949-1978 ;  ; Al ; F-VF/VF- ; 17 ; bondars ; 124 
 3501 ; Лот монет Польши: 2шт ; 1975,1976 ;  ; Cu-Ni ; XF-/XF ; 19 ; Sept09 ; 50 
 3502 ; Лот монет Румынии, Новой Зеландии и Венгрии: 3шт ; 1942-1955 ;  ; Cu-Ni,Al,Br ; VF/VF+ ; 24 ; vc57 ; 120 
 3503 ; Лот монет Франции: 3шт ; 1903-1916 ;  ; Cu-Ni,Br ; F-VF/VF ; 15 ; av ; 203 
 3504 ; Лот монет Латвии: 3шт ; 1922 ;  ; Cu-Ni ; VF/VF+ ; 28 ; vengriya ; 105 
 3505 ; Лот монет Франции: 10 франков (3шт) ; 1983-1988 ;  ; Al/Br ; XFXF+ ; 25 ; Sept09 ; 308 
 3506 ; Лот монет Греции: 5шт ; 1926-1968 ;  ; Cu-Ni ; VF/VF-XF ; 30 ; МНП68 ; 222 
 3507 ; Лот монет Комбоджи: 4шт ; 20 век ;  ; Би/м, St ; XF+/XF ; 34 ; МНП68 ; 155 
 3508 ; Лот монет Тайланда (4шт) ;  ;  ; Cu/Ni ; AU ; 28 ; Sept09 ; 203 
 3509 ; Лот монет Палестины (4шт) ; 1927,1942,1946 ;  ; Cu/Ni,Br ; VF-/VF ; 24 ; Mikola_1 ; 385 
 3510 ; Лот монет Прибалтики: 9шт ; 1922-1936 ;  ; Ag,Cu-Ni,Al/Br, ; F+/F-VF ; 62 ; Sept09 ; 571 
 3511 ; Лот монет Азии: 12шт ;  ;  ; Al,Cu,Cu-Ni ; VF/XF ; 47 ; Gera_K ; 131 
 3512 ; Лот монет Франции, Бельгии, Чехословакии, Италии, Швеции: 11шт ; 1904-1946 ;  ; Ag,Zn,Cu-Ni,Br ; F+/VF+ ; 44 ; av ; 254 
 3513 ; Лот монет Австралии, Индонезии, Малайзии, Сингапура, Новой Зеландии, Тайланда: 12шт ; 1946-2003 ;  ; Ag,Al,Cu-Ni,Br ; VF-/VF+ ; 17 ; wolikaz ; 232 
 3514 ; Лот иностранных монет и жетон (фауна): 9шт ; 1954-1998 ;  ; Б/м,Cu-Ni,Br,Al ; VF+/XF ; 88 ; 100924 ; 272 
 3515 ; Набор евромонет Финляндии: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2011 ;  ; Би/м, Cu, латун ; AU ; 71 ; R2010 ; 487 
 3516 ; Лот евромонет Бельгии: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2007-2011 ;  ; Би/м, Cu, латун ; AU ; 19 ; lamazo ; 317 
 3517 ; Лот евромонет Люксембурга: 2,1 евро, 50,20,10,5,2,1 евроцентов (9шт) ; 2005 ;  ; Би/м, Cu, латун ; AU ; 71 ; Sept09 ; 529 
 3518 ; Лот евромонет Словении: 1 евро, 50,20,10,5,2,1 евроцентов (7шт) ; 2007 ;  ; Би/м, Cu, латун ; AU ; 54 ; Zesty ; 203 
 3519 ; Лот евромонет Бельгии, Люксембурга, Словении: 2 евро (3шт) ; 2011 ;  ; Би/м ; AU ; 33 ; Sept09 ; 499 
 3520 ; Лот евромонет Словении: 2 евро (2шт) ; 2010, 2011 ;  ; Би/м ; AU ; 46 ; Ronald ; 305 
 3521 ; Лот евромонет Бельгии: 1 евро, 20 евроцентов (2шт) ; 2007, 2011 ;  ; Би/м, латунь ; XF/XF+ ; 25 ; stivenson ; 79 
 3522 ; Лот евромонет Нидерландов: 50,10,5 евроцентов (3шт) ; 1999-2001 ;  ; Cu, латунь ; XF/AU ; 32 ; stivenson ; 61 
 3523 ; Лот евромонет Испании, Нидерландов, Бельгии, Словении, Италии, Германии: 50 евроцентов (7шт) ; 2000-2009 ;  ; Латунь ; XF/AU ; 45 ; Моряк-собиратель ; 216 
 3524 ; Лот евромонет Ирландии, Словении, Люксембурга, Бельгии, Мальты, Германии: 20 евроцентов (6шт) ; 2005-2011 ;  ; Латунь ; XF/AU ; 43 ; nikitin782 ; 155 
 3525 ; Лот евромонет Финляндии: 50,20,10,5 евроцентов (4шт) ; 1999-2007 ;  ; Cu, латунь ; XF/AU ; 44 ; Нэд Огл ; 46 
 3526 ; Лот евромонет Бельгии: 5,2,1 евроцентов (3шт) ; 2007, 2010, 2011 ;  ; Cu ; AU ; 31 ; molodes ; 45 
 3527 ; Лот евромонет Финляндии: 5,2,1 евроцентов (3шт) ; 2011 ;  ; Cu ; AU ; 34 ; R2010 ; 93 
 3528 ; Лот евромонет Финляндии, Нидерландов, Испании, Италии, Бельгии, Словении, Франции, Австрии: 5 евроцентов (9шт) ; 2000-2011 ;  ; Cu ; XF-/AU ; 38 ; kozerog ; 126 
 3529 ; Лот евромонет Испании, Франции, Португалии, Австрии, Люксембурга, Словении, Италии, Ирландии, Финляндии, Бельгии, Нидерландов, Германии: 2 евроцента (12шт) ; 2002-2011 ;  ; Cu ; XF/XF+ ; 68 ; kozerog ; 157 
 3530 ; Лот евромонет Австрии, Франции, Люксембурга, Испании, Бельгии, Италии, Германии, Финляндии, Нидерландов, Словении: 1 евроцент (10шт) ; 2000-2011 ;  ; Cu ; XF/XF+ ; 52 ; kozerog ; 127 
 3531 ; Лот монет Хорватии (8шт) ; 2001-2011 ;  ; Cu-Ni, латунь ; XF-/XF+ ; 33 ; Velton ; 209 
 4051 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 14 ; nordbolivar ; 77 
 4052 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 9 ; SANGOLD1 ; 50 
 4053 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 19 ; сиротка ; 117 
 4054 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 17 ; sman ; 86 
 4055 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 10 ; USS ; 75 
 4056 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 64 ; koga ; 102 
 4057 ; 1 рубль ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 17 ; СЁМА ; 344 
 4058 ; 1 рубль ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 37 ; СЁМА ; 381 
 4059 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 11 ; кве ; 867 
 4060 ; 5 рублей ; 1934 ; Гос.казначейские билеты ;  ;  ; 23 ; кве ; 900 
 4061 ; 100 рублей ; 1961 ;  ;  ;  ; 15 ; KYZIA ; 161 
 4062 ; 100 рублей ; 1961 ;  ;  ;  ; 35 ; Troyany ; 153 
 4063 ; 50 рублей ; 1961 ; билет ;  ;  ; 7 ; USS ; 100 
 4064 ; 50 рублей ; 1961 ; билет ;  ;  ; 8 ; slovjnin ; 105 
 4065 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 8 ; nordbolivar ; 204 
 4066 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 30 ; Rober ; 51 
 4067 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 25 ; юденич ; 65 
 4068 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 43 ; VVIB ; 63 
 3450 ; Лот монет Хорватии (3шт): 10,20,50 липа ; 1923-2005 ;  ; St/лат,St/Ni ; VF/XF ; 9 ; gvg1975 ; 33 
 3451 ; Лот монет Швеции (4шт): 1,10 эре ; 1921-1938 ;  ; Br,Ni/Br ; VF-/VF+ ; 17 ; zx123 ; 51 
 3452 ; Лот монет Вьетнама (2шт): 1000,2000 донг ; 2003 ;  ; St/лат ; VF-/VF ; 14 ; Sept09 ; 96 
 3453 ; Лот монет Гонконга (3шт): 10 центов, 1 доллар ; 1949-1997 ;  ; Ni/лат,St/лат,C ; VF-/VF ; 23 ; Нэд Огл ; 46 
 3454 ; Лот монет Марокко (3шт): 20 сантимов, 1 дирхам ; 1974-1988 ;  ; Лат,Ni,Cu/Ni ; VF/VF+ ; 49 ; Enter ; 92 
 3455 ; Лот монет Кубы (3шт): 5,10 сентаво ; 1981-1994 ;  ; Cu/Ni, St/Ni ; VF/XF ; 62 ; Enter ; 116 
 3456 ; Лот монет Тайланда, Японии (5шт) ; 20-21 вв. ;  ; Al, Cu-Ni, ж/м ; VF/XF+ ; 33 ; Enter ; 65 
 3457 ; Лот монет Востока (4шт) ; 20-21вв ;  ; Cu-Ni, Al ; VF/VF+ ; 10 ; Sept09 ; 53 
 3458 ; Лот монет Великобритании: 1 пенни, 1 новый пенни, 20 20,5 пенсов, 10 новых пенсов, 1 шиллинг (7шт) ; 1936-2001 ;  ; Cu-Ni, Br ; VF-/VF+ ; 31 ; Pushan ; 114 
 3459 ; Лот монет Европы (10шт) ; 1923-2007 ;  ; Cu-Ni, Al ; F/XF ; 57 ; Sept09 ; 83 
 3460 ; Лот монет США: 1/4 доллара (6шт) ; 1965-1985 ;  ; Cu-Ni ; VF+/XF ; 37 ; Моряк-собиратель ; 102 
 3461 ; Лот монет Дании: 25,10 эре (2шт) ; 1924, 1926 ;  ; Cu-Ni ; VF- ; 31 ; av ; 171 
 3462 ; Лот монет Италии, Франции: 10 франков, 500,100,50 лир (5шт) ; 1951-1991 ;  ; Би/м, St ; VF+/XF ; 34 ; Enter ; 86 
 3463 ; Лот монет Скандинавии (15шт) ; 1929-1984 ;  ; Cu-Ni, Zn, Br ; VF-/VF+ ; 22 ; zx123 ; 203 
 3464 ; Лот евромонет Эстонии: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2011 ;  ; Би/м, Cu, латун ; AU ; 27 ; lamazo ; 350 
 3465 ; Лот монет Японии (6шт) ; 20 век ;  ; Al, ж/м ; VF/VF+ ; 32 ; Enter ; 63 
 3466 ; Лот ЕВРО монет (юбилейные): 2 евро (7шт) ; 2004-2009 ;  ; Би/м ; XF/AU ; 25 ; Sept09 ; 930 
 3467 ; Лот монет Швеции: 18шт ; 1809-2001 ;  ; Ag,Cu-Ni,Br,Fe ; F+/XF ; 73 ; Sept09 ; 333 
 3468 ; Лот монет Финляндии: 34шт ; 1919-1987 ;  ; Al,Cu,Al/Br,Fe ; VF-/VF+ ; 18 ; zx123 ; 420 
 3469 ; Лот монет Испании: 10шт ; 1937-1982 ;  ; Al,Cu-Ni,Al/Br ; F-VF/XF ; 16 ; Sept09 ; 84 
 3470 ; Лот монет Испании: 10шт ; 1934-1998 ;  ; Al,Cu-Ni,Al/Br ; VF/XF ; 57 ; temichek ; 93 
 3471 ; Лот монет Чехословакии: 13шт ; 1921-1990 ;  ; Al,Cu-Ni,Al/Br ; VF-/VF+ ; 58 ; ВМШ ; 221 
 3472 ; Лот монет Великобритании и Германии: 5шт ; 1875-1978 ;  ; Cu-Ni,Br ; F+/VF ; 38 ; Pushan ; 58 
 3473 ; Лот монет Франции и Малайзии: 6шт ; 1947-2005 ;  ; Cu-Ni ; VF-/VF ; 27 ; Enter ; 43 
 3474 ; Лот монет Норвегии: 6шт ; 1957-1983 ;  ; Cu-Ni,Br ; VF/VF+ ; 20 ; Enter ; 43 
 3475 ; Лот монет Тайланда: 5шт ;  ;  ; Cu-Ni ; VF-/VF+ ; 11 ; Нэд Огл ; 50 
 3476 ; Лот монет Румынии: 6шт ; 1960-1978 ;  ; Cu-Ni,Al ; VF-/VF ; 12 ; xct ; 54 
 3477 ; Лот монет Дании: 6шт ; 1969-1988 ;  ; Cu-Ni,Br ; VF-/VF+ ; 63 ; Sept09 ; 81 
 3478 ; Лот жетонов и 1 цент Канада: 4шт ;  ;  ; Br,б/м ; F/VF- ; 26 ; LAB-A ; 45 
 3479 ; Лот монет США и Канады: 6шт ; 1936-2008 ;  ; Ag,Cu-Ni,Br ; VFAU ; 36 ; off ; 183 
 3480 ; Лот монет Португалии, Бельгии, Марокко, Польши, Венгрии, Эстонии и Латвии: 10шт ; 1883-2009 ;  ; Cu-Ni,Br,Лат ; F/VF ; 19 ; Sept09 ; 228 
 3481 ; Лот монет Италии: 200,50 лир, 20 сантимов (3шт) ; 1921, 1978 ;  ; Cu-Ni, St, Al/B ; VF/XF ; 6 ; Sept09 ; 51 
 3482 ; Лот монет Франции: 10 франков, 1 франк, 50 сентимов (3шт) ; 1927, 1928, 1947 ;  ; Cu-Ni, ж/м ; VF-/VF+ ; 44 ; av ; 157 
 3483 ; Лот монет Туниса (4шт) ; 1996, 1997 ;  ; Cu-Ni, ж/м ; VF-/VF+ ; 15 ; stivenson ; 35 
 3484 ; Лот монет Болгарии (16шт): 20,15,10,2,1 стотинка ; 1962,1974 ;  ; Cu/Ni,Cu/Zn ; VF-XF/VF- ; 47 ; bondars ; 74 
 3485 ; Лот монет Турции: 1 лира, 25, 10,5 курушей (15шт) ; 2009-2011 ;  ; Латунь,Би/м ; VF+/XF ; 31 ; zx123 ; 90 
 3486 ; Лот монет Словакия: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2009 ;  ; Латунь,Би/м,Cu/ ; AU ; 42 ; nikitin782 ; 352 
 3487 ; Лот монет Мальты: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2008 ;  ; Латунь,Би/м,Cu/ ; AU ; 30 ; lamazo ; 492 
 3488 ; Лот монет Люксембурга: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2004-2007 ;  ; Латунь,Би/м,Cu/ ; AU ; 53 ; Leon17 ; 407 
 3489 ; Лот монет Эстонии: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2011 ;  ; Латунь,Би/м,Cu/ ; AU ; 44 ; Smit ; 317 
 3490 ; Лот монет Португалии: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2002-2007 ;  ; Латунь,Би/м,Cu/ ; AU ; 21 ; Моряк-собиратель ; 326 
 3491 ; Лот монет Великобритании: 1 пенни (2шт) ; 1919,1936 ;  ; Br ; VF-/VF ; 16 ; Pushan ; 31 
 3492 ; Лот монет Египта и Мексики: 2шт ; 1974,1993 ;  ; Cu-Ni ; VF/XF ; 33 ; Sept09 ; 51 
 3493 ; Лот монет румынии, Германии и Латвии: 3шт ; 1908-1943 ;  ; Cu-Ni ; VF-/VF ; 16 ; koga ; 57 
 3494 ; Лот монет Польши: 13шт ; 1923-1990 ;  ; Cu-Ni,Al,лат ; VF/XF- ; 33 ; Sept09 ; 266 
 3495 ; Лот монет Италии: 6шт ; 1976-1992 ;  ; St,Al,Би/м,Лат ; VF+/XF ; 69 ; Sept09 ; 160 
 3496 ; Лот монет Финляндии: 5шт ; 1971-1991 ;  ; Al,Cu,Cu-Ni ; VF-/VF ; 9 ; BIgor81 ; 19 
 3497 ; Лот монет Чехословакии: 9шт ; 1962-1994 ;  ; Al,лат,Cu-Ni ; F-VF/VF ; 15 ; Sept09 ; 76 
 3498 ; Лот монет Испании: 9шт ; 1957-1997 ;  ; Al,лат,Cu-Ni ; VF/XF ; 36 ; Нэд Огл ; 100 
 3499 ; Лот монет Дании: 8шт ; 1967-1992 ;  ; Br,Cu-Ni ; VF-/XF- ; 62 ; Enter ; 113 
 3400 ; 1 марка. Финляндия ; 1984 ;  ; Cu-Ni ; AU ; 8 ; Опятор ; 16 
 3401 ; 1 марка. Финляндия ; 1985 ;  ; Cu-Ni ; AU ; 3 ; Опятор ; 24 
 3402 ; 1 марка. Финляндия ; 1986 ;  ; Cu-Ni ; AU ; 3 ; Опятор ; 28 
 3403 ; 1 марка. Финляндия ; 1987 ;  ; Cu-Ni ; XF+ ; 2 ; Опятор ; 27 
 3404 ; 1 марка. Финляндия ; 1988 ;  ; Cu-Ni ; AU ; 5 ; bondars ; 35 
 3405 ; 1 марка. Финляндия ; 1989 ;  ; Cu-Ni ; AU ; 2 ; R2010 ; 19 
 3406 ; 1 марка. Финляндия ; 1993 ;  ; Al/Br ; XF- ; 7 ; Болгарин ; 16 
 3407 ; 1 марка. Финляндия ; 1994 ;  ; Al/Br ; XF- ; 17 ; Enter ; 17 
 3408 ; 1 марка. Финляндия ; 1998 ;  ; Al/Br ; XF ; 2 ; R2010 ; 25 
 3409 ; 1 лат. Латвия. Города входящие в Ганзейский союз. Цесис. В коробке, с сертификатом ; 2001 ;  ; Ag ; Proof ; 45 ; shais1 ; 2319 
 3410 ; Жетон. UNESCO. Окружающая среда. Чернобыль. В конверте ; 1991 ;  ; Би/м ; AU ; 81 ; verunk1 ; 273 
 3411 ; Набор монет Швеции: 10, 5,1 крона, 50 эре (4шт)+ Жетон. Упаковка ; 1992 ;  ; Cu-Ni,Cu-Zn,Br ; Unc ; 104 ; dsp ; 253 
 3412 ; Набор монет США "200 лет Независимости 1776-1976": 1,1/2,1/4 доллара (3шт). С сертификатом ; 1976S ;  ; Ag ; Proof-Like ; 37 ; veter 9 ; 1271 
 3413 ; Набор монет США "200 лет Независимости 1776-1976": 1,1/2,1/4 доллара (3шт). С сертификатом ; 1976S ;  ; Ag ; Proof-Like ; 45 ; Smit ; 1364 
 3414 ; Набор монет Швеции (Проба): 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт). Упаковка ; 2003 ;  ; Би/м,Лат ; Unc ; 30 ; wolikaz ; 520 
 3415 ; Набор монет Египта: 18шт ;  ;  ; Al,Al/Br ; F/XF- ; 37 ; spstudio ; 298 
 3416 ; Набор монет Аргентины (Чемпионат по футболу): 3шт ; 1978 ;  ; Латунь ; AU ; 26 ; Zesty ; 160 
 3417 ; Набор монет Израиля: 6шт ; 1948-1969 ;  ; Латунь,Cu-Ni ; AU ; 49 ; tss ; 170 
 3418 ; Набор монет Эстонии: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт). Пластиковая упаковка ; 2011 ;  ; Би/м,Лат,Cu/St ; AU ; 98 ; Sky2 ; 459 
 3419 ; Набор монет Израиля: 6шт ; 1970 ;  ; Латунь,Cu-Ni ; AU ; 82 ; olga42 ; 293 
 3420 ; Набор монет США "Штаты" с сертификатом: 1/4 доллара (5шт). В коробке ; 1999-2000 ;  ; Cu-Ni ; AU ; 122 ; dbnfvby ; 612 
 3421 ; Лот иностранных монет: Казахстан и США (4шт) ; 1971-1995 ;  ; Cu-Ni ; VF/XF ; 9 ; Sept09 ; 101 
 3422 ; Лот монет Островов Кука, Индонезии, Словении (5шт) ; 1994-2003 ;  ; лат, Al ; XF/AU ; 54 ; temichek ; 143 
 3423 ; Лот монет Дании: 25, 50 эре (9шт) ; 1990-2003 ;  ; Br ; VF/XF ; 23 ; pww78 ; 90 
 3424 ; Лот монет Швеции, Италии и Испании: 3шт ; 1971-1985 ;  ; Cu-Ni,St ; VF/XF ; 13 ; Enter ; 38 
 3425 ; Лот монет Мексики: 2шт ; 1964,1970 ;  ; Cu-Ni,Br ; VF/VF+ ; 16 ; Юбер ; 108 
 3426 ; Лот монет США: 2шт ;  ;  ; Cu-Ni,Ag ; F+/F-VF ; 67 ; vic2 ; 112 
 3427 ; Лот монет Австралии: 3шт ; 1961-1977 ;  ; Cu-Ni,Br ; VF+/XF ; 32 ; vc57 ; 227 
 3428 ; Лот монет Доминиканы: 2шт ; 1967-1973 ;  ; Cu-Ni ; VF/VF+ ; 23 ; Нэд Огл ; 100 
 3429 ; Лот монет Кубы: 2шт ; 1915-1949 ;  ; Ag ; VF-/VF ; 56 ; zx123 ; 368 
 3430 ; Лот монет Великобритании и Тайланда: 3шт ;  ;  ; Cu-Ni ; VF/VF+ ; 43 ; Нэд Огл ; 135 
 3431 ; Лот монет Польши: 2шт ; 1965 ;  ; Cu-Ni ; VF-/VF ; 7 ; МНП68 ; 136 
 3432 ; Лот монет Румынии: 7шт ; 1941-1994 ;  ; Cu-Ni,Al ; VF/VF+ ; 31 ; zx123 ; 151 
 3433 ; Лот монет Югославии: 7шт ; 1953-1973 ;  ; Лат,Al ; VF-/VF ; 38 ; Sept09 ; 71 
 3434 ; Лот монет Швейцарии: 4шт ; 1968-1981 ;  ; Лат,Cu-Ni ; VF-/VF+ ; 8 ; Sept09 ; 168 
 3435 ; Лот монет Люксембурга: 7шт ; 1946-1986 ;  ; Лат,Cu-Ni,Al ; VF-/VF+ ; 10 ; Sept09 ; 123 
 3436 ; Лот монет Испании: 10шт ; 1957-1997 ;  ; Лат,Cu-Ni,Al ; VF-/VF+ ; 39 ; Нэд Огл ; 104 
 3437 ; Лот монет Англии: 8шт ; 1913-1963 ;  ; Br,Cu-Ni,Ni-лат ; F-VF/VF ; 69 ; Pushan ; 162 
 3438 ; Лот монет Германии и Веймара: 10шт ; 1909-1941 ;  ; Zn,Br,Al,Лат ; F+/VF- ; 39 ; Хакас ; 444 
 3439 ; Лот монет Японии (2МВ): 5шт ; 1940-1944 ;  ; Zn,Al ; VF-/VF ; 27 ; ВМШ ; 164 
 3440 ; Лот монет Кореи (Северная и Южная): 9шт ; 20 век ;  ; Лат,Cu-Ni,Al ; VF+/XF ; 9 ; zx123 ; 139 
 3441 ; Лот монет Франц. Индо-Китая, Вьетнама, Китая, Тайвани: 8шт ; 20 век ;  ; Cu-Ni,Al ; F-VF/VF+ ; 60 ; М662 ; 213 
 3442 ; Лот монет Египта (Фарух): 4шт ; 1937-1950 ;  ; Cu-Ni,Br ; F-VF/VF ; 16 ; MDV ; 167 
 3443 ; Лот монет Мозамбика: 5шт ; 1994 ;  ; Лат,Cu-Ni ; XF/AU ; 29 ; Sept09 ; 153 
 3444 ; Лот монет Центральной Африки, Франц. Западная Африка, Гана, Бурунди: 5шт ; 1956-1993 ;  ; Лат,Cu-Ni,Al ; VF-/XF ; 23 ; temichek ; 166 
 3445 ; Лот монет Аргентины, Чили, Фолклендских островов: 7шт ; 1952-1995 ;  ; Лат,Cu-Ni,Br ; VF/VF+ ; 34 ; temichek ; 135 
 3446 ; Лот монет Парагвая, Уругвая, Перу и Суринама: 9шт ; 1965-1998 ;  ; Лат,Cu-Ni ; VF/XF ; 91 ; Sept09 ; 148 
 3447 ; Лот монет США: 1 цент (12шт) ; 1970-1981 ;  ; Cu-Zn ; VF-/XF ; 12 ; десант ; 102 
