 5868 ; Бона иностранная ;  ;  ;  ;  ; 33 ; VOLKODAVS5 ; 147 
 5097 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 57 ; Тульма ; 1222 
 5098 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 22 ; Тульма ; 1026 
 5099 ; соединенный заем г. Санкт-Петербург. Облигация ; 1908 ;  ;  ;  ; 36 ; андрей1957 ; 633 
 5100 ; Закладной лист ; 1898 ;  ;  ;  ; 20 ; indexio ; 508 
 5101 ; 1000 карбованцев ; 1918 ; Украина.Знак Державноi скарбицi ;  ;  ; 39 ; картуш ; 816 
 5102 ; 1000 карбованцев ; 1918 ; Украина.Знак Державноi скарбицi ;  ;  ; 22 ; картуш ; 510 
 5103 ; 1000 рублей ; 1919 ;  ;  ;  ; 15 ; скорпион_48 ; 408 
 5104 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 13 ; Postevoy78 ; 259 
 5105 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 15 ; ъхз ; 305 
 5106 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 13 ; Чародей ; 407 
 5107 ; 3 рубля (2 шт) ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;   ; 16 ; aleantf ; 71 
 5108 ; 5 рублей (2 шт) ; 1909 ; Денежные знаки ;  ;   ; 9 ; НЗ ; 71 
 5109 ; 5 рублей (2 шт) ; 1909 ; Денежные знаки ;  ;   ; 11 ; НЗ ; 87 
 5110 ; 10 рублей (2 шт) ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;   ; 19 ; aleantf ; 71 
 5111 ; 10 рублей (2 шт) ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;   ; 8 ; kolbur ; 78 
 5112 ; Талоны 2 шт. ;  ;  ;  ;  ; 7 ; lalula ; 101 
 5113 ; Купоны 72 шт. ; 1908 ;  ;  ;  ; 12 ; пасечник ; 128 
 5114 ; 50 рублей ; 1918 ; 5% краткосрочное обязательство ;  ;  ; 32 ; Guerras ; 800 
 5115 ; 50 рублей ; 1918 ; 5% краткосрочное обязательство ;  ;  ; 17 ; Майкл ; 663 
 5116 ; 1000 рублей ; 1918 ; 5% краткосрочное обязательство ;  ;  ; 45 ; market_spb ; 1259 
 5117 ; 50 рублей ; 1918 ; 5% краткосрочное обязательство ;  ;  ; 12 ; ZIMOGOR ; 408 
 5118 ; 50 рублей ; 1918 ; 5% краткосрочное обязательство ;  ;  ; 15 ; синий ; 516 
 5119 ; 500 рублей ; 1918 ; 5% краткосрочное обязательство ;  ;  ; 40 ; market_spb ; 921 
 5120 ; 500 рублей ; 1918 ; 5% краткосрочное обязательство ;  ;  ; 32 ; Sky2 ; 1206 
 5301 ; Лот бон 5 шт. 1/2, 1, 3, 5, 10 рублей ; 1898-1909 ;  ;  ;  ; 20 ; lalula ; 395 
 5302 ; Лот бон 14 шт. 1/2, 1, 5, 10 рублей ; 1898-1909 ;  ;  ;  ; 21 ; Алек ; 772 
 5303 ; Лот бон 3 шт. 250 и 1000 рублей ; 1917 ;  ;  ;  ; 58 ; ирренн ; 642 
 5304 ; Лот бон 2 шт. 1000 рублей ; 1918 ;  ;  ;  ; 21 ; alex241 ; 157 
 5305 ; Лот бон 5 шт. 15,60,250,500,1000 рублей ; 1919 ;  ;  ;  ; 43 ; edik.tar ; 1134 
 5306 ; Лот бон 8 шт. 20 рублей ;  ;  ;  ;  ; 35 ; синий ; 128 
 5307 ; Лот бон 12 шт. 20 и 40 рублей ;  ;  ;  ;  ; 17 ; Алек ; 246 
 5308 ; Лот бон 6 шт. 1,3,100,500,1000 рублей ; 1921 ;  ;  ;  ; 53 ; market_spb ; 1572 
 5309 ; 500 рублей ; 1919 ; Грузия ;  ;  ; 19 ; cochu ; 442 
 5310 ; Лот бон 12 шт. 1,3,5,10,50 рублей ; 1991-1992 ;  ;  ;  ; 19 ; Cosmos ; 554 
 5311 ; Лот бон 9 шт. 5,100,200,500,1000 рублей ; 1993-1997 ;  ;  ;  ; 17 ; aniki-niki ; 738 
 5312 ; 50000 рублей ; 1994 ; банкнота ;  ;  ; 46 ; Numizmat2013 ; 2040 
 5313 ; 50000 рублей ; 1994 ; банкнота ;  ;  ; 34 ; victorsa ; 1479 
 5314 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 36 ; indexio ; 179 
 5315 ; Лот бон 2 шт. 50 рублей (Коншин,Шипов) ; 1899 ;  ;  ;  ; 23 ; Алек ; 1023 
 5316 ; Лот деньги-марки 8 шт ;  ;  ;  ;  ; 14 ; Sky2 ; 378 
 5317 ; Лот деньги-марки 4 шт ;  ;  ;  ;  ; 21 ; victorsa ; 465 
 5318 ; Лот бон 3 шт. 25,500,1000 рублей ; 1918 ;  ;  ;  ; 15 ; svv ; 359 
 5319 ; Лот бон 3 шт. 100,500,5000 рублей ; 1921 ;  ;  ;  ; 24 ; Алек ; 411 
 5320 ; Лот бон 2 шт. 1 и 25 рублей ; 1923 ;  ;  ;  ; 24 ; ac ; 1121 
 5321 ; 5 рублей ; 1934 ; Гос.казначейские билеты ;  ;  ; 48 ; картуш ; 793 
 5322 ; 5 рублей ; 1947 ; Гос.казначейский билет ;  ;  ; 46 ; alik434 ; 2021 
 5323 ; 25 рублей ; 1947 ; билет ;  ;  ; 47 ; Алек ; 806 
 5324 ; Лот бон 2 шт. 5 и 10 рублей ; 1947 ;  ;  ;  ; 16 ; Slonik ; 855 
 5325 ; Лот чеков на 2 и 5 копеек ;  ;  ;  ;  ; 18 ; altunin ; 128 
 5326 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 19 ; Vitaly26 ; 79 
 5047 ; 3 копейки. Алтайский губсоюз ;  ;  ;  ;  ; 24 ; alex.141 ; 816 
 5048 ; 5 копеек. Алтайский губсоюз ;  ;  ;  ;  ; 11 ; alex.141 ; 816 
 5049 ; 50 рублей Кисловодск ; 1918 ;  ;  ;  ; 12 ; liderssen ; 816 
 5050 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 20 ; nils5 ; 155 
 5051 ; 1000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 15 ; adelante ; 108 
 5052 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 14 ; andrets ; 110 
 5053 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 14 ; РОМАШКА ; 110 
 5054 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 15 ; andrets ; 104 
 5055 ; 10 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 13 ; бортик ; 155 
 5056 ; 25 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 38 ; adelante ; 257 
 5057 ; 50 рублей ; 1918 ; Закавказье ;  ;  ; 22 ; altunin ; 555 
 5058 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 25 ; andrets ; 116 
 5059 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 11 ; alex241 ; 116 
 5060 ; 10 рублей. Одесса ; 1917 ;  ;  ;  ; 15 ; bonipari ; 1427 
 5061 ; 5 рублей ; 1918 ;  ;  ;  ; 19 ; alik434 ; 357 
 5062 ; 100 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 10 ; natalka0909 ; 83 
 5063 ; 100 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 10 ; 7755 ; 77 
 5064 ; 100 рублей ; 1918 ; Закавказье ;  ;  ; 35 ; Чародей ; 508 
 5065 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 12 ; ac ; 123 
 5066 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 14 ; Artemon ; 124 
 5067 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 17 ; Ксения ; 122 
 5068 ; 10 рублей ; 1918 ; Закавказье ;  ;  ; 16 ; altunin ; 453 
 5069 ; 10 марок золотом ; 1898 ; Финляндия билет ;  ;  ; 24 ; unkas79 ; 1599 
 5070 ; 25 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 11 ; ctepanovich ; 849 
 5071 ; 100000 рублей ; 1922 ; Азербайджан ;  ;  ; 10 ; cochu ; 302 
 5072 ; 1 рубль ; 1898 ; Плеске. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 16 ; WOLSCHARA ; 165 
 5073 ; 100 рублей ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 36 ; alik434 ; 1530 
 5074 ; 25000 рублей ; 1921 ; Азербайджан ;  ;  ; 15 ; Чародей ; 508 
 5075 ; 50000 рублей ; 1921 ; Азербайджан ;  ;  ; 17 ; cochu ; 302 
 5076 ; 5000 рублей ; 1921 ; Азербайджан ;  ;  ; 28 ; unkas79 ; 680 
 5077 ; 5000000 рублей ; 1923 ; Азербайджан ;  ;   ; 58 ; masterovoi ; 726 
 5078 ; 250 рублей ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 14 ; ac ; 713 
 5079 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 8 ; mwd ; 151 
 5080 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 15 ; нв1975 ; 148 
 5081 ; 5 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 8 ; t_v_v ; 57 
 5082 ; 1000 рублей ; 1920 ; Грузия ;  ;  ; 15 ; Чародей ; 500 
 5083 ; 10 червонцев ; 1937 ; Билет ;  ;  ; 19 ; картуш ; 407 
 5084 ; 10 червонцев ; 1937 ; Билет ;  ;  ; 16 ; картуш ; 407 
 5085 ; 5000 рублей ; 1921 ; Грузия ;  ;  ; 14 ; Чародей ; 506 
 5086 ; 1 червонец ; 1937 ; Билет ;  ;  ; 15 ; nils5 ; 453 
 5087 ; 250 рублей ; 1920 ; Денежные знаки. Кубанское Краевое правительство ;  ;  ; 33 ; SANGOLD1 ; 1312 
 5088 ; 3 рубля. Бежицкий Ц.Р.К. ;  ;  ;  ;  ; 24 ; alex.141 ; 815 
 5089 ; 5000 рублей. Благовещенск ; 1920 ;  ;  ;  ; 40 ; market_spb ; 1813 
 5090 ; 10 рубей. Познань ; 1916 ;  ;  ;  ; 23 ; max2008 ; 816 
 5091 ; 25 рублей ; 1918 ; Чек. Со штампом регистрации. Мурманск ;  ;  ; 11 ; я8844 ; 1557 
 5092 ; 1000 рублей ; 1920 ; Азербайджан ;  ;  ; 42 ; peter-777 ; 816 
 5093 ; 25 рублей. Познань ; 1916 ;  ;  ;  ; 21 ; unkas79 ; 791 
 5094 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ; XF ; 58 ; Семирек ; 2074 
 5095 ; 500000 рублей ; 1995 ; банкнота ;  ;  ; 43 ; strutikut ; 16830 
 5096 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 10 ; ac ; 612 
 4111 ; Лот монет Великобритании: 1/2 кроны (6шт). Все разные ; 1947-1967 ;  ; Cu-Ni ; VF/VF+ ; 18 ; Алек ; 227 
 4112 ; Лот монет Великобритании: 1/2 пенни (20шт). Все разные ; 1891-1967 ;  ; Br ; F/VF-XF ; 36 ; Алек ; 357 
 4113 ; Лот монет Франции: 45шт ;  ;  ; Cu-Ni,Al/Br ; VF-XF/XF+ ; 23 ; aziya11 ; 161 
 4114 ; Лот монет Великобритании: 2 шиллинга (15шт). Все разные ; 1947-1967 ;  ; Cu-Ni ; VF/XF ; 17 ; maleevsw ; 465 
 5001 ; 1 копейка ; 1917 ; Деньги-марки ;  ;  ; 34 ; nils5 ; 263 
 5002 ; 2 копейки ; 1917 ; Деньги-марки ;  ;  ; 20 ; nils5 ; 204 
 5003 ; 3 копейки ; 1915 ; Деньги-марки ;  ;  ; 23 ; РОМАШКА ; 99 
 5004 ; 10 копеек ; 1915 ; Деньги-марки ;  ;  ; 19 ; natalka0909 ; 77 
 5005 ; 15 копеек ; 1915 ; Деньги-марки ;  ;  ; 17 ; mwd ; 91 
 5006 ; 20 копеек ; 1915 ; Деньги-марки ;  ;  ; 20 ; natalka0909 ; 82 
 5007 ; 50 рублей ; 1920 ; Расчетные знаки РСФСР образца 1920 г. ;  ;  ; 38 ; alik434 ; 211 
 5008 ; 5 копеек ; 1920 ; Латвия. Разменный знак ;  ;  ; 17 ; bonipari ; 327 
 5009 ; 50 копеек ; 1919 ; Грузия ;  ;  ; 19 ; mwd ; 198 
 5010 ; 1 копейка ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 34 ; edik.tar ; 270 
 5011 ; 3 копейки ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 22 ; Postevoy78 ; 227 
 5012 ; 5 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 9 ; бортик ; 128 
 5013 ; 15 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 45 ; Zubrstroy ; 510 
 5014 ; 1000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 25 ; mwd ; 152 
 5015 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 32 ; Zubrstroy ; 501 
 5016 ; 1 карбованец ; 1942 ;  ;  ;  ; 20 ; bva150979 ; 1071 
 5017 ; 50 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 9 ; edik.tar ; 138 
 5018 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 13 ; 7755 ; 160 
 5019 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 26 ; Семирек ; 567 
 5020 ; 5 рублей ; 1934 ; Гос.казначейские билеты ;  ;  ; 24 ; ZIMOGOR ; 236 
 5021 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 13 ; Slonik ; 151 
 5022 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 28 ; sergfokin ; 410 
 5023 ; 10000 рублей ; 1995 ; банкнота ;  ;  ; 21 ; victorsa ; 669 
 5024 ; 500 рублей ; 1920 ;  ;  ;  ; 29 ; Чародей ; 504 
 5025 ; 25000 рублей ; 1922 ; Армения ;  ;  ; 13 ; Александр007 ; 237 
 5026 ; 1 червонец ; 1937 ; Билет ;  ;  ; 9 ; 333985 ; 194 
 5027 ; 1 червонец ; 1937 ; Билет ;  ;  ; 49 ; димон 71 ; 234 
 5028 ; 100 рублей. Юденич ; 1919 ;  ;  ;   ; 41 ; картуш ; 1011 
 5029 ; 100 рублей ; 1919 ; Туркестан ;  ;  ; 25 ; Александр007 ; 322 
 5030 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 20 ; nils5 ; 102 
 5031 ; 500 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 18 ; ac ; 614 
 5032 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 21 ; bonipari ; 228 
 5033 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 12 ; adelante ; 96 
 5034 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 5 ; natalka0909 ; 101 
 5035 ; 25 рублей ; 1947 ; билет ;  ;  ; 16 ; ALEX150 ; 457 
 5036 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 17 ; Artemon ; 115 
 5037 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 13 ; валери ; 123 
 5038 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 13 ; валери ; 124 
 5039 ; 25 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 13 ; natalka0909 ; 104 
 5040 ; 25 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 14 ; nils5 ; 255 
 5041 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 13 ; jesi ; 310 
 5042 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 5 ; 333985 ; 181 
 5043 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 7 ; indexio ; 222 
 5044 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 15 ; бортик ; 340 
 5045 ; 1 рубль Красноярск ;  ;  ;  ;  ; 19 ; я8844 ; 238 
 5046 ; 25 рублей ; 1919 ; Азербайджан ;  ;  ; 11 ; liderssen ; 516 
 4061 ; Лот монет ЮАР: 5шт ;  ;  ; Br,Cu-Ni ; VF+/XF ; 13 ; 2128508 ; 153 
 4062 ; Лот монет США (5шт): 5 центов ; 2004-2006 ;  ; Cu/Ni ; XF ; 28 ; kornum ; 255 
 4063 ; Лот монет Азии и Африки: 3шт ;  ;  ; Cu-Ni,Би/м,Лат ; VF+/XF ; 14 ; OVK ; 211 
 4064 ; Лот монет Словакии: 50,20,10 хеллеров (4шт) ; 1939-1943 ;  ; Cu-Ni,Br,Al ; F-VF/VF- ; 34 ; vb96 ; 512 
 4065 ; Лот монет Чехословакии: 1 крона, 50,20,10 хеллеров (5шт) ; 1934-1951 ;  ; Br,Al ; VF ; 22 ; vb96 ; 332 
 4066 ; Лот монет Острова Мэн: 1,2,5,10 пенсов (7шт) ; 1976-2000 ;  ; Cu-Ni,Br ; VF/XF- ; 19 ; t_v_v ; 275 
 4067 ; Лот монет Чехословакии (12шт): 1 крона ; 1937-1991 ;  ; Cu/Ni,Al/Br ; VF-/VF- ; 11 ; Tank80 ; 101 
 4068 ; Лот монет Туниса (8шт): 1,1/2 динара ; 20в ;  ; Cu/Ni ; VF/XF- ; 11 ; Taras58 ; 181 
 4069 ; Лот монет Европы (7шт) ; 1953-2005 ;  ; Al, Cu-Ni, ж/м ; VF/XF ; 18 ; Хаа ; 113 
 4070 ; Лот монет Италии (6шт): 1000,500,200,100,50 лир ; 1978-1997 ;  ; Би/м,St ; XF ; 12 ; cherenko-1982 ; 102 
 4071 ; Лот монет Австралии (10шт): 50,20,10,5,1 цент ; 1967-1995 ;  ; Cu/Ni,Br ; VF/VF+ ; 15 ; Agava ; 169 
 4072 ; Лот монет Новой Зеландии (11шт): 6,3 пенсов, 1,1/2 пенни ; 1944-1945 ;  ; Cu/Ni,Br ; F-VF/VF ; 14 ; Алек ; 349 
 4073 ; Лот монет Тайланда (14шт): 1 бат, 50,25,10,5 сатанг ; 1946-1993 ;  ; Cu/Ni,Al/Br ; VF-/XF ; 11 ; Алек ; 222 
 4074 ; Лот монет Сербии и Югославии (10шт): 1 динар ; 1942-1983 ;  ; Cu/Ni,Zn ; F/VF ; 13 ; DVZ ; 105 
 4075 ; Лот монет Финляндии: 1 марка (9шт) ; 1980-1988 ;  ; Cu-Ni ; XF/AU ; 29 ; andy2012 ; 155 
 4076 ; Лот монет Великобритании (3шт): 2 шиллинга, 1 шиллинг (английский и шотландский) ; 1947 ;  ; Cu/Ni ; VF+ ; 20 ; maleevsw ; 200 
 4077 ; Лот монет иностранных: 7шт ;  ;  ; Br ; XF+/AU ; 14 ; Tank80 ; 161 
 4078 ; Лот монет Ирландии: 1,2,10 пенсов (3шт) ; 1980-1998 ;  ; Cu-Ni,Br ; VF/XF- ; 16 ; бортик ; 125 
 4079 ; Лот монет Европы (5шт) ; 1982-2006 ;  ; Cu-Ni, Al/Br, ж ; VF/XF- ; 29 ; Алек ; 113 
 4080 ; Лот монет Франции (11шт): 5 сантимов ; 1855,1856-разные буквы ;  ; Cu ; F/F+ ; 23 ; Emv ; 240 
 4081 ; Лот монет США (10шт): 1 цент ; 1913-1987 ;  ; Cu ; VF/VF+ ; 23 ; indigo-rus ; 204 
 4082 ; Лот монет Франции (11шт): 10 сантимов ; 1855,1856-разные буквы ;  ; Cu ; F/F+ ; 22 ; Vitaly26 ; 217 
 4083 ; Лот монет Тайланда: 6шт ;  ;  ; Al/Br,би/м,Cu-N ; XF ; 7 ; Серж PirGS ; 72 
 4084 ; Лот монет Кипра (7шт): 20,10,2,1 цент ; 1990-1994 ;  ; Лат ; VF/VF+ ; 9 ; Agava ; 51 
 4085 ; Лот монет Австрии: 10,5,1 шиллинг, 50,10 грошей (5шт) ; 1969-1995 ;  ; Al/Br,Al,Cu-Ni ; VF+/XF ; 18 ; syslik ; 50 
 4086 ; Лот монет мира (20шт) ; 19,20 век ;  ; Br,Cu-Ni,Al,Zn ; F+/AU ; 29 ; Tank80 ; 113 
 4087 ; Лот монет Исландии: 10,1 крона, 10,5 аурар (7шт) ; 1969-1987 ;  ; Лат,Br,Cu-Ni ; VF+/XF ; 18 ; Tank80 ; 83 
 4088 ; Лот монет Гернси: 1/2,1,2,10 пенсов (9шт) ; 1971-1999 ;  ; Cu-Ni,Br ; VF/XF- ; 33 ; Алек ; 204 
 4089 ; Лот монет Египта: 9шт ;  ;  ; Al/Br,Cu-Ni ; VF+/XF ; 19 ; syslik ; 76 
 4090 ; Лот монет Сингапура (9шт): 1 доллар, 50,20,5,1 цент ; 1987-1997 ;  ; Cu/Ni,Al/Br,Cu ; VF+/XF ; 15 ; Agava ; 113 
 4091 ; Лот монет Латвии: 2,1 евро, 50,2,10,5,2,1 евроцент (8шт) ; 2014 ;  ; Би/м,Cu/St,Лат ; AU ; 28 ; Agava ; 408 
 4092 ; Лот монет Югославии (4шт): 10 динар ; 1976-1980 ;  ; Cu/Ni,Zn ; VF/VF+ ; 9 ; syslik ; 34 
 4093 ; Лот монет Бельгии (12шт): 10,1 франк ; 1923-1991 ;  ; Cu/Ni,Zn ; F+/VF+ ; 35 ; Алек ; 102 
 4094 ; Лот монет Турции: 12шт ;  ;  ; cu-Ni-Zn,Al,Br ; XF/AU ; 19 ; kornum ; 206 
 4095 ; Лот юбилейных монет Польши (17шт): 2 злотых ; 2010-2013 ;  ; Лат ; AU ; 34 ; aziya11 ; 694 
 4096 ; Лот монет Швеции (34шт) ; 1942-1950 ;  ; Fe ; VF ; 46 ; aziya11 ; 297 
 4097 ; Лот монет Индии: 14шт ;  ;  ; Al,Cu-Ni ; F/AU ; 69 ; Хаа ; 275 
 4098 ; Лот монет Великобритании: 20шт ;  ;  ; Br ; F-VF/VF-XF ; 15 ; Хемуль ; 67 
 4099 ; Лот монет Великобритании: 1 пенни (10шт) ;  ;  ; Br ; F-VF/VF ; 19 ; KNK ; 147 
 4100 ; Лот евроцентов: 20шт ;  ;  ; Cu/St ; VF/XF ; 8 ; syslik ; 92 
 4101 ; Лот монет Великобритании: 15шт ;  ;  ; Cu-Ni ; VF/XF- ; 22 ; Хемуль ; 102 
