 5824 ; Ценная бумага Германия ;  ;  ;  ;  ; 14 ; tikhomirius ; 141 
 5013 ; 50 пенни ; 1919 ; Эстония ;  ;  ; 7 ; 333985 ; 114 
 5014 ; 1 марка ; 1916 ; Финляндия билет ;  ;  ; 15 ; скорпион_48 ; 122 
 5015 ; 250 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 17 ; bonipari ; 266 
 5016 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 25 ; xoron666 ; 82 
 5017 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 24 ; sahakala ; 114 
 5018 ; 2 гривны ; 1918 ; Украина.Державный Кредитовий бiлет. ;  ;  ; 19 ; АЛАН-ШИРЕР ; 100 
 5019 ; 100 рублей. Чита ; 1920 ;  ;  ;  ; 18 ; Aleech ; 555 
 5020 ; 1 марка. Ковно ; 1918 ;  ;  ;  ; 22 ; ЛАВ-13 ; 522 
 5021 ; 50 копеек. Познань ; 1916 ;  ;  ;  ; 25 ; $$$ ; 201 
 5022 ; 10 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 21 ; GERo ; 240 
 5023 ; 25 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 11 ; АЛАН-ШИРЕР ; 120 
 5024 ; 25 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 10 ; tdmnogopiwa ; 129 
 5025 ; 500 рублей. Чита ; 1920 ;  ;  ;  ; 13 ; 333985 ; 408 
 5026 ; 5000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 15 ; ЛАВ-13 ; 417 
 5027 ; 10000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 38 ; Vb[fksx ; 707 
 5028 ; 50 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 20 ; intelligent4 ; 202 
 5029 ; 100 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 16 ; GERo ; 189 
 5030 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 12 ; Trien ; 191 
 5031 ; 10 рублей ; 1954 ;  ;  ;  ; 7 ; luchsva ; 101 
 5032 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 13 ; 21011984andrei ; 51 
 5033 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 25 ; Запруда ; 116 
 5034 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 10 ; 4758 ; 53 
 5035 ; 20 марок. Ковно ; 1918 ;  ;  ;  ; 28 ; ЛАВ-13 ; 510 
 5036 ; 10 рублей. Познань ; 1916 ;  ;  ;  ; 35 ; unkas79 ; 725 
 5037 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 23 ; Trien ; 145 
 5038 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 32 ; GERo ; 132 
 5039 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 43 ; viktor2205 ; 156 
 5040 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 15 ; Кипер ; 100 
 5041 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 38 ; sahakala ; 255 
 5042 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 30 ; АЛАН-ШИРЕР ; 214 
 4087 ; Набор монет Финляндии: 5,1 марка, 50,20,10,5 пенни (6шт). Пластиковая упаковка ; 1985 ;  ; Al/Br,Cu-Ni,Al ; AU ; 6 ; boroda ; 216 
 4088 ; Набор монет Финляндии: 5,1 марка, 50,20,10,5 пенни (6шт). Пластиковая упаковка ; 1984 ;  ; Al/Br,Cu-Ni,Al ; AU ; 16 ; boroda ; 226 
 4089 ; Набор монет Финляндии: 5,1 марка, 50,20,10,5 пенни (6шт). Пластиковая упаковка ; 1980 ;  ; Al/Br,Cu-Ni,Al ; AU ; 9 ; boroda ; 216 
 4090 ; Набор монет Финляндии: 5,1 марка, 50,20,10,5 пенни (6шт). Пластиковая упаковка ; 1981 ;  ; Al/Br,Cu-Ni,Al ; AU ; 11 ; boroda ; 216 
 4091 ; 10 евро. Финляндия. Туве Янссон. Буклет ; 2004 ;  ; Ag ; Proof-Like ; 29 ; nikfed ; 1497 
 4092 ; Набор монет Мальты: 2,1 евро, 50,20,10,5,2,1 евроцент (9шт) + жетон. Коробка ; 2013 ;  ; Би/м,Лат,Cu/St ; AU ; 37 ; LEXAI ; 1224 
 4093 ; Набор монет Фнляндии: 10,5,1 марки, 50,10 пенни (5шт) + жетон. Буклет ; 1995 ;  ; Би/м,Al/Br,Cu-N ; Unc ; 15 ; LEXAI ; 344 
 4094 ; Набор монет США: 1 доллар, 1/2 доллара, 5,1 центов, 1 дайм (5шт). Пластиковая упаковка ; 2000S ;  ; Cu-Ni, Cu-Zn, л ; Proof ; 35 ; banks ; 356 
 4095 ; Набор монет Финляндии: 5,1 марка, 50,20,10,5 пенни (6шт). Пластиковая упаковка ; 1980 ;  ; Al/Br,Cu-Ni,Al ; AU ; 11 ; Vanka ; 211 
 4096 ; Набор монет Бельгии "50 лет телевидению": 2,1 евро, 50,20,10,5,2,1 евроцентов, жетон (9шт). Упаковка ; 2003 ;  ; Би/м, Cu/St, ла ; Unc/AU ; 28 ; Фома ; 588 
 4097 ; Набор монет США "Филадельфия": 1 доллар, 1/2 доллара, 1/4 доллара, 5,1 цент, 1 дайм (18шт). Упаковка ; 2009 ;  ; Cu-Ni, Cu-Zn, л ; Unc ; 27 ; kostja1111 ; 569 
 4098 ; Набор монет США "Филадельфия": 1 доллар, 1/2 доллара, 1/4 доллара, 5,1 цент, 1 дайм (14шт). Упаковка ; 2011 ;  ; Cu-Ni, Cu-Zn, л ; Unc ; 18 ; Baikal ; 485 
 4099 ; Набор монет Сан-Марино: 5 евро, 2,1 евро, 50,20,10,5,2,1 евроцент (9шт). Буклет, упаковка ; 2006 ;  ; Ag,Би/м,Лат,Cu/ ; AU ; 45 ; mr. Krab$ ; 3341 
 4100 ; Набор монет США "Денвер": 1 доллар, 1/2 доллара, 1/4 доллара, 5,1 цент, 1 дайм (14шт). Упаковка ; 2011 ;  ; Cu-Ni, Cu-Zn, л ; Unc ; 28 ; Кипер ; 453 
 4101 ; Лот монет ФРГ: 5, 2, 1 марка, 50, 10, 5, 2, 1 пфеннинг. В упаковке ; 1974J ;  ; Ag,Cu-Ni,Br,Лат ; Proof ; 45 ; omahalov ; 1665 
 4102 ; Набор монет Австралии (6шт): 50,20,10,5,2,1 цент. В пластиковой капсуле, с сертификатом ;  ;  ; Cu/Ni,Br ; Proof ; 49 ; avstraliez2 ; 956 
 4103 ; Набор монет Японии (7шт): 500,100,50,10,5,1 йена+Жетон. В пластиковой капсуле, с сертификатом ; 1983 ;  ; Cu/Ni,Al,Лат ; Unc ; 26 ; paweka1 ; 434 
 4104 ; Набор монет Фиджи (6шт): 50,20,10,5,2,1 цент. Упаковка ; 1978 ;  ; Cu/Ni,Br ; Unc ; 31 ; strutikut ; 278 
 4105 ; Набор монет Венгрии: 10,5,2,1 форинт, 50,20,10,5,2 филлера (9шт). Упаковка ; 1975 ;  ; Al,Cu-Ni,Cu-Zn ; XF/AU ; 30 ; dencon ; 427 
 4106 ; Набор монет Австралии (6шт): 50,20,10,5,2,1 цент. В альбоме ; 1975 ;  ; Cu/Ni,Br ; XF ; 27 ; paweka1 ; 334 
 4107 ; Набор монет Японии (5шт): 100,50,10,5,1 йена. Упаковка ; 1975 ;  ; Cu/Ni,Br ; XF ; 18 ; banks ; 281 
 4108 ; Набор монет Островов Кука (7шт): 1 доллар, 50,20,10,5,2,1 цент. Упаковка ; 1972 ;  ; Cu/Ni,Br ; AU ; 31 ; СТРЕКОЗА ; 720 
 4109 ; Набор монет Кипра (4шт): 100,50,25,5 центов ; 1979 ;  ; Cu/Ni,Br ; XF ; 9 ; banks ; 153 
 4110 ; Лот монет Финляндии: 200 марок (5шт) ; 1956,1957 ;  ; Ag ; XF/AU ; 39 ; себер ; 862 
 4111 ; Лот монет Финляндии: 200 марок (7шт) ; 1956,1957,1958 ;  ; Ag ; XF/AU ; 37 ; Stanislavskiy-89 ; 1275 
 4112 ; Лот монет Финляндии: 5, 1  марка, 25, 10, 5 пенни (18шт) ; 1919-1965 ;  ; Al/Br,Cu,Ni ; VF+/XF ; 25 ; Опятор ; 155 
 4113 ; Лот монет Грузии: 6шт ; 1993-2006 ;  ; St,Cu-Ni,би/м ; VF+/XF ; 6 ; paweka1 ; 153 
 4114 ; Лот монет США: 19шт ;  ;  ; Cu-Ni ; VF-/VF+ ; 12 ; boltyshov ; 110 
 4115 ; Лот монет Великобритании: 2,1 шиллинг (2шт) ; 1949,1950 ;  ; Cu-Ni ; VF- ; 19 ; kornum ; 73 
 4116 ; Лот монет иностранных и СССР + 1 жетон: 8шт ;  ;  ; Cu-Ni,Al,Al/Br ; VF/VF+ ; 21 ; Flagman ; 255 
 4117 ; Лот монет Канады (10шт): 25 центов ; 1999-2011 ;  ; Cu/Ni,краска ; AU ; 28 ; sibirian ; 328 
 4118 ; Лот монет США: 1/2 доллара (2шт) ; 2011P,D ;  ; Cu-Ni ; AU ; 21 ; boltyshov ; 92 
 4119 ; Лот монет Литвы: 16шт ;  ;  ; Al,лат,Br ; VF-/VF ; 10 ; ewgen ; 51 
 4120 ; Лот монет США: 10шт ;  ;  ; Br ; VF-/VF+ ; 13 ; indigo-rus ; 367 
 4121 ; Лот монет Норвегии: 15шт ;  ;  ; Cu-Ni,Br ; VF-/VF ; 25 ; Klin ; 126 
 4122 ; Лот монет Великобритании: 3,4 пенса (9шт) ; 1894-1933 ;  ; Ag ; F-VF/VF- ; 24 ; Emv ; 567 
 4123 ; Лот монет Тайланда: 10шт ;  ;  ; Cu-Ni ; VF/VF+ ; 13 ; Emv ; 21 
 4124 ; Лот монет Германии (5шт) ; 1874-1943 ;  ; Zn,Fe,Br ; F/F-VF ; 11 ; лайк ; 79 
 4125 ; Лот монет Швейцарии: 10шт ;  ;  ; Cu-Ni,Лат ; VF/VF+ ; 11 ; лайк ; 45 
 4126 ; Лот монет Польши: 17шт ;  ;  ; Cu-Ni,Al/Br ; VF/XF ; 14 ; Jiamer57rus ; 62 
 4127 ; Лот монет Великобритании: 11шт ;  ;  ; Cu-Ni,Br ; XF/AU ; 20 ; kornum ; 222 
 4128 ; Лот монет ФРГ: 5 пфеннигов (20шт) ;  ;  ; Al/Br ; VF+/XF ; 4 ; Skyline ; 58 
 4129 ; Лот монет Болгарии: 2,1 стотинки (30шт) ;  ;  ; Cu-Zn ; XF/AU ; 10 ; Чернов ; 34 
 4130 ; Лот монет США: 3шт ; 2005-2010 ;  ; Cu/St,би/м ; AU ; 14 ; boltyshov ; 51 
 4131 ; Лот иностранных монет (3шт) ; 1983,1991,2005 ;  ; Al,Al/Br,Cu ; VF/XF ; 5 ; Jiamer57rus ; 12 
 4132 ; Лот монет США (9шт): 1 цент ; 1930-1939 ;  ; Cu ; VF/VF+ ; 24 ; Моряк-собиратель ; 429 
 4133 ; Лот мз 2-х монет Польши (Гдыня и Варшава): 2 злотых ; 2013 ;  ; Латунь ; AU ; 19 ; Taras58 ; 105 
 4134 ; Лот монет Великобритании: 11шт ;  ;  ; Cu-Ni,Br ; VF-/VF-XF ; 17 ; gavrosh ; 79 
 4135 ; Лот монет Мексики: 3шт ; 2005-2009 ;  ; Би/м,Лат ; VF/VF+ ; 29 ; t_v_v ; 68 
 4136 ; Лот монет США (Штаты): 1/4 доллара (22шт) ; 1976-2008 ;  ; Cu-Ni ; VF/XF ; 16 ; ReSeRVeD ; 459 
 4037 ; Монетовидный жетон (1 унция меди). США ;  ;  ; Cu999 ; AU ; 17 ; Malysh ; 367 
 4038 ; 10 марок. Финляндия ; 1929 ;  ; Al/Br ; VF+ ; 19 ; Опятор ; 102 
 4039 ; 10 марок. Финляндия ; 1936 ;  ; Al/Br ; XF- ; 28 ; kornum ; 121 
 4040 ; 10 марок. Финляндия. Урхо Кекконен ; 1975 ;  ; Ag ; UNC/AU ; 17 ; Monata ; 465 
 4041 ; 1000 марок. Финляндия. 100 лет финской марке ; 1960 ;  ; Ag ; UNC/AU ; 53 ; артега ; 1271 
 4042 ; 200 марок. Финляндия ; 1956 ;  ; Ag ; AU ; 29 ; ТИПУН АЙХУН! ; 193 
 4043 ; 200 марок. Финляндия ; 1957 ;  ; Ag ; AU ; 20 ; kornum ; 186 
 4044 ; 200 марок. Финляндия ; 1958 ;  ; Ag ; AU ; 23 ; Stanislavskiy-89 ; 186 
 4045 ; 100 марок. Финляндия ; 1956 ;  ; Ag ; AU ; 25 ; Umbra500 ; 184 
 4046 ; 100 марок. Финляндия ; 1957 ;  ; Ag ; AU/XF ; 22 ; AlexanderF ; 183 
 4047 ; 1 марка. Финляндия ; 1964 ;  ; Ag ; XF ; 12 ; Tornado ; 102 
 4048 ; 1 марка. Финляндия ; 1965 ;  ; Ag ; XF+ ; 12 ; Malysh ; 113 
 4049 ; 1 марка. Финляндия ; 1966 ;  ; Ag ; XF ; 12 ; sova159 ; 84 
 4050 ; 1 марка. Финляндия ; 1968 ;  ; Ag ; XF ; 8 ; AlexanderF ; 80 
 4051 ; 25 пенни. Финляндия ; 1929 ;  ; Ni ; VF-XF ; 14 ; LAB-A ; 31 
 4052 ; 10 пенни. Финляндия ; 1941 ;  ; Cu ; Unc/AU ; 20 ; Notgelder ; 51 
 4053 ; 25 новых пенсов. Великобритания. Серебряный юбилей свадьбы Елизаветы II и принца Филиппа ; 1972 ;  ; Cu/Ni ; AU ; 29 ; страус ; 143 
 4054 ; 25 новых пенсов. Великобритания. Свадьба принца Чарльза и леди Дианы ; 1981 ;  ; Cu/Ni ; AU ; 23 ; aziya11 ; 167 
 4055 ; 25 новых пенсов. Великобритания. Серебряный юбилей правления ; 1977 ;  ; Cu/Ni ; AU ; 23 ; kost ; 100 
 4056 ; 1 крона. Великобритания. Черчилль ; 1965 ;  ; Cu/Ni ; XF ; 28 ; страус ; 132 
 4057 ; 10 центов. Бельгийское Конго ; 1928 ;  ; Cu/Ni ; VF-XF ; 33 ; Emv ; 184 
 4058 ; 1 франк. Бельгийское Конго ; 1926 ;  ; Cu/Ni ; VF ; 26 ; OVK ; 139 
 4059 ; 50 центов. Южная Африка ; 1968 ;  ; Cu/Ni ; AU ; 19 ; zx123 ; 113 
 4060 ; 3 пенса. Великобритания ; 1940 ;  ; Ag ; XF+ ; 21 ; SD315 ; 105 
 4061 ; 3 пенса. Великобритания ; 1941 ;  ; Ag ; VF+ ; 20 ; Armando ; 112 
 4062 ; 3 пенса. Великобритания ; 1935 ;  ; Ag ; VF+ ; 12 ; fedor880v ; 90 
 4063 ; 6 пенсов. Великобритания ; 1942 ;  ; Ag ; XF- ; 43 ; SD315 ; 188 
 4064 ; 1 шиллинг. Великобритания ; 1939 ;  ; Ag ; XF- ; 32 ; андрей1957 ; 266 
 4065 ; 1 шиллинг. Великобритания ; 1934 ;  ; Ag ; XF ; 24 ; андрей1957 ; 340 
 4066 ; 1 шиллинг. Ирландия ; 1939 ;  ; Ag ; VF ; 24 ; OVK ; 317 
 4067 ; 2 шиллинга. Великобритания ; 1946 ;  ; Ag ; XF+ ; 30 ; андрей1957 ; 374 
 4068 ; 1/2 кроны. Великобритания ; 1938 ;  ; Ag ; VF-XF ; 17 ; андрей1957 ; 355 
 4069 ; 1/2 кроны. Новая Зеландия ; 1943 ;  ; Ag ; VF+ ; 36 ; OVK ; 680 
 4070 ; 1/2 кроны. Новая Зеландия ; 1933 ;  ; Ag ; VF+ ; 27 ; OVK ; 624 
 4071 ; 1 крона. Великобритания. Серебряный юбилей правления Георга V ; 1935 ;  ; Ag ; XF ; 21 ; Sky2 ; 1235 
 4072 ; 1 крона. Великобритания. Корнация короля Георга VI ; 1937 ;  ; Ag ; XF+ ; 34 ; СТРЕКОЗА ; 1338 
 4073 ; 1 крона. Великобритания. Золотой юбилей правления ; 1889 ;  ; Ag ; VF-XF ; 45 ; Uri ; 2805 
 4074 ; 2 пенса. Великобритания ; 1893 ;  ; Ag ; XF ; 37 ; sibtec ; 1027 
 4075 ; 6 пенсов. Великобритания, Георг II ; 1757 ;  ; Ag ; VFXF- ; 49 ; Хаа ; 1390 
 4076 ; 2 доллара. Багамские о-ва ; 1966 ;  ; Ag ; AU ; 21 ; alrami ; 1392 
 4077 ; 1 доллар. Бермуды. Серебряный юбилей свадьбы Елизаветы II и принца Филиппа ; 1972 ;  ; Ag ; Proof ; 28 ; daadar ; 827 
 4078 ; 1 крона (5 шиллингов). Великобритания. 100 лет великой выставки 1851г и Британскому фестивалю. В коробке, с сертификатом ; 1951 ;  ; Cu/Ni ; XF+ ; 15 ; SPRogov ; 516 
 4079 ; 5 центов. Фиджи. В конверте, с маркой ; 1969 ;  ; Cu/Ni ; XF ; 8 ; sikachai ; 55 
 4080 ; 1 цент. Фиджи. В конверте, с маркой ; 1969 ;  ; Br ; XF ; 14 ; sikachai ; 145 
 4081 ; 25 центов. Бермуды.В конверте, с маркой ; 1970 ;  ; Cu/Ni ; AU ; 16 ; sikachai ; 153 
 4082 ; 10 центов. Бермуды.В конверте, с маркой ; 1970 ;  ; Cu/Ni ; AU ; 11 ; Taras58 ; 193 
 4083 ; 5 центов. Бермуды. В конверте, с маркой ; 1970 ;  ; Cu/Ni ; AU ; 10 ; sikachai ; 153 
 4084 ; 10 сантимов. Швейцария. В конверте, с маркой ; 1968 ;  ; Cu/Ni ; AU ; 14 ; sikachai ; 175 
 4085 ; Набор монет Франции: 10,5,1,1/2 франка, 20,10,5,1 сантим (8шт). Упаковка ; 1974 ;  ; Al/Br,Cu-Ni,St ; AU ; 19 ; Алек ; 330 
 4086 ; Набор монет Финляндии: 5,1 марка, 50,20,10,5 пенни (6шт). Пластиковая упаковка ; 1986 ;  ; Al/Br,Cu-Ni,Al ; AU ; 13 ; boroda ; 216 
 3987 ; 10 долларов. Либерия. Серия "Моменты свободы" ; 2004 ;  ; Cu-Ni ; Proof ; 15 ; smel ; 257 
 3988 ; 250 шиллингов. Сомали. Серия «Времена меняются». Картины великих художников ; 2001 ;  ; Cu-Ni ; AU ; 12 ; Алек ; 215 
 3989 ; 250 шиллингов. Сомали. Серия «Времена меняются». Картины великих художников ; 2001 ;  ; Cu-Ni ; AU ; 15 ; NILOV ; 201 
 3990 ; 250 шиллингов. Сомали. Серия «Времена меняются». Картины великих художников ; 2001 ;  ; Cu-Ni ; AU ; 16 ; vc57 ; 206 
 3991 ; 250 шиллингов. Сомали. Серия «Времена меняются». Картины великих художников ; 2001 ;  ; Cu-Ni ; AU ; 16 ; daadar ; 215 
 3992 ; 250 шиллингов. Сомали. Серия «Времена меняются». Картины великих художников ; 2001 ;  ; Cu-Ni ; AU ; 14 ; NILOV ; 204 
 3993 ; 250 шиллингов. Сомали. Серия «Времена меняются». Картины великих художников ; 2001 ;  ; Cu-Ni ; AU ; 13 ; NILOV ; 194 
 3994 ; 10 долларов. Либерия. Серия "Моменты свободы" ; 2001 ;  ; Cu-Ni ; Proof ; 13 ; smel ; 216 
 3995 ; 10 долларов. Либерия. Серия "Моменты свободы" ; 2001 ;  ; Cu-Ni ; Proof ; 12 ; Ивпага ; 216 
 3996 ; 10 долларов. Либерия. Серия "Моменты свободы" ; 2001 ;  ; Cu-Ni ; Proof ; 28 ; smel ; 257 
 3997 ; 10 долларов. Либерия. Серия "Моменты свободы" ; 2001 ;  ; Cu-Ni ; Proof ; 19 ; smel ; 257 
 3998 ; 10 долларов. Либерия. Серия "Моменты свободы" ; 2001 ;  ; Cu-Ni ; Proof ; 22 ; smel ; 264 
 3999 ; 10 долларов. Либерия. Серия "Моменты свободы" ; 2006 ;  ; Cu-Ni ; Proof ; 18 ; smel ; 257 
 4000 ; 10 долларов. Либерия. Серия "Моменты свободы" ; 2004 ;  ; Cu-Ni ; Proof ; 14 ; smel ; 236 
 4001 ; 10 долларов. Либерия. Серия "Моменты свободы" ; 2004 ;  ; Cu-Ni ; Proof ; 11 ; smel ; 216 
 4002 ; 10 долларов. Либерия. Серия "Моменты свободы" ; 2004 ;  ; Cu-Ni ; Proof ; 13 ; smel ; 226 
 4003 ; 10 долларов. Либерия. Серия "Моменты свободы" ; 2004 ;  ; Cu-Ni ; Proof ; 32 ; sibirian ; 327 
 4004 ; 10 долларов. Либерия. Серия "Моменты свободы" ; 2006 ;  ; Cu-Ni ; Proof ; 21 ; smel ; 255 
 4005 ; 10 долларов. Либерия. Серия "Моменты свободы" ; 2006 ;  ; Cu-Ni ; Proof ; 21 ; smel ; 257 
 4006 ; 10 долларов. Либерия. Серия "Моменты свободы" ; 2004 ;  ; Cu-Ni ; Proof ; 8 ; smel ; 216 
 4007 ; 10 долларов. Либерия. Серия "Моменты свободы" ; 2004 ;  ; Cu-Ni ; Proof ; 23 ; smel ; 269 
 4008 ; 10 долларов. Либерия. Серия "Моменты свободы" ; 2004 ;  ; Cu-Ni ; Proof ; 23 ; daadar ; 275 
 4009 ; 1 крона. Фолклендские острова. Горацио Нельсон ; 2006 ;  ; Cu-Ni ; XF ; 23 ; matehev ; 323 
 4010 ; 1 крона. Остров Мэн. К столетию гибели Титаника ; 2012 ;  ; Cu-Ni ; XF ; 24 ; sadarx ; 222 
 4011 ; 2 фунта. Фолклендские острова. Золотая Лихорадка — Корабль "Викарий из Брэя" ; 2000 ;  ; Cu-Ni ; XF+ ; 20 ; matehev ; 352 
 4012 ; 25 шиллингов. Сомали. Жизнь Папы Иоанна Павла II ; 2004 ;  ; Cu-Ni ; AU ; 31 ; sibirian ; 145 
