 4420 ; Бона иностранная ;  ;  ;  ;  ; 34 ; kozerog ; 36 
 4078 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 7 ; RICH ; 36 
 4079 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 6 ; RICH ; 35 
 4080 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 5 ; RICH ; 35 
 4081 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 71 ; atk ; 130 
 4082 ; 100 рублей ; 1918 ; Туркестан ;  ;  ; 108 ; fanil ; 612 
 4083 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 25 ; koga ; 101 
 4084 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 16 ; koga ; 101 
 4085 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 46 ; танк ; 101 
 4086 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 13 ; atk ; 101 
 4087 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 37 ; Скрудж ; 104 
 4088 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 21 ; 555650 ; 101 
 4089 ; 1000 рублей ; 1919 ;  ;  ;  ; 17 ; СЁМА ; 347 
 4090 ; 1000 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 26 ; у44 ; 601 
 4091 ; 100 рублей ; 1947 ; билет ;  ;  ; 18 ; irokez ; 612 
 4092 ; 100 рублей ; 1947 ; билет ;  ;  ; 22 ; irokez ; 663 
 4093 ; 100 рублей ; 1920 ; Азербайджан ;  ;  ; 99 ; fanil ; 457 
 4094 ; 3 рубля ; 1918 ; Азербайджан ;  ;  ; 64 ; Варяг_2010 ; 160 
 4095 ; 1 рубль ; 1918 ; Азербайджан ;  ;  ; 52 ; Варяг_2010 ; 216 
 4096 ; 10 рублей ; 1918 ; Азербайджан ;  ;  ; 71 ; fanil ; 211 
 4097 ; 3 рубля ; 1918 ; Закавказье ;  ;  ; 31 ; koga ; 128 
 4098 ; 10 рублей ; 1918 ; Азербайджан ;  ;  ; 59 ; k212 ; 381 
 4099 ; 25 рублей ; 1919 ; Азербайджан ;  ;  ; 42 ; koga ; 119 
 4100 ; 1 рубль ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 84 ; Almarc ; 426 
 4101 ; 1 рубль ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 47 ; NSN ; 408 
 4102 ; 1 рубль ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 11 ; atk ; 163 
 4103 ; 1 рубль ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 12 ; ZOLTAN333 ; 105 
 4104 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 30 ; aleks7 ; 116 
 4105 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 5 ; puhetd ; 61 
 4106 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 25 ; shneyder ; 101 
 4107 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 3 ; raise ; 59 
 4108 ; 2 гривни ; 1918 ; Украина.Державный Кредитовий бiлет. ;  ;  ; 31 ; титан ; 104 
 4109 ; 25 рублей ; 1918 ; Азербайджан ;  ;  ; 22 ; у44 ; 120 
 4110 ; 50 рублей, Азербайджан ; 1918 ;  ;  ;   ; 16 ; sobiranel ; 101 
 4111 ; 25 рублей ; 1918 ; Азербайджан ;  ;  ; 79 ; sobiranel ; 247 
 4112 ; 1 рубль ; 1918 ; Областной кредитный билет Урала. ;  ;  ; 24 ; ZOLTAN333 ; 216 
 4113 ; 50 рублей ; 1919 ; Азербайджан ;  ;  ; 10 ; koga ; 153 
 4114 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 21 ; 661 ; 204 
 4115 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 31 ; кве ; 255 
 4116 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 10 ; кабачок ; 51 
 4117 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 6 ; bethowen ; 75 
 4118 ; 200 рублей ; 1992 ; билет ;  ;  ; 49 ; yuri.gruzdev ; 105 
 4119 ; 200 рублей ; 1991 ; билет ;  ;  ; 15 ; niko1968 ; 138 
 3709 ; Лот монет Сирии: 3шт ; 2003 ;  ; Ж/м ; AU ; 34 ; VicVas ; 189 
 3710 ; Лот монет США (10шт): 1/4 доллара. Штаты ; 1999-2009 ;  ; Cu/Ni ; XF-/AU ; 22 ; gvg1975 ; 236 
 3711 ; Лот монет США (10шт): 1/4 доллара. Штаты ; 1999-2008 ;  ; Cu/Ni ; XF/AU ; 20 ; sasa1369 ; 255 
 3712 ; Лот монет США (10шт): 1/4 доллара. Штаты ; 1999-2007 ;  ; Cu/Ni ; XF/AU ; 47 ; sasa1369 ; 243 
 3713 ; Лот монет США (10шт): 1/4 доллара. Штаты ; 2000-2008 ;  ; Cu/Ni ; XF/AU ; 26 ; юденич ; 388 
 3714 ; Лот монет США (10шт): 1/4 доллара. Штаты ; 1999-2008 ;  ; Cu/Ni ; XF/AU ; 32 ; sasa1369 ; 292 
 3715 ; Лот монет США (10шт): 1/4 доллара. Штаты ; 1999-2009 ;  ; Cu/Ni ; XF/AU ; 12 ; VicVas ; 299 
 3716 ; Лот монет США (6шт): 1/4 доллара. Штаты ; 1999-2008 ;  ; Cu/Ni ; XF/AU ; 26 ; sasa1369 ; 221 
 3717 ; Лот монет США: 1 цент (8шт) ; 1998-2007 ;  ; Cu-Zn ; VF/VF-XF ; 13 ; alex995 ; 28 
 3718 ; Лот евромонет Германии: 1 евроцент (шт) ; 2002-2007 ;  ; Cu ; VF/VF-XF ; 40 ; Моряк-собиратель ; 63 
 3719 ; Лот евромонет Германии, Финляндии, Бельгии, Франции, Испании: 5 евроцентов (5шт) ; 1999-2002 ;  ; Cu ; VF/VF-XF ; 44 ; taigist ; 53 
 3720 ; Лот монет США: 5 центов (5шт) ; 1964-1991 ;  ; Cu-Ni ; VF-/VF+ ; 10 ; gvg1975 ; 34 
 3721 ; Лот монет США: 5 центов (5шт) ; 1964-1989 ;  ; Cu-Ni ; VF-/VF+ ; 9 ; alex995 ; 32 
 3722 ; Лот монет Франции: 10 сентимов (5шт) ; 1963-1987 ;  ; Al/Br ; VF/VF-XF ; 19 ; alex995 ; 30 
 3723 ; Лот монет Великобритании: 1 пенни (9шт) ; 1990-2006 ;  ; Cu ; VF/VF+ ; 25 ; кабачок ; 33 
 3724 ; Лот евромонет Германии,Италии, Франции,Бельгии (6шт): 2 евро ; 2004-2009 ;  ; Би/м ; XF-/XF+ ; 33 ; VicVas ; 716 
 3725 ; Лот евромонет Германии,Франции, Италии,Австрии (5шт): 2 евро ; 2005-2010 ;  ; Би/м ; XF-/XF+ ; 34 ; sveta6369 ; 669 
 3726 ; Лот монет Мексики (8шт) ; 2001-2009 ;  ; Би/м ; VF+/AU ; 93 ; VicVas ; 469 
 3727 ; Лот монет Востока (5шт) ; 1995-2010 ;  ; Cu/Ni,Al/Br ; VF+/XF+ ; 64 ; VicVas ; 71 
 3728 ; Лот монет Веймара (7шт) ; 1970-1993 ;  ; Cu/Ni,Al/Br ; VF/XF ; 47 ; VicVas ; 95 
 3729 ; Лот монет Бахрейна (3шт) ; 1992,1995 ;  ; Би/м,Cu/Ni, лат ; XF-/XF+ ; 35 ; VicVas ; 65 
 3730 ; Лот евромонет Франции (6шт) ; 1999-2007 ;  ; Cu/Zn,латунь ; XF/AU ; 23 ; Моряк-собиратель ; 83 
 3731 ; Лот евромонет Италии (6шт) ; 2002-2006 ;  ; Cu/Zn,латунь ; XF/AU ; 18 ; Моряк-собиратель ; 76 
 3732 ; Лот евромонет Австрии (3шт) ; 2010 ;  ; Cu/Zn ; XF/AU ; 26 ; nikolaj ; 51 
 3733 ; Лот евромонет Австрии (5шт) ; 2008 ;  ; Cu/Zn ; XF/AU ; 11 ; evsenii3911 ; 53 
 3734 ; Лот евромонет Австрии (3шт) ; 2009 ;  ; Cu/Zn ; XF/AU ; 11 ; Моряк-собиратель ; 34 
 3735 ; Лот евромонет Австрии (6шт) ; 2002 ;  ; Cu/Zn,латунь ; XF-/AU ; 39 ; sveta6369 ; 83 
 3736 ; Лот евромонет Австрии (4шт) ; 2002 ;  ; Cu/Zn,латунь ; XF/AU ; 32 ; evsenii3911 ; 53 
 3737 ; Лот евроцентов Австрии, Люксембурга,Бельгии,Испании, Нидерландов,Италии, Португалии, Франции, Германии, Ирландии (10шт) ; 2001-2007 ;  ; Cu/Zn,латунь ; XF/AU ; 37 ; evsenii3911 ; 76 
 3738 ; Лот евромонет Австрии (8шт) ; 2010 ;  ; Cu/Zn,латунь ; XF/AU ; 31 ; evsenii3911 ; 313 
 3739 ; Лот жетонов (2шт) ;  ;  ; Ж/м ; XF- ; 39 ; Man 11 ; 53 
 4051 ; 3 копейки ; 1917 ; Деньги-марки ;  ;  ; 51 ; fanil ; 185 
 4052 ; 10 копеек ; 1915 ; Деньги-марки ;  ;  ; 17 ; СЁМА ; 34 
 4053 ; 15 копеек ; 1915 ; Деньги-марки ;  ;  ; 15 ; fanil ; 33 
 4054 ; 15 копеек ; 1915 ; Деньги-марки ;  ;  ; 7 ; СЁМА ; 33 
 4055 ; 1 рубль ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 41 ; atk ; 101 
 4056 ; 3 рубля ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 28 ; atk ; 114 
 4057 ; 3 рубля ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 10 ; leningrad ; 36 
 4058 ; 50 копеек ;  ;  ;  ;  ; 11 ; СЁМА ; 152 
 4059 ; 50 копеек ;  ; Гос.кредитный билет "Северная Россия" ;  ;  ; 35 ; spektr ; 214 
 4060 ; 1 марка золотом ; 1916 ; Финляндия билет ;  ;  ; 60 ; lvd ; 1020 
 4061 ; 50 копеек. Екатеринодар ;  ;  ;  ;  ; 6 ; у44 ; 101 
 4062 ; 5 марок ; 1909 ; Финляндия билет ;  ;  ; 56 ; monos72 ; 707 
 4063 ; 5 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 33 ; shneyder ; 714 
 4064 ; 10 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 38 ; у44 ; 408 
 4065 ; 5000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 52 ; lina-I ; 394 
 4066 ; Билет лотереи ; 1945 ;  ;  ;  ; 5 ; AIK60 ; 153 
 4067 ; 5 рублей. Одесса ; 1917 ;  ;  ;  ; 15 ; lina-I ; 306 
 4068 ; 3 рубля. Одесса ; 1917 ;  ;  ;  ; 57 ; bon15041980 ; 1008 
 4069 ; 1 рубль ; 1918 ;  ;  ;  ; 43 ; AnvlaSar6216 ; 436 
 3659 ; Лот монет Польши (4шт) ; 1894-1929 ;  ; Cu/Ni ; VF/VF+ ; 31 ; MC17 ; 43 
 3660 ; Лот монет Канады, Сербии, Австрии, Японии, Испании, Венгрии (6шт) ; 1884-2009 ;  ; Би/м,C/Ni,Alлат ; VF/AU ; 76 ; ИЮМов1 ; 509 
 3661 ; Лот монет Германии (6шт) ; 1889-1943 ;  ; Cu-Ni, Al/Br, Z ; F-VF/VF ; 17 ; evsenii3911 ; 72 
 3662 ; Лот монет Франция (5шт) ; 1917-1984 ;  ; Cu-Ni, Al,Al/Br ; VF-/XF- ; 47 ; evsenii3911 ; 165 
 3663 ; Лот монет Мальты (2шт): 5,3 милс ; 1972 ;  ; Al ; VF/XF- ; 48 ; борисыч ; 216 
 3664 ; Лот монет Норверии (4шт): 1,10,25 эре ; 1936-1943 ;  ; Br,Cu/Ni,Zn ; VF/VF+ ; 41 ; vc57 ; 79 
 3665 ; Лот монет Швеции (4шт): 1,10,50 эре ; 1942-1947 ;  ; Fe,Ni/Br ; VF/XF ; 19 ; борисыч ; 73 
 3666 ; Лот монет Турции (3шт): 1000,5000 лир ; 1960-1994 ;  ; St,Ni/Br,латунь ; VF+ ; 11 ; andysayan ; 25 
 3667 ; Лот монет Португалии и Грециии: 9шт ; 1979-1999 ;  ; Br,Cu-Ni,латунь ; VF+/XF+ ; 58 ; evsenii3911 ; 255 
 3668 ; Лот монет Испании: 11шт ; 1953-1990 ;  ; Al,Cu-Ni,латунь ; VF/XF ; 46 ; evsenii3911 ; 95 
 3669 ; Лот монет Югославии: 9шт ; 1965-1988 ;  ; Cu-Ni,латунь ; VF/XF ; 53 ; борисыч ; 127 
 3670 ; Лот монет Швеции и Дании: 12шт ; 1955-1977 ;  ; Cu-Ni,Br,Zn ; VF/XF ; 78 ; борисыч ; 231 
 3671 ; Лот монет Ирландии и Исландии: 6шт ; 1962-1987 ;  ; Cu-Ni,Br ; VF/XF ; 43 ; Болгарин ; 357 
 3672 ; Лот монет Кипра, Мальты и Люксембурга: 9шт ; 1962-1981 ;  ; Cu-Ni,Br ; VF/XF+ ; 113 ; Буратино ; 592 
 3673 ; Лот монет стран Африки и Восточных Карибских Штатов: 7шт ; 1969-2002 ;  ; Cu-Ni,латунь ; VF/XF- ; 38 ; VicVas ; 149 
 3674 ; Лот монет Самоа: 5шт ; 2006 ;  ; Cu-Ni,латунь ; AU ; 43 ; alskr ; 197 
 3675 ; Лот монет Тайланда: 6шт ;  ;  ; Cu-Ni,латунь,Cu ; AU ; 45 ; andorf ; 239 
 3676 ; Лот монет Югославии: 3шт ; 1975,1983 ;  ; Cu-Ni ; AU ; 11 ; zx123 ; 114 
 3677 ; Лот монет Болгарии: 6шт ; 1999-2002 ;  ; Cu-Ni,Би/м,Лат ; AU ; 34 ; борисыч ; 260 
 3678 ; Лот монет Уганды: 4шт ; 1987 ;  ; Ni/St,Cu/St ; AU ; 5 ; sveta6369 ; 152 
 3679 ; Лот монет Судана: 4шт ; 2006 ;  ; Cu-Ni,латунь,Би ; AU ; 39 ; борисыч ; 350 
 3680 ; Лот монет Вануату: 7шт ; 1999-2009 ;  ; Cu-Ni,латунь ; AU ; 35 ; VicVas ; 279 
 3681 ; Лот монет Сербии: 9шт ; 2006-2010 ;  ; Cu-Ni,латунь ; AU ; 26 ; борисыч ; 350 
 3682 ; Лот монет Сирии: 3шт ; 2003 ;  ; Ni/St,лат,Би/м ; AU ; 5 ; VicVas ; 185 
 3683 ; Лот монет Кайманских островов: 8шт ; 2002 ;  ; Ni/St,Cu/St ; AU ; 48 ; борисыч ; 345 
 3684 ; Лот монет Уругвая: 5шт ; 1998-2008 ;  ; Ni/St,лат,Би/м ; AU ; 16 ; Mike! ; 153 
 3685 ; Лот монет Уругвая: 5шт ; 1998-2008 ;  ; Ni/St,лат,Би/м ; AU ; 9 ; VicVas ; 155 
 3686 ; Лот монет Уганды (Год Обезьяны): 5шт ; 2004 ;  ; Ni/St ; AU ; 15 ; VicVas ; 184 
 3687 ; Лот монет Сербии: 3шт ; 1912 ;  ; Cu-Ni ; VF-/VF+ ; 7 ; нумизмат ; 276 
 3688 ; Лот монет Югославии: 4шт ; 1938 ;  ; Cu-Ni,Латунь ; VF-/VF+ ; 11 ; MC17 ; 159 
 3689 ; Лот монет Бангладеша: 7шт ;  ;  ; St,Al ; AU ; 36 ; vc57 ; 181 
 3690 ; Лот монет Лаоса: 3шт ; 1980 ;  ; Al ; AU ; 37 ; борисыч ; 250 
 3691 ; Лот монет Северной Кореи: 4шт ; 2005 ;  ; Al ; AU ; 8 ; alskr ; 167 
 3692 ; Лот монет Северной Кореи: 5шт ; 2002-2008 ;  ; Al ; AU ; 50 ; vb96 ; 383 
 3693 ; Лот монет Западных Африканских штатов: 8шт ; 1997-2009 ;  ; Латунь,St,Би/м ; AU ; 39 ; Mike! ; 373 
 3694 ; Лот монет Доминиканы: 6шт ; 1978 ;  ; Cu-Ni,Br ; AU ; 12 ; Mike! ; 458 
 3695 ; Лот монет Уганды (Лошадь, Обезьяна, Петух):3шт ; 2004 ;  ; Ni/St ; AU ; 33 ; Болгарин ; 251 
 3696 ; Лот монет Мавритании: 4шт ; 2009,2010 ;  ; Ni/St,Би/м,Лат ; AU ; 10 ; Mike! ; 383 
 3697 ; Лот монет Филиппин: 7шт ; 1993-2009 ;  ; Ni/St,Би/м,Лат ; AU ; 27 ; mamont ; 201 
 3698 ; Лот монет Гаити: 5шт ; 1997-2003 ;  ; Ni/St,Лат ; AU ; 2 ; Mike! ; 233 
 3699 ; Лот монет Македонии (ФАО): 3шт ; 1995 ;  ; Латунь ; AU ; 2 ; Mike! ; 133 
 3700 ; Лот монет Гайяны: 3шт ; 2005,2007 ;  ; Ni/St,Cu/St ; AU ; 39 ; Mike! ; 275 
 3701 ; Лот монет Эфиопии: 5шт ;  ;  ; Ni/St,Al,Лат ; AU ; 26 ; ARN ; 250 
 3702 ; Лот монет Заира: 3шт ; 1987,1988 ;  ; Латунь ; AU ; 29 ; борисыч ; 348 
 3703 ; Лот монет Ямайки: 7шт ; 1991-2008 ;  ; Ni/St,Би/м,Лат ; AU ; 9 ; sveta6369 ; 194 
 3704 ; Лот монет Боливии: 6шт ; 2002-2005 ;  ; Ni/St,Би/м,Al ; AU ; 28 ; борисыч ; 350 
 3705 ; Лот монет Тонги: 5шт ; 2002-2005 ;  ; Ni/St,Cu/St ; AU ; 17 ; VicVas ; 187 
 3706 ; Лот монет Сейшельских островов: 6шт ; 2004-2007 ;  ; Ni/St,Лат ; AU ; 14 ; VicVas ; 184 
 3707 ; Лот монет Багамских островов: 5шт ; 1992-2007 ;  ; Cu-Ni,Cu/St ; AU ; 47 ; sikachai ; 300 
 3708 ; Лот монет Тайвани: 2шт ; 1999-2001 ;  ; Cu-Ni ; AU ; 6 ; Mike! ; 141 
 3609 ; 1 пенни. Финляндия ; 1972 ;  ; Al ; AU ; 3 ; VicVas ; 11 
 3610 ; 1 пенни. Финляндия ; 1973 ;  ; Al ; AU ; 3 ; VicVas ; 11 
 3611 ; 1 пенни. Финляндия ; 1974 ;  ; Al ; AU ; 4 ; suhua ; 5 
 3612 ; 1 пенни. Финляндия ; 1975 ;  ; Al ; AU ; 3 ; alex995 ; 11 
 3613 ; 1 пенни. Финляндия ; 1976 ;  ; Al ; AU ; 14 ; suhua ; 31 
 3614 ; 1 пенни. Финляндия ; 1977 ;  ; Al ; AU ; 20 ; tpls ; 29 
 3615 ; 1 пенни. Финляндия ; 1978 ;  ; Al ; AU ; 5 ; VicVas ; 12 
 3616 ; 1 пенни. Финляндия ; 1979 ;  ; Al ; AU ; 18 ; suhua ; 32 
 3617 ; Набор монет Ниуэ "Трое из Простоквашино"(2шт): 2 доллара (1 тройская унция). В подарочной упаковке в форме колокола, с музыкальным сопровождением, с сертификатом ; 2009 ;  ; Ag999 ; Unc ; 14 ; kgu ; 3735 
 3618 ; Набор монет ОАЭ: 10шт. В рамке ; 2001-2007 ;  ; Cu/St,Cu-Ni ; VF/AU ; 2 ; molchun ; 255 
 3619 ; Набор евромонет Греции (9шт): 2,1 евро, 50,20,10,5,2,1 евроцент. Упаковка ; 2002,2004 ;  ; Би/м,Cu/St,Cu/A ; AU ; 31 ; liderssen ; 357 
 3620 ; Набор монет Италии (5шт): 100,50,20,10,5 лир. Упаковка.С сертификатом ; 1977 ;  ; Ni,Al,St ; AU ; 75 ; olga42 ; 255 
 3621 ; Набор евромонет Сан-Марино (8шт): 2,1 евро, 50,20,10,5,2,1 евроцент ; 2006,2007 ;  ; Би/м,Cu/St,Cu/A ; AU ; 28 ; dsp ; 1602 
 3622 ; Набор евромонет Финляндии (9шт): 2,1 евро, 50,20,10,5,2,1 евроцент. Упаковка ; 2009 ;  ; Би/м,Cu/St,Cu/A ; AU ; 57 ; dsp ; 602 
 3623 ; Набор евромонет Италии (8шт): 2,1 евро, 50,20,10,5,2,1 евроцент ; 2002-2009 ;  ; Би/м,Cu/St,Cu/A ; XF/AU ; 65 ; борисыч ; 319 
 3624 ; Набор евромонет Франции (8шт): 2,1 евро, 50,20,10,5,2,1 евроцент ; 2000-2009 ;  ; Би/м,Cu/St,Cu/A ; XF-/AU ; 40 ; борисыч ; 228 
 3625 ; Набор монет Нидерландских Антилл: 2-1/2,1 гульденов, 25,10,5,2-1/2,1 центов (7шт). Упаковка ; 1979-1985 ;  ; Cu-Ni,Al,Ni ; Unc/AU ; 34 ; gvidon ; 614 
 3626 ; Набор монет Ливана: 1 фунт, 50,25,10,5 пиастров (5шт). Упаковка ; 1975-1981 ;  ; Ni,Ni-лат ; AU ; 26 ; борисыч ; 344 
 3627 ; Лот монет Ватикана: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2008R ;  ; Би/м,Cu/St,лат ; AU ; 31 ; liderssen ; 4000 
 3628 ; Набор монет Югославии: 5,2,1 динар, 50 пара (4шт). Упаковка ; 2000 ;  ; Cu-Ni,лат ; Unc/AU ; 10 ; Mike! ; 355 
 3629 ; Лот монет Словакии: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2009 ;  ; Би/м,Cu/St,лат ; AU ; 20 ; liderssen ; 500 
 3630 ; Лот монет Словении: 50,20,10,5,2,1 толари, 50,20,10 стотинов (9шт) ; 1992-2005 ;  ; Cu-Ni,лат,Al ; AU ; 40 ; Матадор ; 507 
 3631 ; Набор монет Греции: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2002-2004 ;  ; Cu-St, Би/м, ла ; AU ; 1 ; Mike! ; 375 
 3632 ; Набор монет Австрии: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2002,2003 ;  ; Cu-St, Би/м, ла ; AU ; 1 ; Mike! ; 375 
 3633 ; Набор монет Бельгии: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 1999-2004 ;  ; Cu-St, Би/м, ла ; XF/AU ; 1 ; Mike! ; 375 
 3634 ; Набор монет Нидерланды: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 1999-2003 ;  ; Cu-St, Би/м, ла ; AU ; 8 ; Mike! ; 424 
 3635 ; Набор монет Испании: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 1999-2002 ;  ; Cu-St, Би/м, ла ; AU ; 1 ; Mike! ; 375 
 3636 ; Набор евромонет Германии: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2002-2010 ;  ; Cu-St, Би/м, ла ; AU ; 1 ; Mike! ; 375 
 3637 ; Лот монет Польши: 9шт ; 1976-1990 ;  ; Cu-Ni,Al ; VF-/XF+ ; 47 ; борисыч ; 92 
 3638 ; Лот монет Франции: 8шт ; 1923-1996 ;  ; Cu-Ni,Al/Br,Би/ ; VF-/XF- ; 28 ; борисыч ; 82 
 3639 ; Лот монет Эстонии: 6шт ; 1925-2002 ;  ; Лат,Cu-Ni,Ni/Ла ; VF-/AU ; 46 ; борисыч ; 274 
 3640 ; Лот монет Норвегии, Нидерландов и Швеции: 10шт ; 1963-1986 ;  ; Br,Cu-Ni ; VF/XF+ ; 77 ; борисыч ; 258 
