 5972 ; Бона иностранная Югославия ;  ;  ;  ; AU ; 15 ; sneg ; 39 
 5516 ; Бона иностранная ;  ;  ;  ;  ; 12 ; Папа с рацией ; 101 
 5517 ; Бона иностранная ;  ;  ;  ;  ; 5 ; maximilian2204 ; 30 
 5518 ; Бона иностранная ;  ;  ;  ;  ; 17 ; sneg ; 26 
 5519 ; Бона иностранная ;  ;  ;  ;  ; 11 ; середа ; 38 
 5520 ; Бона иностранная ;  ;  ;  ;  ; 11 ; maximilian2204 ; 31 
 5521 ; Бона иностранная ;  ;  ;  ;  ; 29 ; ъхз ; 74 
 5522 ; Бона иностранная ;  ;  ;  ;  ; 16 ; середа ; 32 
 5523 ; Бона иностранная ;  ;  ;  ;  ; 21 ; mart_si ; 66 
 5524 ; Бона иностранная ;  ;  ;  ;  ; 17 ; Гимназист 1514 ; 69 
 5525 ; Бона иностранная ;  ;  ;  ;  ; 21 ; Бармалей ; 114 
 5526 ; Бона иностранная ;  ;  ;  ;  ; 5 ; maximilian2204 ; 30 
 5527 ; Бона иностранная ;  ;  ;  ;  ; 14 ; цеховик ; 40 
 5528 ; Бона иностранная ;  ;  ;  ;  ; 7 ; ек ; 16 
 5529 ; Бона иностранная ;  ;  ;  ;  ; 23 ; Экзот ; 142 
 5530 ; Бона иностранная ;  ;  ;  ;  ; 14 ; середа ; 44 
 5531 ; Бона иностранная ;  ;  ;  ;  ; 9 ; 333985 ; 91 
 5532 ; Бона иностранная ;  ;  ;  ;  ; 16 ; maximilian2204 ; 34 
 5533 ; Бона иностранная ;  ;  ;  ;  ; 10 ; natpulkovo ; 36 
 5534 ; Бона иностранная ;  ;  ;  ;  ; 4 ; я8844 ; 26 
 5535 ; Бона иностранная ;  ;  ;  ;  ; 9 ; pref ; 36 
 5536 ; Бона иностранная ;  ;  ;  ;  ; 10 ; zwr ; 21 
 5537 ; Бона иностранная ;  ;  ;  ;  ; 10 ; maximilian2204 ; 30 
 5538 ; Бона иностранная ;  ;  ;  ;  ; 6 ; Хаа ; 30 
 5539 ; Бона иностранная ;  ;  ;  ;  ; 15 ; teso ; 155 
 5540 ; Бона иностранная ;  ;  ;  ;  ; 11 ; derk02 ; 150 
 5541 ; Бона иностранная ;  ;  ;  ;  ; 14 ; курт ; 30 
 5542 ; Бона иностранная ;  ;  ;  ;  ; 19 ; s.a. ; 100 
 5543 ; Бона иностранная ;  ;  ;  ;  ; 35 ; FonPaul ; 157 
 5544 ; Бона иностранная ;  ;  ;  ;  ; 28 ; derk02 ; 248 
 5545 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Хаа ; 48 
 5546 ; Бона иностранная ;  ;  ;  ;  ; 7 ; тикси3 ; 36 
 5547 ; Бона иностранная ;  ;  ;  ;  ; 7 ; maximilian2204 ; 33 
 5548 ; Бона иностранная ;  ;  ;  ;  ; 7 ; maximilian2204 ; 32 
 5549 ; Бона иностранная ;  ;  ;  ;  ; 16 ; Папа с рацией ; 101 
 5550 ; Бона иностранная ;  ;  ;  ;  ; 7 ; sheriff 0 ; 36 
 5551 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Alina ; 45 
 5552 ; Бона иностранная ;  ;  ;  ;  ; 12 ; ъхз ; 363 
 5553 ; Бона иностранная ;  ;  ;  ;  ; 31 ; Лермонтов ; 201 
 5554 ; Бона иностранная ;  ;  ;  ;  ; 16 ; середа ; 42 
 5555 ; Бона иностранная ;  ;  ;  ;  ; 10 ; середа ; 35 
 5556 ; Бона иностранная ;  ;  ;  ;  ; 5 ; ъхз ; 51 
 5557 ; Бона иностранная ;  ;  ;  ;  ; 29 ; derk02 ; 149 
 5558 ; Бона иностранная ;  ;  ;  ;  ; 5 ; sheriff 0 ; 50 
 5559 ; Бона иностранная ;  ;  ;  ;  ; 11 ; SS2008 ; 104 
 5560 ; Бона иностранная ;  ;  ;  ;  ; 11 ; maximilian2204 ; 35 
 5561 ; Бона иностранная ;  ;  ;  ;  ; 19 ; ъхз ; 37 
 5562 ; Бона иностранная ;  ;  ;  ;  ; 8 ; Monata ; 107 
 5563 ; Бона иностранная ;  ;  ;  ;  ; 15 ; s.a. ; 123 
 5403 ; 5 рублей ; 1920 ; Азербайджан ;  ;  ; 23 ; Жигурда ; 1030 
 5404 ; 10 рублей ; 1918 ; Азербайджан ;  ;  ; 29 ; flutter ; 671 
 5405 ; 25 рублей ; 1919 ; Азербайджан ;  ;  ; 55 ; bva150979 ; 509 
 5406 ; 100 рублей ; 1919 ; Азербайджан ;  ;  ; 11 ; air ; 794 
 5407 ; 10000 рублей ; 1921 ; Азербайджан ;  ;  ; 11 ; bva150979 ; 341 
 5408 ; 250000 рублей ; 1922 ; Азербайджан ;  ;  ; 22 ; air ; 816 
 5409 ; 25000 рублей ; 1921 ; Азербайджан ;  ;  ; 21 ; Жигурда ; 526 
 5410 ; 100000 рублей ; 1922 ; Азербайджан ;  ;  ; 9 ; bva150979 ; 510 
 5411 ; 1000000 рублей ; 1922 ; Азербайджан ;  ;  ; 32 ; air ; 1179 
 5412 ; Лот бон 4 шт. 3,5,10,25 рублей (Коншин) ; 1905-1909 ;  ;  ;  ; 36 ; Fliege1 ; 257 
 5413 ; Лот бон 13 шт. 1,3,5,10,25 рублей ; 1898-1909 ;  ;  ;  ; 15 ; molodes ; 461 
 5414 ; Лот бон 2 шт. 50 и 100 рублей ; 1961 ;  ;  ;  ; 14 ; stepanov ; 1134 
 5415 ; Лот бон 2 шт. 1000 рублей ; 1993-1995 ;  ;  ;  ; 23 ; demodex ; 617 
 5416 ; 5 рублей ; 1997 ; банкнота ;  ;  ; 52 ; Пипсик ; 532 
 5417 ; Лот деньги-марки 6 шт ;  ;  ;  ;  ; 16 ; pref ; 102 
 5418 ; Лот деньги-марки 16 шт ;  ;  ;  ;  ; 20 ; СВИ ; 1326 
 5419 ; Бона 5000 тенгов ;  ;  ;  ;  ; 40 ; k212 ; 1001 
 5420 ; Лот бон 11 шт ;  ;  ;  ;  ; 101 ; K.V.N. ; 550 
 5421 ; Дорожный чек на 100 рублей ;  ;  ;  ;  ; 36 ; dpekin ; 237 
 5422 ; Облигация в 150 франков Ново-Павловка ; 1898 ;  ;  ;  ; 29 ; TiBuL ; 150 
 5423 ; Облигация на 100 рублей ; 1946 ;  ;  ;  ; 33 ; вован-61 ; 104 
 5424 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 7 ; Tritiy2 ; 556 
 5425 ; 200 рублей ; 1991 ; билет ;  ;  ; 21 ; Пипсик ; 327 
 5426 ; 500 рублей ; 1991 ; билет ;  ;  ; 26 ; Пипсик ; 327 
 5427 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 19 ; Dadon23 ; 306 
 5428 ; 50 рублей ; 1961 ; билет ;  ;  ; 27 ; Skilfulsun ; 165 
 5429 ; Лот бон (5шт) ;  ;  ;  ;  ; 19 ; natpulkovo ; 189 
 5430 ; Лот бон (8шт) ;  ;  ;  ;  ; 9 ; апрол ; 257 
 5431 ; Лот бон (5шт) ;  ;  ;  ;  ; 20 ; 8800 ; 219 
 5432 ; Лот бон (3шт) ;  ;  ;  ;  ; 63 ; всё моё ; 326 
 5433 ; 50 рублей ; 1961 ; билет ;  ;  ; 27 ; majkl ; 155 
 5434 ; Бона 100 рублей. Сочи 2014. Серия аа ;  ;  ;  ;  ; 22 ; serg07_67 ; 209 
 5435 ; Бона 100 рублей. Сочи 2014. Серия АА ;  ;  ;  ;  ; 23 ; Levon.Koins ; 255 
 5436 ; Бона 100 рублей. Сочи 2014. Серия Аа ;  ;  ;  ;  ; 19 ; xoron666 ; 206 
 5437 ; Лист 1 гривна Украина (6шт) ; 2014 ;  ;  ;  ; 7 ; K.V.N. ; 370 
 5438 ; Лист 5 гривен Украина (15шт) ; 2013 ;  ;  ;  ; 25 ; K.V.N. ; 1440 
 5439 ; Лист 10 гривен Украина (15шт) ; 2013 ;  ;  ;  ; 27 ; K.V.N. ; 1644 
 5501 ; Бона иностранная ;  ;  ;  ;  ; 14 ; maximilian2204 ; 34 
 5502 ; Бона иностранная ;  ;  ;  ;  ; 11 ; maximilian2204 ; 31 
 5503 ; Бона иностранная ;  ;  ;  ;  ; 22 ; ppp ; 44 
 5504 ; Бона иностранная ;  ;  ;  ;  ; 15 ; }|{ивотное ; 114 
 5505 ; Бона иностранная ;  ;  ;  ;  ; 12 ; }|{ивотное ; 114 
 5506 ; Бона иностранная ;  ;  ;  ;  ; 10 ; }|{ивотное ; 114 
 5507 ; Бона иностранная ;  ;  ;  ;  ; 16 ; }|{ивотное ; 110 
 5508 ; Бона иностранная ;  ;  ;  ;  ; 16 ; }|{ивотное ; 112 
 5509 ; Бона иностранная ;  ;  ;  ;  ; 13 ; derk02 ; 250 
 5510 ; Бона иностранная ;  ;  ;  ;  ; 15 ; середа ; 37 
 5511 ; Бона иностранная ;  ;  ;  ;  ; 12 ; середа ; 102 
 5512 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Capt2 ; 33 
 5513 ; Бона иностранная ;  ;  ;  ;  ; 49 ; Экзот ; 408 
 5353 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 27 ; середа ; 838 
 5354 ; 25 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 25 ; кс ; 243 
 5355 ; 5 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 5 ; molodes ; 62 
 5356 ; 3 рубля ; 1905 ; Тимашев. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 24 ; Fliege1 ; 572 
 5357 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 11 ; Жигурда ; 83 
 5358 ; 1 рубль ; 1898 ; Тимашев. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 54 ; Fliege1 ; 803 
 5359 ; 1 рубль ; 1898 ; Плеске. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 16 ; Жигурда ; 229 
 5360 ; 20 копеек ; б/г ; Гос.кредитный билет "Северная Россия" ;  ;  ; 35 ; -1- ; 2360 
 5361 ; 1000 рублей ; 1919 ;  ;  ;  ; 17 ; орикс ; 918 
 5362 ; 5000 рублей ; 1919 ;  ;  ;  ; 13 ; жулик ; 306 
 5363 ; 10000 рублей ; 1919 ;  ;  ;  ; 14 ; flutter ; 429 
 5364 ; 25 рублей ; 1918 ;  ;  ;  ; 50 ; жулик ; 421 
 5365 ; 10 рублей ; 1918 ;  ;  ; XF ; 31 ; мак-сим ; 816 
 5366 ; 5 рублей ; 1918 ;  ;  ;  ; 31 ; Ratmen ; 510 
 5367 ; 3 рубля ; 1918 ;  ;  ;  ; 33 ; жулик ; 568 
 5368 ; 50 рублей ; 1919 ;  ;  ; XF ; 46 ; 462 ; 1022 
 5369 ; 100 рублей ; 1920 ;  ;  ;  ; 32 ; жулик ; 708 
 5370 ; 1 рубль ; 1918 ; Казначейский знак Сибирского временного правительства ;  ;  ; 28 ; Levon.Koins ; 816 
 5371 ; 3 рубля ; 1919 ;  ;  ; AU ; 16 ; K.V.N. ; 1020 
 5372 ; 10 копеек ;  ; Разменные знаки и кредитные билеты Времен.правит.Дальнего Востока ;  ;  ; 35 ; жулик ; 579 
 5373 ; 10 рублей ; 1920 ; Денежный знак Дальне-Восточной республики ;  ;  ; 34 ; медалькин ; 1003 
 5374 ; 1000 рублей ; 1920 ; Денежный знак Дальне-Восточной республики ;  ;  ; 36 ; flutter ; 1122 
 5375 ; 100 рублей ; 1920 ;  ;  ;  ; 19 ; жулик ; 714 
 5376 ; 500 рублей ; 1920 ;  ;  ;  ; 13 ; Александр007 ; 465 
 5377 ; 50 копеек ;  ;  ;  ;  ; 23 ; Моряк-собиратель ; 155 
 5378 ; 100 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 69 ; flutter ; 461 
 5379 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 27 ; Степан_81 ; 115 
 5380 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 23 ; slovjnin ; 261 
 5381 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 32 ; Степан_81 ; 89 
 5382 ; Лот бон 6 шт ;  ;  ;  ;  ; 25 ; медалькин ; 377 
 5383 ; Лот бон 3 шт ;  ;  ;  ;  ; 61 ; медалькин ; 510 
 5384 ; Лот бон 5 шт ;  ;  ;  ;  ; 33 ; медалькин ; 408 
 5385 ; Лот бон 4 шт ;  ;  ;  ;  ; 15 ; медалькин ; 114 
 5386 ; Лот бон 3 шт ;  ;  ;  ;  ; 25 ; медалькин ; 294 
 5387 ; Лот бон 3 шт ;  ;  ;  ;  ; 24 ; vania1981 ; 410 
 5388 ; 5000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 38 ; Fliege1 ; 1549 
 5389 ; 60 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 32 ; idalgo-17 ; 367 
 5390 ; 250 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 14 ; idalgo-17 ; 228 
 5391 ; 5 рублей ; 1934 ; Гос.казначейские билеты ;  ;  ; 32 ; idalgo-17 ; 867 
 5392 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 24 ; idalgo-17 ; 510 
 5393 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 38 ; idalgo-17 ; 654 
 5394 ; 5 рублей. Однолитерная ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 25 ; Fliege1 ; 938 
 5395 ; 1 червонец ; 1937 ; Билет ;  ;  ; 44 ; DmitriPartei ; 500 
 5396 ; 10 червонцев ; 1937 ; Билет ;  ;  ; 55 ; ауща ; 1622 
 5397 ; 5000 рублей ; 1921 ; Грузия ;  ;  ; 53 ; flutter ; 429 
 5398 ; 5 рублей ; 1919 ; Закаспийское Временное Правительство ;  ;  ; 41 ; аймир ; 906 
 5399 ; 1000 рублей ; 1923 ; Закавказье ;  ;  ; 28 ; val211 ; 384 
 5400 ; 25000 рублей ; 1923 ; Закавказье ;  ;  ; 66 ; физмат ; 867 
 5401 ; 250000 рублей ; 1923 ; Закавказье ;  ;  ; 54 ; SANGOLD1 ; 765 
 5402 ; 15 копеек ; 1918 ; Азербайджан ;  ;  ; 31 ; Fliege1 ; 792 
 5303 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 19 ; svv ; 465 
 5304 ; Лот бон 10 шт. 10 рублей ; 1909 ;  ;  ;  ; 12 ; serega67 ; 255 
 5305 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 35 ; flutter ; 206 
 5306 ; 5 рублей ; 1909 ; Денежные знаки ;  ; AU ; 23 ; MOHETA ; 373 
 5307 ; 5 рублей ; 1909 ; Денежные знаки ;  ; AU ; 11 ; Ритм ; 237 
 5308 ; 5 рублей ; 1909 ; Денежные знаки ;  ; AU ; 7 ; alkona ; 225 
 5309 ; Лот бон 3 шт. 5 рублей ; 1909 ;  ;  ;  ; 14 ; akula ; 75 
 5310 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 35 ; gavrspb ; 450 
 5311 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ; AU ; 63 ; svv ; 4248 
 5312 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 24 ; 007serg007 ; 113 
 5313 ; 1 копейка ; 1915 ; Разменные (казнач.)билеты ;  ; AU ; 28 ; agent 007 ; 461 
 5314 ; 2 копейки ; 1915 ; Разменные (казнач.)билеты ;  ; AU ; 40 ; K.V.N. ; 918 
 5315 ; 3 копейки ; 1915 ; Разменные (казнач.)билеты ;  ; AU ; 37 ; agent 007 ; 532 
 5316 ; 5 копеек ; 1915 ; Разменные (казнач.)билеты ;  ; AU ; 22 ; agent 007 ; 271 
 5317 ; Лот бон 5 рублей 9 шт. ; 1909 ;  ;  ;  ; 22 ; всё моё ; 453 
 5318 ; Бона 500 рублей г. Оренбург ; 1918 ;  ;  ;  ; 25 ; спарта ; 1667 
 5319 ; 500 рублей ; 1918 ;  ;  ;  ; 36 ; жулик ; 636 
 5320 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 49 ; stoza ; 357 
 5321 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 15 ; медалькин ; 159 
 5322 ; Лот бон 2 шт. 500 и 1000 рублей ; 1919 ;  ;  ;  ; 21 ; целина57 ; 510 
 5323 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ; AU ; 48 ; мак-сим ; 2000 
 5324 ; Агитационная листовка в виде боны 100000 рублей ;  ;  ;  ;  ; 30 ; -1- ; 921 
 5325 ; Лот бон 2 шт ;  ;  ;  ;  ; 26 ; Mauk ; 164 
 5326 ; 1 марка серебром ; 1867 ; Финляндия билет ;  ;  ; 32 ; скорпион_48 ; 3725 
 5327 ; 100 марок золотом ; 1898 ; Финляндия билет ;  ;  ; 51 ; RusScat ; 8160 
 5328 ; 5 марок ; 1909 ; Финляндия билет ;  ;  ; 45 ; mishael07 ; 341 
 5329 ; 1 марка золотом ; 1915 ; Финляндия билет ;  ;  ; 13 ; RusScat ; 453 
 5330 ; 1 марка ; 1919 ; Эстония ;  ;  ; 30 ; bonipari ; 521 
 5331 ; 5 копеек ; 1920 ; Латвия. Разменный знак ;  ;  ; 27 ; bva150979 ; 371 
 5332 ; 10 копеек ; 1920 ; Латвия. Разменный знак ;  ;  ; 40 ; nikfed ; 587 
 5333 ; 25 копеек ; 1920 ; Латвия. Разменный знак ;  ;  ; 24 ; bva150979 ; 369 
 5334 ; Бона 5 рублей Либавское городское самоуправление ; 1915 ;  ;  ;  ; 37 ; K.V.N. ; 781 
 5335 ; 1 марка ; 1919 ;  ;  ;  ; 19 ; жулик ; 591 
 5336 ; 10 карбованцев ;  ; Украина Знак Державноi скарбицi ;  ; AU ; 23 ; bonist-3A ; 555 
 5337 ; 100 карбованцев ; 1918 ; Украина Знак Державноi скарбицi ;  ;  ; 36 ; market_spb ; 663 
 5338 ; 250 карбованцев ; 1918 ; Украина Знак Державноi скарбицi ;  ;  ; 19 ; bonist-3A ; 555 
 5339 ; Бона 250 рублей г.Житомир ; 1920 ;  ;  ;  ; 10 ; bonist-3A ; 567 
 5340 ; 100 рублей ; 1920 ; Азербайджан ;  ; AU ; 34 ; torus72 ; 1020 
 5341 ; 50 копеек ; 1919 ; Грузия ;  ;  ; 26 ; целина57 ; 565 
 5342 ; 100 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 33 ; Fliege1 ; 1307 
 5343 ; 250 рублей ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 25 ; Fliege1 ; 1928 
 5344 ; 3 червонца ; 1937 ; Билет ;  ;  ; 79 ; всё моё ; 1590 
 5345 ; 1000 рублей ; 1991 ; билет ;  ;  ; 37 ; Пипсик ; 612 
 5346 ; 10000 рублей ; 1995 ; банкнота ;  ;  ; 77 ; Пипсик ; 694 
 5347 ; 50000 рублей ; 1995 ; банкнота ;  ;  ; 39 ; Пипсик ; 1020 
 5348 ; 100000 рублей ; 1995 ; банкнота ;  ;  ; 55 ; Пипсик ; 1020 
 5349 ; 10 рублей ; 1997 ; банкнота ;  ;  ; 37 ; serg901 ; 211 
 5350 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ; XF ; 41 ; stoza ; 4641 
 5351 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 15 ; serega67 ; 378 
 5352 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 31 ; stoza ; 944 
 5059 ; 3 червонца ; 1937 ; Билет ;  ;  ; 7 ; ъхз ; 138 
 5060 ; 3 червонца ; 1937 ; Билет ;  ;  ; 9 ; ъхз ; 133 
 5061 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 12 ; alex09-63 ; 153 
 5062 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 21 ; antonekb08 ; 147 
 5063 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 16 ; antonekb08 ; 153 
