 5888 ; Бона иностранная 2 шт ;  ;  ;  ;  ; 11 ; doiu33 ; 339 
 5306 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 18 ; bonipari ; 215 
 5307 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 18 ; vitaliy036 ; 242 
 5308 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 20 ; vitaliy036 ; 113 
 5309 ; Бона 1 рубль Хабаровский кооператив-банк ; 1919 ;  ;  ;  ; 13 ; 2128508 ; 765 
 5310 ; Бона 10 рублей  Хабаровский кооператив-банк ; 1919 ;  ;  ;  ; 10 ; 2128508 ; 944 
 5311 ; Ордер на 10 рублей ;  ;  ;  ;  ; 16 ; alex241 ; 567 
 5312 ; Чек на 250 рублей, Бийского отделения гос.банка ;  ;  ;  ;  ; 22 ; luda ; 793 
 5313 ; 2 копейки ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 27 ; venividivici ; 306 
 5314 ; 5000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 40 ; zef ; 1019 
 5315 ; 10000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 28 ; Artemon ; 693 
 5316 ; Лот бон 4 шт. 1,3,10,50 рублей ; 1918 ;  ;  ;  ; 20 ; НЗ ; 701 
 5317 ; Бона 50 рублей г.Пятигорск ; 1918 ;  ;  ;  ; 20 ; cochu ; 726 
 5318 ; Бона 10 рублей Минеральные воды ; 1918 ;  ;  ;  ; 15 ; НЕВО ; 1530 
 5319 ; Лот бон 6 шт ;  ;  ;  ;  ; 18 ; yunonik ; 424 
 5320 ; Лот бон 3 шт ;  ;  ;  ;  ; 25 ; ac ; 1043 
 5321 ; 5000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 44 ; RusScat ; 1022 
 5322 ; 10000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 20 ; 06031983 ; 1377 
 5323 ; 25 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 38 ; sax ; 1019 
 5324 ; 3 червонца ; 1924 ; Билеты гос.банка СССР ;  ;  ; 31 ; ac ; 5555 
 5325 ; Лот бон 1 рубль 8 шт ;  ;  ;  ;  ; 35 ; torbey ; 2756 
 5326 ; 3 рубля ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 32 ; Artemon ; 999 
 5327 ; 5 рублей ; 1920 ; Денежный знак Дальне-Восточной республикиДенежный знак Дальне-Восточной республики ;  ;  ; 20 ; xladon ; 612 
 5328 ; 5 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 15 ; mart_si ; 408 
 5329 ; 1 червонец ; 1937 ; Билет ;  ;  ; 40 ; xladon ; 1430 
 5330 ; 10 червонцев ; 1937 ; Билет ;  ;  ; 45 ; 06031983 ; 1501 
 5331 ; Лот бон 1,3,5 рублей ; 1938 ;  ;  ;  ; 26 ; bonist-3A ; 1384 
 5332 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 29 ; RusScat ; 1020 
 5333 ; 25 рублей ; 1947 ; билет ;  ;  ; 35 ; Хаа ; 1019 
 5334 ; 50 рублей ; 1947 ; билет ;  ;  ; 80 ; jugla ; 1020 
 5335 ; 100 рублей ; 1947 ; билет ;  ;  ; 35 ; jugla ; 939 
 5336 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 19 ; aniki-niki ; 306 
 5337 ; 50000 рублей ; 1993 ; банкнота ;  ;  ; 35 ; Алек ; 1662 
 5338 ; 50000 рублей ; 1995 ; банкнота ;  ;  ; 37 ; Алёша ; 714 
 5339 ; Талон на 3 копейки "АРКТИКУГОЛЬ" ; 1957 ;  ;  ;  ; 45 ; поля 1 ; 3264 
 5040 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 16 ; Vitaly26 ; 245 
 5041 ; Столовая служащих в комиссариате финансов .лит.г. ;  ;  ;  ;  ; 11 ; master_mt5 ; 260 
 5042 ; Вегетарианская столовая. 3 рубля ;  ;  ;  ;  ; 11 ; 4758 ; 222 
 5043 ; Столовая Труд. Коммуны. 10 копеек ;  ;  ;  ;  ; 14 ; glassmen ; 350 
 5044 ; Столовая гор. Комиссариата продовольствия. Обед ;  ;  ;  ;  ; 5 ; gelo ; 253 
 5045 ; 10 рублей. Баку ; 1918 ;  ;  ;  ; 21 ; alex241 ; 827 
 5046 ; 3 марки ; 1919 ;  ;  ;  ; 13 ; nikfed ; 900 
 5047 ; 5 марок ; 1919 ; Эстония ;  ;  ; 9 ; 2128508 ; 735 
 5048 ; 5 рублей. Амурский ОРБ. ; 1918 ;  ;  ;  ; 36 ; НЕВО ; 1071 
 5049 ; 1000 рублей ; 1920 ; Азербайджан ;  ;  ; 14 ; bonist-3A ; 504 
 5050 ; 25 рублей. Баку ; 1918 ;  ;  ;  ; 10 ; sos1 ; 696 
 5051 ; 50 рублей. Баку ; 1918 ;  ;  ;  ; 8 ; maks169 ; 300 
 5052 ; 1 рубль ; 1918 ; Областной кредитный билет Урала. ;  ;  ; 13 ; Туборг ; 326 
 5053 ; 25 марок ; 1919 ; Эстония ;  ;  ; 21 ; nikfed ; 1377 
 5054 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 11 ; Алек ; 306 
 5055 ; 50000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 19 ; Алек ; 629 
 5056 ; 25000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 21 ; Алек ; 725 
 5057 ; 100 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 10 ; MaRgo ; 153 
 5058 ; 100 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 5 ; Foreigner ; 110 
 5059 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 17 ; gelo ; 115 
 5060 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 12 ; Guu_chi ; 106 
 5061 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 16 ; vitaliy036 ; 153 
 5062 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 10 ; я8844 ; 45 
 5063 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 25 ; vitaliy036 ; 101 
 5064 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 14 ; zsefvg ; 122 
 5065 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 16 ; Guu_chi ; 120 
 5066 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 28 ; Ксения ; 119 
 5067 ; 3 копейки ; 1915 ; Деньги-марки ;  ; AU ; 17 ; 06031983 ; 201 
 5068 ; 20 копеек. Одесса ;  ;  ;  ; AU ; 27 ; cochu ; 507 
 5069 ; 1 рубль ; 1919 ; Расчетные знаки РСФСР ;  ; AU ; 30 ; Во все тяжкие ; 675 
 5070 ; 2 рубля ; 1919 ; Расчетные знаки РСФСР ;  ; AU ; 25 ; xladon ; 1000 
 5071 ; 3 рубля ; 1919 ; Расчетные знаки РСФСР ;  ; AU ; 14 ; Во все тяжкие ; 357 
 5072 ; 50 копеек. Одесса ;  ;  ;  ; AU ; 23 ; gelo ; 510 
 5073 ; 3 копейки. Квартблок ; 1915 ; Деньги-марки ;  ; AU ; 14 ; torbey ; 714 
 5074 ; 10 копеек. Квартблок ; 1915 ; Деньги-марки ;  ; AU ; 18 ; torbey ; 714 
 5075 ; 3 копейки ; 1915 ; Разменные (казнач.)билеты ;  ; AU ; 19 ; venividivici ; 428 
 5076 ; 500 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ; AU ; 59 ; 06031983 ; 3537 
 5077 ; 250 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ; AU ; 45 ; 06031983 ; 3399 
 5078 ; 50 копеек ;  ;  ;  ; AU ; 16 ; 333985 ; 441 
 5079 ; 50 копеек. Екатеринодар ;  ;  ;  ; AU ; 21 ; masterovoi ; 550 
 5080 ; 100 рублей ; 1961 ;  ;  ; AU ; 46 ; 06031983 ; 969 
 5081 ; 10000 рублей ; 1993 ; банкнота ;  ;  ; 46 ; cr2952 ; 359 
 5082 ; 250000 рублей ; 1923 ; Закавказье ;  ;  ; 17 ; Vahid ; 301 
 5083 ; 5000 рублей ; 1921 ; Грузия ;  ;  ; 13 ; market_spb ; 306 
 5084 ; 10000 рублей ; 1922 ; Грузия ;  ;  ; 11 ; unkas79 ; 306 
 5085 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 15 ; cr2952 ; 114 
 5086 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 10 ; cr2952 ; 104 
 5087 ; 10 рублей ; 1919 ;  ;  ;  ; 42 ; alex241 ; 889 
 5088 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 36 ; MaRgo ; 234 
 5089 ; 3 рубля ; 1947 ; Гос.казначейский билет ;  ;  ; 30 ; jugla ; 718 
 4063 ; Лот монет Каймановых о-в (6шт): 1 цент ; 1990-2005 ;  ; Br/St ; VF+/XF ; 13 ; Mahfey ; 51 
 4064 ; Лот монет Индии (3шт): 5 рупий ; 1994-1996 ;  ; Cu/Ni ; VF ; 9 ; scmrev ; 13 
 4065 ; Лот монет Джерси (3шт): 5 пенсов ; 1990-2002 ;  ; Cu/Ni ; VF+ ; 11 ; ag58 ; 34 
 4066 ; Лот монет США (5шт): 5 центов ; 1986-1997 ;  ; Cu/Ni ; VF/XF ; 25 ; Mahfey ; 38 
 4067 ; Лот монет Франции (3шт): 10 сантимов ; 1974-1997 ;  ; Al/Br, Би/м ; VF+ ; 15 ; Mahfey ; 51 
 4068 ; Лот монет Норвегии (7шт): 2 эре ; 1938-1965 ;  ; Br ; VF ; 9 ; Mahfey ; 57 
 4069 ; Лот монет Австрии (2шт): 2 кроны ; 1913 ;  ; Ag ; VF/XF- ; 43 ; DNV73 ; 852 
 4070 ; Лот монет Австрии (2шт): 2 кроны ; 1912 ;  ; Ag ; VF/XF- ; 20 ; ZVS ; 765 
 4071 ; Лот монет Австрии (2шт): 2 кроны ; 1912,1913 ;  ; Ag ; VF/XF- ; 16 ; ZVS ; 822 
 4072 ; Лот монет Латвии: 5,1 сантим (3шт) ; 1922-1937 ;  ; Cu ; VF- ; 5 ; t_v_v ; 108 
 4073 ; Лот монет Германии (4шт) ; 1950 ;  ; Cu/Ni ; VF+ ; 16 ; Mahfey ; 28 
 5001 ; 1 копейка ; 1915 ; Деньги-марки ;  ;  ; 23 ; xladon ; 714 
 5002 ; 2 копейки ; 1915 ; Деньги-марки ;  ;  ; 13 ; Trien ; 206 
 5003 ; 10 копеек ; 1915 ; Деньги-марки ;  ;  ; 12 ; fouli ; 100 
 5004 ; 15 копеек ; 1915 ; Деньги-марки ;  ;  ; 10 ; ipax ; 61 
 5005 ; 20 копеек ; 1915 ; Деньги-марки ;  ;  ; 20 ; zsefvg ; 84 
 5006 ; 50 шагив ; 1918 ; Украина.Тип почтовых марок ;  ;  ; 9 ; master_mt5 ; 173 
 5007 ; 1 рубль ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 9 ; Megatronik ; 50 
 5008 ; 2 рубля ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 9 ; valencio ; 250 
 5009 ; 5 рублей ; 1920 ; Расчетные знаки РСФСР образца 1920 г. ;  ;  ; 17 ; WOLSCHARA ; 365 
 5010 ; 5 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 18 ; zsefvg ; 136 
 5011 ; 50 копеек ; б/г ; Гос.кредитный билет "Северная Россия" ;  ;  ; 23 ; alex241 ; 873 
 5012 ; 1 марка золотом ; 1916 ; Финляндия билет ;  ;  ; 14 ; duckhaveamoney ; 204 
 5013 ; Билет лотореи ; 1940 ;  ;  ;  ; 16 ; bonipari ; 354 
 5014 ; Билет лотореи ; 1940 ;  ;  ;  ; 5 ; Туборг ; 345 
 5015 ; Билет лотореи ; 1941 ;  ;  ;  ; 17 ; nikfed ; 410 
 5016 ; Билет лотореи ; 1941 ;  ;  ;  ; 18 ; 4758 ; 136 
 5017 ; 100 рублей ; 1919 ; Азербайджан ;  ;  ; 22 ; volkov ; 426 
 5018 ; 50 рублей ; 1919 ;  ;  ;  ; 30 ; altunin ; 459 
 5019 ; 10 рублей ; 1918 ;  ;  ;  ; 18 ; xladon ; 465 
 5020 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 21 ; MaRgo ; 53 
 5021 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 23 ; denis2225 ; 102 
 5022 ; 100 рублей ; 1918 ; 2 подписи Гос.кредитные билеты(не выпущены) ;  ;  ; 20 ; intelligent4 ; 512 
 5023 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 13 ; shnitt1 ; 261 
 5024 ; 25000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 9 ; valencio ; 350 
 5025 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 9 ; cr2952 ; 128 
 5026 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 18 ; vitaliy036 ; 194 
 5027 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 30 ; vitaliy036 ; 152 
 5028 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 13 ; vitaliy036 ; 123 
 5029 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 21 ; vitaliy036 ; 77 
 5030 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 8 ; vitaliy036 ; 77 
 5031 ; 200 рублей ; 1919 ;  ;  ;  ; 13 ; masterovoi ; 681 
 5032 ; 10000 рублей ; 1923 ; Закавказье ;  ;  ; 11 ; Ксения ; 326 
 5033 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 16 ; Ксения ; 165 
 5034 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 19 ; bonist-3A ; 255 
 5035 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 24 ; vitaliy036 ; 113 
 5036 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 9 ; vitaliy036 ; 51 
 5037 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 26 ; Vitaly26 ; 350 
 5038 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 14 ; Vitaly26 ; 254 
 5039 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 18 ; Vitaly26 ; 310 
 4013 ; Лот монет Франции (7шт) ; 1965-1991 ;  ; Би/м,Cu/Ni?Лат ; VF/XF ; 13 ; Mahfey ; 82 
 4014 ; Лот монет Германии (5шт) ; 1924,1925 ;  ; Лат ; F/VF- ; 24 ; t_v_v ; 89 
 4015 ; Лот монет Югославии (6шт) ; 1953-1988 ;  ; Cu/Ni,Al,Лат ; F-VF/XF ; 9 ; 7755 ; 53 
 4016 ; Лот евромонет Мальты (8шт): 2,1 евро, 50,20,10,5,2,1 евроцент ; 2008 ;  ; Би/м,Лат,Cu ; XF ; 15 ; Guu_chi ; 341 
 4017 ; Лот монет Чехословакии (10шт): 20,10 хеллеров ; 1921-1992 ;  ; Cu/Ni,Al/Br,Al ; VF/XF ; 11 ; av ; 93 
 4018 ; Лот монет Канады (12шт): 1 цент ; 1966-2005 ;  ; Br ; VF/XF ; 12 ; Mahfey ; 28 
 4019 ; Лот монет Германии (10шт): 10 пфеннигов ; 1940-1944 ;  ; Zn ; F/F+ ; 6 ; Elephant ; 96 
 4020 ; Лот монет Европы (6шт) ; 1858-2000 ;  ; Al, Cu-Ni, ж/м ; VF-/VF+ ; 9 ; nikotin_usm ; 92 
 4021 ; Лот евромонет Италии (8шт): 2,1 евро, 50,20,10,5,2,1 евроцент ; 2007-2012 ;  ; Би/м,Лат,Cu ; XF ; 17 ; nivva ; 365 
 4022 ; Лот евромонет Мальты (8шт): 2,1 евро, 50,20,10,5,2,1 евроцент ; 2008 ;  ; Би/м,Лат,Cu ; XF/XF+ ; 24 ; djon.777 ; 363 
 4023 ; Лот евромонет Мальты (8шт): 2,1 евро, 50,20,10,5,2,1 евроцент ; 2008 ;  ; Би/м,Лат,Cu ; XF- ; 23 ; Blixa37 ; 350 
 4024 ; Лот монет Тайланда: 10шт ;  ;  ; Cu-Ni ; VF/XF ; 38 ; maleevsw ; 283 
 4025 ; Лот монет США: 1 цент (10шт) ; 1960-1969 ;  ; Br ; VF/VF+ ; 13 ; Mahfey ; 57 
 4026 ; Лот монет США: 1/4 доллара (3шт) ; 1976 ;  ; Cu-Ni ; VF+ ; 17 ; scmrev ; 40 
 4027 ; Лот монет США: 1 цент (10шт) ; 1970-1979 ;  ; Br ; VF/XF ; 11 ; bva150979 ; 79 
 4028 ; Лот монет США: 1 цент (10шт) ; 1970-1979 ;  ; Br ; VF/XF ; 7 ; Megatronik ; 38 
 4029 ; Лот монет США: 1 цент (10шт) ; 1960-1969 ;  ; Br ; VF/VF+ ; 7 ; 7755 ; 33 
 4030 ; Лот монет Германии, Австрии (10шт): 1 пфенниг, грошен ; 1940-1947 ;  ; Zn ; F/F+ ; 4 ; Рыцарь ; 92 
 4031 ; Лот евромонет Финляндии (8шт): 2,1 евро, 50,20,10,5,2,1 евроцент ; 2000-2010 ;  ; Би/м,Лат,Cu ; XF-/XF+ ; 15 ; nikotin_usm ; 357 
 4032 ; Лот монет Италии, Франции ГДР, Канады, Швейцарии, Дании (14шт) ;  ;  ; Cu-Ni,Br,Al/Br, ; VF+/XF ; 19 ; Mahfey ; 102 
 4033 ; Лот монет США: 5 центов (10шт) ; 1985-2010 ;  ; Cu-Ni ; VF/XF ; 11 ; Mahfey ; 63 
 4034 ; Лот евромонет Кипра (8шт): 2,1 евро, 50,20,10,5,2,1 евроцент ; 2008,2009 ;  ; Би/м,Лат,Cu ; XF/AU ; 21 ; nikotin_usm ; 408 
 4035 ; Лот монет Болгарии  и Румынии (3шт) ; 1867,1881,1930 ;  ; Cu,Al/Br ; F-VF/VF- ; 15 ; banks ; 153 
 4036 ; Лот монет Великобритании и Канады (5шт). Деформация ; 1941-1966 ;  ; Ag ; F ; 15 ; roza77 ; 126 
 4037 ; Лот монет Германии, Австрии (10шт): 1 пфенниг, грошен ; 1941-1947 ;  ; Zn ; F/F+ ; 4 ; Рыцарь ; 92 
 4038 ; Лот монет Германии (7шт) ; 1967-1988 ;  ; Лат,Al ; VF+/VF-XF ; 10 ; ANDchel ; 41 
 4039 ; Лот монет Польши (15шт): 2 злотых ; 2010-2013 ;  ; Лат ; AU ; 34 ; ag58 ; 627 
 4040 ; Лот монет Германии (10шт): 1 пфенниг ; 1940-1943 ;  ; Zn ; F ; 4 ; Рыцарь ; 92 
 4041 ; Лот монет Азии (4шт) ; 20-21вв ;  ; Cu-Ni, ж/м ; VF+/XF ; 11 ; t_v_v ; 48 
 4042 ; Лот монет Великобритании: 8шт ; 1895-1967 ;  ; Br,Ag ; VF/VF-XF ; 15 ; KNK ; 126 
 4043 ; Лот иностранных монет (30шт) ; 20,21вв ;  ; Cu/Ni,Cu,Al/Br, ; VF/XF ; 31 ; Алек ; 261 
 4044 ; Лот монет Швеции: 17 век ; 17 век, 1718-1820, 19 век ;  ; Cu ; VG/F ; 22 ; karl ; 363 
 4045 ; Лот монет Финляндии: 16шт ; 1919-1970 ;  ; Cu,Cu-Ni,Al/Br ; VF/XF ; 9 ; хуч ; 91 
 4046 ; Лот монет Украины:32 шт ;  ;  ; St,лат ; VF+/XF ; 9 ; Mikola_1 ; 153 
 4047 ; Лот монет Востока (21шт) ;  ;  ; Ж/м ; F/F+ ; 36 ; Vb[fksx ; 1247 
 4048 ; Лот монет иностранных: 25шт ;  ;  ; Br,Cu-Ni,Zn,Al ; VF-AU ; 5 ; _Zona_ ; 77 
 4049 ; Лот монет иностранных: 25шт ;  ;  ; Br,Cu-Ni,Zn,Al ; VF-AU ; 5 ; rusalko ; 69 
 4050 ; Лот монет иностранных: 25шт ;  ;  ; Br,Cu-Ni,Zn,Al ; VF-AU ; 11 ; scmrev ; 77 
 4051 ; Лот монет Великобритании (5шт): 6 пенсов ; 1958-1962 ;  ; Cu/Ni ; VF ; 3 ; Рыцарь ; 23 
 4052 ; Лот монет Югославии (4шт): 10 динар ; 1982-1987 ;  ; Cu/Ni ; XF ; 10 ; veter44 ; 22 
 4053 ; Лот монет Австралии (5шт): 5 центов ; 1974-1994 ;  ; Cu/Ni ; VF/XF ; 10 ; avstraliez2 ; 51 
 4054 ; Лот монет Мексики (4шт): 10 центов ; 1993-2006 ;  ; Cu/Ni ; XF ; 7 ; хуч ; 42 
 4055 ; Лот монет Бельгии (6шт): 20,5 франков, 50,10,2 сантима ; 1905-1983 ;  ; Cu/Ni,Al/Br,Cu ; VF/VF+ ; 11 ; av ; 89 
 4056 ; Лот монет США. Штаты (2шт): 1/4 доллара ; 1999,2000 ;  ; Cu/Ni ; XF ; 20 ; Mahfey ; 47 
 4057 ; Лот монет Германии (2шт): 50 пфеннигов ; 1922А,Е ;  ; Al ; VF ; 19 ; 06031983 ; 114 
 4058 ; Лот монет Восточно Карибских штатов (5шт): 5 центов ; 1986-1995 ;  ; Al ; VF ; 12 ; Mahfey ; 50 
