 5865 ; Бона иностранная. Перу ;  ;  ;  ; AU ; 63 ; mart_si ; 223 
 5082 ; 1000 рублей ; 1919 ;  ;  ;  ; 15 ; svv ; 816 
 5083 ; 50 рублей ; 1916 ;  ;  ;  ; 11 ; maks169 ; 305 
 5084 ; 100 рублей ; 1916 ;  ;  ;  ; 15 ; я8844 ; 265 
 5085 ; 100 рублей ; 1916 ;  ;  ;  ; 15 ; spasatel2012 ; 350 
 5086 ; 100 рублей ; 1915 ;  ;  ;  ; 29 ; ММД ; 405 
 5087 ; 100 рублей. Штампы Асхабадского ОГБ ; 1916 ;  ;  ;  ; 39 ; 4758 ; 1938 
 5088 ; 500 рублей ; 1915 ;  ;  ;  ; 14 ; solder13 ; 365 
 5089 ; 1000 рублей ; 1916 ;  ;  ;  ; 12 ; maks169 ; 380 
 5090 ; 5000 рублей ; 1916 ;  ;  ;  ; 27 ; bonist-3A ; 1500 
 5091 ; 200 рублей ; 1917 ;  ;  ;  ; 26 ; ММД ; 454 
 5092 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 58 ; 4758 ; 487 
 5093 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 27 ; victorsa ; 2040 
 5094 ; 5 марок золотом ; 1897 ; Финляндия билет ;  ;  ; 39 ; 333985 ; 793 
 5095 ; 10 марок золотом ; 1898 ; Финляндия билет ;  ;  ; 22 ; 2128508 ; 1587 
 5096 ; 20 марок золотом ; 1898 ; Финляндия билет ;  ;  ; 23 ; 333985 ; 1473 
 5097 ; 1 червонец ; 1926 ; Калманович, Горбунов. Билет ;  ;  ; 41 ; картуш ; 7254 
 5098 ; 1000000000 рублей ; 1924 ; Закавказье ;  ;  ; 72 ; masterovoi ; 3588 
 5099 ; 10 рублей (12 шт) ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 24 ; ANGEL 23 ; 362 
 5100 ; 5 рублей (20 шт) ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 35 ; сортам70 ; 420 
 5301 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 36 ; bonipari ; 816 
 5302 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 31 ; gdrg2 ; 197 
 5303 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 48 ; Четырехлистник ; 1026 
 5304 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 29 ; HARDCOROV ; 567 
 5305 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 37 ; Ferros ; 569 
 5306 ; 10 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 9 ; natalka ; 68 
 5307 ; Лот бон 30 шт. 10 рублей ; 1909 ;  ;  ;  ; 28 ; сортам70 ; 679 
 5308 ; Лот бон 18 шт. 5 рублец ; 1909 ;  ;  ; AU ; 34 ; greedy ; 1108 
 5309 ; Лот бон 25 шт. 5,10,100 рублей ; 1909-10 ;  ;  ;  ; 36 ; сортам70 ; 567 
 5310 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 21 ; alex09-63 ; 144 
 5311 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 19 ; Cosmos ; 170 
 5312 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 28 ; gdrg2 ; 234 
 5313 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 19 ; maxm812 ; 408 
 5314 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 47 ; Mukoved ; 215 
 5315 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 44 ; bonist-3A ; 306 
 5316 ; Лот 1,3,5 рублей ; 1938 ;  ;  ;  ; 22 ; Malysh ; 612 
 5317 ; Бона 3 рубля "АРКТИКУГОЛЬ" ;  ;  ;  ;  ; 16 ; Ratmen ; 521 
 5318 ; Бона 3 копейки "АРКТИКУГОЛЬ" ;  ;  ;  ;  ; 18 ; фанто-мас ; 261 
 5319 ; Бона 1 копейка "АРКТИКУГОЛЬ" ;  ;  ;  ;  ; 49 ; altunin ; 251 
 5320 ; Лот бон 8 шт. "АРКТИКУГОЛЬ" ;  ;  ;  ;  ; 27 ; luda ; 1259 
 5021 ; 50 рублей ; 1919 ;  ;  ;  ; 39 ; val211 ; 216 
 5022 ; 50 рублей ; 1919 ;  ;  ;  ; 27 ; NL.minkki ; 359 
 5023 ; 50 рублей ; 1919 ;  ;  ;  ; 18 ; imi ; 218 
 5024 ; 1000 рублей ; 1993 ; банкнота ;  ;  ; 21 ; Malysh ; 101 
 5025 ; 1 рубль ; 1898 ; Тимашев. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 10 ; гугл= ; 72 
 5026 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 3 ; гугл= ; 34 
 5027 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 9 ; gdrg2 ; 54 
 5028 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 9 ; гугл= ; 26 
 5029 ; 50000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 59 ; Александр007 ; 230 
 5030 ; 50000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 35 ; гугл= ; 173 
 5031 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 12 ; Malysh ; 50 
 5032 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 7 ; гугл= ; 28 
 5033 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 22 ; Конрос77 ; 159 
 5034 ; 100 карбованцев ; 1942 ;  ;  ;  ; 11 ; maks169 ; 208 
 5035 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 24 ; aurin1 ; 114 
 5036 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 9 ; ANGEL 23 ; 101 
 5037 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 8 ; bonist-3A ; 147 
 5038 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 31 ; Malysh ; 206 
 5039 ; 50 копеек ; 1982 ;  ;  ;  ; 7 ; Malysh ; 51 
 5040 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 15 ; xado85 ; 305 
 5041 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 11 ; Malysh ; 101 
 5042 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 3 ; ac ; 151 
 5043 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 9 ; scipion ; 401 
 5044 ; 1 рубль ;  ;  ;  ;  ; 3 ; bon15041980 ; 251 
 5045 ; 3 рубля ;  ;  ;  ;  ; 3 ; bon15041980 ; 251 
 5046 ; 3р. 50 копеек ;  ;  ;  ;  ; 3 ; bon15041980 ; 251 
 5047 ; 1 рубль ; 1922 ;  ;  ;  ; 28 ; Ferros ; 793 
 5048 ; 25 пенни ; 1918 ;  ;  ;  ; 14 ; DmitriPartei ; 100 
 5049 ; 1 копейка ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 18 ; maks169 ; 80 
 5050 ; 2 копейки ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 20 ; Ferros ; 151 
 5051 ; 2 копейки. Елгава ; 1915 ;  ;  ;  ; 15 ; я8844 ; 625 
 5052 ; 1 копейка. Елгава ; 1915 ;  ;  ;  ; 14 ; Ferros ; 612 
 5053 ; 5 марок ; 1909 ; Финляндия билет ;  ;  ; 17 ; 2128508 ; 444 
 5054 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 59 ; gdrg2 ; 341 
 5055 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 30 ; bonist-3A ; 1000 
 5056 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 10 ; imi ; 40 
 5057 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 9 ; гугл= ; 28 
 5058 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 10 ; gdrg2 ; 120 
 5059 ; 50000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 21 ; я8844 ; 337 
 5060 ; 50000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 24 ; aurin1 ; 249 
 5061 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 16 ; gdrg2 ; 79 
 5062 ; 10 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 7 ; majkl ; 51 
 5063 ; 10 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 43 ; *sanek* ; 459 
 5064 ; 10 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 7 ; majkl ; 51 
 5065 ; 10 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 7 ; bonist-3A ; 100 
 5066 ; 25 рублей ; 1919 ;  ;  ;  ; 18 ; Ruabovaa ; 101 
 5067 ; 25 рублей ; 1919 ;  ;  ;  ; 11 ; solder13 ; 203 
 5068 ; 50 рублей ; 1919 ;  ;  ;  ; 61 ; cochu ; 204 
 5069 ; 50 рублей ; 1919 ;  ;  ;  ; 19 ; cochu ; 268 
 5070 ; 100 рублей ; 1919 ;  ;  ;  ; 35 ; zima ; 4087 
 4209 ; Лот монет США: 1/4 доллара (3шт) ; 1976 ;  ; Cu-Ni ; VF/VF+ ; 7 ; sova159 ; 24 
 4210 ; Лот монет США: 1/4 доллара (3шт) ; 1976 ;  ; Cu-Ni ; VF/VF+ ; 7 ; Четырехлистник ; 26 
 4211 ; Лот (Игровых жетонов. Токенов США): 5шт ;  ;  ; Ж/м ; F-VF/VF ; 2 ; sova159 ; 3 
 4212 ; Лот (Игровых жетонов. Токенов США): 5шт ;  ;  ; Ж/м ; F-VF ; 4 ; pion-61 ; 12 
 4213 ; Лот монет Бельгии (3шт) ; 1939 ;  ; Cu/Ni ; VF ; 16 ; kornum ; 105 
 4214 ; Лот монет Ирака (3шт) ; 20в ;  ; Cu/Ni,St ; XF+ ; 7 ; Mukoved ; 114 
 4215 ; Лот монет ОАЭ (4шт) ; 20в ;  ; Cu/Ni,Br ; XF-/XF+ ; 7 ; ANGEL 23 ; 55 
 4216 ; Лот монет Кувейта (4шт) ; 20в ;  ; Cu/Ni,Лат ; AU ; 13 ; KNK ; 90 
 4217 ; Лот монет Египта (4шт) ; 20в ;  ; Cu/Ni,Лат ; XF/AU ; 25 ; gusar ; 120 
 4218 ; Лот монет Дании (4шт) ; 1952-1974 ;  ; Cu/Ni ; VF+ ; 12 ; kornum ; 90 
 4219 ; Лот монет Катара (3шт) ; 20в ;  ; Cu/Ni,Br ; VF/XF ; 26 ; ag58 ; 104 
 4220 ; Лот монет Испании (4шт) ; 1990-1996 ;  ; Kfn ; XF-/XF+ ; 29 ; Vanka ; 79 
 4221 ; Лот монет Аргентины: 3шт ; 1977 ;  ; Al/Br ; XF+ ; 25 ; sibirian ; 132 
 4222 ; Лот монет Мексики: 3шт ;  ;  ; br,лат,Би/м ; VF/XF ; 19 ; юрий73 ; 83 
 4223 ; Лот монет США: 5шт ;  ;  ; Cu-Ni ; F-VF ; 39 ; Четырехлистник ; 217 
 4224 ; Лот монет США: 4шт ;  ;  ; Cu-Ni ; F-VF ; 19 ; Searcher ; 133 
 4225 ; Лот монет Канады: 4шт ;  ;  ; Cu-Ni ; VF ; 37 ; dudinjohn ; 87 
 4226 ; Лот монет Канады: 4шт ;  ;  ; Cu ; F-VF ; 15 ; Володя ; 104 
 4227 ; Лот монет Нидерландов: 4шт ;  ;  ; Cu-Ni ; F-VF/VF ; 10 ; rf47 ; 92 
 4228 ; Лот монет Украины (3шт): 1 гривна ; 2010,2012 ;  ; Лат ; XF/AU ; 21 ; Vol4en0k ; 82 
 4229 ; Лот монет Франции (3шт) ; 1972-1983 ;  ; Cu/Ni ; XF ; 5 ; ANGEL 23 ; 34 
 4230 ; Лот монет Норвегии (22шт): 5 эре ; 1930-1972 ;  ; Br ; VF/VF+ ; 11 ; Володя ; 110 
 4231 ; Лот монет Норвегии (28шт): 2 эре ; 1914-1972 ;  ; Br ; VF/XF- ; 14 ; D-503 ; 113 
 4232 ; Лот монет Норвегии (27шт): 1 эре ; 1922-1971 ;  ; Br ; VF/XF- ; 18 ; Володя ; 126 
 4233 ; Лот монет США: 1/2,1/4 доллар, дайм (7шт) ; 20 век ;  ; Ag ; F/VF- ; 30 ; Моряк-собиратель ; 796 
 4234 ; Лот монет Финляндии: 5 евроцентов (10шт) ; 2001-2002 ;  ; Cu/St ; VF+/XF ; 22 ; zoloto ; 22 
 4235 ; Лот монет Великобритании (7шт): 2 пенса ; 1988-2006 ;  ; Br ; VF+/XF ; 14 ; ВИТАЛИЙ ; 44 
 4236 ; Лот монет Норвегии  (26шт): 10 эре ; 1924-1973 ;  ; Cu/Ni ; VF/XF ; 12 ; Володя ; 127 
 4237 ; Лот монет США: 1/2,1/4 доллар, дайм (6шт) ; 20 век ;  ; Ag ; F/VF- ; 22 ; donsokolov ; 510 
 4238 ; Лот монет Норвегии (13шт): 25 эре ; 1947-1973 ;  ; Cu/Ni ; VF/VF-XF ; 13 ; stark-2006 ; 113 
 5001 ; 1 копейка ; 1917 ; Деньги-марки ;  ;  ; 30 ; Степан_81 ; 261 
 5002 ; 2 копейки ; 1915 ; Деньги-марки ;  ;  ; 28 ; Степан_81 ; 306 
 5003 ; 3 копейки ; 1915 ; Деньги-марки ;  ;  ; 31 ; Степан_81 ; 308 
 5004 ; 10 копеек ; 1915 ; Деньги-марки ;  ;  ; 25 ; kuzma-1 ; 161 
 5005 ; 15 копеек ; 1915 ; Деньги-марки ;  ;  ; 18 ; gdrg2 ; 153 
 5006 ; 20 копеек ; 1915 ; Деньги-марки ;  ;  ; 25 ; kuzma-1 ; 204 
 5007 ; 1 рубль ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 24 ; картуш ; 306 
 5008 ; 2 рубля ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 24 ; Ferros ; 204 
 5009 ; 3 рубля ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 33 ; Ferros ; 204 
 5010 ; 50 рублей ; 1920 ; Расчетные знаки РСФСР образца 1920 г. ;  ;  ; 33 ; картуш ; 605 
 5011 ; 5 копеек ;  ; Разменные знаки и кредитные билеты Времен.правит.Дальнего Востока ;  ;  ; 29 ; Ferros ; 611 
 5012 ; 10 копеек ;  ; Разменные знаки и кредитные билеты Времен.правит.Дальнего Востока ;  ;  ; 87 ; Ferros ; 624 
 5013 ; 50 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 13 ; majkl ; 37 
 5014 ; 1 марка ; 1918 ;  ;  ;  ; 17 ; 333985 ; 99 
 5015 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 6 ; dpekin ; 105 
 5016 ; 10 рублей. Юденич ; 1919 ;  ;  ;  ; 17 ; ек ; 934 
 5017 ; 25 рублей ; 1919 ;  ;  ;  ; 4 ; natalka ; 100 
 5018 ; 25 рублей ; 1919 ;  ;  ;  ; 54 ; NL.minkki ; 413 
 5019 ; 25 рублей ; 1919 ;  ;  ;  ; 15 ; станислав-август ; 212 
 5020 ; 25 рублей ; 1919 ;  ;  ;  ; 13 ; Александр007 ; 201 
 4159 ; Лот монет Канады: 10шт ;  ;  ; CuNi ; VF/XF ; 9 ; велес ; 101 
 4160 ; Лот монет Ирландии (6шт) ; 1971-2000 ;  ; Br ; VF/XF ; 4 ; TiBuL ; 9 
 4161 ; Лот монет Америки (7шт) ; 1885-2008 ;  ; Би/м,Cu/Ni,Cu ; VF/XF ; 22 ; dudinjohn ; 117 
 4162 ; Лот монет иностранных: 10шт ;  ;  ; Cu-Ni,Br,Cu/St ; VF/VF+ ; 3 ; TiBuL ; 23 
 4163 ; Лот монет Сальвадора (11шт) ; 1967-1975 ;  ; Cu/Ni ; VF-XF ; 17 ; Sterh ; 68 
 4164 ; Лот монет США: 5 центов (10шт) ; 1970-1979 ;  ; Cu-Ni ; VF/XF ; 24 ; Метро62 ; 38 
 4165 ; Лот монет США: 1/2 доллара (4шт) ; 1971-1978 ;  ; Cu-Ni ; XF ; 15 ; dudinjohn ; 73 
 4166 ; Лот монет Аргентины, Барбадоса, Восточных Карибских штатов, Малайи (5шт) ; 1943-1998 ;  ; Cu/Ni,Лат,Br ; VF+/XF ; 17 ; SKeeper ; 81 
 4167 ; Лот монет Востока (6шт) ;  ;  ; Cu/Ni,Cu,Лат ; F/VF+ ; 13 ; aziya11 ; 104 
 4168 ; Лот монет иностранных: 10шт ;  ;  ; Cu-Ni,Би/м,Al/B ; VF-/XF ; 7 ; Taras58 ; 104 
 4169 ; Лот монет Нидерландов, США, Гондураса, Австрии (5шт) ; 1967-1995 ;  ; Cu/Ni,Cu,Al/Br ; AU ; 11 ; TiBuL ; 23 
 4170 ; Лот монет США: 5 центов (10шт) ; 1946-2011 ;  ; Cu-Ni ; F-VF/AU ; 7 ; Метро62 ; 36 
 4171 ; Лот монет США: 20шт ;  ;  ; Cu-Ni ; F+/VF-XF ; 7 ; Метро62 ; 45 
 4172 ; Лот монет Германии (9шт) ; 1888-1915 ;  ; Cu/Ni ; VF-/VF+ ; 19 ; велес ; 113 
 4173 ; Лот монет США: 5 центов (10шт) ; 2000-2011 ;  ; Cu-Ni ; XF/AU ; 11 ; Четырехлистник ; 62 
 4174 ; Лот монет Бельгии (8шт): 50,20,10,5,1 франк ; 1956-1996 ;  ; Cu/Ni,Cu/Zn ; VF/XF ; 22 ; onedima ; 36 
 4175 ; Лот монет Туркменистана (6шт) ; 2009 ;  ; Cu/Ni,Лат ; AU ; 84 ; bonipari ; 246 
 4176 ; Лот монет Польши (10шт): 10 злотых ; 1990 ;  ; Лат ; AU ; 38 ; dencon ; 53 
 4177 ; Лот монет Канады (14шт): 1 цент ; 1970-2003 ;  ; Br ; VF/XF ; 6 ; TiBuL ; 22 
 4178 ; Лот иностранных монет (4шт) ; 1910-1991 ;  ; Би/м,Cu/Ni,Cu ; VF ; 26 ; pmaster ; 177 
 4179 ; Лот монет США: 5 центов (10шт) ; 1960-1969 ;  ; Cu-Ni ; F-VF/VF ; 28 ; electra ; 62 
 4180 ; Лот монет США: 5 центов (8шт) ; 1960-1969 ;  ; Cu-Ni ; F-VF/VF ; 12 ; TiBuL ; 26 
 4181 ; Лот монет Нидерландов, Швеции, Хорватии, Югославии, Франции (7шт) ; 1965-1993 ;  ; Cu/Ni,Br ; VF/VF+ ; 17 ; stark-2006 ; 51 
 4182 ; Лот монет Австрии (2шт): 2 кроны ; 1912 ;  ; Ag ; VF-XF ; 25 ; Володя ; 615 
 4183 ; Лот монет Австрии (2шт): 2 кроны ; 1912 ;  ; Ag ; VF-XF ; 17 ; zelya ; 602 
 4184 ; Лот монет Франции (8шт): 10 сантимов ; 1920-1998 ;  ; Cu/Ni,Al/Br ; VF/XF ; 12 ; stark-2006 ; 31 
 4185 ; Лот монет Великобритании (5шт): 1 шиллинг ; 1947-1951 ;  ; Cu/Ni ; VF ; 17 ; dudinjohn ; 79 
 4186 ; Лот монет Франции (6шт): 10,5 франков, 5 сантимов ; 1934-1996 ;  ; Cu/Ni,Лат ; XF ; 17 ; stark-2006 ; 36 
 4187 ; Лот монет Швейцарии (5шт): 20 раппенов ; 1985-1992 ;  ; Cu/Ni ; XF- ; 9 ; Flagman ; 27 
 4188 ; Лот монет США (7шт): 1 дайм ; 1986-2002D ;  ; Cu/Ni ; XF ; 18 ; Метро62 ; 41 
 4189 ; Лот монет США (3шт): 1/4 доллара ; 1985-1991 ;  ; Cu/Ni ; VF+ ; 9 ; всыня ; 22 
 4190 ; Лот монет США (5шт): 5,1 цент ; 1914-1992 ;  ; Cu/Ni, Cu ; F/XF ; 8 ; numismatR ; 14 
 4191 ; Лот евроцентов Финляндии (2шт) ; 2003 ;  ; Cu/St ; AU ; 20 ; mishakl ; 32 
 4192 ; Лот монет Польши (4шт) ; 1923,1929 ;  ; Cu/Ni ; VF ; 42 ; юрий73 ; 111 
 4193 ; Лот монет Австрии, Италии (3шт) ; 1907-1928 ;  ; Br ; VF- ; 17 ; SKeeper ; 62 
 4194 ; Лот монет Великобритании (3шт): 1 фартинг ; 1925-1942 ;  ; Br ; VF ; 8 ; Четырехлистник ; 42 
 4195 ; Лот монет Великобритании (3шт): 1 фартинг ; 1923-1953 ;  ; Br ; VF+ ; 25 ; ВИТАЛИЙ ; 81 
 4196 ; Лот монет (2шт): 1 мон. Япония, Ямасиро 1653+1 ван. Вьетнам, династия Нгуен (1808-1819) ;  ;  ; Cu ; F+/F-VF ; 26 ; aziya11 ; 187 
 4197 ; Лот монет (2шт): 1 ван Вьетнам, династия Нгуен (1802-1819)+1 вэнь. Китай, династия Тан (732-907) ;  ;  ; Cu ; F+/F-VF ; 9 ; aziya11 ; 159 
 4198 ; Лот монет (2шт): 1 ван Вьетнам, династия Нгуен (1802-1819)+1 вэнь Северный Сун (1064-1067) ;  ;  ; Cu ; F+/F-VF ; 21 ; lestes ; 357 
 4199 ; Лот монет (2шт): 1 ван Вьетнам, династия Нгуен (1802-1819)+1 мон. Япония 1737 ;  ;  ; Cu ; F+/F-VF ; 7 ; aziya11 ; 90 
 4200 ; Лот монет Финляндии: 5 марок (59шт) ;  ;  ; St ; VF-/XF ; 11 ; D-503 ; 306 
 4201 ; Лот монет Германии, Швейцарии (6шт) ; 1907-1975 ;  ; Cu/Ni ; VF/VF+ ; 2 ; Flagman ; 102 
 4202 ; Лот монет Италии (4шт) ; 1908-1985 ;  ; Cu/Ni,St ; XF ; 2 ; юрий73 ; 51 
 4203 ; Лот монет Финляндии (5шт) ; 1963-1982 ;  ; Cu/Ni,Al/Br,Al ; VF-XF ; 8 ; sova159 ; 17 
 4204 ; Лот монет Нидерландов (4шт) ; 1962-1980 ;  ; Cu/Ni,Br ; VF/XF ; 7 ; TiBuL ; 16 
 4205 ; Лот монет Чехословакии (5шт) ; 1974-1985 ;  ; Cu/Ni,Br,Al ; VF ; 21 ; стоп ; 36 
 4206 ; Лот монет Норвегии (2шт) ; 1963,1977 ;  ; Cu/Ni ; VF+ ; 15 ; SKeeper ; 24 
