 3563 ; 10 рублей ; 1923 ;  ;  ;  ; 45 ; ka20 ; 152 
 3353 ; 50 рублей ; 1919 ;  ;  ;  ; 16 ; росвет ; 122 
 3354 ; 500 рублей ; 1991 ; билет ;  ;  ; 4 ; rad22 ; 131 
 3355 ; 500 рублей ; 1992 ; билет ;  ;  ; 48 ; belovaanna ; 65 
 3356 ; 500 рублей ; 1992 ; билет ;  ;  ; 19 ; veektor ; 62 
 3357 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 64 ; belovaanna ; 77 
 3358 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 64 ; veektor ; 77 
 3359 ; 1000 рублей ; 1993 ; банкнота ;  ;  ; 46 ; veektor ; 102 
 3360 ; 10000 рублей ; 1993 ; банкнота ;  ;  ; 67 ; 001951 ; 188 
 3361 ; 10000 рублей ; 1993 ; банкнота ;  ;  ; 87 ; 001951 ; 306 
 3362 ; 10000 рублей ; 1994 ; банкнота ;  ;  ; 10 ; Полянка ; 131 
 2740 ; 100 эскудо. Португалия. Открытие Канарских островов ; 1989 ;  ; Cu-Ni ; AU ; 8 ; ANDREYMAG ; 176 
 2741 ; 100 эскудо. Португалия. Открытие Мадейры ; 1989 ;  ; Cu-Ni ; AU ; 4 ; ANDREYMAG ; 176 
 2742 ; 100 эскудо. Португалия. Открытие Азорских островов ; 1989 ;  ; Cu-Ni ; AU ; 1 ; Mike! ; 152 
 2743 ; 1 песо. Куба. 75 лет юбилея ; 2003 ;  ; Cu-Ni ; AU ; 2 ; Mike! ; 300 
 2744 ; 1 песо. Куба. 50 лет юбилею ; 2009 ;  ; Cu-Ni ; AU ; 2 ; Mike! ; 300 
 2745 ; 1 крона. Остров Мэн. Тинвальд ; 1979 ;  ; Cu-Ni ; AU ; 26 ; ANDREYMAG ; 263 
 2746 ; 1 тала. Самоа и Сисифо. Открытие Самоа ; 1972 ;  ; Cu-Ni ; AU ; 46 ; hobot ; 461 
 2747 ; 3 евро. Словения ; 2009 ;  ; Би/м ; AU ; 17 ; 1177 ; 403 
 2748 ; 2,5 евро. Португалия. ЮНЕСКО ; 2008 ;  ; Cu-Ni ; AU ; 34 ; ворон_2009 ; 251 
 2749 ; 2,5 евро. Португалия ; 2009 ;  ; Cu-Ni ; AU ; 12 ; ворон_2009 ; 250 
 2750 ; 20 вон. Северная Корея. Живая природа. Тигры ; 2007 ;  ; Ж/м ; Proof ; 11 ; kamensk61 ; 387 
 2751 ; 20 вон. Северная Корея. Голубой дракон ; 2007 ;  ; Ж/м ; Proof ; 13 ; kamensk61 ; 378 
 2752 ; 20 вон. Северная Корея. Искусственный спутник Земли ; 2007 ;  ; Ж/м ; Proof ; 13 ; kamensk61 ; 378 
 2753 ; 100 лева. Болгария. Корабль ; 1992 ;  ; Ag ; Proof ; 11 ; makarovmo ; 600 
 2754 ; 5 гривен. Украина. Национальный банк ; 2009 ;  ; Би/м ; Proof-Like ; 9 ; vc57 ; 177 
 2755 ; 1 доллар. Канада. Штат Эдмонтон ; 1978 ;  ; Ag ; Unc ; 12 ; Ю42 ; 525 
 2756 ; 5 рупий. Сейшельские острова. 50 лет ООН ; 1995 ;  ; Cu-Ni ; AU ; 1 ; Mike! ; 222 
 2757 ; 10 песо. Филиппины. Революция ; 1988 ;  ; Cu-Ni ; XF/AU ; 20 ; keldish ; 299 
 2758 ; 8 евро. Португалия ; 2003 ;  ; Ag ; AU ; 32 ; serggei ; 635 
 2759 ; 8 евро. Португалия ; 2004 ;  ; Ag ; AU ; 6 ; hobot ; 528 
 2760 ; 8 евро. Португалия ; 2003 ;  ; Ag ; AU ; 30 ; serggei ; 666 
 2761 ; 5 эре. Швеция ; 1972 ;  ; Cu-Zn ; XF ; 16 ; alex995 ; 17 
 2762 ; 5 эре. Швеция ; 1973 ;  ; Cu-Zn ; XF ; 16 ; alex995 ; 17 
 2763 ; 5 эре. Швеция ; 1977 ;  ; Cu-Zn ; VF-XF ; 16 ; alex995 ; 17 
 2764 ; 5 эре. Швеция ; 1978 ;  ; Cu-Zn ; XF ; 9 ; alex995 ; 17 
 2765 ; 5 эре. Швеция ; 1979 ;  ; Cu-Zn ; VF-XF ; 12 ; alex995 ; 17 
 2766 ; 5 эре. Швеция ; 1980 ;  ; Cu-Zn ; XF/AU ; 21 ; sforza ; 22 
 2767 ; 5 эре. Швеция ; 1981 ;  ; Cu-Zn ; XF ; 12 ; alex995 ; 17 
 2768 ; 5 эре. Швеция ; 1982 ;  ; Cu-Zn ; XF/AU ; 20 ; Bigmouse ; 36 
 2769 ; 2 эре. Дания ; 1978 ;  ; Cu ; VF-XF ; 33 ; sforza ; 33 
 2770 ; 1000 лева. Болгария. Зимние Олимпийские игры 1998года. Конькобежец ; 1996 ;  ; Ag ; Proof ; 63 ; kamensk61 ; 1004 
 2771 ; 10 лева. Болгария. Зимние Олимпийские игры 2002года. Прыжок с трамплина ; 2001 ;  ; Ag ; Proof ; 16 ; kamensk61 ; 917 
 2772 ; 1 стотинка. Болгария ; 1951 ;  ; Латунь ; AU ; 37 ; env ; 135 
 2773 ; 3 стотинок. Болгария ; 1951 ;  ; Латунь ; AU ; 8 ; Dozen ; 41 
 2774 ; 5 стотинок. Болгария ; 1951 ;  ; Латунь ; VF-XF ; 20 ; Dozen ; 55 
 2775 ; 10 стотинок. Болгария ; 1951 ;  ; Cu-Ni ; AU ; 19 ; Dozen ; 41 
 2776 ; 20 стотинок. Болгария ; 1954 ;  ; Cu-Ni ; AU ; 3 ; Dozen ; 41 
 2777 ; 25 стотинок. Болгария ; 1951 ;  ; Cu-Ni ; VF-XF ; 22 ; env ; 82 
 2778 ; 50 стотинок. Болгария ; 1959 ;  ; Cu-Ni ; VF-XF ; 23 ; Dozen ; 41 
 2779 ; 1 лев. Болгария ; 1960 ;  ; Cu-Ni ; VF-XF ; 9 ; SadKo ; 54 
 2780 ; 5 лева. Болгария ; 1892 ;  ; Ag ; VF+ ; 16 ; kamensk61 ; 1311 
 2781 ; 200 форинтов. Венгрия ; 2009 ;  ; Би/м ; AU ; 58 ; jj ; 67 
 2782 ; 50 тенге. Казахстан. Жалбагай ; 2007 ;  ; Cu-Ni ; AU ; 38 ; alex995 ; 59 
 2783 ; 50 тенге. Казахстан. Алтайский улар ; 2006 ;  ; Cu-Ni ; AU ; 20 ; tdp ; 68 
 2784 ; 50 стотинок. Болгария. Евросоюз ; 2005 ;  ; Cu-Ni ; AU ; 6 ; tisa66 ; 28 
 2785 ; 50 стотинок. Болгария. Евросоюз ; 2007 ;  ; Cu-Ni ; AU ; 5 ; Dozen ; 26 
 2786 ; 1 крона. 130 лет Фестивалю Пения. Эстония. В буклете ; 1999 ;  ; Латунь ; Unc ; 19 ; makarovmo ; 180 
 2787 ; Жетон. Великобритания ; ND ;  ; Cu,позолот ; Proof ; 47 ; Lena6975 ; 204 
 2788 ; Монетовидный жетон в честь Б. Муссолини. Италия ;  ;  ; Ag ; AU ; 77 ; Tche ; 765 
 2789 ; Жетон "Олимпиада 1972". Германия, г Киль ; 1972 ;  ; Ag1000 ; Proof-Like ; 9 ; Igorek81 ; 413 
 2690 ; 5 марок. ГДР. Красная ратуша ; 1987A ;  ; Cu-Ni ; AU ; 41 ; ВМШ ; 1020 
 2691 ; 5 марок. ГДР. Коттедж Гете в Веймаре ; 1982A ;  ; Cu-Ni ; AU ; 29 ; ворон_2009 ; 1326 
 2692 ; 5 марок. ГДР. Дрезден ; 1985A ;  ; Cu-Ni ; AU ; 26 ; gogi ; 1289 
 2693 ; 5 марок. ГДР. Бранденбургские ворота ; 1971A ;  ; Cu-Ni ; AU ; 39 ; ворон_2009 ; 810 
 2694 ; 5 марок. ГДР. Мейсен ; 1972A ;  ; Cu-Ni ; AU ; 34 ; gogi ; 807 
 2695 ; 5 марок. ГДР. Бранденбургские ворота ; 1987A ;  ; Cu-Ni ; AU ; 19 ; gogi ; 1194 
 2696 ; 5 марок. ГДР. Год анти-апартеида ; 1978A ;  ; Cu-Ni ; AU ; 51 ; gogi ; 1200 
 2697 ; 5 марок. ГДР. Потсдам ; 1986A ;  ; Cu-Ni ; AU ; 30 ; gogi ; 1000 
 2698 ; 5 марок. ГДР. АлександерПлатц ; 1987A ;  ; Cu-Ni ; AU ; 7 ; gogi ; 1000 
 2699 ; 5 марок. ГДР. Первая Немецкая железная дорога в Саксонии ; 1988A ;  ; Cu-Ni ; AU ; 33 ; gogi ; 988 
 2700 ; 5 марок. ГДР. Цейхгауз ; 1990A ;  ; Cu-Ni ; AU ; 24 ; gogi ; 986 
 2701 ; 5 марок. ГДР. Потсдам ; 1986A ;  ; Cu-Ni ; AU ; 47 ; gogi ; 996 
 2702 ; 5 марок. ГДР. Церковь Святой Марии ; 1989A ;  ; Cu-Ni ; AU ; 65 ; gogi ; 1000 
 2703 ; 5 марок. ГДР. Дом в котором родился Мартин Лютер ; 1983A ;  ; Cu-Ni ; AU ; 21 ; gogi ; 1200 
 2704 ; 5 марок. ФРГ. Лейпциг ; 1984A ;  ; Cu-Ni ; AU ; 31 ; gogi ; 994 
 2705 ; 1 доллар. США. Морган ; 1921 ;  ; Ag ; VF-XF ; 14 ; Ramzess ; 830 
 2706 ; 1 доллар. США ; 1923 ;  ; Ag ; XF- ; 12 ; Ю42 ; 801 
 2707 ; Талер. Австрия. Мария Терезия. Новодел ; 1780 ;  ; Ag ; XF+ ; 7 ; mva.37 ; 694 
 2708 ; 5 лат. Латвия ; 1929 ;  ; Ag ; XF- ; 15 ; Mike! ; 730 
 2709 ; 10 шиллингов. Австрия ; 1957 ;  ; Ag ; VF-XF ; 1 ; Mike! ; 102 
 2710 ; 10 шиллингов. Австрия ; 1958 ;  ; Ag ; VF-XF ; 2 ; brent ; 105 
 2711 ; 200 эскудо. Португалия. Колумб ; 1991 ;  ; Cu-Ni ; AU ; 1 ; Mike! ; 182 
 2712 ; 200 эскудо. Португалия ; 1991 ;  ; Cu-Ni ; AU ; 18 ; ворон_2009 ; 257 
 2713 ; 200 эскудо. Португалия. Португальское президентство ; 1992 ;  ; Cu-Ni ; AU ; 1 ; Mike! ; 182 
 2714 ; 200 эскудо. Португалия. Олимпиада ; 1992 ;  ; Cu-Ni ; AU ; 14 ; Igorek81 ; 257 
 2715 ; 200 эскудо. Португалия. Новый мир - Америка ; 1992 ;  ; Cu-Ni ; AU ; 1 ; Mike! ; 182 
 2716 ; 200 эскудо. Португалия ; 1992 ;  ; Cu-Ni ; AU ; 1 ; Mike! ; 182 
 2717 ; 200 эскудо. Португалия ; 1993 ;  ; Cu-Ni ; AU ; 1 ; Mike! ; 182 
 2718 ; 200 эскудо. Португалия. Танегасима. 1-я высадка в Японии ; 1993 ;  ; Cu-Ni ; AU ; 23 ; udaw ; 317 
 2719 ; 200 эскудо. Португалия ; 1993 ;  ; Cu-Ni ; AU ; 1 ; Mike! ; 182 
 2720 ; 200 эскудо. Португалия ; 1993 ;  ; Cu-Ni ; AU ; 1 ; Mike! ; 182 
 2721 ; 200 эскудо. Португалия. Тордесильясский договор ; 1994 ;  ; Cu-Ni ; AU ; 5 ; udaw ; 210 
 2722 ; 200 эскудо. Португалия. Энрике Мореплаватель ; 1994 ;  ; Cu-Ni ; AU ; 18 ; Mike! ; 317 
 2723 ; 200 эскудо. Португалия ; 1994 ;  ; Cu-Ni ; AU ; 4 ; udaw ; 211 
 2724 ; 200 эскудо. Португалия. Острова Солор и Тимор ; 1995 ;  ; Cu-Ni ; AU ; 21 ; udaw ; 308 
 2725 ; 200 эскудо. Португалия. Молуккские острова ; 1995 ;  ; Cu-Ni ; AU ; 4 ; udaw ; 211 
 2726 ; 200 эскудо. Португалия. Открытие Тайвани ; 1996 ;  ; Cu-Ni ; AU ; 1 ; Mike! ; 182 
 2727 ; 200 эскудо. Португалия. Прибытие в Китай ; 1996 ;  ; Cu-Ni ; AU ; 1 ; Mike! ; 182 
 2728 ; 200 эскудо. Португалия. Сиамский союз ; 1996 ;  ; Cu-Ni ; AU ; 1 ; Mike! ; 182 
 2729 ; 200 эскудо. Португалия. Макау ; 1996 ;  ; Cu-Ni ; AU ; 4 ; udaw ; 210 
 2730 ; 200 эскудо. Португалия. Сиамский союз ; 1996 ;  ; Cu-Ni ; AU ; 1 ; Mike! ; 182 
 2731 ; 200 эскудо. Португалия. Франциско Хавьер ; 1997 ;  ; Cu-Ni ; AU ; 5 ; ворон_2009 ; 195 
 2732 ; 200 эскудо. Португалия. Дуарте Пачесу Перейра ; 1999 ;  ; Cu-Ni ; AU ; 19 ; Lena6975 ; 287 
 2733 ; 200 эскудо. Португалия.  Бенто де Гоис ; 1997 ;  ; Cu-Ni ; AU ; 1 ; Mike! ; 182 
 2734 ; 200 эскудо. Португалия ; 1997 ;  ; Cu-Ni ; AU ; 8 ; udaw ; 211 
 2735 ; 200 эскудо. Португалия. Жозе де Анчета ; 1997 ;  ; Cu-Ni ; AU ; 1 ; Mike! ; 182 
 2736 ; 100 эскудо. Португалия. Золотые годы открытий ; 1987 ;  ; Cu-Ni ; AU ; 31 ; udaw ; 310 
 2737 ; 100 эскудо. Португалия. Золотые годы открытий ; 1987 ;  ; Cu-Ni ; AU ; 1 ; Mike! ; 152 
 2738 ; 100 эскудо. Португалия. Золотые годы открытий ; 1987 ;  ; Cu-Ni ; AU ; 1 ; Mike! ; 152 
 2739 ; 100 эскудо. Португалия. Открытие Азорских островов ; 1989 ;  ; Cu-Ni ; AU ; 1 ; Mike! ; 152 
 2640 ; 5 марок. ФРГ. 175 лет со дня рождения Феликса Бартольди ; 1984J ;  ; Cu-Ni ; AU ; 1 ; Mike! ; 182 
 2641 ; 5 марок. ФРГ. 750 лет со дня смерти фон дер Фогельвейде ; 1980D ;  ; Cu-Ni ; AU ; 8 ; vicnic ; 208 
 2642 ; 5 марок. ФРГ. 10 лет конференции по вопросам окружающей среды ; 1982F ;  ; Cu-Ni ; AU ; 76 ; gogi ; 1000 
 2643 ; 5 марок. ФРГ. 150 лет со дня смерти Карла фон Штейна ; 1981G ;  ; Cu-Ni ; AU ; 3 ; ворон_2009 ; 180 
 2644 ; 5 марок. ФРГ. Европейский год музыки ; 1985F ;  ; Cu-Ni ; AU ; 46 ; gogi ; 995 
 2645 ; 5 марок. ФРГ. 500 лет со дня рождения Мартина Лютера ; 1983G ;  ; Cu-Ni ; AU ; 1 ; Mike! ; 172 
 2646 ; 5 марок. ФРГ. 100 лет со дня рождения Отто Хана ; 1979G ;  ; Cu-Ni ; AU ; 20 ; vicnic ; 250 
 2647 ; 5 марок. ФРГ. 200 лет со дня смерти Фридриха Великого ; 1986F ;  ; Cu-Ni ; AU ; 28 ; ez ; 320 
 2648 ; 5 марок. ФРГ. 150 лет союзу немецкой таможни ; 1984D ;  ; Cu-Ni ; AU ; 46 ; gogi ; 989 
 2649 ; 5 марок. ФРГ. 200 лет со дня смерти Готхольда Лессинга ; 1981J ;  ; Cu-Ni ; AU ; 3 ; Mike! ; 180 
 2650 ; 5 марок. ФРГ. 100 лет со дня смерти Карла Маркса ; 1983J ;  ; Cu-Ni ; AU ; 1 ; Mike! ; 200 
 2651 ; 20 марок. ГДР. 150 лет со дня рождения Фридриха Энгельса ; 1970 ;  ; Ag ; Unc ; 18 ; ворон_2009 ; 3062 
 2652 ; 20 марок. ГДР. 150 лет со дня рождения Карла Маркса ; 1968 ;  ; Ag ; Unc ; 19 ; ворон_2009 ; 3517 
 2653 ; 20 марок. ГДР. 500 лет со дня рождения Лукаса Кранаха ; 1972 ;  ; Ag ; AU ; 24 ; gogi ; 4500 
 2654 ; 20 марок. ГДР. 30 лет ГДР ; 1979А ;  ; Cu-Ni ; AU ; 55 ; gogi ; 994 
 2655 ; 20 марок. ГДР. 100 лет со дня смерти Карла Маркса ; 1983A ;  ; Cu-Ni ; AU ; 24 ; ворон_2009 ; 561 
 2656 ; 20 марок. ГДР. Отто Гротеволь ; 1973A ;  ; Cu-Ni ; XF ; 3 ; ворон_2009 ; 139 
 2657 ; 20 марок. ГДР. Эрнст Тельманн ; 1971A ;  ; Cu-Ni ; AU ; 3 ; ворон_2009 ; 157 
 2658 ; 20 марок. ГДР. Генрих Манн ; 1971 ;  ; Cu-Ni ; AU ; 33 ; rizovtpl ; 259 
 2659 ; 20 марок. ГДР. Вильгельм Пик ; 1972A ;  ; Cu-Ni ; XF+ ; 6 ; Mike! ; 135 
 2660 ; 20 марок. ГДР. Фридрих фон Шиллер ; 1972A ;  ; Cu-Ni ; AU ; 1 ; ворон_2009 ; 133 
 2661 ; 10 марок. ГДР. Людвиг фон Бетховен ; 1970 ;  ; Ag ; AU ; 31 ; gogi ; 3966 
 2662 ; 10 марок. ГДР. Гевандхаус в Лейпциге ; 1982 ;  ; Ag ; XF+ ; 46 ; gogi ; 3500 
 2663 ; 10 марок. ГДР. 10-й фестиваль молодежи и студентов ; 1973A ;  ; Cu-Ni ; XF+ ; 1 ; ворон_2009 ; 122 
 2664 ; 10 марок. ГДР. Спорт ; 1988A ;  ; Cu-Ni ; AU ; 40 ; gogi ; 985 
 2665 ; 10 марок. ГДР. Орбитальный полет СССР-ГДР ; 1978A ;  ; Cu-Ni ; AU ; 36 ; ez ; 1224 
 2666 ; 10 марок. ГДР. 25 лет Национальной народной армии ; 1981A ;  ; Cu-Ni ; AU ; 43 ; ez ; 1020 
 2667 ; 10 марок. ГДР. 20 лет Национальной народной армии ; 1976A ;  ; Cu-Ni ; AU ; 1 ; ворон_2009 ; 222 
 2668 ; 10 марок. ГДР. 40 лет ГДР ; 1989A ;  ; Cu-Ni ; AU ; 23 ; gogi ; 983 
 2669 ; 10 марок. ГДР. 700 лет Берлинскому монетному двору ; 1981 ;  ; Cu-Ni ; AU ; 38 ; gogi ; 2950 
 2670 ; 10 марок. ГДР. 40 лет освобождения ; 1985A ;  ; Cu-Ni ; AU ; 67 ; ez ; 1224 
 2671 ; 10 марок. ГДР. Встреча для взаимной экономической помощи ; 1989A ;  ; Cu-Ni ; AU ; 30 ; ворон_2009 ; 2525 
 2672 ; 10 марок. ГДР. 25 лет юбилею ; 1974A ;  ; Cu-Ni ; XF ; 2 ; Rober ; 114 
 2673 ; 10 марок. ГДР. 1 мая ; 1990A ;  ; Cu-Ni ; AU ; 79 ; gogi ; 1000 
 2674 ; 10 марок. ГДР. Эрнст Тельманн ; 1986A ;  ; Cu-Ni ; AU ; 1 ; ворон_2009 ; 300 
 2675 ; 10 марок. ГДР. 20 лет Варшавскому договору ; 1975A ;  ; Cu-Ni ; XF ; 1 ; ворон_2009 ; 175 
 2676 ; 10 марок. ГДР. 30 лет работникам милиции ; 1983A ;  ; Cu-Ni ; AU ; 11 ; ВМШ ; 1020 
 2677 ; 10 марок. ГДР. Бухенвальдский мемориал ; 1972A ;  ; Cu-Ni ; XF ; 3 ; ворон_2009 ; 150 
 2678 ; 5 марок. ГДР. Международный женский день ; 1975 ;  ; Cu-Ni ; AU ; 81 ; gogi ; 1998 
 2679 ; 5 марок. ГДР. Иоганн Кеплер ; 1971 ;  ; Cu-Ni ; AU ; 92 ; gogi ; 2471 
 2680 ; 5 марок. ГДР. Филипп Рейс ; 1974 ;  ; Cu-Ni ; AU ; 53 ; ворон_2009 ; 2023 
 2681 ; 5 марок. ГДР. Фридрих Фребель ; 1982 ;  ; Cu-Ni ; AU ; 16 ; ворон_2009 ; 1723 
 2682 ; 5 марок. ГДР. 450 лет со дня смерти Тильман Рименшнайдер ; 1981 ;  ; Cu-Ni ; AU ; 16 ; gogi ; 2500 
 2683 ; 5 марок. ГДР. Виттенбергская церковь ; 1983A ;  ; Cu-Ni ; AU ; 47 ; gogi ; 1919 
 2684 ; 5 марок. ГДР. Церковь Святой Катарины ; 1989A ;  ; Cu-Ni ; AU ; 23 ; gogi ; 999 
 2685 ; 5 марок. ГДР. Томас Манн ; 1975 ;  ; Cu-Ni ; AU ; 82 ; gogi ; 2463 
 2686 ; 5 марок. ГДР. Отто Лилиенталь ; 1973 ;  ; Cu-Ni ; AU ; 25 ; gogi ; 2457 
 2687 ; 5 марок. ГДР. 500 лет почте ; 1990A ;  ; Cu-Ni ; AU ; 31 ; gogi ; 987 
 2688 ; 5 марок. ГДР. 20 лет ГДР ; 1969 ;  ; Ni-Br ; XF ; 40 ; gogi ; 395 
 2689 ; 5 марок. ГДР. Цвингер в Дрездене ; 1985A ;  ; Cu-Ni ; AU ; 38 ; ворон_2009 ; 1211 
 2590 ; 5 марок. ФРГ. 200 лет со дня рождения Людвига фон Бетховена ; 1970F ;  ; Ag ; AU ; 1 ; Mike! ; 255 
 2591 ; 5 марок. ФРГ. 500 лет со дня рождения Николая Коперника ; 1973J ;  ; Ag ; AU ; 8 ; ворон_2009 ; 253 
 2592 ; 5 марок. ФРГ. 500 лет со дня смерти Иоганна Гутенберга ; 1968G ;  ; Ag ; AU ; 4 ; 131026000 ; 273 
 2593 ; 5 марок. ФРГ. 500 лет со дня рождения Альбрехта Дюрера ; 1971D ;  ; Ag ; AU ; 1 ; Mike! ; 225 
 2594 ; 5 марок. ФРГ. Год защиты Европейских памятников ; 1975F ;  ; Ag ; AU ; 1 ; Mike! ; 225 
 2595 ; 5 марок. ФРГ. 200 лет со дня рождения Генриха фон Клейста ; 1977G ;  ; Ag ; AU ; 1 ; Mike! ; 225 
 2596 ; 5 марок. ФРГ. 150 лет со дня рождения Теодора Фонтане ; 1969G ;  ; Ag ; AU ; 5 ; 131026000 ; 271 
 2597 ; 5 марок. ФРГ. 150 лет со дня рождения Теодора Фонтане ; 1969G ;  ; Ag ; AU ; 9 ; solder13 ; 294 
 2598 ; 5 марок. ФРГ. 375 лет со дня смерти Герхарда Меркатора ; 1969F ;  ; Ag ; AU ; 3 ; ворон_2009 ; 267 
 2599 ; 5 марок. ФРГ. 150 лет Немецкому Археологическому институту ; 1979J ;  ; Ag ; AU ; 1 ; Mike! ; 225 
 2600 ; 50 тенге. Казахстан. Орден Парасат ; 2009 ;  ; Cu-Ni ; AU ; 7 ; tv ; 55 
 2601 ; 50 тенге. Казахстан. Союз-Аполлон ; 2009 ;  ; Cu-Ni ; AU ; 9 ; tv ; 55 
 2602 ; 50 тенге. Казахстан. Звезда ордена Достык ; 2009 ;  ; Cu-Ni ; AU ; 7 ; alskr ; 55 
 2603 ; 1 песо. Куба. Мао Дзе Дун ; 2002 ;  ; Cu-Ni ; AU ; 3 ; Abbat ; 306 
 2604 ; 1 песо. Куба. В. И. Ленин ; 2002 ;  ; Cu-Ni ; AU ; 3 ; cash ; 306 
 2605 ; 1 песо. Куба. Фридрих Энгельс ; 2002 ;  ; Cu-Ni ; AU ; 3 ; Abbat ; 259 
 2606 ; 1 песо. Куба. Карл Маркс ; 2002 ;  ; Cu-Ni ; AU ; 3 ; Abbat ; 259 
 2607 ; 5 гривен. Украина. Бокораш ; 2009 ;  ; Cu-Ni ; Proof ; 2 ; 131026000 ; 156 
 2608 ; 5 гривен. Украина. 60 лет Национальному музею Тараса Шевченко ; 2009 ;  ; Cu-Ni ; AU ; 6 ; vc57 ; 167 
 2609 ; 5 гривен. Украина. 850 лет Снятин ; 2008 ;  ; Cu-Ni ; Proof ; 5 ; 131026000 ; 163 
 2610 ; 5 гривен. Украина. Международный год астрономии. Юрий Дрогобич ; 2009 ;  ; Cu-Ni ; Proof ; 4 ; Aless ; 164 
 2611 ; 5 гривен. Украина. Национальный дендрологический парк. 175 лет Иван Скоропадский ; 2008 ;  ; Cu-Ni ; Proof ; 1 ; Mike! ; 152 
 2612 ; 5 гривен. Украина. 600 лет Черновцы ; 2008 ;  ; Cu-Ni ; Proof ; 4 ; ворон_2009 ; 159 
 2613 ; 5 гривен. Украина. Национальный дендрологический парк. 175 лет Иван Скоропадский ; 2008 ;  ; Cu-Ni ; Proof ; 4 ; ворон_2009 ; 155 
 2614 ; 5 гривен. Украина. 975 лет Богуслав ; 2008 ;  ; Cu-Ni ; Proof ; 5 ; 131026000 ; 163 
