 5879 ; Бона иностранная ;  ;  ;  ;  ; 13 ; ewgen ; 18 
 5337 ; 10 копеек. Лист 100 шт ; 1915 ; Деньги-марки ;  ;  ; 33 ; Antys10 ; 3494 
 5338 ; 15 копеек. Лист 100 шт ; 1915 ; Деньги-марки ;  ;  ; 26 ; никсер ; 4284 
 5339 ; 20 копеек. Лист 100 шт ; 1915 ; Деньги-марки ;  ;  ; 25 ; Antys10 ; 4080 
 5340 ; Лот билетов МММ, 5 шт ;  ;  ;  ;  ; 11 ; Хачик ; 204 
 5341 ; Лот бон 2 шт.100 рублей (Коншин,Шипов) ; 1910 ;  ;  ;  ; 23 ; KNK ; 510 
 5342 ; Лот бон 3 шт. 5 рублей ; 1909 ;  ;  ;  ; 25 ; HILL1874 ; 111 
 5343 ; Лот облигаций "Заем свободы" 6 шт ; 1917 ;  ;  ;  ; 47 ; unkas79 ; 1367 
 5344 ; Облигация "Заем свободы" со штампом и перфорацией ; 1917 ;  ;  ;  ; 18 ; kont ; 1473 
 5345 ; Билет в 200 рублей первый разряд ; 1917 ;  ;  ;  ; 24 ; Serzh ; 204 
 5346 ; Билет в 200 рублей второй разряд ; 1917 ;  ;  ;  ; 19 ; messerer ; 214 
 5347 ; Билет в 200 рублей третий разряд ; 1917 ;  ;  ;  ; 16 ; kont ; 255 
 5348 ; Билет в 200 рублей четвертый разряд ; 1917 ;  ;  ;  ; 18 ; kont ; 312 
 5349 ; Билет в 200 рублей пятый разряд ; 1917 ;  ;  ;  ; 44 ; ppp ; 262 
 5350 ; 25 рублей ; 1919 ;  ;  ;  ; 21 ; Ритм ; 252 
 5351 ; 25 рублей ; 1919 ;  ;  ;  ; 15 ; _1111_ ; 204 
 5352 ; 25 рублей ; 1919 ;  ;  ;  ; 17 ; dima85 ; 184 
 5353 ; 25 рублей ; 1919 ;  ;  ;  ; 21 ; Ритм ; 159 
 5354 ; 50 рублей ; 1919 ;  ;  ;  ; 11 ; Ритм ; 215 
 5063 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 22 ; Serzh ; 92 
 5064 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 18 ; Serzh ; 79 
 5065 ; 1 копейка ; 1915 ; Деньги-марки ;  ; AU ; 35 ; SergeyAnatoljevich ; 421 
 5066 ; 2 копейки ; 1917 ; Деньги-марки ;  ; AU ; 24 ; SergeyAnatoljevich ; 359 
 5067 ; 3 копейки ; 1915 ; Деньги-марки ;  ; AU ; 10 ; Harlock ; 204 
 5068 ; 20 копеек ; 1915 ; Деньги-марки ;  ; AU ; 14 ; Harlock ; 204 
 5069 ; 3 рубля ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ; AU ; 27 ; froloff ; 1529 
 5070 ; 25 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ; AU ; 34 ; froloff ; 2040 
 5071 ; 1 рубль ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ; AU ; 21 ; svv ; 1275 
 5072 ; 10 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ; AU ; 27 ; froloff ; 1734 
 5073 ; 50 копеек.Юденич ; 1919 ;  ;  ; AU ; 22 ; messerer ; 944 
 5074 ; 1 копейка. Либавское г.с. ;  ;  ;  ; AU ; 14 ; messerer ; 609 
 5075 ; 5 карбованцев ; 1942 ;  ;  ; AU ; 25 ; Northman ; 1020 
 5076 ; 10 рублей ; 1997 (2001) ; банкнота ;  ; AU ; 16 ; masterovoi ; 306 
 5077 ; 2 доллара США ; 2009 ;  ;  ; AU ; 18 ; ALEX150 ; 115 
 5078 ; 2 доллара США ; 2009 ;  ;  ; AU ; 24 ; gigajohn ; 104 
 5079 ; 2 доллара США ; 2009 ;  ;  ; AU ; 22 ; grizzly72 ; 125 
 5080 ; 2 доллара США ; 2009 ;  ;  ; AU ; 30 ; PROCONSUL ; 123 
 5081 ; 100 рублей ; 1961 ;  ;  ; AU ; 48 ; boroda-273 ; 355 
 5082 ; 50 рублей ; 1961 ; билет ;  ; AU ; 12 ; 333985 ; 493 
 5083 ; 10 карбованцев ; 1942 ;  ;  ; AU ; 17 ; Northman ; 1658 
 5084 ; 20 карбованцев ; 1942 ;  ;  ; AU ; 19 ; bonipari ; 1583 
 5085 ; 50 карбованцев ; 1942 ;  ;  ; AU ; 32 ; froloff ; 2448 
 5086 ; 1 рубль ; 1919 ; Гос.кредитный билет "Северная Россия" ;  ;  ; 41 ; газета ; 2499 
 5087 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 6 ; masterovoi ; 1020 
 5088 ; 3 червонца ; 1932 ; Билет ;  ;  ; 28 ; viena ; 1836 
 5089 ; 3 рубля ; 1919 ; Гос.кредитный билет "Северная Россия" ;  ;  ; 7 ; газета ; 1989 
 5090 ; 5 рублей ; 1919 ; Гос.кредитный билет "Северная Россия" ;  ;  ; 16 ; НЕВО ; 2856 
 5091 ; 25 рублей ; 1899 ; Тимашев 1903. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 43 ; Antys10 ; 22200 
 5092 ; 10 рублей ; 1918 ; Гос.кредитный билет "Северная Россия" ;  ;  ; 17 ; газета ; 2040 
 5093 ; 100 рублей ; 1918 ; Гос.кредитный билет "Северная Россия" ;  ; XF ; 45 ; 4758 ; 58140 
 5094 ; 500 рублей ; 1898 ; Коншин 1910 г. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 22 ; bva150979 ; 5008 
 5095 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 27 ; kvs ; 1530 
 5096 ; Акция Полтавского земельного банка. 4 вып. ; 1890 ;  ;  ;  ; 25 ; ек ; 395 
 5097 ; Акция Полтавского земельного банка. 1 вып. ; 1872 ;  ;  ;  ; 26 ; kont ; 1020 
 5098 ; Закладной лист ; 1898 ;  ;  ;  ; 17 ; Serzh ; 300 
 5099 ; Закладной лист ; 1898 ;  ;  ;  ; 14 ; Serzh ; 300 
 5100 ; Закладной лист ; 1898 ;  ;  ;  ; 12 ; 333985 ; 255 
 5101 ; 5 рублей (2 шт) ; 1909 ;  ;  ;  ; 13 ; HILL1874 ; 77 
 5102 ; 5 рублей (2 шт) ; 1909 ;  ;  ;  ; 16 ; g.s.g ; 90 
 5103 ; 10 рублей (2 шт) ; 1909 ;  ;  ;  ; 21 ; GERo ; 123 
 5104 ; 10 рублей (2 шт) ; 1909 ;  ;  ;  ; 12 ; g.s.g ; 90 
 5105 ; 20 рублей. Сцепка 3 шт. ;  ;  ;  ;  ; 9 ; Serg51 ; 102 
 5106 ; карточка потребителя УРСР ;  ;  ;  ;  ; 7 ; ек ; 28 
 5107 ; карточка потребителя УРСР ;  ;  ;  ;  ; 5 ; ек ; 28 
 5108 ; карточка потребителя УРСР ;  ;  ;  ;  ; 3 ; ек ; 28 
 5301 ; 25 рублей ; 1899 ; Тимашев 1903. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 45 ; Kampfer ; 20400 
 5302 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 23 ; Serzh ; 510 
 5303 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 30 ; ewgen ; 665 
 5304 ; Лот бон России (2 шт): 100 рублей ;  ;  ;  ;  ; 32 ; cherry ; 498 
 5013 ; 20 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 15 ; Woker ; 2040 
 5014 ; 1 копейка ; 1924 ; Разменные казн.боны ;  ;  ; 9 ; masterovoi ; 1275 
 5015 ; 250 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 28 ; ser18342588 ; 518 
 5016 ; 100 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 18 ; газета ; 204 
 5017 ; 50 рублей ; 1919 ;  ;  ;  ; 17 ; 333985 ; 218 
 5018 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 14 ; asadovoy ; 422 
 5019 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 10 ; Aquila ; 100 
 5020 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 18 ; lemofo ; 123 
 5021 ; 2 доллара США замещенная ; 1953 ;  ;  ;  ; 29 ; asadovoy ; 551 
 5022 ; 1 червонец ; 1937 ; Билет ;  ;  ; 24 ; ZIMOGOR ; 144 
 5023 ; 1 червонец ; 1937 ; Билет ;  ;  ; 12 ; ZIMOGOR ; 144 
 5024 ; 1 червонец ; 1937 ; Билет ;  ;  ; 20 ; 4758 ; 124 
 5025 ; 1 червонец ; 1937 ; Билет ;  ;  ; 21 ; я8844 ; 130 
 5026 ; 5 рублей ; 1947 ; Гос.казначейский билет ;  ;  ; 41 ; asadovoy ; 575 
 5027 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 20 ; GERo ; 50 
 5028 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 7 ; Avdeev13 ; 50 
 5029 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 30 ; Ставро ; 102 
 5030 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 11 ; OlegFox ; 70 
 5031 ; 100 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 24 ; xandexoxa ; 82 
 5032 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 11 ; t_v_v ; 50 
 5033 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 7 ; ъхз ; 31 
 5034 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 6 ; ursus ; 51 
 5035 ; 3 червонца ; 1937 ; Билет ;  ;  ; 12 ; kim64 ; 561 
 5036 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 35 ; ALEX150 ; 254 
 5037 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 34 ; я8844 ; 305 
 5038 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 17 ; балбес ; 352 
 5039 ; 10 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 13 ; газета ; 46 
 5040 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 37 ; GERo ; 151 
 5041 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 27 ; ъхз ; 41 
 5042 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 12 ; Aquila ; 55 
 5043 ; билет лоторен ; 1940 ;  ;  ;  ; 32 ; SANGOLD1 ; 306 
 5044 ; билет лоторен ; 1932 ;  ;  ;  ; 14 ; 4758 ; 300 
 5045 ; 10 рублей ; 1918 ; Семиреченский Областной Совет ;  ;  ; 33 ; ек ; 4080 
 5046 ; 1000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 15 ; Trien ; 125 
 5047 ; 1000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 10 ; Serzh ; 62 
 5048 ; 3 рубля ; 1918 ; Разменные знаки.Совнарком Терской республики ;  ;  ; 33 ; ек ; 900 
 5049 ; 5 рублей ; 1918 ; Разменные знаки.Совнарком Терской республики ;  ;  ; 27 ; Serzh ; 1020 
 5050 ; 5 рублей ; 1918 ; Разменные знаки.Совнарком Терской республики ;  ;  ; 33 ; ек ; 900 
 5051 ; 1000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 12 ; Новик ; 138 
 5052 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 25 ; kim64 ; 408 
 5053 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 14 ; ALEX150 ; 305 
 5054 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 35 ; Antys10 ; 310 
 5055 ; Акция "Трактороцентр" ; 1931 ;  ;  ;  ; 21 ; kehha ; 1134 
 5056 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 17 ; феникс55 ; 100 
 5057 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 29 ; bakal73 ; 161 
 5058 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 24 ; xandexoxa ; 64 
 5059 ; 25 рублей ; 1918 ; Чек. Со штампом регистрации ;  ;  ; 19 ; Serg51 ; 408 
 5060 ; 25 рублей ; 1918 ; Чек. Со штампом регистрации ;  ;  ; 14 ; Serg51 ; 407 
 5061 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 21 ; я8844 ; 82 
 5062 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 10 ; я8844 ; 55 
 4351 ; Лот монет Индонезии (4шт) ; 1999, 2003 ;  ; Al ; XF/AU ; 36 ; бортик ; 57 
 4352 ; Лот монет Южной Кореи (4шт) ; 1994-1999 ;  ; Cu-Ni, ж/м ; VF+ ; 8 ; бортик ; 42 
 4353 ; Лот монет Израиля (2шт) ;  ;  ; Би/м, ж/м ; VF ; 12 ; Max Otto ; 69 
 4354 ; Лот монет Сербии (3шт) ; 2010, 2011 ;  ; Ж/м ; AU ; 29 ; ewgen ; 64 
 4355 ; Лот монет Латвии (3шт) ; 1922 ;  ; Cu/Ni ; VF+ ; 14 ; seger ; 126 
 4356 ; Лот монет Украины (2шт): 1 гривна ; 2010,2012 ;  ; Лат ; AU ; 20 ; gola78 ; 57 
 4357 ; Лот монет Финляндии: 50,20,10,5,2,1 евроцентов (6шт) ; 2012 ;  ; Cu/St, латунь ; AU ; 34 ; Ravin ; 74 
 4358 ; Лот монет Финляндии: 50,20,10,5,2,1 евроцентов (6шт) ; 2011 ;  ; Cu/St, латунь ; AU ; 41 ; Ravin ; 82 
 4359 ; Лот монет Сан Марино: 5,2,1 евроцентов (3шт) ; 2006 ;  ; Cu/St ; AU ; 43 ; sedoy66 ; 169 
 4360 ; Лот монет Словении: 20,10, 5,2,1 евроцентов (5шт) ; 2007 ;  ; Cu/St, латунь ; AU ; 22 ; StarinaHenk ; 101 
 4361 ; Лот монет (5 шт):  Ливия. Всадник на лошади. 50, 20, 10, 5, 1 дирхам ; 1979 ;  ; Cu-Ni, St/Лат ; AU ; 26 ; Алек ; 263 
 4362 ; Лот монет (5 шт): Индия ; 1970-1987 ;  ; Cu-Ni, Аl ; AU/VF+ ; 42 ; jugla ; 201 
 4363 ; Лот монет (5 шт): Индия. Юбилейные ; 2009-2011 ;  ; Латунь ; AU ; 21 ; Алек ; 306 
 4364 ; Лот монет (4 шт): Ирак. 50, 20, 10, 5 филсов ; 1990-1981 ;  ; St, Cu/Ni ; AU/XF- ; 16 ; aziya11 ; 161 
 4365 ; Лот монет (7 шт): Мальдивы. 1 и 2 руфии, 50, 25, 10, 5, 1 лари ; 2007, 2008, 2012 ;  ; St/Лат, Cu/Ni ; AU ; 29 ; кве ; 367 
 4366 ; Лот монет (5 шт): Гонконг. 1 и 2 доллара, 50, 20, 10 центов ; 1978, 1985, 1989 ;  ; Cu/Ni, Ni/Лат ; XF/VF ; 19 ; Серж PirGS ; 204 
 4367 ; Лот монет (4 шт): Каймановы Острова. 25, 10, 5, 1 цент ; 2008 ;  ; Cu/Ni, St/Br ; AU ; 25 ; кве ; 232 
 4368 ; Лот монет (7 шт): Фолклендские острова. 2 и 1 фунт, 1 пенни, 50, 10, 20, 5 и 1 пенс ; 1998, 2004, 2011 ;  ; Cu/Ni, St/Br ; AU/XF ; 12 ; Алек ; 385 
 4369 ; Лот монет (5 шт): Восточно-Карибские Государства. Британские Карибские Территории. 25, 10, 5, 1 и 2 цента ; 1997- 2000, ;  ; Cu-Ni, Al ; AU ; 12 ; кве ; 204 
 4370 ; Лот монет (6 шт): Соломоновы Острова. 50, 20, 10, 5, 2, 1 цент ; 2005 ;  ; Cu/Ni, St/Br ; AU ; 10 ; кве ; 225 
 4371 ; Лот монет (3 шт): Гайана. 10, 5 и 1 доллар ; 2007, 2008, 2011 ;  ; Cu/Ni, St/Br ; AU ; 12 ; krugerrand ; 283 
 4372 ; Лот монет (5 шт): Багамские острова. 25, 15, 10, 5, 1 цент ; 2005, 2007, 2009 ;  ; Cu/Ni, Zn/Br ; AU ; 7 ; Demon-2012 ; 202 
 4373 ; Лот монет (4 шт): Эквадор. 50, 20, 10, 1 сукре ; 1988, 1991, 1997 ;  ; Cu/Ni ; AU/XF ; 21 ; Алек ; 90 
 4374 ; Лот монет (3 шт): Эквадор. 1000, 500, 100 сукре. Великие личности ; 1997 ;  ; Би/м ; AU ; 16 ; Алек ; 125 
 4375 ; Лот монет (6 шт): Сейшелы. 5 и 1 рупия, 25, 10, 5 и 1 цент ; 2004, 2007 ;  ; St/Лат, Cu/Ni ; AU ; 18 ; кве ; 184 
 4376 ; Лот монет (3 шт): Лаос. 50, 20, 10 ат ; 1980 ;  ; Al ; AU ; 18 ; v_bond ; 114 
 4377 ; Лот монет КНДР (3 шт): 1, 5, 10 чон ; 1959 ;  ; Al ; AU ; 17 ; t_v_v ; 83 
 4378 ; Лот  монет  США "Штаты": 1/4 доллара (2 шт).  Корабли ; 2000, 2001 ;  ; Cu-Zn-Ni ; AU/XF ; 13 ; indigo-rus ; 57 
 4379 ; Лот  монет  США "Штаты": 1/4 доллара (4 шт).  Все разные ; 2000 ;  ; Cu-Zn-Ni ; AU/XF ; 7 ; indigo-rus ; 101 
 4380 ; Лот  монет  США "Штаты": 1/4 доллара (4 шт).  Все разные ; 2000, 2002, 2007 ;  ; Cu-Zn-Ni ; AU/XF ; 15 ; duv ; 175 
 4381 ; Лот  монет  США "Штаты": 1/4 доллара (8 шт).  Все разные ; 1999-2007 ;  ; Cu-Zn-Ni ; AU/XF ; 7 ; indigo-rus ; 181 
 4382 ; Лот монет Ирландии: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2002-2007 ;  ; Би/м,Cu/St,Лат ; XF-/XF ; 24 ; sos1 ; 236 
 4383 ; Лот монет Франции: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 1999-2011 ;  ; Би/м,Cu/St,Лат ; XF-/XF ; 21 ; DVZ ; 147 
 4384 ; Лот монет Бельгии: 2 евро, 50,20,10,5,2,1 евроцентов (7шт) ; 1999-2009 ;  ; Би/м,Cu/St,Лат ; XF-/XF ; 25 ; бортик ; 147 
 4385 ; Лот монет Испании: 2 евро, 50,20,10,5,2,1 евроцентов (7шт) ; 2000-2010 ;  ; Би/м,Cu/St,Лат ; XF-/XF ; 45 ; бортик ; 126 
 4386 ; Лот монет Португалии:50,20,10,5,2,1 евроцентов (6шт) ; 2002-2011 ;  ; Cu/St,Лат ; XF-/XF ; 33 ; Balagur ; 144 
 4387 ; Лот монет Нидерландов: 1 евро, 50,20,10,5,2,1 евроцентов (7шт) ; 1999-2007 ;  ; Би/м,Cu/St,Лат ; XF-/XF ; 25 ; DVZ ; 125 
 4388 ; Лот монет Греции,Словакии и Кипра: 1 евро, 50,20,10,5 евроцентов (9шт) ; 2002-2009 ;  ; Би/м,Cu/St,Лат ; XF-/XF ; 24 ; DVZ ; 125 
 5001 ; 3 копейки ; 1915 ; Деньги-марки ;  ;  ; 21 ; Harlock ; 201 
 5002 ; 10 копеек ; 1915 ; Деньги-марки ;  ;  ; 7 ; Harlock ; 153 
 5003 ; 10 копеек ; 1915 ; Деньги-марки ;  ;  ; 7 ; Harlock ; 153 
 5004 ; 15 копеек ; 1915 ; Деньги-марки ;  ;  ; 7 ; Harlock ; 153 
 5005 ; 15 копеек ; 1915 ; Деньги-марки ;  ;  ; 7 ; Harlock ; 153 
 5006 ; 1 рубль ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 7 ; ъхз ; 20 
 5007 ; 1 рубль ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 11 ; OlegFox ; 100 
 5008 ; 50 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 18 ; messerer ; 1016 
 5009 ; 25 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 28 ; ек ; 556 
 5010 ; 5 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 34 ; SergeyAnatoljevich ; 706 
 5011 ; 50 копеек ; 1923 ; Денежные знаки (с рисунком монеты) ;  ;  ; 10 ; Harlock ; 713 
 5012 ; 20 рублей ;  ; Денежные знаки ;  ;  ; 20 ; Harlock ; 124 
 4301 ; Лот монет Шри Ланки (18шт). С почтовой карточкой, монеты приклеены к картону ; 20-21века ;  ; Cu-Ni, Al, Cu ; F/VF ; 14 ; t_v_v ; 147 
 4302 ; Лот монет Бахрейна: 5шт ; 2005-2007 ;  ; Cu-Ni,Лат,Би/м ; AU ; 3 ; Demon-2012 ; 204 
 4303 ; Лот монет Северной Кореи: 5шт ; 2002-2008 ;  ; Al ; AU ; 5 ; бортик ; 184 
 4304 ; Лот монет Северной Кореи:4шт ; 1959-1978 ;  ; Al ; AU ; 16 ; бортик ; 160 
 4305 ; Лот монет Тайланда: 5шт ;  ;  ; Br,Би/м,cu-Ni,л ; AU ; 2 ; Mike! ; 141 
