 5814 ; Бона иностранная. Бельгия ; 1942 ;  ;  ;  ; 61 ; Первый Самураец ; 2550 
 5084 ; 1000 рублей ; 1920 ; Разменные билеты.Исполком Николаевского-на -Амуре округа ;  ;  ; 21 ; k212 ; 999 
 5085 ; 500 рублей ; 1920 ; Разменные билеты.Исполком Николаевского-на -Амуре округа ;  ;  ; 19 ; kropkomp ; 2000 
 5086 ; 50 рублей Владивосток ;  ;  ;  ;  ; 17 ; Первый Самураец ; 3400 
 5087 ; 50 рублей Елисаветоград ; 1920 ;  ;  ;  ; 14 ; Первый Самураец ; 1019 
 5088 ; 1 рубль Елисаветоград ; 1918 ;  ;  ;  ; 21 ; Первый Самураец ; 2550 
 5089 ; 250000 рублей Грознефть ; 1922 ;  ;  ;  ; 72 ; Первый Самураец ; 2550 
 5090 ; 5 рублей ; 1934 ; Гос.казначейские билеты ;  ;  ; 18 ; середа ; 378 
 5091 ; 5 рублей ; 1934 ; Гос.казначейские билеты ;  ;  ; 39 ; ctepanovich ; 2550 
 5092 ; 3 рубля Елисаветоград ; 1918 ;  ;  ;  ; 25 ; Первый Самураец ; 1020 
 5093 ; 10 рублей Елисаветоград ; 1918 ;  ;  ;  ; 34 ; Первый Самураец ; 1020 
 5094 ; 100 рублей Майкоп ; 1920 ;  ;  ;  ; 22 ; Первый Самураец ; 2550 
 5095 ; 500 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ; AU ; 27 ; sme15 ; 12240 
 4469 ; Лот монет Фолклендских о-в (8шт) ; 1998-2011 ;  ; Би/м,Cu/Ni,Cu ; XF/AU ; 22 ; denita ; 708 
 4470 ; Лот монет Франции: 12шт ; 1945-1988 ;  ; Cu-Ni,Br ; VF/VF+ ; 15 ; l1 ; 93 
 4471 ; Лот монет Австрии: 8шт ; 1953-1986 ;  ; Al ; VF-/VF ; 24 ; Bacek ; 45 
 4472 ; Набор евромонет  Ватикана Пробные (8шт): 2,1,50,20,10,5,2,1 евроцента. ; 2006 ;  ; Би/м,Лат, Cu ; XF+ ; 68 ; кузяка ; 989 
 4473 ; Лот монет Мексики: 3шт ; 1993-1998 ;  ; Би/м ; F-VF ; 23 ; bva150979 ; 101 
 5001 ; 1 копейка ; 1915 ; Деньги-марки ;  ;  ; 37 ; Baisel ; 340 
 5002 ; 2 копейки ; 1915 ; Деньги-марки ;  ;  ; 27 ; Baisel ; 340 
 5003 ; 3 копейки ; 1915 ; Деньги-марки ;  ;  ; 22 ; Baisel ; 303 
 5004 ; 10 копеек ; 1915 ; Деньги-марки ;  ;  ; 9 ; Baisel ; 100 
 5005 ; 15 копеек ; 1915 ; Деньги-марки ;  ;  ; 13 ; fouli ; 50 
 5006 ; 20 копеек ; 1915 ; Деньги-марки ;  ;  ; 19 ; Baisel ; 200 
 5007 ; 1 копейка ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 23 ; Baisel ; 204 
 5008 ; 2 копейки ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 20 ; Baisel ; 255 
 5009 ; 3 копейки ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 32 ; Baisel ; 357 
 5010 ; 5 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 17 ; Запруда ; 255 
 5011 ; 100 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 21 ; Александр60 ; 320 
 5012 ; 500 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 16 ; GERo ; 513 
 5013 ; 250 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 26 ; Ритм ; 969 
 5014 ; 1000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 11 ; Carca^ss ; 306 
 5015 ; Бона Армения ;  ;  ;  ;  ; 19 ; k212 ; 367 
 5016 ; 50 копеек ;  ;  ;  ;  ; 26 ; Trien ; 291 
 5017 ; 50 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 15 ; Baisel ; 101 
 5018 ; 5 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 25 ; kim64 ; 120 
 5019 ; 10 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 22 ; alex241 ; 404 
 5020 ; 10 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 20 ; Carca^ss ; 204 
 5021 ; 5000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 13 ; alex241 ; 691 
 5022 ; 25 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 14 ; alex241 ; 400 
 5023 ; 25 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 20 ; ewgen ; 357 
 5024 ; 5 Карбованцев. Ново-Ушицк. ; 1919 ;  ;  ;  ; 14 ; Первый Самураец ; 1022 
 5025 ; 10000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 19 ; LDD ; 765 
 5026 ; 5 рублей. Псков. ; 1918 ;  ;  ;  ; 29 ; Первый Самураец ; 815 
 5027 ; 10 гривень ; 1918 ; Украина.Державный Кредитовий бiлет. ;  ;  ; 16 ; станислав-август ; 251 
 5028 ; 10 рублей ; 1953 ;  ;  ;  ; 30 ; Первый Самураец ; 203 
 5029 ; 3 рубля. Бежецкий Ц.Р.К. ;  ;  ;  ;  ; 12 ; сс400 ; 510 
 5030 ; 10 рублей. Одесса ; 1917 ;  ;  ;  ; 27 ; ЛАВ-13 ; 512 
 5031 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 12 ; Monata ; 75 
 5032 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 6 ; fouli ; 72 
 5033 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 17 ; Baisel ; 120 
 5034 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 32 ; 21011984andrei ; 50 
 5035 ; 5 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 18 ; АИ-63 ; 72 
 5036 ; 5 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 29 ; max2008 ; 104 
 5037 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 7 ; Baisel ; 101 
 5038 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 13 ; НЗ ; 126 
 5039 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 11 ; bilfox ; 101 
 5040 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 7 ; Monata ; 81 
 5041 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 10 ; середа ; 612 
 5042 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 21 ; андрей&ка ; 255 
 5043 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 35 ; андрей&ка ; 266 
 5044 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 17 ; андрей&ка ; 410 
 5045 ; 1 рубль. Магазин П.Н.Симада. ; 1919 ;  ;  ;  ; 40 ; Первый Самураец ; 2549 
 4419 ; Лот монет Нидерландов: 13шт ; 1959-1980 ;  ; Cu-Ni ; VF+/XF ; 19 ; лайк ; 44 
 4420 ; Лот монет Дании: 5шт ; 1953-1984 ;  ; Cu-Ni ; VF+ ; 16 ; vladimir-sirke ; 45 
 4421 ; Лот монет Швеции: 9шт ; 1977-1988 ;  ; Cu-Ni ; XF ; 35 ; toros ; 137 
 4422 ; Лот монет Дании: 5шт ; 1962-1972 ;  ; Cu-Ni ; VF/VF+ ; 15 ; YAV71 ; 51 
 4423 ; Лот монет Мавритании (4шт) ; 2009,2010 ;  ; Би/м,Cu/Ni ; XF/AU ; 49 ; Алек ; 510 
 4424 ; Лот монет Польши (12шт): 10 злотых ; 2011-2013 ;  ; Лат ; AU ; 13 ; aziya11 ; 473 
 4425 ; Лот монет Камбоджа и Африка: 2шт ;  ;  ; Би/м ; XF ; 14 ; simon56 ; 149 
 4426 ; Лот монет Германии: 1 пфенниг (10шт) ; 1875-1912 ;  ; Cu ; F/F-VF ; 13 ; Jauho ; 102 
 4427 ; Лот монет Египта (12шт) ;  ;  ; Cu/Ni,Al/Br ; VF/VF+ ; 17 ; ship-nik ; 300 
 4428 ; Лот монет Веймара: 1 пфенниг (10шт) ; 1929-1935 ;  ; Br ; VF/VF+ ; 13 ; Jauho ; 68 
 4429 ; Лот монет Сомали "F.A.O." (2шт) ; 1967,1970 ;  ; Cu/Ni ; XF ; 32 ; СТРЕКОЗА ; 344 
 4430 ; Лот монет Италии: 10шт ; 1951-1967 ;  ; Al ; VF-/VF+ ; 14 ; Юбер ; 55 
 4431 ; Лот монет Канады, США: 6шт ; 1946-1975 ;  ; Cu-Ni,Br ; XF+/AIU ; 22 ; лайк ; 42 
 4432 ; Лот монет Франции: 7шт ; 1960-1978 ;  ; Cu-Ni ; VF+/VF-XF ; 18 ; лайк ; 32 
 4433 ; Лот монет Египта и Алжира (3шт) ; 2005,2008,2009 ;  ; Би/м,Al ; XF/AU ; 17 ; Серж PirGS ; 116 
 4434 ; Лот монет Ганы (6шт) ; 1979-1991 ;  ; Cu/Ni.Лат ; XF/AU ; 14 ; Алек ; 334 
 4435 ; Лот монет Веймар (14шт) ; 1920-1934 ;  ; Al/Br,Al,Cu ; VF/XF- ; 26 ; Jauho ; 175 
 4436 ; Лот монет Германии (13шт) ; 1874-1969 ;  ; Cu/Ni,Zn,Cu/Zn ; F/VF ; 31 ; Jauho ; 378 
 4437 ; Лот монет Кении (5шт) ; 1997-2005 ;  ; Би/м,Cu/Ni,Лат ; AU ; 17 ; Запруда ; 117 
 4438 ; Лот монет Азии (6шт) ; 1995-2010 ;  ; Al, Cu-Ni, ж/м ; VF/XF ; 15 ; tpkkarat ; 35 
 4439 ; Лот монет Гернси (8шт) ; 1992-2011 ;  ; Би/м,Cu, Cu/Ni ; AU ; 26 ; denita ; 573 
 4440 ; Лот монет Африки (14шт) ;  ;  ; Cu/Ni,Al,Cu,Лат ; VF/XF ; 19 ; Алек ; 440 
 4441 ; Лот монет Сейшельских о-в (5шт) ; 1990-2003 ;  ; Cu/Ni,Лат ; XF-/AU ; 16 ; seva777 ; 193 
 4442 ; Лот монет Эритреи (6шт) ; 1997 ;  ; Cu/Ni ; AU ; 9 ; gusar ; 306 
 4443 ; Лот монет Белиза (6шт) ; 1991-2007 ;  ; Cu/Ni,Al,Лат ; AU ; 14 ; mefody73 ; 157 
 4444 ; Лот монет Ливии (8шт) ; 20в ;  ; Би/м,Лат,Cu/Ni ; XF/AU ; 19 ; Серж PirGS ; 510 
 4445 ; Лот монет Югославии (7шт) ; 1993-1994 ;  ; Лат ; XF/AU ; 11 ; Magger ; 93 
 4446 ; Лот монет Великобритании (7шт) ; 2008-2012 ;  ; Cu/Ni,Cu,Лат ; AU ; 18 ; bva150979 ; 220 
 4447 ; Лот монет иностранных: 16шт ;  ;  ; Cu-Ni,Br,Al/Br ; VF/VF+ ; 20 ; лайк ; 134 
 4448 ; Лот монет Ботсваны (6шт) ; 2001-2009 ;  ; Би/м,Cu/Ni,Cu ; AU ; 23 ; gusar ; 306 
 4449 ; Лот монет Замбии (4шт) ; 2012 ;  ; Cu/No,Лат ; AU ; 19 ; t_v_v ; 97 
 4450 ; Лот монет Острова Св. Евстафия ; 2011 ;  ; Би/м,Cu/Ni ; XF+ ; 22 ; spstudio ; 408 
 4451 ; Лот монет ЮАР (5шт) ; 1961-1992 ;  ; Cu/Ni,Cu,Al/Br ; XF ; 5 ; hugo ; 181 
 4452 ; Лот монет Свазиленда (7шт) ; 1999-2011 ;  ; Cu/Ni,Cu,Лат ; AU ; 11 ; Скрудж ; 317 
 4453 ; Лот монет США (16шт): 1 цент ; 1950-1957 ;  ; Cu ; VF-/VF+ ; 19 ; Моряк-собиратель ; 306 
 4454 ; Лот монет Великобритании: 12шт ; 1971-2000 ;  ; Cu-Ni,Br ; VF/VF+ ; 12 ; Armando ; 45 
 4455 ; Лот монет Франции: 16шт ; 1963-1997 ;  ; Al/Br ; VF+/XF ; 24 ; toros ; 80 
 4456 ; Лот монет Великобритании: 6шт ; 1971-1978 ;  ; Br ; VF+/XF- ; 22 ; toros ; 68 
 4457 ; Лот монет Канады (14шт): 25 центов ; 1999-2012 ;  ; Cu/Ni ; AU ; 30 ; sibirian ; 249 
 4458 ; Лот монет Кабо-Верде (11шт) ; 1994,1985 ;  ; Би/м,Cu/Ni,Cu ; XF+/AU ; 40 ; Алек ; 1041 
 4459 ; Лот евромонет Италии (8шт) ; 2002 ;  ; Би/м,Лат,Cu ; XF-/XF+ ; 10 ; tpkkarat ; 163 
 4460 ; Лот евромонет Финляндии (8шт) ; 2000-2007 ;  ; Би/м,Лат,Cu ; XF/AU ; 15 ; UraChygyn ; 183 
 4461 ; Лот евромонет Бельгии (8шт) ; 1999-2001 ;  ; Би/м,Лат,Cu ; XF-/XF+ ; 23 ; Александр007 ; 279 
 4462 ; Лот монет Тристан да Куньи (7шт) ; 2008 ;  ; Би/м,Cu/Ni,Cu ; AU ; 23 ; Алек ; 665 
 4463 ; Лот монет Польши (Грюнвальдская битва и Олимпиада): 2 злотых (2шт) ; 2012 ;  ; Латунь ; AU ; 9 ; t_v_v ; 96 
 4464 ; Лот монет Танзании (8шт) ; 1975-1992 ;  ; Cu/Ni,St,Cu,Лат ; AU ; 19 ; gusar ; 312 
 4465 ; Лот монет Канарских о-в (4шт) ; 1992-2003 ;  ; Cu/Ni.Лат ; AU ; 20 ; Серж PirGS ; 519 
 4466 ; Лот монет Гамбии (5шт) ; 1998 ;  ; Cu/Ni.Лат,Cu ; XF/AU ; 11 ; sibirian ; 114 
 4467 ; Лот монет иностранных: 11шт ;  ;  ; Cu-Ni,Br ; VF/VF+ ; 18 ; vladimir-sirke ; 90 
 4468 ; Лот монет Польши (12шт): 10 злотых ; 2011,2012 ;  ; Лат ; AU ; 12 ; sibirian ; 421 
 4369 ; Лот монет США: 5,1 цент (3шт) ; 2005-2010 ;  ; Cu-Zn,Cu-Ni ; XF/AU ; 10 ; boltyshov ; 51 
 4370 ; Лот монет Германии (6шт) ; 1925-1939 ;  ; Al/Br,Cu/Ni,Cu ; VF/XF ; 28 ; kap.alexey ; 203 
 4371 ; Лот монет Грузии: 6шт ; 1993-2006 ;  ; Би/м,Ni/St ; VF/XF- ; 30 ; temichek ; 197 
 4372 ; Лот монет США: 1 цент (9шт) ; 1930-1939 ;  ; Br ; VF+/VF- ; 22 ; Метро62 ; 257 
 4373 ; Лот монет Австралии: 3шт ; 1974-2008 ;  ; Cu-Ni,Br ; VF/VF+ ; 27 ; fisher_amur ; 44 
 4374 ; Лот монет Турции: 5шт ;  ;  ; Al/Br ; F-VF/XF ; 23 ; banks ; 901 
 4375 ; Лот монет Польши: 6шт ; 1923-1938 ;  ; Br,Ni ; VF/VF-XF ; 35 ; Алек ; 206 
 4376 ; Лот монет Ирландии: 3шт ; 1933-1943 ;  ; Br ; F-VF/VF ; 30 ; Redkyt ; 107 
 4377 ; Лот монет Туниса, Алжира, Египта: 4шт ;  ;  ; Al/Br,Al,Ni ; F/AU ; 26 ; vc57 ; 90 
 4378 ; Лот монет Великобритании: 14шт ; 1989-2001 ;  ; Br ; VF/AU ; 5 ; toros ; 43 
 4379 ; Лот монет иностранных: 18шт ;  ;  ; Cu-Ni,Br,Al ; F+/XF ; 16 ; Gagarin ; 65 
 4380 ; Лот монет Японии и Малайзии: 4шт ;  ;  ; Al,Zn,Cu-Ni ; F-VF/VF+ ; 10 ; лайк ; 35 
 4381 ; Лот монет Саудовской Аравии (5шт) ;  ;  ; Би/м,Cu/Ni ; AU ; 21 ; Нум24 ; 119 
 4382 ; Лот монет Бурундии (2шт) ; 1980,2003 ;  ; Al ; AU ; 16 ; Taras58 ; 57 
 4383 ; Лот монет Кореи (4шт) ; 2005 ;  ; Al ; XF ; 15 ; cotangens ; 47 
 4384 ; Лот монет Сан Марино (2шт) ; 1994,1995 ;  ; Би/м,Лат ; AU ; 15 ; simon56 ; 77 
 4385 ; Лот монет Болгарии (3шт) ; 1997 ;  ; Лат ; XF ; 5 ; cotangens ; 34 
 4386 ; Лот монет Малайзии (4шт) ; 2010 ;  ; Cu/Ni ; XF ; 11 ; Запруда ; 90 
 4387 ; Лот монет Уганды (5шт) ; 2004 ;  ; St ; AU ; 22 ; UraChygyn ; 129 
 4388 ; Лот лотен Румынии (3шт) ; 2000,2002,2004 ;  ; Al ; AU ; 9 ; МарияЮсупова ; 53 
 4389 ; Лот монет Перу (6шт) ; 2007,2008 ;  ; Лат,Al ; AU ; 13 ; Komod ; 90 
 4390 ; Лот монет Коморских о-в (2шт) ; 1964,1992 ;  ; Al ; XF ; 30 ; Taras58 ; 385 
 4391 ; Лот монет Алжира (2шт) ; 1964 ;  ; Al ; XF- ; 15 ; Slava O ; 91 
 4392 ; Лот монет Малави (6шт) ; 1995-1996 ;  ; St,Cu,Лат ; XF+/AU ; 24 ; vc57 ; 270 
 4393 ; Лот монет Марокко (2шт) ; 20в ;  ; Cu/Ni,Al/Br ; VF/XF ; 14 ; fisher_amur ; 51 
 4394 ; Лот монет Намибии (4шт) ; 1987,1996 ;  ; Cu/Ni,Лат ; XF ; 32 ; Taras58 ; 367 
 4395 ; Лот монет Кипра (5шт) ; 1989-2002 ;  ; Лат ; VF+ ; 15 ; Gagarin ; 36 
 4396 ; Лот монет Польши (Гдыня и Варшава): 2 злотых (2шт) ; 2013 ;  ; Латунь ; AU ; 11 ; aziya11 ; 87 
 4397 ; Лот монет Исландии: 5шт ; 1962-1973 ;  ; Al/Br,Cu-Ni ; AU ; 13 ; YAV71 ; 57 
 4398 ; Лот монет Германии (9шт) ; 1939-1994 ;  ; Zn,Al,Al/Br ; VF/XF ; 23 ; Vovian ; 275 
 4399 ; Лот монет Украины (3шт): 1 гривна ; 2010,2012 ;  ; Лат ; AU ; 27 ; феникс55 ; 101 
 4400 ; Лот евромонет (3шт): 2 евро ; 2010,2012,2013 ;  ; Би/м ; AU ; 14 ; кузяка ; 499 
 4401 ; Лот монет Дании: 10 эре (44шт). Все разные ; 1925-1988 ;  ; Cu-Ni,Zn,Br ; F/XF ; 14 ; YAV71 ; 255 
 4402 ; Лот монет Дании: 25 эре (44шт). Все разные ; 1924-2003 ;  ; Cu-Ni,Zn,Br ; VF+/XF ; 18 ; YAV71 ; 255 
 4403 ; Лот монет Дании: 5 крон (15шт). Все разные ; 1941-1964 ;  ; Zn,Al ; F/VF- ; 9 ; YAV71 ; 164 
 4404 ; Лот монет Монголии: 7шт ;  ;  ; Ag,Cu-Ni,Al/BrB ; VF/VF- ; 58 ; lirik ; 1149 
 4405 ; Лот монет Чехословакии и Словении: 10,5,2,1 крона, 50 стотинов, 10 толари, 50,20,10,5 хеллеров (24шт) ; 1922-2001 ;  ; Al,Cu-Ni,Cu-Zn, ; VF-/AU ; 9 ; Schwer ; 158 
 4406 ; Лот монет иностранных: 22шт ;  ;  ; Cu-Ni,Br,Би/м,A ; F+/AU ; 9 ; VOLKODAVS5 ; 104 
 4407 ; Лот монет США (Кеннеди): 1/2 доллара (3шт) ; 1972-1996 ;  ; Cu-Ni ; XF/AU ; 17 ; Paradox76 ; 204 
 4408 ; Лот монет США (Сакагавеа, Президенты): 1 доллар (3шт) ; 2001-2011 ;  ; Cu-Ni-Zn ; AU ; 17 ; alik434 ; 306 
 4409 ; Лот монет Индии, Бермуды, Швеция, Багамы, Кипр, Испании, Норвегии и Югославии: 11шт ;  ;  ; Cu-Ni,Br,Cu-Zn ; VF/AU ; 16 ; vc57 ; 204 
 4410 ; Лот евромонет Эстонии (2шт) ; 2012 ;  ; Cu/Fe ; XF ; 11 ; верталет ; 19 
 4411 ; Лот монет Канады: 25 центов (2шт) ; 2007,2012 ;  ; Ni/St ; AU ; 11 ; гарик ; 133 
 4412 ; Лот монет Африки, Индии, Лаоса: 3шт ; 1952-2003 ;  ; Cu-Ni,Al ; XF ; 27 ; trial ; 101 
 4413 ; Лот монет Гондураса, Сомали, Чили, Испании, Гаити, Эфиопии и Уганды: 7шт ; 1994-2006 ;  ; Cu-Ni,Ni/St,Би/ ; XF ; 26 ; Taras58 ; 380 
 4414 ; Лот монет резервации Лос-Койотес: 3шт ;  ;  ; Лат,Cu-Ni ; AU ; 57 ; кузяка ; 301 
 4415 ; Лот монет Германии: 5 пфеннигов (5шт) ; 1940-1942 ;  ; Zn ; F/F-VF ; 24 ; Jauho ; 255 
 4416 ; Лот монет Германии: 2 пфеннига (10шт) ; 1874-1914 ;  ; Cu ; F/VF ; 41 ; Jauho ; 150 
 4417 ; Лот монет Германии: 10 пфеннигов (10шт) ; 1875-1915 ;  ; Ni ; VF/VF+ ; 23 ; Jauho ; 173 
 4418 ; Лот монет Веймара: 50 пфеннигов (10шт) ; 1920-1922 ;  ; Al ; VF/VF+ ; 19 ; kap.alexey ; 110 
 4319 ; 5 центов. Барбадос. В конверте, с марками ; 1982 ;  ; Лат ; AU ; 22 ; Taras58 ; 91 
