 5979 ; 1000000 злотых Польша ; 1991 ;  ; AU ;  ; 45 ; Бармалей ; 1707 
 5631 ; Бона иностранная ;  ;  ;  ;  ; 19 ; Бармалей ; 469 
 5632 ; Бона иностранная ;  ;  ;  ;  ; 25 ; gdrg2 ; 156 
 5633 ; Бона иностранная ;  ;  ;  ;  ; 9 ; murew ; 22 
 5634 ; Бона иностранная ;  ;  ;  ;  ; 11 ; stal88 ; 124 
 5535 ; Бона иностранная ;  ;  ;  ;  ; 6 ; bvi ; 50 
 5536 ; Бона иностранная ;  ;  ;  ;  ; 26 ; Gib es zurück! ; 60 
 5537 ; Бона иностранная ;  ;  ;  ;  ; 13 ; bvi ; 114 
 5538 ; Бона иностранная ;  ;  ;  ;  ; 9 ; bvi ; 30 
 5539 ; Бона иностранная ;  ;  ;  ;  ; 7 ; 2128508 ; 53 
 5540 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Tritiy2 ; 22 
 5541 ; Бона иностранная ;  ;  ;  ;  ; 14 ; Gib es zurück! ; 22 
 5542 ; Бона иностранная ;  ;  ;  ;  ; 7 ; SS2008 ; 26 
 5543 ; Бона иностранная ;  ;  ;  ;  ; 12 ; divergent ; 72 
 5544 ; Бона иностранная ;  ;  ;  ;  ; 33 ; air ; 164 
 5545 ; Бона иностранная ;  ;  ;  ;  ; 23 ; HANZ ; 57 
 5546 ; Бона иностранная ;  ;  ;  ;  ; 27 ; вулканолог ; 57 
 5547 ; Бона иностранная ;  ;  ;  ;  ; 20 ; Dmitry21 ; 100 
 5548 ; Бона иностранная ;  ;  ;  ;  ; 13 ; divergent ; 91 
 5549 ; Бона иностранная ;  ;  ;  ;  ; 11 ; велес ; 101 
 5550 ; Бона иностранная ;  ;  ;  ;  ; 3 ; maximilian2204 ; 16 
 5551 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Мурзик ; 34 
 5552 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Фест ; 57 
 5553 ; Бона иностранная ;  ;  ;  ;  ; 15 ; вулканолог ; 55 
 5554 ; Бона иностранная ;  ;  ;  ;  ; 11 ; asus ; 101 
 5555 ; Бона иностранная ;  ;  ;  ;  ; 25 ; bvi ; 114 
 5556 ; Бона иностранная ;  ;  ;  ;  ; 27 ; divergent ; 40 
 5557 ; Бона иностранная ;  ;  ;  ;  ; 22 ; bvi ; 114 
 5558 ; Бона иностранная ;  ;  ;  ;  ; 7 ; maksbelov ; 22 
 5559 ; Бона иностранная ;  ;  ;  ;  ; 14 ; Mihai6 ; 171 
 5560 ; Бона иностранная ;  ;  ;  ;  ; 11 ; ZIMOGOR ; 136 
 5561 ; Бона иностранная ;  ;  ;  ;  ; 10 ; flutter ; 102 
 5562 ; Бона иностранная ;  ;  ;  ;  ; 9 ; divergent ; 27 
 5563 ; Бона иностранная ;  ;  ;  ;  ; 12 ; divergent ; 108 
 5564 ; Бона иностранная ;  ;  ;  ;  ; 9 ; divergent ; 57 
 5565 ; Бона иностранная ;  ;  ;  ;  ; 12 ; ZIMOGOR ; 79 
 5566 ; Бона иностранная ;  ;  ;  ;  ; 17 ; стадник ; 147 
 5567 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Rober ; 11 
 5568 ; Бона иностранная ;  ;  ;  ;  ; 9 ; divergent ; 19 
 5569 ; Бона иностранная ;  ;  ;  ;  ; 13 ; стадник ; 90 
 5570 ; Бона иностранная ;  ;  ;  ;  ; 11 ; gdrg2 ; 32 
 5571 ; Бона иностранная ;  ;  ;  ;  ; 15 ; Рубчик ; 122 
 5572 ; Бона иностранная ;  ;  ;  ;  ; 4 ; Jet ; 16 
 5573 ; Бона иностранная ;  ;  ;  ;  ; 15 ; стадник ; 108 
 5574 ; Бона иностранная ;  ;  ;  ;  ; 13 ; smel ; 207 
 5575 ; Бона иностранная ;  ;  ;  ;  ; 7 ; bvi ; 28 
 5576 ; Бона иностранная ;  ;  ;  ;  ; 16 ; bvi ; 191 
 5577 ; Бона иностранная ;  ;  ;  ;  ; 8 ; divergent ; 27 
 5578 ; Бона иностранная ;  ;  ;  ;  ; 17 ; bvi ; 101 
 5579 ; Бона иностранная ;  ;  ;  ;  ; 13 ; bvi ; 50 
 5580 ; Бона иностранная ;  ;  ;  ;  ; 7 ; divergent ; 26 
 5581 ; Бона иностранная ;  ;  ;  ;  ; 7 ; pref ; 26 
 5582 ; Бона иностранная ;  ;  ;  ;  ; 7 ; SS2008 ; 26 
 5583 ; Бона иностранная ;  ;  ;  ;  ; 17 ; стадник ; 113 
 5584 ; Бона иностранная ;  ;  ;  ;  ; 15 ; филипок ; 25 
 5397 ; Лот бон иностранных 3 шт ;  ;  ;  ;  ; 19 ; Папа с рацией ; 209 
 5398 ; Бона иностранная Мексика ;  ;  ;  ;  ; 35 ; стадник ; 235 
 5399 ; Бона иностранная Мексика ;  ;  ;  ;  ; 10 ; стадник ; 237 
 5400 ; Бона иностранная Индия ;  ;  ;  ;  ; 25 ; Monata ; 163 
 5401 ; Лот бон Индия 3 шт ;  ;  ;  ;  ; 12 ; Rober ; 34 
 5402 ; 2 доллара США 2 шт ; 2009 ;  ;  ;  ; 11 ; Рубчик ; 291 
 5403 ; Лот бон 5 шт. Болгария ;  ;  ;  ;  ; 34 ; Gatchina ; 556 
 5404 ; Лот бон 4 шт. Болгария ;  ;  ;  ;  ; 44 ; Gatchina ; 446 
 5405 ; Лот бон 3 шт. Болгария ;  ;  ;  ;  ; 40 ; flutter ; 181 
 5406 ; Лот бон 3 шт. Монголия ;  ;  ;  ;  ; 24 ; AlexMartSpb ; 37 
 5407 ; Бона иностранная Болгария ;  ;  ;  ;  ; 64 ; murew ; 1634 
 5408 ; Бона иностранная Турция ;  ;  ;  ;  ; 32 ; Monata ; 276 
 5409 ; Бона иностранная Канада ;  ;  ;  ;  ; 58 ; serg901 ; 344 
 5410 ; Бона иностранная Шотландия ;  ;  ;  ;  ; 26 ; Valeev ; 816 
 5411 ; Бона иностранная Германия ;  ;  ;  ;  ; 5 ; divergent ; 34 
 5412 ; Бона иностранная Германия ;  ;  ;  ;  ; 44 ; flutter ; 361 
 5501 ; Бона иностранная ;  ;  ;  ;  ; 3 ; maximilian2204 ; 8 
 5502 ; Бона иностранная ;  ;  ;  ;  ; 7 ; bvi ; 35 
 5503 ; Бона иностранная ;  ;  ;  ;  ; 21 ; divergent ; 65 
 5504 ; Бона иностранная ;  ;  ;  ;  ; 7 ; maximilian2204 ; 8 
 5505 ; Бона иностранная ;  ;  ;  ;  ; 9 ; AlexMartSpb ; 10 
 5506 ; Бона иностранная ;  ;  ;  ;  ; 23 ; ZIMOGOR ; 121 
 5507 ; Бона иностранная ;  ;  ;  ;  ; 47 ; 2128508 ; 293 
 5508 ; Бона иностранная ;  ;  ;  ;  ; 10 ; divergent ; 88 
 5509 ; Бона иностранная ;  ;  ;  ;  ; 27 ; Tral ; 78 
 5510 ; Бона иностранная ;  ;  ;  ;  ; 3 ; Tritiy2 ; 22 
 5511 ; Бона иностранная ;  ;  ;  ;  ; 8 ; smel ; 123 
 5512 ; Бона иностранная ;  ;  ;  ;  ; 7 ; divergent ; 114 
 5513 ; Бона иностранная ;  ;  ;  ;  ; 21 ; HANZ ; 57 
 5514 ; Бона иностранная ;  ;  ;  ;  ; 10 ; mer_KUZYA ; 11 
 5515 ; Бона иностранная ;  ;  ;  ;  ; 8 ; divergent ; 57 
 5516 ; Бона иностранная ;  ;  ;  ;  ; 7 ; HANZ ; 36 
 5517 ; Бона иностранная ;  ;  ;  ;  ; 3 ; bvi ; 16 
 5518 ; Бона иностранная ;  ;  ;  ;  ; 12 ; bvi ; 21 
 5519 ; Бона иностранная ;  ;  ;  ;  ; 13 ; В1951 ; 43 
 5520 ; Бона иностранная ;  ;  ;  ;  ; 29 ; divergent ; 41 
 5521 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Мурзик ; 33 
 5522 ; Бона иностранная ;  ;  ;  ;  ; 3 ; sheriff 0 ; 22 
 5523 ; Бона иностранная ;  ;  ;  ;  ; 7 ; maximilian2204 ; 15 
 5524 ; Бона иностранная ;  ;  ;  ;  ; 19 ; flutter ; 101 
 5525 ; Бона иностранная ;  ;  ;  ;  ; 18 ; flutter ; 50 
 5526 ; Бона иностранная ;  ;  ;  ;  ; 20 ; flutter ; 69 
 5527 ; Бона иностранная ;  ;  ;  ;  ; 9 ; maksbelov ; 26 
 5528 ; Бона иностранная ;  ;  ;  ;  ; 9 ; maksbelov ; 26 
 5529 ; Бона иностранная ;  ;  ;  ;  ; 8 ; divergent ; 101 
 5530 ; Бона иностранная ;  ;  ;  ;  ; 8 ; bvi ; 22 
 5531 ; Бона иностранная ;  ;  ;  ;  ; 21 ; maximilian2204 ; 134 
 5532 ; Бона иностранная ;  ;  ;  ;  ; 11 ; bvi ; 79 
 5533 ; Бона иностранная ;  ;  ;  ;  ; 11 ; ppp ; 33 
 5534 ; Бона иностранная ;  ;  ;  ;  ; 6 ; филипок ; 22 
 5347 ; 10000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 42 ; Fliege1 ; 722 
 5348 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ; XF+ ; 17 ; ТРОЛ ; 955 
 5349 ; 15000 рублей ; 1923 ; Гос.денежные знаки СССР ;  ;  ; 27 ; Boss Orange ; 6581 
 5350 ; 1 червонец ; 1926 ; Калманович, Горбунов. Билет ;  ;  ; 26 ; sts ; 3213 
 5351 ; Лот бон 3 шт. 1,3,5 рублей ; 1934-38 ;  ;  ;  ; 32 ; persik ; 501 
 5352 ; 10 червонцев ; 1937 ; Билет ;  ;  ; 48 ; курт ; 510 
 5353 ; 5 рублей "АРТИКУГОЛЬ" ;  ;  ;  ;  ; 17 ; Boss Orange ; 170 
 5354 ; 10 рублей "АРТИКУГОЛЬ" ;  ;  ;  ;  ; 19 ; ZIMOGOR ; 166 
 5355 ; 3 рубля "АРТИКУГОЛЬ" ;  ;  ;  ;  ; 15 ; k212 ; 204 
 5356 ; 1000 карбованцев ; 1918 ; Украина.Знак Державноi скарбицi ;  ; AU ; 26 ; gdrg2 ; 1326 
 5357 ; 500 гривень ; 1918 ; Украина.Державный Кредитовий бiлет. ;  ;  ; 31 ; папашаГарпагон ; 1170 
 5358 ; Лот деньги-марки 4 шт ;  ;  ;  ;  ; 28 ; gandy ; 241 
 5359 ; 10 рублей ; 1919 ;  ;  ;  ; 52 ; air ; 1585 
 5360 ; 10 рублей ; 1918 ; Казначейский знак Сибирского временного правительства ;  ;  ; 22 ; ЦИ ; 227 
 5361 ; 25 рублей г.Одесса ; 1917 ;  ;  ;  ; 47 ; всё моё ; 1355 
 5362 ; 3 рубля ; 1918 ;  ;  ;  ; 26 ; Lecoin.ww ; 621 
 5363 ; 10 рублей ; 1918 ;  ;  ;  ; 28 ; sax ; 581 
 5364 ; 25 рублей ; 1918 ;  ;  ;  ; 17 ; sax ; 631 
 5365 ; 1000 рублей ; 1919 ;  ;  ;  ; 34 ; ЦИ ; 492 
 5366 ; 1 карбованец Житомир ; 1918 ;  ;  ;  ; 17 ; alex241 ; 643 
 5367 ; 250 карбованцев ; 1918 ; Украина Знак Державноi скарбицi ;  ;  ; 16 ; bonist-3A ; 772 
 5368 ; 10 лат ; 1937 ; Латвия ;  ;  ; 42 ; flutter ; 262 
 5369 ; 100 лат Латвия ; 1939 ;  ;  ;  ; 16 ; archy ; 1683 
 5370 ; Бона 50 копеек ;  ;  ;  ;  ; 27 ; ЦИ ; 396 
 5371 ; 10 рублей ; 1997 ; банкнота ;  ;  ; 42 ; д166 ; 521 
 5372 ; Лот бон 4 шт ; 1991 ;  ;  ;  ; 49 ; flutter ; 384 
 5373 ; 500 рублей ; 1991 ; билет ;  ;  ; 24 ; акто_то ; 217 
 5374 ; 5 рублей ; 1997 ; банкнота ;  ;  ; 48 ; д166 ; 486 
 5375 ; Лот деньги-марки 4 шт ;  ;  ;  ;  ; 24 ; max2008 ; 249 
 5376 ; Лот деньги-марки 4 шт ;  ;  ;  ;  ; 27 ; Lecoin.ww ; 214 
 5377 ; Лот деньги-марки 25 шт ;  ;  ;  ;  ; 21 ; SANGOLD1 ; 625 
 5378 ; Лот деньги-марки 25 шт ;  ;  ;  ;  ; 18 ; сортам70 ; 612 
 5379 ; 3 рубля ; 1919 ;  ;  ;  ; 21 ; DIMA 57 ; 252 
 5380 ; Лот бон 2 шт ;  ;  ;  ;  ; 26 ; MAMON ; 427 
 5381 ; 50 рублей ; 1947 ; билет ;  ;  ; 61 ; nikfed ; 1061 
 5382 ; Талон 10 копеек ; 1924 ;  ;  ;  ; 11 ; RAPAN ; 239 
 5383 ; Лот карточек Столовая 2 шт ; 1942 ;  ;  ;  ; 6 ; RAPAN ; 31 
 5384 ; Лот карточек 2 шт ; 1942 ;  ;  ;  ; 8 ; divergent ; 31 
 5385 ; Карточка на хлеб ; 1942 ;  ;  ;  ; 27 ; SANGOLD1 ; 422 
 5386 ; 1 червонец ; 1922 ; Банковские билеты ;  ;  ; 25 ; temichek ; 4239 
 5387 ; 10000 рублей ; 1923 ; Гос.денежные знаки СССР ;  ;  ; 55 ; MAMON ; 3053 
 5388 ; 10000 рублей ; 1992 ; банкнота ;  ;  ; 58 ; MAMON ; 525 
 5389 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 20 ; Masik ; 123 
 5390 ; 1000 рублей ; 1992 ; билет ;  ;  ; 21 ; Masik ; 114 
 5391 ; 500 рублей ; 1992 ; билет ;  ;  ; 16 ; Masik ; 69 
 5392 ; Бона 100 рублей. Сочи 2014. Серия АА ;  ;  ;  ;  ; 24 ; G7 ; 137 
 5393 ; Бона 100 рублей. Сочи 2014. Серия Аа ;  ;  ;  ;  ; 20 ; avilych ; 200 
 5394 ; Лот бон 3 шт. Украина ; 1942 ;  ;  ;  ; 44 ; divergent ; 341 
 5395 ; Лот бон 2 шт. Украина ;  ;  ;  ;  ; 26 ; gdrg2 ; 136 
 5396 ; Лот бон иностранных 3 шт ;  ;  ;  ;  ; 15 ; gdrg2 ; 206 
 5098 ; Лот бон (9 шт.) ;  ;  ;  ;  ; 27 ; Emv ; 308 
 5099 ; Лот бон (8 шт.) ;  ;  ;  ;  ; 18 ; Emv ; 123 
 5100 ; Купоны (16 шт.) ;  ;  ;  ;  ; 9 ; divergent ; 126 
 5300 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 31 ; vitalik2020 ; 509 
 5301 ; Лот бон 2 шт. 100 рублей (Коншин) ; 1910 ;  ;  ;  ; 22 ; YG2013 ; 306 
 5302 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; XF ; 54 ; ТРОЛ ; 1020 
 5303 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 43 ; vitalik2020 ; 350 
 5304 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 39 ; Tral ; 361 
 5305 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 34 ; пепел ; 238 
 5306 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 55 ; meloman ; 999 
 5307 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 40 ; Tral ; 381 
 5308 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 27 ; seadragon64 ; 184 
 5309 ; Лот бон 2 шт. 25 рублей (Коншин, Шипов) ; 1909 ;  ;  ;  ; 13 ; majkl ; 170 
 5310 ; 10 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 21 ; акто_то ; 109 
 5311 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 21 ; sharapov.s21 ; 152 
 5312 ; Лот бон 3 шт. 10 рублей (Тимашев, Коншин, Шипов) ; 1909 ;  ;  ;  ; 21 ; alex241 ; 255 
 5313 ; 5 рублей ; 1909 ; Денежные знаки ;  ; AU ; 31 ; seadragon64 ; 164 
 5314 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 11 ; murman ; 36 
 5315 ; Лот бон 4 шт. 5 рублей (Коншин) ; 1909 ;  ;  ;  ; 7 ; majkl ; 125 
 5316 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 14 ; TiBuL ; 90 
 5317 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 35 ; MRyzhenkoFF ; 227 
 5318 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 25 ; акто_то ; 163 
 5319 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 30 ; Knight1972 ; 114 
 5320 ; 1 рубль ; 1898 ; Тимашев. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 31 ; ТРОЛ ; 619 
 5321 ; 1 рубль ; 1898 ; Плеске. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 29 ; apple ; 1497 
 5322 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 23 ; seadragon64 ; 144 
 5323 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ; AU ; 56 ; MRyzhenkoFF ; 142 
 5324 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 13 ; majkl ; 139 
 5325 ; 1 копейка ; 1915 ; Разменные (казнач.)билеты ;  ; AU ; 7 ; MG ; 389 
 5326 ; 2 копейки ; 1915 ; Разменные (казнач.)билеты ;  ; AU ; 17 ; MG ; 466 
 5327 ; 3 копейки ; 1915 ; Разменные (казнач.)билеты ;  ; AU ; 15 ; gandy ; 510 
 5328 ; 5 копеек ; 1915 ; Разменные (казнач.)билеты ;  ; AU ; 9 ; svv ; 237 
 5329 ; 1 копейка ; 1915 ; Деньги-марки ;  ;  ; 42 ; nils5 ; 1777 
 5330 ; 10 рублей ; 1918 ; Гос.кредитный билет "Северная Россия" ;  ;  ; 35 ; trial ; 2732 
 5331 ; 3 рубля ; 1919 ; Гос.кредитный билет "Северная Россия" ;  ;  ; 44 ; unkas79 ; 1711 
 5332 ; 100 рублей ; 1918 ; 2 подписи Гос.кредитные билеты(не выпущены) ;  ;  ; 24 ; Lecoin.ww ; 981 
 5333 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 38 ; murman ; 203 
 5334 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 34 ; Мурзик ; 196 
 5335 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 19 ; Boss Orange ; 295 
 5336 ; 250 рублей ; 1917 ; Денежные знаки ;  ; XF ; 9 ; Семирек ; 255 
 5337 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 16 ; UT ; 133 
 5338 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 25 ; UT ; 152 
 5339 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 13 ; UT ; 82 
 5340 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 16 ; апосум ; 72 
 5341 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 16 ; bvi ; 72 
 5342 ; 10000 рублей ; 1919 ;  ;  ;  ; 3 ; sharapov.s21 ; 510 
 5343 ; 500 рублей ; 1920 ;  ;  ;  ; 24 ; bvi ; 226 
 5344 ; 1 рубль ; 1919 ;  ;  ; AU ; 14 ; stal88 ; 1002 
 5345 ; 20 рублей ;  ; Денежные знаки ;  ;  ; 10 ; gdrg2 ; 91 
 5346 ; 5000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 29 ; jugla ; 725 
 5048 ; 1000 рублей ; 1920 ; Азербайджан ;  ;  ; 3 ; lina-I ; 79 
 5049 ; 50 рублей ; 1961 ; билет ;  ;  ; 6 ; пепел ; 57 
 5050 ; 1000 рублей ; 1992 ; билет ;  ;  ; 23 ; акто_то ; 79 
 5051 ; 500 рублей ; 1992 ; билет ;  ;  ; 9 ; пепел ; 57 
 5052 ; 500 рублей ; 1992 ; билет ;  ;  ; 7 ; TiBuL ; 50 
 5053 ; 500 рублей ; 1991 ; билет ;  ;  ; 8 ; ек ; 90 
 5054 ; 500 рублей ; 1991 ; билет ;  ;  ; 7 ; ек ; 57 
 5055 ; 1 рубль. Познань ; 1916 ;  ;  ;  ; 16 ; murew ; 207 
 5056 ; 1 червонец ; 1937 ; Билет ;  ;  ; 14 ; MAMON ; 169 
 5057 ; 1 червонец ; 1937 ; Билет ;  ;  ; 17 ; vitalik2020 ; 250 
 5058 ; 25000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 33 ; Fliege1 ; 1469 
 5059 ; 10 рублей ; 1947 ; билет ;  ;  ; 23 ; курт ; 302 
