 5825 ; Бона иностранная. Германия ; 1922 ;  ;  ;  ; 11 ; ZIMOGOR ; 93 
 5373 ; 3 рубля ; 1920 ; Денежный знак Дальне-Восточной республики ;  ;  ; 40 ; ЛАВ-13 ; 918 
 5374 ; 10000 рублей ; 1923 ; Гос.денежные знаки СССР ;  ;  ; 28 ; nikfed ; 4955 
 5375 ; 25 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 25 ; SANGOLD1 ; 692 
 5376 ; 5 рублей ; 1925 ; Гос.казначейские билеты СССР ;  ;  ; 56 ; Fliege1 ; 2696 
 5377 ; 5 рублей ; 1934 ; Гос.казначейские билеты ;  ;  ; 29 ; nikfed ; 1022 
 5378 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 27 ; Numizmat2013 ; 1259 
 5082 ; 20 крон ; 1932 ;  ;  ; AU ; 22 ; alehandr ; 674 
 5083 ; 5 рублей ; 1909 ; Денежные знаки ;  ; AU ; 17 ; газета ; 148 
 5084 ; 250 рублей ; 1917 ; Денежные знаки ;  ; AU ; 35 ; смит ; 567 
 5085 ; 5 марок. Западная Добров. Армия ; 1919 ;  ;  ;  ; 19 ; _1111_ ; 1827 
 5086 ; 3 рубля ; 1947 ; Гос.казначейский билет ;  ;  ; 36 ; Numizmat2013 ; 2629 
 5087 ; 2 червонца ; 1928 ; Шейнман. Билет ;  ;  ; 28 ; nikfed ; 4000 
 5088 ; 2 червонца ; 1928 ; Калманович, Горбунов. Билет ;  ;  ; 39 ; luchsva ; 3570 
 5089 ; 3 червонца ; 1932 ; Билет ;  ;  ; 25 ; nikfed ; 1620 
 5090 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 15 ; kronprinz ; 531 
 5091 ; 5 рублей ; 1918 ; Гос.кредитный билет "Северная Россия" ;  ;  ; 17 ; газета ; 3000 
 5092 ; 50 копеек ; 1924 ; Разменные казн.боны ;  ;  ; 50 ; 4758 ; 14044 
 5093 ; 100 рублей ; 1919 ;  ;  ;  ; 32 ; sato ; 1250 
 5094 ; 500 рублей ; 1919 ;  ;  ;  ; 31 ; LDD ; 464 
 5095 ; 1000 рублей. Юденич ; 1919 ;  ;  ;  ; 42 ; 333985 ; 1599 
 5096 ; 100 рублей ; 1947 ; билет ;  ;  ; 17 ; torbey ; 3538 
 5097 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 19 ; П.А.Н. ; 291 
 5098 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 18 ; SlavA ; 2392 
 5099 ; Купоны. Лист - 20 шт. ; 1917 ;  ;  ;  ; 15 ; SANGOLD1 ; 357 
 5100 ; Соединенный заем г.с - Петербурга. Облигация ; 1908 ;  ;  ;  ; 18 ; газета ; 317 
 5101 ; 20, 40 рублей (27 шт.) ;  ;  ;  ;  ; 14 ; вован-61 ; 155 
 5102 ; Купоны (14 шт.) ;  ;  ;  ;  ; 13 ; SANGOLD1 ; 121 
 5103 ; Лот бон (20 шт.) ;  ;  ;  ;  ; 12 ; Georgy ; 398 
 5301 ; 500 рублей. 3 шт ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 23 ; Nejdan ; 555 
 5302 ; 5 рублей. 3 шт ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 22 ; markov-m ; 116 
 5303 ; 5 рублей. 5 шт ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 23 ; смит ; 466 
 5304 ; 5 рублей. 5 шт ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 14 ; Gera_K ; 118 
 5305 ; 3 рубля. 5 шт ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 20 ; F111A ; 136 
 5306 ; 1000 рублей. 2 шт ; 1917 ; Денежные знаки ;  ;  ; 39 ; SlavA ; 579 
 5307 ; 250 рублей. 2 шт ; 1917 ; Денежные знаки ;  ;  ; 9 ; апрол ; 105 
 5308 ; Лот бон 4 шт. 250 и 1000 рублей ; 1917 ;  ;  ;  ; 18 ; 4758 ; 227 
 5309 ; 50 рублей ; 1918 ; Заемные билеты.Общество Владикавказской ж/д ;  ; AU ; 21 ; 17 ; 1427 
 5310 ; 1 марка ; 1919 ;  ;  ;  ; 15 ; 4758 ; 537 
 5311 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 39 ; апрол ; 277 
 5312 ; Лот бон 5 шт. 3,5,10,25 рублей и 50 копеек ;  ;  ;  ;  ; 20 ; кузнец ; 206 
 5313 ; Лот бон 2 шт. 250 и 1000 рублей ; 1917 ;  ;  ;  ; 7 ; 4758 ; 190 
 5314 ; 5000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 37 ; LDD ; 1813 
 5315 ; 10000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 25 ; LDD ; 865 
 5316 ; Лот бон 3 шт. 3,5,10 рублей ; 1918 ;  ;  ;  ; 23 ; НЭРИ ; 276 
 5317 ; Лот бон 2 шт. 100 и 250 рублей ; 1918 ;  ;  ;  ; 48 ; НЭРИ ; 91 
 5318 ; Лот бон 2 шт. 500 и 1000 рублей ; 1918 ;  ;  ;  ; 56 ; НЭРИ ; 101 
 5319 ; Лот бон 2 шт. 20 и 40 рублей ;  ;  ;  ;  ; 15 ; LDD ; 46 
 5320 ; Лот бон 3 шт. 15,30,60 рублей ;  ;  ;  ;  ; 15 ; g-s-m-78 ; 408 
 5321 ; Лот бон 4 шт. 100,250,500,1000 рублей ; 1919 ;  ;  ;  ; 32 ; idalgo-17 ; 306 
 5322 ; Лот бон 6 шт. 1,2,3,5,50 и 100 ;  ;  ;  ;  ; 22 ; ЛАВ-13 ; 772 
 5323 ; 10000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 21 ; ЛАВ-13 ; 312 
 5324 ; Лот бон 2 шт. 5000 и 10000 ; 1919 ;  ;  ;  ; 24 ; ЛАВ-13 ; 719 
 5325 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 32 ; смит ; 296 
 5326 ; 100 рублей ; 1918 ; Гос.кредитный билет Прибайкальской временной земской власти ;  ;  ; 31 ; masterovoi ; 1224 
 5327 ; Лот бон 2 шт. 25 и 50 рублей ; 1919 ;  ;  ;  ; 34 ; LDD ; 600 
 5328 ; Лот бон 5 шт. ;  ;  ;  ;  ; 23 ; ОВМ ; 533 
 5032 ; 1 червонец ; 1937 ; Билет ;  ;  ; 9 ; пепел ; 201 
 5033 ; 1 червонец ; 1937 ; Билет ;  ;  ; 17 ; kronprinz ; 410 
 5034 ; 1 червонец ; 1926 ; Калманович, Горбунов. Билет ;  ;  ; 15 ; medved09 ; 1259 
 5035 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 11 ; bonist-3A ; 146 
 5036 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 19 ; GERo ; 71 
 5037 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 7 ; 333985 ; 57 
 5038 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 13 ; markov-m ; 50 
 5039 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 8 ; я8844 ; 46 
 5040 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 14 ; dimer ; 50 
 5041 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 7 ; я8844 ; 45 
 5042 ; 10 червонцев ; 1937 ; Билет ;  ;  ; 17 ; Armando ; 378 
 5043 ; 10 червонцев ; 1937 ; Билет ;  ;  ; 11 ; kronprinz ; 359 
 5044 ; 25 пенни ; 1918 ;  ;  ;  ; 17 ; себер ; 117 
 5045 ; 50 копеек ; 1918 ; Туркестан ;  ;  ; 8 ; cochu ; 504 
 5046 ; 50 пенни ; 1918 ;  ;  ;  ; 21 ; svv ; 225 
 5047 ; 15 копеек. Елгава ; 1915 ;  ;  ;  ; 12 ; ЛАВ-13 ; 306 
 5048 ; 1 копейка. Елгава ; 1915 ;  ;  ;  ; 16 ; ЛАВ-13 ; 327 
 5049 ; 50 копеек. Елгава ; 1915 ;  ;  ;  ; 26 ; себер ; 1122 
 5050 ; 3 рубля. Квартблок ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 19 ; ЛАВ-13 ; 305 
 5051 ; 500 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 8 ; alik434 ; 203 
 5052 ; 500 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 14 ; alik434 ; 385 
 5053 ; 1000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 14 ; Trien ; 150 
 5054 ; 1000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 11 ; mvv ; 126 
 5055 ; 10 гривен ; 1918 ; Украина.Державный Кредитовий бiлет. ;  ;  ; 7 ; лайк ; 101 
 5056 ; 100 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 7 ; VOLKODAVS5 ; 70 
 5057 ; 100 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 8 ; ъхз ; 77 
 5058 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 12 ; idalgo-17 ; 179 
 5059 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 6 ; gsv0703 ; 101 
 5060 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 6 ; газета ; 79 
 5061 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 5 ; ъхз ; 51 
 5062 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 23 ; апрол ; 101 
 5063 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 11 ; kulon1 ; 110 
 5064 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 13 ; fordvr ; 142 
 5065 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 21 ; Jek327 ; 337 
 5066 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 32 ; torbey ; 421 
 5067 ; 3 копейки ; 1915 ; Деньги-марки ;  ; AU ; 9 ; Нум24 ; 126 
 5068 ; 2 копейки ; 1917 ; Деньги-марки ;  ; AU ; 13 ; xladon ; 227 
 5069 ; 5 копеек ;  ; Разменные знаки и кредитные билеты Времен.правит.Дальнего Востока ;  ; AU ; 7 ; 333985 ; 825 
 5070 ; 2 копейки ; 1915 ; Разменные (казнач.)билеты ;  ; AU ; 24 ; MOHETA ; 293 
 5071 ; 3 копейки ; 1915 ; Разменные (казнач.)билеты ;  ; AU ; 44 ; Papanator62 ; 408 
 5072 ; 50 копеек. Юденич ; 1919 ;  ;  ; AU ; 12 ; 333985 ; 816 
 5073 ; 3 рубля ; 1961 ; Гос.казначейский билет ;  ; AU ; 12 ; bonist-3A ; 327 
 5074 ; 10 рублей ; 1991 ; билет ;  ; AU ; 16 ; luchsva ; 525 
 5075 ; 100 рублей ; 1993 ; банкнота ;  ; AU ; 6 ; Georgy ; 204 
 5076 ; 10 рублей ; 1997 (2001) ; банкнота ;  ; AU ; 13 ; victorsa ; 560 
 5077 ; 100 рублей ; 1961 ;  ;  ; AU ; 20 ; аймир ; 356 
 5078 ; 50 рублей ; 1961 ; билет ;  ; AU ; 41 ; xladon ; 1338 
 5079 ; 200 рублей ; 1991 ; билет ;  ; AU ; 29 ; zima ; 2578 
 5080 ; 10 рублей ; 1918 ; Казначейский знак Сибирского временного правительства ;  ; AU ; 25 ; смит ; 661 
 5081 ; 50 рублей ; 1919 ;  ;  ; AU ; 18 ; ЛАВ-13 ; 1530 
 4183 ; Лот монет Гон-Конга: 5,2,1 доллар, 50,20,10,5 центов (21шт) ; 1949-1998 ;  ; Cu-Ni,Al/Br ; VF/XF ; 27 ; gusar ; 622 
 4184 ; Лот монет Германии (4шт) ; 1940-1942 ;  ; Zn ; F/F-VF ; 12 ; DIMA 57 ; 221 
 4185 ; Лот монет ФРГ: 5 пфеннигов (10шт) ; 1968-1990 ;  ; St/Лат ; VF+/XF- ; 7 ; ship-nik ; 46 
 4186 ; Лот монет ФРГ: 5 пфеннигов (10шт) ; 1949-1991 ;  ; St/Лат ; VF+/XF- ; 17 ; ship-nik ; 49 
 4187 ; Лот монет Норвегии и Дании: 2шт ; 1976,1987 ;  ; Cu-Ni ; VF-/VF ; 3 ; alex995 ; 7 
 4188 ; Лот монет Тайланда (8шт) ;  ;  ; Cu/Ni ; XF- ; 25 ; gandy ; 363 
 4189 ; Лот монет Европы (11шт) ; 1957-1991 ;  ; Cu/Ni,Лат ; VF/VF-XF ; 17 ; лайк ; 57 
 4190 ; Лот монет ФРГ: 1 пфенниг (10шт) ; 1971-1990 ;  ; St/Br ; VF+/XF- ; 7 ; ship-nik ; 51 
 4191 ; Лот монет Италии: 500 лир (8шт) ; 1982-1991 ;  ; Би/м ; XF ; 9 ; Mac. ; 79 
 4192 ; Лот монет ФРГ: 1 пфенниг (8шт) ; 1974-1996 ;  ; St/Br ; VF+/XF- ; 11 ; bingo71 ; 37 
 4193 ; Лот монет Италии: 100,50 kbh (26шт) ; 1955-1993 ;  ; St ; XF ; 5 ; Mac. ; 74 
 4194 ; Лот монет мира (21шт) ; 20 век ;  ; Cu-Ni,Zn,Al,Br ; F-VF/VF+ ; 23 ; mefody73 ; 116 
 4195 ; Лот монет Швейцарии: 20,10,5,2,1 раппен (47шт) ; 1830-1993 ;  ; Br,Al/Br,Cu-Ni ; VF+/XF ; 17 ; пепел ; 352 
 4196 ; Лот монет Испании: 500,100,50,25,5,1 песета (32шт) ; 1966-1998 ;  ; Al/Br,Cu-Ni ; VF+/XF ; 31 ; gusar ; 550 
 4197 ; Лот монет Исландии: 50,10,5,1 крона, 10,5 аурар (37шт) ; 1946-2005 ;  ; Cu-Ni,Br,Al,Al/ ; VF/XF ; 22 ; fr60 ; 579 
 4198 ; Лот монет Италии: 200,100 лир (37шт) ; 1965-1998 ;  ; Al/Br,St,Cu-Ni ; VF/XF ; 5 ; Mac. ; 114 
 4199 ; Лот монет Испании: 500,200,50,25,10,5,1 песета, 50,10,5 сентимо (57шт) ; 1940-1998 ;  ; Al/Br,Cu-Ni,Al ; F-VF/XF- ; 37 ; Алек ; 399 
 4200 ; Лот монет Индии: 38шт ; 1950-2009 ;  ; Cu-Ni,St ; F/XF ; 50 ; gusar ; 597 
 4201 ; Лот монет Франции: 8шт ; 1943-1988 ;  ; Al/Br,Би/м,Al ; F/VF+ ; 11 ; gandy ; 57 
 5001 ; 20 копеек ; 1915 ; Деньги-марки ;  ;  ; 17 ; Aquila ; 100 
 5002 ; 3 копейки ; 1917 ; Деньги-марки ;  ;  ; 13 ; Александр60 ; 80 
 5003 ; 1 копейка ; 1915 ; Деньги-марки ;  ;  ; 9 ; Ритм ; 102 
 5004 ; 1 рубль ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 13 ; Aquila ; 100 
 5005 ; 2 рубля ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 17 ; alik434 ; 203 
 5006 ; 3 рубля ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 19 ; alik434 ; 203 
 5007 ; 5 рублей ; 1920 ; Расчетные знаки РСФСР образца 1920 г. ;  ;  ; 15 ; medved09 ; 430 
 5008 ; 1 копейка ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 14 ; Ratmen ; 359 
 5009 ; 2 копейки ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 36 ; Ratmen ; 175 
 5010 ; 3 копейки ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 11 ; П.А.Н. ; 70 
 5011 ; 5 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 16 ; я8844 ; 68 
 5012 ; 1000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 13 ; alik434 ; 204 
 5013 ; 500 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 19 ; kozerog ; 226 
 5014 ; 30 рублей ;  ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 13 ; alik434 ; 203 
 5015 ; 60 рублей ;  ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 12 ; alik434 ; 148 
 5016 ; 100 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 5 ; П.А.Н. ; 102 
 5017 ; 50 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 12 ; dimer ; 30 
 5018 ; 1 марка ; 1916 ; Финляндия билет ;  ;  ; 13 ; ZIMOGOR ; 152 
 5019 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 9 ; Димыч ; 501 
 5020 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 9 ; Numizmat2013 ; 300 
 5021 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 15 ; kozerog ; 430 
 5022 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 17 ; Armando ; 226 
 5023 ; 5 рублей ; 1934 ; Гос.казначейские билеты ;  ;  ; 9 ; 4758 ; 408 
 5024 ; 5 рублей ; 1934 ; Гос.казначейские билеты ;  ;  ; 21 ; lesnik1 ; 765 
 5025 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 9 ; Numizmat2013 ; 408 
 5026 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 9 ; alik434 ; 203 
 5027 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 8 ; 01020304 ; 129 
 5028 ; 100000 рублей ; 1995 ; банкнота ;  ;  ; 21 ; Lenchik_2M ; 713 
 5029 ; 250 рублей ; 1920 ;  ;  ;  ; 25 ; bon15041980 ; 634 
 5030 ; 500 рублей ; 1920 ;  ;  ;  ; 13 ; bon15041980 ; 634 
 5031 ; 25 рублей. Юденич ; 1919 ;  ;  ;  ; 13 ; ЛАВ-13 ; 1122 
 4133 ; Лот монет Великобритании (2шт): 1 шиллинг. Английский и шотландский герб ; 1961 ;  ; Cu/Ni ; XF ; 17 ; alex1974 ; 105 
 4134 ; Лот монет Великобритании (2шт): 1 шиллинг. Английский и шотландский герб ; 1962 ;  ; Cu/Ni ; XF ; 17 ; alex1974 ; 81 
 4135 ; Лот монет Великобритании (2шт): 1 шиллинг. Английский и шотландский герб ; 1963 ;  ; Cu/Ni ; XF ; 18 ; alex1974 ; 111 
 4136 ; Лот монет Великобритании (2шт): 1 шиллинг. Английский и шотландский герб ; 1964 ;  ; Cu/Ni ; XF ; 13 ; alex1974 ; 111 
 4137 ; Лот монет Великобритании (2шт): 1 шиллинг. Английский и шотландский герб ; 1965 ;  ; Cu/Ni ; XF ; 9 ; Gera_K ; 98 
 4138 ; Лот монет Великобритании (2шт): 1 шиллинг. Английский и шотландский герб ; 1966 ;  ; Cu/Ni ; XF ; 15 ; alex1974 ; 111 
 4139 ; Лот монет Финляндии: 4шт ; 1941-1951 ;  ; Cu ; VF ; 7 ; kergudu ; 32 
 4140 ; Лот монет Исландии: 4шт ; 1981-1987 ;  ; Br,cu-Ni ; VF+/XF ; 18 ; Djek ; 62 
 4141 ; Лот монет Шри-Ланки: 2шт ; 1984,1986 ;  ; Cu-Zn,Cu-Ni ; VF ; 5 ; STANDART ; 24 
 4142 ; Лот монет Индии: 6шт ; 1985-1988 ;  ; St,Cu-Ni ; VF/VF+ ; 9 ; banks ; 34 
 4143 ; Лот монет Кирибати: 3шт ; 1979-1992 ;  ; Br,Cu-Ni ; XF+ ; 25 ; kozerog ; 125 
 4144 ; Лот монет Эстонии: 9шт ; 1991-2011 ;  ; Cu-Ni,Al/Br ; XF ; 11 ; xct ; 63 
 4145 ; Лот монет Эстонии: 2,1 евро, 50,20,10,5,2,1 евроцент (8шт) ; 2012 ;  ; Би/м,лат,Cu/St ; AU ; 15 ; gavrosh ; 255 
 4146 ; Лот монет Португалии: 1 евро, 50,20,10,5,2,1 евроцент (7шт) ; 2002-2007 ;  ; Би/м,лат,Cu/St ; XF- ; 17 ; gavrosh ; 164 
 4147 ; Лот монет Хорватии: 3шт ; 2001-2007 ;  ; Сu-Ni ; XF ; 5 ; Jagdtiger ; 34 
 4148 ; Лот монет Литвы: 10шт ; 1991-2000 ;  ; Br,Al,Cu-Ni ; VF/VF+ ; 17 ; mefody73 ; 218 
 4149 ; Лот монет иностранных: 8шт ; 1954-1995 ;  ; Cu-Ni,Br,лат ; XF/AU ; 27 ; ua0fki ; 114 
 4150 ; Лот монет Испании: 9шт ; 1975-1999 ;  ; Al/Br,Cu-Ni,Al ; VF/VF-XF ; 9 ; xct ; 43 
 4151 ; Лот монет Швеции:9шт ; 1970-1996 ;  ; Br,Al/Br,Cu-Ni ; VF/VF+ ; 12 ; sahakala ; 138 
 4152 ; Лот монет Великобритании: 7шт ; 1949-1959 ;  ; Cu-Ni ; VF-/VF+ ; 21 ; KNK ; 108 
 4153 ; Лот монет мира (20шт) ; 19,20 век ;  ; Cu-Ni,Al,Br ; F+/VF+ ; 8 ; Aleech ; 79 
 4154 ; Лот монет Великобритании (10шт): 1 фартинг ; 1938-1949 ;  ; Br ; XF-/XF+ ; 23 ; gri.59 ; 431 
 4155 ; Лот монет Великобритании (8шт): 1/2 пенни ; 1953-1959 ;  ; Br ; VF/XF ; 19 ; gri.59 ; 151 
 4156 ; Лот иностранных монет (20шт) ; 1949-2006 ;  ; Би/м,Al,Cu/Ni,Л ; VF/XF ; 15 ; лайк ; 82 
 4157 ; Лот монет Финляндии: 10шт ; 1943-1952 ;  ; Fe ; F/VF ; 13 ; mishael07 ; 93 
 4158 ; Лот монет Финляндии: 17шт ; 1918-1940 ;  ; Cu ; VF/VF+ ; 25 ; mishael07 ; 124 
 4159 ; Лот монет Чехии: 6шт ; 1993-1996 ;  ; Al,Br,Al/Br ; VF+/XF ; 8 ; лайк ; 46 
 4160 ; Лот монет Италии, Франции, Бельгии: 12шт ; 1866-1993 ;  ; Al/Br,Cu-Ni ; F/XF ; 11 ; лайк ; 68 
 4161 ; Лот евроцентов: 1 евроцент (8шт) ; 1999-2011 ;  ; Cu/St ; XF/AU ; 18 ; gavrosh ; 82 
 4162 ; Лот монет Литвы: 9шт ; 1991-2009 ;  ; Al,би/м,Лат ; XF/XF+ ; 13 ; mefody73 ; 113 
 4163 ; Лот монет Великобритании: 6шт ; 1962-167 ;  ; Br ; VF+/XF ; 10 ; Gera_K ; 62 
 4164 ; Лот монет Великобритании: ; 2009-2012 ;  ; Сu-Ni,Br ; AU ; 13 ; Demon-2012 ; 57 
 4165 ; Лот евроцентов: 2 евроцента (10шт) ; 2000-2011 ;  ; Cu/St ; XF/AU ; 18 ; лайк ; 93 
 4166 ; Лот монет Италии: 20,10,5,1 лира, 20 чентезимо (22шт) ; 1919-1974 ;  ; Al,Al/Br,Cu-Ni ; VF-/XF- ; 9 ; bingo71 ; 69 
 4167 ; Лот монет США: 1/4 доллара, 5,1 центов (3шт) ; 1968-2000 ;  ; Cu-Ni, Cu-Zn ; VF/VF+ ; 8 ; alex995 ; 10 
