 5619 ; Лот бон 100 штук Китай ;  ;  ;  ; AU ; 22 ; USS ; 558 
 5353 ; Бона иностранная Германия ; 1926 ;  ;  ;  ; 9 ; MG ; 407 
 5354 ; Бона иностранная Германия ; 1939 ;  ;  ;  ; 70 ; Bespan ; 2244 
 5355 ; Лот бон 2 шт. Германия ;  ;  ;  ;  ; 20 ; cotaclysm ; 906 
 5356 ; 10 крон Терезиенштадт ; 1943 ;  ;  ;  ; 44 ; lesnik1 ; 813 
 5357 ; Бона иностранная. Германия ;  ;  ;  ;  ; 6 ; гш888 ; 91 
 5358 ; Бона иностранная. Германия ;  ;  ;  ;  ; 16 ; alfredo ; 80 
 5359 ; Бона иностранная. Германия ;  ;  ;  ;  ; 12 ; alfredo ; 80 
 5360 ; Лот бон (2 шт.) ;  ;  ;  ;  ; 15 ; елец ; 152 
 5361 ; Лот нотгельдов Германия 5 шт ;  ;  ;  ;  ; 21 ; D-503 ; 867 
 5362 ; Лот нотгельдов Германия 5 шт ;  ;  ;  ;  ; 19 ; D-503 ; 867 
 5363 ; Лот нотгельдов Германия 5 шт ;  ;  ;  ;  ; 19 ; D-503 ; 890 
 5364 ; Бона иностранная. Румыния ;  ;  ;  ;  ; 21 ; nero ; 2767 
 5365 ; Бона иностранная Греция ; 1935 ;  ;  ;  ; 25 ; .gk ; 340 
 5366 ; Бона иностранная Чехословакия ;  ;  ;  ;  ; 22 ; SS2008 ; 126 
 5367 ; Бона иностранная Чехословакия ; 1987 ;  ;  ;  ; 56 ; Lex2000 ; 210 
 5368 ; 1000 динар Сербия ; 1941 ;  ;  ;  ; 50 ; gdrg2 ; 493 
 5188 ; Акция. Донецк ; 1895 ;  ;  ;  ; 16 ; Ustin ; 498 
 5189 ; Акция. Киев ; 1905 ;  ;  ;  ; 10 ; Ustin ; 509 
 5190 ; Акция.Киев ; 1905 ;  ;  ;  ; 10 ; Ustin ; 510 
 5191 ; Акция. Одесса ; 1909 ;  ;  ;  ; 8 ; Ustin ; 567 
 5192 ; Облигация ; 1882 ;  ;  ;  ; 24 ; доллар капут ; 861 
 5193 ; Обдигация ; 1912 ;  ;  ;  ; 21 ; donbass ; 1019 
 5194 ; Облигация ; 1906 ;  ;  ;  ; 16 ; Ustin ; 510 
 5195 ; Облигация ; 1909 ;  ;  ;  ; 14 ; 333985 ; 340 
 5196 ; Облигация ; 1916 ;  ;  ;  ; 18 ; ЛАВ-13 ; 680 
 5197 ; Облигация ; 1867 ;  ;  ;  ; 14 ; Ustin ; 1012 
 5198 ; Облигация 100 рублей ; 1946 ;  ;  ;  ; 66 ; USS ; 306 
 5199 ; Лотерейный билет ; 1929 ;  ;  ;  ; 69 ; boroda ; 1587 
 5200 ; Дорожный чек 100 рублей ; 1972 ;  ;  ;  ; 42 ; benc ; 1632 
 5201 ; Дорожный чек 50 рублей ; 1971 ;  ;  ;  ; 33 ; ЛАВ-13 ; 715 
 5202 ; 50рублей Облигация ; 1953 ;  ;  ;  ; 22 ; скорпион_48 ; 169 
 5203 ; 25рублей Облигация ; 1953 ;  ;  ;  ; 15 ; скорпион_48 ; 169 
 5204 ; 25рублей Облигация ; 1954 ;  ;  ;  ; 34 ; трутень ; 202 
 5205 ; 10рублей Облигация ; 1954 ;  ;  ;  ; 9 ; 333985 ; 72 
 5206 ; 50рублей Облигация ; 1954 ;  ;  ;  ; 14 ; Ustin ; 170 
 5207 ; 100рублей Облигация ; 1954 ;  ;  ;  ; 15 ; трутень ; 108 
 5208 ; Облигация 50 рублей ; 1948 ;  ;  ;  ; 24 ; bonipari ; 315 
 5209 ; Талон на обед(2шт.) ;  ;  ;  ;  ; 12 ; vladmarkin ; 327 
 5210 ; Талон на чай,хлеб(2шт.) ;  ;  ;  ;  ; 9 ; vladmarkin ; 306 
 5211 ; Лот купонов ;  ;  ;  ;  ; 13 ; циркус ; 82 
 5212 ; Лот бон(8шт.) ;  ;  ;  ;  ; 13 ; mask ; 74 
 5213 ; Свидетельство на одну акцию в 100 франков ;  ;  ;  ;  ; 59 ; new life ; 555 
 5214 ; Акция в 100 долларов ;  ;  ;  ;  ; 47 ; new life ; 549 
 5215 ; Пай без номинала ;  ;  ;  ;  ; 45 ; new life ; 555 
 5216 ; Акция в 500 франков ;  ;  ;  ;  ; 42 ; divergent ; 221 
 5217 ; Акция в 100 франков ;  ;  ;  ;  ; 37 ; divergent ; 222 
 5218 ; Лот бон(22шт.) ;  ;  ;  ;  ; 43 ; никсер ; 319 
 5300 ; Бона иностранная Китай ;  ;  ;  ;  ; 25 ; Sky2 ; 611 
 5301 ; Бона иностранная Китай ;  ;  ;  ;  ; 47 ; Olimpia ; 2267 
 5302 ; Бона иностранная Китай ;  ;  ;  ;  ; 20 ; Olimpia ; 714 
 5303 ; Бона иностранная. Восток ;  ;  ;  ;  ; 28 ; Olimpia ; 4080 
 5304 ; Бона иностранная Китай ;  ;  ;  ;  ; 58 ; Olimpia ; 1113 
 5305 ; Бона иностранная Китай ;  ;  ;  ;  ; 46 ; Olimpia ; 1118 
 5306 ; Бона иностранная Китай ;  ;  ;  ;  ; 40 ; Olimpia ; 1112 
 5307 ; 10 крон Эстония ; 1992 ;  ;  ; AU ; 24 ; Wulf ; 516 
 5308 ; 5 крон Эстония ; 1994 ;  ;  ; AU ; 24 ; Olimpia ; 179 
 5309 ; 5 кроны Эстония ; 1992 ;  ;  ; AU ; 14 ; Wulf ; 114 
 5310 ; 1 крона Эстония ; 1992 ;  ;  ; AU ; 41 ; Olimpia ; 101 
 5311 ; 25 крон Эстония ; 1991 ;  ;  ; AU ; 34 ; Wulf ; 1247 
 5312 ; Бона иностранная. Эстония ; 1937 ;  ;  ;  ; 35 ; bagsy ; 547 
 5313 ; 20 крон Эстония ; 1932 ;  ;  ;  ; 36 ; Ok203 ; 680 
 5314 ; 10 лат Латвия ; 1937 ;  ;  ;  ; 30 ; Brat123456 ; 306 
 5315 ; 10 лат Латвия ; 1938 ;  ;  ;  ; 19 ; MG ; 300 
 5316 ; 10 лат Латвия ; 1940 ;  ;  ;  ; 64 ; Brat123456 ; 506 
 5317 ; 20 рублей Латвия ; 1992 ;  ;  ; AU ; 24 ; dencon ; 215 
 5318 ; 10 рублей Латвия ; 1992 ;  ;  ; AU ; 16 ; Wulf ; 227 
 5138 ; лот бон (5шт.) ; 1915 ;  ;  ;  ; 23 ; pentagr ; 825 
 5139 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 10 ; sveta1984 ; 79 
 5140 ; Лот бон (3шт) ;  ;  ;  ;  ; 48 ; pentagr ; 656 
 5141 ; Лот бон(2шт.) ;  ;  ;  ;  ; 16 ; 4758 ; 614 
 5142 ; Лот бон 1000 рублей, 5 шт ; 1917 ;  ;  ;  ; 88 ; Ok203 ; 1417 
 5143 ; Лот бон России, 4 шт ;  ;  ;  ;  ; 45 ; pentagr ; 616 
 5144 ; Лот бон 5 и 10 рублей, 4 шт ; 1961-91 ;  ;  ;  ; 12 ; mask ; 305 
 5145 ; 1000 рублей ; 1991 ; билет ;  ;  ; 27 ; DenisK ; 357 
 5146 ; 10000 рублей ; 1992 ; банкнота ;  ;  ; 57 ; DenisK ; 582 
 5147 ; Лот бон 5000 рублей, 5 шт ; 1992 ;  ;  ;  ; 24 ; DenisK ; 357 
 5148 ; Лот бон 1000 рублей, 5 шт ; 1992 ;  ;  ;  ; 24 ; sergey35 ; 207 
 5149 ; Лот бон 500 рублей, 3 шт ; 1992 ;  ;  ;  ; 23 ; Paul76 ; 163 
 5150 ; Лот бон 100 и 500 рублей, 4 шт ; 1993 ;  ;  ;  ; 9 ; Paul76 ; 200 
 5151 ; 1000 рублей ; 1992 ; билет ;  ; AU ; 22 ; 89226266825й ; 190 
 5152 ; Лот бон 1 рублей, 3 шт ; 1961 ;  ;  ; AU ; 19 ; ЛАВ-13 ; 317 
 5153 ; Лот бон 1 рублей, 2 шт ; 1961-91 ;  ;  ;  ; 11 ; малиновка76 ; 101 
 5154 ; 50000 рублей ; 1993 ; банкнота ;  ;  ; 37 ; Vbuzik ; 2610 
 5155 ; 5000 рублей ; 1995 ; банкнота ;  ;  ; 34 ; Diablo666.xs ; 371 
 5156 ; 5000 рублей ; 1995 ; банкнота ;  ;  ; 63 ; DenisK ; 707 
 5157 ; 1000 рублей ; 1995 ; банкнота ;  ;  ; 36 ; Diablo666.xs ; 133 
 5158 ; 50 рублей ; 1997 ; банкнота ;  ;  ; 15 ; ЛАВ-13 ; 612 
 5159 ; 100 рублей ; 1997 ; банкнота ;  ;  ; 31 ; Technics ; 465 
 5160 ; 500 рублей ; 1997 ; банкнота ;  ;  ; 49 ; Vbuzik ; 1216 
 5161 ; 10 рублей ; 1997 ; банкнота ;  ;  ; 31 ; slovjnin ; 465 
 5162 ; 10 рублей. №6666656 ; 1997 ; банкнота ;  ; AU ; 28 ; малиновка76 ; 340 
 5163 ; Бона 100 рублей. Сочи 2014. Серия АА ;  ;  ;  ;  ; 17 ; se170661 ; 204 
 5164 ; Бона 100 рублей. Сочи 2014. Серия АА ;  ;  ;  ;  ; 16 ; alfredo ; 217 
 5165 ; Бона 100 рублей. Сочи 2014. Серия Аа ;  ;  ;  ;  ; 14 ; se170661 ; 216 
 5166 ; Бона 100 рублей. Крым и Севастополь ; 2015 ;  ;  ;  ; 22 ; ИБК ; 350 
 5167 ; Бона 100 рублей. Крым и Севастополь ; 2015 ;  ;  ;  ; 19 ; 2882 ; 357 
 5168 ; Бона 100 рублей. Крым и Севастополь ; 2015 ;  ;  ;  ; 27 ; alfredo ; 311 
 5169 ; 1000 рублей ; 1995 ; банкнота ;  ;  ; 22 ; Diablo666.xs ; 143 
 5170 ; Облигация в 125 рублей. Ивангородо-Домбровской ж.д ; 1882 ;  ;  ;  ; 56 ; Ustin ; 882 
 5171 ; Акция в 187,5 рублей. Русско-Азиатский банк ; 1911 ;  ;  ;  ; 26 ; kehha ; 998 
 5172 ; Акция в 250 рублей. Азовско-Донской банк ; 1914 ;  ;  ;  ; 36 ; Ustin ; 998 
 5173 ; Облигация в 1000 марок. Московско-Казанской ж.д ; 1901 ;  ;  ;  ; 22 ; doc2 ; 1000 
 5174 ; Пять облигация в 125 рублей каждая. Владикавказская ж.д ; 1894 ;  ;  ;  ; 24 ; donbass ; 404 
 5175 ; Облигация в 600 марок. Курско-Харьково-Азовской ж.д ; 1888 ;  ;  ;  ; 41 ; Ustin ; 983 
 5176 ; Облигация в 500 марок. Козлово-Воронежско-Ростовской ж.д ; 1889 ;  ;  ;  ; 32 ; sato ; 1014 
 5177 ; Облигация в 1000 марок. Козлово-Воронежско-Ростовской ж.д ; 1889 ;  ;  ;  ; 30 ; sato ; 1054 
 5178 ; 200рублей ; 1917 ;  ;  ;  ; 26 ; Lexx1869 ; 1439 
 5179 ; 200рублей ; 1917 ;  ;  ;  ; 21 ; Aleks_Smith ; 806 
 5180 ; Облигация ; 1864 ;  ;  ;  ; 29 ; ЛАВ-13 ; 611 
 5181 ; Облигация ; 1902 ;  ;  ;  ; 16 ; ЛАВ-13 ; 611 
 5182 ; Облигация ; 1902 ;  ;  ;  ; 18 ; ЛАВ-13 ; 675 
 5183 ; Облигация ; 1913 ;  ;  ;  ; 25 ; donbass ; 1033 
 5184 ; Облигация ; 1913 ;  ;  ;  ; 19 ; гш888 ; 906 
 5185 ; Облигация ; 1905 ;  ;  ;  ; 14 ; Ustin ; 764 
 5186 ; Облигация ; 1880 ;  ;  ;  ; 27 ; sharapov.s21 ; 503 
 5187 ; Акция. Донецк ; 1900 ;  ;  ;  ; 14 ; Ustin ; 498 
 5088 ; 1 марка ; 1919 ;  ;  ;  ; 21 ; докторро ; 712 
 5089 ; 1000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 9 ; nast33 ; 114 
 5090 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 19 ; nast33 ; 183 
 5091 ; 50 рублей ;  ;  ;  ;  ; 32 ; ЛАВ-13 ; 217 
 5092 ; 5000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 46 ; bagsy ; 1530 
 5093 ; 10000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 46 ; gladkochub ; 1530 
 5094 ; 1000рублей ; 1920 ; Чек.Николаевско-на-Амуре Сахалинский обл.совет ;  ;  ; 16 ; cboker ; 1473 
 5095 ; 500 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 33 ; KVP1 ; 429 
 5096 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 60 ; Sky2 ; 1100 
 5097 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 39 ; Sky2 ; 1529 
 5098 ; 1000000 рублей ; 1921 ; Обязательства РСФСР 1921 г. ;  ;  ; 39 ; BSR ; 3708 
 5099 ; 5000000 рублей ; 1921 ; Обязательства РСФСР 1921 г. ;  ;  ; 76 ; амплей ; 9291 
 5100 ; 1 червонец ; 1922 ; Банковские билеты ;  ;  ; 51 ; uz ; 4507 
 5101 ; 50 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ; XF+ ; 34 ; Fliege1 ; 3001 
 5102 ; 50 рублей ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 74 ; Fliege1 ; 2040 
 5103 ; 500 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 53 ; gdrg2 ; 3368 
 5104 ; 1000 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 40 ; доллар капут ; 3694 
 5105 ; 1000 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 39 ; 13дим13 ; 3174 
 5106 ; 10000 рублей ; 1923 ; Гос.денежные знаки СССР ;  ;  ; 46 ; амплей ; 4590 
 5107 ; 15000 рублей ; 1923 ; Гос.денежные знаки СССР ;  ;  ; 18 ; Andrak ; 5059 
 5108 ; 3 червонца ; 1924 ; Билеты гос.банка СССР ;  ;  ; 53 ; den84 ; 13000 
 5109 ; 1 рубль золотом ; 1928 ; Гос.казначейские билеты СССР ;  ;  ; 53 ; ЛАВ-13 ; 4559 
 5110 ; 3 рубля ; 1925 ; Гос.казначейские билеты СССР ;  ;  ; 44 ; uz ; 6000 
 5111 ; 5 рублей ; 1925 ; Гос.казначейские билеты СССР ;  ;  ; 30 ; gdrg2 ; 2182 
 5112 ; 1 червонец ; 1926 ; Калманович, Горбунов. Билет ;  ;  ; 71 ; ssss ; 2562 
 5113 ; 1 червонец ; 1926 ; Шейнман. Билет ;  ;  ; 32 ; гоша334 ; 2610 
 5114 ; 2 червонца ; 1928 ; Шейнман. Билет ;  ;  ; 60 ; BSR ; 3378 
 5115 ; 2 червонца ; 1928 ; Калманович, Горбунов. Билет ;  ;  ; 37 ; yuvg ; 3500 
 5116 ; 2 червонца ; 1928 ; Пятаков. Билет ;  ;  ; 68 ; Carca^ss ; 3252 
 5117 ; 3 червонца ; 1932 ; Билет ;  ;  ; 64 ; Sky2 ; 1570 
 5118 ; 5 червонцев ; 1928 ; Билет ;  ;  ; 65 ; sts ; 14111 
 5119 ; 5 червонцев ; 1928 ; Билет ;  ;  ; 32 ; uz ; 10000 
 5120 ; 1 рубль ; 1934 ; Гос.казначейские билеты ;  ;  ; 30 ; Andrak ; 3570 
 5121 ; 5 рублей ; 1934 ; Гос.казначейские билеты ;  ;  ; 48 ; sts ; 953 
 5122 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 18 ; ЛАВ-13 ; 227 
 5123 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 14 ; Sky2 ; 283 
 5124 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 75 ; Sky2 ; 1255 
 5125 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 83 ; kost ; 1088 
 5126 ; 1 червонец ; 1937 ; Билет ;  ;  ; 47 ; alexkz2010 ; 780 
 5127 ; 1 червонец ; 1937 ; Билет ;  ;  ; 24 ; visitor ; 322 
 5128 ; 1 червонец ; 1937 ; Билет ;  ;  ; 25 ; cr2952 ; 266 
 5129 ; 3 червонца ; 1937 ; Билет ;  ;  ; 46 ; lelik13821 ; 1152 
 5130 ; 5 рублей ; 1947 ; Гос.казначейский билет ;  ;  ; 33 ; гоша334 ; 1416 
 5131 ; 5 рублей ; 1947 ; Гос.казначейский билет ;  ;  ; 33 ; Семен ; 628 
 5132 ; 10 рублей ; 1947 ; билет ;  ;  ; 26 ; доллар капут ; 1457 
 5133 ; 10 рублей ; 1947 ; билет ;  ;  ; 40 ; елец ; 783 
 5134 ; 50 рублей ; 1947 ; билет ;  ;  ; 25 ; ИБК ; 1326 
 5135 ; 50 рублей ; 1947 ; билет ;  ;  ; 47 ; puhetv ; 1134 
 5136 ; 100 рублей ; 1947 ; билет ;  ;  ; 37 ; savic ; 2042 
 5137 ; 100 рублей ; 1947 ; билет ;  ;  ; 37 ; gladkochub ; 1813 
 5038 ; Лот бон 3 рубля, 10 шт ; 1905 ;  ;  ;  ; 20 ; moneta1924 ; 357 
 5039 ; 1 рубль ; 1898 ; Тимашев. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 16 ; alex2016 ; 204 
 5040 ; 1 рубль ; 1898 ; Тимашев. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 18 ; акто_то ; 510 
 5041 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 13 ; гоша334 ; 140 
 5042 ; 50 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 17 ; 89226266825й ; 107 
 5043 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 9 ; Yamilov ; 168 
 5044 ; Лот бон России 7 шт ;  ;  ;  ;  ; 80 ; pentagr ; 1683 
 5045 ; Лот бон России 5 шт ; 1898-1909 ;  ;  ;  ; 13 ; cotaclysm ; 255 
 5046 ; 3 копейки  Квартблок ; 1915 ; Деньги-марки ;  ; АU ; 19 ; Lex2000 ; 357 
 5047 ; 10 копеек Квартблок ; 1915 ; Деньги-марки ;  ; AU ; 32 ; sotnik ; 463 
 5048 ; 15 копеек Квартблок ; 1915 ; Деньги-марки ;  ; AU ; 25 ; Lex2000 ; 405 
 5049 ; Лот деньги-марки 5 шт ;  ;  ;  ;  ; 22 ; ♂ ; 397 
 5050 ; 50 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 8 ; trio ; 101 
 5051 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 5 ; trio ; 108 
 5052 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 12 ; Аленка ; 111 
 5053 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 5 ; trio ; 114 
 5054 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 18 ; 3ТЭП75 ; 108 
 5055 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 7 ; тикси3 ; 101 
 5056 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 21 ; Aleks_Smith ; 370 
 5057 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 17 ; Paradox76 ; 371 
 5058 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 25 ; sharapov.s21 ; 373 
 5059 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 33 ; sharapov.s21 ; 359 
 5060 ; 100 рублей ; 1918 ; 2 подписи Гос.кредитные билеты(не выпущены) ;  ;  ; 62 ; Sky2 ; 1529 
 5061 ; 1 рубль ; 1919 ;  ;  ; AU ; 44 ; мак-сим ; 1914 
 5062 ; 1000 рублей ; 1919 ;  ;  ;  ; 23 ; ЛАВ-13 ; 1272 
 5063 ; 100 рублей ; 1919 ;  ;  ;  ; 35 ; гоша334 ; 1581 
 5064 ; 3 рубля ; 1918 ; Чек (без штампов регистрации) ;  ; AU ; 29 ; stal88 ; 4590 
 5065 ; 10 рублей. Недопечатана ; 1918 ; Чек (без штампов регистрации) ;  ;  ; 37 ; stal88 ; 4542 
 5066 ; 500 рублей ; 1920 ;  ;  ;  ; 32 ; докторро ; 410 
 5067 ; 500 рублей ; 1920 ;  ;  ;  ; 23 ; 89226266825й ; 239 
 5068 ; 500 рублей ; 1920 ;  ;  ;  ; 24 ; trio ; 218 
 5069 ; 500 рублей ; 1920 ;  ;  ;  ; 10 ; pentagr ; 160 
 5070 ; 1000 рублей ; 1919 ;  ;  ;  ; 13 ; bagsy ; 2297 
 5071 ; 1000 рублей ; 1919 ;  ;  ;  ; 47 ; гоша334 ; 1737 
 5072 ; 250 рублей ; 1918 ;  ;  ;  ; 18 ; трутень ; 271 
 5073 ; 250 рублей ; 1918 ;  ;  ; XF+ ; 38 ; мак-сим ; 722 
 5074 ; 10000 рублей ; 1919 ;  ;  ;  ; 20 ; nast33 ; 520 
 5075 ; 10000 рублей ; 1919 ;  ;  ;  ; 13 ; cboker ; 663 
 5076 ; 1000 карбованцев ; 1918 ; Украина.Знак Державноi скарбицi ;  ; AU ; 45 ; ЛАВ-13 ; 1246 
 5077 ; 5 рублей г.Одесса ; 1917 ;  ;  ; XF+ ; 63 ; bagsy ; 2879 
 5078 ; 100 марок Финляндия ; 1909 ;  ;  ;  ; 35 ; slovjnin ; 1807 
 5079 ; 500 марок Финляндия ; 1909 ;  ;  ;  ; 37 ; tss ; 3064 
 5080 ; 10000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 54 ; gdrg2 ; 1780 
 5081 ; 10000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 14 ; 4758 ; 1726 
 5082 ; 10000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 19 ; bagsy ; 2042 
 5083 ; 10рублей.Слуцк ; 1918 ;  ;  ;  ; 28 ; скорпион_48 ; 1111 
 5084 ; 500 рублей ; 1919 ; Азербайджан ;  ;  ; 41 ; bagsy ; 611 
 5085 ; 500 рублей ; 1919 ; Азербайджан ;  ;  ; 34 ; gdrg2 ; 217 
 5086 ; 250000 рублей ; 1922 ; Азербайджан ;  ;  ; 26 ; гоша334 ; 680 
 5087 ; 100000 рублей ; 1922 ; Азербайджан ;  ;  ; 16 ; alex241 ; 714 
 3956 ; Лот монет США: 1/2,1/4 доллара (2шт) ; 1976 ;  ; Cu-Ni ; XF ; 11 ; Почта России ; 69 
 3957 ; Лот монет Латвии (2шт) ; 1922 ;  ; Ni ; VF ; 42 ; Матроскин ; 155 
 3958 ; Лот монет Кубы (4шт) ;  ;  ; Ni,ж/м ; VF-XF ; 19 ; [Nik] ; 184 
 3959 ; Лот монет Китая (3шт) ;  ;  ; Al ; VF- ; 29 ; lesnik1 ; 79 
 3960 ; Лот монет США (2шт) ; 1927,1964 ;  ; Br ; VF- ; 21 ; lesnik1 ; 72 
 3961 ; Лот монет Канады (2шт) ;  ;  ; Ni ; AU ; 18 ; mask ; 85 
 3962 ; Лот монет Индии и Великобритании: 3шт ; 1885-1947 ;  ; Cu-Ni,Br ; F ; 19 ; 312 ; 84 
 3963 ; Лот жетонов (2шт) ;  ;  ; Ж/м ; XF ; 20 ; собиратель471 ; 162 
 3964 ; Лот монет Японии: 9шт ;  ;  ; Al/Br,Al,Zn ; F/VF ; 20 ; [Nik] ; 214 
 3965 ; Лот монет Германии: 4шт ;  ;  ; Cu-Ni,Br ; VF ; 12 ; mefody73 ; 101 
 3966 ; Лот монет Японии: 9шт ;  ;  ; Al/Br,Al,Zn ; F/VF ; 37 ; rusin ; 174 
