 3629 ; Бона иностранная ;  ;  ;  ;  ; 16 ; валери ; 34 
 3355 ; 50 рублей. Армения ; 1919 ;  ;  ;  ; 84 ; temichek ; 530 
 3356 ; 5000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 53 ; art67 ; 599 
 3357 ; 25 рублей. Оренбург ; 1917 ;  ;  ;  ; 61 ; al69 ; 679 
 3358 ; 25 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 40 ; purr ; 357 
 3359 ; 25 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 78 ; GenyM ; 200 
 3360 ; 50 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 39 ; purr ; 258 
 3361 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 8 ; Kaliostro ; 38 
 3362 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 5 ; 24612 ; 51 
 3363 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 15 ; 24612 ; 33 
 3364 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 13 ; GenyM ; 70 
 3365 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 15 ; полимер ; 62 
 3366 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 22 ; purr ; 255 
 3367 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 22 ; GenyM ; 66 
 3368 ; 1000000 рублей ; 1995 ;  ;  ;  ; 66 ; kazdmi ; 114 
 3369 ; 1000000 рублей ; 1995 ;  ;  ;  ; 65 ; al69 ; 148 
 3370 ; 250 рублей. Армения ; 1919 ;  ;  ;  ; 90 ; ф555 ; 338 
 3371 ; 5 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 14 ; Gera_K ; 40 
 3372 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 21 ; ringo ; 53 
 3373 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 41 ; SANGOLD1 ; 75 
 3374 ; 1000 рублей ; 1920 ; Грузия ;  ;  ; 50 ; 990099 ; 209 
 3375 ; 250 рублей ; 1918 ;  ;  ;  ; 24 ; хъ0 ; 153 
 3376 ; 250 рублей ; 1918 ;  ;  ;  ; 34 ; art67 ; 285 
 3377 ; 10000 рублей ; 1919 ;  ;  ;  ; 36 ; 990099 ; 187 
 3378 ; 10000 рублей ; 1919 ;  ;  ;  ; 44 ; 990099 ; 198 
 3008 ; 5 пенни. Финляндия ; 1935 ;  ; Cu ; AU ; 24 ; alex995 ; 24 
 3009 ; 5 пенни. Финляндия ; 1936 ;  ; Cu ; AU ; 5 ; kremen ; 50 
 3010 ; 5 пенни. Финляндия ; 1937 ;  ; Cu ; AU ; 15 ; kremen ; 23 
 3011 ; 5 пенни. Финляндия ; 1938 ;  ; Cu ; AU ; 15 ; OMT ; 23 
 3012 ; 5 пенни. Финляндия ; 1939 ;  ; Cu ; AU ; 29 ; coin17 ; 40 
 3013 ; 5 пенни. Финляндия ; 1940 ;  ; Cu ; XF- ; 18 ; Dbrnjh ; 50 
 3014 ; 5 пенни. Финляндия ; 1941 ;  ; Cu ; AU ; 22 ; kremen ; 37 
 3015 ; 5 пенни. Финляндия ; 1942 ;  ; Cu ; AU ; 34 ; Al0851 ; 49 
 3016 ; 5 пенни. Финляндия ; 1943 ;  ; Cu ; AU ; 34 ; 458 ; 34 
 3017 ; 1 пенни. Финляндия ; 1919 ;  ; Cu ; XF+ ; 22 ; Dbrnjh ; 50 
 3018 ; 1 пенни. Финляндия ; 1920 ;  ; Cu ; AU ; 25 ; кве ; 119 
 3019 ; 1 пенни. Финляндия ; 1921 ;  ; Cu ; XF ; 27 ; Al0851 ; 51 
 3020 ; 1 пенни. Финляндия ; 1922 ;  ; Cu ; XF+ ; 4 ; Dbrnjh ; 50 
 3021 ; 1 пенни. Финляндия ; 1923 ;  ; Cu ; AU ; 23 ; kremen ; 28 
 3022 ; 1 пенни. Финляндия ; 1924 ;  ; Cu ; XF+ ; 28 ; kremen ; 28 
 3023 ; 200 марок. Веймар ; 1923Е ;  ; Al ; XF ; 35 ; Al0851 ; 108 
 3024 ; 1 денар. Македония. Миллениум. В коробке, с сертификатом ; 2000 ;  ; Ag ; Proof ; 15 ; Алек ; 1746 
 3025 ; 5 гривен. Украина. Международный год астрономии. В подарочном буклете ; 2009 ;  ; Cu-Ni ; Unc ; 19 ; viktorion80 ; 163 
 3026 ; 1 доллар. США. Эйзенхауэр. В упаковке ; 1971 ;  ; Ag ; Proof ; 41 ; ВЕПРЬ ; 722 
 3027 ; 1 доллар. США. XXIII Олимпиада в Лос-Анджелесе. Упаковка ; 1983S ;  ; Ag ; Unc ; 12 ; Ю42 ; 956 
 3028 ; 5 евро. Австрия. Йозефплатц. В буклете, упаковка ; 2006 ;  ; Ag ; Unc ; 15 ; alskr ; 410 
 3029 ; 5 евро. Австрия. 250 лет зоопарку в Шенбрунн. Монета оформлена в буклет ; 2002 ;  ; Ag ; Unc ; 5 ; alskr ; 416 
 3030 ; 5 евро. Австрия. Гидроэлектроэнергия. Монета оформлена в буклет ; 2003 ;  ; Ag ; Unc ; 6 ; alskr ; 425 
 3031 ; 5 евро. Австрия. Расширение Евросоюза. Монета оформлена в буклет ; 2004 ;  ; Ag ; Unc ; 19 ; fillin ; 444 
 3032 ; 5 евро. Австрия. 100 лет футболу. Монета оформлена в буклет ; 2004 ;  ; Ag ; Unc ; 28 ; ramik321 ; 501 
 3033 ; 5 евро. Австрия. Европейский гимн. Монета оформлена в буклет ; 2005 ;  ; Ag ; Unc ; 17 ; OMT ; 551 
 3034 ; 5 евро. Австрия. 100 лет реформе избирательного права. Монета оформлена в буклет ; 2007 ;  ; Ag ; Unc ; 5 ; fillin ; 430 
 3035 ; 5 евро. Австрия. 200-летие Тирольского восстания против французов 1809 г. Монета оформлена в буклет ; 2009 ;  ; Ag ; Unc ; 21 ; alskr ; 435 
 3036 ; 5 евро. Австрия. 200 лет со дня смерти Йозефа Гайдна. Монета оформлена в буклет ; 2009 ;  ; Ag ; Unc ; 11 ; fillin ; 426 
 3037 ; 1 крона. Остров Мэн. Гарри Поттер и Кубок огня. Монета оформлена в буклет ; 2005 ;  ; Cu-Ni ; Unc ; 49 ; diesel98 ; 700 
 3038 ; 1 крона. Остров Мэн. Гарри Поттер и Кубок огня. Монета оформлена в буклет ; 2005 ;  ; Cu-Ni ; Unc ; 33 ; diesel98 ; 700 
 3039 ; 1 крона. Остров Мэн. Гарри Поттер и Кубок огня. Монета оформлена в буклет ; 2005 ;  ; Cu-Ni ; Unc ; 43 ; diesel98 ; 700 
 3040 ; 1 крона. Остров Мэн. Гарри Поттер и Кубок огня. Монета оформлена в буклет ; 2005 ;  ; Cu-Ni ; Unc ; 53 ; diesel98 ; 600 
 3041 ; 5 гривен. Украина. Международный год астрономии. В подарочном буклете ; 2009 ;  ; Cu-Ni ; Unc ; 40 ; @ @ @ ; 155 
 3042 ; Лот евромонет  Франции (8шт) ; 1999-2001 ;  ; Cu-St, Би/ ; AU ; 17 ; OMT ; 559 
 3043 ; Лот евромонет Испании (8шт) ; 1999-2002 ;  ; Cu-St, Би/ ; AU ; 26 ; OMT ; 548 
 3044 ; Лот евромонет Бельгии (8шт) ; 1999-2004 ;  ; Cu-St, Би/ ; AU ; 6 ; Красные Зори ; 352 
 3045 ; Лот евромонет  Финляндии (8шт) ; 1999-2007 ;  ; Cu-St, Би/ ; AU ; 8 ; dsp ; 360 
 3046 ; Лот евромонет Нидерландов (8шт) ; 1999-2008 ;  ; Cu-St, Би/ ; AU ; 29 ; OMT ; 560 
 3047 ; Лот евромонет Австрии (8шт) ; 2002-2003 ;  ; Cu-St, Би/ ; AU ; 23 ; ПУПСИК ; 457 
 3048 ; Лот евромонет Португалии (8шт) ; 2002-2003 ;  ; Cu-St, Би/ ; AU ; 10 ; ПУПСИК ; 408 
 3049 ; Лот евромонет Греции (8шт) ; 2003 ;  ; Cu-St, Би/ ; AU ; 6 ; Красные Зори ; 375 
 3050 ; Лот евромонет Люксембурга (8шт) ; 2003 ;  ; Cu-St, Би/ ; AU ; 16 ; OMT ; 560 
 3051 ; Лот евромонет Ирландии (8шт) ; 2002-2006 ;  ; Cu-St, Би/ ; AU ; 33 ; OMT ; 630 
 3052 ; Лот евромонет Германии (8шт) ; 2002-2010 ;  ; Cu-St, Би/ ; AU ; 20 ; OMT ; 453 
 3053 ; Лот евромонет Словении (8шт) ; 2007 ;  ; Cu-St, Би/ ; AU ; 5 ; Vasya ; 367 
 3054 ; Лот евромонет Кипра (8шт) ; 2008 ;  ; Cu-St, Би/ ; AU ; 16 ; Vasya ; 462 
 3055 ; Лот евромонет Словакии (8шт) ; 2009 ;  ; Cu-St, Би/ ; AU ; 41 ; Vasya ; 410 
 3056 ; Лот монет Македонии (ФАО): 1,2,5 денаров (3шт). Упаковка ; 1995 ;  ; Латунь ; Unc ; 26 ; dsp ; 174 
 3057 ; Лот монет Македонии: 50 дени, 1,2,5 денаров (4шт). Упаковка ; 1993 ;  ; Латунь ; Unc ; 50 ; dsp ; 230 
 2958 ; 25 пенни. Финляндия ; 1921 ;  ; Cu-Ni ; VF+ ; 10 ; vc57 ; 27 
 2959 ; 25 пенни. Финляндия ; 1929 ;  ; Cu-Ni ; VF-XF ; 9 ; кве ; 83 
 2960 ; 25 пенни. Финляндия ; 1936 ;  ; Cu-Ni ; VF+ ; 23 ; kremen ; 21 
 2961 ; 25 пенни. Финляндия ; 1937 ;  ; Cu-Ni ; VF-XF ; 3 ; kremen ; 25 
 2962 ; 25 пенни. Финляндия ; 1938 ;  ; Cu-Ni ; VF-XF ; 24 ; aleks.kss ; 33 
 2963 ; 25 пенни. Финляндия ; 1939 ;  ; Cu-Ni ; VF-XF ; 2 ; kremen ; 25 
 2964 ; 25 пенни. Финляндия ; 1940 ;  ; Cu-Ni ; XF+ ; 7 ; dsp ; 24 
 2965 ; 25 пенни. Финляндия ; 1940 ;  ; Cu ; VF+ ; 11 ; dsp ; 53 
 2966 ; 25 пенни. Финляндия ; 1941 ;  ; Cu ; AU ; 51 ; sportmini ; 75 
 2967 ; 25 пенни. Финляндия ; 1942 ;  ; Cu ; AU ; 23 ; Vasya ; 53 
 2968 ; 25 пенни. Финляндия ; 1943 ;  ; Cu ; VF-XF ; 4 ; dsp ; 47 
 2969 ; 25 пенни. Финляндия ; 1943 ;  ; Fe ; AU ; 34 ; Al0851 ; 53 
 2970 ; 25 пенни. Финляндия ; 1944 ;  ; Fe ; XF+ ; 19 ; кве ; 36 
 2971 ; 25 пенни. Финляндия ; 1945 ;  ; Fe ; VF-XF ; 18 ; Al0851 ; 31 
 2972 ; 10 пенни. Финляндия ; 1919 ;  ; Cu ; XF/AU ; 89 ; dsp ; 136 
 2973 ; 10 пенни. Финляндия ; 1920 ;  ; Cu ; XF ; 26 ; kremen ; 28 
 2974 ; 10 пенни. Финляндия ; 1921 ;  ; Cu ; XF+ ; 19 ; MC17 ; 24 
 2975 ; 10 пенни. Финляндия ; 1922 ;  ; Cu ; VF+ ; 10 ; alex995 ; 21 
 2976 ; 10 пенни. Финляндия ; 1923 ;  ; Cu ; VF-XF ; 14 ; zx123 ; 24 
 2977 ; 10 пенни. Финляндия ; 1924 ;  ; Cu ; AU ; 13 ; zx123 ; 28 
 2978 ; 10 пенни. Финляндия ; 1926 ;  ; Cu ; AU ; 7 ; zx123 ; 25 
 2979 ; 10 пенни. Финляндия ; 1927 ;  ; Cu ; VF+ ; 5 ; alex995 ; 21 
 2980 ; 10 пенни. Финляндия ; 1928 ;  ; Cu ; AU ; 35 ; tpls ; 57 
 2981 ; 10 пенни. Финляндия ; 1929 ;  ; Cu ; AU ; 10 ; OMT ; 42 
 2982 ; 10 пенни. Финляндия ; 1930 ;  ; Cu ; AU ; 9 ; tpls ; 83 
 2983 ; 10 пенни. Финляндия ; 1931 ;  ; Cu ; VF-XF ; 20 ; zx123 ; 27 
 2984 ; 10 пенни. Финляндия ; 1934 ;  ; Cu ; AU ; 22 ; zx123 ; 26 
 2985 ; 10 пенни. Финляндия ; 1935 ;  ; Cu ; XF/AU ; 5 ; zx123 ; 26 
 2986 ; 10 пенни. Финляндия ; 1936 ;  ; Cu ; AU ; 14 ; zx123 ; 24 
 2987 ; 10 пенни. Финляндия ; 1937 ;  ; Cu ; XF+ ; 21 ; zx123 ; 24 
 2988 ; 10 пенни. Финляндия ; 1938 ;  ; Cu ; AU ; 13 ; zx123 ; 24 
 2989 ; 10 пенни. Финляндия ; 1939 ;  ; Cu ; AU ; 13 ; OMT ; 27 
 2990 ; 10 пенни. Финляндия ; 1940 ;  ; Cu ; AU ; 20 ; kremen ; 31 
 2991 ; 10 пенни. Финляндия ; 1941 ;  ; Cu ; AU ; 29 ; zx123 ; 26 
 2992 ; 10 пенни. Финляндия ; 1942 ;  ; Cu ; AU ; 24 ; 542 ; 116 
 2993 ; 10 пенни. Финляндия ; 1943 ;  ; Cu ; AU ; 30 ; dsp ; 54 
 2994 ; 10 пенни. Финляндия ; 1943 ;  ; Fe ; AU ; 29 ; Vasya ; 83 
 2995 ; 10 пенни. Финляндия ; 1944 ;  ; Fe ; AU ; 35 ; кве ; 87 
 2996 ; 10 пенни. Финляндия ; 1945 ;  ; Fe ; AU/XF ; 27 ; dsp ; 59 
 2997 ; 5 пенни. Финляндия ; 1918 ;  ; Cu ; VF-XF ; 25 ; vc57 ; 25 
 2998 ; 5 пенни. Финляндия ; 1919 ;  ; Cu ; AU ; 26 ; кве ; 114 
 2999 ; 5 пенни. Финляндия ; 1920 ;  ; Cu ; AU ; 20 ; kremen ; 27 
 3000 ; 5 пенни. Финляндия ; 1921 ;  ; Cu ; AU ; 20 ; tpls ; 36 
 3001 ; 5 пенни. Финляндия ; 1922 ;  ; Cu ; AU ; 20 ; kremen ; 24 
 3002 ; 5 пенни. Финляндия ; 1927 ;  ; Cu ; AU ; 28 ; Vasya ; 36 
 3003 ; 5 пенни. Финляндия ; 1928 ;  ; Cu ; AU ; 11 ; OMT ; 32 
 3004 ; 5 пенни. Финляндия ; 1929 ;  ; Cu ; VF-XF ; 24 ; yrik ; 24 
 3005 ; 5 пенни. Финляндия ; 1930 ;  ; Cu ; XF+ ; 25 ; Витёк ; 31 
 3006 ; 5 пенни. Финляндия ; 1932 ;  ; Cu ; AU ; 34 ; aleks.kss ; 33 
 3007 ; 5 пенни. Финляндия ; 1934 ;  ; Cu ; AU ; 18 ; tpls ; 24 
 2908 ; 5 марок. Финляндия ; 1948 ;  ; Al/Br ; VF-XF ; 17 ; lesnik1 ; 45 
 2909 ; 5 марок. Финляндия ; 1949 ;  ; Al/Br ; XF+ ; 55 ; кве ; 79 
 2910 ; 5 марок. Финляндия ; 1950 ;  ; Al/Br ; VF-XF ; 11 ; Gold_42 ; 24 
 2911 ; 5 марок. Финляндия ; 1951 ;  ; Al/Br ; XF+ ; 31 ; кве ; 130 
 2912 ; 1 марка. Финляндия ; 1921 ;  ; Cu-Ni ; VF ; 12 ; alex995 ; 22 
 2913 ; 1 марка. Финляндия ; 1922 ;  ; Cu-Ni ; XF ; 45 ; dsp ; 48 
 2914 ; 1 марка. Финляндия ; 1928 ;  ; Cu-Ni ; VF ; 28 ; aleks.kss ; 27 
 2915 ; 1 марка. Финляндия ; 1929 ;  ; Cu-Ni ; VF+ ; 26 ; aleks.kss ; 33 
 2916 ; 1 марка. Финляндия ; 1930 ;  ; Cu-Ni ; VF-XF ; 24 ; alex995 ; 23 
 2917 ; 1 марка. Финляндия ; 1931 ;  ; Cu-Ni ; VF-XF ; 15 ; В1951 ; 26 
 2918 ; 1 марка. Финляндия ; 1932 ;  ; Cu-Ni ; VF-XF ; 24 ; alex995 ; 24 
 2919 ; 1 марка. Финляндия ; 1933 ;  ; Cu-Ni ; VF-XF ; 17 ; yrik ; 21 
 2920 ; 1 марка. Финляндия ; 1936 ;  ; Cu-Ni ; VF+ ; 21 ; zx123 ; 26 
 2921 ; 1 марка. Финляндия ; 1937 ;  ; Cu-Ni ; VF-XF ; 13 ; DVZ ; 22 
 2922 ; 1 марка. Финляндия ; 1938 ;  ; Cu-Ni ; VF-XF ; 21 ; kremen ; 22 
 2923 ; 1 марка. Финляндия ; 1939 ;  ; Cu-Ni ; XF- ; 17 ; Опятор ; 22 
 2924 ; 1 марка. Финляндия ; 1940 ;  ; Cu-Ni ; XF ; 15 ; OMT ; 32 
 2925 ; 1 марка. Финляндия ; 1940 ;  ; Cu ; VF-XF ; 20 ; Dbrnjh ; 100 
 2926 ; 1 марка. Финляндия ; 1941 ;  ; Cu ; VF-XF ; 18 ; Опятор ; 38 
 2927 ; 1 марка. Финляндия ; 1942 ;  ; Cu ; AU ; 12 ; Al0851 ; 39 
 2928 ; 1 марка. Финляндия ; 1943 ;  ; Cu ; AU ; 13 ; coin17 ; 55 
 2929 ; 1 марка. Финляндия ; 1943 ;  ; Fe ; VF-XF ; 13 ; zx123 ; 19 
 2930 ; 1 марка. Финляндия ; 1944 ;  ; Fe ; VF-XF ; 8 ; Al0851 ; 31 
 2931 ; 1 марка. Финляндия ; 1945 ;  ; Fe ; AU ; 20 ; Al0851 ; 43 
 2932 ; 1 марка. Финляндия ; 1946 ;  ; Fe ; XF+ ; 13 ; yrik ; 19 
 2933 ; 1 марка. Финляндия ; 1947 ;  ; Fe ; AU ; 21 ; кве ; 32 
 2934 ; 1 марка. Финляндия ; 1948 ;  ; Fe ; AU ; 9 ; zx123 ; 21 
 2935 ; 1 марка. Финляндия ; 1949 ;  ; Fe ; AU ; 11 ; Опятор ; 22 
 2936 ; 1 марка. Финляндия ; 1950 ;  ; Fe ; AU ; 6 ; zx123 ; 18 
 2937 ; 1 марка. Финляндия ; 1950 ;  ; Cu ; XF+ ; 14 ; kremen ; 21 
 2938 ; 1 марка. Финляндия ; 1951 ;  ; Cu ; AU ; 22 ; dsp ; 42 
 2939 ; 1 марка. Финляндия ; 1951 ;  ; Fe ; AU ; 21 ; tpls ; 50 
 2940 ; 1 марка. Финляндия ; 1952 ;  ; Fe ; AU ; 18 ; dsp ; 38 
 2941 ; 50 пенни. Финляндия ; 1921 ;  ; Cu-Ni ; VF-XF ; 30 ; vc57 ; 36 
 2942 ; 50 пенни. Финляндия ; 1923 ;  ; Cu-Ni ; VF+ ; 19 ; DVZ ; 27 
 2943 ; 50 пенни. Финляндия ; 1929 ;  ; Cu-Ni ; VF-XF ; 29 ; kremen ; 32 
 2944 ; 50 пенни. Финляндия ; 1936 ;  ; Cu-Ni ; VF-XF ; 20 ; aleks.kss ; 27 
 2945 ; 50 пенни. Финляндия ; 1937 ;  ; Cu-Ni ; VF-XF ; 14 ; aleks.kss ; 21 
 2946 ; 50 пенни. Финляндия ; 1938 ;  ; Cu-Ni ; VF+ ; 3 ; alex995 ; 21 
 2947 ; 50 пенни. Финляндия ; 1939 ;  ; Cu-Ni ; XF- ; 5 ; Витёк ; 23 
 2948 ; 50 пенни. Финляндия ; 1940 ;  ; Cu-Ni ; XF+ ; 29 ; кве ; 130 
 2949 ; 50 пенни. Финляндия ; 1940 ;  ; Cu ; XF+ ; 12 ; zx123 ; 62 
 2950 ; 50 пенни. Финляндия ; 1941 ;  ; Cu ; XF ; 19 ; кве ; 51 
 2951 ; 50 пенни. Финляндия ; 1942 ;  ; Cu ; VF-XF ; 33 ; Al0851 ; 33 
 2952 ; 50 пенни. Финляндия ; 1943 ;  ; Cu ; VF-XF ; 38 ; Gold_42 ; 38 
 2953 ; 50 пенни. Финляндия ; 1943 ;  ; Fe ; VF+ ; 21 ; alex995 ; 22 
 2954 ; 50 пенни. Финляндия ; 1944 ;  ; Fe ; XF- ; 4 ; Al0851 ; 26 
 2955 ; 50 пенни. Финляндия ; 1945 ;  ; Fe ; VF+ ; 11 ; Al0851 ; 35 
 2956 ; 50 пенни. Финляндия ; 1946 ;  ; Fe ; VF+ ; 27 ; кве ; 81 
 2957 ; 50 пенни. Финляндия ; 1947 ;  ; Fe ; VF-XF ; 3 ; zx123 ; 31 
 2858 ; 50 лир. Ватикан. Павел II ; 1966 ;  ; Cu-Ni ; AU ; 26 ; Vasya ; 114 
 2859 ; 20 лир. Ватикан. Павел II ; 1966 ;  ; Латунь ; AU ; 67 ; aleks.kss ; 126 
 2860 ; 10 лир. Ватикан. Павел II ; 1966 ;  ; Al ; AU ; 14 ; aleks.kss ; 120 
 2861 ; 5 лир. Ватикан. Павел II ; 1966 ;  ; Al ; AU ; 9 ; aleks.kss ; 120 
 2862 ; 2 лиры. Ватикан. Павел II ; 1966 ;  ; Al ; AU ; 12 ; kgu ; 123 
 2863 ; 1 лира. Ватикан. Павел II ; 1966 ;  ; Al ; AU ; 39 ; aleks.kss ; 120 
 2864 ; 25 центов. Британские Карибские территории ; 1963 ;  ; Cu-Ni ; AU ; 63 ; кве ; 215 
 2865 ; 10 центов. Британские Карибские территории ; 1962 ;  ; Cu-Ni ; AU ; 32 ; andorf ; 306 
 2866 ; 5 центов. Британские Карибские территории ; 1963 ;  ; Al/Br ; AU ; 54 ; Сухов ; 148 
 2867 ; 1 сентаво. Гватемала ; 1958 ;  ; Al/Br ; AU ; 39 ; asdtyu ; 63 
 2868 ; 1/2 пенни. Ямайка ; 1965 ;  ; Латунь ; AU ; 56 ; andorf ; 266 
 2869 ; 1/2 пенни. Британская Нигерия ; 1959 ;  ; Br ; AU ; 21 ; кве ; 104 
 2870 ; 25 центов. Сейшельские острова ; 1954 ;  ; Cu-Ni ; AU ; 7 ; William ; 100 
 2871 ; 25 центов. Сейшельские острова ; 1960 ;  ; Cu-Ni ; AU ; 36 ; kgu ; 92 
 2872 ; 1/4 рупии. Маврикия ; 1964 ;  ; Cu-Ni ; AU ; 21 ; andorf ; 119 
 2873 ; 1/2 пенни. Южная Африка ; 1960 ;  ; Br ; AU ; 62 ; кве ; 187 
 2874 ; 20 лепт. Греция ; 1976 ;  ; Al ; AU ; 55 ; sos1 ; 148 
 2875 ; 10 лепт. Греция ; 1976 ;  ; Al ; AU ; 43 ; sos1 ; 140 
 2876 ; 1 цент. Британский Гондурас ; 1965 ;  ; Br ; AU ; 51 ; ringos ; 408 
 2877 ; 1 цент. Сейшельские острова ; 1961 ;  ; Br ; XF+ ; 21 ; dagoff ; 207 
 2878 ; 1/2 пенни. Фиджи ; 1952 ;  ; Cu-Ni ; XF+ ; 12 ; zx123 ; 42 
 2879 ; 2 кроны. Исландия ; 1940 ;  ; Al/Br ; VF ; 26 ; alskr ; 147 
 2880 ; 20 рейс. Португалия ; 1883 ;  ; Br ; VF- ; 21 ; kremen ; 114 
 2881 ; 1/10 пенни. Британская Западная Африка ; 1950 ;  ; Cu-Ni ; XF- ; 25 ; кве ; 102 
 2882 ; 1 доллар. Острова Кука ; 2010 ;  ; Би/м ; AU ; 45 ; ask ; 142 
 2883 ; 10 центов. Острова Кука ; 2010 ;  ; Cu-Ni ; AU ; 19 ; _1111_ ; 91 
 2884 ; 1 тала. Самоа ; 2006 ;  ; Al/Br ; AU ; 19 ; kiparis ; 66 
 2885 ; 50 сене. Самоа ; 2006 ;  ; Cu-Ni ; AU ; 18 ; kiparis ; 67 
 2886 ; 20 сене. Самоа ; 2006 ;  ; Cu-Ni ; AU ; 16 ; kiparis ; 51 
 2887 ; 10 сене. Самоа ; 2006 ;  ; Cu-Ni ; AU ; 26 ; kiparis ; 51 
 2888 ; 5 сене. Самоа ; 2006 ;  ; Cu-Ni ; AU ; 41 ; kiparis ; 57 
 2889 ; 500 динар. Дарфур ; 2008 ;  ; Би/м ; AU ; 61 ; ringos ; 185 
 2890 ; 250 динар. Дарфур ; 2008 ;  ; Cu-Ni ; AU ; 27 ; ask ; 157 
 2891 ; 100 динар. Дарфур ; 2008 ;  ; Cu-Ni ; AU ; 31 ; ganza ; 165 
 2892 ; 50 динар. Дарфур ; 2008 ;  ; Br ; AU ; 19 ; ringos ; 107 
 2893 ; 25 динар. Дарфур ; 2008 ;  ; Al/Br ; AU ; 9 ; ringos ; 101 
 2894 ; 10 динар. Дарфур ; 2008 ;  ; Al/Br ; AU ; 26 ; ganza ; 104 
 2895 ; 5 динар. Дарфур ; 2008 ;  ; Al/Br ; AU ; 25 ; ganza ; 104 
