 5988 ; Бона иностранная Бразилия ;  ;  ;  ; AU ; 9 ; USS ; 41 
 5574 ; Бона иностранная ;  ;  ;  ;  ; 8 ; Pavel31 ; 30 
 5575 ; Бона иностранная ;  ;  ;  ;  ; 11 ; orlov2015 ; 226 
 5576 ; Бона иностранная ;  ;  ;  ;  ; 14 ; stabah ; 89 
 5577 ; Бона иностранная ;  ;  ;  ;  ; 21 ; ZIMOGOR ; 98 
 5578 ; Бона иностранная ;  ;  ;  ;  ; 23 ; Моряк-собиратель ; 164 
 5579 ; Бона иностранная ;  ;  ;  ;  ; 15 ; alesjane ; 516 
 5580 ; Бона иностранная ;  ;  ;  ;  ; 34 ; mmmm ; 614 
 5581 ; Бона иностранная ;  ;  ;  ;  ; 6 ; alapabula ; 69 
 5582 ; Бона иностранная ;  ;  ;  ;  ; 6 ; alapabula ; 70 
 5583 ; Бона иностранная ;  ;  ;  ;  ; 6 ; alapabula ; 70 
 5584 ; Бона иностранная ;  ;  ;  ;  ; 6 ; alapabula ; 70 
 5585 ; Бона иностранная ;  ;  ;  ;  ; 18 ; наташа2712 ; 133 
 5586 ; Бона иностранная ;  ;  ;  ;  ; 6 ; ек ; 72 
 5587 ; Бона иностранная ;  ;  ;  ;  ; 5 ; FoxSF ; 58 
 5588 ; Бона иностранная ;  ;  ;  ;  ; 16 ; трутень ; 202 
 5589 ; Бона иностранная ;  ;  ;  ;  ; 18 ; smel ; 181 
 5590 ; Бона иностранная ;  ;  ;  ;  ; 6 ; alapabula ; 69 
 5591 ; Бона иностранная ;  ;  ;  ;  ; 7 ; alapabula ; 295 
 5592 ; Бона иностранная ;  ;  ;  ;  ; 41 ; vlkorchev ; 308 
 5593 ; Бона иностранная ;  ;  ;  ;  ; 17 ; 2128508 ; 126 
 5594 ; Бона иностранная ;  ;  ;  ;  ; 7 ; diskus72 ; 72 
 5595 ; Бона иностранная ;  ;  ;  ;  ; 16 ; наташа2712 ; 133 
 5596 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Ratmen ; 102 
 5597 ; Бона иностранная ;  ;  ;  ;  ; 32 ; наташа2712 ; 185 
 5398 ; Лот бон 2 лита, 4 шт ; 1993 ;  ;  ;  ; 10 ; всыня ; 125 
 5399 ; Лот билетов МММ. 7 шт ;  ;  ;  ;  ; 13 ; FONTE ; 107 
 5400 ; Лот билетов МММ. 7 шт ;  ;  ;  ;  ; 33 ; nov6362 ; 156 
 5501 ; Бона иностранная ;  ;  ;  ;  ; 8 ; alapabula ; 65 
 5502 ; Бона иностранная ;  ;  ;  ;  ; 6 ; alapabula ; 61 
 5503 ; Бона иностранная ;  ;  ;  ;  ; 6 ; alapabula ; 61 
 5504 ; Бона иностранная ;  ;  ;  ;  ; 4 ; alapabula ; 50 
 5505 ; Бона иностранная ;  ;  ;  ;  ; 4 ; alapabula ; 50 
 5506 ; Бона иностранная ;  ;  ;  ;  ; 4 ; alapabula ; 50 
 5507 ; Бона иностранная ;  ;  ;  ;  ; 10 ; alapabula ; 50 
 5508 ; Бона иностранная ;  ;  ;  ;  ; 3 ; 333985 ; 51 
 5509 ; Бона иностранная ;  ;  ;  ;  ; 4 ; alapabula ; 50 
 5510 ; Бона иностранная ;  ;  ;  ;  ; 6 ; alapabula ; 50 
 5511 ; Бона иностранная ;  ;  ;  ;  ; 4 ; alapabula ; 50 
 5512 ; Бона иностранная ;  ;  ;  ;  ; 4 ; alapabula ; 50 
 5513 ; Бона иностранная ;  ;  ;  ;  ; 6 ; я8844 ; 29 
 5514 ; Бона иностранная ;  ;  ;  ;  ; 3 ; гш888 ; 21 
 5515 ; Бона иностранная ;  ;  ;  ;  ; 4 ; alapabula ; 50 
 5516 ; Бона иностранная ;  ;  ;  ;  ; 6 ; alapabula ; 61 
 5517 ; Бона иностранная ;  ;  ;  ;  ; 5 ; alapabula ; 61 
 5518 ; Бона иностранная ;  ;  ;  ;  ; 16 ; FoxSF ; 51 
 5519 ; Бона иностранная ;  ;  ;  ;  ; 6 ; alapabula ; 61 
 5520 ; Бона иностранная ;  ;  ;  ;  ; 8 ; FoxSF ; 51 
 5521 ; Бона иностранная ;  ;  ;  ;  ; 10 ; FoxSF ; 51 
 5522 ; Бона иностранная ;  ;  ;  ;  ; 10 ; филипок ; 39 
 5523 ; Бона иностранная ;  ;  ;  ;  ; 10 ; alesjane ; 129 
 5524 ; Бона иностранная ;  ;  ;  ;  ; 4 ; SERGEY57 ; 30 
 5525 ; Бона иностранная ;  ;  ;  ;  ; 6 ; филипок ; 30 
 5526 ; Бона иностранная ;  ;  ;  ;  ; 7 ; 333985 ; 26 
 5527 ; Бона иностранная ;  ;  ;  ;  ; 5 ; 333985 ; 29 
 5528 ; Бона иностранная ;  ;  ;  ;  ; 10 ; orlov2015 ; 62 
 5529 ; Бона иностранная ;  ;  ;  ;  ; 5 ; FoxSF ; 51 
 5530 ; Бона иностранная ;  ;  ;  ;  ; 5 ; FoxSF ; 51 
 5531 ; Бона иностранная ;  ;  ;  ;  ; 12 ; Darik75 ; 102 
 5532 ; Бона иностранная ;  ;  ;  ;  ; 12 ; Darik75 ; 102 
 5533 ; Бона иностранная ;  ;  ;  ;  ; 10 ; FoxSF ; 153 
 5534 ; Бона иностранная ;  ;  ;  ;  ; 9 ; 333985 ; 29 
 5535 ; Бона иностранная ;  ;  ;  ;  ; 13 ; alesjane ; 51 
 5536 ; Бона иностранная ;  ;  ;  ;  ; 7 ; FoxSF ; 51 
 5537 ; Бона иностранная ;  ;  ;  ;  ; 3 ; ек ; 34 
 5538 ; Бона иностранная ;  ;  ;  ;  ; 7 ; гш888 ; 77 
 5539 ; Бона иностранная ;  ;  ;  ;  ; 14 ; гш888 ; 91 
 5540 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Westin ; 51 
 5541 ; Бона иностранная ;  ;  ;  ;  ; 25 ; kont ; 1008 
 5542 ; Бона иностранная ;  ;  ;  ;  ; 7 ; karal ; 101 
 5543 ; Бона иностранная ;  ;  ;  ;  ; 10 ; гш888 ; 114 
 5544 ; Бона иностранная ;  ;  ;  ;  ; 10 ; я8844 ; 16 
 5545 ; Бона иностранная ;  ;  ;  ;  ; 7 ; orlov2015 ; 101 
 5546 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Ssid ; 30 
 5547 ; Бона иностранная ;  ;  ;  ;  ; 8 ; ек ; 36 
 5348 ; 5000 рублей ; 1992 ; банкнота ;  ; AU ; 22 ; радон ; 206 
 5349 ; Облигация в 100 рублей 51/2% военный заём, с купонами ; 1916 ;  ;  ;  ; 20 ; Ustin ; 567 
 5350 ; Акция московский трамвай, с купонами ;  ;  ;  ;  ; 19 ; master_mt5 ; 929 
 5351 ; Облигация 500 франков тифлисский трамвай, с купонами ; 1904 ;  ;  ;  ; 28 ; Ustin ; 466 
 5352 ; Акция тифлисский трамвай, с купонами ;  ;  ;  ;  ; 40 ; Ustin ; 455 
 5353 ; Акция 100 рейхсмарок о-ва машиностроительных заводов ; 1937 ;  ;  ;  ; 13 ; Ustin ; 203 
 5354 ; Лист купонов к облигации 4% золотого заёма. ОБРАЗЕЦ ; 1889 ;  ;  ;  ; 15 ; master_mt5 ; 101 
 5355 ; Лист купонов к облигации 4% золотого заёма. ОБРАЗЕЦ ; 1894 ;  ;  ;  ; 16 ; master_mt5 ; 102 
 5356 ; Лист купонов к облигации 31/2% золотого заёма. ОБРАЗЕЦ ; 1894 ;  ;  ;  ; 15 ; master_mt5 ; 159 
 5357 ; Лист купонов к облигации 3% золотого заёма. ОБРАЗЕЦ ; 1913 ;  ;  ;  ; 26 ; master_mt5 ; 261 
 5358 ; 100 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 25 ; u10257 ; 204 
 5359 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 9 ; u10257 ; 407 
 5360 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 30 ; lelik13821 ; 310 
 5361 ; 5000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 30 ; u10257 ; 1893 
 5362 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 54 ; uyAHWLcn5486ZMN ; 1408 
 5363 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 51 ; Aviator4 ; 1031 
 5364 ; 25 рублей ; 1947 ; билет ;  ;  ; 25 ; dima-sml ; 946 
 5365 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 11 ; nov6362 ; 134 
 5366 ; 1000 рублей ; 1992 ; билет ;  ;  ; 23 ; NUMIZMAT 777 ; 91 
 5367 ; 1000 рублей ; 1992 ; билет ;  ;  ; 20 ; колобок66 ; 90 
 5368 ; 10000 рублей ; 1992 ; банкнота ;  ;  ; 18 ; я8844 ; 186 
 5369 ; Бона 100 рублей. Сочи 2014. Серия АА ;  ;  ;  ;  ; 28 ; Yes ; 176 
 5370 ; Бона 100 рублей. Сочи 2014. Серия Аа ;  ;  ;  ;  ; 27 ; se170661 ; 170 
 5371 ; 50 рублей ; 1961 ; билет ;  ;  ; 35 ; Yes ; 408 
 5372 ; 100 рублей ; 1961 ;  ;  ; AU ; 75 ; avilych ; 1479 
 5373 ; 50 рублей ; 1991 ; билет ;  ;  ; 19 ; John16 ; 598 
 5374 ; 50 рублей ; 1992 ; билет ;  ; AU ; 47 ; max5252 ; 1440 
 5375 ; 100 рублей ; 1991 ; билет ;  ; AU ; 31 ; Запруда ; 689 
 5376 ; 100 рублей ; 1991 ; билет ;  ; AU ; 41 ; Запруда ; 807 
 5377 ; 200 рублей ; 1992 ; билет ;  ; AU ; 48 ; Yes ; 641 
 5378 ; 500 рублей ; 1992 ; билет ;  ; AU ; 59 ; Yes ; 405 
 5379 ; 10000 рублей ; 1992 ; банкнота ;  ; AU ; 22 ; 462 ; 516 
 5380 ; 5000 рублей ; 1992 ; банкнота ;  ; AU ; 18 ; 000SABik ; 221 
 5381 ; 1000 рублей ; 1992 ; билет ;  ; AU ; 63 ; Yes ; 459 
 5382 ; Лот бон 3 шт ; 1993 ;  ;  ; AU ; 33 ; 462 ; 532 
 5383 ; 5000 рублей ; 1993 ; банкнота ;  ;  ; 21 ; solder13 ; 689 
 5384 ; 50000 рублей ; 1994 ; банкнота ;  ;  ; 64 ; max5252 ; 5189 
 5385 ; 50000 рублей ; 1995 ; банкнота ;  ;  ; 21 ; uyAHWLcn5486ZMN ; 828 
 5386 ; 10000 рублей ; 1995 ; банкнота ;  ; AU ; 40 ; avilych ; 816 
 5387 ; Лот билетов МММ. 7 шт ;  ;  ;  ;  ; 31 ; nov6362 ; 139 
 5388 ; 10000 рублей ; 1919 ;  ;  ;  ; 15 ; я8844 ; 408 
 5389 ; Лот бон 7 шт ; 18981918 ;  ;  ;  ; 39 ; nov6362 ; 580 
 5390 ; 3 талона Литва ; 1991 ;  ;  ; AU ; 19 ; flutter ; 201 
 5391 ; 10 талонов Литва ; 1991 ;  ;  ; AU ; 18 ; flutter ; 459 
 5392 ; 500 талонов Литва ; 1992 ;  ;  ; AU ; 13 ; alapabula ; 306 
 5393 ; 500 талонов Литва ; 1993 ;  ;  ; AU ; 8 ; bagsy ; 59 
 5394 ; 200 лит Литва ; 1997 ;  ;  ;  ; 52 ; bva150979 ; 5055 
 5395 ; 20 лит Литва ; 2007 ;  ;  ;  ; 12 ; maximilian2204 ; 522 
 5396 ; Бона иностранная Литва ; 1993 ;  ;  ;  ; 13 ; nikfed ; 781 
 5397 ; 10 лит Литва ; 2007 ;  ;  ;  ; 4 ; S.P. ; 174 
 5099 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 19 ; Kristina03 ; 234 
 5100 ; 5 рублей (63 шт.) ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 25 ; Ksn ; 2267 
 5300 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 14 ; Pavel31 ; 689 
 5301 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 11 ; Pavel31 ; 591 
 5302 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 20 ; Pavel31 ; 555 
 5303 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 17 ; molodes ; 466 
 5304 ; Лот бон 500 рублей, 7 шт ; 1912 ;  ;  ;  ; 44 ; w7 ; 2346 
 5305 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 54 ; 462 ; 1145 
 5306 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; XF+ ; 23 ; kost ; 603 
 5307 ; Лот бон 100 рублей, 5 шт ;  ;  ;  ;  ; 30 ; w7 ; 1122 
 5308 ; Лот бон 50 и 25 рублей, 3 шт ; 1899-1909 ;  ;  ;  ; 32 ; uyAHWLcn5486ZMN ; 2660 
 5309 ; 25 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 13 ; nov6362 ; 261 
 5310 ; 25 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 14 ; molodes ; 342 
 5311 ; 25 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 9 ; nov6362 ; 283 
 5312 ; 25 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 17 ; nov6362 ; 357 
 5313 ; Лот бон 25 рублей, 4 шт ; 1909 ;  ;  ;  ; 37 ; Ksn ; 1473 
 5314 ; Лот бон 10 рублей, 10 ш ; 1909 ;  ;  ;  ; 23 ; FONTE ; 918 
 5315 ; Лот бон 5 рублей, 10 шт ; 1909 ;  ;  ;  ; 23 ; sergey35 ; 318 
 5316 ; Лот бон 3 рубля, 5 шт. (Коншин,Шипов) ; 1905 ;  ;  ;  ; 19 ; FONTE ; 510 
 5317 ; Лот бон 3 рубля, 12 шт. (Коншин) ; 1909 ;  ;  ;  ; 11 ; CaRev ; 510 
 5318 ; Лот бон 5 рублей, 17 шт. (Коншин) ; 1909 ;  ;  ;  ; 14 ; CaRev ; 1020 
 5319 ; Лот бон 250 рублей, 5 шт ; 1917 ;  ;  ;  ; 21 ; Pavel31 ; 463 
 5320 ; Лот бон 1000 рублей, 3 шт ; 1917 ;  ;  ;  ; 7 ; Pavel31 ; 645 
 5321 ; Лот бон 100 рублей, 2 шт ; 1910 ;  ;  ;  ; 26 ; lelik13821 ; 633 
 5322 ; 200 рублей ; 1919 ;  ;  ;  ; 13 ; uyAHWLcn5486ZMN ; 898 
 5323 ; Лот бон России 6 шт ;  ;  ;  ;  ; 33 ; Aviator4 ; 850 
 5324 ; Лот бон России 3 шт ;  ;  ;  ;  ; 20 ; Bespan ; 1712 
 5325 ; 5000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 25 ; uyAHWLcn5486ZMN ; 836 
 5326 ; Лот бон 30,60,100 рублей, 6 шт ; 1919 ;  ;  ;  ; 29 ; я8844 ; 1001 
 5327 ; Лот бон 250 рублей, 4 шт ; 1919 ;  ;  ;  ; 29 ; Pavel31 ; 918 
 5328 ; Лот бон 500 рублей, 4 шт ; 1919 ;  ;  ;  ; 29 ; Kristina03 ; 781 
 5329 ; Лот бон 1000 рублей, 4 шт ; 1919 ;  ;  ;  ; 15 ; Pavel31 ; 566 
 5330 ; 25 копеек ; 1919 ;  ;  ;  ; 18 ; alex241 ; 1479 
 5331 ; 50 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 48 ; dima-sml ; 2360 
 5332 ; Лот бон 1,3,5 червонцев, 5 шт ; 1937 ;  ;  ;  ; 45 ; w7 ; 2244 
 5333 ; Лот бон 1,3,5 рублей ; 1938 ;  ;  ;  ; 35 ; Arlekino82 ; 1949 
 5334 ; Лот бон 1,3,5 рублей ; 1938 ;  ;  ;  ; 73 ; Arlekino82 ; 765 
 5335 ; 5 рублей ; 1919 ;  ;  ;  ; 43 ; Port ; 8111 
 5336 ; Лот бон 4 шт ;  ;  ;  ;  ; 29 ; я8844 ; 431 
 5337 ; 500 рублей ; 1912 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 31 ; boroda ; 1020 
 5338 ; Лот Бон 2 шт. ;  ;  ;  ;  ; 36 ; я8844 ; 541 
 5339 ; 10 рублей ; 1909 ; Тимашев. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 23 ; Ksn ; 2295 
 5340 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 38 ; taa ; 2146 
 5341 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 21 ; sergey35 ; 429 
 5342 ; Лот бон 4 шт ;  ;  ;  ;  ; 15 ; alex2209 ; 590 
 5343 ; 5000 рублей ; 1995 ; банкнота ;  ;  ; 46 ; Zorro ; 512 
 5344 ; Лот бон 5 рублей, 13 шт ; 1909 ;  ;  ;  ; 42 ; Pavel31 ; 765 
 5345 ; Лот бон 5 рублей, 16 шт ; 1909 ;  ;  ;  ; 26 ; nov6362 ; 561 
 5346 ; Лот бон 3 рубля, 9 шт ; 1905 ;  ;  ;  ; 22 ; Pavel31 ; 1001 
 5347 ; Лот бон 1 рубль, 6 шт ; 1898 ;  ;  ;  ; 30 ; Pavel31 ; 393 
 5049 ; 10000 рублей ; 1993 ; банкнота ;  ;  ; 32 ; Грач ; 809 
 5050 ; 5000 рублей ; 1993 ; банкнота ;  ;  ; 56 ; flutter ; 659 
 5051 ; 5 пунктов ; 1945 ;  ;  ;  ; 34 ; nikfed ; 2346 
 5052 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 7 ; Pavel31 ; 101 
 5053 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 10 ; Pavel31 ; 67 
 5054 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 11 ; Pavel31 ; 71 
 5055 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 25 ; Pavel31 ; 227 
 5056 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 3 ; Pavel31 ; 79 
 5057 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 18 ; 1879 ; 104 
 5058 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 16 ; Pavel31 ; 227 
 5059 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 12 ; bonipari ; 318 
 5060 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 5 ; Pavel31 ; 79 
 5061 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 22 ; Kristina03 ; 179 
 5062 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 20 ; FONTE ; 261 
 5063 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 28 ; apple ; 279 
 5064 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 13 ; Pavel31 ; 160 
 5065 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 7 ; moneta1924 ; 124 
 5066 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 4 ; lelik13821 ; 148 
 5067 ; 500 рублей ; 1992 ;  ;  ;  ; 16 ; Kristina03 ; 67 
 5068 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 20 ; nov6362 ; 272 
 5069 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 11 ; vitab ; 170 
 5070 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 11 ; nov6362 ; 227 
 5071 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 17 ; Pavel31 ; 128 
 5072 ; 1 рубль ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ; AU ; 21 ; sax ; 1873 
 5073 ; 3 копейки. Квартблок. ; 1915 ; Деньги-марки ;  ; AU ; 29 ; Knight1972 ; 261 
 5074 ; 10 копеек. Квартблок. ; 1915 ; Деньги-марки ;  ; AU ; 49 ; Knight1972 ; 408 
 5075 ; 15 копеек. Квартблок. ; 1915 ; Деньги-марки ;  ; AU ; 47 ; olegp ; 426 
 5076 ; 2 копейки. Квартблок. ; 1917 ; Деньги-марки ;  ; AU ; 45 ; olegp ; 525 
 5077 ; 1 рубль ; 1961 ; Гос.казначейский билет ;  ; AU ; 13 ; lelik13821 ; 102 
 5078 ; 50 рублей ; 1961 ; билет ;  ; AU ; 36 ; 45b00f ; 969 
 5079 ; 1000 рублей ; 1992 ; билет ;  ; AU ; 28 ; Юбиляр ; 269 
 5080 ; 500 рублей ; 1920 ;  ;  ; AU ; 10 ; uyAHWLcn5486ZMN ; 793 
 5081 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ; XF ; 17 ; max5252 ; 1134 
 5082 ; 3 рубля ; 1947 ; Гос.казначейский билет ;  ; XF ; 43 ; max5252 ; 3576 
 5083 ; 3 рубля. Познань. ; 1916 ;  ;  ; XF ; 34 ; nikfed ; 903 
 5084 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 9 ; dima85 ; 128 
 5085 ; 1000 рублей ; 1917 ; Денежные знаки ;  ; AU ; 22 ; 462 ; 972 
 5086 ; 10000000000 рублей. Брак - недопечатка. ; 1924 ; Закавказье ;  ; AU ; 50 ; இ ; 14227 
 5087 ; 1000000000 рублей ; 1924 ; Закавказье ;  ; AU ; 67 ; 333985 ; 7650 
 5088 ; Облигация ; 1906 ;  ;  ;  ; 24 ; maks1986 ; 466 
