 3245 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Михалыч ; 22 
 1113 ; Орден почетного легиона. Австрия ; 1914-1918 ;  ; Ж/м ; XF+ ; 35 ; KVit68 ; 867 
 1114 ; Медаль за выслугу 25 лет пожарной команде. Пруссия ;  ;  ; Б/м ; XF+ ; 49 ; foma71 ; 1491 
 1115 ; Ветеранская медаль за преданность в I Мировой войне. Германия ; 1914-1918 ;  ; Ж/м ; XF+ ; 9 ; skir ; 638 
 1116 ; Женский спортивный знак. Германия №33918 ; 20в ;  ; Б/м ; XF+ ; 7 ; vitapool ; 1200 
 1117 ; "Знак за ранение в I Мировой войне ""Серебрянный"". Германия" ;  ;  ; Б/м ; XF+ ; 57 ; vitapool ; 4068 
 1118 ; "Знак за ранение в I Мировой войне ""Серебрянный"". Германия" ; 20в ;  ; Ж/м, сереб ; VF+ ; 56 ; vitapool ; 1492 
 1119 ; "Знак за ранение в I Мировой войне ""Черный"". Германия" ;  ;  ; Б/м ; XF+ ; 194 ; shtuka ; 4398 
 1120 ; Знак союза бывших фронтовиков "Стальной шлем". Германия ;  ;  ; Б/м ; XF+ ; 75 ; ved ; 2069 
 1121 ; Фрачная миниатюра из 2-ух  наград: Крест Гинденбурга с мечами (1914-1918гг), знак за ранение в I Мировой войне ;  ;  ; Ж/м ; XF+ ; 9 ; Георг ; 435 
 1122 ; Фрачная миниатюра: Женский спортивный знак. Германия ;  ;  ; Ж/м ; XF+ ; 27 ; ved ; 333 
 1123 ; Шпанга из 3-ех наград: Железный крест II класса (1813-1914гг), медаль за отвагу и труд. Вюртемберг, крест Гинденбурга с мечами (клеймо В 10) (1914-1918гг) ;  ;  ; Fe, серебр ; XF+ ; 36 ; foma71 ; 3217 
 1124 ; Шпанга из 2-ух наград с планкой Западного фронта: Железный крест II класса (1813-1914гг), крест Гинденбурга с мечами (Клеймо R.V.4 PFORZHEIM) (1914-1918гг) ;  ;  ; Fe, серебр ; XF+ ; 29 ; dusik311 ; 2393 
 1125 ; Шпанга из 2-ух наград : Железный крест II класса (1813-1914гг), крест Гинденбурга с мечами (клейма N.&H.)(1914-1918гг) ;  ;  ; Fe, серебр ; XF+ ; 6 ; wwii-soldat ; 2142 
 1126 ; Шпанга из 3-ех наград: Железный крест II класса (1813-1914гг), крест за заслугу в войне (1914г), кресть Гинденбурга с мечами (Клеймо Gbr.D.L) (1914-1918гг) ;  ;  ; Fe, серебр ; XF+ ; 19 ; alex8283 ; 3500 
 1127 ; Шпанга из 4-ех наград:Железный крест II класса (1813-1914гг), медаль за отвагу и труд. Вюртемберг, медаль за преданность службе, крест Гинденбурга с мечами (Клеймо В 4) (1914-1918) ;  ;  ; Fe, серебр ; XF+ ; 36 ; foma71 ; 4539 
 1128 ; Шпанга из 3-ех наград: Крест Гинденбурга (1914-1918гг), крест за отвагу в войне (1914г), медаль за заслуги в красном кресте ;  ;  ; Br, Б/м, э ; XF+ ; 28 ; petrserebr ; 5651 
 1129 ; Шпанга из 4-ех наград: Железный крест II класса (1813-1914гг), Медаль за заслуги. Бельгия (1866), медаль за верность и заслугу, крест Гинденбурга с мечами (Клеймо В 3) (1914-1918гг) ;  ;  ; Fe, серебр ; XF+ ; 55 ; Георг ; 4050 
 1130 ; Шпанга из 5-ти наград: Медаль за заслуги. Бельгия (1866), Железный крест II класса (1813-1914гг), ветеранская медаль за преданность в I Мировой войне, медаль за преданность труду. Бавария (1905г), медаль за верность и заслугу ;  ;  ; Fe, серебр ; XF+ ; 16 ; skir ; 5100 
 1131 ; Жетон Революция 1830 г. Юстиция, Франция. Карл X (1824-1830) ; 1830 ;  ; Ag ; XF ; 42 ; Георг ; 2267 
 1132 ; "Жетон ""Университет Сорбонны, Святой Карл Великий"". Франция, Людовик XIV (1643-1715)" ; 1643-1715 ;  ; Ag ; VF ; 23 ; pd ; 1557 
 1133 ; "Жетон ""Учетная касса Торговой Ассоциаци"". Франция, Консулат (1799-1804)" ; 1799-1804 ;  ; Ag ; VF+ ; 16 ; Oliveer ; 4233 
 1134 ; "Жетон ""Нотариусы Парижа"". Франция, Луи Филипп (1830-1848)" ; 1830-1848 ;  ; Ag ; VF+ ; 14 ; Георг ; 2267 
 1135 ; "Медаль ""Благословление реставрации"". Франция, Людовик XVIII (1814-1824)" ; 1814 ;  ; Br ; XF- ; 67 ; petrserebr ; 3017 
 1136 ; "Медаль ""Франко-Сардинский союз за независимость Италии"". Франция, Наполеон III" ; 1859 ;  ; Ag ; XF+ ; 7 ; RAPAN ; 3264 
 1137 ; "Медаль ""Франко-Сардинский союз за независимость Италии"". Франция, Виктор Эммануил II" ; 1859 ;  ; Ag ; XF+ ; 20 ; Георг ; 4218 
 1138 ; "Медаль ""Аннексия Сардинии и Ниццы Францией"". Франция, Наполеон III" ; 1860 ;  ; Ag ; XF+ ; 20 ; Георг ; 4218 
 1139 ; "Жетон ""Отто Бисмарк"". Германия" ; 1871 ;  ; Br ; XF- ; 77 ; foma71 ; 408 
 1140 ; "Медаль ООН ""Всеобщая декларация прав человека""" ; 1973 ;  ; Ag ; proof ; 13 ; solder13 ; 429 
 1141 ; "Медаль ООН ""Рабочий мир"". Упаковка" ; 1974 ;  ; Ag ; proof ; 17 ; alex1959 ; 509 
 1142 ; Знак Отличник авиации ;  ;  ; Ж/м, эмаль ; VF-XF ; 46 ; korovan67 ; 2685 
 1143 ; Знак отличник ВВС ;  ;  ; Ж/м, эмаль ; VF+ ; 35 ; kulibin2 ; 161 
 1144 ; Знак отличник ВМФ ;  ;  ; Ж/м, эмаль ; XF ; 79 ; kulibin2 ; 201 
 1145 ; Знак отличник советской армии ;  ;  ; Ж/м, эмаль ; VF+ ; 11 ; kulibin2 ; 57 
 1146 ; Знак советской армии I ст. ;  ;  ; Ж/м, эмаль ; XF ; 8 ; kulibin2 ; 46 
 1147 ; Жетон ЛМД ;  ;  ; Ж/м  ; AU ; 5 ; obob999 ; 6 
 900 ; Денга ; 1533-1584 ; Иван IV Васильевич  ; Ag ; F-VF ; 7 ; oks ; 24 
 901 ; Денга ; 1533-1584 ; Иван IV Васильевич  ; Ag ; F-VF ; 4 ; Fans ; 18 
 902 ; Денга. Отверстие ; 1533-1584 ; Иван IV Васильевич  ; Ag ; F-VF ; 6 ; Fans ; 19 
 903 ; Денга ; 1533-1584 ; Иван IV Васильевич  ; Ag ; VF+ ; 100 ; ЕВС ; 200 
 904 ; Денга ; 1533-1584 ; Иван IV Васильевич  ; Ag ; F-VF ; 17 ; skir ; 34 
 905 ; Денга ; 1533-1584 ; Иван IV Васильевич  ; Ag ; F-VF ; 35 ; tommi2679 ; 51 
 906 ; Денга ; 1533-1584 ; Иван IV Васильевич  ; Ag ; F-VF ; 41 ; oks ; 43 
 907 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской д ; Ag ; VF- ; 8 ; skir ; 36 
 908 ; Денга ; 1533-1584 ; Иван IV Васильевич  ; Ag ; VF ; 24 ; Гурий ; 45 
 909 ; Денга ; 1533-1584 ; Иван IV Васильевич  ; Ag ; VF- ; 7 ; jef688 ; 23 
 910 ; Денга ; 1533-1584 ; Иван IV Васильевич  ; Ag ; F-VF ; 5 ; jef688 ; 23 
 911 ; Денга ; 1533-1584 ; Иван IV Васильевич  ; Ag ; VF ; 26 ; spektr ; 31 
 912 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской д ; Ag ; VF+ ; 34 ; Какаликофф ; 196 
 913 ; Денга ; 1533-1584 ; Иван IV Васильевич  ; Ag ; VF ; 78 ; Какаликофф ; 286 
 914 ; Денга ; 1533-1584 ; Иван IV Васильевич  ; Ag ; F-VF ; 11 ; obob999 ; 28 
 915 ; Денга ; 1533-1584 ; Иван IV Васильевич  ; Ag ; F+ ; 13 ; obob999 ; 22 
 916 ; Денга ; 1533-1584 ; Иван IV Васильевич  ; Ag ; F-VF ; 7 ; SadKo ; 27 
 917 ; Денга ; 1533-1584 ; Иван IV Васильевич  ; Ag ; F-VF ; 14 ; samsung ; 34 
 918 ; Денга ; 1533-1584 ; Иван IV Васильевич  ; Ag ; F-VF ; 7 ; tommi2679 ; 25 
 919 ; Денга ; 1533-1584 ; Иван IV Васильевич  ; Ag ; VF- ; 32 ; tommi2679 ; 34 
 920 ; Монета. Золотая Орда, г. Сарай. Хан Узбек ; 727 л.х ;  ; Ag ; VF ; 55 ; тир ; 398 
 961 ; Статер Боспор царь Рескупорид-II, электр-7,70г ; 218г ;  ;  ; VF+ ; 56 ; shurawi ; 18648 
 962 ; Солид. Рига. Густав Адольф ; 17 век ;  ; Ag ; VF- ; 9 ; joker2008_08 ; 102 
 963 ; Солид. Рига. Кристина ; 1648 ;  ; Ag ; F-VF ; 23 ; 7613 ; 146 
 964 ; Солид. Польша. Ян Казимир ; 17 век ;  ; Ag ; VF- ; 15 ; SSS777 ; 108 
 965 ; Солид. Польша ; 17 век ;  ; Ag ; VF- ; 21 ; von_Schwarz ; 101 
 966 ; Дирхем (гитрифи). Бухара. Период Аббасидов. Подражание драхме Сасанидов, правителей бухары V-VIIвв ; 750-820 т.л ;  ;  ; F-VF ; 20 ; von_Schwarz ; 310 
 967 ; Монета. Восток ;  ;  ; Ag ; F+ ; 22 ; zxc55 ; 111 
 968 ; Монета. Восток ;  ;  ; Cu ; F+ ; 18 ; VR62 ; 161 
 969 ; "10 цяней ""сяньфэн чжунбао"". Китай, Цин, Провинция Сычуань" ;  ;  ; Br ; VF- ; 38 ; Pyrros ; 383 
 970 ; "1 цянь ""шуньчжи тунбао"" ""и ли дун"". Китай, Цин, Провинция Шаньдун (Цзинань)" ;  ;  ; Br ; F-VF ; 22 ; smel ; 164 
 971 ; "1 цянь ""шуньчжи тунбао"" ""и ли юнь"". Китай, Цин, Провинция Юньнань (Юньнаньфу)" ;  ;  ; Br ; F-VF ; 17 ; kay2 ; 160 
 972 ; "1 цянь ""шуньчжи тунбао"" ""и ли чан"". Китай, Цин, Провинция Хубэй (Учан). Редкий" ;  ;  ; Br ; F-VF ; 16 ; smel ; 164 
 1081 ; Медаль. Николай II. За храбрость 4 степень. №794599 ;  ;  ; Ag ; VF- ; 19 ; Murat_a ; 6120 
 1082 ; "Медаль ""За Турецкую войну""" ; 1878 ;  ; Br ; F+ ; 13 ; spektr ; 270 
 1083 ; Жетон 115 Пехотный Вяземский полк. 4р. 77 ;  ;  ; Cu ; F-VF ; 185 ; Георг ; 3000 
 1084 ; Жетон Коронация Александра III ; 1883 ;  ; Br ; VF ; 42 ; alexiy2 ; 1842 
 1085 ; Жетон в память 100-летия Отечественной войны ; 1812-1912 ;  ; Br ; XF- ; 43 ; 67 ; 1134 
 1086 ; "Жетон с пломбой ""Выставка в Париже"". Г. Пето" ; 1905 ;  ; Br ; AU ; 25 ; VYZ ; 201 
 1087 ; Знак. Лучшему учителю-комсомольцу. ВЛКСМ ;  ;  ; Ж/м ; XF- ; 7 ; skv-nov ; 204 
 1088 ; Железный крест 1 класса на заколке. Германия 1 МВ ; 1914 ;  ;  ; XF ; 41 ; dusik311 ; 5953 
 1089 ; Крест Гинденбурга погибшим в I Мировой войне ; 1914-1918 ;  ; Br ; XF+ ; 11 ; vitapool ; 1129 
 1090 ; "Крест Гинденбурга с мечами на ленте. Германия (клеймо - ""круг"" с буквами)" ; 1914-1918 ;  ;  ; XF ; 4 ; andrew1977 ; 471 
 1091 ; "Крест ""За войну"". Пруссия" ;  ;  ;  ; VF-XF ; 61 ; vitapool ; 1326 
 1092 ; Железный крест II класса за I Мировую войну на ленте. Германия ; 1813-1914 ;  ; Fe, серебр ; XF+ ; 11 ; skir ; 2043 
 1093 ; Орден Святого Саввы. Сербия ; 1883 ;  ; Ag ? Позол ; VF-XF ; 57 ; KVit68 ; 5789 
 1094 ; "Орден ""Красное Знамя"". Народная Республика Болгария" ; 50-е гг ;  ; Ж/м ; XF+ ; 31 ; dusik311 ; 903 
 1095 ; "Орден ""Трудовое Красное Знамя"". Народная Республика Болгария" ; 50-е гг ;  ; Ж/м ; AU ; 19 ; dusik311 ; 830 
 1096 ; "Медаль ""За боевые заслуги"". Болгария" ; 50-е гг ;  ; Ж/м Забоин ; AU ; 11 ; dusik311 ; 417 
 1097 ; Медаль за заслуги. Бельгия ; 1866 ;  ; Ж/м ; XF+ ; 92 ; wwii-soldat ; 2000 
 850 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; F-VF ; 7 ; Ромбор ; 102 
 851 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF ; 36 ; DMT ; 411 
 852 ; Пуло ; 1462-1505 ; Иван III Васильевич  ; Cu ; F+ ; 76 ; PVA13 ; 231 
 853 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; VF-XF ; 50 ; alexiy2 ; 510 
 854 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; VF+ ; 39 ; skif ; 114 
 855 ; Копейка ; 1599 ; Борис Годунов Новгородский ден ; Ag ; VF ; 26 ; Ромбор ; 108 
 856 ; Денга ; 1584-2602 ; Михаил Федорович ; Ag ; VF- ; 40 ; diesel ; 1026 
 857 ; Денга. Подражание Суздальско-Нижегородского Великого кн-ва ;  ;  ;  ; VF- ; 67 ; Гурий ; 360 
 858 ; Копейка ; 1645-1676 ; Алексей Михайлович  ; Ag ; VF- ; 27 ; кабан ; 152 
 859 ; Копейка ; 1645-1676 ; Алексей Михайлович  ; Ag ; F-VF ; 32 ; кабан ; 45 
 860 ; Копейка ; 1645-1676 ; Алексей Михайлович  ; Ag ; F-VF ; 8 ; кабан ; 24 
 861 ; Копейка ; 1645-1676 ; Алексей Михайлович  ; Ag ; F-VF ; 12 ; кабан ; 31 
 862 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 11 ; кабан ; 28 
 863 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F ; 12 ; obob999 ; 12 
 864 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 23 ; кабан ; 51 
 865 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 14 ; кабан ; 28 
 866 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F ; 2 ; obob999 ; 3 
 867 ; Копейка ;  ; Иван IV Васильевич. Псковский  ; Ag ; VF+ ; 13 ; uin1972 ; 340 
 868 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF- ; 3 ; кабан ; 37 
 869 ; Копейка. Допетровская русь ;  ;  ; Ag ; VF- ; 10 ; кабан ; 56 
 870 ; Копейка ;  ; Иван IV Васильевич. Псковский  ; Ag ; F-VF ; 17 ; oks ; 25 
 871 ; Копейка. Допетровская русь ;  ;  ; Ag ; F+ ; 7 ; 2First ; 18 
 872 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF- ; 60 ; кабан ; 149 
 873 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF ; 49 ; win.gradoff ; 420 
 874 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF ; 16 ; oks ; 46 
 875 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF+ ; 63 ; zoom30 ; 193 
 876 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден. ; Ag ; VF ; 21 ; zxc55 ; 113 
 877 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.дв ; Ag ; VF ; 91 ; scaevola ; 750 
 878 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский де ; Ag ; VF ; 18 ; skif ; 206 
 879 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский де ; Ag ; VF ; 21 ; zxc55 ; 153 
 880 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский де ; Ag ; VF ; 61 ; zxc55 ; 185 
 881 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денеж ; Ag ; VF- ; 10 ; zxc55 ; 112 
 882 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денеж ; Ag ; VF ; 41 ; Qersej ; 349 
 883 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денеж ; Ag ; F-VF ; 37 ; zxc55 ; 83 
 884 ; Копейка ; 1606-1610 ; Василий Шуйский Псковский ден. ; Ag ; VF ; 49 ; Банзай ; 477 
 885 ; Копейка ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) ; Ag ; VF ; 69 ; Чичибан ; 2042 
 886 ; Копейка ; 1606-1610 ; Василий Шуйский Псковский ден. ; Ag ; VF+ ; 25 ; leo 2 ; 380 
 887 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF ; 36 ; Volleo ; 172 
 888 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF- ; 13 ; spektr ; 41 
 889 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF- ; 39 ; spektr ; 51 
 890 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF ; 35 ; Ромбор ; 51 
 891 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF- ; 53 ; dalex ; 53 
 892 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; F-VF ; 22 ; oks ; 48 
 893 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; F-VF ; 17 ; obob999 ; 34 
 894 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF- ; 31 ; obob999 ; 35 
 895 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; F-VF ; 36 ; spektr ; 41 
 896 ; Денга ; 1533-1584 ; Иван IV Васильевич  ; Ag ; F-VF ; 6 ; oks ; 26 
 897 ; Денга ; 1533-1584 ; Иван IV Васильевич  ; Ag ; F-VF ; 5 ; oks ; 22 
 898 ; Денга ; 1533-1584 ; Иван IV Васильевич  ; Ag ; VF- ; 27 ; oks ; 32 
 899 ; Денга ; 1533-1584 ; Иван IV Васильевич  ; Ag ; VF- ; 83 ; scaevola ; 133 
 587 ; Полушка ; 1721 ;  ; Cu ; F ; 9 ; first ; 31 
 588 ; Полушка ; 1722 ;  ; Cu ; F-VF ; 21 ; setoff ; 120 
 589 ; Полушка ; 1730-е ;  ; Cu ; F+ ; 4 ; oks ; 23 
 590 ; Полушка ; 1730 ;  ; Cu ; F+ ; 90 ; PVA13 ; 407 
 591 ; Полушка ; 1735 ;  ; Cu ; F ; 23 ; oks ; 27 
 592 ; Полушка ; 1735? ;  ; Cu ; F ; 7 ; oks ; 14 
 593 ; Полушка ; 1735 ;  ; Cu ; F+ ; 13 ; obob999 ; 31 
 594 ; Полушка ; 1737 ;  ; Cu ; F ; 53 ; evgenijzhuk ; 123 
 595 ; Полушка ; 1738 ;  ; Cu ; F-VF ; 3 ; obob999 ; 31 
 596 ; Полушка ; 1767 ; "КМ ""Сибирь"" " ; Cu ; F ; 53 ; кабан2 ; 2235 
 597 ; Полушка ; 1768 ; "КМ ""Сибирь"" " ; Cu ; VG ; 77 ; koga ; 102 
 598 ; Полушка ; 1769 ; "КМ ""Сибирь"" " ; Cu ; F-VF ; 49 ; кабан ; 2023 
 599 ; Полушка ; 1770 ; "КМ ""Сибирь"" " ; Cu ; F-VF ; 33 ; niki17 ; 1134 
 600 ; Полушка ; 1771 ; ЕМ  ; Cu ; VF ; 46 ; niki17 ; 1134 
 601 ; Полушка ; 1771 ; "КМ ""Сибирь"" " ; Cu ; F ; 41 ; von_Schwarz ; 290 
 602 ; Полушка ; 1772 ; "КМ ""Сибирь"" " ; Cu ; F ; 92 ; niki17 ; 1134 
 603 ; Полушка ; 1790-е ;  ; Cu ; F ; 5 ; oks ; 28 
 604 ; 1/4 копейки ; 1840 ; ЕМ  ; Cu ; F ; 16 ; oks ; 35 
 605 ; 1/4 копейки ; 1841 ; ЕМ  ; Cu ; VF ; 41 ; MDV ; 477 
 606 ; 1/4 копейки ; 1842 ; СПМ  ; Cu ; F ; 13 ; Чичибан ; 175 
 607 ; Полушка ; 1858 ; ЕМ  ; Cu ; F ; 18 ; skv-nov ; 37 
 608 ; 1/4 копейки ; 1899 ; СПБ  ; Cu ; AU ; 68 ; tisa66 ; 1022 
 609 ; 1/4 копейки ; 1899 ; СПБ  ; Cu ; AU ; 35 ; obob999 ; 735 
 610 ; Копейка. Шахин-Гирей (4 год правления) 1191 л.х. ; 1777 ;  ; Cu ; VF ; 94 ; biochemic ; 3815 
 611 ; 10 пенни. Отверстие 12 часов ; 1867 ; Финляндия  ; Cu ; F ; 26 ; skv-nov ; 26 
 612 ; 10 пенни ; 1899 ; Финляндия  ; Cu ; VF ; 3 ; koga ; 106 
 613 ; 10 пенни ; 1907 ; Финляндия  ; Cu ; VF+ ; 7 ; o.k. ; 184 
 614 ; 10 пенни ; 1911 ; Финляндия  ; Cu ; VF+ ; 7 ; А25 ; 153 
 615 ; 10 пенни ; 1914 ; Финляндия  ; Cu ; VF+ ; 14 ; ABlack ; 283 
 616 ; 5 пенни ; 1889 ; Финляндия  ; Cu ; VF ; 25 ; Михалыч57 ; 357 
 617 ; 5 пенни ; 1905 ; Финляндия  ; Cu ; VF ; 4 ; kuril ; 149 
 618 ; 5 пенни ; 1915 ; Финляндия  ; Cu ; XF- ; 74 ; obob999 ; 95 
 619 ; 5 пенни ; 1916 ; Финляндия  ; Cu ; XF ; 18 ; ABlack ; 547 
 620 ; 5 пенни ; 1917 ; Финляндия. Орёл  ; Cu ; XF ; 43 ; vasil47 ; 531 
 621 ; 1 пенни ; 1893 ; Финляндия  ; Cu ; XF ; 29 ; o.k. ; 363 
 622 ; 1 пенни ; 1905 ; Финляндия  ; Cu ; XF ; 30 ; vasil47 ; 453 
 623 ; 1 пенни ; 1911 ; Финляндия  ; Cu ; VF+ ; 6 ; kuril ; 230 
 624 ; 1 пенни ; 1914 ; Финляндия  ; Cu ; XF ; 77 ; gutun ; 114 
 625 ; 1 пенни ; 1915 ; Финляндия  ; Cu ; XF+ ; 6 ; Aleks1 ; 113 
 626 ; 1 пенни ; 1916 ; Финляндия  ; Cu ; XF ; 82 ; Aleks1 ; 221 
 627 ; 1 пенни ; 1917 ; Финляндия  ; Cu ; XF- ; 51 ; Чичибан ; 724 
 841 ; Денга. Князь Василий Дмитриевич Кирдяпа ; 1387-1391 ; Суздальско-Нижегородское Княже ; Ag ; F ; 131 ; cochu ; 391 
 842 ; Денга. Серпуховское Удельное кн-во. Князь Владимир Андреевич Храбрый. ; 1358-1410 ;  ; Ag ; F ; 114 ; Гарин ; 394 
 843 ; Денга. Князь Василий Дмитриевич Кирдяпа ; 1387-1391 ; Суздальско-Нижегородское Княже ; Ag ; F-VF ; 109 ; iki ; 4639 
 844 ; Денга. Князь Иван Андреевич ; 1432-1454 ; Удельное Княжество Можайское  ; Ag ; VF-XF ; 74 ; DMT ; 8160 
 845 ; Денга. Князь Даниил Борисович ; XVв ; Суздальско-Нижегородское Княже ; Ag ; F-VF ; 78 ; leon0 ; 816 
 846 ; Полушка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 116 ; iki ; 2040 
 847 ; Полушка ; 1533-1584 ; Иван IV Васильевич  ; Ag ; F-VF ; 28 ; von_Schwarz ; 208 
 848 ; Пуло. Городец ;  ;  ; Cu ; F-VF ; 118 ; ilgamax ; 2593 
 849 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF ; 128 ; DMT ; 333 
 537 ; Копейка ; 1914 ; СПБ  ; Cu ; VF- ; 2 ; obob999 ; 21 
 538 ; Копейка ; 1915 ;  ; Cu ; F+ ; 1 ; vic-dmitrievic ; 25 
 539 ; Копейка ; 1916 ;  ; Cu ; F+ ; 2 ; uin1972 ; 21 
 540 ; Денга ; 1731 ;  ; Cu ; F-VF ; 105 ; PVA13 ; 200 
 541 ; Денга ; 1731 ;  ; Cu ; F ; 11 ; oks ; 30 
 542 ; Денга ; 1735 ;  ; Cu ; F+ ; 3 ; oks ; 22 
 543 ; Денга ; 1737 ;  ; Cu ; F-VF ; 25 ; o.k. ; 67 
 544 ; Денга ; 1737 ;  ; Cu ; F-VF ; 30 ; o.k. ; 68 
 545 ; Денга ; 1738 ;  ; Cu ; VF ; 73 ; ABlack ; 122 
 546 ; Денга ; 1739 ;  ; Cu ; F ; 12 ; marat-vojag ; 32 
 547 ; Денга ; 1741 ;  ; Cu ; F+ ; 10 ; and000 ; 32 
 548 ; Денга ; 1746 ;  ; Cu ; F+ ; 9 ; oks ; 27 
 549 ; Денга ; 1748 ;  ; Cu ; F-VF ; 4 ; jef688 ; 5 
 550 ; Денга ; 1748 ;  ; Cu ; F-VF ; 7 ; Poiuyt ; 14 
 551 ; Денга ; 1748 ;  ; Cu ; F-VF ; 7 ; oks ; 8 
 552 ; Денга ; 1748 ;  ; Cu ; F ; 3 ; oks ; 21 
 553 ; Денга ; 1749 ;  ; Cu ; F-VF ; 62 ; marat-vojag ; 71 
 554 ; Денга ; 1749 ;  ; Cu ; F ; 12 ; oks ; 30 
 555 ; Денга ; 1750 ;  ; Cu ; VF- ; 38 ; skv-nov ; 58 
 556 ; Денга ; 1751 ;  ; Cu ; F+ ; 23 ; oks ; 23 
 557 ; Денга ; 1759 ;  ; Cu ; VF- ; 59 ; niki17 ; 2550 
 558 ; Денга ; 1766 ; ЕМ  ; Cu ; VF- ; 47 ; lchernata ; 643 
 559 ; Денга ; 1764-1796 ;  ; Cu ; F+ ; 34 ; leo 2 ; 161 
 560 ; Денга ; 1768 ; "КМ ""Сибирь"" " ; Cu ; F ; 67 ; niki17 ; 351 
 561 ; Денга ; 1769 ; "КМ ""Сибирь"" " ; Cu ; F+ ; 37 ; Михалыч ; 579 
 562 ; Денга ; 1773 ; ЕМ  ; Cu ; VF- ; 85 ; lchernata ; 3000 
 563 ; Денга ; 1790 ; ЕМ  ; Cu ; VF- ; 13 ; niki17 ; 801 
 564 ; Денга ; 1795 ; КМ  ; Cu ; F-VF ; 44 ; ZAA_44 ; 459 
 565 ; Деньга ; 1799 ; КМ  ; Cu ; F ; 118 ; niki17 ; 2917 
 566 ; 1/2 копейки ; 1840 ; СПМ  ; Cu ; F-VF ; 51 ; okotv ; 267 
 567 ; 1/2 копейки ; 1841 ; СПМ  ; Cu ; F+ ; 34 ; ABlack ; 153 
 568 ; 1/2 копейки ; 1841 ; СМ  ; Cu ; F-VF ; 22 ; first ; 49 
 569 ; 1/2 копейки ; 1842? ; СМ  ; Cu ; F ; 21 ; koga ; 23 
 570 ; 1/2 копейки ; 1844 ; СМ  ; Cu ; VF- ; 17 ; ЕВС ; 118 
 571 ; 1/2 копейки ; 1845 ; СМ  ; Cu ; F-VF ; 16 ; Михалыч ; 43 
 572 ; Денежка ; 1852 ; ЕМ  ; Cu ; VF+ ; 52 ; diesel ; 471 
 573 ; Денежка ; 1854 ; ЕМ  ; Cu ; VF- ; 32 ; Poiuyt ; 218 
 574 ; 1/2 копейки ; 1896 ; СПБ  ; Cu ; F-VF ; 19 ; alexandervolkov ; 128 
 575 ; 1/2 копейки ; 1897 ; СПБ  ; Cu ; VF+ ; 70 ; lchernata ; 156 
 576 ; 1/2 копейки ; 1898 ; СПБ  ; Cu ; VF+ ; 42 ; lchernata ; 65 
 577 ; 1/2 копейки ; 20в ;  ; Cu ; F ; 18 ; oks ; 20 
 578 ; 1/2 копейки ; 1909 ; СПБ  ; Cu ; F ; 6 ; Fans ; 21 
 579 ; 1/2 копейки ; 1911 ; СПБ  ; Cu ; AU ; 101 ; Alexgar ; 334 
