 3271 ; Бона иностранная ;  ;  ;  ;  ; 6 ; тнн ; 214 
 964 ; Тетрадрахма. Рим. Ипм. Макрин ; 217-218 ;  ; Ag ; VF- ; 74 ; aqua ; 4182 
 965 ; Денарий. Рим. Имп. Тиберий ; 14-37 ;  ; Ag ; VF- ; 107 ; Jars ; 4131 
 966 ; Антониниан. Рим. Имп. Галлиен ; 253-268 ;  ; Ag ; F-VF ; 32 ; Romul ; 683 
 967 ; Денарий. Рим. Имп. Септимий Север ; 193-211 гг до н.э. ;  ; Ag ; VF-XF ; 45 ; aqua ; 2346 
 968 ; Антониниан. Рим. Имп. Гордиан III ; 238-244 ;  ; Ag ; VF+ ; 4 ; ppp ; 744 
 969 ; Антониниан. Рим. Имп. Гордиан III ; 238-244 ;  ; Ag ; VF+ ; 43 ; SadKo ; 786 
 970 ; Антониниан. Рим. Имп. Валериан I ; 253-259 ;  ; Ag ; VF- ; 38 ; Jars ; 929 
 971 ; Гемидрахма. Г. Аполлония Понтика ; IV в до н.э. ;  ; Ag ; VF+ ; 39 ; leo 2 ; 1130 
 972 ; Фолис. Рим. Имп. Лициний I ; 308-324 ;  ; Cu ; VF- ; 19 ; lvl555 ; 500 
 973 ; Фолис. Рим. Имп. Лициний I ; 308-324 ;  ; Cu ; VF- ; 34 ; oxana ; 500 
 974 ; Монета античная. Сирия (Арамея) ;  ;  ; Cu ; F ; 62 ; RuNum1 ; 300 
 975 ; Монета античная. Сирия (Арамея) ;  ;  ; Cu ; F ; 45 ; xabib ; 206 
 976 ; Монета античная. Сирия (Арамея) ;  ;  ; Cu ; F-VF ; 41 ; gelind ; 457 
 717 ; 1 пенни ; 1912 ; Финляндия  ; Cu ; F-VF ; 27 ; alexandervolkov ; 34 
 718 ; 1 пенни ; 1913 ; Финляндия  ; Cu ; F ; 8 ; alexandervolkov ; 24 
 719 ; 1 пенни ; 1914 ; Финляндия  ; Cu ; VF- ; 24 ; alexandervolkov ; 33 
 720 ; 1 пенни ; 1915 ; Финляндия  ; Cu ; F-VF ; 7 ; obob999 ; 31 
 721 ; 1 пенни ; 1916 ; Финляндия  ; Cu ; VF- ; 25 ; alexandervolkov ; 34 
 722 ; 1 пенни ; 1917 ; Финляндия  ; Cu ; VF- ; 61 ; surf2k5 ; 104 
 841 ; Денга. Серпуховское удельное кн-во. Князь Василий Ярославович ; 1426-1483 ;  ; Ag ; VF+ ; 61 ; кабан ; 5266 
 842 ; Денга ; 1462-1505 ; Князь Иван III Васильевич ; Ag ; VF- ; 30 ; os ; 153 
 843 ; Денга. Князь Семен Владимирович (Боровский) ; 1410-1426 ; Серпуховское Удельное Княжеств ; Ag ; VF ; 65 ; кабан ; 5100 
 844 ; Денга. Серпуховское удельное кн-во. Князь Семен Владимирович (Боровский) ; 1410-1426 ;  ; Ag ; F-VF ; 164 ; ЧАС ; 2035 
 845 ; Денга. Князь Василий Дмитриевич. Оккупация Н. Новгорода ;  ;  ; Ag ; VF- ; 44 ; sorry ; 3525 
 846 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский де ; Ag ; VF- ; 31 ; lvl555 ; 155 
 847 ; Денга ; 1425-1462 ; Василий Васильевич(Темный)  ; Ag ; VF- ; 119 ; кабан ; 5367 
 848 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден. ; Ag ; VF- ; 26 ; lvl555 ; 231 
 849 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден ; Ag ; VF ; 29 ; Майкл ; 452 
 850 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF ; 33 ; Майкл ; 361 
 851 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF+ ; 35 ; alexandervolkov ; 132 
 852 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской д ; Ag ; VF+ ; 73 ; zoom30 ; 419 
 853 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской д ; Ag ; VF+ ; 24 ; Qersej ; 204 
 854 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; VF ; 16 ; alexandervolkov ; 73 
 855 ; Полушка ; 1533-1584 ; Иван IV Васильевич  ; Ag ; F-VF ; 117 ; франк ; 510 
 856 ; Полушка ; 1533-1584 ; Иван IV Васильевич  ; Ag ; VF- ; 87 ; кабан ; 599 
 857 ; Полушка ; 1533-1584 ; Иван IV Васильевич  ; Ag ; F+ ; 28 ; кабан ; 189 
 858 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден ; Ag ; VF ; 43 ; RuNum1 ; 155 
 859 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден ; Ag ; VF- ; 15 ; нумизмат ; 115 
 860 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден ; Ag ; VF ; 12 ; win.gradoff ; 226 
 861 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден ; Ag ; VF ; 32 ; lvl555 ; 327 
 862 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден ; Ag ; VF ; 18 ; ЧАС ; 220 
 863 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF ; 11 ; kay2 ; 123 
 864 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF+ ; 32 ; alexandervolkov ; 79 
 865 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF ; 8 ; alexandervolkov ; 74 
 866 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF+ ; 47 ; alexandervolkov ; 75 
 867 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF- ; 14 ; alexandervolkov ; 61 
 868 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF ; 17 ; kay2 ; 123 
 869 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF ; 22 ; win.gradoff ; 73 
 870 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF ; 12 ; win.gradoff ; 113 
 871 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF ; 34 ; alexandervolkov ; 50 
 872 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF- ; 13 ; lvl555 ; 153 
 873 ; Копейка ; 1682-1696 ; Петр Алексеевич  ; Ag ; F-VF ; 41 ; тапки ; 42 
 874 ; Копейка ; 1682-1696 ; Петр Алексеевич  ; Ag ; VF- ; 17 ; zxc55 ; 101 
 875 ; Копейка ; 1682-1696 ; Петр Алексеевич  ; Ag ; VF- ; 25 ; sorry ; 255 
 876 ; Копейка ; 1682-1696 ; Петр Алексеевич  ; Ag ; F-VF ; 19 ; тапки ; 59 
 877 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; VF- ; 45 ; alexandervolkov ; 46 
 878 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; VF- ; 49 ; lvl555 ; 123 
 879 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; VF ; 30 ; zxc55 ; 185 
 880 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; VF ; 3 ; Ромбор ; 94 
 881 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; VF- ; 54 ; alexandervolkov ; 59 
 882 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; VF ; 10 ; lvl555 ; 104 
 883 ; Копейка ; 1645-1676 ; Алексей Михайлович  ; Ag ; VF ; 11 ; lvl555 ; 123 
 884 ; Копейка ; 1645-1676 ; Алексей Михайлович  ; Ag ; VF ; 18 ; lvl555 ; 124 
 667 ; 10 пенни ; 1909 ; Финляндия  ; Cu ; F-VF ; 2 ; svm-1 ; 102 
 668 ; 10 пенни ; 1910 ; Финляндия  ; Cu ; VF- ; 52 ; Poiuyt ; 102 
 669 ; 10 пенни ; 1911 ; Финляндия  ; Cu ; VF ; 2 ; I ; 144 
 670 ; 10 пенни ; 1912 ; Финляндия  ; Cu ; F-VF ; 3 ; svm-1 ; 102 
 671 ; 10 пенни ; 1914 ; Финляндия  ; Cu ; VF- ; 34 ; baikal.k ; 102 
 672 ; 10 пенни ; 1915 ; Финляндия  ; Cu ; VF ; 14 ; baikal.k ; 80 
 673 ; 10 пенни ; 1916 ; Финляндия  ; Cu ; VF- ; 29 ; alexandervolkov ; 50 
 674 ; 10 пенни. Вензель ; 1917 ; Финляндия  ; Cu ; VF- ; 44 ; Скрудж ; 156 
 675 ; 10 пенни ; 1917 ; Финляндия. Орёл  ; Cu ; VF- ; 12 ; astronotus ; 204 
 676 ; 5 пенни ; 1866 ; Финляндия  ; Cu ; F+ ; 23 ; Poiuyt ; 51 
 677 ; 5 пенни ; 1867 ; Финляндия  ; Cu ; F-VF ; 30 ; salim ; 102 
 678 ; 5 пенни ; 1872 ; Финляндия  ; Cu ; F+ ; 21 ; alex995 ; 30 
 679 ; 5 пенни ; 1873 ; Финляндия  ; Cu ; F+ ; 19 ; alexandervolkov ; 36 
 680 ; 5 пенни ; 1875 ; Финляндия  ; Cu ; F-VF ; 16 ; Poiuyt ; 102 
 681 ; 5 пенни ; 1888 ; Финляндия  ; Cu ; F+ ; 21 ; baikal.k ; 102 
 682 ; 5 пенни ; 1889 ; Финляндия  ; Cu ; F-VF ; 24 ; alexandervolkov ; 53 
 683 ; 5 пенни ; 1892 ; Финляндия  ; Cu ; F-VF ; 23 ; sts ; 470 
 684 ; 5 пенни ; 1896 ; Финляндия  ; Cu ; F-VF ; 3 ; sts ; 102 
 685 ; 5 пенни ; 1897 ; Финляндия  ; Cu ; F-VF ; 20 ; svm-1 ; 100 
 686 ; 5 пенни ; 1898 ; Финляндия  ; Cu ; F-VF ; 32 ; alexandervolkov ; 59 
 687 ; 5 пенни ; 1899 ; Финляндия  ; Cu ; F-VF ; 28 ; alexandervolkov ; 35 
 688 ; 5 пенни ; 1901 ; Финляндия  ; Cu ; F-VF ; 23 ; elitov ; 42 
 689 ; 5 пенни ; 1905 ; Финляндия  ; Cu ; F-VF ; 20 ; alexandervolkov ; 77 
 690 ; 5 пенни ; 1906 ; Финляндия  ; Cu ; F-VF ; 34 ; alexandervolkov ; 59 
 691 ; 5 пенни ; 1907 ; Финляндия  ; Cu ; F-VF ; 5 ; baikal.k ; 138 
 692 ; 5 пенни ; 1908 ; Финляндия  ; Cu ; F-VF ; 42 ; alexandervolkov ; 55 
 693 ; 5 пенни ; 1911 ; Финляндия  ; Cu ; F-VF ; 16 ; baikal.k ; 41 
 694 ; 5 пенни ; 1912 ; Финляндия  ; Cu ; F-VF ; 26 ; alexandervolkov ; 58 
 695 ; 5 пенни ; 1913 ; Финляндия  ; Cu ; F-VF ; 2 ; I ; 120 
 696 ; 5 пенни ; 1914 ; Финляндия  ; Cu ; F-VF ; 36 ; alexandervolkov ; 59 
 697 ; 5 пенни ; 1915 ; Финляндия  ; Cu ; F-VF ; 18 ; alexandervolkov ; 27 
 698 ; 5 пенни ; 1916 ; Финляндия  ; Cu ; F-VF ; 15 ; alexandervolkov ; 44 
 699 ; 5 пенни. Вензель ; 1917 ; Финляндия  ; Cu ; F-VF ; 13 ; svm-1 ; 156 
 700 ; 5 пенни ; 1917 ; Финляндия. Орёл  ; Cu ; F-VF ; 49 ; astronotus ; 105 
 701 ; 1 пенни ; 1875 ; Финляндия  ; Cu ; F+ ; 17 ; niki17 ; 435 
 702 ; 1 пенни ; 1883 ; Финляндия  ; Cu ; F-VF ; 41 ; g.s.g ; 102 
 703 ; 1 пенни ; 1888 ; Финляндия  ; Cu ; F-VF ; 41 ; astronotus ; 150 
 704 ; 1 пенни ; 1892 ; Финляндия  ; Cu ; F-VF ; 32 ; baikal.k ; 153 
 705 ; 1 пенни ; 1893 ; Финляндия  ; Cu ; F+ ; 9 ; salim ; 51 
 706 ; 1 пенни ; 1894 ; Финляндия  ; Cu ; F-VF ; 14 ; tati1545 ; 102 
 707 ; 1 пенни ; 1898 ; Финляндия  ; Cu ; VF- ; 23 ; svm-1 ; 79 
 708 ; 1 пенни ; 1899 ; Финляндия  ; Cu ; VF+ ; 17 ; baikal.k ; 161 
 709 ; 1 пенни ; 1900 ; Финляндия  ; Cu ; VF ; 12 ; alexandervolkov ; 46 
 710 ; 1 пенни ; 1902 ; Финляндия  ; Cu ; F-VF ; 20 ; niki17 ; 120 
 711 ; 1 пенни ; 1903 ; Финляндия  ; Cu ; VF- ; 42 ; Wurm ; 266 
 712 ; 1 пенни ; 1905 ; Финляндия  ; Cu ; F-VF ; 10 ; alexandervolkov ; 41 
 713 ; 1 пенни ; 1907 ; Финляндия  ; Cu ; VF ; 13 ; vitapool ; 84 
 714 ; 1 пенни ; 1908 ; Финляндия  ; Cu ; F-VF ; 24 ; baikal.k ; 153 
 715 ; 1 пенни ; 1909 ; Финляндия  ; Cu ; F-VF ; 24 ; alexandervolkov ; 29 
 716 ; 1 пенни ; 1911 ; Финляндия  ; Cu ; F-VF ; 15 ; alex995 ; 22 
 617 ; Денежка ; 1860 ; ЕМ  ; Cu ; VF- ; 102 ; lvl555 ; 448 
 618 ; 1/2 копейки ; 1887 ; СПБ  ; Cu ; XF ; 45 ; Tolya77 ; 1700 
 619 ; 1/2 копейки ; 1896 ; СПБ  ; Cu ; VF ; 57 ; max7421 ; 204 
 620 ; 1/2 копейки ; 1897 ; СПБ  ; Cu ; VF+ ; 50 ; Джессика56324 ; 69 
 621 ; 1/2 копейки ; 1899 ; СПБ  ; Cu ; VF+ ; 57 ; Джессика56324 ; 75 
 622 ; 1/2 копейки ; 1909 ; СПБ  ; Cu ; VF-XF ; 11 ; uin1972 ; 153 
 623 ; 1/2 копейки ; 1911 ; СПБ  ; Cu ; XF+ ; 42 ; Джессика56324 ; 79 
 624 ; 1/2 копейки ; 1912 ; СПБ  ; Cu ; AU ; 36 ; zerkalozemli ; 169 
 625 ; 1/2 копейки ; 1912 ; СПБ  ; Cu ; XF+ ; 54 ; Джессика56324 ; 84 
 626 ; 1/2 копейки ; 1912 ; СПБ  ; Cu ; XF+/XF- ; 61 ; surf2k5 ; 87 
 627 ; 1/2 копейки ; 1912 ; СПБ  ; Cu ; XF ; 1 ; MV ; 150 
 628 ; 1/2 копейки ; 1912 ; СПБ  ; Cu ; XF ; 31 ; rbcrf ; 99 
 629 ; 1/2 копейки ; 1912 ; СПБ  ; Cu ; XF+ ; 37 ; asru ; 75 
 630 ; 1/2 копейки ; 1913 ; СПБ  ; Cu ; VF-XF ; 3 ; ЗМЕЙ ; 153 
 631 ; 1/2 копейки ; 1914 ; СПБ  ; Cu ; AU ; 38 ; Poiuyt ; 168 
 632 ; 1/2 копейки ; 1915 ;  ; Cu ; XF+ ; 11 ; AAE2006 ; 509 
 633 ; Полушка ; 1719 ; НД  ; Cu ; F-VF ; 104 ; kapital ; 1300 
 634 ; Полушка ; 1734 ;  ; Cu ; VF+ ; 74 ; Dj ; 5667 
 635 ; Полушка ; 1735 ;  ; Cu ; F-VF ; 13 ; amd4200 ; 90 
 636 ; Полушка ; 1735 ;  ; Cu ; F ; 17 ; amd4200 ; 46 
 637 ; Полушка ; 1768 ; "КМ ""Сибирь"" " ; Cu ; F-VF ; 25 ; xabib ; 469 
 638 ; Полушка ; 1769 ; "КМ ""Сибирь"" " ; Cu ; F+ ; 23 ; dnepr1984 ; 357 
 639 ; Полушка ; 1775 ; "КМ ""Сибирь"" " ; Cu ; F ; 13 ; baikal.k ; 623 
 640 ; Полушка ; 1792 ; КМ  ; Cu ; F ; 31 ; baikal.k ; 1665 
 641 ; 1/4 копейки ; 1840 ; СПМ  ; Cu ; VF- ; 45 ; lvl555 ; 638 
 642 ; 1/4 копейки ; 1840 ; СМ  ; Cu ; F+ ; 27 ; lvl555 ; 302 
 643 ; 1/4 копейки ; 1841 ; СПМ  ; Cu ; VF+ ; 91 ; kapital ; 1423 
 644 ; 1/4 копейки ; 1842 ; СПМ  ; Cu ; VF ; 15 ; ЗМЕЙ ; 288 
 645 ; 1/4 копейки ; 1876 ; ЕМ  ; Cu ; XF- ; 43 ; Copirchik ; 2408 
 646 ; 1/4 копейки ; 1899 ; СПБ  ; Cu ; VF-XF ; 40 ; fantom1975 ; 612 
 647 ; "3 копейки ""Оккупация""" ; 1916А ;  ; Fe ; VF-XF ; 88 ; KSV ; 1350 
 648 ; "3 копейки ""оккупация""" ; 1916А ;  ; Fe ; VF+ ; 38 ; svm-1 ; 718 
 649 ; "2 копейки ""Оккупация""" ; 1916J ;  ; Fe ; XF- ; 69 ; wladimir1972 ; 1701 
 650 ; "2 копейки ""оккупация""" ; 1916А ;  ; Fe ; VF ; 38 ; svm-1 ; 663 
 651 ; "1 копейка ""Оккупация""" ; 1916А ;  ; Fe ; VF- ; 69 ; KSV ; 509 
 652 ; "1 копейка ""оккупация""" ; 1916J ;  ; Fe ; VF+ ; 46 ; дутик ; 665 
 653 ; 10 пенни ; 1865 ; Финляндия  ; Cu ; F-VF ; 60 ; salim ; 102 
 654 ; 10 пенни ; 1866 ; Финляндия  ; Cu ; F-VF ; 34 ; alexandervolkov ; 83 
 655 ; 10 пенни ; 1867 ; Финляндия  ; Cu ; F-VF ; 24 ; alexandervolkov ; 67 
 656 ; 10 пенни ; 1876 ; Финляндия  ; Cu ; F-VF ; 18 ; suhoi ; 102 
 657 ; 10 пенни ; 1889 ; Финляндия  ; Cu ; F/VF- ; 27 ; alexandervolkov ; 47 
 658 ; 10 пенни. Финляндия ; 1890-е гг ;  ; Cu ; F-VF ; 16 ; jef688 ; 36 
 659 ; 10 пенни ; 1895 ; Финляндия  ; Cu ; F-VF ; 7 ; alexandervolkov ; 51 
 660 ; 10 пенни ; 1896 ; Финляндия  ; Cu ; F-VF ; 9 ; alexandervolkov ; 53 
 661 ; 10 пенни ; 1897 ; Финляндия  ; Cu ; F-VF ; 18 ; alexandervolkov ; 67 
 662 ; 10 пенни ; 1899 ; Финляндия  ; Cu ; F-VF ; 29 ; alexandervolkov ; 51 
 663 ; 10 пенни ; 1900 ; Финляндия  ; Cu ; VF- ; 27 ; alexandervolkov ; 100 
 664 ; 10 пенни ; 1905 ; Финляндия  ; Cu ; VF- ; 35 ; Wurm ; 53 
 665 ; 10 пенни ; 1907 ; Финляндия  ; Cu ; VF- ; 5 ; baikal.k ; 179 
 666 ; 10 пенни ; 1908 ; Финляндия  ; Cu ; F-VF ; 28 ; alexandervolkov ; 55 
 567 ; Копейка ; 1846 ; СМ  ; Cu ; F-VF ; 17 ; MDV ; 186 
 568 ; Копейка ; 1853 ; ЕМ  ; Cu ; VF+ ; 86 ; kapital ; 785 
 569 ; Копейка ; 1865 ; ЕМ  ; Cu ; VF+ ; 70 ; kapital ; 452 
 570 ; Копейка ; 1866 ; ЕМ  ; Cu ; VF ; 135 ; kapital ; 603 
 571 ; Копейка ; 1872 ; ЕМ  ; Cu ; VF+ ; 125 ; Dj ; 816 
 572 ; Копейка ; 1883 ; СПБ  ; Cu ; VF- ; 8 ; solder13 ; 55 
 573 ; Копейка ; 1889 ; СПБ  ; Cu ; VF-XF ; 86 ; leo 2 ; 483 
 574 ; Копейка ; 1892 ; СПБ  ; Cu ; VF ; 46 ; solder13 ; 153 
 575 ; Копейка ; 1894 ; СПБ  ; Cu ; XF+ ; 17 ; VYZ ; 1105 
 576 ; Копейка ; 1896 ; СПБ  ; Cu ; F ; 13 ; alex995 ; 13 
 577 ; Копейка ; 1897 ; СПБ  ; Cu ; VF- ; 48 ; solder13 ; 58 
 578 ; Копейка ; 1898 ; СПБ  ; Cu ; VF ; 14 ; uin1972 ; 21 
 579 ; Копейка ; 1899 ; СПБ  ; Cu ; F+ ; 8 ; alex995 ; 15 
 580 ; Копейка ; 1901 ; СПБ  ; Cu ; F+ ; 5 ; alex995 ; 13 
 581 ; Копейка ; 1903 ; СПБ  ; Cu ; VF-XF ; 39 ; AAE2006 ; 51 
 582 ; Копейка ; 1904 ; СПБ  ; Cu ; VF-XF ; 37 ; А25 ; 57 
 583 ; Копейка ; 1905 ; СПБ  ; Cu ; F+ ; 10 ; alex995 ; 28 
 584 ; Копейка ; 1908 ; СПБ  ; Cu ; F+ ; 6 ; alex995 ; 14 
 585 ; Копейка ; 1911 ; СПБ  ; Cu ; F-VF ; 10 ; alex995 ; 18 
 586 ; Копейка ; 1912 ; СПБ  ; Cu ; XF+ ; 61 ; uin1972 ; 114 
 587 ; Копейка ; 1913 ; СПБ  ; Cu ; AU ; 106 ; zerkalozemli ; 208 
 588 ; Копейка ; 1913 ; СПБ  ; Cu ; VF-XF ; 22 ; Poiuyt ; 31 
 589 ; Копейка ; 1914 ; СПБ  ; Cu ; AU ; 102 ; Алек ; 510 
 590 ; Копейка ; 1915 ;  ; Cu ; XF+ ; 24 ; петров ; 75 
 591 ; Копейка ; 1915 ;  ; Cu ; VF+ ; 15 ; lchernata ; 39 
 592 ; Копейка ; 1915 ;  ; Cu ; F+ ; 11 ; alex995 ; 12 
 593 ; Копейка ; 1916 ;  ; Cu ; AU ; 107 ; lchernata ; 206 
 594 ; Денга ; 1731 ;  ; Cu ; VF- ; 6 ; kapital ; 333 
 595 ; Денга ; 1738 ;  ; Cu ; F ; 16 ; amd4200 ; 94 
 596 ; Денга ; 1741 ;  ; Cu ; F+ ; 13 ; amd4200 ; 66 
 597 ; Денга ; 1748 ;  ; Cu ; VF- ; 26 ; kapital ; 333 
 598 ; Денга ; 1749 ;  ; Cu ; F-VF ; 19 ; lvl555 ; 128 
 599 ; Денга ; 1750 ;  ; Cu ; F-VF ; 12 ; lvl555 ; 148 
 600 ; Денга ; 1768 ; ЕМ  ; Cu ; F-VF ; 70 ; leo 2 ; 765 
 601 ; Денга ; 1768 ; "КМ ""Сибирь"" " ; Cu ; F+ ; 17 ; alexandervolkov ; 232 
 602 ; Денга ; 1769 ; "КМ ""Сибирь"" " ; Cu ; F-VF ; 8 ; dnepr1984 ; 334 
 603 ; Денга ; 1770 ; "КМ ""Сибирь"" " ; Cu ; F+ ; 7 ; koga ; 327 
 604 ; Денга ; 1771 ; "КМ ""Сибирь"" " ; Cu ; F+ ; 12 ; surf2k5 ; 334 
 605 ; Денга ; 1776? ; "КМ ""Сибирь"" " ; Cu ; F ; 66 ; marat-vojag ; 183 
 606 ; Денга ; 1788 ;  ; Cu ; F+ ; 19 ; lvl555 ; 362 
 607 ; Деньга ; 1797 ; КМ  ; Cu ; F ; 23 ; lvl555 ; 1020 
 608 ; Деньга ; 1798 ; ЕМ  ; Cu ; VF- ; 36 ; lvl555 ; 627 
 609 ; Деньга ; 1799 ; КМ  ; Cu ; F ; 53 ; niki17 ; 1772 
 610 ; 1/2 копейки ; 1840 ; СПМ  ; Cu ; VF+ ; 100 ; HILL ; 1216 
 611 ; 1/2 копейки ; 1841 ; СПМ  ; Cu ; VF ; 79 ; Джессика56324 ; 320 
 612 ; 1/2 копейки ; 1841 ; СМ  ; Cu ; F-VF ; 16 ; vitapool ; 189 
 613 ; 1/2 копейки ; 1842 ; СПМ  ; Cu ; VF- ; 83 ; fantom1975 ; 159 
 614 ; 1/2 копейки ; 1842 ; СМ  ; Cu ; F+ ; 16 ; alexandervolkov ; 133 
 615 ; Денежка ; 1852 ; ЕМ  ; Cu ; VF- ; 54 ; WinterCat ; 351 
 616 ; Денежка ; 1858 ; ЕМ  ; Cu ; VF ; 81 ; lchernata ; 416 
 517 ; Копейка ; 1712 ; ·Б·К·  ; Cu ; F-VF ; 115 ; kapital ; 2311 
 518 ; Копейка ; 1713 ; НД  ; Cu ; F-VF ; 100 ; alexandervolkov ; 510 
 519 ; Копейка ; 1714 ; НД  ; Cu ; F-VF ; 72 ; and000 ; 500 
 520 ; Копейка ; 1704-1718 ;  ; Cu ; F+ ; 28 ; vitapool ; 171 
 521 ; Копейка ; 1728 ;  ; Cu ; VF ; 58 ; kapital ; 9552 
 522 ; Копейка ; 1758 ;  ; Cu ; F-VF ; 25 ; alexandervolkov ; 227 
 523 ; Копейка ; 1759 ;  ; Cu ; F+ ; 6 ; amd4200 ; 43 
 524 ; Копейка ; 1760 ;  ; Cu ; F ; 3 ; amd4200 ; 41 
 525 ; Копейка ; 1767 ; "КМ ""Сибирь"" " ; Cu ; F ; 35 ; baikal.k ; 1318 
 526 ; Копейка ; 1771 ; "КМ ""Сибирь"" " ; Cu ; F-VF ; 17 ; vitapool ; 516 
 527 ; Копейка ; 1772 ; "КМ ""Сибирь"" " ; Cu ; F+ ; 22 ; Plus ; 317 
 528 ; Копейка ; 1789 ; ЕМ  ; Cu ; VF- ; 21 ; MDV ; 280 
 529 ; Копейка (Ильин-8р, Петров-8р) ; 1795 ; ММ  ; Cu ; F+ ; 75 ; Чичибан ; 24981 
 530 ; Копейка (Петров-1,5р, Ильин-3р) ; 1798 ; КМ  ; Cu ; F-VF ; 62 ; Чичибан ; 5980 
 531 ; Копейка ; 1799 ; ЕМ  ; Cu ; VF- ; 90 ; HILL ; 215 
 532 ; Копейка ; 1800 ; ЕМ  ; Cu ; F+ ; 11 ; amd4200 ; 42 
 533 ; Копейка ; 1801 ; ЕМ  ; Cu ; F+ ; 26 ; MDV ; 120 
 534 ; Копейка ; 1801 ; ЕМ  ; Cu ; F-VF ; 32 ; amd4200 ; 107 
 535 ; Копейка ; 19 век ;  ; Cu ; F+ ; 34 ; sinisha ; 120 
 536 ; Копейка ; 1811 ; СПБ МК  ; Cu ; VF- ; 80 ; baikal.k ; 1326 
 537 ; Копейка ; 1812 ; ИМ ПС  ; Cu ; F ; 22 ; Чичибан ; 510 
 538 ; Копейка ; 1818 ; ЕМ НМ  ; Cu ; F-VF ; 9 ; lvl555 ; 204 
 539 ; Копейка ; 1818 ; КМ ДБ  ; Cu ; F+ ; 16 ; alexandervolkov ; 79 
 540 ; Копейка ; 1819 ; ЕМ НМ  ; Cu ; F-VF ; 5 ; alexandervolkov ; 114 
 541 ; Копейка ; 1820 ; КМ АД  ; Cu ; F-VF ; 16 ; sinisha ; 510 
 542 ; Копейка ; 1820 ; ИМ ЯВ  ; Cu ; F-VF ; 45 ; А25 ; 259 
 543 ; Копейка ; 1821 ; ЕМ НМ  ; Cu ; F-VF ; 19 ; кабан ; 83 
 544 ; Копейка ; 1821 ; ИМ ЯВ  ; Cu ; F+ ; 4 ; amd4200 ; 62 
 545 ; Копейка ; 1822 ; ЕМ ФГ  ; Cu ; F+ ; 36 ; alexandervolkov ; 138 
 546 ; Копейка ; 1822 ; КМ АМ  ; Cu ; F-VF ; 12 ; alexandervolkov ; 439 
 547 ; Копейка ; 1823 ; ЕМ ФГ  ; Cu ; F-VF ; 26 ; sinisha ; 306 
 548 ; Копейка ; 1823 ; КМ АМ  ; Cu ; F-VF ; 13 ; lvl555 ; 453 
 549 ; Копейка ; 1824 ; ЕМ ПГ  ; Cu ; F-VF ; 5 ; vitapool ; 76 
 550 ; Копейка ; 1824 ; КМ АМ  ; Cu ; F-VF ; 9 ; lvl555 ; 453 
 551 ; Копейка ; 1828 ; КМ АМ  ; Cu ; F-VF ; 10 ; sinisha ; 453 
 552 ; Копейка ; 1829 ; ЕМ ИК  ; Cu ; VF ; 25 ; vitapool ; 202 
 553 ; Копейка ; 1829 ; КМ АМ  ; Cu ; F-VF ; 49 ; svm-1 ; 785 
 554 ; Копейка ; 1830 ; ЕМ ИК  ; Cu ; VF- ; 24 ; Poiuyt ; 129 
 555 ; Копейка ; 1830 ; КМ АМ  ; Cu ; F+ ; 6 ; кабан ; 159 
 556 ; Копейка ; 1831 ; СМ  ; Cu ; F+ ; 17 ; lvl555 ; 79 
 557 ; Копейка ; 1831 ; СМ  ; Cu ; F ; 5 ; vitapool ; 76 
 558 ; Копейка ; 1832 ; ЕМ ФХ  ; Cu ; F-VF ; 24 ; MDV ; 73 
