 1161 ; 200 рублей. М-31,1г ; 1994 ; ММД Сохраним наш мир. Соболя ; Au999 ; Proof ; 0 ; Участник № 44 ; 60000 
 163 ; Медаль "За усердие". Николай II. СПб мон двор. D-30мм ;  ;  ; Ag ; XF+ ; 5 ; hugo ; 3570 
 164 ; Медаль. В память 200-летия Полтавской битвы 1709-1909гг. D-28мм ; 1909 ;  ; Br ; VF-XF ; 9 ; Участник № 392 ; 3500 
 165 ; Медаль "За труды по выполнению всеобщей мобилизации". СПб мон двор. D-28мм ; 1914 ;  ; Br ; XF/AU ; 5 ; Участник № 44 ; 3600 
 166 ; Жетон. На 100-летие примирения Марии Федоровны и Екатерины Нелидовой 1796-1896гг?. D-22мм ; 1896 ;  ; Ag ; AU ; 38 ; Участник № 392 ; 34000 
 167 ; Жетон. Московское военное училище.  Высочайше утв. Имп. 21.09.1902г. Р-Ры: 35х30мм ;  ;  ; Ag, эмаль ; XF ; 16 ; Участник № 2 ; 12500 
 168 ; Жетон "Попеч.имп. человек. общ. для сбора пожертв. на восп. и устр. бед. дет. в мастер". Размеры: 22 на 42мм. Клеймо на ушке "в лопатке" "84 АР" ;  ;  ; Ag,эмаль ; XF+ ; 9 ; 015 ; 10200 
 169 ; Жетон. Ленинградский областной совет профессиональных союзов. Пинг-Понг. Р-ры: 14х32мм ;  ;  ; Ag, эмаль ; XF ; 13 ; Участник № 54 ; 14500 
 170 ; Жетон за первое место в соревнованиях по шашкам. Р-Ры: 36х24мм ;  ;  ; Cu, серебрение, эмаль ; XF ; 12 ; Участник № 54 ; 9000 
 171 ; Жетон. "В день юбилея драм. кружка  Клуба "Крас. Выборжец" т. В.П. Андрееву 7. V. 1927". Р-ры: 35х25мм ;  ;  ; Ag, эмаль ; XF+ ; 11 ; hugo ; 7820 
 172 ; Жетон. "От правление клуба "Кр. Путиловец" И.Э. Маткевич 1923-1930". Р-ры: 39х24мм ;  ;  ; Ag, эмаль ; XF+ ; 56 ; toto ; 15606 
 173 ; Жетон . "Кросс "Красной звезды" С.Р.К.Х. (Союз работников коммунального хозяйства) Лазарев 1932г". Р-ры: 40х22мм ;  ;  ; Ag, эмаль ; XF ; 9 ; Участник № 54 ; 8500 
 174 ; Жетон за стрельбу II место. Р-ры: 30х22мм ;  ;  ; Ag, эмаль ; XF ; 35 ; Участник № 2 ; 21000 
 175 ; Жетон. Леншвейтекстиль объединение "Искусство в массы". Р-ры: 35х25мм ;  ;  ; Ag, эмаль ; VF-XF ; 27 ; nero ; 23000 
 176 ; Жетон. "Конкурс хор. Круж ЛРВСРМ  II премия хор. Круж. Ижорвода Смирнова НК. 6. IV. 1927". Р-ры: 37х25мм ;  ;  ; Ag, эмаль ; XF+ ; 15 ; alex09 ; 8100 
 177 ; Жетон. "Л.О.С.Ф.К (Ленинградский областной совет по физической культуре) П-во Ленинграда 1929. III". Р-ры: 35х33мм ;  ;  ; Ag, эмаль ; XF+ ; 20 ; Участник № 6 ; 16000 
 178 ; Жетон. "Матвееву СА коллегия Спартакиады Ц.К. Черн. Металл 1. III. 36г.". Р-ры: 36х24мм ;  ;  ; Cu, серебрение, эмаль ; XF ; 17 ; Участник № 54 ; 9600 
 179 ; Малая золотая медаль чемпиона СССР 2 ст. D-22мм ; 1947-1952 ;  ; Ag, позолота ; XF+ ; 13 ; Участник № 392 ; 7500 
 180 ; Малая золотая медаль "За всесоюзный рекорд" 2ст. D-22мм ; 1947-1971 ;  ; Ag, позолота ; XF+ ; 7 ; Участник № 392 ; 7000 
 181 ; Знак. Депутат ВС Украинской ССР №129 ; 1975-1985ММД ;  ; Ag, эмаль ; XF+ ; 9 ; Sky2 ; 6120 
 182 ; Знак. Депутат ВС Армянской ССР 4-6 созывы №48 ; 1971-1985ММД ;  ; Ag, эмаль ; XF+ ; 9 ; Mike! ; 6120 
 183 ; Знак. Депутат Верховного Совета СССР №755 ; 1937-1984ММД ;  ; Ag, эмаль ; XF+ ; 10 ; Sky2 ; 5100 
 184 ; Знак. Депутат ВС Белорусской ССР № 163 ; 1963-1985ММД ;  ; Ag, эмаль ; XF+ ; 11 ; Участник № 410 ; 6800 
 185 ; Знак. Депутат ВС Аз. ССР №362 ; 1963-1985ММД ;  ; Ag, эмаль ; XF+ ; 8 ; Участник № 392 ; 6200 
 186 ; Знак. Депутат ВС Армянской ССР 7-ой созыв № 146 ; 1967ММД ;  ; Ag, эмаль ; XF+ ; 13 ; Участник № 392 ; 7200 
 187 ; Знак. Депутат ВС Украинской ССР № 371 ; 1951-1971МД ;  ; Ag, эмаль ; XF+ ; 12 ; Участник № 392 ; 6200 
 188 ; Знак. Депутат ВС Грузинской ССР № 243 ; 1951-1985МД ;  ; Ag, эмаль ; XF+ ; 22 ; Участник № 392 ; 9000 
 189 ; Лот снят ;  ;  ;  ;  ; 0 ;  ; 0 
 190 ; Лот снят ;  ;  ;  ;  ; 0 ;  ; 0 
 1001 ; 50 злотых (Петров-35р, Ильин-20р, редкие). М-9,73гр ; 1829 ; FH Польша ; Au ; XF- ; 3 ; Участник № 116 ; 310000 
 1002 ; 25 злотых. М-4,89гр ; 1818 ; IB Польша ; Au ; VF+ ; 3 ; Fedor_K ; 63000 
 1003 ; 25 злотых (Петров-30р, Ильин-25р, редкие). М-4,89гр ; 1828 ; FH Польша ; Au ; XF- ; 12 ; Участник № 116 ; 680000 
 1004 ; 25 злотых (Петров-20р, редкие). М-4,90гр ; 1833 ; KG Польша ; Au ; XF- ; 19 ; Участник № 100 ; 570000 
 1005 ; 3 рубля-20 злотых. М-,3,93гр ; 1835 ; СПБ ПД Рус.-Пол. ; Au ; XF- ; 0 ; Участник № 87 ; 55000 
 1006 ; 3 рубля-20 злотых. М-3,93гр ; 1837 ; СПБ ПД Рус.-Пол. ; Au ; XF- ; 0 ; Участник № 116 ; 70000 
 1007 ; 3 рубля-20 злотых. М-3,97гр ; 1838 ; СПБ ПД Рус.-Пол. ; Au ; VF-XF ; 1 ; Участник № 116 ; 60000 
 1008 ; 10 рублей. М-12,9г ; 1894 ; (АГ) АГ ; Au ; VF-XF ; 6 ; MichelM ; 163200 
 1009 ; 10 рублей ; 1910 ; (ЭБ) АГ ; Au ; XF+ ; 14 ; 28 ; 66300 
 1010 ; 5 рублей ; 1849 ; СПБ АГ ; Au ; XF ; 14 ; 28 ; 28976 
 101 ; 3 копейки ; 1858 ; ЕМ ; Cu ; VF-XF ; 9 ; Участник № 1556 ; 380 
 102 ; Денежка ; 1858 ; ЕМ ; Cu ; VF-XF ; 12 ; ААФ ; 600 
 103 ; Денежка ; 1859 ; ЕМ ; Cu ; VF+ ; 12 ; ААФ ; 700 
 104 ; 5 копеек ; 1861 ; СПБ ФБ ; Ag ; AU ; 26 ; Участник № 133 ; 4200 
 105 ; 20 копеек ; 1864 ; СПБ НФ ; Ag ; AU ; 11 ; Участник № 132 ; 1300 
 106 ; 5 копеек ; 1864 ; ЕМ ; Cu ; VF+ ; 13 ; SSK ; 2040 
 107 ; 20 копеек ; 1865 ; СПБ НФ ; Ag ; AU ; 19 ; Участник № 132 ; 1600 
 108 ; 20 копеек ; 1866 ; СПБ HI ; Ag ; AU ; 33 ; Участник № 132 ; 3800 
 109 ; 2 копейки ; 1866 ; ЕМ ; Cu ; VF+ ; 7 ; dimon46 ; 800 
 110 ; Рубль ; 1867 ; СПБ HI ; Ag ; VF+ ; 50 ; TDN ; 18228 
 111 ; 10 копеек ; 1867 ; СПБ HI ; Ag ; AU ; 19 ; Участник № 7 ; 1700 
 112 ; 5 копеек ; 1868 ; СПБ HI ; Ag ; AU/XF ; 20 ; Участник № 100 ; 6500 
 113 ; 1/2 копейки ; 1868 ; ЕМ ; Cu ; VF-XF ; 22 ; SSK ; 2000 
 114 ; 1/4 копейки ; 1868 ; ЕМ ; Cu ; XF- ; 38 ; dimon46 ; 1944 
 115 ; 1/4 копейки ; 1870 ; ЕМ ; Cu ; AU/XF ; 21 ; dimon46 ; 2229 
 116 ; 20 копеек ; 1874 ; СПБ HI ; Ag ; AU/XF ; 10 ; Участник № 392 ; 2000 
 117 ; Копейка ; 1874 ; ЕМ ; Cu ; VF+ ; 10 ; SSK ; 512 
 118 ; 2 копейки ; 1875 ; ЕМ ; Cu ; XF- ; 17 ; SSK ; 680 
 119 ; 5 копеек ; 1876 ; СПБ HI ; Ag ; XF+ ; 15 ; Участник № 100 ; 6500 
 120 ; 25 копеек ; 1877 ; СПБ НФ ; Ag ; XF+ ; 25 ; OMT ; 2812 
 121 ; 1/4 копейки ; 1877 ; СПБ ; Cu ; AU ; 43 ; тапок ; 2490 
 122 ; 5 рублей. М-6,54гр ; 1879 ; СПБ НФ ; Au ; AU/XF ; 59 ; 28 ; 30207 
 123 ; Копейка ; 1879 ; СПБ ; Cu ; VF+ ; 21 ; нумизмат ; 452 
 124 ; 1/2 копейки ; 1879 ; СПБ ; Cu ; AU ; 17 ; SSK ; 3200 
 125 ; 20 копеек ; 1880 ; СПБ НФ ; Ag ; AU ; 22 ; Участник № 132 ; 2400 
 126 ; Копейка ; 1881 ; СПБ ; Cu ; XF- ; 14 ; SSK ; 1400 
 127 ; Копейка ; 1883 ; СПБ ; Cu ; AU ; 24 ; Участник № 7 ; 4000 
 128 ; 1/4 копейки ; 1886 ; СПБ ; Cu ; AU ; 21 ; Участник № 133 ; 2500 
 129 ; 1/4 копейки ; 1886 ; СПБ ; Cu ; XF+ ; 13 ; Участник № 66 ; 1700 
 130 ; 1/2 копейки ; 1889 ; СПБ ; Cu ; XF+ ; 15 ; TDN ; 1010 
 131 ; Копейка ; 1891 ; СПБ ; Cu ; XF- ; 60 ; ААФ ; 362 
 132 ; Копейка ; 1892 ; СПБ ; Cu ; VF-XF ; 13 ; ААФ ; 712 
 133 ; 1/2 копейки ; 1892 ; СПБ ; Cu ; XF+ ; 9 ; Mike! ; 716 
 134 ; Рубль ; 1893 ; (АГ) ; Ag ; XF ; 32 ; Участник № 1556 ; 20000 
 135 ; 2 копейки ; 1894 ; СПБ ; Cu ; XF- ; 12 ; SSK ; 512 
 136 ; 1/2 копейки ; 1894 ; СПБ ; Cu ; XF+ ; 16 ; SSK ; 1634 
 137 ; 25 копеек ; 1895 ; АГ ; Ag ; AU ; 43 ; Участник № 1341 ; 8000 
 138 ; 1/2 копейки ; 1895 ; СПБ ; Cu ; XF ; 13 ; Участник № 1344 ; 1100 
 139 ; Рубль ; 1896 ; ( * ) ; Ag ; XF- ; 39 ; Участник № 62 ; 3200 
 140 ; 1/4 копейки ; 1896 ; СПБ ; Cu ; AU ; 11 ; нумизмат ; 1200 
 141 ; 15 копеек ; 1899 ; СПБ АГ ; Ag ; XF+ ; 21 ; Участник № 636 ; 1600 
 142 ; 25 копеек ; 1900 ; АГ ; Ag ; XF- ; 34 ; Участник № 147 ; 17000 
 143 ; Полтина ; 1901 ; (АР) АГ ; Ag ; VF ; 21 ; ZOLTAN333 ; 3570 
 144 ; 5 рублей. В капсуле NGC ; 1902 ; (АР) ; Au ; MS 66 ; 13 ; dsidorov ; 6899 
 145 ; Рубль ; 1902 ; (АР) ; Ag ; VF+ ; 31 ; Bolt ; 9333 
 146 ; 5 рублей. В капсуле NGC ; 1903 ; (АР) ; Au ; MS 66 ; 11 ; Участник № 636 ; 7200 
 147 ; 20 копеек ; 1906 ; СПБ ЭБ ; Ag ; AU ; 11 ; Участник № 132 ; 1700 
 148 ; Рубль ; 1907 ; (ЭБ) ; Ag ; XF- ; 31 ; Участник № 147 ; 12000 
 149 ; Полтина ; 1911 ; (ЭБ) АГ ; Ag ; XF/AU ; 46 ; Участник № 1341 ; 4800 
 150 ; Рубль ; 1912 ; (ЭБ) ; Ag ; XF ; 23 ; Участник № 1867 ; 6500 
 51 ; 5 копеек ; 1822 ; СПБ ПД ; Ag ; VF-XF ; 29 ; Участник № 1127 ; 1200 
 52 ; 10 копеек ; 1828 ; СПБ НГ ; Ag ; VF+ ; 40 ; Участник № 100 ; 11000 
 53 ; Копейка ; 1828 ; ЕМ ИК ; Cu ; VF-XF ; 76 ; Laps ; 1071 
 54 ; Рубль ; 1830 ; СПБ НГ ; Ag ; VF-XF ; 40 ; 19 ; 12801 
 55 ; 5 рублей. М-6,48гр ; 1831 ; СПБ ПД ; Au ; VF-XF ; 45 ; Участник № 410 ; 48000 
 56 ; 25 копеек ; 1831 ; СПБ НГ ; Ag ; VF-XF ; 40 ; SSK ; 9000 
 57 ; 10 копеек ; 1833 ; ЕМ ФХ ; Cu ; XF- ; 35 ; Участник № 147 ; 6000 
 58 ; 5 копеек ; 1833 ; ЕМ ФХ ; Cu ; VF ; 13 ; Участник № 66 ; 700 
 59 ; Копейка ; 1833 ; ЕМ ФХ ; Cu ; VF+ ; 14 ; Участник № 1556 ; 420 
 60 ; Рубль ; 1834 ; СПБ НГ ; Ag ; XF ; 16 ; toto ; 7148 
 61 ; 25 копеек ; 1834 ; СПБ НГ ; Ag ; VF ; 31 ; TDN ; 2400 
 62 ; 5 копеек ; 1834 ; ЕМ ФХ ; Cu ; VF ; 9 ; Участник № 66 ; 700 
 63 ; 5 копеек ; 1835 ; СПБ НГ ; Ag ; VF-XF ; 15 ; Участник № 100 ; 1300 
 64 ; Копейка ; 1835 ; ЕМ ФХ ; Cu ; VF+ ; 5 ; Участник № 1556 ; 320 
 65 ; Полтина ; 1836 ; СПБ НГ ; Ag ; VF ; 25 ; мяу ; 3509 
 66 ; 20 копеек ; 1836 ; СПБ НГ ; Ag ; VF+ ; 19 ; Участник № 100 ; 4200 
 67 ; 5 копеек ; 1836 ; СПБ НГ ; Ag ; XF/AU ; 36 ; toto ; 2547 
 68 ; 2 копейки ; 1837 ; ЕМ НА ; Cu ; VF+ ; 17 ; кабан ; 1600 
 69 ; 10 копеек ; 1839 ; СПБ НГ ; Ag ; XF ; 15 ; Участник № 100 ; 4200 
 70 ; 5 копеек ; 1840 ; СПБ НГ ; Ag ; AU/XF ; 24 ; Участник № 1127 ; 3800 
 71 ; 1/2 копейки ; 1840 ; СМ ; Cu ; VF+ ; 7 ; SSK ; 206 
 72 ; 2 копейки ; 1841 ; СПМ ; Cu ; VF ; 13 ; Участник № 402 ; 650 
 73 ; 1/2 копейки ; 1841 ; СПМ ; Cu ; VF+ ; 21 ; нумизмат ; 503 
 74 ; 1/4 копейки. Аверс/Реверс 25 градусов ; 1841 ; СПМ ; Cu ; VF+ ; 36 ; SSK ; 1073 
 75 ; Рубль ; 1843 ; MW ; Ag ; VF-XF ; 20 ; Sky2 ; 6732 
 76 ; 5 копеек ; 1843 ; СПБ АЧ ; Ag ; AU/XF ; 25 ; Участник № 636 ; 3600 
 77 ; 5 копеек ; 1844 ; СПБ КБ ; Ag ; XF+ ; 44 ; Участник № 636 ; 3400 
 78 ; 3 копейки ; 1844 ; ЕМ ; Cu ; VF+ ; 7 ; ААФ ; 1100 
 79 ; 3 копейки ; 1844 ; ЕМ ; Cu ; VF+ ; 35 ; Участник № 133 ; 1800 
 80 ; 2 копейки ; 1844 ; ЕМ ; Cu ; VF+ ; 34 ; кабан ; 1333 
 81 ; 5 копеек ; 1847 ; СПБ ПА ; Ag ; AU ; 40 ; Участник № 1127 ; 5000 
 82 ; 25 копеек ; 1848 ; СПБ ПА ; Ag ; AU/XF ; 43 ; 28 ; 4182 
 83 ; 20 копеек ; 1848 ; СПБ HI ; Ag ; XF+ ; 23 ; Участник № 62 ; 2800 
 84 ; Рубль ; 1850 ; СПБ ПА ; Ag ; XF- ; 43 ; OMT ; 7854 
 85 ; 2 копейки ; 1850 ; ЕМ ; Cu ; VF+ ; 19 ; dimon46 ; 1587 
 86 ; Денежка ; 1850 ; ЕМ ; Cu ; VF- ; 20 ; dimon46 ; 818 
 87 ; Полушка ; 1850 ; ЕМ ; Cu ; XF- ; 28 ; Участник № 392 ; 3200 
 88 ; 5 копеек ; 1851 ; СПБ ПА ; Ag ; XF+ ; 20 ; ААФ ; 1489 
 89 ; 3 копейки ; 1851 ; ЕМ ; Cu ; VF+ ; 57 ; Sky2 ; 3162 
 90 ; Денежка ; 1851 ; ЕМ ; Cu ; VF+ ; 20 ; dimon46 ; 512 
 91 ; 20 копеек ; 1855 ; СПБ HI ; Ag ; XF- ; 19 ; Участник № 1080 ; 2200 
 92 ; 5 копеек ; 1855 ; ЕМ ; Cu ; VF+ ; 24 ; Sky2 ; 3500 
 93 ; Копейка ; 1855 ; ЕМ ; Cu ; VF+ ; 11 ; Участник № 1556 ; 650 
 94 ; Денежка ; 1855 ; ЕМ ; Cu ; VF-XF ; 11 ; SSK ; 1400 
 95 ; Полушка ; 1855 ; ЕМ ; Cu ; VF-XF ; 11 ; ААФ ; 714 
 96 ; Полушка ; 1855 ; ЕМ ; Cu ; XF ; 20 ; Участник № 133 ; 1500 
 97 ; Полушка ; 1856 ; ЕМ ; Cu ; XF ; 30 ; coinlover ; 2200 
 98 ; 25 копеек ; 1857 ; СПБ ФБ ; Ag ; XF+ ; 23 ; OMT ; 2346 
 99 ; 5 копеек ; 1857 ; ЕМ ; Cu ; VF+ ; 11 ; Участник № 66 ; 800 
 100 ; Денежка ; 1857 ; ЕМ ; Cu ; XF ; 34 ; coinlover ; 1634 
 1 ; Рубль ; 1723 ; ОК ; Ag ; VF ; 35 ; 25 ; 51694 
 2 ; 5 копеек ; 1725? ; МД Дата снизу вверх ; Cu ; VF ; 24 ; кабан ; 1800 
 3 ; Рубль ; 1728 ;  ; Ag ; VF ; 38 ; 462 ; 23460 
 4 ; Копейка ; 1728 ;  ; Cu ; XF- ; 46 ; Участник № 87 ; 10500 
 5 ; Копейка ; 1728 ;  ; Cu ; VF-XF ; 30 ; Участник № 87 ; 9500 
 6 ; Полушка. Брак чеканки ; 1741 ; Орёл 1730 г. ; Cu ; VF ; 26 ; Laps ; 7000 
 7 ; Рубль (Петров-3р) ; 1750 ; ММД ; Ag ; VF ; 18 ; Участник № 1344 ; 15000 
 8 ; Копейка (Ильин-5р) ; 1756 ;  ; Cu ; VF ; 58 ; Участник № 140 ; 19000 
 9 ; Рубль (Петров-4р). М-1,60гр. Деформация ; 1757 ;  ; Au ; VF+ ; 49 ; Участник № 87 ; 34000 
 10 ; 5 копеек ; 1757 ; СПБ ; Ag ; VF+ ; 24 ; Участник № 636 ; 3600 
 11 ; 5 копеек ; 1759 ; СПБ ; Ag ; VF+ ; 13 ; SSK ; 2700 
 12 ; 15 копеек ; 1764 ; ММД ; Ag ; VF ; 30 ; OMT ; 5100 
 13 ; Рубль ; 1766 ; СПБ АШ TI ; Ag ; VF-XF ; 28 ; OMT ; 16120 
 14 ; 15 копеек (Петров-1,5р) ; 1768 ; ММД ; Ag ; VF- ; 21 ; Участник № 917 ; 8000 
 15 ; Рубль ; 1769 ; СПБ СА TI ; Ag ; VF-XF ; 12 ; capable ; 10880 
 16 ; 15 копеек ; 1769 ; ММД ; Ag ; VF ; 12 ; тапок ; 4080 
 17 ; 5 копеек ; 1769 ; ЕМ ; Cu ; VF+ ; 15 ; клотик 2 ; 600 
 18 ; 5 копеек ; 1770 ; ЕМ ; Cu ; VF+ ; 7 ; клотик 2 ; 306 
 19 ; 5 копеек ; 1770 ; ЕМ ; Cu ; VF-XF ; 10 ; Laps ; 500 
 20 ; 20 копеек ; 1771 ; СПБ TI ; Ag ; VF ; 33 ; Участник № 1556 ; 4000 
 21 ; 5 копеек ; 1773 ; ЕМ ; Cu ; VF-XF ; 9 ; SSK ; 357 
 22 ; 10 копеек ; 1774 ; КМ "Сибирь" ; Cu ; VF+ ; 17 ; monos72 ; 9639 
 23 ; 15 копеек ; 1775 ; ММД ; Ag ; VF ; 46 ; Участник № 392 ; 11000 
 24 ; 10 копеек ; 1777 ; КМ "Сибирь" ; Cu ; VF+ ; 35 ; SSK ; 6120 
 25 ; Копейка. Крым, Шахин-Гирей (4-ый год правления) ; 1777 ;  ; Cu ; F-VF ; 19 ; overshtag ; 1033 
 26 ; Копейка. Крым, Шахин-Гирей (5-ый год правления) ; 1777 ;  ; Cu ; F+ ; 9 ; TDN ; 521 
 27 ; 2 копейки ; 1778 ; КМ "Сибирь" ; Cu ; VF+ ; 23 ; кабан ; 1600 
 28 ; 15 копеек. Окалина ; 1781 ; СПБ ; Ag ; VF ; 20 ; 462 ; 3700 
 29 ; 10 копеек (Петров-1,5р) ; 1781 ; КМ "Сибирь" ; Cu ; VF ; 30 ; Участник № 1344 ; 4800 
 30 ; Рубль ; 1782 ; СПБ ИЗ ; Ag ; XF- ; 25 ; Участник № 51 ; 24000 
 31 ; Денга ; 1783 ; КМ ; Cu ; VF+ ; 53 ; кабан ; 8354 
 32 ; 15 копеек ; 1784 ; СПБ ; Ag ; VF+ ; 24 ; Участник № 133 ; 4400 
 33 ; Полуполтинник ; 1787 ; СПБ ЯА ; Ag ; VF-XF ; 20 ; Участник № 133 ; 5000 
 34 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF-XF ; 21 ; клотик 2 ; 714 
 35 ; 5 копеек ; 1789 ; ЕМ ; Cu ; VF-XF ; 3 ; клотик 2 ; 410 
 36 ; Копейка ; 1789 ; ЕМ ; Cu ; VF ; 10 ; GB2 ; 340 
 37 ; Копейка ; 1789 ; ЕМ ; Cu ; VF- ; 8 ; Участник № 1556 ; 460 
 38 ; 5 копеек ; 1791 ; КМ ; Cu ; VF-XF ; 14 ; Участник № 66 ; 3000 
 39 ; 5 копеек ; 1794 ; ЕМ ; Cu ; VF-XF ; 13 ; SSK ; 844 
 40 ; Полтина (Петров-3,5р, Ильин-3р). Окалина ; 1796 ; СПБ IC ; Ag ; VF ; 24 ; Участник № 51 ; 25000 
 41 ; 5 копеек ; 1796 ; ЕМ ; Cu ; VF-XF ; 13 ; SSK ; 1390 
 42 ; 10 копеек ; 1798 ; СМ МБ ; Ag ; VF-XF ; 42 ; Участник № 133 ; 12500 
 43 ; 5 копеек. Деформация, надпил гурта 11 часов ; 1801 ; СМ АИ ; Ag ; VF- ; 25 ; Сыч ; 9000 
 44 ; 5 копеек (Петров-2р, Ильин-1р) ; 1804 ; КМ ; Cu ; VF ; 19 ; кабан ; 3317 
 45 ; Копейка (Ильин-1р) ; 1805 ; ЕМ ; Cu ; F-VF ; 31 ; SSK ; 7000 
 46 ; 5 копеек ; 1806 ; ЕМ ; Cu ; VF-XF ; 25 ; SSK ; 3400 
 47 ; 5 копеек (Петров-1р) ; 1809 ; ЕМ ; Cu ; VF+ ; 15 ; SSK ; 9894 
 48 ; 2 копейки (Ильин-1р) ; 1810 ; КМ ПБ ; Cu ; VF-XF ; 16 ; кабан ; 3188 
 49 ; Копейка ; 1812 ; ИМ ПС ; Cu ; VF ; 67 ; кабан ; 1071 
 50 ; 5 копеек ; 1821 ; СПБ ПД ; Ag ; XF+ ; 66 ; Laps ; 2193 
 3501 ; Бона иностранная ;  ;  ;  ;  ; 32 ; KKK ; 73 
 3502 ; Бона иностранная ;  ;  ;  ;  ; 37 ; Sky2 ; 45 
 3503 ; Бона иностранная ;  ;  ;  ;  ; 14 ; en_ssw ; 35 
 3504 ; Бона иностранная ;  ;  ;  ;  ; 23 ; Винни Пух ; 119 
 3505 ; Бона иностранная ;  ;  ;  ;  ; 86 ; Sky2 ; 157 
