 5909 ; Бона иностранная Бразилия ;  ;  ;  ;  ; 5 ; aleksander2015 ; 36 
 5091 ; Облигация выигрышного займа (Образец) ; 1927 ;  ;  ;  ; 16 ; Guerras ; 8160 
 5092 ; Свидетельство на государственную ренту. 200 рублей. ;  ;  ;  ;  ; 36 ; $$$ ; 603 
 5093 ; Свидетельство на государственную ренту. 100 рублей. ;  ;  ;  ;  ; 13 ; я8844 ; 516 
 5094 ; Акция. Казань. ; 1893 ;  ;  ;  ; 32 ; donbass ; 305 
 5095 ; Облигация ; 1905 ;  ;  ;  ; 32 ; Ритм ; 516 
 5096 ; Облигация ; 1905 ;  ;  ;  ; 62 ; Ритм ; 611 
 5097 ; Облигация ; 1889 ;  ;  ;  ; 31 ; Ритм ; 567 
 5098 ; Облигация ; 1893 ;  ;  ;  ; 66 ; Ритм ; 552 
 5099 ; Купоны (8шт.) ;  ;  ;  ;  ; 25 ; collector64 ; 128 
 5100 ; Купоны (20 шт.) ;  ;  ;  ;  ; 18 ; 2128508 ; 306 
 5300 ; 1 рубль ; 1892 ;  ;  ;  ; 69 ; kont ; 92027 
 5301 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 26 ; Руслан531 ; 392 
 5302 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 27 ; Fliege1 ; 793 
 5303 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; XF ; 29 ; Alex_Ro_50 ; 815 
 5304 ; Лот бон 100 рублей, 3 шт ; 1910 ;  ;  ;  ; 50 ; molodes ; 600 
 5305 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ; XF+ ; 39 ; Ustin ; 2558 
 5306 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 82 ; 000SABik ; 1306 
 5307 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 31 ; 000SABik ; 132 
 5308 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 31 ; siemеns ; 160 
 5309 ; 5 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 8 ; S.P. ; 63 
 5310 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 15 ; samos ; 48 
 5311 ; 5 рублей ; 1909 ; Денежные знаки ;  ; AU ; 43 ; 000SABik ; 165 
 5312 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 17 ; bonipari ; 308 
 5313 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 17 ; bonipari ; 74 
 5314 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 55 ; 000SABik ; 591 
 5315 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ; AU ; 23 ; 000SABik ; 275 
 5316 ; 500 рублей ; 1920 ;  ;  ; AU ; 50 ; мак-сим ; 886 
 5317 ; 10000 рублей ; 1919 ;  ;  ; AU ; 46 ; Paradox76 ; 400 
 5318 ; 1000 рублей ; 1919 ;  ;  ;  ; 65 ; AKrav ; 3468 
 5319 ; 5 рублей ; 1918 ;  ;  ;  ; 28 ; Ustin ; 1012 
 5320 ; 50 рублей ; б/г ;  ;  ;  ; 57 ; sax ; 3188 
 5321 ; 100 рублей ; 1919 ;  ;  ;  ; 80 ; paul196262 ; 5888 
 5322 ; 500 рублей ; 1919 ;  ;  ;  ; 56 ; paul196262 ; 3800 
 5323 ; 100  Рублей Екатеринодарского Отделения Государственного банка с перфорацией ;  ;  ;  ;  ; 49 ; air ; 2609 
 5324 ; 1000 рублей ; 1920 ; Денежный знак Дальне-Восточной республики ;  ;  ; 68 ; torus72 ; 3071 
 5325 ; 50 копеек ; 1919 ;  ;  ;  ; 60 ; Vb[fksx ; 4177 
 5326 ; 1 рубль ; 1919 ;  ;  ;  ; 74 ; svv ; 3789 
 5327 ; 3 рубля ; 1919 ;  ;  ;  ; 60 ; cochu ; 1914 
 5328 ; 5 рублей ; 1919 ;  ;  ;  ; 30 ; жулик ; 848 
 5329 ; 5 рублей ; 1919 ;  ;  ;  ; 76 ; paul196262 ; 2295 
 5330 ; 25 рублей ; 1919 ;  ;  ;  ; 54 ; paul196262 ; 2651 
 5331 ; 100 рублей ; 1919 ;  ;  ;  ; 23 ; alex241 ; 918 
 5033 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 16 ; орел414151 ; 54 
 5034 ; 10000 рублей ; 1923 ; Закавказье ;  ;  ; 38 ; 2262н ; 340 
 5035 ; 250 рублей ; 1918 ;  ;  ;  ; 14 ; samos ; 301 
 5036 ; 250 рублей ; 1918 ;  ;  ;  ; 35 ; Ustin ; 647 
 5037 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 53 ; CASABLANCA ; 226 
 5038 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 11 ; орел414151 ; 57 
 5039 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 7 ; орел414151 ; 57 
 5040 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 7 ; орел414151 ; 57 
 5041 ; 5 рублей ;  ;  ;  ;  ; 7 ; ек ; 101 
 5042 ; 20 копеек ;  ;  ;  ;  ; 9 ; ек ; 159 
 5043 ; 1 рубль ; 1918 ; Азербайджан ;  ;  ; 48 ; alex241 ; 519 
 5044 ; 5 рублей ; 1918 ; Азербайджан ;  ;  ; 12 ; 2128508 ; 339 
 5045 ; 3 рубля ; 1918 ; Азербайджан ;  ;  ; 41 ; val211 ; 201 
 5046 ; 10 рублей ; 1918 ; Азербайджан ;  ;  ; 59 ; я8844 ; 120 
 5047 ; 50 рублей ; 1919 ; Азербайджан ;  ;  ; 19 ; ек ; 155 
 5048 ; Карточка на хлеб ; 1947 ;  ;  ;  ; 20 ; siemеns ; 232 
 5049 ; 100000 рублей ; 1995 ; банкнота ;  ;  ; 18 ; mikeonline ; 1000 
 5050 ; 5 рублей ; 1934 ; Гос.казначейские билеты ;  ;  ; 31 ; yuvg ; 500 
 5051 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 39 ; я8844 ; 347 
 5052 ; 100 рублей. Юденич. ; 1919 ;  ;  ;  ; 102 ; жулик ; 1019 
 5053 ; 100 рублей ; 1919 ; Закаспийское Временное Правительство ;  ;  ; 23 ; Александр007 ; 228 
 5054 ; 5 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 10 ; орел414151 ; 50 
 5055 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 11 ; орел414151 ; 51 
 5056 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 9 ; орел414151 ; 51 
 5057 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 8 ; орел414151 ; 51 
 5058 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 7 ; samos ; 69 
 5059 ; 250 рублей ; 1918 ;  ;  ;  ; 25 ; Bespan ; 305 
 5060 ; 250 рублей ; 1918 ;  ;  ;  ; 13 ; ек ; 283 
 5061 ; 10000 рублей ; 1919 ;  ;  ;  ; 23 ; val211 ; 912 
 5062 ; 500 рублей. Квартблок. ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 79 ; всё моё ; 1328 
 5063 ; 30 рублей. Квартблок. ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 108 ; DA2015 ; 2313 
 5064 ; 1000 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 21 ; dmivanych ; 1224 
 5065 ; Хлебный листок ; 1932 ;  ;  ;  ; 13 ; sax ; 453 
 5066 ; Хлебный листок ; 1932 ;  ;  ;  ; 13 ; sax ; 459 
 5067 ; 60 рублей. Квартблок. ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 103 ; DA2015 ; 2441 
 5068 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 47 ; samos ; 262 
 5069 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 45 ; Руслан531 ; 255 
 5070 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 23 ; CASABLANCA ; 311 
 5071 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 46 ; trio ; 272 
 5072 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 91 ; trio ; 207 
 5073 ; 100 рублей. Квартблок. ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 93 ; всё моё ; 2267 
 5074 ; 500 рублей. Квартблок. ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 69 ; benc ; 1500 
 5075 ; 2 копейки. Квартблок. ; 1917 ; Деньги-марки ;  ; AU ; 88 ; Sky2 ; 522 
 5076 ; 3 копейки. Квартблок. ; 1915 ; Деньги-марки ;  ; AU ; 73 ; Контрактник ; 340 
 5077 ; 10 копеек. Квартблок. ; 1915 ; Деньги-марки ;  ; AU ; 55 ; Контрактник ; 399 
 5078 ; 15 копеек. Квартблок. ; 1915 ; Деньги-марки ;  ; AU ; 143 ; Sky2 ; 412 
 5079 ; 1 копейка ; 1915 ; Разменные (казнач.)билеты ;  ; AU ; 54 ; kansk ; 454 
 5080 ; 3 копейки ; 1915 ; Разменные (казнач.)билеты ;  ; AU ; 15 ; svv ; 483 
 5081 ; 50 рублей ; 1961 ; билет ;  ; AU ; 10 ; Sky2 ; 626 
 5082 ; 1000 рублей ; 1992 ; билет ;  ; AU ; 21 ; samos ; 232 
 3812 ; Лот монет Израиль (3шт) ;  ;  ; Сu-Ni,Al/Br ; VF-XF ; 11 ; killer777 ; 34 
 3813 ; Лот  монет Крыма (3шт): копейка, денга. Шахин-Гирей ; 1191(1777) ;  ; Cu ; F-/F ; 44 ; alina1989-2015 ; 2845 
 3814 ; Лот монет Азербайджана (3шт) ;  ;  ; Би/м,Al/Br,Br ; VF/XF ; 7 ; Хаа ; 163 
 3815 ; Лот монет Кубы, Венгрии (2шт) ; 1968-1970 ;  ; Al/Br,Al ; VF ; 9 ; спартак 30 ; 102 
 3816 ; Лот монет Веймара: 50 пфеннигов (3шт) ; 1920 ;  ; Al ; VF+ ; 7 ; killer777 ; 125 
 3817 ; Лот монет Европы: 5 евроцентов (6шт) ;  ;  ; Cu/St ; VF/XF ; 10 ; xxxl ; 72 
 3818 ; Лот монет Европы: 20 евроцентов (9шт) ;  ;  ; Латунь ; VF/XF ; 6 ; xxxl ; 204 
 3819 ; Лот монет Хорватии: 5шт ;  ;  ; Cu-Ni ; VF/XF ; 34 ; Хаа ; 255 
 3820 ; Лот монет Норвегии (13шт) ;  ;  ; Cu-Ni,Br ; VF/XF ; 17 ; teso ; 357 
 3821 ; Лот монет Испании: 5 песет (2шт) ; 1998,1999 ;  ; Латунь ; VF/XF ; 15 ; killer777 ; 22 
 3822 ; Лот монет Германии: 100шт ;  ;  ; Br ; XF/VF-XF ; 9 ; banks ; 170 
 3823 ; Лот монет Австрии: 57шт ;  ;  ; Al ; XF/VF-XF ; 3 ; DIMASTIK ; 100 
 3824 ; Лот монет Великобритании: 100шт ;  ;  ; Br ; VF/VF-XF ; 13 ; Jeff ; 186 
 3825 ; Лот монет Болгарии: 80шт ;  ;  ; Лат ; VF/XF ; 12 ; Anat-tall ; 139 
 3826 ; Лот монет Израиля: 50шт ;  ;  ; Лат,Cu-Ni ; VF/XF ; 16 ; Опятор ; 111 
 3827 ; Лот монет Великобритании: 50шт ;  ;  ; Br ; VF/VF+ ; 17 ; Fontan ; 102 
 3828 ; Лот монет Болгарии: 10шт ;  ;  ; Cu,Лат ; VF/XF ; 5 ; killer777 ; 104 
 3829 ; Лот монет Великобритании: 11шт ;  ;  ; Cu,Лат/Ni ; VF/F ; 15 ; killer777 ; 68 
 5001 ; 1 копейка ; 1917 ; Деньги-марки ;  ;  ; 33 ; svv ; 159 
 5002 ; 2 копейки ; 1917 ; Деньги-марки ;  ;  ; 17 ; ек ; 134 
 5003 ; 3 копейки ; 1915 ; Деньги-марки ;  ;  ; 18 ; НАМКРЫШ ; 109 
 5004 ; 10 копеек ; 1915 ; Деньги-марки ;  ;  ; 18 ; gavrspb ; 92 
 5005 ; 15 копеек ; 1915 ; Деньги-марки ;  ;  ; 19 ; Alexsandr ; 90 
 5006 ; 20 копеек ; 1915 ; Деньги-марки ;  ;  ; 24 ; трутень ; 92 
 5007 ; 1 рубль ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 17 ; trio ; 227 
 5008 ; 10 рублей ; 1918 ; Азербайджан ;  ;  ; 22 ; аймир ; 255 
 5009 ; 5 рублей ; 1918 ; Азербайджан ;  ;  ; 9 ; alexnn ; 204 
 5010 ; 3 рубля ; 1961 ; Гос.казначейский билет ;  ;  ; 34 ; samos ; 114 
 5011 ; 25 рублей ; 1918 ; Азербайджан ;  ;  ; 5 ; ек ; 159 
 5012 ; 5 копеек ; 1989 ;  ;  ;  ; 5 ; газета ; 90 
 5013 ; 5 рублей ; 1934 ; Гос.казначейские билеты ;  ;  ; 17 ; trio ; 612 
 5014 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 11 ; Гунченко Евгений ; 250 
 5015 ; 500 рублей ; 1992 ; билет ;  ;  ; 15 ; alexnn ; 72 
 5016 ; 500 рублей ; 1992 ; билет ;  ;  ; 5 ; газета ; 26 
 5017 ; 500 рублей ; 1991 ; билет ;  ;  ; 17 ; trio ; 72 
 5018 ; 500 рублей ; 1991 ; билет ;  ;  ; 22 ; Siringa ; 72 
 5019 ; 1 рубль. Познань. ; 1916 ;  ;  ;  ; 7 ; pref ; 107 
 5020 ; 1 рубль. Познань. ; 1916 ;  ;  ;  ; 24 ; Ssid ; 350 
 5021 ; 1 рубль ; 1898 ; Плеске. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 7 ; chag1985 ; 100 
 5022 ; 1 рубль ; 1898 ; Тимашев. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 77 ; Ksn ; 4098 
 5023 ; 50000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 22 ; yuvg ; 700 
 5024 ; 50000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 53 ; bonipari ; 1247 
 5025 ; 25 рублей ; 1918 ; Чек. Со штампом регистрации ;  ;  ; 9 ; аулгуцул ; 68 
 5026 ; 5000 рублей ; 1923 ; Закавказье ;  ;  ; 9 ; cboker ; 101 
 5027 ; 5 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 37 ; Александр007 ; 110 
 5028 ; 5 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 30 ; Ksn ; 2542 
 5029 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 9 ; орел414151 ; 57 
 5030 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 9 ; samos ; 51 
 5031 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 7 ; орел414151 ; 57 
 5032 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 10 ; орел414151 ; 54 
 3762 ; 2 лева. Болгария. Первенство мира по футболу. Конверт, марка ; 1980 ;  ; Cu-Ni ; Proof ; 44 ; А1057 ; 714 
 3763 ; 200 злотых. Польша. Проба. Конверт, марка ; 1987 ;  ; Cu-Ni ; Proof ; 57 ; dencon ; 1020 
 3764 ; 6,55957 франков - 1 евро. Франция. Введение евро. В буклете. Сертификат ; 2001 ;  ; Ag ; AU ; 36 ; alexvy ; 1928 
 3765 ; 1/2 доллара. США. В конверте, марка ; 1994 ;  ; Cu-Ni ; AU ; 35 ; collector64 ; 505 
 3766 ; 1 доллар. США. В конверте, марка ; 1978 ;  ; Cu-Ni ; XF- ; 17 ; water spirit ; 340 
 3767 ; 1/2 доллара. США. В конверте, марка ; 1991 ;  ; Cu-Ni ; AU ; 26 ; water spirit ; 385 
 3768 ; 2 динара. Андорра. Теннис. В конверте, марка ; 1987 ;  ; Cu-Ni ; Unc ; 23 ; SKeeper ; 411 
 3769 ; 1000 лир. Сан-Иарино. Олимпийские игры. Сертификат ; 1992 ;  ; Ag ; Proof ; 19 ; SKeeper ; 691 
 3770 ; 5 фунтов. Египет. XXV Олимпийские игры. Сертификат ; 1992 ;  ; Ag ; Proof ; 22 ; askery ; 1122 
 3771 ; 5 фунтов. Египет. XXV Олимпийские игры. Сертификат ; 1992 ;  ; Ag ; Proof ; 15 ; askery ; 997 
 3772 ; 10 долларов. Острова Кука. XXV Олимпийские игры. Сертификат ; 1990 ;  ; Ag ; Proof ; 45 ; SKeeper ; 869 
 3773 ; 50 пенсов. Австралия. Балет. Буклет ; 2012 ;  ; Cu-Ni ; AU ; 38 ; SKeeper ; 412 
 3774 ; 5 гривен. Украина. 70 лет победы. Буклет ; 2014 ;  ; Cu-Ni ; AU ; 19 ; ShAV_Real ; 383 
 3775 ; 1 доллар. США. Олимпиада ; 1984 ;  ; Ag ; AU ; 14 ; cfif24 ; 1261 
 3776 ; Набор монет США (100 лет): 1 долллар, 1/2,1/4 доллара (3шт) ; 1976 ;  ; Ag ; AU ; 34 ; TDV ; 1224 
 3777 ; Набор монет США: 1, 1/2, 1/4 доллара, дайм, 5,1 цент (6шт). Упаковка ; 1981Р ;  ; Cu-Ni,Br ; Unc ; 19 ; Paradox76 ; 357 
 3778 ; Набор монет США: 1, 1/2, 1/4 доллара, дайм, 5,1 цент (6шт). Упаковка ; 1987 ;  ; Cu-Ni,Br ; Unc ; 19 ; TDV ; 357 
 3779 ; Набор монет США: 1, 1/2, 1/4 доллара, дайм, 5,1 цент (6шт). Упаковка ; 1981 ;  ; Cu-Ni,Br ; AU ; 16 ; Один54 ; 313 
 3780 ; Набор монет США: 1, 1/2, 1/4 доллара (3шт). 200 лет независимости США. Упаковка ; 1976 ;  ; Ag ; AU ; 17 ; TDV ; 1224 
 3781 ; Набор монет Норвегии: 20,10,5,1 крона, 50 эре (5шт). Пластиковая упаковка ; 1995 ;  ; Cu-Ni,Al/Br ; AU ; 19 ; dsp ; 903 
 3782 ; Набор монет Ватикана: 8шт. Буклет ; 2000 ;  ; Al/Br,Ag,Би/м ; AU ; 82 ; Дубощит ; 4085 
 3783 ; Набор монет Британские Виргинские острова: 1 доллар, 50,25,10,5,1 цент (6шт). В коробке с сертификатом ; 1973 ;  ; Ag,Br,Cu-Ni ; Proof ; 34 ; спартак 30 ; 1873 
 3784 ; Набор монет Чехии "Чешские дворцы и замки" (9шт) ; 2002 ;  ;  ; Unc ; 22 ; Schwer ; 918 
 3785 ; Набор монет Великобритании: 10,5,2,1,1/2 пенса (5шт) ; 1968 ;  ; Cu-Ni,Br ; XF+/AU ; 13 ; sergey35 ; 306 
 3786 ; Рол монет Финляндии ;  ;  ; Cu/St ;  ; 24 ; collector64 ; 196 
 3787 ; Рол монет Финляндии ;  ;  ; Cu/St ;  ; 18 ; banks ; 227 
 3788 ; Набор монет Германии: 2,1 евро, 50,20,10,5,2,1 евроцент (8шт) ; 2007D ;  ; Би/м,Лат,Cu/St ; AU ; 21 ; Alex_Ro_50 ; 700 
 3789 ; Набор монет Германии: 2,1 евро, 50,20,10,5,2,1 евроцент (8шт) ; 2007F ;  ; Би/м,Лат,Cu/St ; AU ; 17 ; Alex_Ro_50 ; 692 
 3790 ; Набор монет Германии: 2,1 евро, 50,20,10,5,2,1 евроцент (8шт) ; 2007G ;  ; Би/м,Лат,Cu/St ; AU ; 17 ; Alex_Ro_50 ; 692 
 3791 ; Набор монет Германии: 2,1 евро, 50,20,10,5,2,1 евроцент (8шт) ; 2007J ;  ; Би/м,Лат,Cu/St ; AU ; 21 ; Alex_Ro_50 ; 700 
 3792 ; Набор монет Латвии: 2,1 евро, 50,20,10,5,2,1 евроцент (8шт) ; 2014 ;  ; Би/м,Лат,Cu/St ; AU ; 32 ; Alex_Ro_50 ; 700 
 3793 ; Набор монет Новой Зеландии (6шт): 1,2,5,10,20,50 центов. Упаковка ; 1968 ;  ;  ; Unc/AU ; 25 ; Один54 ; 332 
 3794 ; 2 евро. Бельгия. Красный крест. Буклет ; 2014 ;  ; Би/м ; AU ; 49 ; Schwer ; 735 
 3795 ; Лот иностранных монет (80шт) ;  ;  ; Cu-Ni,Al/Br,Б/м ; VF/XF ; 17 ; VOLKODAVS5 ; 245 
 3796 ; Лот монет Чехословакии (3шт) ; 1957-1973 ;  ;  ; VF+ ; 58 ; Метро62 ; 123 
 3797 ; Лот монет Армении (6шт): 200 драм ; 2014 ;  ; ж/м ; AU ; 41 ; Опятор ; 554 
 3798 ; Лот монет Бразилии (4шт) ; 2013 ;  ;  ; XF- ; 13 ; killer777 ; 77 
 3799 ; Лот монет иностранных (4шт) ;  ;  ;  ; VF-/XF ; 20 ; спартак 30 ; 134 
 3800 ; Лот монет США (2шт) ; 2006 ;  ; Сu-Ni ; AU ; 9 ; vadimus ; 63 
 3801 ; Лот исламских монет (7шт) ;  ;  ;  ; F/XF ; 54 ; banks ; 275 
 3802 ; Лот монет Швеция (3шт) ; 1973-2001 ;  ; Сu-Ni ; VF+ ; 9 ; кот баюн ; 68 
 3803 ; Лот монет Молдовы (4шт) ; 1996-2008 ;  ; Al,Al/Br ; F+/VF+ ; 3 ; killer777 ; 32 
 3804 ; Лот монет Польши (4шт) ; 1983 ;  ;  ; VF ; 34 ; killer777 ; 149 
