 3283 ; Бона иностранная ;  ;  ;  ;  ; 33 ; jj ; 34 
 2703 ; 10 эре. Швеция ; 1955 ;  ; Ag ; XF+ ; 4 ; jef688 ; 12 
 2704 ; 10 эре. Швеция ; 1956 ;  ; Ag ; XF+ ; 11 ; джон007 ; 14 
 2705 ; 10 эре. Швеция ; 1957 ;  ; Ag ; XF+ ; 6 ; dnm ; 50 
 2706 ; 10 эре. Швеция ; 1958 ;  ; Ag ; AU ; 10 ; natallli ; 14 
 2707 ; 10 эре. Швеция ; 1959 ;  ; Ag ; XF+ ; 6 ; obob999 ; 12 
 2708 ; 10 эре. Швеция ; 1960 ;  ; Ag ; XF+ ; 11 ; jef688 ; 12 
 2709 ; 10 эре. Швеция ; 1961 ;  ; Ag ; XF ; 16 ; nikoniko ; 21 
 2710 ; 10 эре. Швеция ; 1962 ;  ; Ag ; XF+ ; 20 ; Михалыч ; 24 
 2711 ; "Лот монет Малайзии. Серия ""Птицы"": 25 сен (7шт)" ; 2004 ;  ; Br ; AU ; 118 ; seaman ; 428 
 2712 ; Набор монет США (5 шт): 25 центов. Нью-Йорк, Северная Каролина, Вермонт, Кентукки, Род-Айленд. В подарочной коробке с сертификатом ; 2001 ;  ; Cu/Ni ; AU ; 28 ; Исаак-Б ; 521 
 2713 ; 1 доллар. Канада. Библиотека Парламента. В подарочной коробке ; 1976 ;  ; Ag ; AU ; 19 ; obob999 ; 435 
 2714 ; 100 крон. Эстония. Ласточки ; 1992 ;  ; Ag ; Proof ; 43 ; Alternativa ; 714 
 2715 ; 100 марок. Финляндия. Художественная галерея Атенеум. С сертификатом ; 1989 ;  ; Ag ; AU ; 10 ; Gari 77 ; 1040 
 2716 ; 5 евро. Австрия. 850 лет Мариацелль. Упаковка ; 2007 ;  ; Ag ; Unc ; 7 ; kro ; 329 
 2717 ; 5 евро. Австрия. 850 лет Мариацелль. Упаковка ; 2007 ;  ; Ag ; Unc ; 13 ; kro ; 364 
 2718 ; Лот юбилейных монет. Швеция (13шт): 5 крон, 2 кроны, 1 крона ; 1897-1971 ;  ; Ag ; VF-XF/AU ; 38 ; erfahren ; 5395 
 3001 ; 3 копейки ; 1915 ; Деньги-марки  ;  ;  ; 27 ; AAE2006 ; 102 
 3002 ; 15 копеек ; 1915 ; Деньги-марки  ;  ;  ; 24 ; AAE2006 ; 57 
 3003 ; 10копеек. Минводы ;  ;  ;  ;  ; 73 ; tatarin66 ; 261 
 3004 ; 1 рубль ; 1919 ; Расчетные знаки РСФСР  ;  ;  ; 2 ; AAE2006 ; 62 
 3005 ; 3 рубля ; 1919 ; Расчетные знаки РСФСР  ;  ;  ; 40 ; AAE2006 ; 81 
 3006 ; 5 рублей ; 1920 ; Расчетные знаки РСФСР образца  ;  ;  ; 19 ; Grisha7 ; 123 
 3007 ; 50 копеек. Баку ;  ;  ;  ;  ; 89 ; Ksn ; 316 
 3008 ; 5 рублей, сцепка 2 штуки ; 1920 ; Расчетные знаки РСФСР образца  ;  ;   ; 53 ; fen ; 376 
 3009 ; 25 рублей. Сцепка 2 шт. ; 1922 ;  ;  ;  ; 36 ; shmatko24 ; 227 
 3010 ; 1 марка золотом ; 1916 ; Финляндия билет  ;  ;  ; 23 ; 542 ; 317 
 3011 ; 1 марка золотом. Серия А ; 1915 ; Финляндия билет  ;  ;  ; 60 ; tiout ; 349 
 3012 ; 1 марка золотом. Без серии ; 1915 ; Финляндия билет  ;  ;  ; 51 ; tiout ; 421 
 3013 ; 3 рубля. Рига ; 1919 ; Латвия. Разменный знак  ;  ;  ; 58 ; cochu ; 461 
 3014 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца  ;  ;  ; 10 ; AAE2006 ; 102 
 3015 ; 1 рубль ; 1918 ; Областной кредитный билет Урал ;  ;  ; 68 ; Grisha7 ; 275 
 3016 ; 2 гривни ; 1918 ; Украина.Державный Кредитовий б ;  ;  ; 61 ; Fedor_K ; 204 
 3017 ; 5 рублей ; 1919 ; Латвия. Разменный знак  ;  ;  ; 41 ; monos72 ; 637 
 3018 ; 10 рублей ; 1919 ; Латвия. Разменный знак  ;  ;  ; 51 ; trie ; 701 
 3019 ; 1000 рублей ; 1919 ; Расчетные знаки РСФСР образца  ;  ;  ; 32 ; KKK ; 233 
 3020 ; 5 рублей ; 1918 ; Разменные знаки.Совнарком Терс ;  ;  ; 39 ; tatarin66 ; 273 
 3021 ; 3 рубля ; 1918 ; Гос.кредитн.билет образца 1918 ;  ;  ; 84 ; Sezon ; 168 
 3022 ; 1 рубль ; 1918 ; Казначейский знак Сибирского в ;  ;  ; 52 ; Алла ; 180 
 3023 ; 10 рублей ; 1918 ; Казначейский знак Сибирского в ;  ;  ; 54 ; hotin ; 305 
 3024 ; 5 рублей ; 1918 ; Гос.кредитн.билет образца 1918 ;  ;  ; 16 ; AAE2006 ; 83 
 3025 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР  ;  ;  ; 44 ; aleksius ; 196 
 3026 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР  ;  ;  ; 13 ; Алла ; 163 
 3027 ; 25 лат ; 1938 ; Латвия  ;  ;  ; 43 ; and000 ; 212 
 3028 ; 50 карбованцев ; 1918 ; Украина. Знак Державноi скарбн ;  ;  ; 7 ; Алла ; 102 
 3029 ; 25 рублей ; 1918 ; Гос.кредитн.билет образца 1918 ;  ;  ; 15 ; AAE2006 ; 61 
 3030 ; 25 рублей ; 1918 ; Гос.кредитн.билет образца 1918 ;  ;  ; 32 ; asru ; 83 
 3031 ; 10 рублей. Ростов ; 1918 ;  ;  ;  ; 53 ; AAE2006 ; 184 
 3032 ; 10 рублей. Ростов ; 1918 ;  ;  ;  ; 16 ; AAE2006 ; 161 
 2651 ; 25 пенни. Финляндия ; 1935 ;  ; Cu/Ni ; XF+ ; 13 ; solder13 ; 24 
 2652 ; 25 пенни. Финляндия ; 1936 ;  ; Cu/Ni ; XF+ ; 5 ; vanamo ; 53 
 2653 ; 25 пенни. Финляндия ; 1937 ;  ; Cu/Ni ; AU ; 12 ; selezsi ; 17 
 2654 ; 25 пенни. Финляндия ; 1938 ;  ; Cu/Ni ; AU ; 5 ; surf2k5 ; 20 
 2655 ; 25 пенни. Финляндия ; 1939 ;  ; Cu/Ni ; AU ; 13 ; vanamo ; 21 
 2656 ; 25 пенни. Финляндия ; 1940 ;  ; Cu/Ni ; AU ; 7 ; surf2k5 ; 22 
 2657 ; 25 пенни. Финляндия ; 1940 ;  ; Cu ; XF+ ; 13 ; СВл ; 191 
 2658 ; 25 пенни. Финляндия ; 1941 ;  ; Cu ; AU ; 23 ; rizovtpl ; 33 
 2659 ; 25 пенни. Финляндия ; 1942 ;  ; Cu ; AU ; 4 ; selezsi ; 25 
 2660 ; 25 пенни. Финляндия ; 1943 ;  ; Cu ; AU ; 14 ; selezsi ; 22 
 2661 ; 25 пенни. Финляндия ; 1943 ;  ; Fe ; XF+ ; 17 ; В1951 ; 43 
 2662 ; 25 пенни. Финляндия ; 1944 ;  ; Fe ; AU ; 20 ; 542 ; 105 
 2663 ; 25 пенни. Финляндия ; 1944 ;  ; Fe ; XF+ ; 10 ; avg1974 ; 99 
 2664 ; 25 пенни. Финляндия ; 1945 ;  ; Fe ; AU ; 25 ; 542 ; 140 
 2665 ; 20 пенни. Финляндия ; 1963 ;  ; Al/Br ; XF+ ; 5 ; RVK ; 11 
 2666 ; 20 пенни. Финляндия ; 1964 ;  ; Al/Br ; AU ; 9 ; avg1974 ; 10 
 2667 ; 20 пенни. Финляндия ; 1965 ;  ; Al/Br ; XF ; 2 ; vanamo ; 12 
 2668 ; 20 пенни. Финляндия ; 1966 ;  ; Al/Br ; XF+ ; 5 ; avg1974 ; 36 
 2669 ; 20 пенни. Финляндия ; 1967 ;  ; Al/Br ; AU ; 21 ; solder13 ; 32 
 2670 ; 20 пенни. Финляндия ; 1968 ;  ; Al/Br ; AU ; 20 ; rizovtpl ; 20 
 2671 ; 20 пенни. Финляндия ; 1971 ;  ; Al/Br ; AU ; 3 ; obob999 ; 4 
 2672 ; 20 пенни. Финляндия ; 1972 ;  ; Al/Br ; AU ; 6 ; alex995 ; 11 
 2673 ; 20 пенни. Финляндия ; 1973 ;  ; Al/Br ; AU ; 66 ; Randy ; 83 
 2674 ; 20 пенни. Финляндия ; 1974 ;  ; Al/Br ; AU ; 4 ; vanamo ; 5 
 2675 ; 20 пенни. Финляндия ; 1975 ;  ; Al/Br ; XF+ ; 1 ; alex995 ; 11 
 2676 ; 20 пенни. Финляндия ; 1976 ;  ; Al/Br ; XF+ ; 1 ; alex995 ; 11 
 2677 ; 20 пенни. Финляндия ; 1977 ;  ; Al/Br ; AU ; 5 ; solder13 ; 21 
 2678 ; 20 пенни. Финляндия ; 1978 ;  ; Al/Br ; XF+ ; 1 ; alex995 ; 11 
 2679 ; 20 пенни. Финляндия ; 1979 ;  ; Al/Br ; AU ; 3 ; solder13 ; 21 
 2680 ; 20 пенни. Финляндия ; 1980 ;  ; Al/Br ; AU ; 13 ; solder13 ; 15 
 2681 ; 20 пенни. Финляндия ; 1981 ;  ; Al/Br ; AU ; 10 ; solder13 ; 10 
 2682 ; 20 пенни. Финляндия ; 1982 ;  ; Al/Br ; AU ; 21 ; alex995 ; 21 
 2683 ; 20 пенни. Финляндия ; 1983 ;  ; Al/Br ; AU ; 21 ; vanamo ; 22 
 2684 ; 20 пенни. Финляндия ; 1984 ;  ; Al/Br ; UNC/AU ; 14 ; AndrCh58 ; 20 
 2685 ; 20 пенни. Финляндия ; 1985 ;  ; Al/Br ; AU ; 14 ; vanamo ; 21 
 2686 ; 20 пенни. Финляндия ; 1986 ;  ; Al/Br ; AU ; 21 ; vanamo ; 21 
 2687 ; 20 пенни. Финляндия ; 1987 ;  ; Al/Br ; UNC/AU ; 34 ; koponen ; 54 
 2688 ; 20 пенни. Финляндия ; 1989 ;  ; Al/Br ; UNC/AU ; 4 ; AndrCh58 ; 20 
 2689 ; 5 крон. Швеция. Густав V ; 1935 ;  ;  ; VF-XF ; 5 ; jef688 ; 326 
 2690 ; 5 крон. Швеция. 70 лет со дня рождения Густава VI Адольфа ; 1952 ;  ; Ag ; AU ; 35 ; jef688 ; 434 
 2691 ; 2 кроны. Швеция. Оскар II ; 1907 ;  ; Ag ; VF+ ; 57 ; SadKo ; 400 
 2692 ; 2 кроны. Швеция. 400 лет политической свободы. Юбилейная ; 1921 ; W ; Ag ; AU ; 60 ; rizovtpl ; 728 
 2693 ; 2 кроны. Швеция. Густав V ; 1939 ;  ; Ag ; AU ; 42 ; vitapool ; 220 
 2694 ; 50 эре. Швеция ; 1956 ;  ; Ag ; VF-XF ; 26 ; Бамс ; 51 
 2695 ; 10 эре. Швеция ; 1939 ;  ; Ag ; VF-XF ; 23 ; Бамс ; 53 
 2696 ; 10 эре. Швеция ; 1941 ;  ; Ag ; XF+ ; 16 ; vitapool ; 67 
 2697 ; 10 эре. Швеция ; 1944 ;  ; Ag ; XF+ ; 19 ; Stroitel ; 23 
 2698 ; 10 эре. Швеция ; 1947 ;  ; Ag ; XF ; 9 ; vanamo ; 36 
 2699 ; 10 эре. Швеция ; 1948 ;  ; Ag ; XF+ ; 13 ; obob999 ; 17 
 2700 ; 10 эре. Швеция ; 1949 ;  ; Ag ; XF+ ; 13 ; Stroitel ; 17 
 2601 ; 50 пенни. Финляндия ; 1936 ;  ; Cu/Ni ; XF+ ; 5 ; vanamo ; 22 
 2602 ; 50 пенни. Финляндия ; 1937 ;  ; Cu/Ni ; AU ; 9 ; avg1974 ; 34 
 2603 ; 50 пенни. Финляндия ; 1938 ;  ; Cu/Ni ; AU ; 49 ; avg1974 ; 69 
 2604 ; 50 пенни. Финляндия ; 1939 ;  ; Cu/Ni ; XF+ ; 7 ; avg1974 ; 34 
 2605 ; 50 пенни. Финляндия ; 1940 ;  ; Cu/Ni ; XF+ ; 3 ; selezsi ; 24 
 2606 ; 50 пенни. Финляндия ; 1940 ;  ; Cu ; XF+ ; 29 ; 542 ; 32 
 2607 ; 50 пенни. Финляндия ; 1941 ;  ; Cu ; AU ; 18 ; В1951 ; 39 
 2608 ; 50 пенни. Финляндия ; 1942 ;  ; Cu ; AU ; 51 ; rizovtpl ; 67 
 2609 ; 50 пенни. Финляндия ; 1943 ;  ; Cu ; AU ; 8 ; Lumen81 ; 31 
 2610 ; 50 пенни. Финляндия ; 1943 ;  ; Fe ; AU ; 16 ; 542 ; 104 
 2611 ; 50 пенни. Финляндия ; 1944 ;  ; Fe ; XF+ ; 5 ; СВл ; 118 
 2612 ; 50 пенни. Финляндия ; 1945 ;  ; Fe ; AU ; 17 ; СВл ; 134 
 2613 ; 50 пенни. Финляндия ; 1946 ;  ; Fe ; XF+ ; 97 ; СВл ; 274 
 2614 ; 50 пенни. Финляндия ; 1947 ;  ; Fe ; AU ; 40 ; tavitrof ; 53 
 2615 ; 50 пенни. Финляндия ; 1948 ;  ; Fe ; AU ; 66 ; avg1974 ; 728 
 2616 ; 50 пенни. Финляндия ; 1963 ;  ; Al/Br ; AU ; 13 ; avg1974 ; 46 
 2617 ; 50 пенни. Финляндия ; 1964 ;  ; Al/Br ; XF- ; 21 ; Михалыч ; 22 
 2618 ; 50 пенни. Финляндия ; 1965 ;  ; Al/Br ; VF-XF ; 8 ; 542 ; 104 
 2619 ; 50 пенни. Финляндия ; 1966 ;  ; Al/Br ; AU ; 7 ; avg1974 ; 57 
 2620 ; 50 пенни. Финляндия ; 1967 ;  ; Al/Br ; AU ; 9 ; AndrCh58 ; 189 
 2621 ; 50 пенни. Финляндия ; 1968 ;  ; Al/Br ; XF+ ; 78 ; СВл ; 1030 
 2622 ; 50 пенни. Финляндия ; 1970 ;  ; Al/Br ; XF ; 13 ; Lumen81 ; 14 
 2623 ; 50 пенни. Финляндия ; 1971 ;  ; Al/Br ; AU ; 9 ; avg1974 ; 42 
 2624 ; 50 пенни. Финляндия ; 1972 ;  ; Al/Br ; XF+ ; 13 ; СВл ; 48 
 2625 ; 50 пенни. Финляндия ; 1973 ;  ; Al/Br ; AU ; 36 ; Randy ; 104 
 2626 ; 50 пенни. Финляндия ; 1974 ;  ; Al/Br ; AU ; 37 ; Михалыч ; 46 
 2627 ; 50 пенни. Финляндия ; 1975 ;  ; Al/Br ; XF+ ; 5 ; avg1974 ; 46 
 2628 ; 50 пенни. Финляндия ; 1976 ;  ; Al/Br ; AU ; 28 ; solder13 ; 27 
 2629 ; 50 пенни. Финляндия ; 1977 ;  ; Al/Br ; AU ; 25 ; vanamo ; 25 
 2630 ; 50 пенни. Финляндия ; 1978 ;  ; Al/Br ; UNC/AU ; 12 ; vanamo ; 25 
 2631 ; 50 пенни. Финляндия ; 1979 ;  ; Al/Br ; AU ; 7 ; Stroitel ; 20 
 2632 ; 50 пенни. Финляндия ; 1980 ;  ; Al/Br ; AU ; 27 ; vanamo ; 53 
 2633 ; 50 пенни. Финляндия ; 1981 ;  ; Al/Br ; UNC/AU ; 10 ; solder13 ; 26 
 2634 ; 50 пенни. Финляндия ; 1982 ;  ; Al/Br ; AU ; 30 ; 542 ; 46 
 2635 ; 50 пенни. Финляндия ; 1983 ;  ; Al/Br ; UNC/AU ; 26 ; 542 ; 46 
 2636 ; 50 пенни. Финляндия ; 1984 ;  ; Al/Br ; UNC/AU ; 21 ; 542 ; 72 
 2637 ; 50 пенни. Финляндия ; 1985 ;  ; Al/Br ; UNC/AU ; 19 ; СВл ; 83 
 2638 ; 50 пенни. Финляндия ; 1986 ;  ; Al/Br ; UNC/AU ; 23 ; ivdel1 ; 24 
 2639 ; 50 пенни. Финляндия ; 1987 ;  ; Al/Br ; UNC/AU ; 37 ; 542 ; 134 
 2640 ; 50 пенни. Финляндия ; 1988 ;  ; Al/Br ; UNC/AU ; 25 ; AndrCh58 ; 26 
 2641 ; 50 пенни. Финляндия ; 1990 ;  ; Al/Br ; UNC/AU ; 15 ; koponen ; 46 
 2642 ; 50 пенни. Финляндия. Полярный медведь. Новый тип ; 1990 ;  ; Cu/Ni ; AU ; 42 ; Михалыч ; 62 
 2643 ; 50 пенни. Финляндия. Полярный медведь ; 1991 ;  ; Cu/Ni ; AU ; 13 ; solder13 ; 33 
 2644 ; 25 пенни. Финляндия ; 1921 ;  ; Cu/Ni ; AU ; 16 ; selezsi ; 38 
 2645 ; 25 пенни. Финляндия ; 1925 ;  ; Cu/Ni ; VF+ ; 11 ; 542 ; 36 
 2646 ; 25 пенни. Финляндия ; 1926 ;  ; Cu/Ni ; VF+ ; 13 ; solder13 ; 14 
 2647 ; 25 пенни. Финляндия ; 1927 ;  ; Cu/Ni ; XF ; 21 ; 542 ; 97 
 2648 ; 25 пенни. Финляндия ; 1928 ;  ; Cu/Ni ; XF+ ; 18 ; В1951 ; 85 
 2649 ; 25 пенни. Финляндия ; 1929 ;  ; Cu/Ni ; VF+ ; 11 ; 542 ; 104 
 2650 ; 25 пенни. Финляндия ; 1934 ;  ; Cu/Ni ; XF- ; 15 ; solder13 ; 24 
 2551 ; 10 злотых. Польша. 60 лет со дня окончания 2-ой Мировой Войны ; 2005 ;  ; Ag ; Proof ; 52 ; andr45 ; 1131 
 2552 ; 20 злотых. Польша. Степной сурок - Байбак ; 2006 ;  ; Ag ; Proof ; 125 ; Copirchik ; 412 
 2553 ; 3 марки. Пруссия. 100 лет разгрома Наполеона ; 1913 ;  ; Ag ; F ; 149 ; vitapool ; 714 
 2554 ; 5 марок. Германия. На смерть Пауля фон Гинденбурга ; 1936 ; А ; Ag ; VF ; 83 ; ksv1 ; 246 
 2555 ; 2 марки. Германия. На смерть Пауля фон Гинденбурга. Заделано отверстие 12 ч ; 1939 ; А ; Ag ; F+ ; 81 ; kostik_ne ; 120 
 2556 ; 5 лат. Латвия ; 1931 ;  ; Ag ; VF+ ; 33 ; D-503 ; 410 
 2557 ; 10 злотых. Польша ; 1932 ;  ; Ag ; VF+ ; 84 ; obob999 ; 318 
 2558 ; 5 марок. Германия. На смерть Пауля фон Гинденбурга ; 1935 ; Е ; Ag ; F-VF ; 99 ; Poiuyt ; 223 
 2559 ; 10 злотых. Польша ; 1935 ;  ; Ag ; VF ; 7 ; o.k. ; 311 
 2560 ; 10 злотых. Польша ; 1935 ;  ; Ag ; XF- ; 11 ; swoon ; 353 
 2561 ; 10 злотых. Польша. 70 лет со дня восстания в 1863г ; 1933 ;  ; Ag ; VF ; 20 ; Copirchik ; 1537 
 2562 ; 5 злотых. Польша ; 1928 ;  ; Ag ; VF- ; 59 ; Copirchik ; 3572 
 2563 ; 5 марок. Веймар. 1000-летие освобождения Рейнланда ; 1925 ; А ; Ag ; AU ; 11 ; AAE2006 ; 3684 
 2564 ; 3 марки. Веймар. 1000-летие освобождения Рейнланда ; 1925 ; А ; Ag ; XF+ ; 7 ; AAE2006 ; 1863 
 2565 ; 3 марки. Веймар. 1000-летие Майсена ; 1929 ; Е ; Ag ; AU ; 14 ; AAE2006 ; 2556 
 2566 ; 3 марки. Веймар. Воссоединение Рейнланда ; 1930 ; D ; Ag ; AU ; 38 ; AAE2006 ; 2490 
 2567 ; 3 марки. Веймар. Фон дер Фогельвейде ; 1930 ; А ; Ag ; AU ; 17 ; lawyer ; 3017 
 2568 ; 3 марки. Веймар. 10 лет конституции ; 1929 ; D ; Ag ; AU ; 63 ; AAE2006 ; 1850 
 2569 ; 2 марки. Германия. Мартин Лютер ; 1933 ; D ; Ag ; XF- ; 12 ; o.k. ; 925 
 2570 ; 5 марок. Пруссия. 200 лет королевству ; 1901 ;  ; Ag ; XF+ ; 20 ; lawyer ; 1796 
 2571 ; 5 марок. Пруссия ; 1895 ;  ; Ag ; VF ; 25 ; jef688 ; 759 
 2572 ; 5 марок. Пруссия ; 1903 ;  ; Ag ; VF ; 6 ; eddy ; 800 
 2573 ; 3 марки. Саксония. 100 лет битвы Народов ; 1913 ;  ; Ag ; AU ; 38 ; hugo ; 1513 
 2574 ; 1000 шиллингов. Уганда. Большая пятерка. Лев ; 2001 ;  ; Cu/Ni ; proof ; 11 ; den_ff ; 278 
 2575 ; 1/2 бальбоа. Панама ; 1947 ;  ; Ag ; VF- ; 40 ; vitapool ; 350 
 2576 ; 1 франк. Бельгия ; 1867 ;  ; Ag ; F-VF ; 94 ; Михалыч ; 263 
 2577 ; 10 марок. ФРГ. 10 лет объединению ; 2000 ;  ; Ag ; Proof ; 24 ; 542 ; 538 
 2578 ; 100 шиллингов. Австрия. 50 лет шиллингу ; 1975 ;  ; Ag ; AU ; 2 ; erfahren ; 390 
 2579 ; 5 лат. Латвия ; 1931 ;  ; Ag ; VF- ; 18 ; o.k. ; 429 
 2580 ;  100 шиллингов. Австрия.900 лет крепости Хоэнзальцбург ; 1977 ;  ; Ag ; AU ; 23 ; erfahren ; 399 
 2581 ; 50 шиллингов. Австрия. 150 лет национальному банку Австрии ; 1966 ;  ; Ag ; AU ; 11 ; bigbenny ; 400 
 2582 ; 1 крона. Великобритания. Уинстон Черчилль ; 1965 ;  ; Cu/Ni ; AU ; 60 ; kro ; 195 
 2583 ; 25 новых пенсов. Великобритания. 25 лет правления Елизаветты II ; 1977 ;  ; Cu/Ni ; AU ; 26 ; kro ; 108 
 2584 ; 25 новых пенсов. Великобритания. 80 лет королеве-матери ; 1980 ;  ; Cu/Ni ; AU ; 52 ; kro ; 211 
 2585 ; 25 новых пенсов. Великобритания. На бракосочетание принца Чарльза и леди Дианы Спенсер ; 1981 ;  ; Cu/Ni ; AU ; 81 ; kro ; 251 
 2586 ; 2 золота. Турция ; 1187лх ;  ; Ag ; VF-XF ; 27 ; SadKo ; 546 
 2587 ; Йузлук. Турция. Правитель Селим III ; 1203 л.х. ;  ; Ag ; VF+ ; 32 ; s-key ; 552 
 2588 ; 2 золота. Турция ; 1187лх ;  ; Ag ; VF- ; 44 ; Гордиан ; 308 
 2589 ; 2 пиастра. Турция. Правитель Селим III. 4-й год правления ; 1203 л.х. ;  ; Ag ; VF ; 66 ; s-key ; 703 
 2590 ; 2 золота. Турция ; 1187лх ;  ; Ag ; VF-XF ; 34 ; vitapool ; 450 
 2591 ; 2 золота. Турция ; 1187лх ;  ; Ag ; VF ; 147 ; xabib ; 459 
 2592 ; 2 пиастра. Турция. Правитель Селим III. 13-й год правления ; 1203 л.х. ;  ; Ag ; VF ; 37 ; xabib ; 372 
 2593 ; Йузлук. Турция. Правитель Селим III. 9-й год правления ; 1203 л.х. ;  ; Ag ; VF ; 36 ; xabib ; 574 
 2594 ; 2 золота. Турция ; 1187лх ;  ; Ag ; VF-XF ; 45 ; Гордиан ; 793 
 2595 ; 25 марок. Финляндия. 750 лет г Турку ; 1979 ;  ; Ag ; UNC/AU ; 37 ; scaevola ; 524 
 2596 ; 50 пенни. Финляндия ; 1921 ;  ; Cu/Ni ; AU ; 20 ; veektor ; 44 
 2597 ; 50 пенни. Финляндия ; 1923 ;  ; Cu/Ni ; XF+ ; 14 ; Михалыч ; 24 
 2598 ; 50 пенни. Финляндия ; 1929 ;  ; Cu/Ni ; XF- ; 35 ; 542 ; 47 
 2599 ; 50 пенни. Финляндия ; 1934 ;  ; Cu/Ni ; XF ; 13 ; СВл ; 298 
 2600 ; 50 пенни. Финляндия ; 1935 ;  ; Cu/Ni ; XF+ ; 9 ; СВл ; 318 
 2501 ; 2 1/2 гульдена. Нидерланды ; 1930 ;  ; Ag ; XF- ; 78 ; EA51 ; 385 
 2502 ; 1 песо. Куба. Встреча папы Иоанна Павла II и Фиделя Кастро ; 1997 ;  ; Cu-Ni ; AU ; 15 ; СВл ; 1224 
 2503 ; 1 песо. Куба. Визит папы Иоанна Павла II на Кубу ; 1998 ;  ; Cu-Ni ; AU ; 24 ; ганс72 ; 169 
 2504 ; 1 крона. Остров Мэн. 200 лет Дерби ; 1980 ;  ; Cu-Ni ; AU ; 48 ; zoom30 ; 220 
 2505 ; 1 крона. Остров Мэн. Бракосочетание принца Эндрю и Сары ; 1986 ;  ; Cu-Ni ; AU ; 67 ; o.k. ; 235 
 2506 ; 1 крона. Остров Мэн. Сохраним наш мир - тюлени ; 1994 ;  ; Cu-Ni ; AU ; 33 ; vengriya ; 340 
 2507 ; 1 крона. Остров Мэн. Сохраним наш мир - белая цапля ; 1995 ;  ; Cu-Ni ; AU ; 45 ; KKK ; 255 
 2508 ; 1 крона. Остров Мэн. Уинстон Черчилль ; 1990 ;  ; Cu-Ni ; AU ; 14 ; o.k. ; 332 
 2509 ; 50 долларов. Острова Кука. Дикие животные, подвергающиеся опасности - шимпанзе ; 1990 ;  ; Ag ; Proof ; 12 ; KKK ; 567 
 2510 ; 2,8 экю. Гибралтар. Евро туннель ; 1993 ;  ; Cu-Ni ; AU ; 41 ; KKK ; 251 
 2511 ; 2 марки. Пруссия. 200 лет Пруссии ; 1901 ;  ; Ag ; AU ; 49 ; tisa66 ; 1000 
