 5577 ; Акция ; 1923 ;  ;  ;  ; 9 ; denis.davydov ; 120 
 5302 ; 10 гульденов Нидерланды ; 1968 ;  ;  ;  ; 13 ; кудашкин ; 159 
 5303 ; 10 гульденов Нидерланды ; 1997 ;  ;  ;  ; 26 ; Ostriy ; 363 
 5304 ; 20 гульденов Нидерланды ; 1941 ;  ;  ;  ; 63 ; sifirot ; 2392 
 5305 ; 1 фунт Великобритания ;  ;  ;  ;  ; 34 ; Вадим Скифский ; 202 
 5306 ; 1 фунт Гернси ;  ;  ;  ; AU ; 33 ; 1879 ; 310 
 5307 ; 1 фунт Джерси ;  ;  ;  ; AU ; 45 ; geit ; 601 
 5308 ; 1 фунт Джерси ;  ;  ;  ; AU ; 31 ; geit ; 599 
 5309 ; 20 крон Дания ; 1972 ;  ;  ;  ; 5 ; Yuraha76 ; 204 
 5310 ; 50 крон Дания ; 1972 ;  ;  ;  ; 31 ; krugerrand ; 1281 
 5311 ; Бона иностранная Румыния ; 1999 ;  ;  ; AU ; 22 ; Ssid ; 152 
 5312 ; Бона иностранная Венгрия ; 1998 ;  ;  ; AU ; 33 ; Andreyspb ; 226 
 5313 ; Бона иностранная. Франция ;  ;  ;  ;  ; 9 ; 333985 ; 216 
 5314 ; Лот бон Венгрия 4 шт ; 1930-45 ;  ;  ;  ; 39 ; Вадим Скифский ; 317 
 5315 ; Лот бон Венгрия 3 шт ; 1946 ;  ;  ;  ; 23 ; Вадим Скифский ; 218 
 5316 ; Лот бон Финляндия 2 шт ; 1963-80 ;  ;  ;  ; 42 ; tss ; 262 
 5317 ; Лот бон иностранных 5 шт ;  ;  ;  ;  ; 29 ; Вадим Скифский ; 206 
 5318 ; 500 драхм Греция ; 1983 ;  ;  ; AU ; 22 ; air ; 257 
 5319 ; 100 марок Финляндия ; 1986 ;  ;  ;  ; 21 ; Либра ; 510 
 5320 ; 50 марок Финляндия ; 1986 ;  ;  ;  ; 17 ; krugerrand ; 255 
 5321 ; 500 франков Франция ; 1985 ;  ;  ;  ; 19 ; boroda ; 379 
 5322 ; 20 франков Франция ; 1943 ;  ;  ;  ; 6 ; нв1975 ; 128 
 5323 ; 20 крон Швеция ;  ;  ;  ; AU ; 34 ; murew ; 293 
 5324 ; 20 франков Швейцария ;  ;  ;  ;  ; 28 ; boroda ; 1076 
 5325 ; Бона иностранная Венгрия ; 1946 ;  ;  ;  ; 17 ; sos1 ; 74 
 5326 ; Бона иностранная Венгрия ; 1946 ;  ;  ;  ; 10 ; Вадим Скифский ; 68 
 5227 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 19 ; Mike! ; 204 
 5228 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 21 ; Mike! ; 222 
 5229 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 28 ; dds ; 296 
 5230 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 31 ; dds ; 301 
 5231 ; Бона иностранная Германия ; 1918 ;  ;  ;  ; 15 ; dds ; 305 
 5232 ; Бона иностранная Германия ; 1922 ;  ;  ;  ; 21 ; dds ; 302 
 5233 ; Нотгельд Германия ; 1921 ;  ;  ;  ; 11 ; flutter ; 100 
 5234 ; Лот нотгельдов Германия 3 шт ; 1921 ;  ;  ;  ; 12 ; flutter ; 136 
 5235 ; Лот нотгельдов Германия 3 шт ;  ;  ;  ;  ; 17 ; maymuse ; 227 
 5236 ; Лот нотгельдов Германия 10 шт ;  ;  ;  ;  ; 12 ; sos1 ; 340 
 5237 ; Лот нотгельдов Германия 10 шт ;  ;  ;  ;  ; 10 ; sos1 ; 340 
 5238 ; Лот нотгельдов Германия 10 шт ;  ;  ;  ;  ; 9 ; Скрудж ; 310 
 5239 ; Лот нотгельдов Германия 4 шт ; 1920 ;  ;  ;  ; 21 ; vladmarkin ; 207 
 5240 ; 1 рубль ; 1916 ;  ;  ;  ; 8 ; ук75579 ; 141 
 5241 ; 50 копеек ; 1916 ;  ;  ;  ; 10 ; бриз33 ; 134 
 5242 ; Бона иностранная Австрия ; 1944 ;  ;  ;  ; 21 ; svv ; 341 
 5243 ; Бона иностранная Австрия ; 1944 ;  ;  ;  ; 9 ; benc ; 166 
 5244 ; Бона иностранная Австрия ; 1944 ;  ;  ;  ; 18 ; alesjane ; 107 
 5245 ; Лот бон 4 шт ;  ;  ;  ;  ; 18 ; alesjane ; 270 
 5246 ; 5 марок ГДР ; 1975 ;  ;  ;  ; 21 ; СТРЕКОЗА ; 148 
 5247 ; Лот бон иностранных 3 шт ;  ;  ;  ;  ; 38 ; mvf ; 525 
 5248 ; Лот бон иностранных 3 шт ;  ;  ;  ;  ; 23 ; boroda ; 138 
 5249 ; Лот бон иностранных 3 шт ;  ;  ;  ;  ; 16 ; boroda ; 363 
 5250 ; Лот бон иностранных 6 шт ;  ;  ;  ;  ; 29 ; boroda ; 357 
 5251 ; 1/2 марки Мемель ; 1922 ;  ;  ;  ; 37 ; oleg61 ; 1311 
 5252 ; 1 марка Мемель ; 1922 ;  ;  ;  ; 41 ; oleg61 ; 1270 
 5253 ; 2 марки Мемель ; 1922 ;  ;  ;  ; 31 ; oleg61 ; 1224 
 5254 ; 5 марок Мемель ; 1922 ;  ;  ;  ; 44 ; lesnik1 ; 1009 
 5255 ; 1 рупия Немецкая-Восточная-Африка ; 1916 ;  ;  ;  ; 15 ; Моряк-собиратель ; 400 
 5256 ; 1 рупия Немецкая-Восточная-Африка ; 1917 ;  ;  ;  ; 27 ; Майкл ; 1226 
 5257 ; 5 франков Франция ; 1943 ;  ;  ;  ; 14 ; viv007 ; 102 
 5258 ; 10 франков Франция ; 1939 ;  ;  ;  ; 20 ; viv007 ; 101 
 5259 ; 10 франков Франция ; 1942 ;  ;  ;  ; 54 ; murew ; 363 
 5260 ; 10 франков Франция ; 1971 ;  ;  ;  ; 34 ; murew ; 253 
 5261 ; 10 франков Франция ; 1974 ;  ;  ;  ; 42 ; murew ; 273 
 5262 ; 50 франков Франция ; 1940 ;  ;  ;  ; 46 ; archy ; 441 
 5263 ; 100 франков Франция ; 1939 ;  ;  ;  ; 44 ; archy ; 465 
 5264 ; 100 франков Франция ; 1944 ;  ;  ;  ; 19 ; 47154 ; 255 
 5265 ; Бона иностранная Франция ;  ;  ;  ;  ; 43 ; von_Schwarz ; 3208 
 5266 ; Бона иностранная Франция ;  ;  ;  ;  ; 28 ; alesjane ; 1022 
 5267 ; Бона иностранная Франция ;  ;  ;  ;  ; 24 ; von_Schwarz ; 461 
 5268 ; Бона иностранная Франция ;  ;  ;  ;  ; 20 ; von_Schwarz ; 340 
 5269 ; 5 франков Бельгия ; 1914 ;  ;  ;  ; 95 ; archy ; 730 
 5270 ; 1000 франков Бельгия ; 1943 ;  ;  ;  ; 28 ; smel ; 410 
 5271 ; 100 франков Бельгия ; 1938 ;  ;  ;  ; 30 ; трутень ; 149 
 5272 ; 100 франков Бельгия ;  ;  ;  ; AU ; 66 ; murew ; 579 
 5273 ; 10 франков Люксенбург ; 1967 ;  ;  ; AU ; 58 ; Andreyspb ; 794 
 5274 ; Бона иностранная Италия ;  ;  ;  ;  ; 12 ; ВЯЗЪ ; 68 
 5275 ; Бона иностранная Италия ;  ;  ;  ;  ; 23 ; dmivanych ; 218 
 5276 ; Бона иностранная Италия ;  ;  ;  ;  ; 18 ; alesjane ; 126 
 5177 ; 200 рублей ; 1992 ; билет ;  ;  ; 5 ; бриз33 ; 47 
 5178 ; 500 рублей ; 1992 ; билет ;  ;  ; 22 ; stanis.bogdanoff ; 44 
 5179 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 11 ; 100alf ; 40 
 5180 ; Бона. 100 рублей. Олимпиада в Сочи. Серия Аа ; 2014 ;  ;  ;  ; 7 ; shelbyroush ; 184 
 5181 ; Бона. 100 рублей. Олимпиада в Сочи. Серия АА ; 2014 ;  ;  ;  ; 6 ; shelbyroush ; 184 
 5182 ; Бона. 100 рублей. Крым и Севастополь. Серия СК ; 2015 ;  ;  ;  ; 5 ; $KoKoS$ ; 118 
 5183 ; Бона. 100 рублей. Крым и Севастополь. Серия СК ; 2015 ;  ;  ;  ; 9 ; Zlyouka ; 119 
 5184 ; Облигация ; 1914 ;  ;  ;  ; 15 ; denis.davydov ; 300 
 5185 ; Облигация ; 1913 ;  ;  ;  ; 6 ; denis.davydov ; 469 
 5186 ; Облигация ; 1914 ;  ;  ;  ; 21 ; denis.davydov ; 300 
 5187 ; Облигация ; 1889 ;  ;  ;  ; 10 ; denis.davydov ; 400 
 5188 ; Облигация ; 1894 ;  ;  ;  ; 9 ; denis.davydov ; 466 
 5189 ; Облигация ; 1894 ;  ;  ;  ; 12 ; 333985 ; 408 
 5190 ; Пай в 100 рублей ; 1913 ;  ;  ;  ; 21 ; 333985 ; 424 
 5191 ; Облигация ; 1891 ;  ;  ;  ; 13 ; Serjd ; 360 
 5192 ; Акция ; 1915 ;  ;  ;  ; 10 ; 333985 ; 450 
 5193 ; Акция ; 1901 ;  ;  ;  ; 14 ; dds ; 451 
 5194 ; 100 000 рублей ; 1921 ;  ;  ;  ; 11 ; ук75579 ; 444 
 5195 ; Ассигновка МВД ; 1913 ;  ;  ;  ; 5 ; master_mt5 ; 603 
 5196 ; Вексель на 100 рублей г. Астрахань ; 1928 ;  ;  ;  ; 41 ; кве ; 2005 
 5197 ; 5 копеек ; 1989 ;  ;  ;  ; 9 ; alex2016 ; 50 
 5198 ; 50 копеек ; 1989 ;  ;  ;  ; 12 ; Serjd ; 150 
 5199 ; 1 рубль ; 1989 ;  ;  ;  ; 11 ; Serjd ; 200 
 5200 ; Лот чеков 2 шт. Внешторгбанк СССР ;  ;  ;  ;  ; 6 ; Моряк-собиратель ; 53 
 5201 ; Лотерейный билет "ОСОАВИАХИМ" ; 1930 ;  ;  ;  ; 24 ; нвф68 ; 827 
 5202 ; Лотерейный билет "ОСОАВИАХИМ" ; 1939 ;  ;  ;  ; 19 ; Holder31 ; 623 
 5203 ; Лотерейный билет "ОСОАВИАХИМ" ; 1940 ;  ;  ;  ; 5 ; Vova1950 ; 306 
 5204 ; Лотерейный билет "ОСОАВИАХИМ" ; 1941 ;  ;  ;  ; 11 ; Vova1950 ; 510 
 5205 ; Дорожный чек 10 рублей ; 1961 ;  ;  ;  ; 59 ; Serjd ; 191 
 5206 ; Дорожный чек 50 рублей ;  ;  ;  ;  ; 15 ; Вадим Скифский ; 153 
 5207 ; Облигация на 10 рублей ; 1939 ;  ;  ;  ; 19 ; Serjd ; 375 
 5208 ; Лот облигаций 2 шт ; 1953-54 ;  ;  ;  ; 12 ; Ivanov ; 114 
 5209 ; Приватизационный чек 10000 рублей ; 1992 ;  ;  ;  ; 21 ; asru ; 476 
 5210 ; 5 рублей ; 1947 ; Гос.казначейский билет ;  ;  ; 19 ; БУП-61М ; 597 
 5211 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 14 ; Ёхан из Баварии ; 110 
 5212 ; 10 карбованцев ;  ; Украина Знак Державноi скарбицi ;  ;  ; 16 ; ук75579 ; 293 
 5213 ; 5 гривень ; 1920 ; Украина Розмiнний Знак Державноi скарбицi ;  ;  ; 54 ; NNN ; 985 
 5214 ; 5 карбованцев Ровно ; 1942 ;  ;  ;  ; 16 ; Четырехлистник ; 255 
 5215 ; 10 карбованцев Ровно ; 1942 ;  ;  ;  ; 49 ; Четырехлистник ; 787 
 5216 ; Бона иностранная Германия ; 1911 ;  ;  ;  ; 17 ; Вадим Скифский ; 192 
 5217 ; 100 марок Германия ; 1911 ;  ;  ;  ; 9 ; ssuss ; 273 
 5218 ; 100 марок Германия ; 1900 ;  ;  ;  ; 11 ; flutter ; 222 
 5219 ; 100 марок Германия ; 1922 ;  ;  ;  ; 18 ; велес ; 143 
 5220 ; Бона иностранная Германия ; 1929 ;  ;  ;  ; 24 ; taa ; 135 
 5221 ; Бона иностранная Германия ; 1920 ;  ;  ;  ; 9 ; 1alexs111 ; 57 
 5222 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 25 ; Mike! ; 203 
 5223 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 31 ; dds ; 301 
 5224 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 33 ; dds ; 305 
 5225 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 15 ; Mike! ; 204 
 5226 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 14 ; Mike! ; 204 
 5127 ; 100 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ; XF ; 55 ; Sky2 ; 1145 
 5128 ; 500 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 34 ; lesnik1 ; 367 
 5129 ; 500 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 24 ; lesnik1 ; 363 
 5130 ; 1000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 14 ; lesnik1 ; 120 
 5131 ; 5000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 26 ; Serjd ; 827 
 5132 ; 25000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 37 ; X3.96rus ; 336 
 5133 ; 50000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 27 ; Dimitr1 ; 343 
 5134 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 14 ; трутень ; 308 
 5135 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 24 ; Holder31 ; 208 
 5136 ; 1000000 рублей ; 1921 ; Обязательства РСФСР 1921 г. ;  ;  ; 34 ; NNN ; 2720 
 5137 ; 1 рубль ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 18 ; Serjd ; 624 
 5138 ; 10 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 48 ; Семен ; 997 
 5139 ; 50 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 59 ; Sky2 ; 2142 
 5140 ; 100 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 47 ; rolan1 ; 1577 
 5141 ; 10 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 65 ; Sky2 ; 1259 
 5142 ; 100 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 45 ; 666666 ; 861 
 5143 ; 2 копейки ; 1924 ; Разменные казн.боны ;  ;  ; 70 ; oleg61 ; 5175 
 5144 ; 1 рубль золотом ; 1928 ; Гос.казначейские билеты СССР ;  ;  ; 31 ; rolan1 ; 3526 
 5145 ; 2 червонца ; 1928 ; Калманович, Карклин. Билет ;  ;  ; 79 ; Serjd ; 3162 
 5146 ; 3 червонца ; 1932 ; Билет ;  ;  ; 9 ; trio ; 555 
 5147 ; 1 рубль ; 1934 ; Гос.казначейские билеты ;  ;  ; 73 ; savic ; 3002 
 5148 ; 3 рубля ; 1934 ; Гос.казначейские билеты ;  ;  ; 86 ; savic ; 3458 
 5149 ; 5 рублей ; 1934 ; Гос.казначейские билеты ;  ;  ; 31 ; ВС ; 567 
 5150 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 9 ; trio ; 333 
 5151 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 13 ; trio ; 603 
 5152 ; 10 червонцев ; 1937 ; Билет ;  ;  ; 44 ; trio ; 1100 
 5153 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 61 ; bondars ; 227 
 5154 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 9 ; БУП-61М ; 473 
 5155 ; 25 рублей ; 1947 ; билет ;  ;  ; 61 ; БУП-61М ; 1590 
 5156 ; Лот бон ( 4шт.) ;  ;  ;  ;  ; 12 ; viv007 ; 296 
 5157 ; Лот бон 100 рублей 3 шт ; 1961-91 ;  ;  ;  ; 52 ; stanis.bogdanoff ; 309 
 5158 ; 100 рублей ; 1991 ; билет ;  ;  ; 10 ; 666666 ; 59 
 5159 ; 100 рублей ; 1991 ; билет ;  ;  ; 11 ; 666666 ; 59 
 5160 ; 200 рублей ; 1991 ; билет ;  ;  ; 25 ; 666666 ; 720 
 5161 ; 500 рублей ; 1991 ; билет ;  ;  ; 27 ; кве ; 669 
 5162 ; 50 рублей ; 1992 ; билет ;  ;  ; 12 ; lsp25 ; 227 
 5163 ; 10000 рублей ; 1992 ; банкнота ;  ;  ; 26 ; serg901 ; 453 
 5164 ; 1000 рублей ; 1993 ; банкнота ;  ;  ; 39 ; stanis.bogdanoff ; 201 
 5165 ; 5000 рублей ; 1993 ; банкнота ;  ;  ; 47 ; sub215 ; 308 
 5166 ; 5000 рублей ; 1993 ; банкнота ;  ;  ; 21 ; lsp25 ; 371 
 5167 ; 10000 рублей ; 1993 ; банкнота ;  ;  ; 40 ; Skit ; 902 
 5168 ; 5000 рублей ; 1995 ; банкнота ;  ;  ; 16 ; trio ; 608 
 5169 ; 5000 рублей ; 1995 ; банкнота ;  ;  ; 33 ; lsp25 ; 435 
 5170 ; 10000 рублей ; 1995 ; банкнота ;  ;  ; 15 ; lsp25 ; 579 
 5171 ; 50000 рублей ; 1995 ; банкнота ;  ;  ; 25 ; lsp25 ; 481 
 5172 ; 100 рублей ; 1997 ; банкнота ;  ;  ; 28 ; an78gg ; 279 
 5173 ; 100 рублей ; 1991 ; билет ;  ;  ; 4 ; UnPreacher ; 5 
 5174 ; 50 рублей ; 1991 ; билет ;  ;  ; 27 ; бриз33 ; 31 
 5175 ; 100 рублей ; 1991 ; билет ;  ;  ; 20 ; бриз33 ; 21 
 5176 ; 200 рублей ; 1992 ; билет ;  ;  ; 10 ; stanis.bogdanoff ; 50 
 5077 ; 100 рублей ; 1919 ;  ;  ;  ; 28 ; இ ; 1235 
 5078 ; 5000 рублей ; 1919 ;  ;  ;  ; 24 ; gelo ; 265 
 5079 ; 10000 рублей ; 1919 ;  ;  ;  ; 17 ; gelo ; 340 
 5080 ; 500 рублей ; 1920 ;  ;  ;  ; 21 ; NUMIZMAT 777 ; 324 
 5081 ; 500 рублей ; 1920 ;  ;  ;  ; 22 ; NUMIZMAT 777 ; 254 
 5082 ; 50 копеек ;  ;  ;  ;  ; 46 ; NNN ; 614 
 5083 ; 5 рублей ; 1918 ;  ;  ;  ; 46 ; кве ; 2267 
 5084 ; 25 рублей ; 1918 ;  ;  ;  ; 35 ; кве ; 2392 
 5085 ; 5 рублей Псковское о-во взаимного кредита ; 1918 ;  ;  ;  ; 44 ; lupus47 ; 1111 
 5086 ; 1 рубль Псковское о-во взаимного кредита ; 1918 ;  ;  ;  ; 40 ; oleg61 ; 1872 
 5087 ; 1 рубль ; 1919 ; Грузия ;  ;  ; 42 ; lupus47 ; 1200 
 5088 ; 50000 рублей ; 1921 ; Азербайджан ;  ;  ; 15 ; boroda ; 306 
 5089 ; 50 рублей ; 1918 ; Заемные билеты.Общество Владикавказской ж/д ;  ;  ; 37 ; kehha ; 1498 
 5090 ; Лот бон России 2 шт ;  ;  ;  ;  ; 13 ; hoop ; 41 
 5091 ; Лот бон России 10 шт ; 1917-18 ;  ;  ;  ; 49 ; diskus72 ; 663 
 5092 ; Лот бон ( 4шт.) ; 1917 ;  ;  ;  ; 15 ; viv007 ; 165 
 5093 ; 20 рублей. Квартблок ;  ; Денежные знаки ;  ;  ; 37 ; Sky2 ; 318 
 5094 ; 10 рублей ; 1918 ; Казначейский знак Сибирского временного правительства ;  ;  ; 17 ; 333985 ; 99 
 5095 ; 3 рубля ; 1918 ;  ;  ;  ; 12 ; физмат ; 714 
 5096 ; 1 рубль ; 1918 ;  ;  ;  ; 57 ; oleg61 ; 1890 
 5097 ; 50 рублей ; 1918 ; Заемные билеты.Общество Владикавказской ж/д ;  ;  ; 9 ; Краснодар ; 395 
 5098 ; 250 рублей ; 1918 ; Закавказье ;  ;  ; 13 ; Museum_54 ; 404 
 5099 ; 3 рубля ; 1919 ;  ;  ;  ; 26 ; oleg61 ; 700 
 5100 ; 50 рублей ; 1919 ; Закаспийское Временное Правительство ;  ;  ; 15 ; oleg61 ; 700 
 5101 ; 100 рублей ; 1919 ;  ;  ;  ; 36 ; lesnik1 ; 11335 
 5102 ; 500000 рублей ; 1923 ; Закавказье ;  ;  ; 27 ; lesnik1 ; 765 
 5103 ; 100000 рублей ; 1923 ; Закавказье ;  ;  ; 9 ; ук75579 ; 247 
 5104 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 12 ; Вадим Скифский ; 161 
 5105 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 22 ; uhfvv7 ; 189 
 5106 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 7 ; 666666 ; 364 
 5107 ; Лот бон ( 4шт.) ; 1917 ;  ;  ;  ; 16 ; Hikon ; 208 
 5108 ; 10 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 29 ; иржик86 ; 159 
 5109 ; 25 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 31 ; Holder31 ; 167 
 5110 ; 25 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 16 ; gelo ; 126 
 5111 ; 50 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 18 ; Serjd ; 128 
 5112 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 17 ; ВЯЗЪ ; 155 
 5113 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 13 ; Ivanov ; 101 
 5114 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 20 ; Ivanov ; 113 
 5115 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 11 ; gelo ; 101 
 5116 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 31 ; NUMIZMAT 777 ; 125 
 5117 ; 15 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 25 ; Holder31 ; 413 
 5118 ; 60 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 11 ; kok59 ; 76 
 5119 ; 100 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 9 ; gelo ; 110 
 5120 ; 100 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 10 ; зуммер ; 104 
 5121 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 5 ; зуммер ; 104 
