 4808 ; Бона иностранная ;  ;  ;  ;  ; 51 ; Etich ; 135 
 4144 ; 5000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 37 ; RusScat ; 261 
 4145 ; 10000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 87 ; Виталий 64 ; 1041 
 4146 ; 50 рублей ; 1915 ; Билеты государственного казначейства ;  ;  ; 11 ; kaktus ; 341 
 4147 ; 50 рублей ; 1915 ; Билеты государственного казначейства ;  ;  ; 19 ; benc ; 434 
 4148 ; 50 рублей ; 1915 ; Билеты государственного казначейства ;  ;  ; 17 ; benc ; 395 
 4149 ; 100 рублей ; 1915 ; Билеты государственного казначейства ;  ;  ; 20 ; benc ; 430 
 4150 ; 100 рублей ; 1915 ; Билеты государственного казначейства ;  ;  ; 6 ; kaktus ; 306 
 4151 ; Акция Брянского рельсо-прокатного завода ; 1913 ;  ;  ;  ; 38 ; tars7777 ; 609 
 4152 ; Товарищество "Проводник". Акция ; 1909 ;  ;  ;  ; 27 ; tars7777 ; 851 
 4153 ; Облигация Черноморской ж/д ; 1916 ;  ;  ;  ; 27 ; ppp612 ; 501 
 4154 ; Акция. Харьков ; 1895 ;  ;  ;  ; 94 ; himik121 ; 411 
 4155 ; Акция. Казань ; 1893 ;  ;  ;  ; 20 ; tars7777 ; 304 
 4156 ; Облигация ; 1896 ;  ;  ;  ; 11 ; fillin ; 310 
 4157 ; Облигация ; 1896 ;  ;  ;  ; 9 ; fillin ; 310 
 4158 ; Свидетельство Русско-Азиатского банка ; 1910 ;  ;  ;  ; 13 ; Хакас ; 480 
 4159 ; Акция. Баку ; 1917 ;  ;  ;  ; 45 ; KKK ; 209 
 4160 ; Акция ; 1956 ;  ;  ;  ; 4 ; ъхз ; 225 
 4161 ; Акция ; 1956 ;  ;  ;  ; 3 ; tars7777 ; 204 
 4162 ; Акция ; 1956 ;  ;  ;  ; 3 ; tars7777 ; 204 
 4163 ; Акция ; 1956 ;  ;  ;  ; 3 ; tars7777 ; 204 
 4164 ; Облигация ; 1906 ;  ;  ;  ; 34 ; ъхз ; 249 
 4165 ; Акция ; 1962 ;  ;  ;  ; 5 ; tars7777 ; 230 
 4166 ; Акция. США ; 1959 ;  ;  ;  ; 7 ; tars7777 ; 148 
 4167 ; Акция. США ; 1955 ;  ;  ;  ; 7 ; tars7777 ; 148 
 4168 ; Акция. США ; 1980 ;  ;  ;  ; 9 ; KKK ; 153 
 4169 ; Акция. США ; 1976 ;  ;  ;  ; 32 ; kaktus ; 181 
 4170 ; Акция. США ; 1961 ;  ;  ;  ; 4 ; я8844 ; 153 
 4171 ; Акция. США ; 1967 ;  ;  ;  ; 7 ; KKK ; 153 
 4172 ; Акция. США ; 1966 ;  ;  ;  ; 7 ; KKK ; 153 
 4173 ; Акция. США ; 1971 ;  ;  ;  ; 19 ; kaktus ; 181 
 4174 ; Акция. США ; 1971 ;  ;  ;  ; 7 ; KKK ; 153 
 4175 ; Акция. США ; 1975 ;  ;  ;  ; 11 ; kaktus ; 181 
 4176 ; Акция. США ; 1975 ;  ;  ;  ; 5 ; tars7777 ; 148 
 4177 ; Акция. США ; 1963 ;  ;  ;  ; 5 ; KKK ; 157 
 4178 ; Акция. США ; 1975 ;  ;  ;  ; 13 ; KKK ; 153 
 4179 ; Акция. США ; 1974 ;  ;  ;  ; 9 ; KKK ; 153 
 4180 ; Акция. США ; 1967 ;  ;  ;  ; 7 ; KKK ; 153 
 4181 ; 1000000 рублей ; 1996 ;  ;  ;  ; 27 ; kaktus ; 395 
 4182 ; 50 рублей. Заем Свободы ; 1917 ;  ;  ;  ; 7 ; nb ; 128 
 4183 ; 20 рублей. Заем вобода ; 1917 ;  ;  ;  ; 8 ; nb ; 128 
 4184 ; 5 рублей (2 шт) ; 1909 ;  ;  ;  ; 19 ; solder13 ; 100 
 4185 ; 5 рублей (2 шт) ; 1909 ;  ;  ;  ; 23 ; Greenfields ; 102 
 4186 ; 5 рублей (2 шт) ; 1909 ;  ;  ;  ; 33 ; puhetd ; 141 
 4187 ; 10 рублей (2 шт) ; 1909 ;  ;  ;  ; 22 ; Alex75 ; 155 
 4188 ; 10 рублей (2 шт) ; 1909 ;  ;  ;  ; 25 ; uz ; 120 
 4189 ; 10 рублей (2 шт) ; 1909 ;  ;  ;  ; 4 ; я8844 ; 117 
 4190 ; 5 рублей (25 шт) ; 1909 ;  ;  ;  ; 39 ; Greenfields ; 510 
 4301 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 36 ; kazak1975 ; 188 
 4092 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 11 ; fanil ; 50 
 4093 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 21 ; Alex821 ; 98 
 4094 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 19 ; Greenfields ; 94 
 4095 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 13 ; Greenfields ; 80 
 4096 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 14 ; Greenfields ; 94 
 4097 ; 100 рублей ; 1956 ;  ;  ;  ; 5 ; viktorB77 ; 70 
 4098 ; 100 рублей ; 1955 ;  ;  ;  ; 9 ; ъхз ; 69 
 4099 ; 1000 рублей ; 1919 ;  ;  ;  ; 34 ; RusScat ; 311 
 4100 ; 5000 рублей ; 1919 ;  ;  ;  ; 24 ; ZH32 ; 313 
 4101 ; 50 рублей ; 1919 ; Азербайджан ;  ;  ; 13 ; GenyM ; 308 
 4102 ; 1 карбованец. Житомир ; 1918 ;  ;  ;  ; 32 ; SANGOLD1 ; 510 
 4103 ; 5 рублей ; 1918 ; Закавказье ;  ;  ; 5 ; Lasto4kaSPB ; 81 
 4104 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 31 ; Greenfields ; 176 
 4105 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 46 ; max.zuzin ; 360 
 4106 ; 10 карбованцев ;  ; Украина Знак Державноi скарбицi ;  ;  ; 48 ; SANGOLD1 ; 330 
 4107 ; 1 рубль ; 1898 ; Коншин. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 109 ; ac ; 1603 
 4108 ; 1 рубль ; 1898 ; Тимашев. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 77 ; loyig ; 433 
 4109 ; 1 рубль ; 1898 ; Тимашев. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 23 ; loyig ; 498 
 4110 ; 10 рублей ; 1947 ; билет ;  ;  ; 18 ; Sky2 ; 203 
 4111 ; 100 рублей ; 1918 ; Закавказье ;  ;  ; 5 ; Lasto4kaSPB ; 81 
 4112 ; 1000 рублей ; 1920 ; Азербайджан ;  ;  ; 8 ; Lasto4kaSPB ; 98 
 4113 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 16 ; Павлов75 ; 132 
 4114 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 28 ; я8844 ; 85 
 4115 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 16 ; я8844 ; 96 
 4116 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 10 ; Ратамахатта ; 101 
 4117 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 6 ; Alex821 ; 108 
 4118 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 6 ; Greenfields ; 101 
 4119 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 10 ; Ратамахатта ; 101 
 4120 ; 10 рублей ; 1919 ; Закаспийское Временное Правительство ;  ;  ; 41 ; k212 ; 775 
 4121 ; Билет лотереи ; 1936 ;  ;  ;   ; 5 ; Хакас ; 254 
 4122 ; 5 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;   ; 41 ; fanil ; 1040 
 4123 ; 10 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 26 ; RusScat ; 457 
 4124 ; 25 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 41 ; RusScat ; 510 
 4125 ; 25 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 109 ; Ритм ; 519 
 4126 ; 25 рублей ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 43 ; temichek ; 592 
 4127 ; 50 рублей ; 1918 ; Туркестан ;  ;  ; 37 ; ZH32 ; 668 
 4128 ; 3 рубля. Асмолов ; 1919 ;  ;  ;  ; 72 ; Хакас ; 1281 
 4129 ; 1000 рублей ; 1920 ; Туркестан ;  ;  ; 25 ; SANGOLD1 ; 487 
 4130 ; 5 рублей ; 1920 ; Азербайджан ;  ;  ; 38 ; SANGOLD1 ; 1311 
 4131 ; 250 рублей ; 1919 ; Закаспийское Временное Правительство ;  ;  ; 5 ; lesnik1 ; 357 
 4132 ; 5 рублей ; 1919 ; Закаспийское Временное Правительство ;  ;  ; 10 ; k212 ; 578 
 4133 ; 50 рублей ; 1919 ; Закаспийское Временное Правительство ;  ;  ; 23 ; lesnik1 ; 514 
 4134 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 28 ; sssss ; 152 
 4135 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 12 ; я8844 ; 104 
 4136 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 10 ; kazak1975 ; 104 
 4137 ; 10 гривень ; 1918 ; Украина.Державный Кредитовий бiлет. ;  ;  ; 2 ; Lasto4kaSPB ; 77 
 4138 ; 50 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 52 ; verunk1 ; 936 
 4139 ; 500 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 106 ; verunk1 ; 1025 
 4140 ; 5000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 29 ; kaktus ; 207 
 4141 ; 10000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 82 ; ъхз ; 375 
 3745 ; Лот монет Швейцарии (3шт) ; 1927, 1962 ;  ; Cu-Ni ; VF-/VF ; 28 ; and1972 ; 43 
 3746 ; Лот монет Бельгии: 9шт ; 1861-1940 ;  ; Cu-Ni,Br ; VF-/VF-XF ; 70 ; andreyM ; 536 
 3747 ; Лот монет Египта: 2шт ; 1938-1943 ;  ; Br ; F+/VF- ; 9 ; aziya11 ; 104 
 3748 ; Лот монет Чехословакии, Аргентины, Испании, Люксембурга и жетон: 6шт ; 1877-1995 ;  ; cu-Ni,Би/м,Br ; VF-/VF-XF ; 31 ; zx123 ; 161 
 3749 ; Лот монет Мальты, Гон-Конг, Цейлона и Индии: 5шт ; 1919-1972 ;  ; Cu-Ni,Br ; F-VF/VF+ ; 38 ; andreyM ; 226 
 3750 ; Лот монет Канады: 2шт ; 1946,1947 ;  ; Cu-Ni,Br ; VF-/VF ; 27 ; t_v_v ; 54 
 3751 ; Лот монет Германии: 2шт ; 1888,1899 ;  ; Cu-Ni ; VF-/VF ; 32 ; sellary ; 73 
 3752 ; Лот монет Австрии: 10шт ; 1859-1947 ;  ; Cu-Ni,Br,Al ; VF-/VF ; 33 ; Рыжая_Кыся ; 164 
 3753 ; Лот монет Швейцарии: 4шт ; 1884-1952 ;  ; Cu-Ni,Br,Zn ; F+/F-VF ; 34 ; барсик ; 126 
 4051 ; 1 рубль ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 27 ; ges ; 156 
 4052 ; 2 рубля ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 16 ; ac ; 156 
 4053 ; 3 рубля ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 15 ; Ритм ; 156 
 4054 ; 5 рублей ; 1920 ; Расчетные знаки РСФСР образца 1920 г. ;  ;  ; 44 ; Сёмга ; 271 
 4055 ; 500 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 47 ; Lasto4kaSPB ; 203 
 4056 ; 1000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 44 ; Сёмга ; 567 
 4057 ; 1 копейка ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 32 ; puhetd ; 150 
 4058 ; 2 копейки ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 22 ; ъхз ; 148 
 4059 ; 3 копейки ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 23 ; krut0803 ; 133 
 4060 ; 5 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 6 ; fish77 ; 90 
 4061 ; 15 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 80 ; fanil ; 356 
 4062 ; 1 копейка ; 1924 ; Разменные казн.боны ;  ;  ; 24 ; temichek ; 679 
 4063 ; 250 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 57 ; Сёмга ; 568 
 4064 ; 100 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 10 ; rut24 ; 357 
 4065 ; 10 копеек ; б/г ; Гос.кредитный билет "Северная Россия" ;  ;  ; 22 ; Sky2 ; 610 
 4066 ; 100 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 35 ; Ритм ; 134 
 4067 ; 50 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 11 ; WOLK ; 38 
 4068 ; 50 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 5 ; Ратамахатта ; 33 
 4069 ; 250 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 34 ; fanil ; 101 
 4070 ; 1 рубль ; 1976 ;  ;  ;  ; 21 ; DATR ; 100 
 4071 ; 1 рубль ; 1976 ;  ;  ;  ; 12 ; DATR ; 100 
 4072 ; 5 рублей ; 1976 ;  ;  ;  ; 24 ; solder13 ; 216 
 4073 ; 3 рубля ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 52 ; ask ; 521 
 4074 ; 5 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 30 ; temichek ; 350 
 4075 ; 5 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 75 ; kaktus ; 510 
 4076 ; 10 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 32 ; у44 ; 185 
 4077 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 37 ; Greenfields ; 249 
 4078 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 41 ; 4758 ; 234 
 4079 ; 50000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 22 ; temichek ; 333 
 4080 ; 50000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 29 ; Greenfields ; 351 
 4081 ; 3 червонца ; 1937 ; Билет ;  ;  ; 14 ; Lasto4kaSPB ; 104 
 4082 ; 3 червонца ; 1937 ; Билет ;  ;  ; 11 ; Lasto4kaSPB ; 104 
 4083 ; 3 червонца ; 1937 ; Билет ;  ;  ; 45 ; baron ; 255 
 4084 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 32 ; Greenfields ; 208 
 4085 ; 100 рублей ; 1918 ;  ;  ;  ; 55 ; ъхз ; 216 
 4086 ; 500000 рублей ; 1923 ; Закавказье ;  ;  ; 29 ; Ритм ; 352 
 4087 ; 5000000 рублей ; 1923 ; Закавказье ;  ;  ; 24 ; k212 ; 752 
 4088 ; 1000 рублей ; 1923 ; Закавказье ;  ;  ; 52 ; fanil ; 304 
 4089 ; 250 рублей ; 1918 ;  ;  ;  ; 48 ; ъхз ; 266 
 4090 ; 10 червонцев ; 1937 ; Билет ;  ;  ; 52 ; Greenfields ; 363 
 4091 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 22 ; Greenfields ; 94 
 3695 ; Лот монет Бельгии (10шт) ; 1950-1973 ;  ; Cu-Ni ; VF-/VF ; 27 ; brat52 ; 27 
 3696 ; Лот монет Чехословакии (10шт) ; 1972-1990 ;  ; Cu-Ni ; VF-/VF+ ; 29 ; Tartan ; 65 
 3697 ; Лот монет Бельгии (10шт) ; 1950-1976 ;  ; Cu-Ni ; VF-/VF ; 31 ; alexpakh ; 32 
 3698 ; Лот монет Франции (9шт) ; 1966-1992 ;  ; Cu-Ni ; VF+/XF ; 17 ; Tartan ; 46 
 3699 ; Лот монет Финляндии (10шт) ; 1970-1989 ;  ; Cu-Ni ; VF/VF-XF ; 5 ; Tartan ; 46 
 3700 ; Лот монет Франции (10шт) ; 1960-1991 ;  ; Cu-Ni ; VF+/XF ; 33 ; Tartan ; 49 
 3701 ; Лот монет Франции (5шт) ; 1971-1987 ;  ; Cu-Ni ; VF/VF+ ; 24 ; alexpakh ; 40 
 3702 ; Лот монет Франции (10шт) ; 1960-1991 ;  ; Cu-Ni ; VF/VF-XF ; 25 ; alexpakh ; 60 
 3703 ; Лот монет Португалии (10шт) ; 1971-1985 ;  ; Cu-Ni ; VF/VF+ ; 10 ; Tartan ; 79 
 3704 ; Лот монет Франции (10шт) ; 1960-1978 ;  ; Cu-Ni ; VF/VF-XF ; 15 ; Searcher ; 65 
 3705 ; Лот монет Франции (10шт) ; 1960-1978 ;  ; Cu-Ni ; VF/VF-XF ; 24 ; Searcher ; 77 
 3706 ; Лот монет Финляндии (10шт) ; 1970-1988 ;  ; Cu-Ni ; VF/VF+ ; 16 ; alexpakh ; 60 
 3707 ; Лот монет Франции (10шт) ; 1960-1978 ;  ; Cu-Ni ; VF/VF-XF ; 20 ; Searcher ; 71 
 3708 ; Лот монет Франции (10шт) ; 1960-1985 ;  ; Cu-Ni ; VF/VF-XF ; 26 ; Searcher ; 63 
 3709 ; Лот монет Финляндии (10шт) ; 1970-1989 ;  ; Cu-Ni ; VF/VF+ ; 5 ; Рыжая_Кыся ; 51 
 3710 ; Лот монет Финляндии (10шт) ; 1970-1991 ;  ; Cu-Ni ; VF/VF+ ; 30 ; Searcher ; 57 
 3711 ; Лот монет Дании (10шт) ; 1950-1972 ;  ; Cu-Ni ; VF/VF-XF ; 6 ; brat52 ; 37 
 3712 ; Лот иностранных монети (100 шт) ; 20 век ;  ; Cu-Ni,Al/Br,ж/м ; VF/XF ; 22 ; dolotov.leha ; 444 
 3713 ; Лот иностранных монети (130 шт) ; 20 век ;  ; Cu-Ni,Al/Br,ж/м ; VF/XF ; 46 ; Tartan ; 412 
 3714 ; Лот иностранных монети (100 шт) ; 20 век ;  ; Cu-Ni,Al/Br,ж/м ; VF/XF ; 21 ; волга ; 306 
 3715 ; Лот монет Крымского ханства Шахин -Гирей (3шт): мангир ; 1777 ;  ; Cu ; F+/F-VF ; 23 ; mkm1968 ; 133 
 3716 ; Лот монет Египта: 2шт ; 2007 ;  ; Латунь ; AU ; 27 ; military ; 30 
 3717 ; Лот монет Гамбии: 2шт ; 1971 ;  ; Cu-Ni,Br ; AU ; 24 ; Jordan ; 193 
 3718 ; Лот монет Финляндии: 3шт ; 1941 ;  ; Cu ; XF/AU ; 31 ; LAB-A ; 68 
 3719 ; Лот монет Дании, Швеции и Нидерландов: 4шт ; 1924-1941 ;  ; Cu-Ni,Br ; VF/VF+ ; 15 ; av ; 124 
 3720 ; Лот монет Италии: 4шт ; 1918-1993 ;  ; Ni,Br,Би/м ; VF-/VF ; 24 ; latgale ; 155 
 3721 ; Лот монет Франции: 8шт ; 1918-1957 ;  ; Al/Br,Cu-Ni ; VF+/XF ; 35 ; Павлов75 ; 199 
 3722 ; Лот монет Великобритании: 6шт ; 1943-1971 ;  ; Cu-Ni,Ni-лат,Br ; VF/XF ; 32 ; валери ; 129 
 3723 ; Лот монет Испании: 4шт ; 1994-1997 ;  ; лат ; VF/VF+ ; 46 ; E.C. ; 506 
 3724 ; Лот монет Австралии: 4шт ; 1973-1994 ;  ; лат,Br ; VF/XF ; 52 ; latgale ; 278 
 3725 ; Лот монет США "Президенты": 1 доллар (5шт) ; 2009, 2011 ;  ; Латунь ; AU ; 29 ; alex995 ; 364 
 3726 ; Лот монет Люксембурга: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2011 ;  ; Би/м, Cu/St,лат ; AU ; 18 ; BlackDragon88 ; 440 
 3727 ; Лот монет Германии: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2002-2011 ;  ; Би/м, Cu/St,лат ; AU ; 57 ; kaktus ; 357 
 3728 ; Лот монет Бельгии: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2007, 2010, 2011 ;  ; Би/м, Cu/St,лат ; AU ; 50 ; BlackDragon88 ; 434 
 3729 ; Лот монет Словении: 1 евро, 50,20,10,5,2,1 евроцентов (7шт) ; 2007 ;  ; Би/м, Cu/St,лат ; AU ; 78 ; kaktus ; 152 
 3730 ; Лот монет Нидерландов (7шт) ; 1953-1994 ;  ; Cu-Ni, ж/м ; VF/XF ; 18 ; military ; 72 
 3731 ; Лот монет Франции (11шт) ; 1942-1989 ;  ; Al, Cu-Ni, ж/м ; VF/VF+ ; 71 ; Павлов75 ; 115 
 3732 ; Лот монет Бельгии (7шт) ; 1930-1990 ;  ; Cu-Ni, ж/м ; VF-/VF+ ; 23 ; av ; 105 
 3733 ; Лот монет Греции (14шт) ; 1930-1990 ;  ; Al, Cu-Ni, ж/м ; VF/VF+ ; 32 ; latgale ; 271 
 3734 ; Лот монет Чехии (5шт) ; 1993-2010 ;  ; Cu-Ni, ж/м ; VF-/XF- ; 11 ; RVD ; 55 
 3735 ; Лот монет Польши (12шт) ; 1949-2006 ;  ; Би/м, Al, Cu-Ni ; VF-/VF+ ; 25 ; sellary ; 336 
 3736 ; Лот монет Финляндии (6шт) ; 1968-1986 ;  ; Cu-Ni, ж/м ; VF+/XF ; 18 ; лесной ; 108 
 3737 ; Лот монет Италии (7шт) ; 1955-1994 ;  ; Al, Cu-Ni, ж/м ; VF/XF- ; 16 ; sellary ; 82 
 3738 ; Лот монет Турции (11шт) ; 1956-1987 ;  ; Al, Cu-Ni, ж/м ; VF-/VF-XF ; 88 ; ship-nik ; 238 
 3739 ; Лот монет Франции (2шт) ; 1922, 1987 ;  ; Ж/м ; VF-/VF ; 36 ; latgale ; 143 
 3740 ; Лот монет Хорватии (6шт) ; 1995-2009 ;  ; Al, Cu-Ni, ж/м ; XF/AU ; 33 ; лесной ; 136 
 3741 ; Лот монет Болгарии (9шт) ; 1962-2000 ;  ; Cu-Ni, ж/м ; VF-/XF- ; 59 ; StanislavAK ; 85 
 3742 ; Лот монет Словении (5шт) ; 1992-2000 ;  ; Al, ж/м ; XF-/XF+ ; 56 ; bosc ; 69 
 3743 ; Лот монет США (2шт) ; 2010 ;  ; Cu-Zn ; AU ; 5 ; dolotov.leha ; 60 
 3744 ; Лот монет Сингапура, Малайзии, Гонконга (8шт) ; 1968-1996 ;  ; Cu-Ni, ж/м ; VF/VF-XF ; 35 ; Augusto ; 80 
 3645 ; Лот монет Дании (3шт): 1,2,10 эре ; 1925-1929 ;  ; Br,Cu/Ni ; VF-/VF+ ; 38 ; t_v_v ; 80 
 3646 ; Лот монет Норвегии (4шт): 1,2,10 эре ; 1934-1942 ;  ; Br,Cu/Ni,Zn ; F-VF/XF- ; 33 ; валери ; 57 
