 5633 ; Бона иностранная ;  ;  ;  ;  ; 7 ; северянин ; 30 
 5043 ; 5 рублей ;  ;  ;  ;  ; 5 ; ек ; 26 
 5044 ; 1 рубль ;  ;  ;  ;  ; 7 ; ек ; 57 
 5045 ; 5 пенни ; 1919 ; Эстония ;  ;  ; 9 ; скорпион_48 ; 131 
 5046 ; 25 пенни ; 1918 ;  ;  ;  ; 8 ; 4758 ; 57 
 5047 ; 1 рубль ; 1919 ; Латвия. Разменный знак ;  ;  ; 8 ; natalka ; 134 
 5048 ; 60 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 20 ; Azeroter1 ; 176 
 5049 ; 50 пенни ; 1919 ; Эстония ;  ;  ; 21 ; 2128508 ; 155 
 5050 ; 5 марок ; 1909 ; Финляндия билет ;  ;  ; 13 ; dsp ; 765 
 5051 ; 1 марка ; 1919 ; Эстония ;  ;  ; 19 ; ЛАВ-13 ; 114 
 5052 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 17 ; Starushka ; 179 
 5053 ; 1000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 14 ; Starushka ; 180 
 5054 ; 10000 рублей ; 1995 ; банкнота ;  ;  ; 24 ; 4758 ; 459 
 5055 ; 50000 рублей ; 1995 ; банкнота ;  ;  ; 31 ; Брик ; 907 
 5056 ; 100000 рублей ; 1995 ; банкнота ;  ;  ; 25 ; happy ; 945 
 5057 ; 5000 рублей ; 1993 ; банкнота ;  ;  ; 61 ; RemTro ; 680 
 5058 ; 1000 рублей ; 1993 ; банкнота ;  ;  ; 7 ; Carca^ss ; 240 
 5059 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 8 ; Fliege1 ; 1503 
 5060 ; 50000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 7 ; ac ; 300 
 5061 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 7 ; Aleksey 76 ; 50 
 5062 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 5 ; Aleksey 76 ; 50 
 5063 ; 25 рублей ; 1947 ; билет ;  ;  ; 19 ; Хаа ; 612 
 5064 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 9 ; 1879 ; 54 
 5065 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 3 ; AndrCh58 ; 113 
 5066 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 13 ; CROWN78 ; 56 
 5067 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 12 ; 1879 ; 56 
 5068 ; 1 марка золотом ; 1915 ; Финляндия билет ;  ;  ; 16 ; dsp ; 207 
 5069 ; 1 марка золотом ; 1916 ; Финляндия билет ;  ;  ; 16 ; DNV73 ; 124 
 5070 ; Билет лотереи ; 1939 ;  ;  ;  ; 22 ; северянин ; 155 
 5071 ; 5 копеек ; 1989 ;  ;  ;  ; 13 ; ask ; 101 
 5072 ; 10 копеек ; 1989 ;  ;  ;  ; 21 ; ask ; 101 
 5073 ; 50 копеек ; 1989 ;  ;  ;  ; 5 ; ask ; 101 
 5074 ; 1 рубль ; 1989 ;  ;  ;  ; 7 ; bonipari ; 154 
 5075 ; 5 рублей ; 1919 ; Латвия. Разменный знак ;  ;  ; 19 ; SANGOLD1 ; 159 
 5076 ; 3 рубля ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 13 ; картуш ; 351 
 5077 ; 5 рублей. Либавское Г.С. ; 1915 ;  ;  ;  ; 19 ; ЛАВ-13 ; 371 
 5078 ; Билет лотереи ; 1944 ;  ;  ;  ; 23 ; Andrew_78 ; 201 
 5079 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 35 ; majkl ; 333 
 5080 ; 25 рублей ; 1947 ;  ;  ;  ; 8 ; bonipari ; 344 
 3865 ; Лот монет США: 5,1 цент (3шт) ; 2005,2010 ;  ; Cu-Ni,Cu ; AU ; 11 ; niklis ; 60 
 3866 ; Лот разных монет и жетонов  Франции: 10шт ; 17-19 века ;  ; Br,Cu ; VG/F ; 26 ; banks ; 225 
 3867 ; Лот монет США: 1 цент (10шт) ;  ;  ; Br ; F-VF/VF-XF ; 29 ; нв1975 ; 246 
 3868 ; Лот монет иностранных: 13шт ;  ;  ; Br,Cu-Ni ; VG/F ; 12 ; YAV71 ; 278 
 3869 ; Лот монет Сингапура, Малайзии, Гон-Конга: 13шт ;  ;  ; Al/Br,Cu-Ni ; VF/VF-XF ; 7 ; Bulgar ; 104 
 3870 ; Лот монет Востока: 12шт ;  ;  ; Ag,Cu-Ni,Br ; VG/VF ; 14 ; Серж PirGS ; 327 
 3871 ; Лот жетонов: 14шт ;  ;  ; Б/м,ж/м ; F/F-VF ; 5 ; кузнец ; 149 
 3872 ; Лот монет Мальты: 10шт ;  ;  ; Cu-Ni,лат ; VF/VF-XF ; 35 ; kozerog ; 248 
 3873 ; Лот монет Югославии: 7шт ; 1993 ;  ; Cu-Ni,лат ; XF ; 19 ; vesta78 ; 150 
 3874 ; Лот серебряных иностранных монет: 10шт ;  ;  ; Ag ; VG/F+ ; 39 ; ASTRAL ; 500 
 3875 ; Лот монет Великобритании: 10шт ;  ;  ; Cu-Ni,лат ; VF/VF+ ; 19 ; irino4ka ; 136 
 3876 ; Лот монет США: 1 цент (10шт) ;  ;  ; Br ; XF/VF-XF ; 4 ; Yamilov ; 50 
 3877 ; Лот монет иностранных: 21шт ;  ;  ; Zn ; F/VF ; 27 ; stok ; 337 
 3878 ; Лот монет США: 12шт ;  ;  ; Cu-Ni,Zn,Ag-Mg ; F/F-VF ; 19 ; stok ; 184 
 3879 ; Лот монет иностранных: 6шт. Отверстие ;  ;  ; Ag ; VG/F ; 19 ; esacsa ; 180 
 3880 ; Лот монет Финляндии: 5 марок (2шт) ; 1972,1973 ;  ; Al/br ; XF ; 23 ; krugerrand ; 69 
 3881 ; Лот монет Финляндии: 5 марок (3шт) ; 1993-1995 ;  ; Al/br ; XF ; 27 ; SKeeper ; 51 
 3882 ; Лот монет Финляндии: 5 марок (3шт) ; 1979-1984 ;  ; Al/br ; XF ; 12 ; SKeeper ; 104 
 3883 ; Лот монет Германии: 5 пфеннигов (5шт) ; 1905-1944 ;  ; Cu-Ni,Zn ; F/VF- ; 9 ; goram ; 84 
 3884 ; Лот монет Египта: 4шт ; 1917-1938 ;  ; Cu-Ni,Br ; VF ; 29 ; kornum ; 139 
 5001 ; 1 копейка ; 1917 ; Деньги-марки ;  ;  ; 7 ; valencio ; 148 
 5002 ; 2 копейки ; 1917 ; Деньги-марки ;  ;  ; 7 ; нв1975 ; 151 
 5003 ; 3 копейки ; 1915 ; Деньги-марки ;  ;  ; 13 ; Пурки Драго ; 159 
 5004 ; 10 копеек ; 1915 ; Деньги-марки ;  ;  ; 21 ; Пурки Драго ; 101 
 5005 ; 15 копеек ; 1915 ; Деньги-марки ;  ;  ; 13 ; Пурки Драго ; 101 
 5006 ; 50 копеек ;  ;  ;  ;  ; 7 ; ек ; 120 
 5007 ; 1 рубль ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 15 ; Atos_1969 ; 113 
 5008 ; 2 рубля ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 8 ; Четырехлистник ; 113 
 5009 ; 3 рубля ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 11 ; Mauk ; 184 
 5010 ; 2 копейки ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 12 ; 4758 ; 40 
 5011 ; 1 копейка ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 7 ; valencio ; 50 
 5012 ; 1000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 9 ; dpekin ; 99 
 5013 ; 500 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 11 ; картуш ; 351 
 5014 ; 1 карбованец ; 1942 ;  ;  ;  ; 29 ; Fliege1 ; 713 
 5015 ; 10 рублей ; 1920 ; Денежный знак Дальне-Восточной республики ;  ;  ; 13 ; 333985 ; 405 
 5016 ; 50 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 7 ; dpekin ; 50 
 5017 ; 250 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 3 ; 06031983 ; 253 
 5018 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 20 ; Ruabovaa ; 267 
 5019 ; 100 рублей ; 1961 ;  ;  ;  ; 40 ; Tritiy2 ; 300 
 5020 ; 100 рублей ; 1991 ; билет ;  ;  ; 27 ; Fray ; 144 
 5021 ; 50 рублей ; 1991 ; билет ;  ;  ; 15 ; majkl ; 101 
 5022 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 10 ; Ruabovaa ; 122 
 5023 ; 200 рублей ; 1992 ; билет ;  ;  ; 32 ; Yamilov ; 185 
 5024 ; 10 рублей ; 1997 ; банкнота ;  ;  ; 38 ; Vebr ; 251 
 5025 ; 500 рублей ; 1920 ;  ;  ;  ; 21 ; agent 007 ; 407 
 5026 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 31 ; 1879 ; 50 
 5027 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 11 ; GERo ; 61 
 5028 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 36 ; Fliege1 ; 55 
 5029 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 14 ; 1879 ; 53 
 5030 ; 100 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 33 ; Fliege1 ; 681 
 3815 ; Лот монет мира(98шт) ;  ;  ; Al,Al/Br,Cu-Ni ; F/XF ; 23 ; stok ; 918 
 3816 ; Лот монет ГДР (61шт) ;  ;  ; Al,Al/Br,Cu-Ni ; VF/XF ; 26 ; banks ; 388 
 3817 ; Лот монет Польши (54шт) ;  ;  ; Al,Al/Br ; VF/VF-XF ; 15 ; dudinjohn ; 88 
 3818 ; Лот монет ФРГ (52шт) ;  ;  ; St/Лат,Cu-NiSt/ ; VF/XF ; 33 ; maleevsw ; 150 
 3819 ; Лот монет США (44шт) ;  ;  ; Br,Cu-Ni ; VF/AU ; 22 ; Yamilov ; 255 
 3820 ; Лот монет Югославии (27шт) ;  ;  ; Al,Al/Br,Cu-Ni ; VF/XF ; 10 ; Sterh ; 79 
 3821 ; Лот монет Германии (17шт) ; 1923-1942 ;  ; Al,Al/Br,Zn,Br ; F/VF ; 28 ; stok ; 228 
 3822 ; Лот монет Коста Рики (5шт) ;  ;  ; Cu-Ni,St ; VF ; 15 ; YAV71 ; 66 
 3823 ; Лот монет Азии, Африки (7шт) ;  ;  ; Al,Al/Br,Br ; F/VF- ; 15 ; YAV71 ; 113 
 3824 ; Лот евро монет: 1 евро (3шт) ; 2000,2002 ;  ; Би/м ; VF+ ; 5 ; sova159 ; 138 
 3825 ; Лот монет Германии, Австрии, Веймара (11шт). Деформация ;  ;  ; Br,Cu-Ni ; F/VF ; 9 ; stok ; 102 
 3826 ; Лот монет Румынии (28шт) ;  ;  ; Al,Al/Br,Cu-Ni ; VF+/XF ; 12 ; YAV71 ; 210 
 3827 ; Лот монет Финляндии (50шт) ;  ;  ; Al,Al/Br,Cu-Ni ; VF/XF ; 16 ; хуч ; 228 
 3828 ; Лот монет Италии, ФРГ (22шт) ;  ;  ; Al,Al/Br,Би/м ; VF/VF-XF ; 19 ; 8888 ; 102 
 3829 ; Лот монет Нидерланды (35шт) ;  ;  ; Br,Cu-Ni ; VF+/XF ; 7 ; северянин ; 108 
 3830 ; Лот монет Маврики (7шт) ;  ;  ; Br,Cu-Ni ; VF/VF+ ; 49 ; лог ин ; 227 
 3831 ; Лот монет Уругвая (12шт) ;  ;  ; Al,Al/Br,Cu-Ni ; VF/VF-XF ; 20 ; YAV71 ; 231 
 3832 ; Лот монет мира (18шт). На одной монете отверстие ;  ;  ; Cu-Ni,Al,Al/Br ; F/XF ; 7 ; YAV71 ; 225 
 3833 ; Лот монет Великобритании: 2,1 шиллинг, 6,3,1 пенс, фартинг (10шт) ; 1926-1967 ;  ; Br,лат,Cu-Ni ; VF/VF-XF ; 18 ; Хемуль ; 128 
 3834 ; Лот монет Японии (13шт) ;  ;  ; Br,Cu-Ni,Al/Br ; VF/XF ; 25 ; stok ; 223 
 3835 ; Лот монет Китая (9шт). Деформация ;  ;  ; Br,Al ; F/VF- ; 18 ; stok ; 567 
 3836 ; Лот монет Чехословакии (29шт) ;  ;  ; Cu-Ni,Al,Al/Br ; VF-/VF+ ; 7 ; kornum ; 138 
 3837 ; Лот монет Южной Африки: 1 пенни (7шт) ; 1939-1959 ;  ; Br ; XF ; 27 ; irino4ka ; 310 
 3838 ; Лот монет Исландии (12шт) ; 1951-1987 ;  ; Cu-Ni,Al/Br,Al ; XF-AU ; 28 ; v81 ; 114 
 3839 ; Лот монет Дании (10шт) ; 1942-1943 ;  ; Zn ; F-VF/F+ ; 21 ; krugerrand ; 33 
 3840 ; Лот монет Тайланда: 14шт ;  ;  ; Al/br,Cu-Ni ; VF/VF-XF ; 7 ; северянин ; 34 
 3841 ; Лот монет 10, 5 пфеннингов. 1949г. 6 шт. Разные монетные дворы ;  ;  ; St/Лат ; VF-XF ; 17 ; banks ; 136 
 3842 ; Лот монет 5 пенни. Финляндия. 1927-1929гг. ;  ;  ; Cu ; VF-XF ; 11 ; Бейн99999 ; 50 
 3843 ; Лот монет Дании (10шт) ; 1941 ;  ; Al ; F-VF/F+ ; 8 ; Бейн99999 ; 48 
 3844 ; Лот монет Польши: 100,50,20 злотых (10шт) ; 1978-1988 ;  ; Cu-Ni ; VF+/XF+ ; 17 ; Vanka ; 670 
 3845 ; Лот монет Индии, Южной Африки, Австрии, Бельгии (10шт) ; 1959-1996 ;  ; Al/Br,Al,St,Br ; VF/XF ; 7 ; ag58 ; 28 
 3846 ; Лот монет Японии, Австрии, Германии, Швейцарии, Венгрии: 10шт ;  ;  ; Cu-Ni,br,Zn ; F+/VF ; 30 ; stok ; 102 
 3847 ; Лот монет Болгарии, Югославии: 29шт ;  ;  ; Cu-Ni,Cu-Zn ; VF-/XF ; 13 ; Sterh ; 57 
 3848 ; Лот монет Великобритании: 14шт ;  ;  ; Cu-Ni,Br ; VF-/VF+ ; 13 ; KNK ; 90 
 3849 ; Лот евро монет:  50,20,10,5,2,1 евроцент (15шт) ; 1999-2011 ;  ; Cu/St,лат ; XF/AU ; 11 ; nivva ; 55 
 3850 ; Лот монет Кипра: 12шт ;  ;  ; Al/Br ; VF-/VF+ ; 9 ; kornum ; 57 
 3851 ; Лот монет Италии, Канады, Финляндия, Польша, Украины (6шт) ; 1811,1989-2007 ;  ; Cu-Ni,Cu,St ; F/XF ; 21 ; Jana ; 42 
 3852 ; Лот монет Германии: 7шт ;  ;  ; Ag,cu-Ni,Al,Cu ; F/VF ; 11 ; esacsa ; 108 
 3853 ; Лот евро монет:  50,20,10,5,2,1 евроцент (14шт) ; 1999-2012 ;  ; Cu/St,лат ; XF ; 7 ; nivva ; 138 
 3854 ; Лот евроцентов: 21шт ;  ;  ; Cu/St ; XF/AU ; 42 ; nivva ; 164 
 3855 ; Лот монет Швейцарии (6шт) ; 1907-1964 ;  ; Ag ; VF-AU ; 26 ; 8888 ; 453 
 3856 ; Лот монет Бельгии: 5шт ;  ;  ; Cu-Ni ; VF/XF ; 50 ; Flagman ; 143 
 3857 ; Лот монет Украины: 3шт ; 2010,2012 ;  ; Al/Br ; AU ; 20 ; SKeeper ; 72 
 3858 ; Лот монет Франции: 10шт ; 1963-1998 ;  ; Al/Br ; VF/XF ; 6 ; Jana ; 24 
 3859 ; Лот монет Казахстана (6шт) ; 2000 ;  ; Cu-Ni,Al/Br ; VF+/XF ; 11 ; Jana ; 13 
 3860 ; Лот монет Венгрии: 10шт ;  ;  ; Cu-Ni,Al/Br ; VF/VF+ ; 18 ; Rober ; 57 
 3861 ; Лот монет Канады: 34шт ;  ;  ; Cu-Ni,Br ; VF/XF ; 13 ; boroda ; 75 
 3862 ; Лот монет Болгарии: 1,2,5,10 лева (4шт) ; 1992 ;  ; Cu-Ni,Лат ; VF-XF ; 23 ; элли ; 49 
 3863 ; Лот монет Болгарии: 10,20,50 лева (3шт) ; 1997 ;  ; Лат ; VF+ ; 22 ; элли ; 32 
 3864 ; Лот монет Македонии: 50 дени, 1,2,5,10,50 денаров (6шт) ; 1993-2008 ;  ; Cu-Ni,Лат ; XF/AU ; 17 ; buben ; 147 
 3765 ; 5 долларов. Маршалловы острова. Объединение Германии.  Конверт с маркой ; 1990 ;  ; Cu-Ni ; Unc ; 9 ; SKeeper ; 141 
 3766 ; 2 динера. Андорра. Олимпиада.  Конверт с маркой ; 1987 ;  ; Cu-Ni ; Unc ; 16 ; niklis ; 300 
 3767 ; 100 эскудо. Португалия. Камило Кастело Бранко.  Конверт с маркой ; 1990 ;  ; Cu-Ni ; AU ; 31 ; salim ; 188 
 3768 ; 5 пенсов. Гибралтар. Конверт с маркой ; 1990 ;  ; Cu-Ni ; Unc ; 15 ; sampler22 ; 102 
 3769 ; 5 центов. ЮАР. Конверт с маркой ; 1991 ;  ; Br ; Unc ; 4 ; sampler22 ; 80 
 3770 ; 1 пенни. Гибралтар. Конверт с маркой ; 1990 ;  ; Br ; Unc ; 12 ; banks ; 114 
 3771 ; 2 пенса. Гибралтар. Конверт с маркой ; 1990 ;  ; Br ; Unc ; 4 ; aziya11 ; 80 
 3772 ; 1 юань. Китай. 11 Азиатские игры.  Конверт с маркой ; 1990 ;  ; Cu-Ni ; Unc ; 11 ; banks ; 113 
 3773 ; 5 долларов. Ниуэ. 100 лет баскетболу.  Конверт с маркой ; 1991 ;  ; Cu-Ni ; Unc ; 8 ; SKeeper ; 102 
 3774 ; 2 марки. ФРГ.  Конверт с маркой ; 1987J ;  ; Cu-Ni ; AU ; 13 ; salim ; 113 
 3775 ; 1 юань. Китай. 11 Азиатские игры. Конверт с маркой ; 1990 ;  ; Cu-Ni ; Unc ; 17 ; niklis ; 195 
 3776 ; Набор монет и роллов Сан-Марино: 5,2,1 евроцент (63шт). Буклет ;  ;  ; Cu/St ; Unc ; 32 ; mr. Krab$ ; 425 
 3777 ; 1 доллар. США. 200 лет Конгрессу. Оригинальная коробка, сертификат ; 1989S ;  ; Ag ; Proof ; 37 ; miranda ; 1576 
 3778 ; 1 доллар. США. 200 лет Конституции. Оригинальная коробка, сертификат ; 1987P ;  ; Ag ; Unc ; 27 ; miranda ; 1325 
 3779 ; Набор монет Тонги: 3шт. Сертифкаты ; 1981 ;  ; Cu-Ni ; Unc/AU ; 35 ; ZOLTAN333 ; 203 
 3780 ; Набор монет Марокко6 3шт. Сертифкаты ; 1974,1975 ;  ; Лат,Cu-Ni ; Unc/AU ; 25 ; Бейн99999 ; 230 
 3781 ; Набор монет Мадагаскара, Непала: 3шт. Сертификаты ; 1976,1978 ;  ; Лат,Cu-Ni ; XF/AU ; 34 ; sampler22 ; 132 
 3782 ; Набор монет Непала, Никарагуа: 3шт. Сертификаты ; 1974,1979 ;  ; Al ; Unc/AU ; 33 ; gusar ; 132 
 3783 ; Набор монет Танзании, Пакистана, Сейшелл: 3шт. Сертификаты ; 1977-1981 ;  ; Cu-Ni,Al ; Unc/AU ; 25 ; Недорого ; 309 
 3784 ; Набор монет Саудовской Аравии: 1 риал, 10,5 халала (3шт). Сертификаты ; 1978 ;  ; Cu-Ni ; Unc/AU ; 13 ; mr. Krab$ ; 186 
 3785 ; Набор монет Норвегии: 5,1 крона, 50,25,10,5 эре (6шт) ; 1976 ;  ; Cu-Ni,Br ; Unc/AU ; 25 ; dsp ; 413 
 3786 ; Набор монет Германии: 1 марка, 50,20,10,5,2,1 пфенниг (12шт) ; 1977-1990 ;  ; Al,Лат/St,Br ; XF/Unc ; 27 ; valent77 ; 387 
 3787 ; Набор монет Греции: 2,1 евро, 50,20,10,5,2,1 евроцент (8шт) + жетон. Пластиковая упаковка ; 2002-2009 ;  ; Би/м,Cu/St,лат ; Unc/AU ; 16 ; 200 ; 465 
 3788 ; Набор монет Великобритании: 1/2 кроны, 2 шиллинга, 1 шиллинг, 6,3 пенсов, 1,1/2 пенни (8шт). Пластиковая упаковка ; 1970 ;  ; лат-Ni,Br,Cu-Ni ; Unc ; 72 ; Хаа ; 1183 
 3789 ; Набор монет Мальты: 1 лира, 50,25,10,5,2,1 цент (7шт) + жетон (1 евро. Проба). Пластиковая упаковка ; 2001-2005 ;  ; Би/м,Cu/St,лат ; Unc/AU ; 34 ; banks ; 533 
 3790 ; Набор монет Мальты: 2,1 евро, 50,20,10,5,2,1 евроцент (8шт) + жетон (1 евро. Проба). Пластиковая упаковка ; 2008,2003 ;  ; Би/м,Cu/St,лат ; Unc/AU ; 21 ; 200 ; 531 
 3791 ; Набор монет Австрии: 2,1 евро, 50,20,10,5,2,1 евроцент (8шт) + жетон. Пластиковая упаковка ; 2005-2010 ;  ; Би/м,Cu/St,лат ; Unc/AU ; 20 ; 200 ; 536 
 3792 ; Набор монет Германии: 2,1 евро, 50,20,10,5,2,1 евроцент (8шт) + жетон. Пластиковая упаковка ; 2002-2010 ;  ; Би/м,Cu/St,лат ; Unc/AU ; 19 ; 200 ; 546 
 3793 ; Набор монет Люксембурга: 2,1 евро, 50,20,10,5,2,1 евроцент (8шт) + жетон. Пластиковая упаковка ; 2003-2008 ;  ; Би/м,Cu/St,лат ; Unc/AU ; 39 ; 200 ; 612 
 3794 ; Набор монет Греции: 2,1 евро, 50,20,10,5,2,1 евроцент (8шт) + жетон. Пластиковая упаковка ; 2009 ;  ; Би/м,Cu/St,лат ; Unc/AU ; 13 ; valent77 ; 485 
