 4816 ; Бона иностранная. Дания ; 1936 ;  ;  ; AU ; 68 ; POSHEXON ; 272 
 4125 ; 100 рублей. Кооператив раб.просвещения. Пермь ; 1922 ;  ;  ;  ; 39 ; oleg61 ; 2000 
 4126 ; 100 рублей. Кооператив раб.комунхоза ; 1922 ;  ;  ;  ; 11 ; 4758 ; 1224 
 4127 ; 10 рублей. Сорабкоп. Киев ; 1923 ;  ;  ;  ; 9 ; 4758 ; 1350 
 4128 ; 5 рублей. О. П. "Трудработник" ; 1923 ;  ;  ;  ; 46 ; 4758 ; 1530 
 4129 ; 25 рублей ; 1947 ;  ;  ;  ; 25 ; 收集者 ; 517 
 4130 ; 3 рубля. Бежицкий ЦРК ;  ;  ;  ;  ; 29 ; 4758 ; 983 
 4131 ; 2 рубля. Бежицкий ЦРК ;  ;  ;  ;  ; 12 ; oleg61 ; 1062 
 4132 ; 100 рублей. Кузнецк ; 1921 ;  ;  ;  ; 23 ; oleg61 ; 2209 
 4133 ; 25 рублей ; 1949 ;  ;  ;  ; 51 ; 3051234 ; 352 
 4134 ; 50 рублей ; 1946 ;  ;  ;  ; 52 ; 3051234 ; 329 
 4135 ; 10 рублей. Радомыская народная управа ;  ;  ;  ;  ; 17 ; oleg61 ; 2993 
 4136 ; 5000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 21 ; Pro2 ; 321 
 4137 ; 5000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 15 ; lina-I ; 449 
 4138 ; 10000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 27 ; GEV ; 406 
 4139 ; 10000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 58 ; газета ; 319 
 4140 ; 10000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 25 ; Pro2 ; 459 
 4141 ; 1 руб 5 коп ; 1922 ;  ;  ;  ; 39 ; lina-I ; 1020 
 4142 ; 50 копеек ; 1924 ; Разменные казн.боны ;  ;  ; 149 ; каламбурчик ; 20399 
 4143 ; 3 рубля ; 1925 ; Гос.казначейские билеты СССР ;  ;  ; 24 ; А_еЧъ ; 7412 
 4144 ; 5 рублей ; 1925 ; Гос.казначейские билеты СССР ;  ;  ; 21 ; никсер ; 5196 
 4145 ; 2 червонца ; 1928 ; Калманович, Горбунов. Билет ;  ;  ; 18 ; садовник ; 5902 
 4146 ; 2 червонца ; 1928 ; Калманович, Карклин. Билет ;  ;  ; 22 ; 333985 ; 6324 
 4147 ; 10 червонцев ; 1922 ; Банковские билеты ;  ;  ; 40 ; potapov0 ; 5095 
 4148 ; 1 червонец ; 1922 ; Банковские билеты ;  ;  ; 56 ; садовник ; 7778 
 4149 ; 5000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 32 ; geracon2009 ; 442 
 4150 ; 10000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 8 ; каламбурчик ; 567 
 4151 ; Облигация Черноморской ж/д ; 1916 ;  ;  ;  ; 20 ; fillin ; 305 
 4152 ; Акция. Казань ; 1893 ;  ;  ;  ; 15 ; ъхз ; 160 
 4153 ; Акция. Баку ; 1917 ;  ;  ;  ; 3 ; ъхз ; 102 
 4154 ; Облигация Рязанско-Уральской ж/д ; 1894 ;  ;  ;  ; 25 ; 333985 ; 505 
 4155 ; Об-во Коломенского машиностр.завода. Акция ; 1907 ;  ;  ;  ; 11 ; 542 ; 503 
 4156 ; Облигация ; 1880 ;  ;  ;  ; 13 ; *sanek* ; 411 
 4157 ; Облигация ; 1906 ;  ;  ;  ; 11 ; моторист ; 267 
 4158 ; Облигация Николаевской ж/д ; 1869 ;  ;  ;  ; 8 ; *sanek* ; 467 
 4159 ; Облигация Николаевской ж/д ; 1869 ;  ;  ;  ; 7 ; viktorB77 ; 457 
 4160 ; Облигация Николаевской ж/д ; 1869 ;  ;  ;  ; 25 ; Germanfox ; 467 
 4161 ; Облигация Ивангородо-Домбровской ж/д ; 1882 ;  ;  ;  ; 35 ; fillin ; 608 
 4162 ; Облигация Ивангородо-Домбровской ж/д ; 1882 ;  ;  ;  ; 5 ; fillin ; 612 
 4063 ; 5 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 41 ; GEV ; 155 
 4064 ; 30 копеек ;  ; Разменные знаки и кредитные билеты Времен.правит.Дальнего Востока ;  ;  ; 94 ; егор ; 531 
 4065 ; 3 копейки. О. П.  Красносельской писчебум. фабрики ;  ;  ;  ;  ; 41 ; oleg61 ; 1593 
 4066 ; 10 копеек ; 1976 ;  ;  ;  ; 27 ; Pro2 ; 85 
 4067 ; 2 копейки ; 1976 ;  ;  ;  ; 24 ; Pro2 ; 80 
 4068 ; 1 рубль. Кооператив "Согласие" в Балаклаве ;  ;  ;  ;  ; 4 ; 4758 ; 918 
 4069 ; 50 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 30 ; GEV ; 90 
 4070 ; 5 рублей. Юденич ; 1919 ;  ;  ;   ; 36 ; ЛАВ-13 ; 705 
 4071 ; 50 рублей ; 1919 ;  ;  ;  ; 5 ; Pro2 ; 175 
 4072 ; 50 рублей ; 1919 ;  ;  ;  ; 7 ; комот ; 175 
 4073 ; 25 рублей ; 1919 ;  ;  ;  ; 3 ; Pro2 ; 153 
 4074 ; 25 рублей ; 1919 ;  ;  ;  ; 18 ; Pro2 ; 159 
 4075 ; 25 рублей ; 1919 ;  ;  ;  ; 4 ; 161rus ; 119 
 4076 ; 50 рублей ; 1919 ;  ;  ;  ; 4 ; газета ; 181 
 4077 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 7 ; admiral ; 80 
 4078 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 3 ; 2262н ; 72 
 4079 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 3 ; П.А.Н. ; 72 
 4080 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 2 ; я8844 ; 60 
 4081 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 15 ; admiral ; 96 
 4082 ; 200 рублей ; 1991 ; билет ;  ;  ; 30 ; Sky2 ; 152 
 4083 ; 200 рублей ; 1991 ; билет ;  ;  ; 27 ; Sky2 ; 159 
 4084 ; 100 рублей. Юденич ; 1919 ;  ;  ;  ; 61 ; Ритм ; 2002 
 4085 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 27 ; 4758 ; 937 
 4086 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 68 ; 4758 ; 826 
 4087 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 21 ; USS ; 1008 
 4088 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 16 ; konst ; 53 
 4089 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 11 ; gusar ; 47 
 4090 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 39 ; Oleg2000 ; 57 
 4091 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 12 ; andrew1977 ; 63 
 4092 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 19 ; Oleg2000 ; 63 
 4093 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 27 ; Pushan ; 95 
 4094 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 12 ; gusar ; 70 
 4095 ; 100000 марок ; 1923 ;  ;  ;  ; 19 ; Figaro65 ; 151 
 4096 ; 100 рублей ; 1947 ; билет ;  ;  ; 29 ; ъхз ; 1530 
 4097 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 8 ; sman ; 167 
 4098 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 10 ; molodes ; 111 
 4099 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 12 ; alex2780 ; 197 
 4100 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 35 ; пожпожпож ; 224 
 4101 ; 1 копейка ; 1924 ; Разменные казн.боны ;  ;  ; 23 ; ВКС ; 1041 
 4102 ; 2 копейки ; 1924 ; Разменные казн.боны ;  ;  ; 16 ; 333985 ; 1020 
 4103 ; 3 копейки ; 1924 ; Разменные казн.боны ;  ;  ; 15 ; 333985 ; 1020 
 4104 ; 5 копеек ; 1924 ; Разменные казн.боны ;  ;  ; 18 ; potapov0 ; 1683 
 4105 ; 3 рубля ; 1918 ; Азербайджан ;  ;  ; 13 ; afanas ; 129 
 4106 ; 10 рублей ; 1918 ; Азербайджан ;  ;  ; 7 ; afanas ; 129 
 4107 ; 100 рублей ; 1919 ; Азербайджан ;  ;  ; 7 ; afanas ; 129 
 4108 ; 50 рублей ; 1919 ; Азербайджан ;  ;  ; 7 ; afanas ; 129 
 4109 ; Карточка на промтовары ; 1947 ;  ;  ;  ; 68 ; Pro2 ; 203 
 4110 ; Карточка на промтовары ; 1947 ;  ;  ;  ; 55 ; 收集者 ; 357 
 4111 ; Карточка на промтовары ; 1947 ;  ;  ;  ; 15 ; Sky2 ; 204 
 4112 ; Справка на получение карточек ; 1948 ;  ;  ;  ; 20 ; Sky2 ; 310 
 4013 ; Лот монет Израиля (5шт) ;  ;  ; Cu-Ni, Al, ж/м ; VF-/VF ; 15 ; rik ; 55 
 4014 ; Лот монет Франции: 14шт ; 1941-1959 ;  ; Al ; F/VF ; 25 ; С Урала ; 76 
 4015 ; Лот монет Франции: 5шт ; 1943-1949 ;  ; Al ; F-VF/VF- ; 11 ; С Урала ; 30 
 4016 ; Лот монет Греции: 10шт ; 1976-1988 ;  ; Cu-Ni ; VF/XF ; 19 ; caiman67 ; 49 
 4017 ; Лот монет Греции: 15шт ; 1954-1992 ;  ; Cu-Ni ; F-VF/VF+ ; 15 ; С Урала ; 71 
 4018 ; Лот монет Португалии: 8шт ; 1972-1987 ;  ; Cu-Ni,латунь ; VF-/VF+ ; 17 ; Pro2 ; 46 
 4019 ; Лот монет Бельгии: 17шт ; 1948-1998 ;  ; Br ; VF/XF ; 9 ; kto-to ; 44 
 4020 ; Лот монет Бельгии: 11шт ; 1989-1998 ;  ; Cu-Ni ; VF+/XF ; 26 ; seechi ; 26 
 4021 ; Лот монет Норвегии: 25шт ; 1953-1990 ;  ; Cu-Ni ; VF/XF ; 9 ; dsp ; 80 
 4022 ; Лот монет Франции: 9шт ; 1943-1990 ;  ; Cu-Ni,Al/Br,Al, ; F/VF ; 8 ; limba ; 34 
 4023 ; Лот монет Бельгии: 12шт ; 1989-1998 ;  ; Cu-Ni ; VF/XF ; 8 ; С Урала ; 28 
 4024 ; Лот монет Бельгии: 11шт ; 1989-1998 ;  ; Cu-Ni ; VF/XF ; 33 ; caiman67 ; 33 
 4025 ; Лот монет Дании: 16шт ; 1973-1988 ;  ; Cu-Ni ; VF+/VF-XF ; 9 ; dsp ; 129 
 4026 ; Лот монет Испании: 14шт ; 1947-1975 ;  ; Латунь ; VF-/VF+ ; 11 ; locker3 ; 31 
 4027 ; Лот монет Испании: 21шт ; 1953-1980 ;  ; Латунь ; VF-/XF ; 19 ; caiman67 ; 48 
 4028 ; Лот монет Норвегии: 6шт ; 1952-1971 ;  ; Br ; VF/XF ; 40 ; dsp ; 58 
 4029 ; Лот монет Норвегии: 12шт ; 1954-1972 ;  ; Br ; VF/XF ; 25 ; dsp ; 118 
 4030 ; Лот монет Норвегии: 20шт ; 1952-1971 ;  ; Br ; VF/XF ; 27 ; dsp ; 170 
 4031 ; Лот монет Норвегии: 13шт ; 1956-1976 ;  ; Br,Cu-Ni ; VF/XF ; 13 ; dsp ; 62 
 4032 ; Лот монет Великобритании: 14шт ; 1956-1973 ;  ; Ni/лат,Br ; F/VF ; 19 ; kaktus ; 73 
 4033 ; Лот монет Португалии: 10шт ; 1970-1989 ;  ; Br,Cu-Ni,Лат ; F/VF+ ; 7 ; kto-to ; 46 
 4034 ; Лот монет Норвегии: 10шт ; 1953-1985 ;  ; Br,Cu-Ni ; VF-/VF ; 17 ; xct ; 35 
 4035 ; Лот монет Венгрии: 10шт ; 1950-1994 ;  ; Лат,Al,Cu-Ni ; F/VF ; 12 ; locker3 ; 37 
 4036 ; Лот монет Норвегии: 14шт ; 1946-1974 ;  ; Br,Cu-Ni ; VF-/VF ; 7 ; limba ; 37 
 4037 ; Лот монет Франции: 8шт ; 1943-1988 ;  ; Al/Br,Би/м,Al ; F/VF+ ; 20 ; RAFOLZ ; 30 
 4038 ; Лот монет Франции: 12шт ; 1942-1990 ;  ; Al/Br,Би/м,Al ; F+/VF ; 8 ; locker3 ; 32 
 4039 ; Лот монет Франции: 8шт ; 1943-1990 ;  ; Al/Br,Би/м,Al ; F/VF ; 3 ; bob1 ; 24 
 4040 ; Лот монет Аргентины: 3шт ; 1947,1948,1949 ;  ; латунь ; F-VF ; 17 ; MC17 ; 37 
 4041 ; Лот монет Венгрии: 10шт ; 1949-1996 ;  ; Лат,Al,Cu-Ni ; F/VF ; 7 ; filrf ; 33 
 4042 ; Лот монет Венгрии: 10шт ; 1950-1997 ;  ; Лат,Al,Cu-Ni ; VG/F-VF ; 3 ; asulum ; 24 
 4043 ; Лот монет США: 8шт ; 1970-1987 ;  ; cu-Zn ; VF/XF ; 9 ; yuri.gruzdev ; 62 
 4044 ; Лот монет США: 10шт ; 1970-1979 ;  ; cu-Zn ; VF-VF/XF ; 5 ; kto-to ; 62 
 4045 ; Лот монет Аргентины: 8шт ; 1983-1985 ;  ; Лат,Al ; VF-XF/XF ; 15 ; Mikola_1 ; 97 
 4046 ; Лот монет Северной Кореи (животные): 7шт ; 2002 ;  ; Al ; AU ; 16 ; Сырбор ; 313 
 4047 ; Лот монет Северной Кореи (животные): 7шт ; 2002 ;  ; Al ; AU ; 22 ; lalula ; 323 
 4048 ; Лот монет Северной Кореи (техника): 7шт ; 2002 ;  ; Al,лат,Cu-Ni ; AU ; 23 ; Oleg2000 ; 255 
 4049 ; Лот монет Северной Кореи (техника): 7шт ; 2002 ;  ; Al,лат,Cu-Ni ; AU ; 55 ; Сырбор ; 305 
 4050 ; Лот монет Северной Кореи (техника): 7шт ; 2002 ;  ; Al,лат,Cu-Ni ; AU ; 34 ; caiman67 ; 254 
 4051 ; 10 копеек ; 1915 ; Деньги-марки ;  ;  ; 29 ; ВКС ; 68 
 4052 ; 10 копеек ; 1915 ; Деньги-марки ;  ;  ; 8 ; ВКС ; 68 
 4053 ; 10 копеек ; 1915 ; Деньги-марки ;  ;  ; 16 ; seechi ; 60 
 4054 ; 15 копеек ; 1915 ; Деньги-марки ;  ;  ; 15 ; -IROKEZ- ; 45 
 4055 ; 3 рубля ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 25 ; t_v_v ; 63 
 4056 ; 50 копеек ; 1918 ; Азербайджан ;  ;  ; 19 ; ЛАВ-13 ; 266 
 4057 ; 20 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 15 ; каламбурчик ; 1911 
 4058 ; 1 копейка ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 18 ; Pro2 ; 62 
 4059 ; 2 копейки ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 8 ; Pro2 ; 102 
 4060 ; 2 копейки ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 39 ; каламбур ; 100 
 4061 ; 3 копейки ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 12 ; GEV ; 184 
 4062 ; 3 копейки ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 12 ; Pro2 ; 92 
 3963 ; Лот монет Дании, Швеции и Норвегии: 9шт. Деформация, отверстие ; 19,20 века ;  ; Ag ; VG ; 45 ; andrew1977 ; 280 
 3964 ; Лот монет Германии: 10шт ; 1875-1901 ;  ; Cu-Ni,Br ; F/VF- ; 38 ; westof ; 143 
 3965 ; Лот монет Великобритании: 15шт ; 1971-2000 ;  ; Br ; VF+/AU ; 9 ; caiman67 ; 66 
 3966 ; Лот монет Израиля: 8шт ;  ;  ; Al,Лат ; VF/XF ; 23 ; Pro2 ; 82 
 3967 ; Лот монет Канады: 9шт ; 1964-1981 ;  ; Cu-Ni ; VF/XF ; 7 ; Pro2 ; 92 
 3968 ; Лот монет  Германии: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2002-2011 ;  ; Би/м,Cu/St,лату ; AU ; 17 ; skiff1979nd ; 225 
 3969 ; Лот монет  Финляндия: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2011 ;  ; Би/м,Cu/St,лату ; AU ; 21 ; Smit ; 215 
 3970 ; Лот монет  Финляндия: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2012 ;  ; Би/м,Cu/St,лату ; AU ; 34 ; Gell13 ; 207 
 3971 ; Лот монет  Словения: 1 евро, 50,20,10,2,1 евроцентов (6шт) ; 2007 ;  ; Би/м,Cu/St,лату ; AU ; 67 ; Pro2 ; 133 
 3972 ; Лот монет  Бельгии: 50,20,10,5,2,1 евроцентов (6шт) ; 2007-2011 ;  ; Cu/St,лату ; AU ; 26 ; Pro2 ; 82 
 3973 ; Лот монет  Люксембурга: 50,20,10 евроцентов (3шт) ; 2011 ;  ; Латунь ; AU ; 13 ; Pro2 ; 61 
 3974 ; Лот монет Финляндии: 5,2,1 евроцентов (3шт) ; 2012 ;  ; Cu/St ; AU ; 21 ; seechi ; 55 
 3975 ; Лот монет США "Президенты": 1 доллар (5шт) ; 2009, 2011 ;  ; Латунь ; AU ; 113 ; kaktus ; 412 
 3976 ; Лот монет США "Штаты": 1/4 доллара (7шт) ; 1999 ;  ; Cu-Ni ; XF-/XF ; 93 ; Smit ; 147 
 3977 ; Лот монет США "Штаты": 1/4 доллара (10шт) ; 2000 ;  ; Cu-Ni ; XF-/XF ; 98 ; Smit ; 209 
 3978 ; Лот монет США "Штаты": 1/4 доллара (8шт) ; 2001 ;  ; Cu-Ni ; XF-/XF ; 74 ; Smit ; 190 
 3979 ; Лот монет США "Штаты": 1/4 доллара (5шт) ; 2002 ;  ; Cu-Ni ; XF-/XF ; 60 ; себер ; 91 
 3980 ; Лот монет США "Штаты": 1/4 доллара (4шт) ; 2003 ;  ; Cu-Ni ; XF-/XF ; 48 ; Атлантик ; 77 
 3981 ; Лот монет США "Штаты": 1/4 доллара (4шт) ; 2004 ;  ; Cu-Ni ; XF-/XF ; 40 ; i.box ; 77 
 3982 ; Лот монет США "Штаты": 1/4 доллара (6шт) ; 2005 ;  ; Cu-Ni ; XF-/XF ; 47 ; motly ; 123 
 3983 ; Лот монет США "Штаты": 1/4 доллара (6шт) ; 2006 ;  ; Cu-Ni ; XF-/XF+ ; 61 ; andreyM ; 113 
 3984 ; Лот монет США "Штаты": 1/4 доллара (5шт) ; 2007 ;  ; Cu-Ni ; XF-/AU ; 60 ; Антон Семенович ; 91 
 3985 ; Лот монет США "Штаты": 1/4 доллара (5шт) ; 2008 ;  ; Cu-Ni ; XF/XF+ ; 47 ; motly ; 93 
 3986 ; Лот монет США "Штаты": 1/4 доллара (12шт) ; 2010-2012 ;  ; Cu-Ni ; AU ; 126 ; caiman67 ; 323 
 3987 ; Лот монет США: 1 цент (10шт) ; 1970-2006 ;  ; Cu-Zn ; VF/VF-XF ; 24 ; kaktus ; 25 
 3988 ; Лот монет США: 1 цент (2шт) ; 2010 ;  ; Cu-Zn ; AU ; 20 ; caiman67 ; 26 
 3989 ; Лот монет Израиля (5шт) ; 20 век ;  ; Al, Cu-Ni, ж/м ; VF-/XF ; 37 ; Pro2 ; 69 
 3990 ; Лот монет Хорватии (6шт) ; 1995-2009 ;  ; Al, Cu-Ni, ж/м ; AU ; 30 ; caiman67 ; 153 
 3991 ; Лот монет  Финляндия: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2011 ;  ; Би/м,Cu/St,лату ; AU ; 42 ; Gell13 ; 207 
 3992 ; Лот монет  Финляндия: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2012 ;  ; Би/м,Cu/St,лату ; AU ; 107 ; 2262н ; 207 
 3993 ; Лот монет  Германии: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2002-2011 ;  ; Би/м,Cu/St,лату ; AU ; 96 ; Gell13 ; 164 
 3994 ; Лот монет Словении: 1 евро, 20,10,2,1 евроцентов (5шт) ; 2007 ;  ; Би/м,Cu/St,лату ; AU ; 16 ; caiman67 ; 83 
 3995 ; Лот монет Люксембурга: 50,20,10,5 евроцентов (4шт) ; 2011 ;  ; Cu/St, латунь ; AU ; 49 ; konst ; 65 
 3996 ; Лот монет Бельгии: 50,20,10,5,2,1 евроцентов (6шт) ; 2007-2011 ;  ; Cu/St, латунь ; AU ; 57 ; Фома ; 74 
 3997 ; Лот монет Финляндии: 5,2,1 евроцентов (3шт) ; 2012 ;  ; Cu/St ; AU ; 36 ; Spellko ; 45 
 3998 ; Лот монет США "Штаты": 1/4 доллара (8шт) ; 1999 ;  ; Cu-Ni ; XF-/XF ; 74 ; себер ; 101 
 3999 ; Лот монет США "Штаты": 1/4 доллара (10шт) ; 2000 ;  ; Cu-Ni ; XF-/XF ; 31 ; Smit ; 192 
 4000 ; Лот монет США "Штаты": 1/4 доллара (8шт) ; 2001 ;  ; Cu-Ni ; XF-/XF ; 40 ; Smit ; 147 
 4001 ; Лот монет США "Штаты": 1/4 доллара (4шт) ; 2002 ;  ; Cu-Ni ; XF-/XF ; 16 ; Smit ; 76 
 4002 ; Лот монет США "Штаты": 1/4 доллара (5шт) ; 2003 ;  ; Cu-Ni ; XF-/XF ; 36 ; Smit ; 93 
 4003 ; Лот монет США "Штаты": 1/4 доллара (5шт) ; 2004 ;  ; Cu-Ni ; XF-/XF ; 22 ; Smit ; 101 
 4004 ; Лот монет США "Штаты": 1/4 доллара (7шт) ; 2005 ;  ; Cu-Ni ; XF-/XF ; 78 ; sergey7 ; 132 
 4005 ; Лот монет США "Штаты": 1/4 доллара (7шт) ; 2006 ;  ; Cu-Ni ; XF-/XF ; 64 ; lubopitnaja ; 95 
 4006 ; Лот монет США "Штаты": 1/4 доллара (5шт) ; 2007 ;  ; Cu-Ni ; XF-/XF+ ; 46 ; lubopitnaja ; 92 
 4007 ; Лот монет США "Штаты": 1/4 доллара (5шт) ; 2008 ;  ; Cu-Ni ; XF/AU ; 21 ; lubopitnaja ; 88 
 4008 ; Лот монет США "Штаты": 1/4 доллара (12шт) ; 2010-2012 ;  ; Cu-Ni ; AU ; 19 ; KYZIA ; 278 
 4009 ; Лот монет США "Президенты": 1 доллар (5шт) ; 2009-2011 ;  ; Латунь ; AU ; 92 ; August31 ; 359 
 4010 ; Лот монет США: 1 цент (10шт) ; 1976-2008 ;  ; Cu-Zn ; VF/VF+ ; 26 ; yuri.gruzdev ; 35 
 4011 ; Лот монет США: 1 цент (2шт) ; 2010 ;  ; Cu-Zn ; AU ; 12 ; yuri.gruzdev ; 31 
