 3194 ; 250 рублей. Обязательство ; 1919 ;  ;  ;  ; 40 ; lelik ; 105 
 968 ; 1/2 фоллиса. Византия. Маврикий Тиберий ; 582-602 гг нэ ;  ; Cu ; F-VF ; 47 ; Girus_ ; 1334 
 969 ; Антониниан. Рим. Имп. Викторин ; 270-272 ;  ; Cu ; F-VF ; 32 ; xabib ; 370 
 970 ; Фоллис. Римская империя. Галерий ;  ;  ; Cu ; F-VF ; 26 ; vovan100 ; 1000 
 971 ; АЕ-20. Римская империя. Провинция Никея. Александр Север ;  ;  ; Br ; VF-XF ; 57 ; vovan100 ; 1544 
 972 ; Антониниан. Римская империя. Валериан II ;  ;  ; Билон ; VF+ ; 15 ; a_kog ; 1020 
 973 ; Монета медная. Пантикопей ;  ;  ; Cu ; VF- ; 20 ; vovan100 ; 340 
 974 ; Дельфин - 1/25 обола. Греция. Ольвия ; 5-4 в до р.х. ;  ; Cu ; F-VF ; 105 ; vovan100 ; 1561 
 975 ; Монета античная. Византия ; X-XI в ;  ; Cu ; VF ; 47 ; VR62 ; 790 
 976 ; Монета медная. Сасаниды ; V-VII вв нэ ;  ; Cu ; F-VF ; 46 ; tau ; 1020 
 977 ; Монета медная. Сасаниды ; V-VII вв нэ ;  ; Cu ; VF- ; 15 ; Girus_ ; 1000 
 978 ; 48 стиверов (риксдаальдер). Нидерланды, Гелдерланд ; 1674 ;  ; Ag ; VF- ; 67 ; ЕВС ; 2307 
 979 ; Полторак. Сигизмунд III ; 17 век ;  ; Ag ; F ; 5 ; МИГ ; 26 
 980 ; Полторак. Сигизмунд III ; 17 век ;  ; Ag ; F+ ; 13 ; МИГ ; 39 
 981 ; Полторак. Сигизмунд III ; 17 век ;  ; Ag ; F+ ; 17 ; Juic ; 53 
 982 ; Солид. Рига. Густав II Адольф ; 17 век ;  ; Ag ; VF- ; 43 ; Juic ; 77 
 983 ; Солид. Рига. Кристина ; 1644 ;  ; Ag ; VF- ; 43 ; МИГ ; 65 
 984 ; Солид. Рига. Кристина ; 1652 ;  ; Ag ; VF- ; 9 ; МИГ ; 36 
 985 ; Солид. Литва. Сигизмунд III ; 1624 ;  ; Ag ; VF- ; 4 ; Bayun48 ; 67 
 986 ; 3 крейцера. Австрия ; 1665 ;  ; Ag ; XF- ; 94 ; ЕВС ; 1134 
 987 ; 1 денар. Священная Римская Империя ; 1679 ;  ; Ag ; VF+ ; 54 ; ВалеН ; 759 
 988 ; Дирхем. Крым. Хан Максуд Гирей ; 1767-1768 ;  ; Ag ; F-VF ; 15 ; gelind ; 33 
 989 ; Дирхем. Крым. Хан Селим Гирей ; 1692-1699 ;  ; Ag ; F+ ; 12 ; Bayun48 ; 13 
 990 ; Дирхем. Крым. Хан Арслан Гирей ; 1748-1756 ;  ; Ag ; F+ ; 27 ; leo 2 ; 35 
 991 ; Дирхем. Крым. Хан Арслан Гирей ; 1748-1756 ;  ; Ag ; F-VF ; 38 ; gelind ; 39 
 992 ; Дирхем. Крым. Хан Селим Гирей ; 1692-1699 ;  ; Ag ; F+ ; 14 ; gelind ; 39 
 993 ; Монета медная. Китай. Династия Северная Сун ; X-XI в ;  ; Cu ; VF ; 35 ; kay2 ; 69 
 994 ; Монета медная. Китай. Династия Северная Сун ; X-XI в ;  ; Cu ; VF ; 38 ; Гурий ; 53 
 995 ; 1 донг "цзинсин тунбао" "шань си". Аннам, Поздняя Ле ; 1740-1786 ;  ; Br ; F-VF ; 11 ; S1952 ; 55 
 603 ; 10 пенни ; 1896 ; Финляндия ; Cu ; VF+ ; 28 ; GVBGVB ; 204 
 604 ; 10 пенни ; 1908 ; Финляндия ; Cu ; VF+ ; 25 ; GVBGVB ; 255 
 605 ; 10 пенни ; 1912 ; Финляндия ; Cu ; VF+ ; 19 ; GVBGVB ; 276 
 606 ; 10 пенни. Вензель ; 1917 ; Финляндия ; Cu ; VF-XF ; 34 ; GVBGVB ; 754 
 607 ; 10 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF ; 51 ; neman100 ; 640 
 608 ; 5 пенни ; 1866 ; Финляндия ; Cu ; VF ; 28 ; asru ; 261 
 609 ; 5 пенни ; 1892 ; Финляндия ; Cu ; VF+ ; 23 ; Girus_ ; 1156 
 610 ; 5 пенни ; 1896 ; Финляндия ; Cu ; VF+ ; 14 ; tdp ; 608 
 611 ; 5 пенни ; 1905 ; Финляндия ; Cu ; VF+ ; 10 ; В1951 ; 111 
 612 ; 5 пенни ; 1908 ; Финляндия ; Cu ; VF-XF ; 10 ; lynx ; 83 
 613 ; 5 пенни ; 1914 ; Финляндия ; Cu ; XF ; 25 ; lynx ; 206 
 614 ; 5 пенни ; 1916 ; Финляндия ; Cu ; XF ; 19 ; lynx ; 179 
 615 ; 1 пенни ; 1899 ; Финляндия ; Cu ; VF-XF ; 16 ; GVBGVB ; 519 
 616 ; 1 пенни ; 1906 ; Финляндия ; Cu ; XF- ; 34 ; GVBGVB ; 459 
 617 ; 1 пенни ; 1908 ; Финляндия ; Cu ; VF-XF ; 15 ; GVBGVB ; 257 
 618 ; 1 пенни ; 1913 ; Финляндия ; Cu ; VF-XF ; 6 ; o.k. ; 143 
 619 ; 1 пенни ; 1914 ; Финляндия ; Cu ; XF- ; 28 ; GVBGVB ; 61 
 620 ; 1 пенни ; 1915 ; Финляндия ; Cu ; XF- ; 38 ; Saneck ; 44 
 621 ; 1 пенни ; 1916 ; Финляндия ; Cu ; XF ; 30 ; Артемыч ; 57 
 871 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 42 ; romanov21 ; 57 
 872 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 22 ; romanov21 ; 53 
 873 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 28 ; лот мой! ; 107 
 874 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 17 ; Bayun48 ; 50 
 875 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 15 ; Bayun48 ; 25 
 876 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 20 ; Bayun48 ; 51 
 877 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 15 ; Bayun48 ; 51 
 878 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 22 ; 59 ; 51 
 879 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 15 ; Bayun48 ; 27 
 880 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 20 ; Luidor ; 600 
 881 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 45 ; Luidor ; 600 
 882 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 44 ; Bayun48 ; 114 
 883 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 22 ; leo 2 ; 338 
 884 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 11 ; Bayun48 ; 124 
 885 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 25 ; Bayun48 ; 28 
 886 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 39 ; Luidor ; 600 
 887 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 7 ; Bayun48 ; 53 
 888 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 11 ; Bayun48 ; 111 
 889 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 29 ; лот мой! ; 87 
 890 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 23 ; leo 2 ; 53 
 891 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 6 ; leo 2 ; 51 
 892 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 10 ; Bayun48 ; 36 
 893 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 18 ; lelik35 ; 26 
 894 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 25 ; Bayun48 ; 25 
 895 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; VF ; 6 ; Girus_ ; 700 
 896 ; Денга. Мордовия поволжская. Отверстие ; XV-XVIвв ;  ; Ag ; F+ ; 24 ; VR62 ; 155 
 897 ; Денга. Мордовия поволжская. Отверстие ; XV-XVIвв ;  ; Ag ; F+ ; 37 ; VR62 ; 81 
 898 ; Денга. Мордовия поволжская. Отверстие ; XV-XVIвв ;  ; Ag ; F+ ; 19 ; canis ; 42 
 899 ; Денга. Мордовия поволжская. Отверстие ; XV-XVIвв ;  ; Ag ; F ; 15 ; canis ; 45 
 900 ; Денга. Мордовия поволжская. Отверстие ; XV-XVIвв ;  ; Ag ; F+ ; 14 ; oleko ; 117 
 901 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 8 ; Bayun48 ; 62 
 553 ; Денга ; 1770 ; КМ "Сибирь" ; Cu ; F-VF ; 28 ; vovan100 ; 1530 
 554 ; Денга ; 1771 ; КМ "Сибирь" ; Cu ; VF- ; 24 ; leo 2 ; 2040 
 555 ; Денга ; 1790 ; КМ ; Cu ; F ; 18 ; дутик ; 444 
 556 ; Денга ; 1794 ; КМ ; Cu ; F+ ; 45 ; GVBGVB ; 788 
 557 ; Денга ; 1795 ; КМ ; Cu ; F-VF ; 34 ; ВЛУКИ ; 826 
 558 ; Денга ; 1795 ; КМ ; Cu ; F ; 54 ; кабан ; 401 
 559 ; Деньга ; 1797 ; ЕМ ; Cu ; F+ ; 25 ; tommi2679 ; 276 
 560 ; Деньга ; 1797 ; ЕМ ; Cu ; VF- ; 44 ; Данила ; 1224 
 561 ; Деньга ; 1798 ; ЕМ ; Cu ; VF- ; 34 ; tommi2679 ; 299 
 562 ; Деньга ; 1798 ; ЕМ ; Cu ; VF- ; 39 ; GVBGVB ; 867 
 563 ; Деньга ; 1819 ; ЕМ НМ ; Cu ; F ; 10 ; VR62 ; 36 
 564 ; 1/2 копейки ; 1840 ; СМ ; Cu ; F ; 8 ; GVBGVB ; 33 
 565 ; 1/2 копейки ; 1841 ; СПМ ; Cu ; F+ ; 15 ; Juic ; 30 
 566 ; Денежка ; 1860 ; ЕМ ; Cu ; F-VF ; 35 ; 542 ; 201 
 567 ; Денежка ; 1861 ; ЕМ ; Cu ; VF ; 88 ; fanil ; 1530 
 568 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; XF- ; 8 ; alex0223 ; 890 
 569 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU ; 70 ; lynx ; 400 
 570 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; VF+ ; 17 ; lelik35 ; 31 
 571 ; Полушка ; 1718 ;  ; Cu ; F ; 40 ; tommi2679 ; 340 
 572 ; Полушка ; 1719 ; НД ; Cu ; F+ ; 13 ; nikolay ; 175 
 573 ; Полушка ; 1719 ;  ; Cu ; F-VF ; 31 ; vovan100 ; 546 
 574 ; Полушка "7" развернута ; 1720 ;  ; Cu ; F-VF ; 101 ; fanil ; 1530 
 575 ; Полушка ; 1720 ;  ; Cu ; F-VF ; 31 ; tommi2679 ; 456 
 576 ; Полушка ; 1720 ;  ; Cu ; F+ ; 22 ; tommi2679 ; 114 
 577 ; Полушка ; 1720 ;  ; Cu ; F+ ; 30 ; pete ; 36 
 578 ; Полушка ; 1721 ;  ; Cu ; F-VF ; 30 ; tommi2679 ; 363 
 579 ; Полушка ; 1722 ;  ; Cu ; F ; 19 ; 542 ; 142 
 580 ; Полушка ; 1735 ;  ; Cu ; F ; 9 ; alex995 ; 27 
 581 ; Полушка ; 1736 ;  ; Cu ; F+ ; 4 ; frommer ; 41 
 582 ; Полушка ; 1737 ;  ; Cu ; F+ ; 54 ; fanil ; 714 
 583 ; Полушка ; 1748 ;  ; Cu ; F-VF ; 15 ; sinisha ; 459 
 584 ; Полушка ; 1767 ; КМ "Сибирь" ; Cu ; F ; 30 ; xabib ; 453 
 585 ; Полушка ; 1768 ; ЕМ ; Cu ; F-VF ; 17 ; xabib ; 467 
 586 ; Полушка ; 1771 ; КМ "Сибирь" ; Cu ; F-VF ; 23 ; xabib ; 1223 
 587 ; Полушка ; 1775 ; КМ "Сибирь" ; Cu ; F+ ; 49 ; vovan100 ; 1105 
 588 ; Полушка ; 1777 ; КМ "Сибирь" ; Cu ; F ; 38 ; vovan100 ; 691 
 589 ; Полушка ; 1786 ; КМ ; Cu ; F ; 57 ; jj ; 275 
 590 ; 1/4 копейки ; 1840 ; СПМ ; Cu ; XF- ; 60 ; GVBGVB ; 1248 
 591 ; 1/4 копейки ; 1841 ; СПМ ; Cu ; F+ ; 32 ; tati1545 ; 163 
 592 ; 1/4 копейки ; 1841 ; СМ ; Cu ; F ; 26 ; ЧИС ; 33 
 593 ; 1/4 копейки. Аверс/реверс 45 градусов ; 1842 ; СПМ ; Cu ; VF ; 66 ; sinisha ; 512 
 594 ; 1/4 копейки ; 1842 ; СМ ; Cu ; F ; 14 ; VR62 ; 41 
 595 ; 3 гроша ; 1840 ; MW Рус.-Пол. ; Cu ; VG ; 32 ; МОЁ ; 153 
 596 ; 3 гроша ; 1840 ; MW Рус.-Пол. ; Cu ; F ; 19 ; Dмитрий ; 114 
 597 ; 1 грош ; 1823 ; IB Польша ; Cu ; F ; 40 ; fav ; 260 
 598 ; 3 копейки "оккупация" ; 1916А ;  ; Fe ; XF+ ; 50 ; wladimir1972 ; 1734 
 599 ; 3 копейки "оккупация" ; 1916J ;  ; Fe ; VF- ; 20 ; Sky2 ; 744 
 600 ; 1 копейка "оккупация" ; 1916J ;  ; Fe ; VF+ ; 67 ; Gerc89 ; 623 
 601 ; 10 пенни ; 1867 ; Финляндия ; Cu ; VF+ ; 37 ; Girus_ ; 939 
 602 ; 10 пенни ; 1891 ; Финляндия ; Cu ; VF ; 73 ; Girus_ ; 1530 
 503 ; Копейка ; 1832 ; ЕМ ФХ ; Cu ; F+ ; 17 ; frommer ; 102 
 504 ; Копейка ; 1839 ; СМ ; Cu ; F ; 23 ; GVBGVB ; 133 
 505 ; Копейка ; 1840 ; ЕМ ; Cu ; F ; 3 ; niyaz ; 14 
 506 ; Копейка ; 1840 ; ЕМ ; Cu ; F ; 5 ; хруст ; 27 
 507 ; Копейка ; 1840 ; ЕМ ; Cu ; F+ ; 14 ; хруст ; 57 
 508 ; Копейка ; 1841? ; СМ ; Cu ; F ; 3 ; niyaz ; 14 
 509 ; Копейка ; 1842 ; СПМ ; Cu ; F ; 13 ; хруст ; 29 
 510 ; Копейка ; 1842 ; СМ ; Cu ; F+ ; 12 ; GVBGVB ; 57 
 511 ; Копейка ; 1843 ; ЕМ ; Cu ; F ; 35 ; дутик ; 36 
 512 ; Копейка ; 1843 ; ЕМ ; Cu ; F+ ; 4 ; alex995 ; 22 
 513 ; Копейка ; 1843 ; ЕМ ; Cu ; F ; 11 ; Juic ; 25 
 514 ; Копейка ; 1843 ; СМ ; Cu ; F-VF ; 21 ; sinisha ; 150 
 515 ; Копейка ; 1845 ; СМ ; Cu ; F-VF ; 91 ; sinisha ; 570 
 516 ; Копейка ; 1846 ; СМ ; Cu ; VF- ; 60 ; sinisha ; 593 
 517 ; Копейка ; 1846 ; СМ ; Cu ; F-VF ; 21 ; frommer ; 105 
 518 ; Копейка ; 1852 ; ЕМ ; Cu ; VF ; 39 ; fanil ; 1205 
 519 ; Копейка ; 1853 ; ЕМ ; Cu ; F ; 6 ; niyaz ; 17 
 520 ; Копейка ; 1859 ; ЕМ Корона шире ; Cu ; F ; 22 ; nikolay ; 32 
 521 ; Копейка ; 1859 ; ВМ ; Cu ; F ; 29 ; GVBGVB ; 361 
 522 ; Копейка ; 1852 ; ЕМ ; Cu ; VF+ ; 28 ; lynx ; 223 
 523 ; Копейка ; 1866 ; ЕМ ; Cu ; VF+ ; 51 ; foma71 ; 867 
 524 ; Копейка ; 1899 ; СПБ ; Cu ; F ; 9 ; niyaz ; 20 
 525 ; Копейка ; 1904 ; СПБ ; Cu ; F ; 12 ; меркурий ; 32 
 526 ; Копейка ; 1905 ; СПБ ; Cu ; F ; 5 ; niyaz ; 16 
 527 ; Копейка ; 1905 ; СПБ ; Cu ; F ; 11 ; niyaz ; 12 
 528 ; Копейка ; 1913 ; СПБ ; Cu ; F-VF ; 4 ; Конрос бид 32 ; 33 
 529 ; Копейка ; 1914 ; СПБ ; Cu ; VF-XF ; 4 ; tommi2679 ; 104 
 530 ; Копейка ; 1915 ;  ; Cu ; AU ; 50 ; vovan100 ; 444 
 531 ; Копейка ; 1915 ;  ; Cu ; AU ; 46 ; AnKI ; 459 
 532 ; Денга ; 1731 ;  ; Cu ; F-VF ; 140 ; tron ; 1259 
 533 ; Денга ; 1731 ;  ; Cu ; F ; 9 ; SSK ; 62 
 534 ; Денга ; 1731 ;  ; Cu ; F+ ; 27 ; tron ; 65 
 535 ; Денга ; 1734 ;  ; Cu ; F ; 15 ; frommer ; 32 
 536 ; Денга ; 1734 ;  ; Cu ; F+ ; 12 ; frommer ; 39 
 537 ; Денга ; 1735 ;  ; Cu ; F ; 2 ; frommer ; 37 
 538 ; Денга ; 1735 ;  ; Cu ; F+ ; 10 ; frommer ; 48 
 539 ; Денга ; 1736 ;  ; Cu ; F ; 7 ; frommer ; 25 
 540 ; Денга ; 1738 ;  ; Cu ; F ; 7 ; frommer ; 37 
 541 ; Денга ; 1739 ;  ; Cu ; F-VF ; 6 ; frommer ; 67 
 542 ; Денга ; 1741 ;  ; Cu ; F+ ; 5 ; frommer ; 24 
 543 ; Денга ; 1741 ;  ; Cu ; F-VF ; 11 ; vc57 ; 46 
 544 ; Денга ; 1748 ;  ; Cu ; VF- ; 7 ; frommer ; 235 
 545 ; Денга ; 1748 ;  ; Cu ; F-VF ; 19 ; frommer ; 23 
 546 ; Денга ; 1749 ;  ; Cu ; F ; 4 ; frommer ; 25 
 547 ; Денга ; 1750 ;  ; Cu ; F+ ; 22 ; frommer ; 28 
 548 ; Денга ; 1750 ;  ; Cu ; F ; 13 ; frommer ; 25 
 549 ; Денга ; 1751 ;  ; Cu ; F-VF ; 5 ; frommer ; 73 
 550 ; Денга ; 1757 ;  ; Cu ; F-VF ; 34 ; neman100 ; 1836 
 551 ; Денга ; 1766 ; ЕМ ; Cu ; F ; 22 ; 542 ; 113 
 552 ; Денга ; 1768 ; КМ "Сибирь" ; Cu ; F+ ; 64 ; xabib ; 277 
 453 ; 2 копейки ; 1812 ; СПБ ПС ; Cu ; VF ; 63 ; кабан ; 79 
 454 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; F+ ; 24 ; drn137 ; 45 
 455 ; 2 копейки ; 1813? ; ЕМ НМ ; Cu ; F ; 10 ; ЧИС ; 21 
 456 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; F-VF ; 30 ; rugbist ; 36 
 457 ; 2 копейки ; 1814 ; ЕМ НМ ; Cu ; VF-XF ; 21 ; vagvagvag ; 348 
 458 ; 2 копейки ; 1814 ; ЕМ НМ ; Cu ; VF-XF/VF+ ; 31 ; меркурий ; 57 
 459 ; 2 копейки ; 1814 ; ИМ ПС ; Cu ; VF+/XF- ; 31 ; SSK ; 1122 
 460 ; 2 копейки ; 1816 ; ЕМ НМ ; Cu ; VF-XF ; 8 ; ААФ ; 459 
 461 ; 2 копейки ; 1816 ; ЕМ НМ ; Cu ; VF-XF ; 16 ; Даймлер ; 512 
 462 ; 2 копейки ; 1820 ; ЕМ НМ ; Cu ; F+ ; 3 ; alex995 ; 21 
 463 ; 2 копейки ; 1820 ; ЕМ НМ ; Cu ; F ; 6 ; rugbist ; 25 
 464 ; 2 копейки ; 1822 ; КМ АМ ; Cu ; F ; 17 ; alex995 ; 21 
 465 ; 2 копейки ; 1823 ; КМ АМ ; Cu ; F ; 3 ; alex995 ; 21 
 466 ; 2 копейки ; 1825 ; КМ АМ ; Cu ; F ; 23 ; GVBGVB ; 34 
 467 ; 2 копейки ; 1826 ; ЕМ ИК ; Cu ; F ; 22 ; alex995 ; 32 
 468 ; 2 копейки ; 1837 ; ЕМ НА ; Cu ; F+ ; 13 ; frommer ; 41 
 469 ; 2 копейки ; 1838 ; ЕМ НА ; Cu ; F+ ; 11 ; frommer ; 113 
 470 ; 2 копейки ; 1838 ; СМ ; Cu ; F+ ; 11 ; frommer ; 36 
 471 ; 2 копейки ; 1839 ; СМ ; Cu ; F+ ; 20 ; 542 ; 114 
 472 ; 2 копейки ; 19 век ;  ; Cu ; F+ ; 10 ; niyaz ; 20 
 473 ; 2 копейки ; 1843 ; ЕМ ; Cu ; F ; 16 ; alex995 ; 33 
 474 ; 2 копейки ; 1843 ; ЕМ ; Cu ; F+ ; 13 ; хруст ; 33 
 475 ; 2 копейки ; 1844 ; ЕМ ; Cu ; F+ ; 20 ; GVBGVB ; 204 
 476 ; 2 копейки ; 1846 ; СМ ; Cu ; F/F-VF ; 8 ; VR62 ; 33 
 477 ; 2 копейки ; 1846 ; СМ ; Cu ; VF- ; 17 ; кабан ; 393 
 478 ; 2 копейки ; 1862 ; ЕМ ; Cu ; F+ ; 5 ; Михалыч ; 33 
 479 ; 2 копейки ; 1866 ; ЕМ ; Cu ; F-VF ; 17 ; GVBGVB ; 239 
 480 ; 2 копейки ; 20 век ;  ; Cu ; F ; 3 ; niyaz ; 14 
 481 ; 2 копейки ; 1870 ; ЕМ ; Cu ; F+ ; 8 ; меркурий ; 28 
 482 ; 2 копейки ; 1903 ; СПБ ; Cu ; F ; 3 ; alex995 ; 21 
 483 ; 2 копейки ; 1904 ; СПБ ; Cu ; F ; 5 ; alex995 ; 21 
 484 ; 2 копейки ; 1906 ; СПБ ; Cu ; F ; 19 ; АЛЕКСАНДРЪ ; 20 
 485 ; 2 копейки ; 1915 ;  ; Cu ; F ; 13 ; fanil ; 22 
 486 ; Копейка ; 1800 ; ЕМ ; Cu ; F-VF ; 7 ; frommer ; 89 
 487 ; Копейка ; 1800 ; ЕМ ; Cu ; F-VF ; 7 ; frommer ; 174 
 488 ; Копейка ; 1800 ; ЕМ ; Cu ; F+ ; 3 ; хруст ; 34 
 489 ; Копейка ; 1801 ; ЕМ ; Cu ; F-VF ; 15 ; naga ; 114 
 490 ; Копейка ; 1801 ; ЕМ ; Cu ; F ; 3 ; alex995 ; 21 
 491 ; Копейка ; 1819 ; КМ АД ; Cu ; F-VF ; 10 ; rrr ; 178 
 492 ; Копейка ; 1819 ; КМ АД ; Cu ; F-VF ; 22 ; vc57 ; 156 
 493 ; Копейка ; 1824 ; ЕМ ПГ ; Cu ; F ; 5 ; alex995 ; 21 
 494 ; Копейка ; 1824 ; КМ АМ ; Cu ; F+ ; 8 ; alex995 ; 21 
 495 ; Копейка ; 1824 ; КМ АМ ; Cu ; VF- ; 33 ; sinisha ; 258 
 496 ; Копейка ; 1824 ; КМ АМ ; Cu ; F+ ; 11 ; VR62 ; 96 
 497 ; Копейка ; 1829 ; ЕМ ИК ; Cu ; F-VF ; 3 ; Россия ; 521 
 498 ; Копейка ; 1829 ; ЕМ ИК ; Cu ; F+ ; 10 ; Артемыч ; 20 
 499 ; Копейка ; 1829 ; ЕМ ИК ; Cu ; VF- ; 23 ; solder13 ; 153 
 500 ; Копейка ; 1830 ; ЕМ ИК ; Cu ; F+ ; 6 ; alex995 ; 26 
 501 ; Копейка ; 1831 ; СМ ; Cu ; F-VF ; 78 ; frommer ; 265 
 502 ; Копейка ; 1832 ; ЕМ ФХ ; Cu ; F+ ; 16 ; tommi2679 ; 153 
 403 ; 5 копеек ; 1870 ; ЕМ ; Cu ; F-VF ; 24 ; xabib ; 96 
 404 ; 5 копеек ; 1874 ; ЕМ ; Cu ; F ; 9 ; alex995 ; 30 
 405 ; 5 копеек ; 1875 ; ЕМ ; Cu ; F+ ; 6 ; хруст ; 37 
 406 ; 5 копеек ; 1911 ; СПБ ; Cu ; VF-XF ; 78 ; Олег33 ; 516 
 407 ; 3 копейки ; 1883 ; СПБ ; Cu ; F+ ; 24 ; GVBGVB ; 79 
 408 ; 3 копейки ; 1899 ; СПБ ; Cu ; F ; 1 ; andr45 ; 50 
 409 ; 3 копейки ; 1899 ; СПБ ; Cu ; F ; 19 ; andr45 ; 40 
 410 ; 3 копейки ; 1900 ; СПБ ; Cu ; F+ ; 29 ; andr45 ; 50 
 411 ; 3 копейки ; 1903 ; СПБ ; Cu ; F-VF ; 36 ; Ромашка ; 62 
 412 ; 3 копейки ; 1906 ; СПБ ; Cu ; F ; 1 ; andr45 ; 50 
 413 ; 3 копейки ; 1908 ; СПБ ; Cu ; F-VF ; 3 ; andr45 ; 37 
 414 ; 3 копейки ; 1910 ; СПБ ; Cu ; F ; 21 ; andr45 ; 38 
 415 ; 3 копейки ; 1911 ; СПБ ; Cu ; F ; 13 ; andr45 ; 31 
 416 ; 3 копейки ; 1913 ; СПБ ; Cu ; VF- ; 33 ; andr45 ; 83 
 417 ; 3 копейки ; 1915 ;  ; Cu ; F ; 17 ; alex995 ; 21 
 418 ; 3 копейки ; 1916 ;  ; Cu ; F-VF ; 6 ; GVBGVB ; 36 
 419 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F+ ; 36 ; Juic ; 116 
 420 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F-VF ; 62 ; rugbist ; 288 
 421 ; 2 копейки ; 1758 ;  ; Cu ; F ; 23 ; дутик ; 41 
 422 ; 2 копейки ; 1758 ;  ; Cu ; F+ ; 3 ; хруст ; 44 
 423 ; 2 копейки ; 1758 ;  ; Cu ; F-VF ; 15 ; Конрос бид 32 ; 65 
 424 ; 2 копейки ; 1759 ;  ; Cu ; F ; 10 ; kenso ; 32 
 425 ; 2 копейки ; 1759? ;  ; Cu ; F+ ; 9 ; tron ; 66 
 426 ; 2 копейки ; 1763 ; ММ ; Cu ; F-VF ; 27 ; frommer ; 405 
 427 ; 2 копейки ; 1763 ; ММ ; Cu ; F-VF ; 42 ; frommer ; 221 
 428 ; 2 копейки ; 1765 ; СПМ ; Cu ; F-VF ; 60 ; GVBGVB ; 744 
 429 ; 2 копейки "Сибирь" ; 18 век ;  ; Cu ; F+ ; 36 ; canis ; 161 
 430 ; 2 копейки ; 1771 ; КМ "Сибирь" ; Cu ; F+ ; 77 ; xabib ; 354 
 431 ; 2 копейки ; 1797 ; АМ ; Cu ; F+ ; 32 ; frommer ; 94 
 432 ; 2 копейки ; 1797 ; КМ ; Cu ; F ; 35 ; nikolay ; 95 
 433 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F+ ; 11 ; frommer ; 33 
 434 ; 2 копейки ; 1798 ; АМ ; Cu ; F+ ; 26 ; frommer ; 181 
 435 ; 2 копейки ; 1798 ; КМ ; Cu ; F-VF ; 34 ; frommer ; 407 
 436 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F ; 44 ; frommer ; 41 
 437 ; 2 копейки ; 1800 ; КМ ; Cu ; F ; 41 ; frommer ; 340 
 438 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F ; 22 ; frommer ; 51 
 439 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF+ ; 27 ; frommer ; 610 
 440 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F+ ; 13 ; frommer ; 101 
 441 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; F+ ; 15 ; frommer ; 35 
 442 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; F-VF ; 16 ; gelind ; 36 
