 3212 ; Бона иностранная ;  ;  ;  ;  ; 16 ; buzykin ; 43 
 614 ; Денга ; 1735 ;  ; Cu ; F+ ; 5 ; gelind ; 23 
 615 ; Денга ; 1736 ;  ; Cu ; VF- ; 55 ; VGS ; 173 
 616 ; Денга ; 1737 ;  ; Cu ; VF- ; 30 ; marsel ; 47 
 617 ; Денга ; 1738 ;  ; Cu ; F-VF ; 29 ; fatima ; 102 
 618 ; Денга ; 1739 ;  ; Cu ; VF- ; 37 ; VGS ; 171 
 619 ; Денга ; 1740 ;  ; Cu ; VF- ; 22 ; o.k. ; 92 
 620 ; Денга ; 1741 ;  ; Cu ; F-VF ; 26 ; o.k. ; 84 
 621 ; Денга ; 1746 ;  ; Cu ; F-VF ; 11 ; obob999 ; 47 
 622 ; Денга ; 1748 ;  ; Cu ; VF- ; 89 ; VGS ; 161 
 623 ; Денга ; 1748 ;  ; Cu ; F-VF ; 12 ; Джессика56324 ; 32 
 624 ; Денга ; 1749 ;  ; Cu ; VF ; 9 ; gelind ; 90 
 625 ; Денга ; 1749 ;  ; Cu ; F-VF ; 13 ; baikal.k ; 33 
 626 ; Денга ; 1750 ;  ; Cu ; F-VF ; 13 ; QSL ; 74 
 627 ; Денга ; 1751 ;  ; Cu ; F-VF ; 38 ; Джессика56324 ; 100 
 628 ; Денга ; 1753 ;  ; Cu ; F+ ; 5 ; obob999 ; 22 
 629 ; Денга ; 1757 ;  ; Cu ; F+ ; 37 ; baikal.k ; 195 
 630 ; Денга ; 1759 ;  ; Cu ; F ; 14 ; 27091979 ; 179 
 631 ; Денга ; 1760 ;  ; Cu ; F-VF ; 26 ; PSvashmid ; 143 
 632 ; Денга ; 1766 ; ЕМ  ; Cu ; F-VF ; 51 ; o.k. ; 367 
 533 ; 2 копейки ; 1914 ; СПБ  ; Cu ; VF+ ; 18 ; bulldozer ; 25 
 534 ; 2 копейки ; 1914 ; СПБ  ; Cu ; F+ ; 3 ; ЧИС ; 30 
 535 ; 2 копейки ; 1915 ;  ; Cu ; VF-XF ; 11 ; bulldozer ; 101 
 536 ; 2 копейки ; 1916 ;  ; Cu ; F+ ; 19 ; koga ; 26 
 537 ; Копейка ; 1707 ; МД  ; Cu ; F-VF ; 65 ; Олег33 ; 1431 
 538 ; Копейка ; 1712 ; МД  ; Cu ; F+ ; 59 ; VR62 ; 440 
 539 ; Копейка ; 1715 ; МД  ; Cu ; F+ ; 42 ; VR62 ; 408 
 540 ; Копейка ; 1759 ;  ; Cu ; F-VF ; 12 ; alekspde ; 73 
 541 ; Копейка ; 1774 ; "КМ ""Сибирь"" " ; Cu ; VF ; 29 ; zbig ; 1221 
 542 ; Копейка ; 1777 ; "КМ ""Сибирь"" " ; Cu ; F-VF ; 46 ; zbig ; 1275 
 543 ; Копейка ; 1778 ; "КМ ""Сибирь"" " ; Cu ; F-VF ; 45 ; zbig ; 566 
 544 ; Копейка ; 1779 ; "КМ ""Сибирь"" " ; Cu ; VF ; 35 ; zbig ; 1197 
 545 ; Копейка ; 1796 ; ЕМ  ; Cu ; F-VF ; 16 ; evgenijzhuk ; 760 
 546 ; Копейка ; 1797 ; ЕМ  ; Cu ; F-VF ; 1 ; evgenijzhuk ; 200 
 547 ; Копейка ; 1798 ; ЕМ  ; Cu ; F ; 20 ; Джессика56324 ; 79 
 548 ; Копейка ; 1799 ; ЕМ  ; Cu ; VF- ; 35 ; o.k. ; 209 
 549 ; Копейка ; 1800 ; ЕМ  ; Cu ; VF- ; 51 ; vitapool ; 294 
 550 ; Копейка ; 1801 ; ЕМ  ; Cu ; F-VF ; 11 ; Джессика56324 ; 53 
 551 ; Копейка ; 1821 ; ЕМ НМ  ; Cu ; VF- ; 82 ; zorge10 ; 260 
 552 ; Копейка ; 1824 ; ЕМ ПГ  ; Cu ; F-VF ; 51 ; PSvashmid ; 88 
 553 ; Копейка ; 1825 ; ЕМ ИК  ; Cu ; F+ ; 72 ; baikal.k ; 512 
 554 ; Копейка ; 1833 ; ЕМ ФХ  ; Cu ; VF+ ; 25 ; limon1976 ; 915 
 555 ; Копейка ; 1834 ; ЕМ ФХ  ; Cu ; VF ; 7 ; HILL ; 434 
 556 ; Копейка ; 1835 ; ЕМ ФХ  ; Cu ; F+ ; 39 ; nikolay ; 172 
 557 ; Копейка ; 1837 ; ЕМ НА  ; Cu ; F+ ; 17 ; nikolay ; 120 
 558 ; Копейка ; 1838 ; СМ  ; Cu ; F+ ; 16 ; PSvashmid ; 90 
 559 ; Копейка ; 1840 ; ЕМ  ; Cu ; VF ; 38 ; solder13 ; 193 
 560 ; Копейка ; 1841 ; ЕМ  ; Cu ; F-VF ; 36 ; 27091979 ; 83 
 561 ; Копейка ; 1842 ; ЕМ  ; Cu ; VF- ; 31 ; bulldozer ; 305 
 562 ; Копейка. Глубокие забоины по всему гурту ; 1842 ; СПМ  ; Cu ; F+ ; 39 ; Джессика56324 ; 51 
 563 ; Копейка ; 1843 ; ЕМ  ; Cu ; VF- ; 37 ; В1951 ; 104 
 564 ; Копейка ; 1843 ; ЕМ  ; Cu ; VF- ; 9 ; zorge10 ; 388 
 565 ; Копейка ; 1843 ; ЕМ  ; Cu ; F-VF ; 20 ; 27091979 ; 71 
 566 ; Копейка ; 1844 ; ЕМ  ; Cu ; VF+ ; 37 ; монеткин ; 1020 
 567 ; Копейка ; 1844 ; СМ  ; Cu ; VF- ; 4 ; lchernata ; 161 
 568 ; Копейка ; 1846 ; СМ  ; Cu ; F-VF ; 21 ; evgenijzhuk ; 306 
 569 ; Копейка ; 1847 ; СМ  ; Cu ; F-VF ; 14 ; o.k. ; 331 
 570 ; Копейка ; 1851 ; ВМ  ; Cu ; VF+ ; 81 ; ZOLTAN333 ; 3017 
 571 ; Копейка ; 1852 ; ЕМ  ; Cu ; VF+ ; 15 ; трулебас ; 294 
 572 ; Копейка ; 1853 ; ЕМ  ; Cu ; VF- ; 2 ; marsel ; 114 
 573 ; Копейка ; 1853 ; ЕМ  ; Cu ; F ; 16 ; ЧИС ; 70 
 574 ; Копейка ; 1854 ; ЕМ  ; Cu ; F-VF ; 30 ; Джессика56324 ; 117 
 575 ; Копейка ; 1855 ; ЕМ  ; Cu ; F ; 29 ; VR62 ; 68 
 576 ; Копейка ; 1855 ; ЕМ  ; Cu ; F ; 1 ; makcpeyn100 ; 100 
 577 ; Копейка ; 1856 ; ЕМ  ; Cu ; F+ ; 17 ; nikolay ; 108 
 578 ; Копейка ; 1858 ; ЕМ  ; Cu ; F ; 25 ; zяzяzя ; 63 
 579 ; Копейка ; 1859 ; ЕМ Корона шире  ; Cu ; F-VF ; 36 ; baikal.k ; 337 
 580 ; Копейка ; 1861 ; ЕМ  ; Cu ; F+ ; 18 ; baikal.k ; 91 
 581 ; Копейка ; 1862 ; ЕМ  ; Cu ; F ; 25 ; amd4200 ; 80 
 582 ; Копейка ; 1863 ; ЕМ  ; Cu ; F+ ; 46 ; Xe72 ; 126 
 483 ; 2 копейки ; 1814 ; ЕМ НМ  ; Cu ; F-VF ; 44 ; gelind ; 102 
 484 ; 2 копейки ; 1814 ; ИМ ПС  ; Cu ; F-VF ; 39 ; nikolay ; 211 
 485 ; 2 копейки ; 1815 ; ЕМ НМ  ; Cu ; VF- ; 22 ; zbig ; 90 
 486 ; 2 копейки ; 1816 ; ЕМ НМ  ; Cu ; F-VF ; 15 ; QSL ; 47 
 487 ; 2 копейки ; 1817 ; ЕМ НМ  ; Cu ; F-VF ; 15 ; zbig ; 51 
 488 ; 2 копейки ; 1817 ; КМ АМ  ; Cu ; VF- ; 16 ; vjacha ; 50 
 489 ; 2 копейки ; 1820 ; ЕМ НМ  ; Cu ; F-VF ; 8 ; Poiuyt ; 36 
 490 ; 2 копейки ; 1821 ; ЕМ НМ  ; Cu ; F-VF ; 9 ; 27091979 ; 39 
 491 ; 2 копейки ; 1822 ; ЕМ ФГ  ; Cu ; F-VF ; 21 ; PSvashmid ; 49 
 492 ; 2 копейки ; 1823 ; ЕМ ФГ  ; Cu ; VF+ ; 16 ; DmA ; 306 
 493 ; 2 копейки ; 1824 ; КМ АМ  ; Cu ; F-VF ; 13 ; PSvashmid ; 134 
 494 ; 2 копейки ; 1825 ; ЕМ ПГ  ; Cu ; VF ; 40 ; solder13 ; 159 
 495 ; 2 копейки ; 1826 ; ЕМ ИК  ; Cu ; F-VF ; 16 ; obob999 ; 68 
 496 ; 2 копейки ; 1827 ; ЕМ ИК  ; Cu ; F-VF ; 27 ; Джессика56324 ; 35 
 497 ; 2 копейки ; 1828 ; ЕМ ИК  ; Cu ; F+ ; 30 ; PSvashmid ; 48 
 498 ; 2 копейки (Петров-2р) ; 1829 ; КМ АМ  ; Cu ; F-VF ; 25 ; А25 ; 521 
 499 ; 2 копейки ; 1835 ; СМ  ; Cu ; F-VF ; 38 ; baikal.k ; 153 
 500 ; 2 копейки ; 1837 ; ЕМ НА  ; Cu ; F+ ; 15 ; zяzяzя ; 37 
 501 ; 2 копейки ; 1838 ; ЕМ НА  ; Cu ; F+ ; 22 ; PSvashmid ; 107 
 502 ; 2 копейки ; 1838 ; СМ  ; Cu ; F-VF ; 49 ; xabib ; 439 
 503 ; 2 копейки ; 1841 ; ЕМ  ; Cu ; F-VF ; 29 ; Lotus 99 ; 192 
 504 ; 2 копейки ; 1842 ; ЕМ  ; Cu ; VF ; 47 ; o.k. ; 408 
 505 ; 2 копейки ; 1843 ; ЕМ  ; Cu ; F+ ; 28 ; amd4200 ; 117 
 506 ; 2 копейки ; 1844 ; ЕМ  ; Cu ; F-VF ; 53 ; vitapool ; 201 
 507 ; 2 копейки ; 1845 ; СМ  ; Cu ; F-VF ; 14 ; PSvashmid ; 98 
 508 ; 2 копейки ; 1846 ; СМ  ; Cu ; F-VF ; 47 ; o.k. ; 192 
 509 ; 2 копейки ; 1851 ; ЕМ  ; Cu ; F+ ; 36 ; amd4200 ; 157 
 510 ; 2 копейки ; 1854 ; ЕМ  ; Cu ; F ; 12 ; VR62 ; 82 
 511 ; 2 копейки ; 1856 ; ЕМ  ; Cu ; F ; 18 ; VR62 ; 85 
 512 ; 2 копейки ; 1860 ; ЕМ  ; Cu ; F-VF ; 19 ; dnepr1984 ; 153 
 513 ; 2 копейки ; 1861 ; ЕМ  ; Cu ; VF ; 36 ; piter_k ; 765 
 514 ; 2 копейки ; 1862 ; ЕМ  ; Cu ; F-VF ; 91 ; o.k. ; 315 
 515 ; 2 копейки ; 1864 ; ЕМ  ; Cu ; F+ ; 29 ; nikolay ; 102 
 516 ; 2 копейки ; 1868 ; ЕМ  ; Cu ; F ; 43 ; PSvashmid ; 73 
 517 ; 2 копейки ; 1869 ; ЕМ  ; Cu ; F ; 19 ; obob999 ; 61 
 518 ; 2 копейки ; 1870 ; ЕМ  ; Cu ; VF ; 17 ; zorge10 ; 357 
 519 ; 2 копейки ; 1871 ; ЕМ  ; Cu ; F ; 16 ; PSvashmid ; 47 
 520 ; 2 копейки ; 1874 ; ЕМ  ; Cu ; F+ ; 5 ; PSvashmid ; 95 
 521 ; 2 копейки ; 1875 ; ЕМ  ; Cu ; F-VF ; 25 ; Lotus 99 ; 37 
 522 ; 2 копейки ; 1877 ; СПБ  ; Cu ; VF+ ; 19 ; den_ff ; 408 
 523 ; 2 копейки ; 1878 ; СПБ  ; Cu ; F+ ; 10 ; alex995 ; 12 
 524 ; 2 копейки ; 1894 ; СПБ  ; Cu ; VF ; 77 ; baikal.k ; 226 
 525 ; 2 копейки ; 1898 ; СПБ  ; Cu ; F ; 4 ; alex995 ; 13 
 526 ; 2 копейки ; 1899 ; СПБ  ; Cu ; F+ ; 23 ; obob999 ; 25 
 527 ; 2 копейки ; 1901 ; СПБ  ; Cu ; F ; 17 ; ЧИС ; 24 
 528 ; 2 копейки ; 1902 ; СПБ  ; Cu ; F+ ; 21 ; evgenijzhuk ; 161 
 529 ; 2 копейки ; 1903 ; СПБ  ; Cu ; F ; 6 ; alex995 ; 15 
 530 ; 2 копейки ; 1909 ; СПБ  ; Cu ; F+ ; 26 ; Рэп-6 ; 26 
 531 ; 2 копейки ; 1910 ; СПБ  ; Cu ; F ; 14 ; Рэп-6 ; 23 
 532 ; 2 копейки ; 1912 ; СПБ  ; Cu ; VF ; 4 ; ton2519 ; 22 
 433 ; 3 копейки ; 1855 ; ЕМ  ; Cu ; F-VF/VF ; 15 ; aleks-2007 ; 438 
 434 ; 3 копейки ; 1856 ; ЕМ  ; Cu ; F+ ; 27 ; nikolay ; 189 
 435 ; 3 копейки ; 1862 ; ЕМ  ; Cu ; VF- ; 64 ; alisa ; 793 
 436 ; 3 копейки ; 1870 ; ЕМ  ; Cu ; F-VF ; 30 ; amd4200 ; 84 
 437 ; 3 копейки ; 1872 ; ЕМ  ; Cu ; F+ ; 35 ; obob999 ; 47 
 438 ; 3 копейки ; 1876 ; ЕМ  ; Cu ; F ; 50 ; baikal.k ; 255 
 439 ; 3 копейки ; 1879 ; СПБ  ; Cu ; F+ ; 12 ; nikolay ; 86 
 440 ; 3 копейки ; 1901 ; СПБ  ; Cu ; F+ ; 11 ; Xe72 ; 22 
 441 ; 3 копейки ; 1904 ; СПБ  ; Cu ; VF- ; 15 ; uin1972 ; 67 
 442 ; 3 копейки ; 1912 ; СПБ  ; Cu ; VF-XF ; 10 ; operses ; 50 
 443 ; 3 копейки ; 1913 ; СПБ  ; Cu ; F-VF ; 32 ; Рэп-6 ; 40 
 444 ; 3 копейки ; 1914 ; СПБ  ; Cu ; VF+ ; 78 ; bulldozer ; 97 
 445 ; 3 копейки ; 1915 ;  ; Cu ; F-VF ; 8 ; tirex ; 28 
 446 ; 3 копейки ; 1915 ;  ; Cu ; F-VF ; 16 ; Xe72 ; 33 
 447 ; 3 копейки ; 1916 ;  ; Cu ; F+/VF- ; 14 ; alex995 ; 15 
 448 ; 2 копейки ; 1757 ; Номинал под гербом  ; Cu ; F-VF ; 30 ; o.k. ; 153 
 449 ; 2 копейки ; 1757 ; Номинал под гербом  ; Cu ; F ; 12 ; Arkhangel ; 33 
 450 ; 2 копейки ; 1757 ; Гурт надп. Екатер.  ; Cu ; F-VF ; 31 ; xabib ; 431 
 451 ; 2 копейки ; 1758 ;  ; Cu ; VF- ; 12 ; o.k. ; 124 
 452 ; 2 копейки ; 1759 ;  ; Cu ; F-VF ; 28 ; Джессика56324 ; 63 
 453 ; 2 копейки ; 1761 ;  ; Cu ; F+ ; 37 ; gelind ; 141 
 454 ; 2 копейки ; 1763 ; ММ  ; Cu ; F-VF ; 35 ; nikolay ; 303 
 455 ; 2 копейки ; 1763 ; СПМ  ; Cu ; F-VF ; 58 ; Бамс ; 184 
 456 ; 2 копейки ; 1765? ; ММ  ; Cu ; F ; 26 ; QSL ; 105 
 457 ; 2 копейки ; 1766 ; ММ  ; Cu ; F-VF ; 43 ; Бамс ; 273 
 458 ; 2 копейки ; 1766? ; ЕМ  ; Cu ; F+ ; 17 ; PSvashmid ; 94 
 459 ; 2 копейки ; 1769 ; "КМ ""Сибирь"" " ; Cu ; F+ ; 42 ; zbig ; 612 
 460 ; 2 копейки ; 1770 ; "КМ ""Сибирь"" " ; Cu ; F-VF ; 35 ; o.k. ; 663 
 461 ; 2 копейки ; 1777 ; "КМ ""Сибирь"" " ; Cu ; F-VF ; 41 ; baikal.k ; 1440 
 462 ; 2 копейки ; 1777 ; ЕМ  ; Cu ; F-VF ; 20 ; xabib ; 390 
 463 ; 2 копейки ; 1778 ; "КМ ""Сибирь"" " ; Cu ; F-VF ; 35 ; nikolay ; 408 
 464 ; 2 копейки ; 1780 ; "КМ ""Сибирь"" " ; Cu ; F-VF ; 80 ; alisa ; 2643 
 465 ; 2 копейки ; 1788 ; ММ  ; Cu ; VF- ; 20 ; xabib ; 467 
 466 ; 2 копейки ; 1797 ;  ; Cu ; F+ ; 67 ; lchernata ; 4300 
 467 ; 2 копейки ; 1797 ; АМ  ; Cu ; F+ ; 41 ; PSvashmid ; 102 
 468 ; 2 копейки ; 1797 ; КМ  ; Cu ; F-VF ; 8 ; alex67 ; 623 
 469 ; 2 копейки ; 1798 ; ЕМ  ; Cu ; F-VF ; 43 ; MDV ; 161 
 470 ; 2 копейки ; 1799 ; ЕМ  ; Cu ; VF ; 37 ; gudk ; 459 
 471 ; 2 копейки ; 1799 ; ЕМ  ; Cu ; F+ ; 44 ; 27091979 ; 99 
 472 ; 2 копейки ; 1800 ; ЕМ  ; Cu ; F-VF ; 5 ; vitapool ; 240 
 473 ; 2 копейки ; 1801 ; ЕМ  ; Cu ; F-VF ; 36 ; Гурий ; 207 
 474 ; 2 копейки ; 1801 ; ЕМ  ; Cu ; VF+ ; 49 ; wal ; 603 
 475 ; 2 копейки ; 1810 ; ЕМ НМ  ; Cu ; F-VF ; 34 ; Peugene ; 209 
 476 ; 2 копейки ; 1811 ; ЕМ НМ  ; Cu ; F-VF ; 26 ; Poiuyt ; 49 
 477 ; 2 копейки ; 1811 ; СПБ ПС  ; Cu ; F-VF ; 10 ; кабан ; 202 
 478 ; 2 копейки ; 1811 ; СПБ ПС  ; Cu ; F-VF ; 24 ; Xe72 ; 49 
 479 ; 2 копейки ; 1812 ; ЕМ НМ  ; Cu ; VF- ; 28 ; Peugene ; 156 
 480 ; 2 копейки ; 1812 ; ЕМ НМ  ; Cu ; F-VF ; 21 ; Джессика56324 ; 63 
 481 ; 2 копейки ; 1812 ; ИМ ПС  ; Cu ; VF/F ; 58 ; zbig ; 152 
 482 ; 2 копейки ; 1813 ; ЕМ НМ  ; Cu ; F-VF ; 20 ; nikolay ; 73 
 383 ; 5 копеек ; 1781 ; ЕМ  ; Cu ; F-VF ; 31 ; marsel ; 196 
 384 ; 5 копеек ; 1781 ; ЕМ  ; Cu ; F+ ; 6 ; ЧИС ; 125 
 385 ; 5 копеек ; 1782 ; ЕМ  ; Cu ; VF- ; 20 ; marsel ; 269 
 386 ; 5 копеек ; 1782 ; ЕМ  ; Cu ; F-VF ; 25 ; QSL ; 207 
 387 ; 5 копеек ; 1783 ; ЕМ  ; Cu ; F-VF ; 16 ; QSL ; 204 
 388 ; 5 копеек ; 1784 ; ЕМ  ; Cu ; VF- ; 20 ; uin1972 ; 204 
 389 ; 5 копеек ; 1785 ; ЕМ  ; Cu ; VF- ; 20 ; alyans-met ; 198 
 390 ; 5 копеек ; 1785 ; ЕМ  ; Cu ; F+ ; 61 ; Джессика56324 ; 194 
 391 ; 5 копеек ; 1787 ; ЕМ  ; Cu ; F-VF ; 45 ; alex67 ; 260 
 392 ; 5 копеек ; 1788 ; ЕМ  ; Cu ; VF- ; 47 ; zxc55 ; 258 
 393 ; 5 копеек ; 1788 ; ММ  ; Cu ; VF ; 41 ; baikal.k ; 1020 
 394 ; 5 копеек ; 1788 ; СПМ  ; Cu ; F-VF ; 15 ; piter70 ; 1405 
 395 ; 5 копеек ; 1789 ; ЕМ  ; Cu ; VF ; 23 ; Bizon6055 ; 557 
 396 ; 5 копеек ; 1790 ; АМ  ; Cu ; F-VF ; 34 ; nikolay ; 601 
 397 ; 5 копеек ; 1791 ; АМ  ; Cu ; F-VF ; 33 ; uin1972 ; 709 
 398 ; 5 копеек ; 1791 ; КМ  ; Cu ; VF-/F+ ; 53 ; baikal.k ; 1134 
 399 ; 5 копеек ; 1792 ; ЕМ  ; Cu ; VF- ; 15 ; xabib ; 237 
 400 ; 5 копеек ; 1795 ; ЕМ  ; Cu ; F-VF ; 25 ; Джессика56324 ; 165 
 401 ; 5 копеек ; 18 век ;  ; Cu ; F+ ; 19 ; nikolay ; 231 
 402 ; 5 копеек ; 1803 ; ЕМ  ; Cu ; VF- ; 43 ; zbig ; 1864 
 403 ; 5 копеек ; 1803 ; ЕМ  ; Cu ; VF-XF ; 40 ; трулебас ; 3740 
 404 ; 5 копеек ; 1805 ; ЕМ  ; Cu ; F+ ; 29 ; nikolay ; 1168 
 405 ; 5 копеек ; 1806 ; ЕМ  ; Cu ; VF+ ; 78 ; zbig ; 3185 
 406 ; 5 копеек ; 1808 ; ЕМ  ; Cu ; F ; 21 ; VR62 ; 510 
 407 ; 5 копеек ; 1831 ; ЕМ ФХ  ; Cu ; VF ; 29 ; g.s.g ; 344 
 408 ; 5 копеек ; 1832 ; ЕМ ФХ  ; Cu ; F-VF ; 17 ; marsel ; 184 
 409 ; 5 копеек ; 1833 ; ЕМ ФХ  ; Cu ; VF+ ; 59 ; 4918ю ; 1300 
 410 ; 5 копеек ; 1833 ; ЕМ ФХ  ; Cu ; VF ; 63 ; boroda ; 402 
 411 ; 5 копеек ; 1834 ; ЕМ ФХ  ; Cu ; F+ ; 2 ; alyans-met ; 204 
 412 ; 5 копеек ; 1835 ; ЕМ ФХ  ; Cu ; F ; 29 ; amd4200 ; 149 
 413 ; 5 копеек ; 1836 ; ЕМ ФХ  ; Cu ; VF+ ; 23 ; o.k. ; 353 
 414 ; 5 копеек ; 1837 ; ЕМ КТ  ; Cu ; F-VF ; 3 ; alyans-met ; 408 
 415 ; 5 копеек ; 1837 ; ЕМ НА  ; Cu ; F+ ; 28 ; nikolay ; 216 
 416 ; 5 копеек ; 1857 ; ЕМ  ; Cu ; VF+ ; 45 ; WinterCat ; 672 
 417 ; 5 копеек ; 1863 ; ЕМ  ; Cu ; F+ ; 44 ; VR62 ; 153 
 418 ; 5 копеек ; 1865 ; ЕМ  ; Cu ; F+ ; 26 ; alyans-met ; 153 
 419 ; 5 копеек ; 1869 ; ЕМ  ; Cu ; F+ ; 14 ; amd4200 ; 64 
 420 ; 5 копеек ; 1870 ; ЕМ  ; Cu ; F-VF ; 19 ; marsel ; 108 
 421 ; 5 копеек ; 1876 ; ЕМ  ; Cu ; VF+ ; 66 ; Gop ; 3184 
 422 ; 5 копеек ; 1879 ; СПБ  ; Cu ; F ; 22 ; Omar ; 129 
 423 ; 5 копеек ; 1880 ; СПБ  ; Cu ; F+ ; 96 ; Omar ; 168 
 424 ; 3 копейки ; 1840 ; ЕМ  ; Cu ; F-VF ; 37 ; marsel ; 153 
 425 ; 3 копейки ; 1840 ; ЕМ  ; Cu ; F ; 19 ; amd4200 ; 126 
 426 ; 3 копейки ; 1840 ; ЕМ  ; Cu ; F-VF ; 52 ; jj ; 891 
 427 ; 3 копейки ; 1841 ; СПМ  ; Cu ; VF- ; 33 ; o.k. ; 465 
 428 ; 3 копейки ; 1842 ; ЕМ  ; Cu ; F-VF ; 56 ; MDV ; 209 
 429 ; 3 копейки ; 1842 ; СМ  ; Cu ; F-VF ; 8 ; А25 ; 1020 
 430 ; 3 копейки ; 1843 ; ЕМ  ; Cu ; F-VF ; 44 ; leo 2 ; 572 
 431 ; 3 копейки ; 1844 ; ЕМ  ; Cu ; VF ; 28 ; o.k. ; 582 
 432 ; 3 копейки ; 1851 ; ЕМ  ; Cu ; F+ ; 65 ; Gerc89 ; 300 
 101 ; 10 копеек ; 1914 ; СПБ ВС  ; Ag ; XF ; 49 ; fatima ; 95 
 102 ; 10 копеек ; 1915 ; ВС  ; Ag ; AU ; 28 ; den_ff ; 93 
 103 ; 10 копеек ; 1915 ; ВС  ; Ag ; AU ; 43 ; rse ; 129 
 104 ; 10 копеек ; 1915 ; ВС  ; Ag ; VF-XF ; 45 ; Xe72 ; 84 
 105 ; 10 копеек ; 1917 ; ВС  ; Ag ; AU ; 3 ; HILL ; 2313 
 106 ; 5 копеек ; 1821 ; СПБ ПД  ; Ag ; VF- ; 20 ; alex22 ; 796 
 107 ; 5 копеек ; 1850 ; СПБ ПА  ; Ag ; VF-XF ; 25 ; сеятель ; 1658 
 108 ; 5 копеек ; 1882 ; СПБ НФ  ; Ag ; XF- ; 55 ; сеятель ; 502 
 109 ; 5 копеек ; 1888 ; СПБ АГ  ; Ag ; VF-XF ; 19 ; den_ff ; 372 
 110 ; 5 копеек ; 1890 ; СПБ АГ  ; Ag ; XF ; 30 ; swoon ; 350 
 111 ; 5 копеек ; 1891 ; СПБ АГ  ; Ag ; VF-XF ; 29 ; uin1972 ; 316 
 112 ; 5 копеек ; 1892 ; СПБ АГ  ; Ag ; VF-XF ; 16 ; torandrey ; 212 
 113 ; 5 копеек ; 1893 ; СПБ АГ  ; Ag ; F-VF ; 26 ; fvm ; 111 
 114 ; 5 копеек ; 1902 ; СПБ АР  ; Ag ; XF ; 30 ; Алек ; 556 
 115 ; 5 копеек ; 1905 ; СПБ АР  ; Ag ; XF- ; 38 ; Джессика56324 ; 212 
 116 ; 5 копеек ; 1913 ; СПБ ВС  ; Ag ; XF- ; 30 ; сеятель ; 293 
 117 ; 10 грошей ; 1840 ; MW Рус.-Пол.  ; Ag ; F-VF ; 22 ; Джессика56324 ; 207 
 118 ; 2 марки ; 1865 ; S Финляндия  ; Ag ; VF-XF ; 35 ; gors ; 1639 
 119 ; 1 марка ; 1890 ; L Финляндия  ; Ag ; XF- ; 53 ; kollega ; 700 
 120 ; 50 пенни ; 1914 ; S Финляндия  ; Ag ; AU ; 65 ; rizovtpl ; 239 
 121 ; 50 пенни ; 1915 ; S Финляндия  ; Ag ; AU ; 18 ; kuril ; 400 
 122 ; 50 пенни ; 1916 ; S Финляндия  ; Ag ; Unc/AU ; 39 ; rizovtpl ; 261 
 123 ; 50 пенни. Корона ; 1917 ; S Финляндия  ; Ag ; AU ; 27 ; vasil47 ; 638 
 124 ; 50 пенни ; 1917 ; S Финляндия. Без короны  ; Ag ; AU ; 43 ; rizovtpl ; 315 
 125 ; 25 пенни ; 1915 ; S Финляндия  ; Ag ; AU ; 30 ; rizovtpl ; 306 
 126 ; 25 пенни ; 1916 ; S Финляндия  ; Ag ; AU ; 61 ; uin1972 ; 306 
 127 ; 25 пенни. Корона ; 1917 ; S Финляндия  ; Ag ; AU ; 31 ; rizovtpl ; 513 
 128 ; 25 пенни ; 1917 ; S Финляндия. Без короны  ; Ag ; AU ; 21 ; rizovtpl ; 206 
 361 ; 10 копеек ; 1778 ; "КМ ""Сибирь"" " ; Cu ; F+ ; 50 ; alyans-met ; 3573 
 362 ; 10 копеек ; 1834 ; ЕМ ФХ  ; Cu ; F+ ; 33 ; alexey_s ; 611 
 363 ; 10 копеек ; 1838 ; ЕМ НА  ; Cu ; VF- ; 74 ; Dмитрий ; 1893 
 364 ; 5 копеек ; 1727 ; НД Дата снизу вверх  ; Cu ; F ; 40 ; baikal.k ; 714 
 365 ; 5 копеек ; 1727 ; КД Одна из точек над кор.  ; Cu ; F-VF ; 27 ; foma71 ; 1808 
 366 ; 5 копеек ; 1759 ;  ; Cu ; F+ ; 33 ; zbig ; 251 
 367 ; 5 копеек ; 1767 ; ЕМ  ; Cu ; F ; 13 ; 27091979 ; 133 
 368 ; 5 копеек ; 1769 ; ЕМ  ; Cu ; F-VF ; 37 ; foma71 ; 228 
 369 ; 5 копеек ; 1770 ; ЕМ  ; Cu ; F-VF ; 24 ; uin1972 ; 160 
 370 ; 5 копеек ; 1771 ; ЕМ  ; Cu ; VF- ; 11 ; marsel ; 132 
 371 ; 5 копеек ; 1772 ; ЕМ  ; Cu ; F-VF ; 9 ; marsel ; 114 
 372 ; 5 копеек ; 1772 ; ЕМ  ; Cu ; F-VF ; 38 ; amd4200 ; 239 
 373 ; 5 копеек ; 1773 ; ЕМ  ; Cu ; F+ ; 14 ; 27091979 ; 144 
 374 ; 5 копеек ; 1775 ; "КМ ""Сибирь"" " ; Cu ; F-VF ; 43 ; alyans-met ; 2008 
 375 ; 5 копеек ; 1776 ; ЕМ  ; Cu ; F+ ; 6 ; amd4200 ; 133 
 376 ; 5 копеек ; 1777 ; ЕМ  ; Cu ; F-VF ; 20 ; uin1972 ; 327 
 377 ; 5 копеек ; 1778 ; ЕМ  ; Cu ; F-VF ; 15 ; marsel ; 155 
 378 ; 5 копеек ; 1779 ; ЕМ  ; Cu ; VF- ; 26 ; slav_1962 ; 193 
