 4327 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 51 ; bob_tauranga ; 59 
 3305 ; Лот монет ГДР (2шт): 50 пфеннигов ; 1950А ;  ; Al/Br ; VF-/VF ; 87 ; krugerrand ; 134 
 3306 ; Лот монет Германии, Пруссии, Веймара, ФРГ (6шт) ; 1842-1950 ;  ; Cu,Al/Br ; F+/F-VF ; 53 ; валери ; 55 
 3307 ; Лот евромонет Финляндии (2шт): 2,1 цент ; 2005 ;  ; Cu/St ; AU ; 19 ; Sky2 ; 66 
 3308 ; Лот монет Австрии (2шт). Одна монета обрезана и деформирована ; 1816,1860 ;  ; Cu ; F+/F-VF ; 17 ; alskr ; 32 
 3309 ; Лот монет Индии (4шт) ; 1946-1976 ;  ; Cu,Cu/Ni,Al ; VF/XF- ; 28 ; zx123 ; 86 
 3310 ; Лот монет Монголии (7шт): 20,15,10,5,2,1 монго ; 1959 ;  ; Al ; VF-/VF ; 32 ; Gera_K ; 138 
 3311 ; Лот жетонов казино(3шт) ;  ;  ; Ж/м ; XF-/XF ; 12 ; E.C. ; 53 
 3312 ; Лот монет Германии, Пруссии и ФРГ (9шт): 10,5,2,1 пфеннига, 3 пфеннинга ; 1855-1949 ;  ; Cu/Ni,Cu,Al/Br ; F-VF/VF ; 14 ; Юбер ; 227 
 3313 ; Лот монет Веймара (6шт): 10,5,2,1 пфенниг ; 1923-1936 ;  ; Cu,Al/Br ; VF/VF+ ; 35 ; Vasya ; 110 
 3314 ; Лот монет франции (4шт): 10,2 сантима ; 1861-1897 ;  ; Cu ; F+/F-VF ; 4 ; Юбер ; 267 
 3315 ; Лот монет Бельгии, Сейшелов, Монголии (4шт) ; 1887-1982 ;  ; Cu,Cu/Ni,Al/Br ; VF/VF+ ; 46 ; Gera_K ; 139 
 3316 ; Лот монет Великобритании: 1 пенни (8шт) ; 1993-2006 ;  ; Cu ; VF/VF-XF ; 34 ; Gell13 ; 34 
 3317 ; Лот евромонет Германии, Испании: 5,2 евроцента (9шт) ; 2001-2009 ;  ; Cu/St ; VF-XF/XF- ; 12 ; Sky2 ; 65 
 3318 ; Лот монет США: 1 дайм (9шт) ; 1975-1999 ;  ; Cu-Ni ; VF/VF-XF ; 28 ; gvg1975 ; 90 
 3319 ; Лот евромонет Италии, Франции, Испании: 1 евроцент (12шт) ; 2000-2009 ;  ; Cu/St ; VF+/XF- ; 56 ; Епалыч ; 84 
 4051 ; 3 копейки ; 1915 ; Деньги-марки ;  ;  ; 27 ; Gera_K ; 108 
 4052 ; 10 копеек ; 1915 ; Деньги-марки ;  ;  ; 10 ; intrest ; 32 
 4053 ; 10 копеек ; 1915 ; Деньги-марки ;  ;  ; 15 ; intrest ; 44 
 4054 ; 10 копеек ; 1915 ; Деньги-марки ;  ;  ; 10 ; lamazo ; 30 
 4055 ; 15 копеек ; 1915 ; Деньги-марки ;  ;  ; 37 ; lamazo ; 82 
 4056 ; 5 копеек ; 1918 ; Азербайджан ;  ;  ; 28 ; у44 ; 114 
 4057 ; Ярлык на пшено ; 1917 ;  ;  ;  ; 19 ; ANK ; 200 
 4058 ; Ярлык на соль ; 1917 ;  ;  ;  ; 8 ; ANK ; 200 
 4059 ; 1 копейка ; 1924 ; Разменные казн.боны ;  ;  ; 93 ; sdfg ; 968 
 4060 ; 2 копейки ; 1924 ; Разменные казн.боны ;  ;  ; 42 ; sdfg ; 1344 
 4061 ; 5 копеек ; 1924 ; Разменные казн.боны ;  ;  ; 56 ; sdfg ; 1565 
 4062 ; 1 рубль ; 1918 ; Азербайджан ;  ;  ; 18 ; evg65 ; 57 
 4063 ; 100 рублей ; 1920 ; Азербайджан ;  ;  ; 17 ; ZOLTAN333 ; 202 
 4064 ; 50 копеек ;  ;  ;  ;  ; 8 ; ZOLTAN333 ; 164 
 4065 ; 50 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 5 ; Dander ; 33 
 4066 ; 50 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 4 ; Gera_K ; 32 
 4067 ; 50 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 5 ; geracon2009 ; 33 
 4068 ; 50 рублей ; 1919 ; Азербайджан ;  ;  ; 63 ; faga2003 ; 208 
 4069 ; 1 рубль ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 48 ; ZOLTAN333 ; 359 
 4070 ; 50 рублей ; 1961 ; билет ;  ;  ; 48 ; evg65 ; 107 
 4071 ; 100 рублей ; 1961 ;  ;  ;  ; 27 ; sasha14 ; 216 
 4072 ; 100 рублей ; 1991 ; билет ;  ;  ; 23 ; Manager ; 30 
 4073 ; 100 рублей ; 1991 ; билет ;  ;  ; 24 ; Manager ; 30 
 4074 ; 200 рублей ; 1992 ; билет ;  ;  ; 6 ; Blagorodie ; 71 
 4075 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 14 ; geracon2009 ; 61 
 4076 ; 200 рублей ; 1991 ; билет ;  ;  ; 14 ; sasha14 ; 161 
 3246 ; Лот монет Норвегии (5шт): 1,2,5,10 эре ; 1933-1938 ;  ; Br,Cu/Ni ; VF-/VF ; 57 ; Klin ; 107 
 3247 ; Лот монет Швеции (4шт): 1,5,10,25 эре ; 1940-1944 ;  ; Fe,Ni/Br ; F-VF/VF- ; 11 ; Юбер ; 102 
 3248 ; Лот монет США (3шт): 1 цент ; 1940-1944 ;  ; Br ; F+/F-VF ; 6 ; ВМШ ; 101 
 3249 ; Лот монет Тринидад и Тобаго (4шт): 1,10,25 центов ; 1966-1997 ;  ; Br,Cu/Ni ; VF-/VF ; 43 ; gvg1975 ; 86 
 3250 ; Лот монет Бельгии и Австрии (2шт) ; 1894,1905 ;  ; Cu/Ni ; F-VF/VF- ; 3 ; asparagus ; 34 
 3251 ; Лот монет Веймара: 4шт ; 1924-1936 ;  ; Br ; VF+ ; 9 ; sidr ; 80 
 3252 ; Лот монет Германии и Веймара: 10шт ; 1889-1925 ;  ; Cu-Ni,Br,Cu ; F+/F-VF ; 30 ; NatanZig ; 116 
 3253 ; Лот монет Германии: 5шт ; 1911-1930 ;  ; Cu-Ni,Br ; VF-/VF ; 75 ; sidr ; 161 
 3254 ; Лот монет Мексики, Колумбии, Коста Рики (4шт) ; 1967-1998 ;  ; Би/м,Cu-Ni ; VF-/VF+ ; 64 ; E.C. ; 120 
 3255 ; Лот монет Норвегии, Испании (3шт) ; 1950-1975 ;  ; Cu-Ni ; F-VF/VF ; 15 ; Юбер ; 83 
 3256 ; Лот монет Польши: 2 злотых (5шт) ; 2007-2011 ;  ; Латунь ; AU ; 32 ; МНП68 ; 255 
 3257 ; Лот монет Северной Кореи  (7шт) ; 2002 ;  ; Al ; AU ; 24 ; Епалыч ; 337 
 3258 ; Лот монет Уганды "Обезьяны": 100 шиллингов (5шт) ; 2004 ;  ; Al ; AU ; 41 ; борисыч ; 251 
 3259 ; Лот монет Северной Кореи (6шт) ;  ;  ; Al, Cu-Ni,латун ; XF/AU ; 25 ; Епалыч ; 350 
 3260 ; Лот евромонет Финляндии (6шт) ; 1999-2008 ;  ; Би/м,Br,ж/м ; XF-/XF ; 26 ; Моряк-собиратель ; 175 
 3261 ; Лот евромонет Франции, Германии (4шт) ; 1999-2003 ;  ; Би/м,ж/м ; XF-/XF ; 5 ; Моряк-собиратель ; 62 
 3262 ; Лот евромонет Германии (6шт) ; 2002-2004 ;  ; Би/м,Br,ж/м ; XF-/XF ; 6 ; Моряк-собиратель ; 76 
 3263 ; Лот евромонет Италии, Испании, Греции, Нидерланды. Австрия (5шт) ; 2002-2010 ;  ; Би/м,Br,ж/м ; XF-/XF ; 31 ; Gell13 ; 65 
 3264 ; Лот евромонет Финляндии (6шт) ; 2000-2008 ;  ; Би/м,Br,ж/м ; XF-/XF+ ; 10 ; фёкла ; 148 
 3265 ; Лот евромонет Финляндии (6шт) ; 1999-2009 ;  ; Би/м,Br,ж/м ; XF-/XF+ ; 10 ; Моряк-собиратель ; 122 
 3266 ; Лот евромонет Ирландии (3шт) ; 2004,2007 ;  ; Br, ж/м ; XF-/XF ; 7 ; gvg1975 ; 58 
 3267 ; Лот евромонет Испании, Франции, Германии, Нидерландов, Австрии (6шт) ; 2001-2010 ;  ; Br ; XF/AU ; 18 ; stivenson ; 36 
 3268 ; Лот евромонет Нидерланды (5шт) ; 1999-2010 ;  ; Br, ж/м ; XF/XF+ ; 19 ; Моряк-собиратель ; 37 
 3269 ; Лот евромонет Люксембурга (2шт) ; 2007-2008 ;  ; Ж/м ; XF-/XF ; 20 ; gvg1975 ; 111 
 3270 ; Лот евромонет Бельгии, Ирландии, Германии, Нидерландов (4шт) ; 2002-2003 ;  ; Br ; XF-/XF ; 10 ; alex995 ; 26 
 3271 ; Лот евромонет Испании, Франции, Италии, Португалии, Австрии (5шт) ; 2000-2010 ;  ; Br ; XF/XF+ ; 7 ; Моряк-собиратель ; 44 
 3272 ; Лот евромонет Бельгии (2шт) ; 2004-2005 ;  ; Br, ж/м ; XF-/XF ; 13 ; фёкла ; 31 
 3273 ; Лот монет Харватии (8шт) ; 1999-2011 ;  ; Cu-Ni,Al,ж/м ; XF/AU ; 19 ; zx123 ; 199 
 3274 ; Лот монет Мексики (3шт) ; 2007-2008 ;  ; Би/м ; VF/VF+ ; 25 ; DmitriyNK ; 90 
 3275 ; Лот монет Италии (3шт) ; 1965-1996 ;  ; Би/м,St,ж/м ; VF/VF-XF ; 31 ; E.C. ; 84 
 3276 ; Лот монет Латвии (6шт) ; 1992-2009 ;  ; Cu-Ni,Br,Лат ; VF/AU ; 17 ; МНП68 ; 85 
 3277 ; Лот монет Эстонии (6шт) ; 1992-2003 ;  ; Cu-Ni,Латунь ; XF/XF+ ; 12 ; intrest ; 72 
 3278 ; Лот монет Индонезии (4шт) ; 1971-2003 ;  ; Би/м,Cu-Ni,ж/м ; VF/VF+ ; 16 ; DmitriyNK ; 90 
 3279 ; Лот монет Индонезии (5шт) ; 1994-2003 ;  ; Al ; XF/XF+ ; 17 ; gvg1975 ; 73 
 3280 ; Лот монет Сингапура (4шт) ; 2005-2006 ;  ; Cu-Ni,Латунь ; XF+/AU ; 28 ; bv812 ; 82 
 3281 ; Лот монет Израиля (4шт) ; 20 век ;  ; Cu-Ni,ж/м ; VF/XF ; 23 ; zx123 ; 42 
 3282 ; Лот евромонет Франции, Словении (2шт) ; 2002,2009 ;  ; Би/м ; XF-/XF ; 29 ; Gell13 ; 171 
 3283 ; Лот монет Кубы (5шт) ; 1999-2007 ;  ; Cu-Ni ; XF/XF+ ; 30 ; борисыч ; 204 
 3284 ; Лот монет Украины (7шт) ; 2004-2007 ;  ; Cu-Ni,Латунь ; XF/XF+ ; 14 ; asparagus ; 23 
 3285 ; Лот монет Индонезии (2шт) ; 1973,1978 ;  ; Cu-Ni ; VF-/VF ; 29 ; vc57 ; 45 
 3286 ; Лот монет Германии, Великобритании, Латвии, Польши, Бельгии, Финляндии, Турции, Австрии (10шт) ; 1895-1945 ;  ; Cu-Ni, Fe, Al/B ; VF-/VF+ ; 10 ; zx123 ; 214 
 3287 ; Лот монет Индии: 1,2 рупии, 1 анна (3шт) ; 1919-1999 ;  ; Cu-Ni, Al ; F-VF/VF ; 41 ; Юбер ; 74 
 3288 ; Лот монет Ирландии: 50,10 пенсов, 2,1 пенни (4шт) ; 1978-1982 ;  ; Cu-Ni, Br ; VF-/VF ; 20 ; gvg1975 ; 73 
 3289 ; Лот монет Израиля, ОАЭ (4шт) ; 20 век ;  ; Cu-Ni, латунь ; VF-/VF+ ; 21 ; zx123 ; 102 
 3290 ; Лот монет Португалии: 100,50,20, 1, 2 1/2 эскудо (5шт) ; 1963-1990 ;  ; Би/м,Cu-Ni,Br ; VF-/VF+ ; 42 ; Юбер ; 114 
 3291 ; Лот монет Аргентины: 5, 1 песо (3шт) ; 1960, 1962 ;  ; Cu-Ni ; VF-/VF+ ; 53 ; zx123 ; 76 
 3292 ; Лот монет Швеции: 2,1 эре (2шт) ; 1874, 1897 ;  ; Br ; F-VF/VF- ; 44 ; Klin ; 251 
 3293 ; Лот монет Норвегии: 1 крона, 50,25,10 эре (4шт) ; 1924-1927 ;  ; Cu-Ni ; VF/VF+ ; 18 ; Юбер ; 93 
 3294 ; Лот монет Испании: 50,5,1 песет, 50 сантимов (4шт) ; 1953-1966 ;  ; Cu-Ni, Al, Br ; VF-/VF+ ; 9 ; lessnoy ; 29 
 3295 ; Лот монет Польши: 20,5,2,1 злотых (5шт) ; 1959-2006 ;  ; Cu-Ni, Al, ж/м ; VF/VF-XF ; 7 ; МНП68 ; 35 
 3196 ; 1 марка. Финляндия ; 1979K ;  ; Cu-Ni ; AU ; 16 ; tpls ; 53 
 3197 ; 1 марка. Финляндия ; 1980K ;  ; Cu-Ni ; AU ; 25 ; tpls ; 40 
 3198 ; 1 марка. Финляндия ; 1981K ;  ; Cu-Ni ; AU ; 52 ; lessnoy ; 53 
 3199 ; 1 марка. Финляндия ; 1982K ;  ; Cu-Ni ; AU ; 35 ; Опятор ; 34 
 3200 ; 1 марка. Финляндия ; 1983N ;  ; Cu-Ni ; AU ; 11 ; 542 ; 99 
 3201 ; 1 марка. Финляндия ; 1984N ;  ; Cu-Ni ; AU ; 16 ; 542 ; 34 
 3202 ; 1 марка. Финляндия ; 1985N ;  ; Cu-Ni ; AU ; 16 ; 542 ; 37 
 3203 ; 1 марка. Финляндия ; 1989M ;  ; Cu-Ni ; XF- ; 8 ; Опятор ; 24 
 3204 ; 1 марка. Финляндия ; 1993M ;  ; Al/Br ; VF-XF ; 10 ; USS ; 21 
 3205 ; 1 марка. Финляндия ; 1994M ;  ; Al/Br ; XF- ; 17 ; Опятор ; 18 
 3206 ; 1 марка. Финляндия ; 1998M ;  ; Al/Br ; XF- ; 7 ; Опятор ; 31 
 3207 ; 5 марок. Финляндия. Ледокол "Варма" ; 1972S ;  ; Al/Br ; AU ; 17 ; vb96 ; 122 
 3208 ; 5 марок. Финляндия. Ледокол "Варма" ; 1973S ;  ; Al/Br ; XF+ ; 19 ; Скрудж ; 90 
 3209 ; 5 марок. Финляндия. Ледокол "Варма" ; 1974S ;  ; Al/Br ; AU ; 20 ; Рыба ; 305 
 3210 ; 5 марок. Финляндия. Ледокол "Варма" ; 1975S ;  ; Al/Br ; AU ; 34 ; Рыба ; 114 
 3211 ; 5 марок. Финляндия. Ледокол "Варма" ; 1976K ;  ; Al/Br ; XF+ ; 26 ; Опятор ; 93 
 3212 ; 5 марок. Финляндия. Ледокол "Варма" ; 1977K ;  ; Al/Br ; AU ; 15 ; R2010 ; 109 
 3213 ; 5 марок. Финляндия. Ледокол "Варма" ; 1978K ;  ; Al/Br ; AU ; 26 ; 542 ; 227 
 3214 ; 5 марок. Финляндия. Ледокол "Урхо" ; 1979K ;  ; Al/Br ; XF+ ; 25 ; asparagus ; 90 
 3215 ; 5 марок. Финляндия. Ледокол "Урхо" ; 1980K ;  ; Al/Br ; XF+ ; 27 ; solder13 ; 98 
 3216 ; 5 марок. Финляндия. Ледокол "Урхо" ; 1981K ;  ; Al/Br ; XF ; 17 ; USS ; 100 
 3217 ; 5 марок. Финляндия. Ледокол "Урхо" ; 1982K ;  ; Al/Br ; AU ; 68 ; R2010 ; 114 
 3218 ; 5 марок. Финляндия. Ледокол "Урхо" ; 1983K ;  ; Al/Br ; XF+ ; 9 ; Опятор ; 59 
 3219 ; 5 марок. Финляндия. Ледокол "Урхо" ; 1984N ;  ; Al/Br ; AU ; 70 ; Рыба ; 187 
 3220 ; 5 марок. Финляндия. Ледокол "Урхо" ; 1985N ;  ; Al/Br ; AU ; 13 ; R2010 ; 117 
 3221 ; 5 марок. Финляндия. Ледокол "Урхо" ; 1989M ;  ; Al/Br ; AU/XF ; 52 ; musik ; 102 
 3222 ; 1 доллар. Австралия. Попугай какаду. Упаковка ; 2008 ;  ; Ж/м ; AU ; 24 ; Sky2 ; 138 
 3223 ; 1 доллар. Австралия. Орел. Упаковка ; 2008 ;  ; Ж/м ; AU ; 54 ; Krechet ; 155 
 3224 ; 1 доллар. Австралия. Крапивник. Упаковка ; 2008 ;  ; Ж/м ; AU ; 37 ; Sky2 ; 114 
 3225 ; 1 доллар. Австралия. Утконос. Упаковка ; 2008 ;  ; Ж/м ; AU ; 22 ; Sky2 ; 111 
 3226 ; 1 доллар. Австралия. Летучая мышь. Упаковка ; 2008 ;  ; Ж/м ; AU ; 72 ; Sky2 ; 302 
 3227 ; 1 доллар. Австралия. Серое кенгуру. Упаковка ; 2008 ;  ; Ж/м ; AU ; 25 ; Sky2 ; 120 
 3228 ; 1 доллар. Австралия. Вомбат. Упаковка ; 2008 ;  ; Ж/м ; AU ; 26 ; Sky2 ; 114 
 3229 ; 1 доллар. Австралия. Ехидна. Упаковка ; 2008 ;  ; Ж/м ; AU ; 37 ; Sky2 ; 137 
 3230 ; 1 доллар. Австралия. Зеленая черепаха. Упаковка ; 2008 ;  ; Ж/м ; AU ; 51 ; Mike! ; 162 
 3231 ; 1 доллар. Австралия. Австралийский морской лев. Упаковка ; 2008 ;  ; Ж/м ; AU ; 53 ; Sky2 ; 150 
 3232 ; Лот евромонет Греции, Италии, Словакии (3шт). Упаковка ; 2010,2011 ;  ; Би/м ; Unc ; 41 ; vc57 ; 376 
 3233 ; Набор монет Швеции: 10 крон, 50 эре (2шт)+ Жетон. Упаковка ; 2006 ;  ; Cu-Ni,Br ; Unc ; 23 ; dsp ; 206 
 3234 ; Набор монет Швеции: 10, 5,1 крона, 50 эре (4шт)+ Жетон. Упаковка ; 2004 ;  ; Cu-Ni,Cu-Zn ; Unc ; 44 ; dsp ; 351 
 3235 ; Набор монет Кипра: 50,20,10,5,2,1, 1/2 центов (7шт) ; 1983-2002 ;  ; Al, Cu-Ni, лату ; AU/Unc ; 21 ; tpls ; 128 
 3236 ; Лот монет Канады: 1 доллар (2шт) ; 2010 ;  ; латунь ; AU ; 52 ; samurai 969 ; 160 
 3237 ; Лот монет Канады: 25 центов (5шт) ; 2000-2007 ;  ; Cu-St ; AU ; 27 ; Юбер ; 135 
 3238 ; Лот монет США (6шт): 1 дайм ; 1944-1952 ;  ; Ag ; VF-/VF+ ; 4 ; Иа-Иа ; 298 
 3239 ; Лот монет Швейцарии (2шт): 1 франк ; 1877,1886 ;  ; Ag ; F+/F-VF ; 19 ; саров ; 204 
 3240 ; Лот монет Швейцарии (4шт): 1/2 франка ; 1906-1944 ;  ; Ag ; F-VF/VF ; 26 ; zx123 ; 224 
 3241 ; Лот монет Швейцарии (6шт): 1/2 франка ; 1951-1963 ;  ; Ag ; VF-/VF+ ; 16 ; Al0851 ; 351 
 3242 ; Лот монет США (14шт): 5 центов ; 1939-1961 ;  ; Cu/Ni ; F-VF/VF- ; 2 ; kompman ; 250 
 3243 ; Лот монет США (5шт): 1/4 доллара ; 1940-1945 ;  ; Ag ; F+/F-VF ; 36 ; Sky2 ; 683 
 3244 ; Лот монет Дании (3шт): 10,5 эре ; 1924-1929 ;  ; Cu/Ni,Br ; F-VF/VF ; 23 ; zx123 ; 62 
 3245 ; Лот монет Кипра (4шт): 5,25 милс, 1 цент ; 1963-1994 ;  ; Br,Al,Cu/Ni,Ni ; VF-/VF+ ; 19 ; gvg1975 ; 73 
 3146 ; 25 пфеннигов. Германия. Нотгельд. Ашен ; 1920 ;  ; Fe ; VF- ; 131 ; 199z ; 351 
 3147 ; 10 пфеннигов. Германия. Нотгельд. Нотмюнз ; 1920 ;  ; Fe ; F-VF ; 75 ; 199z ; 378 
 3148 ; 10 пфеннигов. Германия. Нотгельд ; 1919 ;  ; Fe ; VF- ; 122 ; 199z ; 290 
 3149 ; 10 пфеннигов. Германия. Нотгельд. Комбленз ; 1920 ;  ; Fe ; VF- ; 79 ; 199z ; 407 
 3150 ; 10 пфеннигов. Германия. Нотгельд ; 1920 ;  ; Fe ; VF-XF ; 72 ; mirumir ; 354 
 3151 ; 5 пфеннигов. Германия. Нотгельд. Виттен ; 1920 ;  ; Al ; VF- ; 134 ; 199z ; 360 
 3152 ; 1 пенни. Австралия ; 1943 ;  ; Br ; F-VF ; 54 ; Юбер ; 60 
 3153 ; 1/2 пенни. Австралия ; 1941 ;  ; Br ; VF- ; 39 ; 100924 ; 93 
 3154 ; 1 шиллинг. Великобритания ; 1943 ;  ; Ag ; VF- ; 33 ; Юбер ; 175 
 3155 ; 6 пенсов. Великобритания ; 1946 ;  ; Ag ; VF- ; 32 ; samurai 969 ; 140 
 3156 ; 6 пенсов. Великобритания ; 1946 ;  ; Ag ; VF- ; 25 ; Nikodimm ; 125 
 3157 ; 3 пенса. Южная Родезия ; 1947 ;  ; Cu-Ni ; VF ; 9 ; валери ; 46 
 3158 ; 3 пенса. Австралия ; 1943 ;  ; Ag ; VF ; 59 ; imi ; 104 
 3159 ; 1 фартинг. Великобритания ; 1919 ;  ; Br ; VF ; 49 ; Сакович ; 117 
 3160 ; 1 филс. Ирак.Король Гази ; 1938 ;  ; Br ; F-VF ; 24 ; Galancer ; 101 
 3161 ; 1 цент. Нидерланды ; 1941 ;  ; Br ; VF ; 34 ; Юбер ; 93 
 3162 ; 200 крон. Австрия ; 1924 ;  ; Br ; VF- ; 45 ; Юбер ; 68 
 3163 ; 1 пиастр. Ливан ; 1955 ;  ; Al/Br ; AU ; 44 ; Galancer ; 126 
 3164 ; 1 пиастр. Ливан ; 1961 ;  ; Al/Br ; AU ; 38 ; Galancer ; 95 
 3165 ; 10 сентавос. Португалия ; 1926 ;  ; Cu ; VF- ; 50 ; krugerrand ; 204 
 3166 ; 2 рупии. Цейлон ; 1968 ;  ; Cu-Ni ; AU ; 52 ; tpls ; 204 
 3167 ; 100 злотых. Польша. Центр здоровья матери ; 1985 ;  ; Cu-Ni ; AU ; 31 ; alskr ; 161 
 3168 ; 10 злотых. Польша ; 1965 ;  ; Cu-Ni ; XF ; 34 ; E.C. ; 110 
 3169 ; 20 донг. Вьетнам ; 1969 ;  ; Cu-Ni ; AU ; 51 ; vc57 ; 143 
 3170 ; 1 така. Бангладешь ; 1975-1977 ;  ; Cu-Ni ; AU ; 25 ; vc57 ; 101 
 3171 ; 12 1/2 сентимов. Винесуэла ; 1958 ;  ; Cu-Ni ; VF+ ; 18 ; Nikodimm ; 113 
 3172 ; 50 пиастров. Ливан ; 1952 ;  ; Ag ; VF- ; 56 ; Galancer ; 189 
 3173 ; 10 тхебе. Ботсвана ; 1976 ;  ; Cu-Ni ; XF+ ; 24 ; AIK60 ; 89 
 3174 ; 1 флорин. Австрия ; 1879 ;  ; Ag ; VF+ ; 51 ; Василевс ; 550 
 3175 ; 5 франков. Швейцария ; 1932 ;  ; Ag ; VF ; 149 ; нэри ; 502 
 3176 ; 1 шиллинг. Великобритания ; 1944 ;  ; Ag ; VF ; 112 ; нэри ; 221 
 3177 ; 100 йен. Япония ; 1957 ;  ; Ag ; VF ; 49 ; bv812 ; 344 
 3178 ; 2-1/2 гульдена. Нидерланды ; 1960 ;  ; Ag ; VF ; 6 ; Mike! ; 291 
 3179 ; 1 крейцер. Австрия ; 1790S ;  ; Cu ; F+ ; 20 ; 199z ; 363 
 3180 ; 3 крейцера. Австрия ; 1800 ;  ; Cu ; F-VF ; 65 ; 199z ; 124 
 3181 ; 1 марка. Финляндия ; 1964S ;  ; Ag ; XF- ; 43 ; саров ; 118 
 3182 ; 1 марка. Финляндия ; 1965S ;  ; Ag ; XF+ ; 2 ; 199z ; 300 
 3183 ; 1 марка. Финляндия ; 1966S ;  ; Ag ; VF-XF ; 80 ; саров ; 113 
 3184 ; 1 марка. Финляндия ; 1967S ;  ; Ag ; AU ; 30 ; ВЭБ! ; 425 
 3185 ; 1 марка. Финляндия ; 1968S ;  ; Ag ; XF+ ; 23 ; bv812 ; 152 
 3186 ; 1 марка. Финляндия ; 1969S ;  ; Cu-Ni ; XF+ ; 18 ; Опятор ; 46 
 3187 ; 1 марка. Финляндия ; 1970S ;  ; Cu-Ni ; VF-XF ; 17 ; asparagus ; 17 
 3188 ; 1 марка. Финляндия ; 1971S ;  ; Cu-Ni ; VF-XF ; 9 ; Shrrv ; 8 
 3189 ; 1 марка. Финляндия ; 1972S ;  ; Cu-Ni ; AU ; 16 ; Опятор ; 25 
 3190 ; 1 марка. Финляндия ; 1973S ;  ; Cu-Ni ; AU ; 8 ; lessnoy ; 48 
 3191 ; 1 марка. Финляндия ; 1974S ;  ; Cu-Ni ; XF+ ; 12 ; Опятор ; 13 
 3192 ; 1 марка. Финляндия ; 1975S ;  ; Cu-Ni ; VF-XF ; 5 ; Опятор ; 25 
 3193 ; 1 марка. Финляндия ; 1976K ;  ; Cu-Ni ; AU ; 16 ; tpls ; 47 
