 4359 ; Бона иностранная ;  ;  ;  ;  ; 20 ; shneyder ; 79 
 4076 ; 10 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 25 ; никсер ; 102 
 4077 ; 50 копеек. Червеньский ЦРК ;  ;  ;  ;  ; 77 ; kons7 ; 1041 
 4078 ; 20 копеек. Червеньский ЦРК ;  ;  ;  ;  ; 64 ; AB ; 1014 
 4079 ; 50 рублей ; 1919 ;  ;  ;  ; 34 ; don-juras ; 161 
 4080 ; 50 рублей ; 1919 ;  ;  ;  ; 24 ; kompman ; 102 
 4081 ; Приватизационный чек ; 1992 ;  ;  ;  ; 27 ; у44 ; 108 
 4082 ; 5 карбованцев. Житомир ; 1918 ;  ;  ;  ; 100 ; FOCU$ ; 657 
 4083 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 30 ; atk ; 150 
 4084 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 31 ; vitketedd ; 165 
 4085 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 28 ; atk ; 150 
 4086 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 12 ; kompman ; 100 
 4087 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 38 ; вик21 ; 92 
 4088 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 15 ; джон007 ; 189 
 4089 ; 100 рублей ; 1919 ;  ;  ;  ; 67 ; СЁМА ; 263 
 4090 ; 250 рублей ; 1918 ;  ;  ;  ; 11 ; vitketedd ; 204 
 4091 ; 10 червонцев ; 1937 ; Билет ;  ;  ; 24 ; ААФ ; 501 
 4092 ; 10 червонцев ; 1937 ; Билет ;  ;  ; 51 ; kent01 ; 453 
 4093 ; 10 червонцев ; 1937 ; Билет ;  ;  ; 60 ; ges ; 277 
 4094 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 23 ; никсер ; 119 
 4095 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 37 ; никсер ; 113 
 4096 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 68 ; никсер ; 231 
 4097 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 17 ; o.k. ; 153 
 4098 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 53 ; elefant1965 ; 150 
 4099 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 17 ; o.k. ; 153 
 4100 ; 25 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 67 ; elefant1965 ; 612 
 4101 ; 1 рубль. Усольский ЦРК ;  ;  ;  ;  ; 35 ; kons7 ; 1121 
 4102 ; 5 червонцев ; 1928 ; Билет ;  ;  ; 152 ; sher60 ; 4157 
 4103 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 42 ; sonegr ; 279 
 4104 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 129 ; вик21 ; 355 
 4105 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 88 ; tehnadzor ; 419 
 4106 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 53 ; ААФ ; 901 
 4107 ; 1000 карбованцев ; 1918 ; Украина.Знак Державноi скарбицi ;  ;  ; 11 ; Germanfox ; 456 
 4108 ; 500 франков ; 1942 ;  ;  ;   ; 110 ; нумизмат ; 463 
 3369 ; Лот монет США: 7шт ; 1966-1975 ;  ; Cu-Ni,Br ; VF+/XF ; 47 ; Vova6074 ; 76 
 3370 ; Лот монет Италии: 3шт ; 1955-1970 ;  ; St,Al ; VF/XF- ; 21 ; andysayan ; 20 
 3371 ; Лот монет Филиппин: 3шт ; 1964,1972,1974 ;  ; Cu-Ni ; VF-/VF ; 33 ; Юбер ; 67 
 3372 ; Лот монет Дании: 5шт ; 1959-1977 ;  ; Cu-Ni ; VF+/XF ; 19 ; Boing749 ; 89 
 3373 ; Лот монет Бельгии: 4шт ; 1967-1969 ;  ; Cu-Ni,Br ; VF/VF+ ; 9 ; BVN-2 ; 24 
 3374 ; Лот монет Америки: 15шт ; 1962-2004 ;  ; Cu,Cu-Ni,Al,Br ; VF/VF-XF ; 88 ; Сергей58 ; 511 
 3375 ; Лот монет Франции, Дании, Нидерландов, Венгрии, Румынии, Бельгии, Польша, Испании (16шт) ; 1906-1948 ;  ; Ag,Cu-Ni,Al,Br ; F-VF/VF+ ; 61 ; Юбер ; 417 
 3376 ; Лот монет Веймара, Нидерландов, Греции, Великобритании, Финляндии, Люксембурга, Бельгии, Швеции, Ирландии, Германии (12шт) ; 1916-1999 ;  ; Ag,Cu-Ni,Al,Br ; VF-/VF-XF ; 65 ; Юбер ; 428 
 3377 ; Лот монет Камбоджи: 50,200,100,500 риэлей (4шт) ; 1994 ;  ; Би/м,St ; XF/AU ; 25 ; Boing749 ; 122 
 3378 ; Лот монет Швеции: 1,10,25 эре (5шт) ; 1940-1946 ;  ; Fe,Ni/Br ; VF/VF+ ; 35 ; zx123 ; 65 
 3379 ; Лот монет Марокко: 10,20 франков (2шт) ; 1371лх (1952) ;  ; Al/Br ; VF-/VF ; 38 ; Буратино ; 63 
 3380 ; Лот монет Дании: 1,2,10 эре (3шт) ; 1926-1944 ;  ; Zn,Cu-Ni ; F+/F-VF ; 37 ; av ; 43 
 3381 ; Лот монет Норвегии: 1,10,25 эре (5шт) ; 1937-1941 ;  ; Br,Cu-Ni ; VF-/VF ; 43 ; Boing749 ; 143 
 3382 ; Лот монет Грузии: (2шт) ; 1993 ;  ; Al, St ; AU ; 48 ; taigist ; 76 
 3383 ; Лот монет Болгарии, Украины, Израиля, Финляндии, Турции, Испании, Казахстана, США (20шт) ; 1966-2007 ;  ; Cu-Ni, Al, ж/м ; VF+/XF ; 15 ; yrik ; 124 
 3384 ; Лот монет Польши: 20,10,5 фенигов + 5 пфеннигов Германия (17шт) ; 1916-1918 ;  ; Fe ; F/F+ ; 50 ; avg1974 ; 793 
 3385 ; Лот монет Польши: 3 гроша (8шт) ; 18 век ;  ; Cu ; F/F+ ; 33 ; aldor ; 316 
 3386 ; Лот монет Польши: 3 гроша, 1 грош (9шт) ; 19 век ;  ; Cu ; F/F+ ; 23 ; sonegr ; 340 
 3387 ; Лот монет США: 1/4 доллара (5шт) ; 1967-1989 ;  ; Cu-Ni ; VF-/VF ; 46 ; Vova6074 ; 155 
 3388 ; Лот монет Финляндии: 1 марка (5шт) ; 1973-1984 ;  ; Cu-Ni ; VF/VF-XF ; 29 ; Юбер ; 94 
 3389 ; Лот монет Германии: 2,1 пфеннигов (16шт) ; 1969-1995 ;  ; Cu ; VF-/VF+ ; 16 ; pww78 ; 72 
 3390 ; Лот евромонет Франции, Финляндии, Испании, Италии: 5 евроцентов (5шт) ; 2001, 2002, 2008 ;  ; Cu/St ; VF-XF/XF ; 57 ; Моряк-собиратель ; 108 
 3391 ; Лот монет Гонконга, Японии (4шт) ; 20 век ;  ; Cu-Ni, Cu ; VF/VF+ ; 26 ; andreyM ; 105 
 3392 ; Лот монет США: 1/4 доллара, 5 центов, 1 дайм (3шт) ; 1981 ;  ; Cu-Ni ; VF-/VF ; 10 ; zaalkind ; 57 
 3393 ; Лот монет Германии: 10 пфеннигов (7шт) ; 1971-1992 ;  ; латунь ; VF-/XF- ; 22 ; pww78 ; 25 
 3394 ; Лот монет Великобритании: 1 пенни (9шт) ; 1971-2007 ;  ; Cu ; VF/XF- ; 18 ; kompman ; 27 
 3395 ; Лот монет США: 1/4 доллара, 5 центов, 1 дайм (3шт) ; 1984 ;  ; Cu-Ni ; VF/VF-XF ; 20 ; Vova6074 ; 123 
 3396 ; Лот монет США: 1/4 доллара, 5 центов, 1 дайм (3шт) ; 1988 ;  ; Cu-Ni ; VF-/XF ; 21 ; Vova6074 ; 119 
 3397 ; Лот монет США: 1/4 доллара (5шт) ; 1965-1996 ;  ; Cu-Ni ; VF-/VF+ ; 27 ; Vova6074 ; 155 
 3398 ; Лот евромонет Германии, Финляндии, Испании: 5 евроцентов (8шт) ; 1999-2007 ;  ; Cu/St ; VF+/XF ; 26 ; o.k. ; 77 
 3399 ; Лот монет Финляндии: 1 марка, 5 пенни (4шт) ; 1938-1944 ;  ; Cu-Ni, Cu ; F-VF/VF- ; 44 ; Опятор ; 63 
 3400 ; Лот евромонет Италии, Испании, Нидерландов: 1 евроцент (12шт) ; 199-2008 ;  ; Cu/St ; VF/XF- ; 50 ; Моряк-собиратель ; 84 
 3401 ; Лот евромонет Испании, Франции, Германии: 1 евроцент (12шт) ; 2002-2009 ;  ; Cu/St ; VF/XF- ; 47 ; Моряк-собиратель ; 82 
 3402 ; Лот монет Тайланда и Туниса: 11шт ; 1983-2005 ;  ; Cu-Ni,Лат,Би/м ; F-VF/VF ; 33 ; волга ; 125 
 3403 ; Лот монет США (Штаты): 1/4 доллара (5шт) ; 2002-2005 ;  ; Cu-Ni ; XF/XF+ ; 21 ; Vova6074 ; 118 
 3404 ; Лот монет США (Штаты): 1/4 доллара (5шт) ; 2002-2007 ;  ; Cu-Ni ; XF/XF+ ; 70 ; Vova6074 ; 118 
 3405 ; Лот ЕВРО монет: 1 евроцент (7шт) ; 1999-2009 ;  ; Cu/St ; XF/AU ; 21 ; Моряк-собиратель ; 90 
 3406 ; Лот ЕВРО монет: 5 евроцентов (10шт) ; 1999-2010 ;  ; Cu/St ; XF/AU ; 24 ; BVN-2 ; 106 
 3407 ; Лот монет Австрии: 5,2,1 евроцентов (3шт) ; 2002 ;  ; Cu/St ; XF/AU ; 22 ; alex995 ; 29 
 3408 ; Лот монет США: 1 цент (6шт) ; 1987-2006 ;  ; Br ; VF/XF ; 41 ; Vova6074 ; 41 
 3409 ; Лот монет Хорватии: 9шт ; 2007-2009 ;  ; Cu-Ni,Al,Лат ; AU ; 40 ; Boing749 ; 227 
 3410 ; Лот монет Мальты и Словакии: 2 евро (2шт) ; 2008,2009 ;  ; Би/м ; XF/XF+ ; 36 ; Моряк-собиратель ; 263 
 4051 ; 3 копейки ; 1915 ; Деньги-марки ;  ;  ; 67 ; Vb[fksx ; 113 
 4052 ; 10 копеек ; 1915 ; Деньги-марки ;  ;  ; 12 ; kompman ; 40 
 4053 ; 10 копеек ; 1915 ; Деньги-марки ;  ;  ; 7 ; kompman ; 35 
 4054 ; 15 копеек ; 1915 ; Деньги-марки ;  ;  ; 6 ; кабачок ; 34 
 4055 ; 15 копеек ; 1915 ; Деньги-марки ;  ;  ; 5 ; kompman ; 33 
 4056 ; 20 копеек ; 1915 ; Деньги-марки ;  ;  ; 91 ; СЁМА ; 145 
 4057 ; 50 копеек. Столовая служащих Центросоюза ;  ;  ;  ;  ; 89 ; сс400 ; 800 
 4058 ; 1 рубль ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 41 ; dmytrylat ; 50 
 3319 ; 1 цент. Французский Индо-Китай ; 1940-1941 ;  ; Zn ; F+ ; 12 ; koga ; 32 
 3320 ; 10 пфеннигов. Данциг ; 1923 ;  ; Ni ; VF- ; 2 ; Mike! ; 333 
 3321 ; 1 франк. Франция ; 1919 ;  ; Ag ; F-VF ; 23 ; вик21 ; 197 
 3322 ; 200 эскудо. Португалия. Генрих Мореплаватель ; 1994 ;  ; Cu-Ni ; AU ; 4 ; spstudio ; 161 
 3323 ; 5 долларов. Ниуэ. Олимпийские игры в Сеуле. Теннис ; 1987 ;  ; Cu-Ni ; AU ; 5 ; Vasya ; 167 
 3324 ; 1 песо. Куба. Фридрих Энгельс ; 2002 ;  ; Cu-Ni ; AU ; 15 ; Беломорочка ; 266 
 3325 ; 10 лари. Грузия. 3000 лет государственной системе. В пластиковой упаковке ; 2000 ;  ; Би/м ; AU ; 2 ; Mike! ; 456 
 3326 ; 10 лари. Грузия. Христианство. В пластиковой упаковке ; 2000 ;  ; Би/м ; AU ; 2 ; Mike! ; 456 
 3327 ; 10 песо. Филиппины. Революция. С сертификатом ; 1988 ;  ; Cu-Ni ; AU ; 1 ; Mike! ; 132 
 3328 ; Набор монет Швеции: 10, 5,1 крона, 50 эре (4шт)+ Жетон. Упаковка ; 1992 ;  ; Cu-Ni,Cu-Zn ; Unc ; 37 ; dsp ; 278 
 3329 ; Набор монет Швеции: 10, 5,1 крона, 50 эре (4шт)+ Жетон. Упаковка ; 1993 ;  ; Cu-Ni,Cu-Zn ; Unc ; 102 ; dsp ; 353 
 3330 ; Набор монет Швеции: 10, 5,1 крона, 50 эре (4шт)+ Жетон. Упаковка ; 1994 ;  ; Cu-Ni,Cu-Zn ; Unc ; 83 ; dsp ; 318 
 3331 ; Набор монет Испании: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 1999-2002 ;  ; Cu-St, Би/м, ла ; AU ; 1 ; Mike! ; 333 
 3332 ; Набор монет Нидерланды: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 1999-2003 ;  ; Cu-St, Би/м, ла ; AU ; 3 ; vc57 ; 340 
 3333 ; Набор монет Бельгии: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 1999-2004 ;  ; Cu-St, Би/м, ла ; XF/AU ; 2 ; sveta6369 ; 339 
 3334 ; Набор монет Австрии: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2002,2003 ;  ; Cu-St, Би/м, ла ; AU ; 2 ; sveta6369 ; 339 
 3335 ; Набор монет Греции: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2002-2004 ;  ; Cu-St, Би/м, ла ; AU ; 3 ; Mike! ; 347 
 3336 ; Набор евромонет Германии: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2002-2010 ;  ; Cu-St, Би/м, ла ; AU ; 2 ; sveta6369 ; 339 
 3337 ; Набор ЕВРО монет (Италия, Бельгия, ГДР): 2 евро (3шт). Упаковка ; 2009 ;  ; Би/м ; AU ; 13 ; Моряк-собиратель ; 306 
 3338 ; Набор монет Канада: 1 доллар, 50, 20, 10, 5, 1 центов (6шт) ; 1975 ;  ; Cu-Ni, Cu ; AU ; 35 ; Gari 77 ; 225 
 3339 ; Лот монет США (Штаты): 1/4 доллара (10шт) ; 2000-2008 ;  ; Cu-Ni ; XF-/XF+ ; 24 ; Vova6074 ; 252 
 3340 ; Лот монет США (Штаты): 1/4 доллара (10шт) ; 1999-2006 ;  ; Cu-Ni ; XF-/XF+ ; 48 ; Vova6074 ; 252 
 3341 ; Лот монет США: 5 центов (10шт) ; 1965-2002 ;  ; Cu-Ni ; VF/VF-XF ; 76 ; Vova6074 ; 101 
 3342 ; Лот монет США (Штаты): 1/4 доллара (9шт) ; 1999-2008 ;  ; Cu-Ni ; XF/XF+ ; 35 ; Vova6074 ; 189 
 3343 ; Лот монет США: 5 центов (10шт) ; 1975-2001 ;  ; Cu-Ni ; VF/VF+ ; 36 ; Vova6074 ; 77 
 3344 ; Лот монет США: 1/4 доллара (9шт) ; 1966-1996 ;  ; Cu-Ni ; VF/VF-XF ; 16 ; Моряк-собиратель ; 108 
 3345 ; Лот монет США (Штаты): 1/4 доллара (10шт) ; 1999-2007 ;  ; Cu-Ni ; XF/XF+ ; 35 ; gvg1975 ; 250 
 3346 ; Лот монет США: 5 центов (10шт) ; 1964-2002 ;  ; Cu-Ni ; VF/VF-XF ; 34 ; Vova6074 ; 55 
 3347 ; Лот монет Филиппин, Аргентины, Мексики, Багемии, Бразилии: 7шт ; 1969-2002 ;  ; Cu-Ni, Al, ж/м ; VF/XF- ; 44 ; волга ; 90 
 3348 ; Лот монет Чехословакии: 6шт ; 1922-2002 ;  ; Cu-Ni, Al/Br ; VF/VF-XF ; 26 ; MC17 ; 40 
 3349 ; Лот монет Норвегии: 8шт ; 1960-1997 ;  ; Cu-Ni, Cu ; VF+/XF ; 28 ; Сергей58 ; 121 
 3350 ; Лот монет США: 5 центов (3шт) ; 1940, 1941, 19?? ;  ; Cu-Ni ; F+/F-VF ; 33 ; Vova6074 ; 45 
 3351 ; Лот монет Южной Кореи: 4шт ; 1988-2009 ;  ; Cu-Ni, Cu ; VF/VF-XF ; 25 ; xct ; 63 
 3352 ; Лот монет Бельгии: 20,5,1 франков (6шт) ; 1968-1986 ;  ; Cu-Ni, Al/Br ; VF/VF+ ; 13 ; v1tal1y ; 21 
 3353 ; Лот монет Испании: 7шт ; 1957-1998 ;  ; Cu-Ni, Ni/Br ; VF/VF+ ; 52 ; kompman ; 59 
 3354 ; Лот монет Перу: 4шт ; 1954-2006 ;  ; Al, ж/м ; VF/VF+ ; 47 ; Сергей58 ; 199 
 3355 ; Лот монет Дании: 10шт ; 1891-1994 ;  ; Cu-Ni, Zn, Cu ; F+/VF+ ; 64 ; Буратино ; 136 
 3356 ; Лот монет Швеции: 4шт. На одной из монет отверстие ; 18-19 век ;  ; Cu ; F/F+ ; 51 ; andreyM ; 263 
 3357 ; Лот монет Великобритании: 1 пенни, 1/2 пенни, 2 шиллинга, 1 шиллинг, 6 пенсов (5шт) ; 1938-1958 ;  ; Cu-Ni, Br ; VF-/VF ; 40 ; Сергей58 ; 133 
 3358 ; Лот монет Нидерландов: 6шт ; 1920-1989 ;  ; Cu-Ni, Br ; VF/XF- ; 34 ; andreyM ; 48 
 3359 ; Лот монет Франции, Австрии, Португалии, Швеции, Чехословакии (5шт) ; 1927-1973 ;  ; Cu/Ni,Al/Br,Cu ; VF/XF ; 34 ; av ; 96 
 3360 ; Лот монет Дании: 4шт ; 1934-1940 ;  ; Br ; VF-/VF ; 11 ; Boing749 ; 107 
 3361 ; Лот монет Германии и Испании: 20,10 евроцентов (2шт) ; 2001,2002 ;  ; Латунь ; VF+/VF-XF ; 18 ; страус ; 19 
 3362 ; Лот монет Италии: 1 евро (2шт) ; 2002,2007 ;  ; Би/м ; VF+/XF- ; 15 ; alex995 ; 90 
 3363 ; Лот монет Аргентины: 6шт ; 1957-1989 ;  ; Cu-Ni,Латунь ; VF/VF-XF ; 32 ; Сергей58 ; 151 
 3364 ; Лот монет Польши: 3шт ; 1923,1965,1974 ;  ; Cu-Ni,Ni ; VF/VF+ ; 33 ; Беломорочка ; 111 
 3365 ; Лот монет Франции: 3шт ; 1949-1969 ;  ; Cu-Ni,St ; VF-/VF ; 40 ; mrotkin ; 57 
 3366 ; Лот монет Великобритании и Финляндии: 7шт ; 1916-1979 ;  ; Br,Fe,Al/Br,Cu ; F+/VF ; 26 ; asnik ; 60 
 3367 ; Лот монет Колумбии и Боливии: 6шт ; 1959-1980 ;  ; Cu-Ni ; VF/VF+ ; 42 ; Сергей58 ; 151 
 3368 ; Лот монет Австралии: 4шт ; 1977-1979 ;  ; Cu-Ni ; VF+/XF ; 58 ; spstudio ; 160 
 3269 ; 2 лева. Болгария. 1300 лет Болгарии ; 1981 ;  ; Cu-Ni ; Proof ; 13 ; Mike! ; 159 
 3270 ; 2 песеты. Испания ; 1882 ;  ; Ag ; F-VF ; 2 ; Mike! ; 333 
 3271 ; 1 рубль. Беларусь. Рагволод Полоцкий и Рогнеда ; 2006 ;  ; Cu-Ni ; Proof ; 1 ; Mike! ; 234 
 3272 ; 20 франков. Саарленд ; 1954 ;  ; Al/Br ; VF ; 4 ; satyrn1 ; 204 
 3273 ; 10 франков. Саарленд ; 1954 ;  ; Al/Br ; VF+ ; 1 ; Mike! ; 134 
 3274 ; 20 марок. ГДР. Бранденбургские вороты ; 1990 ;  ; Cu-Ni ; AU ; 1 ; Mike! ; 222 
 3275 ; 25 пфеннигов. Германия ; 1910F ;  ; Ni ; VF+ ; 1 ; Mike! ; 444 
 3276 ; 25 новых пенсов. Великобритания. 25 лет правления ; 1977 ;  ; Cu-Ni ; AU ; 2 ; Mike! ; 153 
 3277 ; 1 рубль. Беларусь. Новоселье ; 2008 ;  ; Cu-Ni ; Proof ; 2 ; Mike! ; 300 
 3278 ; 1 песо. Куба. Карл Маркс ; 2002 ;  ; Cu-Ni ; AU ; 17 ; FEDOTOV1920 ; 278 
 3279 ; 1 песо. Куба. Мао Дзедун ; 2002 ;  ; Cu-Ni ; AU ; 17 ; FEDOTOV1920 ; 278 
 3280 ; 2 лева. Болгария. 1300 лет Болгарии ; 1981 ;  ; Cu-Ni ; Proof ; 1 ; Mike! ; 122 
 3281 ; 2 гривны. Украина. Петр Григоренко ; 2007 ;  ; Cu-Ni ; Proof ; 2 ; Mike! ; 123 
 3282 ; 2 гривны. Украина. Василий Стус ; 2008 ;  ; Cu-Ni ; Proof ; 1 ; Mike! ; 112 
 3283 ; 200 эскудо. Португалия. Навигация на Запад ; 1991 ;  ; Cu-Ni ; AU ; 1 ; Mike! ; 152 
 3284 ; 5 марок. ГДР. 500 лет почте ; 1990А ;  ; Cu-Ni ; AU ; 1 ; Mike! ; 222 
 3285 ; 5 квача. Малави. 60 лет победы. Военный корабль США ; 2005 ;  ; Латунь ; Proof ; 31 ; FOCU$ ; 601 
 3286 ; 5 квача. Малави. 60 лет победы. Корабль "Молотов" ; 2005 ;  ; Латунь ; Proof ; 35 ; FOCU$ ; 599 
 3287 ; 500 лева. Болгария. НАТО ; 1997 ;  ; Cu-Ni ; Proof ; 23 ; cochu ; 197 
 3288 ; 50 лева. Болгария ; 1989 ;  ; Cu-Ni ; Proof ; 2 ; Mike! ; 123 
 3289 ; 50 лева. Болгария. 100 лет гимнастике Болгарии ; 1994 ;  ; Cu-Ni ; AU ; 4 ; jj ; 141 
 3290 ; 1 лев. Болгария. Дражба навеки ; 1981 ;  ; Cu-Ni ; AU ; 4 ; Mike! ; 138 
 3291 ; 10 марок. ГДР. Бухенвальд ; 1972А ;  ; Cu-Ni ; AU ; 15 ; Юбер ; 151 
 3292 ; 10 марок. ГДР. 10-й фестиваль молодежи и студентов ; 1973А ;  ; Cu-Ni ; AU ; 7 ; PaulMS ; 128 
 3293 ; 5 марок. ГДР. Мейсен ; 1972А ;  ; Cu-Ni ; AU ; 5 ; satyrn1 ; 153 
 3294 ; 10 пфеннигов. Данциг ; 1932 ;  ; Al/Br ; VF+ ; 2 ; Mike! ; 333 
 3295 ; 10 пфеннигов. Германия ; 1938А ;  ; Al/Br ; VF+ ; 30 ; harley-doctor ; 152 
 3296 ; 5 пфеннигов. Германия ; 1939А ;  ; Al/Br ; VF-XF ; 36 ; harley-doctor ; 153 
 3297 ; 1 крона. Австрия ; 1916 ;  ; Ag ; XF ; 19 ; Юбер ; 245 
 3298 ; 100 эскудо. Португалия. Открытие Мадейры ; 1989 ;  ; Cu-Ni ; AU ; 4 ; spstudio ; 164 
 3299 ; 5 центов. США ; 1943P ;  ; Cu-Ni-Ag ; F-VF ; 16 ; vc57 ; 61 
 3300 ; 5 экю. Люксембург. Йозеф Бич ; 1993 ;  ; Cu-Ni ; AU ; 32 ; vc57 ; 193 
 3301 ; 5 экю. Каталония. Йозеф Пла ; 1994 ;  ; Cu-Ni ; AU ; 27 ; ВМШ ; 180 
 3302 ; 2 гривны. Украина. Василий Стус ; 2008 ;  ; Cu-Ni ; Proof ; 1 ; Mike! ; 122 
 3303 ; 2 гривны. Украина. Василий Стус ; 2008 ;  ; Cu-Ni ; Proof ; 2 ; Mike! ; 123 
 3304 ; 5 марок. ФРГ. 100 лет со дня рождения Густава Стресеманна ; 1978D ;  ; Ag ; AU ; 15 ; Vasya ; 340 
