 6035 ; Бона иностранная Индонезия ;  ;  ;  ; AU ; 11 ; prostor.71 ; 24 
 5609 ; Бона иностранная ;  ;  ;  ;  ; 20 ; K.V.N. ; 101 
 5610 ; Бона иностранная ;  ;  ;  ;  ; 9 ; smel ; 40 
 5611 ; Бона иностранная ;  ;  ;  ;  ; 25 ; karal ; 58 
 5612 ; Бона иностранная ;  ;  ;  ;  ; 12 ; svoi1970 ; 30 
 5613 ; Бона иностранная ;  ;  ;  ;  ; 14 ; svoi1970 ; 38 
 5614 ; Бона иностранная ;  ;  ;  ;  ; 20 ; Nik488 ; 57 
 5615 ; Бона иностранная ;  ;  ;  ;  ; 17 ; K.V.N. ; 104 
 5616 ; Бона иностранная ;  ;  ;  ;  ; 5 ; svoi1970 ; 30 
 5617 ; Бона иностранная ;  ;  ;  ;  ; 7 ; svoi1970 ; 30 
 5618 ; Бона иностранная ;  ;  ;  ;  ; 7 ; svoi1970 ; 30 
 5619 ; Бона иностранная ;  ;  ;  ;  ; 9 ; alex241 ; 55 
 5620 ; Бона иностранная ;  ;  ;  ;  ; 10 ; середа ; 32 
 5621 ; Бона иностранная ;  ;  ;  ;  ; 11 ; середа ; 138 
 5622 ; Бона иностранная ;  ;  ;  ;  ; 5 ; газета ; 55 
 5623 ; Бона иностранная ;  ;  ;  ;  ; 11 ; игорь 222 ; 101 
 5624 ; Бона иностранная ;  ;  ;  ;  ; 18 ; середа ; 85 
 5625 ; Бона иностранная ;  ;  ;  ;  ; 11 ; газета ; 69 
 5526 ; Бона иностранная ;  ;  ;  ;  ; 23 ; K.V.N. ; 123 
 5527 ; Бона иностранная ;  ;  ;  ;  ; 27 ; K.V.N. ; 101 
 5528 ; Бона иностранная ;  ;  ;  ;  ; 12 ; maksbelov ; 36 
 5529 ; Бона иностранная ;  ;  ;  ;  ; 20 ; середа ; 62 
 5530 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Папа с рацией ; 101 
 5531 ; Бона иностранная ;  ;  ;  ;  ; 10 ; MG ; 79 
 5532 ; Бона иностранная ;  ;  ;  ;  ; 8 ; K.V.N. ; 41 
 5533 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Slava O ; 71 
 5534 ; Бона иностранная ;  ;  ;  ;  ; 19 ; .gk ; 108 
 5535 ; Бона иностранная ;  ;  ;  ;  ; 16 ; karal ; 30 
 5536 ; Бона иностранная ;  ;  ;  ;  ; 13 ; _Владимир_ ; 25 
 5537 ; Бона иностранная ;  ;  ;  ;  ; 18 ; karal ; 30 
 5538 ; Бона иностранная ;  ;  ;  ;  ; 22 ; maksbelov ; 46 
 5539 ; Бона иностранная ;  ;  ;  ;  ; 17 ; середа ; 70 
 5540 ; Бона иностранная ;  ;  ;  ;  ; 21 ; .gk ; 100 
 5541 ; Бона иностранная ;  ;  ;  ;  ; 8 ; Rober ; 20 
 5542 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Rober ; 20 
 5543 ; Бона иностранная ;  ;  ;  ;  ; 11 ; SvetaFil ; 21 
 5544 ; Бона иностранная ;  ;  ;  ;  ; 7 ; ppp ; 50 
 5545 ; Бона иностранная ;  ;  ;  ;  ; 27 ; стадник ; 404 
 5546 ; Бона иностранная ;  ;  ;  ;  ; 16 ; .gk ; 150 
 5547 ; Бона иностранная ;  ;  ;  ;  ; 8 ; ек ; 47 
 5548 ; Бона иностранная ;  ;  ;  ;  ; 15 ; bva150979 ; 250 
 5549 ; Бона иностранная ;  ;  ;  ;  ; 23 ; газета ; 41 
 5550 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Beliy86 ; 29 
 5551 ; Бона иностранная ;  ;  ;  ;  ; 4 ; середа ; 30 
 5552 ; Бона иностранная ;  ;  ;  ;  ; 16 ; Фест ; 104 
 5553 ; Бона иностранная ;  ;  ;  ;  ; 30 ; maksbelov ; 155 
 5554 ; Бона иностранная ;  ;  ;  ;  ; 9 ; ек ; 22 
 5555 ; Бона иностранная ;  ;  ;  ;  ; 3 ; газета ; 69 
 5556 ; Бона иностранная ;  ;  ;  ;  ; 9 ; середа ; 105 
 5557 ; Бона иностранная ;  ;  ;  ;  ; 7 ; середа ; 42 
 5558 ; Бона иностранная ;  ;  ;  ;  ; 29 ; Dmitry21 ; 87 
 5559 ; Бона иностранная ;  ;  ;  ;  ; 7 ; strutikut ; 68 
 5560 ; Бона иностранная ;  ;  ;  ;  ; 12 ; середа ; 123 
 5561 ; Бона иностранная ;  ;  ;  ;  ; 13 ; alex1974 ; 204 
 5562 ; Бона иностранная ;  ;  ;  ;  ; 21 ; sts ; 49 
 5563 ; Бона иностранная ;  ;  ;  ;  ; 14 ; Фест ; 30 
 5564 ; Бона иностранная ;  ;  ;  ;  ; 36 ; stabah ; 81 
 5565 ; Бона иностранная ;  ;  ;  ;  ; 65 ; стадник ; 149 
 5566 ; Бона иностранная ;  ;  ;  ;  ; 35 ; sts ; 255 
 5567 ; Бона иностранная ;  ;  ;  ;  ; 32 ; K.V.N. ; 355 
 5568 ; Бона иностранная ;  ;  ;  ;  ; 22 ; K.V.N. ; 102 
 5569 ; Бона иностранная ;  ;  ;  ;  ; 14 ; Rober ; 30 
 5570 ; Бона иностранная ;  ;  ;  ;  ; 15 ; середа ; 83 
 5571 ; Бона иностранная ;  ;  ;  ;  ; 21 ; SS2008 ; 41 
 5572 ; Бона иностранная ;  ;  ;  ;  ; 10 ; середа ; 35 
 5573 ; Бона иностранная ;  ;  ;  ;  ; 7 ; газета ; 75 
 5574 ; Бона иностранная ;  ;  ;  ;  ; 14 ; Моряк-собиратель ; 151 
 5575 ; Бона иностранная ;  ;  ;  ;  ; 23 ; середа ; 204 
 5430 ; Бона 5 рублей ; 1917 ;  ;  ;  ; 30 ; popov.g.y ; 2142 
 5431 ; Бона 50 копеек г.Одесса ;  ;  ;  ;  ; 27 ; kn157736 ; 867 
 5432 ; 10000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 23 ; vasek ; 2163 
 5433 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 34 ; flutter ; 1200 
 5434 ; 250 рублей ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 61 ; Zubrstroy ; 6800 
 5435 ; 3 рубля ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 15 ; Запруда ; 242 
 5436 ; 2 копейки ; 1924 ; Разменные казн.боны ;  ;  ; 34 ; газета ; 2111 
 5437 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 27 ; новичок ; 1331 
 5438 ; Облигация 25 рублей ; 1943 ;  ;  ;  ; 58 ; nikfed ; 929 
 5439 ; Лотерейный билет ; 1941 ;  ;  ;  ; 15 ; K.V.N. ; 226 
 5440 ; Лот ценных бумаг 4 шт ;  ;  ;  ;  ; 17 ; спарта ; 567 
 5441 ; 5 рублей ; 1997 ; банкнота ;  ;  ; 35 ; gdrg2 ; 249 
 5442 ; 1000 рублей ; 1992 ; билет ;  ;  ; 28 ; Семен ; 263 
 5443 ; 50 рублей ; 1961 ; билет ;  ;  ; 16 ; asus ; 184 
 5444 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 17 ; Фест ; 126 
 5445 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 29 ; stok ; 104 
 5446 ; 500 рублей ; 1992 ; билет ;  ;  ; 5 ; stok ; 79 
 5447 ; 500 рублей ; 1992 ; билет ;  ;  ; 15 ; stok ; 104 
 5448 ; Бона 100 рублей. Сочи 2014. Серия Аа ;  ;  ;  ;  ; 24 ; LAL ; 194 
 5449 ; Бона 100 рублей. Сочи 2014. Серия АА ;  ;  ;  ;  ; 37 ; stepanov ; 203 
 5450 ; Бона 100 рублей. Сочи 2014. Серия аа ;  ;  ;  ;  ; 18 ; niko1968 ; 173 
 5451 ; Лот бон (10шт) ;  ;  ;  ;  ; 18 ; anticue. ; 227 
 5452 ; Лот бон (10шт) ;  ;  ;  ;  ; 23 ; Юбер ; 255 
 5453 ; Лот бон (10шт) ;  ;  ;  ;  ; 31 ; cr2952 ; 367 
 5454 ; Лот бон (36шт) ;  ;  ;  ;  ; 22 ; газета ; 79 
 5501 ; Бона иностранная ;  ;  ;  ;  ; 17 ; K.V.N. ; 152 
 5502 ; Бона иностранная ;  ;  ;  ;  ; 12 ; стадник ; 143 
 5503 ; Бона иностранная ;  ;  ;  ;  ; 7 ; karal ; 30 
 5504 ; Бона иностранная ;  ;  ;  ;  ; 27 ; u10257 ; 34 
 5505 ; Бона иностранная ;  ;  ;  ;  ; 28 ; Фест ; 101 
 5506 ; Бона иностранная ;  ;  ;  ;  ; 18 ; strutikut ; 98 
 5507 ; Бона иностранная ;  ;  ;  ;  ; 36 ; газета ; 87 
 5508 ; Бона иностранная ;  ;  ;  ;  ; 15 ; K.V.N. ; 140 
 5509 ; Бона иностранная ;  ;  ;  ;  ; 46 ; K.V.N. ; 510 
 5510 ; Бона иностранная ;  ;  ;  ;  ; 3 ; MG ; 30 
 5511 ; Бона иностранная ;  ;  ;  ;  ; 15 ; SS2008 ; 235 
 5512 ; Бона иностранная ;  ;  ;  ;  ; 9 ; _Владимир_ ; 24 
 5513 ; Бона иностранная ;  ;  ;  ;  ; 21 ; ъхз ; 125 
 5514 ; Бона иностранная ;  ;  ;  ;  ; 30 ; Rober ; 86 
 5515 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Бармалей ; 50 
 5516 ; Бона иностранная ;  ;  ;  ;  ; 21 ; jj ; 30 
 5517 ; Бона иностранная ;  ;  ;  ;  ; 38 ; K.V.N. ; 101 
 5518 ; Бона иностранная ;  ;  ;  ;  ; 9 ; середа ; 79 
 5519 ; Бона иностранная ;  ;  ;  ;  ; 9 ; ъхз ; 34 
 5520 ; Бона иностранная ;  ;  ;  ;  ; 13 ; середа ; 42 
 5521 ; Бона иностранная ;  ;  ;  ;  ; 24 ; SS2008 ; 138 
 5522 ; Бона иностранная ;  ;  ;  ;  ; 11 ; sheriff 0 ; 31 
 5523 ; Бона иностранная ;  ;  ;  ;  ; 28 ; середа ; 101 
 5524 ; Бона иностранная ;  ;  ;  ;  ; 8 ; svoi1970 ; 30 
 5525 ; Бона иностранная ;  ;  ;  ;  ; 14 ; Бармалей ; 116 
 5380 ; 10000 рублей ; 1995 ; банкнота ;  ;  ; 72 ; kn157736 ; 1019 
 5381 ; 1000 рублей ; 1997 ; банкнота ;  ;  ; 28 ; kn157736 ; 1800 
 5382 ; 10 рублей ; 1918 ;  ;  ;  ; 21 ; kop ; 335 
 5383 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 16 ; опохмелов ; 183 
 5384 ; Купон ;  ;  ;  ;  ; 11 ; K.V.N. ; 101 
 5385 ; Лот бон 2 шт ;  ;  ;  ;  ; 39 ; kop ; 1428 
 5386 ; Лот бон 4 шт ; 1992-95 ;  ;  ;  ; 61 ; XF ; 672 
 5387 ; 50000 рублей ОБРАЗЕЦ ; 1994 ; банкнота ;  ;  ; 85 ; ZOLTAN333 ; 12717 
 5388 ; Лот облигаций 2 шт. ОБРАЗЕЦ ; 1992 ;  ;  ;  ; 29 ; solder13 ; 582 
 5389 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 31 ; ronen ; 839 
 5390 ; Лот бон 3 шт. 100 рублей ; 1910 ;  ;  ;  ; 35 ; ronen ; 1022 
 5391 ; 10 рублей ; 1909 ; Тимашев. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 29 ; Carca^ss ; 1393 
 5392 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 11 ; ppp ; 284 
 5393 ; 5000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 18 ; Gyron ; 1150 
 5394 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 19 ; нв1975 ; 227 
 5395 ; 1 рубль ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 54 ; agent 007 ; 1020 
 5396 ; 3 рубля ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 81 ; agent 007 ; 824 
 5397 ; Лот бон 2 шт ; 1919 ;  ;  ;  ; 50 ; Fliege1 ; 347 
 5398 ; 1000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 43 ; ТРОЛ ; 930 
 5399 ; 5000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 34 ; sg ; 691 
 5400 ; 25 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 48 ; gdrg2 ; 725 
 5401 ; 250000000 рублей ; 1924 ; Закавказье ;  ;  ; 46 ; всё моё ; 2244 
 5402 ; 10 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 44 ; flutter ; 579 
 5403 ; Расчетный знак 50000 рублей ;  ;  ;  ;  ; 26 ; val211 ; 929 
 5404 ; Лот бон 3 шт ; 1937 ;  ;  ;  ; 32 ; cr2952 ; 520 
 5405 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 24 ; Ксюша ; 418 
 5406 ; 3 рубля ; 1947 ; Гос.казначейский билет ;  ;  ; 34 ; Моряк-собиратель ; 683 
 5407 ; 25 рублей ; 1947 ; билет ;  ;  ; 37 ; gdrg2 ; 1117 
 5408 ; 50 рублей ; 1947 ; билет ;  ;  ; 52 ; елец ; 1070 
 5409 ; 100 рублей ; 1947 ; билет ;  ;  ; 37 ; елец ; 820 
 5410 ; Лот бон ; 1992-97 ;  ;  ;  ; 29 ; Семен ; 908 
 5411 ; 1 копейка ; 1915 ; Разменные (казнач.)билеты ;  ; AU ; 45 ; целина57 ; 379 
 5412 ; 2 копейки ; 1915 ; Разменные (казнач.)билеты ;  ; AU ; 43 ; целина57 ; 371 
 5413 ; 3 копейки ; 1915 ; Разменные (казнач.)билеты ;  ; AU ; 40 ; целина57 ; 394 
 5414 ; 5 копеек ; 1915 ; Разменные (казнач.)билеты ;  ; AU ; 21 ; Ксюша ; 217 
 5415 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 9 ; svv ; 240 
 5416 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 9 ; 462 ; 206 
 5417 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 12 ; 462 ; 199 
 5418 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 5 ; Knight1972 ; 100 
 5419 ; 5 рублей ; 1909 ; Денежные знаки ;  ; AU ; 38 ; alex09-63 ; 188 
 5420 ; 5 рублей ; 1909 ; Денежные знаки ;  ; AU ; 19 ; alex09-63 ; 188 
 5421 ; 5 рублей ; 1909 ; Денежные знаки ;  ; AU ; 20 ; svv ; 192 
 5422 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 29 ; svv ; 383 
 5423 ; 10000 рублей ; 1919 ;  ;  ;  ; 39 ; lsp25 ; 419 
 5424 ; 1 рубль золотом ; 1928 ; Гос.казначейские билеты СССР ;  ;  ; 39 ; vasek ; 4408 
 5425 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ; AU ; 68 ; Fliege1 ; 1287 
 5426 ; Лот бон 4 шт. 100000 рублей ; 1921 ;  ;  ;  ; 29 ; kop ; 634 
 5427 ; Лот бон 6 шт. Азербайджан ;  ;  ;  ;  ; 13 ; kop ; 374 
 5428 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 14 ; cr2952 ; 210 
 5429 ; Лот бон 2 шт ; 1917 ;  ;  ;  ; 29 ; coolpeppers ; 300 
 5330 ; 5 рублей ; 1919 ; Латвия. Разменный знак ;  ; AU ; 39 ; K.V.N. ; 675 
 5331 ; 20 лат ; 1935 ; Латвия ;  ;  ; 46 ; bva150979 ; 1983 
 5332 ; 25 лат ; 1928 ; Латвия ;  ;  ; 39 ; val211 ; 1214 
 5333 ; 1 рублис ; 1992 ; Латвия ;  ; AU ; 18 ; K.V.N. ; 126 
 5334 ; 2 рублиса ; 1992 ; Латвия ;  ; AU ; 37 ; K.V.N. ; 239 
 5335 ; 20 рублисов ; 1992 ; Латвия ;  ; AU ; 23 ; K.V.N. ; 435 
 5336 ; Лот 100 рублей 3 шт ; 1910 ;  ;  ;  ; 26 ; ronen ; 816 
 5337 ; 5000 рублей ; 1919 ;  ;  ;  ; 25 ; flutter ; 254 
 5338 ; 25 рублей ; 1919 ;  ;  ;  ; 30 ; taa ; 288 
 5339 ; 1 червонец ; 1937 ; Билет ;  ;  ; 17 ; cr2952 ; 231 
 5340 ; Лот бон 2 шт ; 1947 ;  ;  ;  ; 57 ; елец ; 1554 
 5341 ; Лот бон 2 шт ; 1992 ;  ;  ;  ; 41 ; LAL ; 439 
 5342 ; Лот бон 2 шт ; 1993 ;  ;  ;  ; 57 ; gdrg2 ; 920 
 5343 ; Лот бон 3 шт ; 1995 ;  ;  ;  ; 75 ; LAL ; 1386 
 5344 ; 1 червонец ; 1922 ; Банковские билеты ;  ;  ; 53 ; w7 ; 11334 
 5345 ; 100 рублей ; 1898 ; Коншин 1910 г. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 42 ; mefodin ; 2267 
 5346 ; Лот бон 2 шт. 1 рубль (Тимашов, Плеске) ; 1898 ;  ;  ;  ; 27 ; imi ; 505 
 5347 ; 10 копеек ; б/г ; Гос.кредитный билет "Северная Россия" ;  ;  ; 56 ; скорпион_48 ; 1027 
 5348 ; 20 копеек ; б/г ; Гос.кредитный билет "Северная Россия" ;  ;  ; 29 ; спарта ; 813 
 5349 ; 50 копеек ; б/г ; Гос.кредитный билет "Северная Россия" ;  ;  ; 32 ; Ratmen ; 530 
 5350 ; 50 копеек ;  ;  ;  ;  ; 15 ; iizikul ; 138 
 5351 ; 25 рублей ; 1915 ; Билеты государственного казначейства ;  ;  ; 37 ; nikfed ; 944 
 5352 ; 250 рублей ; 1918 ;  ;  ;  ; 58 ; AKrav ; 829 
 5353 ; 500 рублей ; 1920 ;  ;  ;  ; 29 ; Юбер ; 216 
 5354 ; Лот бон 2 шт. 250 рублей ; 1920 ;  ;  ;  ; 54 ; ZIMOGOR ; 930 
 5355 ; 50 рублей ; 1915 ; Билеты государственного казначейства ;  ;  ; 19 ; flutter ; 357 
 5356 ; 100 рублей ; 1915 ; Билеты государственного казначейства ;  ;  ; 17 ; ТРОЛ ; 459 
 5357 ; Лот бон 4 шт ; 1918 ;  ;  ;  ; 30 ; kop ; 327 
 5358 ; 20 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 34 ; Carca^ss ; 2129 
 5359 ; Лот бон 3 шт ;  ;  ;  ;  ; 41 ; coolpeppers ; 340 
 5360 ; Лот 8 шт. деньги-марки ;  ;  ;  ;  ; 27 ; moneta1924 ; 1000 
 5361 ; Лот 8 шт. деньги-марки ;  ;  ;  ;  ; 13 ; moneta1924 ; 578 
 5362 ; Лот бон 2 шт ;  ;  ;  ;  ; 23 ; alex241 ; 928 
 5363 ; Бона 5 рублей ;  ;  ;  ;  ; 48 ; alex241 ; 624 
 5364 ; 1 марка ; 1919 ;  ;  ;  ; 18 ; Prizon ; 487 
 5365 ; 10 рублей ; 1922 ; Бухарская Республика ;  ;  ; 62 ; спарта ; 714 
 5366 ; 100 рублей ; 1922 ; Бухарская Республика ;  ;  ; 72 ; Mike! ; 684 
 5367 ; Лот бон 2 шт ;  ;  ;  ;  ; 11 ; xoltecl ; 340 
 5368 ; 100 рублей ; 1918 ; 5% краткосрочное обязательство ;  ;  ; 36 ; val211 ; 525 
 5369 ; 50 гривень ; 1918 ; Украина.3,6% билет Державной скарбницы.Сер.I ;  ;  ; 27 ; alex241 ; 716 
 5370 ; 1000 гривень ; 1918 ; Украина.3,6% билет Державной скарбницы.Сер. IX-XX ;  ;  ; 25 ; Mike! ; 1000 
 5371 ; Билет в 200 рублей ; 1917 ;  ;  ;  ; 40 ; ТРОЛ ; 960 
 5372 ; Билет в 200 рублей с купонами ; 1917 ;  ;  ;  ; 16 ; w7 ; 816 
 5373 ; Билет в 200 рублей ; 1917 ;  ;  ;  ; 22 ; спарта ; 459 
 5374 ; Билет в 200 рублей ; 1917 ;  ;  ;  ; 40 ; Lexx1869 ; 765 
 5375 ; 5 рублей ; 1925 ; Гос.казначейские билеты СССР ;  ;  ; 50 ; Levon.Koins ; 2314 
 5376 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 19 ; imi ; 133 
 5377 ; 3 рубля ; 1947 ; Гос.казначейский билет ;  ;  ; 45 ; sts ; 807 
 5378 ; Лот бон 3 шт ; 1947 ;  ;  ;  ; 32 ; елец ; 655 
 5379 ; Лот бон 12 шт ; 1961-93 ;  ;  ;  ; 40 ; cr2952 ; 255 
 5080 ; 25 рублей ; 1918 ;  ;  ;  ; 36 ; Сталевар ; 531 
 5081 ; 5 рублей ; 1918 ;  ;  ;  ; 29 ; Бармалей ; 351 
 5082 ; 3 рубля ; 1918 ;  ;  ;  ; 26 ; ек ; 334 
 5083 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 39 ; agent 007 ; 163 
 5084 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 53 ; sg ; 340 
